Orthogroup	Prbe	Prac
OG0001124	Prbe.g_00841	Prac.g_00544
OG0001125	Prbe.g_00839	Prac.g_00546
OG0001126	Prbe.g_00838	Prac.g_00547
OG0001127	Prbe.g_00835	Prac.g_00549
OG0001128	Prbe.g_00834	Prac.g_00550
OG0001129	Prbe.g_00833	Prac.g_00551
OG0001130	Prbe.g_00830	Prac.g_00553
OG0001131	Prbe.g_00829	Prac.g_00554
OG0001132	Prbe.g_00828	Prac.g_00555
OG0001133	Prbe.g_00827	Prac.g_00556
OG0001134	Prbe.g_00826	Prac.g_00557
OG0001135	Prbe.g_00825	Prac.g_00558
OG0001136	Prbe.g_00824	Prac.g_00559
OG0001137	Prbe.g_00823	Prac.g_00560
OG0001138	Prbe.g_00822	Prac.g_00561
OG0001139	Prbe.g_00820	Prac.g_00562
OG0001140	Prbe.g_00819	Prac.g_00563
OG0001141	Prbe.g_00818	Prac.g_00564
OG0001142	Prbe.g_00814	Prac.g_00005
OG0001143	Prbe.g_00813	Prac.g_00006
OG0001144	Prbe.g_00812	Prac.g_00007
OG0001145	Prbe.g_00811	Prac.g_00008
OG0001146	Prbe.g_00810	Prac.g_00009
OG0001147	Prbe.g_00809	Prac.g_00010
OG0001148	Prbe.g_00808	Prac.g_00011
OG0001149	Prbe.g_00806	Prac.g_00013
OG0001150	Prbe.g_00805	Prac.g_00014
OG0001151	Prbe.g_00801	Prac.g_00016
OG0001152	Prbe.g_00800	Prac.g_00017
OG0001153	Prbe.g_00799	Prac.g_00018
OG0001154	Prbe.g_00797	Prac.g_00020
OG0001155	Prbe.g_00795	Prac.g_00022
OG0001156	Prbe.g_00793	Prac.g_00024
OG0001157	Prbe.g_00791	Prac.g_00025
OG0001158	Prbe.g_00789	Prac.g_00027
OG0001159	Prbe.g_00788	Prac.g_00028
OG0001160	Prbe.g_00787	Prac.g_00029
OG0001161	Prbe.g_00786	Prac.g_00030
OG0001162	Prbe.g_00785	Prac.g_00031
OG0001163	Prbe.g_00784	Prac.g_00032
OG0001164	Prbe.g_00783	Prac.g_00033
OG0001165	Prbe.g_00782	Prac.g_00034
OG0001166	Prbe.g_00781	Prac.g_00035
OG0001167	Prbe.g_00779	Prac.g_00036
OG0001168	Prbe.g_00778	Prac.g_00037
OG0001169	Prbe.g_00777	Prac.g_00038
OG0001170	Prbe.g_00776	Prac.g_00039
OG0001171	Prbe.g_00775	Prac.g_00040
OG0001172	Prbe.g_00773	Prac.g_00042
OG0001173	Prbe.g_00771	Prac.g_00044
OG0001174	Prbe.g_00770	Prac.g_00045
OG0001175	Prbe.g_00769	Prac.g_00046
OG0001176	Prbe.g_00767	Prac.g_00047
OG0001177	Prbe.g_00765	Prac.g_00049
OG0001178	Prbe.g_00762	Prac.g_00051
OG0001179	Prbe.g_00761	Prac.g_00052
OG0001180	Prbe.g_00760	Prac.g_00053
OG0001181	Prbe.g_00759	Prac.g_00054
OG0001182	Prbe.g_00758	Prac.g_00055
OG0001183	Prbe.g_00745	Prac.g_00056
OG0001184	Prbe.g_00747	Prac.g_00058
OG0001185	Prbe.g_00749	Prac.g_00061
OG0001186	Prbe.g_00750	Prac.g_00062
OG0001187	Prbe.g_00751	Prac.g_00063
OG0001188	Prbe.g_00752	Prac.g_00064
OG0001189	Prbe.g_00753	Prac.g_00065
OG0001190	Prbe.g_00754	Prac.g_00066
OG0001191	Prbe.g_00755	Prac.g_00067
OG0001192	Prbe.g_00756	Prac.g_00068
OG0001193	Prbe.g_01134	Prac.g_00069
OG0001194	Prbe.g_01135	Prac.g_00070
OG0001195	Prbe.g_01136	Prac.g_00071
OG0001196	Prbe.g_01137	Prac.g_00072
OG0001197	Prbe.g_01138	Prac.g_00073
OG0001198	Prbe.g_01139	Prac.g_00074
OG0001199	Prbe.g_01140	Prac.g_00075
OG0001200	Prbe.g_01141	Prac.g_00076
OG0001201	Prbe.g_01142	Prac.g_00077
OG0001202	Prbe.g_01143	Prac.g_00078
OG0001203	Prbe.g_01145	Prac.g_00080
OG0001204	Prbe.g_01147	Prac.g_00082
OG0001205	Prbe.g_01149	Prac.g_00083
OG0001206	Prbe.g_01150	Prac.g_00084
OG0001207	Prbe.g_01151	Prac.g_00085
OG0001208	Prbe.g_01152	Prac.g_00086
OG0001209	Prbe.g_01153	Prac.g_00087
OG0001210	Prbe.g_01154	Prac.g_00088
OG0001211	Prbe.g_01155	Prac.g_00089
OG0001212	Prbe.g_01156	Prac.g_00090
OG0001213	Prbe.g_01157	Prac.g_00091
OG0001214	Prbe.g_01159	Prac.g_00093
OG0001215	Prbe.g_01160	Prac.g_00094
OG0001216	Prbe.g_01161	Prac.g_00095
OG0001217	Prbe.g_01162	Prac.g_00096
OG0001218	Prbe.g_01163	Prac.g_00097
OG0001219	Prbe.g_01166	Prac.g_00099
OG0001220	Prbe.g_01167	Prac.g_00100
OG0001221	Prbe.g_01171	Prac.g_00103
OG0001222	Prbe.g_01172	Prac.g_00104
OG0001223	Prbe.g_01173	Prac.g_00105
OG0001224	Prbe.g_01175	Prac.g_00106
OG0001225	Prbe.g_01176	Prac.g_00107
OG0001226	Prbe.g_01177	Prac.g_00108
OG0001227	Prbe.g_01178	Prac.g_00109
OG0001228	Prbe.g_01179	Prac.g_00110
OG0001229	Prbe.g_01180	Prac.g_00111
OG0001230	Prbe.g_01181	Prac.g_00112
OG0001231	Prbe.g_01182	Prac.g_00113
OG0001232	Prbe.g_01185	Prac.g_00114
OG0001233	Prbe.g_01186	Prac.g_00115
OG0001234	Prbe.g_01187	Prac.g_00116
OG0001235	Prbe.g_01188	Prac.g_00117
OG0001236	Prbe.g_01190	Prac.g_00119
OG0001237	Prbe.g_01191	Prac.g_00120
OG0001238	Prbe.g_01194	Prac.g_00122
OG0001239	Prbe.g_01195	Prac.g_00123
OG0001240	Prbe.g_01196	Prac.g_00124
OG0001241	Prbe.g_01056	Prac.g_00126
OG0001242	Prbe.g_01057	Prac.g_00127
OG0001243	Prbe.g_01058	Prac.g_00128
OG0001244	Prbe.g_01059	Prac.g_00129
OG0001245	Prbe.g_01060	Prac.g_00130
OG0001246	Prbe.g_01061	Prac.g_00131
OG0001247	Prbe.g_01062	Prac.g_01950
OG0001248	Prbe.g_01063	Prac.g_01949
OG0001249	Prbe.g_01064	Prac.g_01948
OG0001250	Prbe.g_01065	Prac.g_01947
OG0001252	Prbe.g_01682	Prac.g_01793
OG0001253	Prbe.g_01697	Prac.g_01780
OG0001254	Prbe.g_01835	Prac.g_01650
OG0001255	Prbe.g_01891	Prac.g_01201
OG0001257	Prbe.g_00651	Prac.g_01062
OG0001258	Prbe.g_00635	Prac.g_00873
OG0001259	Prbe.g_00544	Prac.g_00783
OG0001260	Prbe.g_01312	Prac.g_01522
OG0001261	Prbe.g_01258	Prac.g_01441
OG0001262	Prbe.g_01275	Prac.g_01425
OG0001263	Prbe.g_01570	Prac.g_01405
OG0001264	Prbe.g_00416	Prac.g_01385
OG0001265	Prbe.g_01393	Prac.g_01280
OG0001266	Prbe.g_00495	Prac.g_01232
OG0001267	Prbe.g_01567	Prac.g_01001
OG0001268	Prbe.g_01552	Prac.g_00988
OG0001269	Prbe.g_00398	Prac.g_00200
OG0001270	Prbe.g_00268	Prac.g_00371
OG0001271	Prbe.g_00255	Prac.g_00360
OG0001272	Prbe.g_00486	Prac.g_00319
OG0001273	Prbe.g_00194	Prac.g_00318
OG0001274	Prbe.g_00017	Prac.g_00313
OG0001275	Prbe.g_01624	Prac.g_00297
OG0001276	Prbe.g_01414	Prac.g_00285, Prac.g_00878
OG0001277	Prbe.g_01026	Prac.g_00279
OG0001278	Prbe.g_00994	Prac.g_00633
OG0001279	Prbe.g_00990	Prac.g_00629
OG0001280	Prbe.g_00987	Prac.g_00626
OG0001281	Prbe.g_01113	Prac.g_00479
OG0001282	Prbe.g_00980	Prac.g_00504
OG0001283	Prbe.g_00794	Prac.g_00023
OG0001284	Prbe.g_00763	Prac.g_00050
OG0001285	Prbe.g_01146	Prac.g_00081
OG0001286	Prbe.g_01198	Prac.g_00125
OG0001287	Prbe.g_00018	Prac.g_00875, Prac.g_01598
OG0001288	Prbe.g_01935	Prac.g_01110
OG0001290	Prbe.g_00131	Prac.g_01917
OG0001291	Prbe.g_00176	Prac.g_01860
OG0001292	Prbe.g_00179	Prac.g_01857
OG0001293	Prbe.g_00181	Prac.g_01855
OG0001294	Prbe.g_01633	Prac.g_01838
OG0001295	Prbe.g_01663	Prac.g_01812
OG0001296	Prbe.g_01670	Prac.g_01806
OG0001297	Prbe.g_01748	Prac.g_01731
OG0001298	Prbe.g_01796	Prac.g_01687
OG0001300	Prbe.g_00913	Prac.g_01160
OG0001301	Prbe.g_01483	Prac.g_00734
OG0001304	Prbe.g_01306	Prac.g_01265
OG0001305	Prbe.g_01301	Prac.g_01260
OG0001306	Prbe.g_01184	Prac.g_01223
OG0001307	Prbe.g_00912	Prac.g_01214
OG0001308	Prbe.g_00204	Prac.g_01037
OG0001309	Prbe.g_01148	Prac.g_01036
OG0001310	Prbe.g_00056	Prac.g_01026
OG0001311	Prbe.g_01516	Prac.g_00957
OG0001312	Prbe.g_00399	Prac.g_00201
OG0001313	Prbe.g_01920	Prac.g_00315
OG0001314	Prbe.g_00962	Prac.g_00602
OG0001315	Prbe.g_00927	Prac.g_00568
OG0001316	Prbe.g_00798	Prac.g_00019
OG0001318	Prbe.g_01685	Prac.g_01790
OG0001319	Prbe.g_01790	Prac.g_01692
OG0001320	Prbe.g_00005	Prac.g_01078
OG0001321	Prbe.g_00496	Prac.g_01513
OG0001322	Prbe.g_01598	Prac.g_01495
OG0001323	Prbe.g_00405	Prac.g_01240
OG0001324	Prbe.g_00685	Prac.g_01206
OG0001325	Prbe.g_00724	Prac.g_01033
OG0001326	Prbe.g_00013	Prac.g_00151
OG0001327	Prbe.g_00205	Prac.g_00153
OG0001328	Prbe.g_00888	Prac.g_00180
OG0001329	Prbe.g_01193	Prac.g_00237
OG0001330	Prbe.g_00222	Prac.g_00322
OG0001331	Prbe.g_00989	Prac.g_00628
OG0001332	Prbe.g_00938	Prac.g_00579
OG0001334	Prbe.g_00772	Prac.g_00043
OG0001335	Prbe.g_01144	Prac.g_00079
OG0001336	Prbe.g_01672	Prac.g_01803
OG0001337	Prbe.g_01662	Prac.g_01813
OG0001338	Prbe.g_00874	Prac.g_01786
OG0001339	Prbe.g_01752	Prac.g_01727
OG0001340	Prbe.g_01801	Prac.g_01682
OG0001341	Prbe.g_01814	Prac.g_01670
OG0001342	Prbe.g_01834	Prac.g_01651
OG0001343	Prbe.g_01897	Prac.g_01195
OG0001345	Prbe.g_01932	Prac.g_01113
OG0001346	Prbe.g_00661	Prac.g_01072
OG0001347	Prbe.g_00647	Prac.g_01058
OG0001349	Prbe.g_00624	Prac.g_00862
OG0001351	Prbe.g_00558	Prac.g_00796
OG0001352	Prbe.g_00456	Prac.g_00689
OG0001353	Prbe.g_01776	Prac.g_00668
OG0001354	Prbe.g_01313	Prac.g_01492, Prac.g_01903
OG0001355	Prbe.g_01265	Prac.g_01435
OG0001356	Prbe.g_00103	Prac.g_01403
OG0001357	Prbe.g_01378	Prac.g_01300
OG0001358	Prbe.g_01392	Prac.g_01281
OG0001359	Prbe.g_00046	Prac.g_01014
OG0001360	Prbe.g_00047	Prac.g_01013
OG0001361	Prbe.g_01495	Prac.g_00935
OG0001364	Prbe.g_00236	Prac.g_00341
OG0001365	Prbe.g_00161	Prac.g_00474
OG0001366	Prbe.g_00948	Prac.g_00588
OG0001369	Prbe.g_01394	Prac.g_01279
OG0001371	Prbe.g_00171	Prac.g_01864
OG0001372	Prbe.g_00173	Prac.g_01863
OG0001373	Prbe.g_00180	Prac.g_01856
OG0001374	Prbe.g_00191	Prac.g_01844
OG0001375	Prbe.g_01680	Prac.g_01796
OG0001376	Prbe.g_01786	Prac.g_01696
OG0001377	Prbe.g_01810	Prac.g_01675
OG0001378	Prbe.g_01827	Prac.g_01659
OG0001379	Prbe.g_00270	Prac.g_01172
OG0001381	Prbe.g_00675	Prac.g_01093
OG0001382	Prbe.g_00669	Prac.g_01085
OG0001383	Prbe.g_00622	Prac.g_00860
OG0001384	Prbe.g_00614	Prac.g_00853
OG0001385	Prbe.g_01452	Prac.g_00705
OG0001386	Prbe.g_00448	Prac.g_00697
OG0001387	Prbe.g_00450	Prac.g_00695
OG0001388	Prbe.g_00461	Prac.g_00685
OG0001389	Prbe.g_01435	Prac.g_01555
OG0001390	Prbe.g_01604	Prac.g_01523
OG0001391	Prbe.g_01316	Prac.g_01490
OG0001392	Prbe.g_00102	Prac.g_01404
OG0001393	Prbe.g_00104	Prac.g_01402
OG0001394	Prbe.g_00422	Prac.g_01379
OG0001395	Prbe.g_00425	Prac.g_01376
OG0001396	Prbe.g_01023	Prac.g_01296
OG0001397	Prbe.g_01405	Prac.g_01271
OG0001398	Prbe.g_01293	Prac.g_01252
OG0001399	Prbe.g_00094	Prac.g_01242
OG0001400	Prbe.g_01621	Prac.g_01234
OG0001401	Prbe.g_00051	Prac.g_01226
OG0001402	Prbe.g_01564	Prac.g_00999
OG0001403	Prbe.g_00892	Prac.g_00176
OG0001404	Prbe.g_01408	Prac.g_00208
OG0001405	Prbe.g_00372	Prac.g_00218
OG0001406	Prbe.g_00269	Prac.g_00372
OG0001407	Prbe.g_00266	Prac.g_00369
OG0001408	Prbe.g_00221	Prac.g_00321
OG0001409	Prbe.g_01123	Prac.g_00308
OG0001410	Prbe.g_00003	Prac.g_00295
OG0001412	Prbe.g_01330	Prac.g_01346
OG0001414	Prbe.g_01602	Prac.g_01869
OG0001417	Prbe.g_00449	Prac.g_00696
OG0001418	Prbe.g_00733	Prac.g_01512
OG0001419	Prbe.g_01322	Prac.g_01486
OG0001420	Prbe.g_00106	Prac.g_01400
OG0001421	Prbe.g_00111	Prac.g_01395
OG0001422	Prbe.g_00716	Prac.g_01237
OG0001423	Prbe.g_00712	Prac.g_01012
OG0001424	Prbe.g_00218	Prac.g_00923
OG0001425	Prbe.g_01617	Prac.g_00302
OG0001427	Prbe.g_01049	Prac.g_01161
OG0001430	Prbe.g_00061	Prac.g_01288
OG0001431	Prbe.g_00053	Prac.g_01236
OG0001432	Prbe.g_01620	Prac.g_01233
OG0001434	Prbe.g_00010, Prbe.g_01025	Prac.g_00196
OG0001435	Prbe.g_01585	Prac.g_00310
OG0001436	Prbe.g_00997	Prac.g_00900
OG0001440	Prbe.g_01397	Prac.g_01277
OG0001443	Prbe.g_01568	Prac.g_01002
OG0001444	Prbe.g_01529	Prac.g_00966
OG0001445	Prbe.g_00033	Prac.g_00143
OG0001446	Prbe.g_00034	Prac.g_00145
OG0001447	Prbe.g_01575	Prac.g_00146
OG0001451	Prbe.g_00698	Prac.g_00634
OG0001453	Prbe.g_00701	Prac.g_00282, Prac.g_00881, Prac.g_00913, Prac.g_00889
OG0001454	Prbe.g_00677	Prac.g_01167
OG0001456	Prbe.g_00545	Prac.g_00784, Prac.g_01965
OG0001457	Prbe.g_01211	Prac.g_00669
OG0001458	Prbe.g_00707	Prac.g_01524
OG0001459	Prbe.g_00378	Prac.g_01497
OG0001460	Prbe.g_00491	Prac.g_01413
OG0001461	Prbe.g_01442	Prac.g_01354
OG0001462	Prbe.g_01589	Prac.g_01289
OG0001463	Prbe.g_00671	Prac.g_01243
OG0001465	Prbe.g_01613	Prac.g_00148
OG0001468	Prbe.g_00807	Prac.g_00012
OG0001469	Prbe.g_01551	Prac.g_00987
OG0001471	Prbe.g_00695	Prac.g_01120
OG0001473	Prbe.g_01315	Prac.g_01406
OG0001482	Prbe.g_00040	Prac.g_00275, Prac.g_01577
OG0001484	Prbe.g_00166	Prac.g_00259
OG0001485	Prbe.g_00925	Prac.g_00472
OG0001488	Prbe.g_01720	Prac.g_01758
OG0001489	Prbe.g_01091	Prac.g_01158
OG0001490	Prbe.g_00923	Prac.g_01132
OG0001492	Prbe.g_01256	Prac.g_01443
OG0001505	Prbe.g_00023	Prac.g_00915
OG0001506	Prbe.g_01596	Prac.g_01219
OG0001509	Prbe.g_00478	Prac.g_00494
OG0001519	Prbe.g_00019	Prac.g_01146
OG0001520	Prbe.g_00998	Prac.g_00899
OG0001521	Prbe.g_00162	Prac.g_00475
OG0001526	Prbe.g_00109	Prac.g_01397
OG0001544	Prbe.g_00022	Prac.g_00907
OG0001545	Prbe.g_00413	Prac.g_01388
OG0001574	Prbe.g_00722	Prac.g_00911
OG0001579	Prbe.g_00335	Prac.g_00260
OG0001580	Prbe.g_00347	Prac.g_00264
OG0001581	Prbe.g_00344	Prac.g_00268
OG0001593	Prbe.g_00670	Prac.g_01086
OG0001607	Prbe.g_00377	Prac.g_00887
OG0001617	Prbe.g_00329	Prac.g_00190
OG0001694	Prbe.g_01923	Prac.g_00435
OG0001828	Prbe.g_01048	Prac.g_00895
OG0001873	Prbe.g_00375	Prac.g_00888
OG0001878	Prbe.g_01038	Prac.g_01899
OG0001908	Prbe.g_00342	Prac.g_00271
OG0001952	Prbe.g_00346	Prac.g_00265
OG0001961	Prbe.g_00058	Prac.g_00193, Prac.g_00658
OG0001962	Prbe.g_00871	Prac.g_00436
OG0001963	Prbe.g_00872	Prac.g_00437
OG0001964	Prbe.g_00873	Prac.g_00438
OG0002191	Prbe.g_00697	Prac.g_00656
