Orthogroup	Praq	Syal
OG0001169	Praq.g_00457	Syal.g_00642
OG0001170	Praq.g_00455	Syal.g_00644
OG0001172	Praq.g_00948	Syal.g_00198
OG0001173	Praq.g_00947	Syal.g_00199
OG0001174	Praq.g_00939	Syal.g_00207
OG0001175	Praq.g_00938	Syal.g_00208
OG0001176	Praq.g_00931	Syal.g_00226
OG0001177	Praq.g_00928	Syal.g_00224
OG0001178	Praq.g_00923	Syal.g_00592
OG0001179	Praq.g_00895	Syal.g_00256
OG0001180	Praq.g_00874	Syal.g_00282
OG0001182	Praq.g_00863	Syal.g_00295
OG0001183	Praq.g_00728	Syal.g_00302
OG0001184	Praq.g_00744	Syal.g_01359
OG0001185	Praq.g_00758	Syal.g_01453
OG0001186	Praq.g_00684	Syal.g_00179
OG0001187	Praq.g_00688	Syal.g_00175
OG0001188	Praq.g_00690	Syal.g_00172
OG0001189	Praq.g_00707	Syal.g_00152
OG0001190	Praq.g_00711	Syal.g_01067
OG0001191	Praq.g_00721	Syal.g_01083
OG0001192	Praq.g_00390	Syal.g_01090
OG0001193	Praq.g_00400	Syal.g_01128
OG0001194	Praq.g_00401	Syal.g_01130
OG0001195	Praq.g_00402	Syal.g_01131
OG0001196	Praq.g_00415	Syal.g_00078
OG0001197	Praq.g_00416	Syal.g_00080
OG0001198	Praq.g_00423	Syal.g_00093
OG0001199	Praq.g_01929	Syal.g_00757
OG0001200	Praq.g_01927	Syal.g_00759
OG0001201	Praq.g_01895	Syal.g_00821
OG0001202	Praq.g_01803	Syal.g_00956
OG0001203	Praq.g_01764	Syal.g_00683
OG0001204	Praq.g_01759	Syal.g_01201
OG0001205	Praq.g_01112	Syal.g_00515
OG0001206	Praq.g_00512	Syal.g_00490
OG0001207	Praq.g_00528	Syal.g_02889
OG0001208	Praq.g_00533	Syal.g_02899
OG0001209	Praq.g_01067	Syal.g_02835
OG0001210	Praq.g_01062	Syal.g_02827
OG0001211	Praq.g_01052	Syal.g_02811
OG0001212	Praq.g_01006	Syal.g_02754
OG0001213	Praq.g_00973	Syal.g_02701
OG0001214	Praq.g_00965	Syal.g_02634
OG0001215	Praq.g_00819	Syal.g_01786
OG0001216	Praq.g_00585	Syal.g_01861
OG0001217	Praq.g_00622	Syal.g_02067
OG0001218	Praq.g_00630	Syal.g_00429
OG0001219	Praq.g_00658	Syal.g_02036
OG0001220	Praq.g_01449	Syal.g_02494
OG0001221	Praq.g_01501	Syal.g_02258
OG0001222	Praq.g_01540	Syal.g_02006
OG0001223	Praq.g_01566	Syal.g_01960
OG0001224	Praq.g_01615	Syal.g_01827
OG0001225	Praq.g_01617	Syal.g_01825
OG0001226	Praq.g_01642	Syal.g_00767
OG0001227	Praq.g_01661	Syal.g_01575
OG0001228	Praq.g_01378	Syal.g_02451
OG0001229	Praq.g_00173	Syal.g_01801
OG0001230	Praq.g_00286	Syal.g_00029
OG0001231	Praq.g_00003	Syal.g_00114
OG0001232	Praq.g_00474	Syal.g_00622
OG0001233	Praq.g_00454	Syal.g_00645
OG0001234	Praq.g_00936	Syal.g_00212
OG0001236	Praq.g_00741	Syal.g_01352
OG0001237	Praq.g_00745	Syal.g_01362
OG0001238	Praq.g_00722	Syal.g_01085
OG0001239	Praq.g_01932	Syal.g_00754
OG0001240	Praq.g_01910	Syal.g_00804
OG0001241	Praq.g_01902	Syal.g_00814
OG0001242	Praq.g_01884	Syal.g_00844
OG0001243	Praq.g_01878	Syal.g_00852
OG0001244	Praq.g_01862	Syal.g_00882
OG0001245	Praq.g_01163	Syal.g_02522
OG0001246	Praq.g_01098	Syal.g_02927
OG0001247	Praq.g_00812	Syal.g_01126
OG0001248	Praq.g_00814	Syal.g_01778
OG0001249	Praq.g_00647	Syal.g_00337
OG0001250	Praq.g_01438	Syal.g_02469
OG0001251	Praq.g_01474	Syal.g_02576
OG0001252	Praq.g_01610	Syal.g_01834
OG0001253	Praq.g_01662	Syal.g_02521
OG0001254	Praq.g_01302	Syal.g_02507
OG0001255	Praq.g_01317	Syal.g_02609
OG0001256	Praq.g_00384	Syal.g_00571
OG0001257	Praq.g_00002	Syal.g_02262
OG0001259	Praq.g_00456	Syal.g_00643
OG0001260	Praq.g_00440	Syal.g_00665
OG0001261	Praq.g_00887	Syal.g_00265
OG0001262	Praq.g_00705	Syal.g_00154
OG0001263	Praq.g_01875	Syal.g_00856
OG0001265	Praq.g_01885	Syal.g_00842
OG0001266	Praq.g_01799	Syal.g_00960
OG0001267	Praq.g_01723	Syal.g_01263
OG0001268	Praq.g_01206	Syal.g_00353
OG0001269	Praq.g_01185	Syal.g_02116, Syal.g_02567
OG0001270	Praq.g_01123	Syal.g_00528
OG0001271	Praq.g_00523	Syal.g_00466
OG0001272	Praq.g_00537	Syal.g_02903
OG0001273	Praq.g_00971	Syal.g_02641
OG0001274	Praq.g_00832	Syal.g_01007
OG0001275	Praq.g_01575	Syal.g_01932
OG0001276	Praq.g_01594	Syal.g_01914
OG0001277	Praq.g_01651	Syal.g_02963
OG0001278	Praq.g_01383	Syal.g_01766
OG0001280	Praq.g_00132	Syal.g_01604
OG0001281	Praq.g_00138	Syal.g_01592
OG0001282	Praq.g_00178	Syal.g_02887
OG0001283	Praq.g_00197	Syal.g_01179
OG0001284	Praq.g_00364	Syal.g_03007
OG0001285	Praq.g_00471	Syal.g_00625
OG0001287	Praq.g_00765	Syal.g_01461
OG0001288	Praq.g_00773	Syal.g_01513
OG0001289	Praq.g_01916	Syal.g_00781
OG0001290	Praq.g_01903	Syal.g_00813
OG0001291	Praq.g_01868	Syal.g_00866
OG0001292	Praq.g_01754	Syal.g_01206
OG0001293	Praq.g_01742	Syal.g_01236
OG0001294	Praq.g_01165	Syal.g_02207
OG0001295	Praq.g_00517	Syal.g_01828
OG0001296	Praq.g_01093	Syal.g_02933
OG0001298	Praq.g_01026	Syal.g_02777
OG0001299	Praq.g_00795	Syal.g_02200
OG0001300	Praq.g_00822	Syal.g_01795
OG0001301	Praq.g_00825	Syal.g_01941, Syal.g_01810
OG0001302	Praq.g_00656	Syal.g_02607
OG0001303	Praq.g_01579	Syal.g_02033
OG0001304	Praq.g_01604	Syal.g_01899
OG0001305	Praq.g_01623	Syal.g_01817
OG0001306	Praq.g_01319	Syal.g_01626
OG0001307	Praq.g_00158	Syal.g_02195
OG0001308	Praq.g_00304	Syal.g_00392
OG0001310	Praq.g_00485	Syal.g_00605
OG0001311	Praq.g_01596	Syal.g_01912
OG0001312	Praq.g_01529	Syal.g_02024
OG0001315	Praq.g_01942	Syal.g_00300
OG0001316	Praq.g_01863	Syal.g_00872
OG0001317	Praq.g_01768	Syal.g_00687
OG0001318	Praq.g_01747	Syal.g_01228
OG0001319	Praq.g_01731	Syal.g_01252
OG0001321	Praq.g_00500	Syal.g_00508
OG0001322	Praq.g_00501	Syal.g_00507
OG0001323	Praq.g_01083	Syal.g_02946
OG0001324	Praq.g_00823	Syal.g_01796
OG0001325	Praq.g_00588	Syal.g_01865
OG0001326	Praq.g_00846	Syal.g_02405, Syal.g_01138
OG0001327	Praq.g_01634	Syal.g_02296
OG0001328	Praq.g_01660	Syal.g_02266
OG0001329	Praq.g_01294	Syal.g_01188
OG0001330	Praq.g_00111	Syal.g_01611
OG0001332	Praq.g_00337	Syal.g_02965
OG0001333	Praq.g_00460	Syal.g_00639
OG0001334	Praq.g_00731	Syal.g_00311
OG0001335	Praq.g_00732	Syal.g_00312
OG0001336	Praq.g_00412	Syal.g_01180
OG0001339	Praq.g_01900	Syal.g_00816
OG0001340	Praq.g_01674	Syal.g_00328
OG0001341	Praq.g_00620	Syal.g_02538
OG0001343	Praq.g_01471	Syal.g_01190
OG0001344	Praq.g_01337	Syal.g_01658
OG0001345	Praq.g_01352	Syal.g_01694
OG0001346	Praq.g_00134	Syal.g_01600
OG0001348	Praq.g_00023	Syal.g_01849
OG0001351	Praq.g_00503	Syal.g_00501
OG0001358	Praq.g_00982	Syal.g_02715
OG0001359	Praq.g_01472	Syal.g_01189
OG0001360	Praq.g_01663	Syal.g_01696
OG0001361	Praq.g_01349	Syal.g_01691
OG0001362	Praq.g_00308	Syal.g_00397
OG0001363	Praq.g_00310	Syal.g_00399
OG0001364	Praq.g_00734	Syal.g_01342
OG0001365	Praq.g_00715	Syal.g_01072
OG0001369	Praq.g_01911	Syal.g_00803
OG0001373	Praq.g_00847	Syal.g_01137
OG0001374	Praq.g_00839	Syal.g_01145
OG0001375	Praq.g_01470	Syal.g_01191
OG0001376	Praq.g_01628	Syal.g_01095
OG0001377	Praq.g_01629	Syal.g_01094
OG0001378	Praq.g_01272	Syal.g_00529
OG0001382	Praq.g_00016	Syal.g_00220
OG0001385	Praq.g_00850	Syal.g_01134
OG0001386	Praq.g_00849	Syal.g_01135
OG0001387	Praq.g_00848	Syal.g_01136
OG0001388	Praq.g_00845	Syal.g_01139
OG0001389	Praq.g_00844	Syal.g_01140
OG0001390	Praq.g_00843	Syal.g_01141
OG0001391	Praq.g_00842	Syal.g_01142
OG0001392	Praq.g_00841	Syal.g_01143
OG0001393	Praq.g_00840	Syal.g_01144
OG0001395	Praq.g_01606	Syal.g_00001, Syal.g_02432
OG0001397	Praq.g_00309	Syal.g_00398
OG0001399	Praq.g_00934	Syal.g_00434
OG0001400	Praq.g_00265	Syal.g_00877
OG0001404	Praq.g_01935	Syal.g_00750
OG0001405	Praq.g_01676	Syal.g_00314
OG0001406	Praq.g_01627	Syal.g_01096
OG0001407	Praq.g_01640	Syal.g_01774
OG0001408	Praq.g_01646, Praq.g_01645	Syal.g_02589
OG0001409	Praq.g_01340	Syal.g_01671
OG0001410	Praq.g_00159	Syal.g_02194
OG0001413	Praq.g_00379	Syal.g_02570
OG0001416	Praq.g_00508	Syal.g_01595
OG0001417	Praq.g_00519, Praq.g_00520	Syal.g_01974
OG0001419	Praq.g_01641	Syal.g_01775
OG0001420	Praq.g_01280	Syal.g_02955
OG0001423	Praq.g_00859	Syal.g_00726
OG0001425	Praq.g_00389	Syal.g_01089
OG0001428	Praq.g_01830	Syal.g_00915
OG0001430	Praq.g_00106	Syal.g_01055
OG0001432	Praq.g_00377	Syal.g_02578
OG0001433	Praq.g_00066	Syal.g_02212
OG0001434	Praq.g_01509	Syal.g_02245
OG0001435	Praq.g_01486	Syal.g_02290
OG0001438	Praq.g_01709	Syal.g_01278
OG0001439	Praq.g_01695	Syal.g_01306
OG0001442	Praq.g_00613	Syal.g_02234
OG0001447	Praq.g_01877	Syal.g_00853
OG0001448	Praq.g_01177	Syal.g_02552
OG0001452	Praq.g_01476	Syal.g_01223
OG0001454	Praq.g_01656	Syal.g_02566
OG0001456	Praq.g_01310	Syal.g_01146
OG0001457	Praq.g_01311	Syal.g_01147
OG0001458	Praq.g_01312	Syal.g_01148
OG0001459	Praq.g_00092	Syal.g_01493, Syal.g_02104
OG0001462	Praq.g_01238	Syal.g_00138
OG0001470	Praq.g_00199	Syal.g_00181
OG0001471	Praq.g_00380	Syal.g_01301
OG0001473	Praq.g_00685	Syal.g_02571
OG0001474	Praq.g_01205	Syal.g_00354
OG0001475	Praq.g_00201	Syal.g_00184
OG0001479	Praq.g_01208	Syal.g_00351
OG0001480	Praq.g_01175	Syal.g_02599
OG0001481	Praq.g_01170	Syal.g_00504
OG0001482	Praq.g_00506	Syal.g_01964
OG0001486	Praq.g_01331	Syal.g_01651
OG0001492	Praq.g_01380	Syal.g_01769
OG0001493	Praq.g_01388	Syal.g_01760
OG0001499	Praq.g_01943	Syal.g_00086
OG0001502	Praq.g_00643	Syal.g_02489
OG0001504	Praq.g_00093	Syal.g_02103, Syal.g_01492
OG0001507	Praq.g_01957	Syal.g_02094
OG0001508	Praq.g_00198	Syal.g_00180
OG0001520	Praq.g_01151, Praq.g_01150	Syal.g_02790
OG0001528	Praq.g_00200	Syal.g_00182
OG0001546	Praq.g_01078	Syal.g_02950
OG0001551	Praq.g_01309	Syal.g_01781
OG0001554	Praq.g_00386	Syal.g_01065
OG0001555	Praq.g_00012	Syal.g_02484
OG0001565	Praq.g_01130	Syal.g_02600
OG0001572	Praq.g_00078	Syal.g_03017
OG0001582	Praq.g_00518	Syal.g_02644
OG0001585	Praq.g_00089	Syal.g_00712
OG0001625	Praq.g_01745	Syal.g_01230
OG0001647	Praq.g_01730	Syal.g_01254
OG0001667	Praq.g_00113	Syal.g_02863
OG0001704	Praq.g_01399	Syal.g_01020
OG0001712	Praq.g_01133	Syal.g_02524
OG0001713	Praq.g_01946	Syal.g_01668
OG0001719	Praq.g_01154	Syal.g_01472
OG0001722	Praq.g_01477	Syal.g_00730
OG0001726	Praq.g_01136	Syal.g_00536
OG0001744	Praq.g_00120	Syal.g_00735
OG0001745	Praq.g_00376	Syal.g_02530
OG0001924	Praq.g_00559	Syal.g_02722
OG0001925	Praq.g_00558	Syal.g_02723
OG0001926	Praq.g_00557	Syal.g_02724
OG0001927	Praq.g_00556	Syal.g_02725
OG0001993	Praq.g_00561	Syal.g_02720
OG0001994	Praq.g_00560	Syal.g_02721
OG0002032	Praq.g_00388	Syal.g_02367
OG0002111	Praq.g_01011	Syal.g_02674, Syal.g_01017, Syal.g_02655
OG0002156	Praq.g_01252, Praq.g_01253	Syal.g_00058
OG0002560	Praq.g_01148	Syal.g_02077
OG0002885	Praq.g_01949	Syal.g_02167
OG0003351	Praq.g_00207	Syal.g_01395
