Orthogroup	Praq	Syat
OG0001181	Praq.g_00870	Syat.g_01650
OG0001182	Praq.g_00863	Syat.g_01642
OG0001183	Praq.g_00728	Syat.g_01632
OG0001184	Praq.g_00744	Syat.g_02160
OG0001185	Praq.g_00758	Syat.g_02200
OG0001186	Praq.g_00684	Syat.g_02235
OG0001187	Praq.g_00688	Syat.g_02256
OG0001188	Praq.g_00690	Syat.g_02261
OG0001189	Praq.g_00707	Syat.g_02287
OG0001190	Praq.g_00711	Syat.g_02692
OG0001191	Praq.g_00721	Syat.g_02675
OG0001192	Praq.g_00390	Syat.g_02663
OG0001193	Praq.g_00400	Syat.g_02513
OG0001194	Praq.g_00401	Syat.g_02515
OG0001195	Praq.g_00402	Syat.g_02516
OG0001196	Praq.g_00415	Syat.g_02398
OG0001197	Praq.g_00416	Syat.g_02396
OG0001199	Praq.g_01929	Syat.g_01475
OG0001200	Praq.g_01927	Syat.g_01477
OG0001201	Praq.g_01895	Syat.g_01572
OG0001202	Praq.g_01803	Syat.g_02812
OG0001203	Praq.g_01764	Syat.g_01447
OG0001204	Praq.g_01759	Syat.g_01867
OG0001205	Praq.g_01112	Syat.g_01287
OG0001206	Praq.g_00512	Syat.g_03268
OG0001207	Praq.g_00528	Syat.g_03162
OG0001208	Praq.g_00533	Syat.g_03172
OG0001209	Praq.g_01067	Syat.g_03273
OG0001210	Praq.g_01062	Syat.g_00103
OG0001211	Praq.g_01052	Syat.g_00078
OG0001213	Praq.g_00973	Syat.g_03289
OG0001214	Praq.g_00965	Syat.g_00128
OG0001216	Praq.g_00585	Syat.g_00660
OG0001217	Praq.g_00622	Syat.g_02587
OG0001218	Praq.g_00630	Syat.g_01356
OG0001219	Praq.g_00658	Syat.g_00629
OG0001220	Praq.g_01449	Syat.g_01534
OG0001222	Praq.g_01540	Syat.g_00597
OG0001223	Praq.g_01566	Syat.g_00544
OG0001224	Praq.g_01615	Syat.g_00804
OG0001225	Praq.g_01617	Syat.g_00806
OG0001226	Praq.g_01642	Syat.g_01485
OG0001228	Praq.g_01378	Syat.g_00938
OG0001229	Praq.g_00173	Syat.g_00981
OG0001230	Praq.g_00286	Syat.g_01235
OG0001231	Praq.g_00003	Syat.g_02327
OG0001232	Praq.g_00474	Syat.g_03041
OG0001233	Praq.g_00454	Syat.g_03012
OG0001234	Praq.g_00936	Syat.g_02092
OG0001235	Praq.g_00926	Syat.g_01838
OG0001236	Praq.g_00741	Syat.g_02156
OG0001237	Praq.g_00745	Syat.g_02161
OG0001238	Praq.g_00722	Syat.g_02673
OG0001239	Praq.g_01932	Syat.g_01472
OG0001240	Praq.g_01910	Syat.g_01554
OG0001241	Praq.g_01902	Syat.g_01564
OG0001242	Praq.g_01884	Syat.g_02936
OG0001243	Praq.g_01878	Syat.g_02928
OG0001244	Praq.g_01862	Syat.g_02901
OG0001245	Praq.g_01163	Syat.g_00212
OG0001246	Praq.g_01098	Syat.g_03209
OG0001247	Praq.g_00812	Syat.g_01019
OG0001248	Praq.g_00814	Syat.g_03159
OG0001249	Praq.g_00647	Syat.g_01620
OG0001250	Praq.g_01438	Syat.g_00739
OG0001251	Praq.g_01474	Syat.g_00963, Syat.g_00621
OG0001252	Praq.g_01610	Syat.g_00787
OG0001255	Praq.g_01317	Syat.g_00843
OG0001256	Praq.g_00384	Syat.g_03111
OG0001257	Praq.g_00002	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001259	Praq.g_00456	Syat.g_03014
OG0001261	Praq.g_00887	Syat.g_01791
OG0001262	Praq.g_00705	Syat.g_02285
OG0001263	Praq.g_01875	Syat.g_02926
OG0001265	Praq.g_01885	Syat.g_02938
OG0001266	Praq.g_01799	Syat.g_02808
OG0001267	Praq.g_01723	Syat.g_02060
OG0001268	Praq.g_01206	Syat.g_01608
OG0001269	Praq.g_01185	Syat.g_02369
OG0001270	Praq.g_01123	Syat.g_02968
OG0001271	Praq.g_00523	Syat.g_01374
OG0001272	Praq.g_00537	Syat.g_03176
OG0001274	Praq.g_00832	Syat.g_02727
OG0001275	Praq.g_01575	Syat.g_00529
OG0001276	Praq.g_01594	Syat.g_00705
OG0001277	Praq.g_01651	Syat.g_03312
OG0001278	Praq.g_01383	Syat.g_00895
OG0001281	Praq.g_00138	Syat.g_01159
OG0001282	Praq.g_00178	Syat.g_02780
OG0001283	Praq.g_00197	Syat.g_02403
OG0001287	Praq.g_00765	Syat.g_02208
OG0001288	Praq.g_00773	Syat.g_02225
OG0001289	Praq.g_01916	Syat.g_01527
OG0001290	Praq.g_01903	Syat.g_01563
OG0001291	Praq.g_01868	Syat.g_02916
OG0001292	Praq.g_01754	Syat.g_01873
OG0001293	Praq.g_01742	Syat.g_01995
OG0001294	Praq.g_01165	Syat.g_00409
OG0001295	Praq.g_00517	Syat.g_00945
OG0001296	Praq.g_01093	Syat.g_03217
OG0001297	Praq.g_01088	Syat.g_03221
OG0001298	Praq.g_01026	Syat.g_00043
OG0001299	Praq.g_00795	Syat.g_00401
OG0001300	Praq.g_00822	Syat.g_01025
OG0001303	Praq.g_01579	Syat.g_00628
OG0001304	Praq.g_01604	Syat.g_00690
OG0001305	Praq.g_01623	Syat.g_00813
OG0001306	Praq.g_01319	Syat.g_03234
OG0001307	Praq.g_00158	Syat.g_02082
OG0001308	Praq.g_00304	Syat.g_01176
OG0001310	Praq.g_00485	Syat.g_03066
OG0001311	Praq.g_01596	Syat.g_00703
OG0001312	Praq.g_01529	Syat.g_00615
OG0001315	Praq.g_01942	Syat.g_01634
OG0001317	Praq.g_01768	Syat.g_01451
OG0001318	Praq.g_01747	Syat.g_01888
OG0001319	Praq.g_01731	Syat.g_02048
OG0001323	Praq.g_01083	Syat.g_01111
OG0001325	Praq.g_00588	Syat.g_00664
OG0001326	Praq.g_00846	Syat.g_02525
OG0001327	Praq.g_01634	Syat.g_00414
OG0001329	Praq.g_01294	Syat.g_00097
OG0001331	Praq.g_00183	Syat.g_01301
OG0001333	Praq.g_00460	Syat.g_03018
OG0001336	Praq.g_00412	Syat.g_02402
OG0001345	Praq.g_01352	Syat.g_00290
OG0001348	Praq.g_00023	Syat.g_03316
OG0001351	Praq.g_00503	Syat.g_01318
OG0001355	Praq.g_00033, Praq.g_00044	Syat.g_02589
OG0001356	Praq.g_00067	Syat.g_01035, Syat.g_01428
OG0001358	Praq.g_00982	Syat.g_03319
OG0001360	Praq.g_01663	Syat.g_00256
OG0001361	Praq.g_01349	Syat.g_00293
OG0001364	Praq.g_00734	Syat.g_02143
OG0001365	Praq.g_00715	Syat.g_02687
OG0001371	Praq.g_00808	Syat.g_01490
OG0001373	Praq.g_00847	Syat.g_02524
OG0001374	Praq.g_00839	Syat.g_02541
OG0001376	Praq.g_01628	Syat.g_00841
OG0001377	Praq.g_01629	Syat.g_00842
OG0001378	Praq.g_01272	Syat.g_02967
OG0001382	Praq.g_00016	Syat.g_00101
OG0001385	Praq.g_00850	Syat.g_02521
OG0001386	Praq.g_00849	Syat.g_02522
OG0001387	Praq.g_00848	Syat.g_02523
OG0001388	Praq.g_00845	Syat.g_02526
OG0001389	Praq.g_00844	Syat.g_02531
OG0001390	Praq.g_00843	Syat.g_02532
OG0001391	Praq.g_00842	Syat.g_02533
OG0001392	Praq.g_00841	Syat.g_02539
OG0001393	Praq.g_00840	Syat.g_02540
OG0001403	Praq.g_01233	Syat.g_02307
OG0001406	Praq.g_01627	Syat.g_00840
OG0001408	Praq.g_01646, Praq.g_01645	Syat.g_00211
OG0001409	Praq.g_01340	Syat.g_01007
OG0001413	Praq.g_00379	Syat.g_02775, Syat.g_00853
OG0001415	Praq.g_01771	Syat.g_00017
OG0001416	Praq.g_00508	Syat.g_02491
OG0001417	Praq.g_00519, Praq.g_00520	Syat.g_01705
OG0001418	Praq.g_00813	Syat.g_03267
OG0001420	Praq.g_01280	Syat.g_01099
OG0001421	Praq.g_00385	Syat.g_03056
OG0001429	Praq.g_00659	Syat.g_00627
OG0001430	Praq.g_00106	Syat.g_03343
OG0001432	Praq.g_00377	Syat.g_00846
OG0001433	Praq.g_00066	Syat.g_01429
OG0001434	Praq.g_01509	Syat.g_00455
OG0001435	Praq.g_01486	Syat.g_00422
OG0001437	Praq.g_01772	Syat.g_00016
OG0001438	Praq.g_01709	Syat.g_02076
OG0001439	Praq.g_01695	Syat.g_02105
OG0001441	Praq.g_01081	Syat.g_01109
OG0001451	Praq.g_01459	Syat.g_02877
OG0001452	Praq.g_01476	Syat.g_01881
OG0001453	Praq.g_01569	Syat.g_00538
OG0001454	Praq.g_01656	Syat.g_00189
OG0001456	Praq.g_01310	Syat.g_02545
OG0001457	Praq.g_01311	Syat.g_02546
OG0001458	Praq.g_01312	Syat.g_02547
OG0001459	Praq.g_00092	Syat.g_03357, Syat.g_03358
OG0001462	Praq.g_01238	Syat.g_02301
OG0001467	Praq.g_00648	Syat.g_02457
OG0001470	Praq.g_00199	Syat.g_02257, Syat.g_02252
OG0001473	Praq.g_00685	Syat.g_00190
OG0001474	Praq.g_01205	Syat.g_01607
OG0001475	Praq.g_00201	Syat.g_01116
OG0001479	Praq.g_01208	Syat.g_01610
OG0001480	Praq.g_01175	Syat.g_00100
OG0001482	Praq.g_00506	Syat.g_00549
OG0001486	Praq.g_01331	Syat.g_03258
OG0001492	Praq.g_01380	Syat.g_00898
OG0001493	Praq.g_01388	Syat.g_00890
OG0001502	Praq.g_00643	Syat.g_00757
OG0001504	Praq.g_00093	Syat.g_03356
OG0001507	Praq.g_01957	Syat.g_03261
OG0001508	Praq.g_00198	Syat.g_02258
OG0001520	Praq.g_01151, Praq.g_01150	Syat.g_00852
OG0001522	Praq.g_01430	Syat.g_00642
OG0001523	Praq.g_01304	Syat.g_01089
OG0001524	Praq.g_01305	Syat.g_01088
OG0001526	Praq.g_00953	Syat.g_02907
OG0001528	Praq.g_00200	Syat.g_01115
OG0001546	Praq.g_01078	Syat.g_01106
OG0001553	Praq.g_00291	Syat.g_01230
OG0001554	Praq.g_00386	Syat.g_01005
OG0001584	Praq.g_01521	Syat.g_00468
OG0001587	Praq.g_00955	Syat.g_02990
OG0001588	Praq.g_00270	Syat.g_03195
OG0001613	Praq.g_00726	Syat.g_01635
OG0001625	Praq.g_01745	Syat.g_01938
OG0001647	Praq.g_01730	Syat.g_02051
OG0001701	Praq.g_00952	Syat.g_02905
OG0001726	Praq.g_01136	Syat.g_02003
OG0001745	Praq.g_00376	Syat.g_00971
OG0001924	Praq.g_00559	Syat.g_02767
OG0001925	Praq.g_00558	Syat.g_02766
OG0001926	Praq.g_00557	Syat.g_02765
OG0001927	Praq.g_00556	Syat.g_02764
OG0001993	Praq.g_00561	Syat.g_02769
OG0002097	Praq.g_00234	Syat.g_02176
OG0002109	Praq.g_00151	Syat.g_01923, Syat.g_01752
OG0002110	Praq.g_00852, Praq.g_00855	Syat.g_02552
OG0002155	Praq.g_00243, Praq.g_00227	Syat.g_02174
OG0002274	Praq.g_00235	Syat.g_02175
OG0002364	Praq.g_00660	Syat.g_00626
OG0002559	Praq.g_01403	Syat.g_00145
OG0002628	Praq.g_00837	Syat.g_02210
OG0002895	Praq.g_00150	Syat.g_01751
OG0002896	Praq.g_00210	Syat.g_02239, Syat.g_02244
OG0003024	Praq.g_00215	Syat.g_02172, Syat.g_01207
OG0003351	Praq.g_00207	Syat.g_02659
