Orthogroup	Prbl	Pras
OG0001130	Prbl.g_01134	Pras.g_00693
OG0001131	Prbl.g_01135	Pras.g_00694
OG0001132	Prbl.g_01136	Pras.g_00695
OG0001133	Prbl.g_01137	Pras.g_00696
OG0001134	Prbl.g_01138	Pras.g_00697
OG0001135	Prbl.g_01139	Pras.g_00698
OG0001136	Prbl.g_01140	Pras.g_00699
OG0001137	Prbl.g_01141	Pras.g_00700
OG0001138	Prbl.g_01142	Pras.g_00701
OG0001139	Prbl.g_01144	Pras.g_00702
OG0001140	Prbl.g_01146	Pras.g_00703
OG0001141	Prbl.g_01147	Pras.g_00704
OG0001142	Prbl.g_01174	Pras.g_00707
OG0001143	Prbl.g_01175	Pras.g_00708
OG0001144	Prbl.g_01177	Pras.g_00709
OG0001145	Prbl.g_01178	Pras.g_00710
OG0001146	Prbl.g_01179	Pras.g_00711
OG0001147	Prbl.g_01180	Pras.g_00712
OG0001148	Prbl.g_01181	Pras.g_00713
OG0001149	Prbl.g_00863	Pras.g_00715
OG0001150	Prbl.g_00859	Pras.g_00716
OG0001151	Prbl.g_00856	Pras.g_00718
OG0001152	Prbl.g_00855	Pras.g_00719
OG0001153	Prbl.g_00853	Pras.g_00720
OG0001154	Prbl.g_00851	Pras.g_00722
OG0001155	Prbl.g_00848	Pras.g_00724
OG0001156	Prbl.g_00844	Pras.g_00726
OG0001157	Prbl.g_00842	Pras.g_00727
OG0001158	Prbl.g_00840	Pras.g_00729
OG0001159	Prbl.g_00839	Pras.g_00730
OG0001160	Prbl.g_00838	Pras.g_00731
OG0001161	Prbl.g_01307	Pras.g_00732
OG0001162	Prbl.g_01306	Pras.g_00733
OG0001163	Prbl.g_01305	Pras.g_00734
OG0001164	Prbl.g_01304	Pras.g_00735
OG0001165	Prbl.g_01303	Pras.g_00736
OG0001166	Prbl.g_01302	Pras.g_00737
OG0001167	Prbl.g_01291	Pras.g_00738
OG0001168	Prbl.g_01290	Pras.g_00739
OG0001169	Prbl.g_01289	Pras.g_00740
OG0001170	Prbl.g_01287	Pras.g_00741
OG0001171	Prbl.g_01286	Pras.g_00742
OG0001172	Prbl.g_01284	Pras.g_00744
OG0001173	Prbl.g_02638	Pras.g_00746
OG0001174	Prbl.g_02637	Pras.g_00747
OG0001175	Prbl.g_02636	Pras.g_00748
OG0001176	Prbl.g_01235	Pras.g_00749
OG0001177	Prbl.g_02063	Pras.g_00751
OG0001178	Prbl.g_02059	Pras.g_00754
OG0001179	Prbl.g_02058	Pras.g_00755
OG0001180	Prbl.g_02057	Pras.g_00756
OG0001181	Prbl.g_02056	Pras.g_00757
OG0001182	Prbl.g_02055	Pras.g_00758
OG0001183	Prbl.g_02054	Pras.g_00759
OG0001184	Prbl.g_02026	Pras.g_00762
OG0001185	Prbl.g_02023	Pras.g_00765
OG0001186	Prbl.g_02022	Pras.g_00766
OG0001187	Prbl.g_02021	Pras.g_00768
OG0001188	Prbl.g_02018	Pras.g_00769
OG0001189	Prbl.g_02017	Pras.g_00770
OG0001190	Prbl.g_02016	Pras.g_00771
OG0001191	Prbl.g_02014	Pras.g_00772
OG0001192	Prbl.g_02012	Pras.g_00773
OG0001193	Prbl.g_02011	Pras.g_00774
OG0001194	Prbl.g_02009	Pras.g_00775
OG0001195	Prbl.g_02008	Pras.g_00776
OG0001196	Prbl.g_02007	Pras.g_00777
OG0001197	Prbl.g_02006	Pras.g_00778
OG0001198	Prbl.g_02005	Pras.g_00779
OG0001199	Prbl.g_02004	Pras.g_00780
OG0001200	Prbl.g_02002	Pras.g_00781
OG0001201	Prbl.g_02001	Pras.g_00782
OG0001202	Prbl.g_02000	Pras.g_00783
OG0001203	Prbl.g_01998	Pras.g_00785
OG0001204	Prbl.g_01994	Pras.g_00787
OG0001205	Prbl.g_01992	Pras.g_00788
OG0001206	Prbl.g_01991	Pras.g_00789
OG0001207	Prbl.g_02239	Pras.g_00790
OG0001208	Prbl.g_02238	Pras.g_00791
OG0001209	Prbl.g_02237	Pras.g_00792
OG0001210	Prbl.g_02236	Pras.g_00793
OG0001211	Prbl.g_02234	Pras.g_00794
OG0001212	Prbl.g_02233	Pras.g_00795
OG0001213	Prbl.g_02232	Pras.g_00796
OG0001214	Prbl.g_02230	Pras.g_00798
OG0001215	Prbl.g_02228	Pras.g_00799
OG0001216	Prbl.g_02226	Pras.g_00800
OG0001217	Prbl.g_02225	Pras.g_00801
OG0001218	Prbl.g_02224	Pras.g_00802
OG0001219	Prbl.g_02219	Pras.g_00804
OG0001220	Prbl.g_02214	Pras.g_00805
OG0001221	Prbl.g_02192	Pras.g_00808
OG0001222	Prbl.g_02189	Pras.g_00809
OG0001223	Prbl.g_02188	Pras.g_00810
OG0001224	Prbl.g_02186	Pras.g_00812
OG0001225	Prbl.g_02185	Pras.g_00813
OG0001226	Prbl.g_02182	Pras.g_00814
OG0001227	Prbl.g_02181	Pras.g_00815
OG0001228	Prbl.g_02175	Pras.g_00816
OG0001229	Prbl.g_02174	Pras.g_00817
OG0001230	Prbl.g_02173	Pras.g_00818
OG0001231	Prbl.g_02160	Pras.g_00819
OG0001232	Prbl.g_02151	Pras.g_00820
OG0001233	Prbl.g_02150	Pras.g_00821
OG0001234	Prbl.g_02149	Pras.g_00822
OG0001235	Prbl.g_02148	Pras.g_00823
OG0001236	Prbl.g_02146	Pras.g_00825
OG0001237	Prbl.g_02145	Pras.g_00826
OG0001238	Prbl.g_02141	Pras.g_00828
OG0001239	Prbl.g_02139	Pras.g_00829
OG0001240	Prbl.g_02138	Pras.g_00830
OG0001241	Prbl.g_02134	Pras.g_00832
OG0001242	Prbl.g_02132	Pras.g_00834
OG0001243	Prbl.g_02131	Pras.g_00835
OG0001244	Prbl.g_02129	Pras.g_00836
OG0001245	Prbl.g_02127	Pras.g_00837
OG0001246	Prbl.g_02125	Pras.g_00838
OG0001247	Prbl.g_02124	Pras.g_00839
OG0001248	Prbl.g_02123	Pras.g_00840
OG0001249	Prbl.g_02122	Pras.g_00841
OG0001250	Prbl.g_02121	Pras.g_00842
OG0001251	Prbl.g_00569	Pras.g_00943
OG0001252	Prbl.g_00812	Pras.g_00989
OG0001253	Prbl.g_00298	Pras.g_01001
OG0001254	Prbl.g_01452	Pras.g_01133
OG0001255	Prbl.g_01200	Pras.g_01186
OG0001256	Prbl.g_01822	Pras.g_01289
OG0001257	Prbl.g_00513	Pras.g_01360
OG0001258	Prbl.g_00532	Pras.g_01376
OG0001259	Prbl.g_01776	Pras.g_01466
OG0001261	Prbl.g_01539	Pras.g_01735
OG0001262	Prbl.g_01562	Pras.g_01751
OG0001264	Prbl.g_02408	Pras.g_01800
OG0001265	Prbl.g_02536	Pras.g_01910
OG0001266	Prbl.g_01704	Pras.g_01958
OG0001267	Prbl.g_00036	Pras.g_00040
OG0001268	Prbl.g_02082	Pras.g_00053
OG0001269	Prbl.g_00723	Pras.g_00233
OG0001270	Prbl.g_01808	Pras.g_00391
OG0001272	Prbl.g_01833	Pras.g_00446
OG0001273	Prbl.g_00787	Pras.g_00447
OG0001274	Prbl.g_00048	Pras.g_00452
OG0001275	Prbl.g_01370	Pras.g_00467
OG0001276	Prbl.g_02379	Pras.g_00144
OG0001278	Prbl.g_00406	Pras.g_00542
OG0001279	Prbl.g_00401	Pras.g_00546
OG0001280	Prbl.g_00398	Pras.g_00549
OG0001283	Prbl.g_00845	Pras.g_00725
OG0001284	Prbl.g_02060	Pras.g_00753
OG0001285	Prbl.g_01996	Pras.g_00786
OG0001286	Prbl.g_02136	Pras.g_00831
OG0001287	Prbl.g_01026, Prbl.g_01386	Pras.g_00530
OG0001288	Prbl.g_00651	Pras.g_01315
OG0001290	Prbl.g_01976	Pras.g_00872
OG0001292	Prbl.g_00602	Pras.g_00925
OG0001293	Prbl.g_00600	Pras.g_00927
OG0001294	Prbl.g_00568	Pras.g_00944
OG0001295	Prbl.g_01322	Pras.g_00970
OG0001296	Prbl.g_00828	Pras.g_00976
OG0001297	Prbl.g_00095	Pras.g_01050
OG0001298	Prbl.g_02667	Pras.g_01095
OG0001299	Prbl.g_01505	Pras.g_01104
OG0001300	Prbl.g_00627	Pras.g_01226
OG0001301	Prbl.g_01641	Pras.g_01513
OG0001303	Prbl.g_00716	Pras.g_01657
OG0001304	Prbl.g_00936	Pras.g_01925
OG0001305	Prbl.g_00931	Pras.g_01930
OG0001306	Prbl.g_02152	Pras.g_01966
OG0001307	Prbl.g_02390	Pras.g_01975
OG0001308	Prbl.g_01076	Pras.g_00001
OG0001309	Prbl.g_01993	Pras.g_00003
OG0001310	Prbl.g_01694	Pras.g_00014
OG0001311	Prbl.g_01115	Pras.g_00084
OG0001312	Prbl.g_00724	Pras.g_00234
OG0001313	Prbl.g_01957	Pras.g_00450
OG0001314	Prbl.g_00366	Pras.g_00573
OG0001315	Prbl.g_00315	Pras.g_00608
OG0001316	Prbl.g_00852	Pras.g_00721
OG0001319	Prbl.g_00197	Pras.g_01090
OG0001320	Prbl.g_00748	Pras.g_01345
OG0001324	Prbl.g_01813	Pras.g_01983
OG0001326	Prbl.g_02617	Pras.g_00175
OG0001327	Prbl.g_01712	Pras.g_00177
OG0001329	Prbl.g_02143	Pras.g_00270
OG0001331	Prbl.g_00400	Pras.g_00547
OG0001332	Prbl.g_00339	Pras.g_00597
OG0001333	Prbl.g_01132	Pras.g_00691
OG0001335	Prbl.g_01999	Pras.g_00784
OG0001336	Prbl.g_00826	Pras.g_00979
OG0001337	Prbl.g_01324	Pras.g_00969
OG0001339	Prbl.g_00099	Pras.g_01054
OG0001340	Prbl.g_01512	Pras.g_01100
OG0001341	Prbl.g_01489	Pras.g_01113
OG0001342	Prbl.g_01453	Pras.g_01132
OG0001343	Prbl.g_01207	Pras.g_01192
OG0001344	Prbl.g_01393	Pras.g_01231
OG0001345	Prbl.g_00654	Pras.g_01312
OG0001346	Prbl.g_01343	Pras.g_01350
OG0001347	Prbl.g_00517	Pras.g_01364
OG0001348	Prbl.g_00803	Pras.g_01382
OG0001350	Prbl.g_00793	Pras.g_01392
OG0001351	Prbl.g_01791	Pras.g_01453
OG0001353	Prbl.g_01263	Pras.g_01579
OG0001355	Prbl.g_01546	Pras.g_01741
OG0001357	Prbl.g_02518	Pras.g_01888
OG0001358	Prbl.g_02535	Pras.g_01909
OG0001361	Prbl.g_02592	Pras.g_00107
OG0001362	Prbl.g_00156	Pras.g_00152
OG0001366	Prbl.g_00349	Pras.g_00587
OG0001367	Prbl.g_01164, Prbl.g_01151	Pras.g_00630
OG0001368	Prbl.g_02061	Pras.g_00752
OG0001369	Prbl.g_02537	Pras.g_01911
OG0001375	Prbl.g_00816	Pras.g_00986
OG0001378	Prbl.g_01463	Pras.g_01124
OG0001384	Prbl.g_00784	Pras.g_01397
OG0001396	Prbl.g_02437	Pras.g_01892
OG0001415	Prbl.g_01182	Pras.g_01178
OG0001416	Prbl.g_00782	Pras.g_01399
OG0001425	Prbl.g_02571	Pras.g_00462
OG0001426	Prbl.g_02142	Pras.g_00827
OG0001430	Prbl.g_01084	Pras.g_01902
OG0001438	Prbl.g_01615	Pras.g_01496
OG0001442	Prbl.g_01079	Pras.g_00017
OG0001451	Prbl.g_02629, Prbl.g_00738	Pras.g_01277, Pras.g_01276
OG0001455	Prbl.g_01077, Prbl.g_01071	Pras.g_00133
OG0001466	Prbl.g_02573	Pras.g_00535
OG0001467	Prbl.g_00245	Pras.g_00347
OG0001470	Prbl.g_00900	Pras.g_01172
OG0001471	Prbl.g_02291	Pras.g_01295
OG0001472	Prbl.g_01846	Pras.g_01762
OG0001474	Prbl.g_02172	Pras.g_01773
OG0001475	Prbl.g_02215	Pras.g_01943
OG0001476	Prbl.g_02216	Pras.g_01944
OG0001477	Prbl.g_02217	Pras.g_01945
OG0001478	Prbl.g_00031	Pras.g_01951
OG0001479	Prbl.g_01104	Pras.g_01978
OG0001480	Prbl.g_00661	Pras.g_01987
OG0001481	Prbl.g_00182	Pras.g_00072
OG0001489	Prbl.g_01163	Pras.g_01228
OG0001493	Prbl.g_02171	Pras.g_01774
OG0001494	Prbl.g_02170	Pras.g_01775
OG0001495	Prbl.g_02169	Pras.g_01776
OG0001496	Prbl.g_02168	Pras.g_01777
OG0001497	Prbl.g_02167	Pras.g_01778
OG0001498	Prbl.g_02166	Pras.g_01779
OG0001499	Prbl.g_02165	Pras.g_01780
OG0001500	Prbl.g_02164	Pras.g_01781
OG0001501	Prbl.g_02163	Pras.g_01782
OG0001502	Prbl.g_02162	Pras.g_01783
OG0001503	Prbl.g_02161	Pras.g_01784
OG0001504	Prbl.g_02366	Pras.g_01816
OG0001508	Prbl.g_01807	Pras.g_00455
OG0001513	Prbl.g_00554, Prbl.g_00155	Pras.g_00956
OG0001525	Prbl.g_01725	Pras.g_01336
OG0001532	Prbl.g_01983	Pras.g_00876
OG0001542	Prbl.g_01949	Pras.g_00459
OG0001544	Prbl.g_00681	Pras.g_00130
OG0001545	Prbl.g_02411	Pras.g_01797
OG0001574	Prbl.g_01025	Pras.g_00143
OG0001592	Prbl.g_01940	Pras.g_01254, Pras.g_01253
OG0001593	Prbl.g_02288	Pras.g_01337
OG0001596	Prbl.g_00458	Pras.g_01654
OG0001605	Prbl.g_00950	Pras.g_00635
OG0001621	Prbl.g_01162	Pras.g_01663
OG0001623	Prbl.g_01205	Pras.g_01190
OG0001695	Prbl.g_02030	Pras.g_00306
OG0001822	Prbl.g_01456	Pras.g_00286
OG0001875	Prbl.g_02283	Pras.g_01267
OG0001876	Prbl.g_02425	Pras.g_01264
OG0002287	Prbl.g_00788	Pras.g_00305
OG0002304	Prbl.g_00879	Pras.g_00315
OG0003040	Prbl.g_02633	Pras.g_01293
