Orthogroup	Syah	Prac
OG0001168	Syah.g_02261	Prac.g_00587
OG0001169	Syah.g_02263	Prac.g_00585
OG0001170	Syah.g_02265	Prac.g_00583
OG0001171	Syah.g_02276	Prac.g_00574
OG0001172	Syah.g_00692	Prac.g_00479
OG0001173	Syah.g_00693	Prac.g_00480
OG0001174	Syah.g_00701	Prac.g_00488
OG0001175	Syah.g_00702	Prac.g_00489
OG0001176	Syah.g_00738	Prac.g_00496
OG0001177	Syah.g_00736	Prac.g_00499
OG0001178	Syah.g_02390	Prac.g_00504
OG0001179	Syah.g_00767	Prac.g_00532
OG0001180	Syah.g_00792	Prac.g_00553
OG0001181	Syah.g_00796	Prac.g_00557
OG0001182	Syah.g_00805	Prac.g_00564
OG0001183	Syah.g_00810	Prac.g_00006
OG0001184	Syah.g_00192	Prac.g_00022
OG0001185	Syah.g_00244	Prac.g_00036
OG0001186	Syah.g_00294	Prac.g_00058
OG0001187	Syah.g_00289	Prac.g_00062
OG0001188	Syah.g_00299	Prac.g_00064
OG0001189	Syah.g_00316	Prac.g_00081
OG0001190	Syah.g_00512	Prac.g_00085
OG0001191	Syah.g_00491	Prac.g_00095
OG0001192	Syah.g_00485	Prac.g_00099
OG0001193	Syah.g_00456	Prac.g_00109
OG0001194	Syah.g_00454	Prac.g_00110
OG0001195	Syah.g_00453	Prac.g_00111
OG0001196	Syah.g_00390	Prac.g_00124
OG0001197	Syah.g_00388	Prac.g_00125
OG0001198	Syah.g_00376	Prac.g_01950
OG0001199	Syah.g_02488	Prac.g_01857
OG0001200	Syah.g_02490	Prac.g_01855
OG0001201	Syah.g_02538	Prac.g_01823
OG0001202	Syah.g_00594	Prac.g_01731
OG0001203	Syah.g_00909	Prac.g_01692
OG0001204	Syah.g_00676	Prac.g_01687
OG0001205	Syah.g_02222	Prac.g_01102
OG0001206	Syah.g_01208	Prac.g_01083
OG0001207	Syah.g_00987	Prac.g_01067
OG0001208	Syah.g_00999	Prac.g_01062
OG0001209	Syah.g_01067	Prac.g_00837
OG0001210	Syah.g_01074	Prac.g_00832
OG0001211	Syah.g_01092	Prac.g_00822
OG0001212	Syah.g_01150	Prac.g_00776
OG0001213	Syah.g_01946	Prac.g_00742
OG0001214	Syah.g_01933	Prac.g_00734
OG0001215	Syah.g_01996	Prac.g_00681
OG0001216	Syah.g_01727	Prac.g_01558
OG0001217	Syah.g_01869	Prac.g_01521
OG0001219	Syah.g_01578	Prac.g_01487
OG0001220	Syah.g_02113	Prac.g_01424
OG0001221	Syah.g_01816	Prac.g_01373
OG0001223	Syah.g_01654	Prac.g_01309
OG0001224	Syah.g_02034	Prac.g_01260
OG0001225	Syah.g_02032	Prac.g_01258
OG0001226	Syah.g_01887	Prac.g_01232
OG0001227	Syah.g_00472	Prac.g_01213
OG0001228	Syah.g_02228	Prac.g_00940
OG0001229	Syah.g_02009	Prac.g_00215
OG0001230	Syah.g_01302	Prac.g_00419
OG0001231	Syah.g_00356	Prac.g_00315
OG0001232	Syah.g_02422	Prac.g_00602
OG0001233	Syah.g_02266	Prac.g_00582
OG0001234	Syah.g_00706	Prac.g_00491
OG0001236	Syah.g_00189	Prac.g_00019
OG0001237	Syah.g_00201	Prac.g_00023
OG0001238	Syah.g_00490	Prac.g_00096
OG0001240	Syah.g_02523	Prac.g_01838
OG0001241	Syah.g_02532	Prac.g_01830
OG0001242	Syah.g_00011	Prac.g_01812
OG0001243	Syah.g_00017	Prac.g_01806
OG0001244	Syah.g_00049	Prac.g_01790
OG0001245	Syah.g_01848	Prac.g_01153
OG0001246	Syah.g_01025	Prac.g_00867
OG0001247	Syah.g_01741	Prac.g_00688
OG0001248	Syah.g_01744	Prac.g_00686
OG0001249	Syah.g_00849	Prac.g_01498
OG0001250	Syah.g_02090	Prac.g_01435
OG0001251	Syah.g_00448	Prac.g_01400
OG0001252	Syah.g_02041	Prac.g_01265
OG0001253	Syah.g_01849	Prac.g_01212
OG0001254	Syah.g_01438	Prac.g_01016
OG0001255	Syah.g_00919	Prac.g_01001
OG0001256	Syah.g_02369	Prac.g_00322
OG0001257	Syah.g_01237	Prac.g_00316
OG0001258	Syah.g_02379	Prac.g_00628
OG0001259	Syah.g_02264	Prac.g_00584
OG0001260	Syah.g_02286	Prac.g_00568
OG0001262	Syah.g_00314	Prac.g_00079
OG0001263	Syah.g_00020	Prac.g_01803
OG0001265	Syah.g_00009	Prac.g_01813
OG0001266	Syah.g_00590	Prac.g_01727
OG0001267	Syah.g_00624	Prac.g_01651
OG0001268	Syah.g_00864	Prac.g_01195
OG0001269	Syah.g_00916	Prac.g_01175
OG0001270	Syah.g_02238	Prac.g_01113
OG0001271	Syah.g_01218	Prac.g_01072
OG0001272	Syah.g_01003	Prac.g_01058
OG0001273	Syah.g_01940	Prac.g_00740
OG0001274	Syah.g_00537	Prac.g_00668
OG0001275	Syah.g_01669	Prac.g_01300
OG0001276	Syah.g_01685	Prac.g_01281
OG0001277	Syah.g_00404	Prac.g_01223
OG0001278	Syah.g_01390	Prac.g_00935
OG0001280	Syah.g_02197	Prac.g_00174
OG0001281	Syah.g_02207	Prac.g_00180
OG0001282	Syah.g_00985	Prac.g_00218
OG0001283	Syah.g_00395	Prac.g_00237
OG0001284	Syah.g_02348	Prac.g_00341
OG0001287	Syah.g_00252	Prac.g_00043
OG0001288	Syah.g_00266	Prac.g_00051
OG0001289	Syah.g_02508	Prac.g_01844
OG0001291	Syah.g_00032	Prac.g_01796
OG0001292	Syah.g_00671	Prac.g_01682
OG0001293	Syah.g_00650	Prac.g_01670
OG0001294	Syah.g_01507	Prac.g_01155
OG0001295	Syah.g_01076	Prac.g_01078
OG0001296	Syah.g_01030	Prac.g_00862
OG0001298	Syah.g_01128	Prac.g_00796
OG0001299	Syah.g_01501	Prac.g_00705
OG0001300	Syah.g_02005	Prac.g_00678
OG0001301	Syah.g_02018	Prac.g_00675
OG0001302	Syah.g_01901	Prac.g_01489
OG0001303	Syah.g_01580	Prac.g_01296
OG0001304	Syah.g_01698	Prac.g_01271
OG0001305	Syah.g_02024	Prac.g_01252
OG0001306	Syah.g_02179	Prac.g_00999
OG0001307	Syah.g_00724	Prac.g_00200
OG0001309	Syah.g_01040	Prac.g_00318
OG0001310	Syah.g_02402	Prac.g_00613
OG0001311	Syah.g_01687	Prac.g_01279
OG0001312	Syah.g_01590	Prac.g_01346
OG0001315	Syah.g_00808	Prac.g_01869
OG0001316	Syah.g_00039	Prac.g_01791
OG0001317	Syah.g_00905	Prac.g_01696
OG0001318	Syah.g_00658	Prac.g_01675
OG0001319	Syah.g_00635	Prac.g_01659
OG0001321	Syah.g_02216	Prac.g_01096
OG0001322	Syah.g_02215	Prac.g_01095
OG0001323	Syah.g_01043	Prac.g_00853
OG0001324	Syah.g_02006	Prac.g_00677
OG0001325	Syah.g_01723	Prac.g_01555
OG0001326	Syah.g_00443	Prac.g_00647
OG0001327	Syah.g_01519	Prac.g_01240
OG0001328	Syah.g_01822	Prac.g_01214
OG0001329	Syah.g_01906	Prac.g_01024
OG0001330	Syah.g_02190	Prac.g_00153
OG0001332	Syah.g_02308	Prac.g_00368
OG0001333	Syah.g_02260	Prac.g_00588
OG0001334	Syah.g_00818	Prac.g_00009
OG0001335	Syah.g_00819	Prac.g_00010
OG0001336	Syah.g_00394	Prac.g_00121
OG0001340	Syah.g_00838	Prac.g_01603
OG0001341	Syah.g_02011	Prac.g_01523
OG0001343	Syah.g_00450	Prac.g_01403
OG0001344	Syah.g_02153	Prac.g_00981
OG0001345	Syah.g_02124	Prac.g_00966
OG0001346	Syah.g_02200	Prac.g_00176
OG0001348	Syah.g_02073	Prac.g_00295
OG0001352	Syah.g_01058	Prac.g_00691
OG0001355	Syah.g_01077	Prac.g_00285, Prac.g_00878
OG0001358	Syah.g_01963	Prac.g_00751
OG0001359	Syah.g_00451	Prac.g_01402
OG0001360	Syah.g_02122	Prac.g_01211
OG0001361	Syah.g_02127	Prac.g_00969
OG0001362	Syah.g_01275	Prac.g_00397
OG0001363	Syah.g_01273	Prac.g_00395
OG0001364	Syah.g_00174	Prac.g_00012
OG0001370	Syah.g_01732, Syah.g_00429	Prac.g_01086
OG0001372	Syah.g_01055	Prac.g_01515
OG0001373	Syah.g_00444	Prac.g_00646
OG0001374	Syah.g_00436	Prac.g_00654
OG0001375	Syah.g_00449	Prac.g_01404
OG0001376	Syah.g_00483	Prac.g_01246
OG0001377	Syah.g_00484	Prac.g_01245
OG0001378	Syah.g_02239	Prac.g_01047
OG0001381	Syah.g_00717	Prac.g_00211
OG0001382	Syah.g_00258	Prac.g_00302
OG0001385	Syah.g_00447	Prac.g_00643
OG0001386	Syah.g_00446	Prac.g_00644
OG0001387	Syah.g_00445	Prac.g_00645
OG0001388	Syah.g_00442	Prac.g_00648
OG0001389	Syah.g_00441	Prac.g_00649
OG0001390	Syah.g_00440	Prac.g_00650
OG0001391	Syah.g_00439	Prac.g_00651
OG0001392	Syah.g_00438	Prac.g_00652
OG0001393	Syah.g_00437	Prac.g_00653
OG0001395	Syah.g_01705	Prac.g_01269
OG0001397	Syah.g_01274	Prac.g_00396
OG0001400	Syah.g_00045	Prac.g_00440
OG0001403	Syah.g_00341	Prac.g_01917
OG0001404	Syah.g_02482	Prac.g_01863
OG0001405	Syah.g_00821	Prac.g_01605
OG0001406	Syah.g_00482	Prac.g_01247
OG0001407	Syah.g_01059	Prac.g_01234
OG0001408	Syah.g_01378	Prac.g_01228, Prac.g_01229
OG0001410	Syah.g_00725	Prac.g_00201
OG0001413	Syah.g_01894	Prac.g_00327
OG0001414	Syah.g_00718	Prac.g_01701
OG0001416	Syah.g_02204	Prac.g_01088, Prac.g_01087
OG0001417	Syah.g_01640	Prac.g_01076, Prac.g_01075
OG0001419	Syah.g_01060	Prac.g_01233
OG0001420	Syah.g_01053	Prac.g_01038
OG0001421	Syah.g_01851	Prac.g_00321
OG0001423	Syah.g_00965	Prac.g_00634
OG0001428	Syah.g_00081	Prac.g_01758
OG0001430	Syah.g_00518	Prac.g_00148
OG0001432	Syah.g_01348	Prac.g_00328
OG0001433	Syah.g_01513	Prac.g_00899
OG0001435	Syah.g_01525	Prac.g_01388
OG0001438	Syah.g_00102	Prac.g_01638
OG0001439	Syah.g_00128	Prac.g_01624
OG0001442	Syah.g_01795	Prac.g_01530
OG0001446	Syah.g_01731	Prac.g_01852
OG0001447	Syah.g_00018	Prac.g_01805
OG0001448	Syah.g_01540	Prac.g_01167
OG0001452	Syah.g_00663	Prac.g_01398
OG0001454	Syah.g_01888	Prac.g_01218
OG0001456	Syah.g_00434	Prac.g_01008
OG0001457	Syah.g_00433	Prac.g_01007
OG0001458	Syah.g_00432	Prac.g_01006
OG0001459	Syah.g_01456	Prac.g_00134
OG0001462	Syah.g_00335	Prac.g_01912
OG0001465	Syah.g_01737	Prac.g_00669
OG0001468	Syah.g_01899	Prac.g_01242
OG0001470	Syah.g_02242	Prac.g_00239
OG0001471	Syah.g_00123	Prac.g_00326
OG0001473	Syah.g_01903	Prac.g_00059
OG0001474	Syah.g_00865	Prac.g_01194
OG0001475	Syah.g_02244	Prac.g_00241
OG0001479	Syah.g_00862	Prac.g_01197
OG0001480	Syah.g_02114	Prac.g_01165
OG0001481	Syah.g_01703	Prac.g_01160
OG0001482	Syah.g_01650	Prac.g_01090
OG0001492	Syah.g_01393	Prac.g_00938
OG0001493	Syah.g_01385	Prac.g_00930
OG0001494	Syah.g_02438	Prac.g_00453
OG0001499	Syah.g_01463, Syah.g_01462	Prac.g_01870
OG0001502	Syah.g_02109	Prac.g_01502
OG0001504	Syah.g_01455	Prac.g_00135
OG0001507	Syah.g_02464	Prac.g_00278
OG0001508	Syah.g_02241	Prac.g_00238
OG0001520	Syah.g_01115	Prac.g_01141, Prac.g_01140
OG0001522	Syah.g_02080	Prac.g_01443
OG0001528	Syah.g_02243	Prac.g_00240
OG0001546	Syah.g_01047	Prac.g_00848
OG0001548	Syah.g_01882	Prac.g_01500
OG0001551	Syah.g_02068	Prac.g_01009
OG0001572	Syah.g_01333	Prac.g_00911
OG0001582	Syah.g_02442	Prac.g_01077
OG0001585	Syah.g_01840	Prac.g_00132
OG0001588	Syah.g_00177	Prac.g_00435
OG0001602	Syah.g_01738	Prac.g_00670
OG0001625	Syah.g_00656	Prac.g_01673
OG0001633	Syah.g_01551	Prac.g_00214
OG0001667	Syah.g_02458	Prac.g_00155
OG0001712	Syah.g_01847	Prac.g_01123
OG0001713	Syah.g_02144	Prac.g_01873
OG0001718	Syah.g_02043	Prac.g_01171
OG0002155	Syah.g_00227	Prac.g_00462, Prac.g_00267
OG0002156	Syah.g_01316	Prac.g_01895, Prac.g_01894
OG0002425	Syah.g_00213	Prac.g_00451
OG0002426	Syah.g_00212	Prac.g_00456
OG0002488	Syah.g_00175	Prac.g_00449
OG0002695	Syah.g_00217	Prac.g_00450
OG0003029	Syah.g_01176	Prac.g_00910
