Orthogroup	Prab	Syai
OG0001174	Prab.g_01743	Syai.g_00332
OG0001175	Prab.g_01744	Syai.g_00333
OG0001176	Prab.g_01751	Syai.g_00352
OG0001177	Prab.g_01753	Syai.g_00350
OG0001178	Prab.g_01758	Syai.g_02383
OG0001179	Prab.g_01786	Syai.g_00385
OG0001180	Prab.g_01808	Syai.g_00410
OG0001181	Prab.g_01812	Syai.g_00414
OG0001182	Prab.g_01819	Syai.g_00423
OG0001183	Prab.g_01823	Syai.g_00429
OG0001184	Prab.g_01838	Syai.g_00156
OG0001185	Prab.g_01852	Syai.g_00117
OG0001186	Prab.g_01875	Syai.g_00084
OG0001187	Prab.g_01880	Syai.g_00081
OG0001188	Prab.g_01882	Syai.g_00078
OG0001189	Prab.g_01899	Syai.g_00061
OG0001190	Prab.g_01903	Syai.g_02776
OG0001191	Prab.g_01913	Syai.g_02788
OG0001192	Prab.g_01918	Syai.g_02793
OG0001193	Prab.g_01928	Syai.g_02835
OG0001194	Prab.g_01929	Syai.g_02838
OG0001195	Prab.g_01930	Syai.g_02839
OG0001196	Prab.g_01943	Syai.g_02913
OG0001197	Prab.g_01944	Syai.g_02915
OG0001198	Prab.g_01952	Syai.g_02930
OG0001199	Prab.g_00066	Syai.g_02480
OG0001200	Prab.g_00068	Syai.g_02482
OG0001202	Prab.g_00190	Syai.g_02674
OG0001204	Prab.g_00233	Syai.g_00312
OG0001205	Prab.g_00448	Syai.g_02212
OG0001206	Prab.g_00467	Syai.g_00853
OG0001207	Prab.g_00481	Syai.g_00629
OG0001208	Prab.g_00486	Syai.g_00640
OG0001209	Prab.g_00539	Syai.g_00711
OG0001210	Prab.g_00544	Syai.g_00720
OG0001211	Prab.g_00554	Syai.g_00735
OG0001212	Prab.g_00600	Syai.g_00799
OG0001213	Prab.g_00634	Syai.g_01082
OG0001214	Prab.g_00642	Syai.g_01106
OG0001215	Prab.g_00695	Syai.g_01958
OG0001216	Prab.g_00725	Syai.g_01388
OG0001217	Prab.g_00768	Syai.g_01185
OG0001218	Prab.g_00776	Syai.g_00893
OG0001219	Prab.g_00829	Syai.g_01561
OG0001220	Prab.g_00891	Syai.g_02087
OG0001221	Prab.g_01057	Syai.g_01284
OG0001222	Prab.g_01018	Syai.g_01516
OG0001223	Prab.g_00992	Syai.g_01463
OG0001225	Prab.g_00931	Syai.g_02009
OG0001226	Prab.g_01120	Syai.g_01154
OG0001227	Prab.g_01138	Syai.g_02806
OG0001228	Prab.g_01264	Syai.g_02218
OG0001229	Prab.g_01358	Syai.g_01986
OG0001230	Prab.g_01458	Syai.g_00964
OG0001231	Prab.g_01565	Syai.g_00017
OG0001232	Prab.g_01692	Syai.g_02410
OG0001233	Prab.g_01712	Syai.g_02261
OG0001234	Prab.g_01746	Syai.g_00337
OG0001235	Prab.g_01755	Syai.g_00343
OG0001237	Prab.g_01839	Syai.g_00137
OG0001238	Prab.g_01914	Syai.g_02789
OG0001239	Prab.g_00063	Syai.g_02477
OG0001240	Prab.g_00084	Syai.g_02527
OG0001241	Prab.g_00092	Syai.g_02537
OG0001242	Prab.g_00110	Syai.g_02566
OG0001244	Prab.g_00131	Syai.g_02605
OG0001245	Prab.g_00368	Syai.g_02091
OG0001246	Prab.g_00508	Syai.g_00666
OG0001247	Prab.g_00688	Syai.g_01380
OG0001248	Prab.g_00690	Syai.g_01377
OG0001249	Prab.g_00818	Syai.g_00464
OG0001250	Prab.g_00880	Syai.g_02053
OG0001251	Prab.g_01083	Syai.g_02845
OG0001252	Prab.g_00938	Syai.g_02018
OG0001254	Prab.g_01188	Syai.g_01744
OG0001255	Prab.g_01203	Syai.g_01915
OG0001256	Prab.g_01558	Syai.g_02362
OG0001257	Prab.g_01564	Syai.g_00848
OG0001258	Prab.g_01666	Syai.g_02372
OG0001259	Prab.g_01710	Syai.g_02259
OG0001260	Prab.g_01726	Syai.g_02281
OG0001261	Prab.g_01794	Syai.g_00394
OG0001262	Prab.g_01897	Syai.g_00063
OG0001265	Prab.g_00109	Syai.g_02563
OG0001266	Prab.g_00194	Syai.g_02679
OG0001267	Prab.g_00268	Syai.g_00259
OG0001268	Prab.g_00326	Syai.g_00492
OG0001269	Prab.g_00347	Syai.g_01699
OG0001270	Prab.g_00437	Syai.g_02231
OG0001271	Prab.g_00476	Syai.g_00862
OG0001272	Prab.g_00490	Syai.g_00644
OG0001273	Prab.g_00636	Syai.g_01099
OG0001274	Prab.g_00710	Syai.g_02706
OG0001275	Prab.g_00982	Syai.g_01447
OG0001276	Prab.g_00954	Syai.g_01431
OG0001277	Prab.g_01127	Syai.g_02899
OG0001278	Prab.g_01269	Syai.g_01799
OG0001279	Prab.g_01590	Syai.g_00991
OG0001280	Prab.g_01325	Syai.g_02176
OG0001281	Prab.g_01331	Syai.g_02186
OG0001282	Prab.g_01361	Syai.g_00627
OG0001283	Prab.g_01381	Syai.g_02908
OG0001284	Prab.g_01536	Syai.g_02338
OG0001285	Prab.g_01695	Syai.g_02866
OG0001286	Prab.g_01806	Syai.g_00408
OG0001287	Prab.g_01859	Syai.g_00109
OG0001289	Prab.g_00079	Syai.g_02504
OG0001290	Prab.g_00091	Syai.g_02536
OG0001291	Prab.g_00125	Syai.g_02587
OG0001292	Prab.g_00238	Syai.g_00306
OG0001293	Prab.g_00250	Syai.g_00285
OG0001294	Prab.g_00366	Syai.g_01242
OG0001295	Prab.g_00472	Syai.g_00722
OG0001296	Prab.g_00513	Syai.g_00672
OG0001297	Prab.g_00518	Syai.g_00676
OG0001298	Prab.g_00581	Syai.g_00773
OG0001299	Prab.g_00671	Syai.g_01236
OG0001300	Prab.g_00698	Syai.g_01982
OG0001301	Prab.g_00701	Syai.g_01995
OG0001302	Prab.g_00827	Syai.g_01142
OG0001303	Prab.g_00749	Syai.g_01559
OG0001304	Prab.g_00944	Syai.g_01418
OG0001305	Prab.g_00925	Syai.g_02001
OG0001306	Prab.g_01205	Syai.g_02160
OG0001308	Prab.g_01476	Syai.g_00943
OG0001309	Prab.g_01562	Syai.g_00682
OG0001311	Prab.g_00952	Syai.g_01429
OG0001312	Prab.g_01029	Syai.g_01549
OG0001315	Prab.g_00053	Syai.g_00427
OG0001316	Prab.g_00130	Syai.g_02593
OG0001317	Prab.g_00225	Syai.g_00534
OG0001318	Prab.g_00246	Syai.g_00293
OG0001319	Prab.g_00261	Syai.g_00270
OG0001321	Prab.g_00457	Syai.g_02195
OG0001322	Prab.g_00458	Syai.g_02194
OG0001323	Prab.g_00523	Syai.g_00685
OG0001324	Prab.g_00699	Syai.g_01983
OG0001325	Prab.g_00728	Syai.g_01392
OG0001326	Prab.g_01095	Syai.g_02856
OG0001327	Prab.g_01112	Syai.g_01250
OG0001328	Prab.g_01137	Syai.g_01278
OG0001331	Prab.g_01366	Syai.g_00622
OG0001332	Prab.g_01509	Syai.g_02293
OG0001333	Prab.g_01706	Syai.g_02255
OG0001334	Prab.g_01826	Syai.g_00438
OG0001335	Prab.g_01827	Syai.g_00439
OG0001336	Prab.g_01940	Syai.g_02909
OG0001339	Prab.g_00094	Syai.g_02539
OG0001340	Prab.g_00316	Syai.g_00453
OG0001343	Prab.g_01086	Syai.g_02842
OG0001344	Prab.g_01223	Syai.g_02139
OG0001345	Prab.g_01238	Syai.g_02110
OG0001346	Prab.g_01327	Syai.g_02180
OG0001348	Prab.g_01595	Syai.g_02033
OG0001349	Prab.g_01408, Prab.g_01395	Syai.g_02417
OG0001352	Prab.g_00685	Syai.g_00700
OG0001353	Prab.g_00872	Syai.g_02042
OG0001354	Prab.g_01000	Syai.g_01477
OG0001356	Prab.g_00793	Syai.g_02032
OG0001359	Prab.g_01085	Syai.g_02841
OG0001360	Prab.g_01140	Syai.g_02107
OG0001361	Prab.g_01235	Syai.g_02113
OG0001362	Prab.g_01480	Syai.g_00938
OG0001363	Prab.g_01482	Syai.g_00936
OG0001364	Prab.g_01829	Syai.g_00173
OG0001373	Prab.g_01096	Syai.g_02855
OG0001374	Prab.g_01088	Syai.g_02863
OG0001375	Prab.g_01087	Syai.g_02843
OG0001376	Prab.g_01106	Syai.g_02795
OG0001377	Prab.g_01107	Syai.g_02794
OG0001378	Prab.g_01149	Syai.g_02232
OG0001379	Prab.g_01320	Syai.g_02169
OG0001380	Prab.g_01349	Syai.g_01168
OG0001381	Prab.g_01354	Syai.g_02819, Syai.g_01723
OG0001385	Prab.g_01099	Syai.g_02852
OG0001386	Prab.g_01098	Syai.g_02853
OG0001387	Prab.g_01097	Syai.g_02854
OG0001388	Prab.g_01094	Syai.g_02857
OG0001389	Prab.g_01093	Syai.g_02858
OG0001390	Prab.g_01092	Syai.g_02859
OG0001391	Prab.g_01091	Syai.g_02860
OG0001392	Prab.g_01090	Syai.g_02861
OG0001393	Prab.g_01089	Syai.g_02862
OG0001394	Prab.g_01053	Syai.g_01290
OG0001395	Prab.g_00942	Syai.g_01410
OG0001397	Prab.g_01481	Syai.g_00937
OG0001398	Prab.g_01603	Syai.g_01587
OG0001404	Prab.g_00060	Syai.g_02473
OG0001405	Prab.g_00314	Syai.g_00441
OG0001406	Prab.g_01105	Syai.g_02796
OG0001407	Prab.g_01118	Syai.g_00701
OG0001408	Prab.g_01123	Syai.g_01831
OG0001413	Prab.g_01551	Syai.g_01148
OG0001414	Prab.g_00220	Syai.g_01722
OG0001416	Prab.g_00464	Syai.g_02183
OG0001417	Prab.g_00474	Syai.g_01478
OG0001419	Prab.g_01119	Syai.g_00702
OG0001420	Prab.g_01158	Syai.g_00697
OG0001421	Prab.g_01559	Syai.g_01621
OG0001422	Prab.g_01592	Syai.g_02171
OG0001423	Prab.g_00406	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Prab.g_01917	Syai.g_02792
OG0001428	Prab.g_00163	Syai.g_02637
OG0001432	Prab.g_01549	Syai.g_01943
OG0001433	Prab.g_00792	Syai.g_02031
OG0001438	Prab.g_00281	Syai.g_00244
OG0001439	Prab.g_00295	Syai.g_00219
OG0001441	Prab.g_00525	Syai.g_00687
OG0001442	Prab.g_00752	Syai.g_01305
OG0001443	Prab.g_01604	Syai.g_02800
OG0001446	Prab.g_00071	Syai.g_00832
OG0001447	Prab.g_00116	Syai.g_02574
OG0001448	Prab.g_00356	Syai.g_02808
OG0001449	Prab.g_00389	Syai.g_00315
OG0001452	Prab.g_01081	Syai.g_00298
OG0001453	Prab.g_00988	Syai.g_01455
OG0001454	Prab.g_01133	Syai.g_01153
OG0001456	Prab.g_01197	Syai.g_02873
OG0001457	Prab.g_01198	Syai.g_02874
OG0001458	Prab.g_01199	Syai.g_02875
OG0001459	Prab.g_01653, Prab.g_01557	Syai.g_01712
OG0001460	Prab.g_00791	Syai.g_02030
OG0001461	Prab.g_01286	Syai.g_01730
OG0001462	Prab.g_00034	Syai.g_00045
OG0001465	Prab.g_00707	Syai.g_01384
OG0001468	Prab.g_01110	Syai.g_01144
OG0001471	Prab.g_01552	Syai.g_00224
OG0001472	Prab.g_01561	Syai.g_01931
OG0001473	Prab.g_01877	Syai.g_01130
OG0001474	Prab.g_00327	Syai.g_00493
OG0001480	Prab.g_00357	Syai.g_02088
OG0001482	Prab.g_00462	Syai.g_01468
OG0001484	Prab.g_00769	Syai.g_02864
OG0001492	Prab.g_01266	Syai.g_01796
OG0001493	Prab.g_01274	Syai.g_01820
OG0001499	Prab.g_00052	Syai.g_00831, Syai.g_01189
OG0001502	Prab.g_00810	Syai.g_02079
OG0001504	Prab.g_01652	Syai.g_01713
OG0001507	Prab.g_01586	Syai.g_01671
OG0001527	Prab.g_00567	Syai.g_00749
OG0001546	Prab.g_00528	Syai.g_00690
OG0001547	Prab.g_00812	Syai.g_01580
OG0001548	Prab.g_00816	Syai.g_01157
OG0001551	Prab.g_01196	Syai.g_02028
OG0001552	Prab.g_01282	Syai.g_01018
OG0001554	Prab.g_01560	Syai.g_02774
OG0001555	Prab.g_01575	Syai.g_01645
OG0001556	Prab.g_00785	Syai.g_01757
OG0001567	Prab.g_00811	Syai.g_01581
OG0001568	Prab.g_00813	Syai.g_01578
OG0001572	Prab.g_00415	Syai.g_00564
OG0001582	Prab.g_00473	Syai.g_01500
OG0001585	Prab.g_00399	Syai.g_01635
OG0001588	Prab.g_01384	Syai.g_00170
OG0001602	Prab.g_00706	Syai.g_01383
OG0001633	Prab.g_01357	Syai.g_00995
OG0001634	Prab.g_01589	Syai.g_01239
OG0001667	Prab.g_01305	Syai.g_01923
OG0001700	Prab.g_00790	Syai.g_01204
OG0001835	Prab.g_00398	Syai.g_00585, Syai.g_01690
OG0001990	Prab.g_00410	Syai.g_02897
OG0001991	Prab.g_00796	Syai.g_01203
OG0002106	Prab.g_00374	Syai.g_00555
OG0002154	Prab.g_01383	Syai.g_02598
OG0002487	Prab.g_01644	Syai.g_01842
OG0002692	Prab.g_00418	Syai.g_01618
OG0002892	Prab.g_00421	Syai.g_01214
