Orthogroup	Prab	Prbm
OG0001103	Prab.g_01069	Prbm.g_00928
OG0001104	Prab.g_01047	Prbm.g_00794
OG0001105	Prab.g_01043	Prbm.g_00798
OG0001106	Prab.g_01019	Prbm.g_00976
OG0001107	Prab.g_01012	Prbm.g_00986
OG0001108	Prab.g_01008	Prbm.g_00990
OG0001109	Prab.g_01007	Prbm.g_00991
OG0001110	Prab.g_01005	Prbm.g_00993
OG0001111	Prab.g_01004	Prbm.g_00994
OG0001112	Prab.g_01003	Prbm.g_00995
OG0001113	Prab.g_01002	Prbm.g_00996
OG0001114	Prab.g_01001	Prbm.g_00997
OG0001115	Prab.g_00999	Prbm.g_00999
OG0001116	Prab.g_00998	Prbm.g_01000
OG0001117	Prab.g_00997	Prbm.g_01001
OG0001118	Prab.g_00996	Prbm.g_01002
OG0001119	Prab.g_00995	Prbm.g_01003
OG0001120	Prab.g_00993	Prbm.g_01004
OG0001121	Prab.g_01184, Prab.g_00990	Prbm.g_01648
OG0001122	Prab.g_00957	Prbm.g_01033
OG0001123	Prab.g_00953	Prbm.g_01037
OG0001124	Prab.g_00951	Prbm.g_01039
OG0001125	Prab.g_00950	Prbm.g_01041
OG0001126	Prab.g_00940	Prbm.g_01052
OG0001127	Prab.g_00939	Prbm.g_01053
OG0001128	Prab.g_00937	Prbm.g_01056
OG0001129	Prab.g_00936	Prbm.g_01057
OG0001130	Prab.g_00935	Prbm.g_01058
OG0001131	Prab.g_01125	Prbm.g_00894
OG0001132	Prab.g_01135	Prbm.g_01103
OG0001133	Prab.g_01169	Prbm.g_01079
OG0001134	Prab.g_01186	Prbm.g_01910
OG0001135	Prab.g_01189	Prbm.g_01913
OG0001136	Prab.g_01216	Prbm.g_01552
OG0001137	Prab.g_01227	Prbm.g_01539
OG0001138	Prab.g_01245	Prbm.g_01518
OG0001139	Prab.g_01246	Prbm.g_01516
OG0001140	Prab.g_01247	Prbm.g_01515
OG0001141	Prab.g_01248	Prbm.g_01514
OG0001142	Prab.g_01249	Prbm.g_01513
OG0001143	Prab.g_01256	Prbm.g_01506
OG0001144	Prab.g_01261	Prbm.g_01501
OG0001145	Prab.g_01318	Prbm.g_01603
OG0001146	Prab.g_01330	Prbm.g_01615
OG0001147	Prab.g_01347	Prbm.g_01634
OG0001148	Prab.g_01362	Prbm.g_01662
OG0001149	Prab.g_01363	Prbm.g_01663
OG0001150	Prab.g_01364	Prbm.g_01664
OG0001151	Prab.g_01375	Prbm.g_01675
OG0001152	Prab.g_01376	Prbm.g_01676
OG0001153	Prab.g_01498	Prbm.g_01740
OG0001154	Prab.g_01499	Prbm.g_01741
OG0001155	Prab.g_01511	Prbm.g_01757
OG0001156	Prab.g_01514	Prbm.g_01760
OG0001157	Prab.g_01515	Prbm.g_01761
OG0001158	Prab.g_01516	Prbm.g_01762
OG0001159	Prab.g_01517	Prbm.g_01763
OG0001160	Prab.g_01541	Prbm.g_01789
OG0001161	Prab.g_01553	Prbm.g_01586
OG0001162	Prab.g_01567	Prbm.g_01801
OG0001163	Prab.g_01661	Prbm.g_01833
OG0001164	Prab.g_01665	Prbm.g_01837
OG0001165	Prab.g_01668	Prbm.g_01840
OG0001166	Prab.g_01688	Prbm.g_01858
OG0001167	Prab.g_01705	Prbm.g_01876
OG0001168	Prab.g_01707	Prbm.g_01877
OG0001169	Prab.g_01709	Prbm.g_01879
OG0001170	Prab.g_01711	Prbm.g_01881
OG0001171	Prab.g_01720	Prbm.g_01891
OG0001172	Prab.g_01734	Prbm.g_01952
OG0001173	Prab.g_01735	Prbm.g_01953
OG0001174	Prab.g_01743	Prbm.g_01961
OG0001175	Prab.g_01744	Prbm.g_01962
OG0001176	Prab.g_01751	Prbm.g_01974
OG0001177	Prab.g_01753	Prbm.g_01972
OG0001178	Prab.g_01758	Prbm.g_01345
OG0001179	Prab.g_01786	Prbm.g_02016
OG0001180	Prab.g_01808	Prbm.g_02039
OG0001181	Prab.g_01812	Prbm.g_02043
OG0001182	Prab.g_01819	Prbm.g_02052
OG0001183	Prab.g_01823	Prbm.g_02058
OG0001184	Prab.g_01838	Prbm.g_02074
OG0001185	Prab.g_01852	Prbm.g_02089
OG0001186	Prab.g_01875	Prbm.g_02140
OG0001187	Prab.g_01880	Prbm.g_02145
OG0001188	Prab.g_01882	Prbm.g_02147
OG0001189	Prab.g_01899	Prbm.g_02164
OG0001190	Prab.g_01903	Prbm.g_02169
OG0001191	Prab.g_01913	Prbm.g_02179
OG0001192	Prab.g_01918	Prbm.g_02184
OG0001193	Prab.g_01928	Prbm.g_02197
OG0001194	Prab.g_01929	Prbm.g_02198
OG0001195	Prab.g_01930	Prbm.g_02199
OG0001196	Prab.g_01943	Prbm.g_02219
OG0001197	Prab.g_01944	Prbm.g_02221
OG0001198	Prab.g_01952	Prbm.g_02230
OG0001199	Prab.g_00066	Prbm.g_00131
OG0001200	Prab.g_00068	Prbm.g_00133
OG0001201	Prab.g_00099	Prbm.g_00165
OG0001202	Prab.g_00190	Prbm.g_00259
OG0001204	Prab.g_00233	Prbm.g_00304
OG0001205	Prab.g_00448	Prbm.g_00455
OG0001206	Prab.g_00467	Prbm.g_00491
OG0001207	Prab.g_00481	Prbm.g_00502
OG0001208	Prab.g_00486	Prbm.g_00508
OG0001209	Prab.g_00539	Prbm.g_00568
OG0001210	Prab.g_00544	Prbm.g_00573
OG0001211	Prab.g_00554	Prbm.g_00583
OG0001212	Prab.g_00600	Prbm.g_00626
OG0001213	Prab.g_00634	Prbm.g_00660
OG0001214	Prab.g_00642	Prbm.g_00668
OG0001215	Prab.g_00695	Prbm.g_00727
OG0001216	Prab.g_00725	Prbm.g_00744
OG0001217	Prab.g_00768	Prbm.g_00111
OG0001218	Prab.g_00776	Prbm.g_00785
OG0001219	Prab.g_00829	Prbm.g_00957
OG0001220	Prab.g_00891	Prbm.g_00867
OG0001221	Prab.g_01057	Prbm.g_00941
OG0001222	Prab.g_01018	Prbm.g_00889
OG0001223	Prab.g_00992	Prbm.g_01005
OG0001225	Prab.g_00931	Prbm.g_01062
OG0001226	Prab.g_01120	Prbm.g_01945
OG0001227	Prab.g_01138	Prbm.g_01085
OG0001228	Prab.g_01264	Prbm.g_01498
OG0001229	Prab.g_01358	Prbm.g_01176
OG0001230	Prab.g_01458	Prbm.g_01701
OG0001231	Prab.g_01565	Prbm.g_00789
OG0001232	Prab.g_01692	Prbm.g_01862
OG0001233	Prab.g_01712	Prbm.g_01882
OG0001234	Prab.g_01746	Prbm.g_01964
OG0001235	Prab.g_01755	Prbm.g_01968
OG0001237	Prab.g_01839	Prbm.g_02075
OG0001238	Prab.g_01914	Prbm.g_02180
OG0001239	Prab.g_00063	Prbm.g_00128
OG0001240	Prab.g_00084	Prbm.g_00150
OG0001241	Prab.g_00092	Prbm.g_00159
OG0001242	Prab.g_00110	Prbm.g_00178
OG0001244	Prab.g_00131	Prbm.g_00201
OG0001245	Prab.g_00368	Prbm.g_01353
OG0001246	Prab.g_00508	Prbm.g_00538
OG0001247	Prab.g_00688	Prbm.g_00719
OG0001248	Prab.g_00690	Prbm.g_00722
OG0001249	Prab.g_00818	Prbm.g_00395
OG0001251	Prab.g_01083	Prbm.g_01937
OG0001252	Prab.g_00938	Prbm.g_01055
OG0001253	Prab.g_01139	Prbm.g_01806
OG0001254	Prab.g_01188	Prbm.g_01912
OG0001255	Prab.g_01203	Prbm.g_01566
OG0001256	Prab.g_01558	Prbm.g_01797
OG0001257	Prab.g_01564	Prbm.g_01802
OG0001258	Prab.g_01666	Prbm.g_01838
OG0001259	Prab.g_01710	Prbm.g_01880
OG0001260	Prab.g_01726	Prbm.g_01897
OG0001261	Prab.g_01794	Prbm.g_02024
OG0001262	Prab.g_01897	Prbm.g_02162
OG0001264	Prab.g_01280	Prbm.g_00528, Prbm.g_00529, Prbm.g_00530, Prbm.g_00036, Prbm.g_01982, Prbm.g_01828, Prbm.g_01595, Prbm.g_01985, Prbm.g_00532, Prbm.g_01289, Prbm.g_01287
OG0001269	Prab.g_00347	Prbm.g_00866
OG0001273	Prab.g_00636	Prbm.g_00662
OG0001277	Prab.g_01127	Prbm.g_02207
OG0001279	Prab.g_01590	Prbm.g_01171
OG0001280	Prab.g_01325	Prbm.g_01610
OG0001282	Prab.g_01361	Prbm.g_01661
OG0001283	Prab.g_01381	Prbm.g_02215
OG0001284	Prab.g_01536	Prbm.g_01783
OG0001285	Prab.g_01695	Prbm.g_01865
OG0001286	Prab.g_01806	Prbm.g_02037
OG0001287	Prab.g_01859	Prbm.g_02096
OG0001288	Prab.g_01868	Prbm.g_02106
OG0001289	Prab.g_00079	Prbm.g_00144
OG0001290	Prab.g_00091	Prbm.g_00158
OG0001294	Prab.g_00366	Prbm.g_01649, Prbm.g_01584
OG0001295	Prab.g_00472	Prbm.g_01574
OG0001296	Prab.g_00513	Prbm.g_00543
OG0001297	Prab.g_00518	Prbm.g_00548
OG0001299	Prab.g_00671	Prbm.g_00698
OG0001300	Prab.g_00698	Prbm.g_00731
OG0001301	Prab.g_00701	Prbm.g_00733
OG0001302	Prab.g_00827	Prbm.g_00955
OG0001303	Prab.g_00749	Prbm.g_01273
OG0001304	Prab.g_00944	Prbm.g_01046
OG0001305	Prab.g_00925	Prbm.g_00884
OG0001306	Prab.g_01205	Prbm.g_01564
OG0001308	Prab.g_01476	Prbm.g_01720
OG0001309	Prab.g_01562	Prbm.g_00552
OG0001310	Prab.g_01681	Prbm.g_01852
OG0001311	Prab.g_00952	Prbm.g_01038
OG0001312	Prab.g_01029	Prbm.g_00966
OG0001315	Prab.g_00053	Prbm.g_02056
OG0001316	Prab.g_00130	Prbm.g_00199
OG0001317	Prab.g_00225	Prbm.g_00294
OG0001318	Prab.g_00246	Prbm.g_00316
OG0001320	Prab.g_00370	Prbm.g_01415, Prbm.g_01164
OG0001321	Prab.g_00457	Prbm.g_00461
OG0001322	Prab.g_00458	Prbm.g_00462
OG0001324	Prab.g_00699	Prbm.g_00732
OG0001325	Prab.g_00728	Prbm.g_00747
OG0001326	Prab.g_01095	Prbm.g_01929
OG0001327	Prab.g_01112	Prbm.g_00918
OG0001328	Prab.g_01137	Prbm.g_00937
OG0001329	Prab.g_01178	Prbm.g_01805
OG0001331	Prab.g_01366	Prbm.g_01666
OG0001332	Prab.g_01509	Prbm.g_01755
OG0001334	Prab.g_01826	Prbm.g_02061
OG0001335	Prab.g_01827	Prbm.g_02062
OG0001336	Prab.g_01940	Prbm.g_02216
OG0001339	Prab.g_00094	Prbm.g_00161
OG0001340	Prab.g_00316	Prbm.g_00388
OG0001341	Prab.g_00765	Prbm.g_00091
OG0001342	Prab.g_00822	Prbm.g_01091
OG0001343	Prab.g_01086	Prbm.g_00909
OG0001344	Prab.g_01223	Prbm.g_01544
OG0001345	Prab.g_01238	Prbm.g_01528
OG0001346	Prab.g_01327	Prbm.g_01612
OG0001348	Prab.g_01595	Prbm.g_01122
OG0001350	Prab.g_00228	Prbm.g_00297
OG0001352	Prab.g_00685	Prbm.g_00714
OG0001354	Prab.g_01000	Prbm.g_00998
OG0001356	Prab.g_00793	Prbm.g_01145, Prbm.g_01433
OG0001359	Prab.g_01085	Prbm.g_00910
OG0001360	Prab.g_01140	Prbm.g_01526
OG0001362	Prab.g_01480	Prbm.g_01724
OG0001363	Prab.g_01482	Prbm.g_00487
OG0001365	Prab.g_01907	Prbm.g_02173
OG0001371	Prab.g_00684	Prbm.g_00713
OG0001372	Prab.g_00803	Prbm.g_00047
OG0001373	Prab.g_01096	Prbm.g_01928
OG0001374	Prab.g_01088	Prbm.g_01936
OG0001375	Prab.g_01087	Prbm.g_00908
OG0001376	Prab.g_01106	Prbm.g_00896
OG0001377	Prab.g_01107	Prbm.g_00897
OG0001378	Prab.g_01149	Prbm.g_00443
OG0001380	Prab.g_01349	Prbm.g_01573
OG0001381	Prab.g_01354	Prbm.g_01658
OG0001384	Prab.g_00719	Prbm.g_01124, Prbm.g_01110, Prbm.g_01445, Prbm.g_01461
OG0001385	Prab.g_01099	Prbm.g_01925
OG0001386	Prab.g_01098	Prbm.g_01926
OG0001387	Prab.g_01097	Prbm.g_01927
OG0001388	Prab.g_01094	Prbm.g_01930
OG0001389	Prab.g_01093	Prbm.g_01931
OG0001390	Prab.g_01092	Prbm.g_01932
OG0001391	Prab.g_01091	Prbm.g_01933
OG0001392	Prab.g_01090	Prbm.g_01934
OG0001393	Prab.g_01089	Prbm.g_01935
OG0001394	Prab.g_01053	Prbm.g_00945
OG0001395	Prab.g_00942	Prbm.g_01049
OG0001397	Prab.g_01481	Prbm.g_01725
OG0001398	Prab.g_01603	Prbm.g_00761
OG0001399	Prab.g_01748	Prbm.g_00080
OG0001403	Prab.g_00030	Prbm.g_00030
OG0001404	Prab.g_00060	Prbm.g_00125
OG0001405	Prab.g_00314	Prbm.g_00381
OG0001406	Prab.g_01105	Prbm.g_00895
OG0001407	Prab.g_01118	Prbm.g_00900
OG0001408	Prab.g_01123	Prbm.g_00104
OG0001409	Prab.g_01226	Prbm.g_01540
OG0001413	Prab.g_01551	Prbm.g_00790
OG0001414	Prab.g_00220	Prbm.g_00288
OG0001415	Prab.g_00222	Prbm.g_00290
OG0001417	Prab.g_00474	Prbm.g_01583
OG0001418	Prab.g_00689	Prbm.g_00720
OG0001419	Prab.g_01119	Prbm.g_00781
OG0001420	Prab.g_01158	Prbm.g_01159
OG0001421	Prab.g_01559	Prbm.g_01798
OG0001422	Prab.g_01592	Prbm.g_01080
OG0001424	Prab.g_01134, Prab.g_01082	Prbm.g_01482
OG0001425	Prab.g_01917	Prbm.g_02183
OG0001428	Prab.g_00163	Prbm.g_00231
OG0001429	Prab.g_00830	Prbm.g_00958
OG0001432	Prab.g_01549	Prbm.g_01027
OG0001433	Prab.g_00792	Prbm.g_01146, Prbm.g_01432
OG0001434	Prab.g_01049	Prbm.g_00949
OG0001437	Prab.g_00221	Prbm.g_00289
OG0001439	Prab.g_00295	Prbm.g_00363
OG0001440	Prab.g_00425, Prab.g_00405	Prbm.g_01351
OG0001441	Prab.g_00525	Prbm.g_00555
OG0001442	Prab.g_00752	Prbm.g_01690
OG0001443	Prab.g_01604	Prbm.g_01919
OG0001446	Prab.g_00071	Prbm.g_00136
OG0001447	Prab.g_00116	Prbm.g_00186
OG0001450	Prab.g_00692	Prbm.g_00724
OG0001451	Prab.g_00901	Prbm.g_00878
OG0001453	Prab.g_00988	Prbm.g_01008
OG0001454	Prab.g_01133	Prbm.g_01346
OG0001455	Prab.g_01171, Prab.g_01634	Prbm.g_00048
OG0001456	Prab.g_01197	Prbm.g_01592
OG0001457	Prab.g_01198	Prbm.g_01591
OG0001458	Prab.g_01199	Prbm.g_01590
OG0001459	Prab.g_01653	Prbm.g_01438
OG0001460	Prab.g_00791	Prbm.g_01431, Prbm.g_01147
OG0001461	Prab.g_01286	Prbm.g_00071
OG0001463	Prab.g_00274	Prbm.g_00343
OG0001464	Prab.g_00317	Prbm.g_00768
OG0001466	Prab.g_01297	Prbm.g_01186
OG0001468	Prab.g_01110	Prbm.g_00907
OG0001471	Prab.g_01552	Prbm.g_01585
OG0001472	Prab.g_01561	Prbm.g_00893
OG0001473	Prab.g_01877	Prbm.g_01645
OG0001474	Prab.g_00327	Prbm.g_00405
OG0001480	Prab.g_00357	Prbm.g_01189
OG0001481	Prab.g_00362	Prbm.g_01071
OG0001482	Prab.g_00462	Prbm.g_01083
OG0001484	Prab.g_00769	Prbm.g_01315
OG0001485	Prab.g_00922, Prab.g_01290	Prbm.g_01182
OG0001486	Prab.g_01217	Prbm.g_01551
OG0001490	Prab.g_00038	Prbm.g_00063
OG0001491	Prab.g_00825	Prbm.g_00950
OG0001499	Prab.g_00052	Prbm.g_00113
OG0001500	Prab.g_00252	Prbm.g_00321
OG0001501	Prab.g_00712	Prbm.g_01326
OG0001503	Prab.g_01194	Prbm.g_01123
OG0001504	Prab.g_01652	Prbm.g_01439
OG0001506	Prab.g_01507	Prbm.g_01752
OG0001507	Prab.g_01586	Prbm.g_01157
OG0001521	Prab.g_00766	Prbm.g_01479, Prbm.g_01023
OG0001523	Prab.g_01190	Prbm.g_01915
OG0001524	Prab.g_01191	Prbm.g_01916
OG0001525	Prab.g_01570	Prbm.g_00086
OG0001526	Prab.g_01729	Prbm.g_00952
OG0001548	Prab.g_00816	Prbm.g_01100
OG0001550	Prab.g_01174	Prbm.g_01314
OG0001551	Prab.g_01196	Prbm.g_01922
OG0001552	Prab.g_01282	Prbm.g_01918
OG0001553	Prab.g_01463	Prbm.g_01707
OG0001555	Prab.g_01575	Prbm.g_01826
OG0001556	Prab.g_00785	Prbm.g_01423
OG0001566	Prab.g_00681	Prbm.g_00710
OG0001569	Prab.g_01145	Prbm.g_01311
OG0001570	Prab.g_01161	Prbm.g_01241, Prbm.g_01240
OG0001571	Prab.g_01167	Prbm.g_01388
OG0001581	Prab.g_00135	Prbm.g_01098
OG0001584	Prab.g_01037	Prbm.g_00804
OG0001585	Prab.g_00399	Prbm.g_01458, Prbm.g_01370
OG0001595	Prab.g_00059	Prbm.g_00124
OG0001596	Prab.g_00067	Prbm.g_00132
OG0001597	Prab.g_00351	Prbm.g_01749
OG0001598	Prab.g_01626	Prbm.g_01067
OG0001599	Prab.g_00465	Prbm.g_00489
OG0001600	Prab.g_00515	Prbm.g_00545
OG0001601	Prab.g_00679	Prbm.g_00708
OG0001603	Prab.g_00826	Prbm.g_00954
OG0001604	Prab.g_01060	Prbm.g_00938
OG0001606	Prab.g_01298	Prbm.g_01135
OG0001607	Prab.g_01192	Prbm.g_01196
OG0001608	Prab.g_01352	Prbm.g_01112
OG0001609	Prab.g_01505	Prbm.g_01750
OG0001610	Prab.g_01508	Prbm.g_01754
OG0001611	Prab.g_01573	Prbm.g_01137
OG0001613	Prab.g_01821	Prbm.g_02055
OG0001626	Prab.g_00764	Prbm.g_01339
OG0001629	Prab.g_00779	Prbm.g_01155
OG0001630	Prab.g_01078	Prbm.g_00915
OG0001631	Prab.g_01115	Prbm.g_00770
OG0001632	Prab.g_00977	Prbm.g_01162
OG0001633	Prab.g_01357	Prbm.g_01946
OG0001634	Prab.g_01589	Prbm.g_00701
OG0001648	Prab.g_00361	Prbm.g_01819
OG0001649	Prab.g_01116	Prbm.g_00899
OG0001651	Prab.g_01571	Prbm.g_01109
OG0001662	Prab.g_01155	Prbm.g_01286
OG0001666	Prab.g_01654	Prbm.g_01437
OG0001667	Prab.g_01305	Prbm.g_01180
OG0001668	Prab.g_01607	Prbm.g_01587
OG0001684	Prab.g_00593	Prbm.g_00396
OG0001688	Prab.g_01114	Prbm.g_01018, Prbm.g_01481
OG0001697	Prab.g_01101	Prbm.g_00953
OG0001698	Prab.g_01113	Prbm.g_01686
OG0001700	Prab.g_00790	Prbm.g_01430
OG0001708	Prab.g_01202	Prbm.g_01568
OG0001710	Prab.g_01749	Prbm.g_00079
OG0001711	Prab.g_00414	Prbm.g_01307
OG0001718	Prab.g_00352	Prbm.g_01136
OG0001719	Prab.g_00382	Prbm.g_01332
OG0001721	Prab.g_00771	Prbm.g_01811
OG0001722	Prab.g_01080	Prbm.g_00913
OG0001723	Prab.g_00972	Prbm.g_01815
OG0001724	Prab.g_00758	Prbm.g_01362, Prbm.g_01367
OG0001725	Prab.g_00380	Prbm.g_01285
OG0001742	Prab.g_00364	Prbm.g_01316
OG0001743	Prab.g_01153	Prbm.g_01380
OG0001744	Prab.g_01312	Prbm.g_01327
OG0001772	Prab.g_00393, Prab.g_01628	Prbm.g_01317
OG0001773	Prab.g_01577	Prbm.g_01242
OG0001774	Prab.g_00682	Prbm.g_00711
OG0001775	Prab.g_01121	Prbm.g_00112
OG0001776	Prab.g_01151	Prbm.g_01092
OG0001779	Prab.g_01313, Prab.g_00751	Prbm.g_01201
OG0001781	Prab.g_01593	Prbm.g_01028, Prbm.g_01323
OG0001782	Prab.g_01431	Prbm.g_00531, Prbm.g_01288
OG0001819	Prab.g_00383	Prbm.g_01074
OG0001820	Prab.g_01301	Prbm.g_01193
OG0001821	Prab.g_00772	Prbm.g_01166
OG0001822	Prab.g_00808	Prbm.g_01024
OG0001823	Prab.g_00903	Prbm.g_01255
OG0001824	Prab.g_00963	Prbm.g_00775
OG0001825	Prab.g_01122	Prbm.g_01068
OG0001826	Prab.g_01124	Prbm.g_00782
OG0001827	Prab.g_01126	Prbm.g_01082
OG0001828	Prab.g_01148	Prbm.g_00105
OG0001829	Prab.g_01152	Prbm.g_01154
OG0001830	Prab.g_01170	Prbm.g_01188
OG0001831	Prab.g_01185	Prbm.g_01097
OG0001832	Prab.g_00715	Prbm.g_01252
OG0001833	Prab.g_01359	Prbm.g_01659
OG0001835	Prab.g_00398	Prbm.g_01306
OG0001920	Prab.g_00713	Prbm.g_01350
OG0001923	Prab.g_01407	Prbm.g_01593
OG0001988	Prab.g_00346	Prbm.g_01185
OG0001990	Prab.g_00410	Prbm.g_00069
OG0001991	Prab.g_00796	Prbm.g_01434
OG0002028	Prab.g_00968	Prbm.g_00786
OG0002033	Prab.g_01344	Prbm.g_00066, Prbm.g_00077, Prbm.g_00089
OG0002062	Prab.g_01177	Prbm.g_01440
OG0002097	Prab.g_01388	Prbm.g_02130
OG0002147	Prab.g_00714	Prbm.g_01361
OG0002227	Prab.g_00787	Prbm.g_01425
OG0002267	Prab.g_01602	Prbm.g_01398
OG0002273	Prab.g_01342	Prbm.g_01194
OG0002274	Prab.g_01387	Prbm.g_02129
OG0002325	Prab.g_01183	Prbm.g_01319
OG0002327	Prab.g_01599	Prbm.g_01249
OG0002369	Prab.g_01416	Prbm.g_02127
OG0002372	Prab.g_01582	Prbm.g_01917
OG0002374	Prab.g_00794	Prbm.g_01428, Prbm.g_01148
OG0002423	Prab.g_00911	Prbm.g_01378
OG0002484	Prab.g_00453	Prbm.g_00037
OG0002626	Prab.g_00912	Prbm.g_00471
OG0003017	Prab.g_00786	Prbm.g_01424
OG0003021	Prab.g_00910	Prbm.g_01243
OG0003167	Prab.g_01659	Prbm.g_01635
