Orthogroup	Prab	Syar
OG0001158	Prab.g_01516	Syar.g_01183
OG0001159	Prab.g_01517	Syar.g_01182
OG0001160	Prab.g_01541	Syar.g_02908
OG0001161	Prab.g_01553	Syar.g_00382
OG0001162	Prab.g_01567	Syar.g_03081
OG0001163	Prab.g_01661	Syar.g_02917
OG0001164	Prab.g_01665	Syar.g_02922
OG0001165	Prab.g_01668	Syar.g_02927
OG0001166	Prab.g_01688	Syar.g_02959
OG0001167	Prab.g_01705	Syar.g_02982
OG0001168	Prab.g_01707	Syar.g_02983
OG0001169	Prab.g_01709	Syar.g_02985
OG0001170	Prab.g_01711	Syar.g_02987
OG0001171	Prab.g_01720	Syar.g_02999
OG0001172	Prab.g_01734	Syar.g_00143
OG0001173	Prab.g_01735	Syar.g_00142
OG0001174	Prab.g_01743	Syar.g_00134
OG0001175	Prab.g_01744	Syar.g_00133
OG0001176	Prab.g_01751	Syar.g_01025
OG0001177	Prab.g_01753	Syar.g_01023
OG0001178	Prab.g_01758	Syar.g_02943
OG0001179	Prab.g_01786	Syar.g_01055
OG0001181	Prab.g_01812	Syar.g_01082
OG0001182	Prab.g_01819	Syar.g_01090
OG0001183	Prab.g_01823	Syar.g_01096
OG0001184	Prab.g_01838	Syar.g_00653
OG0001185	Prab.g_01852	Syar.g_00614
OG0001186	Prab.g_01875	Syar.g_00562
OG0001187	Prab.g_01880	Syar.g_00548
OG0001188	Prab.g_01882	Syar.g_00546
OG0001189	Prab.g_01899	Syar.g_00525
OG0001190	Prab.g_01903	Syar.g_00330
OG0001191	Prab.g_01913	Syar.g_00349
OG0001192	Prab.g_01918	Syar.g_00356
OG0001193	Prab.g_01928	Syar.g_00711
OG0001194	Prab.g_01929	Syar.g_00622
OG0001195	Prab.g_01930	Syar.g_00623
OG0001196	Prab.g_01943	Syar.g_00453
OG0001197	Prab.g_01944	Syar.g_00455
OG0001198	Prab.g_01952	Syar.g_00467
OG0001199	Prab.g_00066	Syar.g_03045
OG0001200	Prab.g_00068	Syar.g_03047
OG0001201	Prab.g_00099	Syar.g_03120
OG0001202	Prab.g_00190	Syar.g_00991
OG0001204	Prab.g_00233	Syar.g_00154
OG0001205	Prab.g_00448	Syar.g_02869
OG0001207	Prab.g_00481	Syar.g_01462
OG0001208	Prab.g_00486	Syar.g_01471
OG0001211	Prab.g_00554	Syar.g_02323
OG0001212	Prab.g_00600	Syar.g_02027
OG0001213	Prab.g_00634	Syar.g_02239
OG0001214	Prab.g_00642	Syar.g_02420
OG0001215	Prab.g_00695	Syar.g_00965
OG0001216	Prab.g_00725	Syar.g_01909
OG0001217	Prab.g_00768	Syar.g_02852
OG0001218	Prab.g_00776	Syar.g_01388
OG0001219	Prab.g_00829	Syar.g_02585
OG0001222	Prab.g_01018	Syar.g_02552
OG0001223	Prab.g_00992	Syar.g_02505
OG0001225	Prab.g_00931	Syar.g_01929
OG0001226	Prab.g_01120	Syar.g_03054
OG0001227	Prab.g_01138	Syar.g_02213
OG0001230	Prab.g_01458	Syar.g_02816
OG0001231	Prab.g_01565	Syar.g_00485
OG0001232	Prab.g_01692	Syar.g_02968
OG0001233	Prab.g_01712	Syar.g_02988
OG0001235	Prab.g_01755	Syar.g_01019
OG0001237	Prab.g_01839	Syar.g_00652
OG0001238	Prab.g_01914	Syar.g_00351
OG0001239	Prab.g_00063	Syar.g_03043
OG0001240	Prab.g_00084	Syar.g_03101
OG0001241	Prab.g_00092	Syar.g_03112
OG0001242	Prab.g_00110	Syar.g_00043
OG0001244	Prab.g_00131	Syar.g_00075
OG0001245	Prab.g_00368	Syar.g_00999
OG0001246	Prab.g_00508	Syar.g_01910
OG0001247	Prab.g_00688	Syar.g_02024
OG0001248	Prab.g_00690	Syar.g_02059
OG0001249	Prab.g_00818	Syar.g_01113
OG0001250	Prab.g_00880	Syar.g_01819, Syar.g_03240
OG0001251	Prab.g_01083	Syar.g_02575
OG0001252	Prab.g_00938	Syar.g_01372
OG0001253	Prab.g_01139	Syar.g_02015
OG0001254	Prab.g_01188	Syar.g_02233
OG0001255	Prab.g_01203	Syar.g_01746
OG0001256	Prab.g_01558	Syar.g_02915
OG0001257	Prab.g_01564	Syar.g_00807
OG0001258	Prab.g_01666	Syar.g_02925
OG0001259	Prab.g_01710	Syar.g_02986
OG0001260	Prab.g_01726	Syar.g_03007
OG0001262	Prab.g_01897	Syar.g_00527
OG0001265	Prab.g_00109	Syar.g_00041
OG0001266	Prab.g_00194	Syar.g_00987
OG0001267	Prab.g_00268	Syar.g_00225
OG0001268	Prab.g_00326	Syar.g_01124
OG0001269	Prab.g_00347	Syar.g_00688
OG0001270	Prab.g_00437	Syar.g_01175
OG0001271	Prab.g_00476	Syar.g_01270
OG0001272	Prab.g_00490	Syar.g_01475
OG0001273	Prab.g_00636	Syar.g_02413
OG0001274	Prab.g_00710	Syar.g_00929
OG0001275	Prab.g_00982	Syar.g_02490
OG0001276	Prab.g_00954	Syar.g_01797
OG0001277	Prab.g_01127	Syar.g_02250
OG0001278	Prab.g_01269	Syar.g_01720
OG0001279	Prab.g_01590	Syar.g_02841
OG0001280	Prab.g_01325	Syar.g_03317
OG0001281	Prab.g_01331	Syar.g_02783
OG0001282	Prab.g_01361	Syar.g_01460, Syar.g_01351
OG0001283	Prab.g_01381	Syar.g_00447
OG0001284	Prab.g_01536	Syar.g_02900
OG0001285	Prab.g_01695	Syar.g_02972
OG0001286	Prab.g_01806	Syar.g_01077
OG0001287	Prab.g_01859	Syar.g_00606
OG0001288	Prab.g_01868	Syar.g_00591
OG0001289	Prab.g_00079	Syar.g_03080
OG0001290	Prab.g_00091	Syar.g_03111
OG0001291	Prab.g_00125	Syar.g_00064
OG0001292	Prab.g_00238	Syar.g_00160
OG0001293	Prab.g_00250	Syar.g_00198
OG0001294	Prab.g_00366	Syar.g_01687
OG0001295	Prab.g_00472	Syar.g_00693
OG0001296	Prab.g_00513	Syar.g_01506
OG0001297	Prab.g_00518	Syar.g_01510
OG0001298	Prab.g_00581	Syar.g_02210
OG0001299	Prab.g_00671	Syar.g_01915
OG0001303	Prab.g_00749	Syar.g_02583
OG0001304	Prab.g_00944	Syar.g_01557
OG0001305	Prab.g_00925	Syar.g_01937
OG0001306	Prab.g_01205	Syar.g_01521
OG0001308	Prab.g_01476	Syar.g_02798
OG0001309	Prab.g_01562	Syar.g_00360
OG0001310	Prab.g_01681	Syar.g_02951
OG0001311	Prab.g_00952	Syar.g_01795
OG0001312	Prab.g_01029	Syar.g_02569
OG0001315	Prab.g_00053	Syar.g_01094
OG0001317	Prab.g_00225	Syar.g_03025
OG0001318	Prab.g_00246	Syar.g_00186
OG0001319	Prab.g_00261	Syar.g_00215
OG0001325	Prab.g_00728	Syar.g_01577
OG0001326	Prab.g_01095	Syar.g_00632
OG0001327	Prab.g_01112	Syar.g_01674
OG0001329	Prab.g_01178	Syar.g_02337
OG0001331	Prab.g_01366	Syar.g_01455
OG0001334	Prab.g_01826	Syar.g_03166
OG0001336	Prab.g_01940	Syar.g_00448
OG0001339	Prab.g_00094	Syar.g_03114
OG0001343	Prab.g_01086	Syar.g_03210
OG0001345	Prab.g_01238	Syar.g_01958
OG0001346	Prab.g_01327	Syar.g_02778
OG0001348	Prab.g_01595	Syar.g_02259
OG0001349	Prab.g_01408, Prab.g_01395	Syar.g_02764
OG0001353	Prab.g_00872	Syar.g_01809
OG0001354	Prab.g_01000	Syar.g_02520
OG0001358	Prab.g_00624	Syar.g_02262
OG0001359	Prab.g_01085	Syar.g_03211
OG0001360	Prab.g_01140	Syar.g_01961
OG0001361	Prab.g_01235	Syar.g_01955
OG0001364	Prab.g_01829	Syar.g_00284
OG0001365	Prab.g_01907	Syar.g_00335
OG0001371	Prab.g_00684	Syar.g_03059
OG0001373	Prab.g_01096	Syar.g_00631
OG0001374	Prab.g_01088	Syar.g_00642
OG0001376	Prab.g_01106	Syar.g_02600, Syar.g_03203
OG0001377	Prab.g_01107	Syar.g_03202, Syar.g_02599
OG0001378	Prab.g_01149	Syar.g_01174
OG0001379	Prab.g_01320	Syar.g_02772
OG0001382	Prab.g_01581	Syar.g_02834, Syar.g_03204
OG0001385	Prab.g_01099	Syar.g_00628
OG0001386	Prab.g_01098	Syar.g_00629
OG0001387	Prab.g_01097	Syar.g_00630
OG0001388	Prab.g_01094	Syar.g_00635
OG0001389	Prab.g_01093	Syar.g_00636
OG0001390	Prab.g_01092	Syar.g_00637
OG0001391	Prab.g_01091	Syar.g_00638
OG0001392	Prab.g_01090	Syar.g_00640
OG0001393	Prab.g_01089	Syar.g_00641
OG0001394	Prab.g_01053	Syar.g_02608
OG0001395	Prab.g_00942	Syar.g_01561
OG0001403	Prab.g_00030	Syar.g_00504
OG0001406	Prab.g_01105	Syar.g_02601
OG0001408	Prab.g_01123	Syar.g_02042
OG0001411	Prab.g_01391	Syar.g_02761, Syar.g_02360
OG0001413	Prab.g_01551	Syar.g_02063
OG0001415	Prab.g_00222	Syar.g_01553
OG0001416	Prab.g_00464	Syar.g_00433
OG0001417	Prab.g_00474	Syar.g_01885
OG0001418	Prab.g_00689	Syar.g_01546
OG0001420	Prab.g_01158	Syar.g_02680
OG0001428	Prab.g_00163	Syar.g_00108
OG0001429	Prab.g_00830	Syar.g_02582
OG0001432	Prab.g_01549	Syar.g_02064, Syar.g_02123
OG0001433	Prab.g_00792	Syar.g_00173
OG0001434	Prab.g_01049	Syar.g_02613
OG0001437	Prab.g_00221	Syar.g_01554
OG0001438	Prab.g_00281	Syar.g_00240
OG0001439	Prab.g_00295	Syar.g_00824
OG0001441	Prab.g_00525	Syar.g_02691
OG0001442	Prab.g_00752	Syar.g_02622
OG0001443	Prab.g_01604	Syar.g_00378
OG0001447	Prab.g_00116	Syar.g_00052
OG0001449	Prab.g_00389	Syar.g_01897
OG0001450	Prab.g_00692	Syar.g_00880
OG0001452	Prab.g_01081	Syar.g_00167
OG0001453	Prab.g_00988	Syar.g_02498
OG0001454	Prab.g_01133	Syar.g_02065, Syar.g_02122
OG0001456	Prab.g_01197	Syar.g_00643
OG0001457	Prab.g_01198	Syar.g_00644
OG0001458	Prab.g_01199	Syar.g_00645
OG0001459	Prab.g_01653, Prab.g_01557	Syar.g_00418, Syar.g_02047
OG0001460	Prab.g_00791	Syar.g_00172
OG0001461	Prab.g_01286	Syar.g_02478
OG0001462	Prab.g_00034	Syar.g_00511
OG0001471	Prab.g_01552	Syar.g_00830
OG0001474	Prab.g_00327	Syar.g_01125
OG0001480	Prab.g_00357	Syar.g_02013
OG0001482	Prab.g_00462	Syar.g_02511
OG0001486	Prab.g_01217	Syar.g_01537
OG0001492	Prab.g_01266	Syar.g_01717
OG0001493	Prab.g_01274	Syar.g_01725
OG0001502	Prab.g_00810	Syar.g_01840
OG0001504	Prab.g_01652	Syar.g_02046
OG0001507	Prab.g_01586	Syar.g_03257, Syar.g_01540
OG0001525	Prab.g_01570	Syar.g_01315
OG0001527	Prab.g_00567	Syar.g_02309
OG0001546	Prab.g_00528	Syar.g_03276, Syar.g_02688
OG0001547	Prab.g_00812	Syar.g_01855
OG0001554	Prab.g_01560	Syar.g_00327
OG0001555	Prab.g_01575	Syar.g_01689
OG0001556	Prab.g_00785	Syar.g_00177
OG0001565	Prab.g_00426	Syar.g_03069
OG0001567	Prab.g_00811	Syar.g_01847
OG0001568	Prab.g_00813	Syar.g_01866
OG0001570	Prab.g_01161	Syar.g_02858
OG0001587	Prab.g_01728	Syar.g_03010
OG0001613	Prab.g_01821	Syar.g_01093
OG0001634	Prab.g_01589	Syar.g_01691
OG0001669	Prab.g_01292	Syar.g_00323, Syar.g_00555
OG0001745	Prab.g_01548	Syar.g_02010
OG0001923	Prab.g_01407	Syar.g_00582
OG0001991	Prab.g_00796	Syar.g_01636
OG0002107	Prab.g_00409	Syar.g_00313, Syar.g_00870
OG0002154	Prab.g_01383	Syar.g_00251
OG0002225	Prab.g_00408	Syar.g_00315, Syar.g_00868
OG0002227	Prab.g_00787	Syar.g_00355
OG0002270	Prab.g_01442	Syar.g_02461, Syar.g_02463, Syar.g_02462
OG0002375	Prab.g_01409	Syar.g_02713, Syar.g_02699, Syar.g_02697
OG0002622	Prab.g_01418	Syar.g_02533
OG0002776	Prab.g_00407	Syar.g_00316, Syar.g_00867
OG0003346	Prab.g_01437	Syar.g_02712
