Orthogroup	Prab	Syao
OG0001187	Prab.g_01880	Syao.g_02171
OG0001188	Prab.g_01882	Syao.g_02169
OG0001189	Prab.g_01899	Syao.g_02215
OG0001190	Prab.g_01903	Syao.g_02436
OG0001191	Prab.g_01913	Syao.g_02449
OG0001192	Prab.g_01918	Syao.g_02367
OG0001193	Prab.g_01928	Syao.g_02284
OG0001194	Prab.g_01929	Syao.g_02285
OG0001195	Prab.g_01930	Syao.g_02286
OG0001196	Prab.g_01943	Syao.g_02341
OG0001197	Prab.g_01944	Syao.g_02343
OG0001198	Prab.g_01952	Syao.g_02158
OG0001199	Prab.g_00066	Syao.g_02623
OG0001200	Prab.g_00068	Syao.g_02625
OG0001201	Prab.g_00099	Syao.g_02601
OG0001202	Prab.g_00190	Syao.g_02461
OG0001204	Prab.g_00233	Syao.g_02117
OG0001205	Prab.g_00448	Syao.g_01620
OG0001206	Prab.g_00467	Syao.g_02701, Syao.g_02702
OG0001207	Prab.g_00481	Syao.g_00035
OG0001208	Prab.g_00486	Syao.g_00026
OG0001209	Prab.g_00539	Syao.g_01415
OG0001210	Prab.g_00544	Syao.g_00882
OG0001211	Prab.g_00554	Syao.g_00861
OG0001212	Prab.g_00600	Syao.g_01001
OG0001213	Prab.g_00634	Syao.g_01322
OG0001214	Prab.g_00642	Syao.g_00896
OG0001215	Prab.g_00695	Syao.g_00700
OG0001216	Prab.g_00725	Syao.g_00492
OG0001218	Prab.g_00776	Syao.g_00092
OG0001219	Prab.g_00829	Syao.g_00651
OG0001220	Prab.g_00891	Syao.g_00393
OG0001221	Prab.g_01057	Syao.g_01657
OG0001222	Prab.g_01018	Syao.g_00687
OG0001223	Prab.g_00992	Syao.g_00820
OG0001226	Prab.g_01120	Syao.g_02633
OG0001227	Prab.g_01138	Syao.g_01047
OG0001228	Prab.g_01264	Syao.g_02256
OG0001229	Prab.g_01358	Syao.g_00220
OG0001230	Prab.g_01458	Syao.g_01503
OG0001231	Prab.g_01565	Syao.g_02254
OG0001232	Prab.g_01692	Syao.g_01664
OG0001233	Prab.g_01712	Syao.g_01643
OG0001234	Prab.g_01746	Syao.g_02035
OG0001235	Prab.g_01755	Syao.g_01863
OG0001237	Prab.g_01839	Syao.g_02265
OG0001238	Prab.g_01914	Syao.g_02451
OG0001239	Prab.g_00063	Syao.g_02620
OG0001240	Prab.g_00084	Syao.g_02669
OG0001242	Prab.g_00110	Syao.g_02576
OG0001244	Prab.g_00131	Syao.g_02477
OG0001245	Prab.g_00368	Syao.g_00362
OG0001247	Prab.g_00688	Syao.g_00390
OG0001249	Prab.g_00818	Syao.g_01882
OG0001250	Prab.g_00880	Syao.g_00556
OG0001251	Prab.g_01083	Syao.g_00641
OG0001252	Prab.g_00938	Syao.g_00507
OG0001253	Prab.g_01139	Syao.g_01220
OG0001254	Prab.g_01188	Syao.g_01426
OG0001255	Prab.g_01203	Syao.g_00920
OG0001256	Prab.g_01558	Syao.g_01572
OG0001258	Prab.g_01666	Syao.g_01561
OG0001259	Prab.g_01710	Syao.g_01645
OG0001260	Prab.g_01726	Syao.g_01623
OG0001261	Prab.g_01794	Syao.g_01814
OG0001262	Prab.g_01897	Syao.g_02213
OG0001265	Prab.g_00109	Syao.g_02574
OG0001266	Prab.g_00194	Syao.g_02465
OG0001267	Prab.g_00268	Syao.g_02063
OG0001268	Prab.g_00326	Syao.g_01871
OG0001270	Prab.g_00437	Syao.g_01733
OG0001271	Prab.g_00476	Syao.g_02685
OG0001272	Prab.g_00490	Syao.g_00120
OG0001274	Prab.g_00710	Syao.g_02401
OG0001275	Prab.g_00982	Syao.g_00806
OG0001276	Prab.g_00954	Syao.g_00450
OG0001277	Prab.g_01127	Syao.g_01334
OG0001278	Prab.g_01269	Syao.g_00265
OG0001279	Prab.g_01590	Syao.g_01528
OG0001281	Prab.g_01331	Syao.g_01454
OG0001282	Prab.g_01361	Syao.g_00037
OG0001283	Prab.g_01381	Syao.g_02335
OG0001284	Prab.g_01536	Syao.g_01587
OG0001285	Prab.g_01695	Syao.g_01010
OG0001286	Prab.g_01806	Syao.g_01835
OG0001288	Prab.g_01868	Syao.g_02187
OG0001289	Prab.g_00079	Syao.g_02649
OG0001291	Prab.g_00125	Syao.g_02551
OG0001292	Prab.g_00238	Syao.g_02111
OG0001293	Prab.g_00250	Syao.g_02091
OG0001294	Prab.g_00366	Syao.g_00948
OG0001295	Prab.g_00472	Syao.g_00878
OG0001296	Prab.g_00513	Syao.g_00163
OG0001297	Prab.g_00518	Syao.g_00159
OG0001298	Prab.g_00581	Syao.g_01043
OG0001299	Prab.g_00671	Syao.g_00942
OG0001302	Prab.g_00827	Syao.g_02711
OG0001303	Prab.g_00749	Syao.g_00649
OG0001304	Prab.g_00944	Syao.g_00466
OG0001305	Prab.g_00925	Syao.g_00382
OG0001306	Prab.g_01205	Syao.g_00141
OG0001308	Prab.g_01476	Syao.g_01500
OG0001310	Prab.g_01681	Syao.g_01681
OG0001311	Prab.g_00952	Syao.g_00452
OG0001312	Prab.g_01029	Syao.g_00635
OG0001315	Prab.g_00053	Syao.g_01853
OG0001317	Prab.g_00225	Syao.g_01701
OG0001318	Prab.g_00246	Syao.g_02099
OG0001319	Prab.g_00261	Syao.g_02075
OG0001323	Prab.g_00523	Syao.g_01392
OG0001325	Prab.g_00728	Syao.g_00487
OG0001326	Prab.g_01095	Syao.g_02293
OG0001327	Prab.g_01112	Syao.g_00953
OG0001328	Prab.g_01137	Syao.g_00198
OG0001329	Prab.g_01178	Syao.g_00876
OG0001331	Prab.g_01366	Syao.g_00042
OG0001332	Prab.g_01509	Syao.g_01244
OG0001333	Prab.g_01706	Syao.g_01649
OG0001335	Prab.g_01827	Syao.g_01913
OG0001336	Prab.g_01940	Syao.g_02336
OG0001340	Prab.g_00316	Syao.g_01892
OG0001341	Prab.g_00765	Syao.g_00602
OG0001343	Prab.g_01086	Syao.g_01235
OG0001345	Prab.g_01238	Syao.g_00179
OG0001349	Prab.g_01408, Prab.g_01395	Syao.g_01074
OG0001353	Prab.g_00872	Syao.g_00439
OG0001354	Prab.g_01000	Syao.g_00833
OG0001358	Prab.g_00624	Syao.g_01343
OG0001359	Prab.g_01085	Syao.g_01234
OG0001360	Prab.g_01140	Syao.g_00177
OG0001361	Prab.g_01235	Syao.g_00182
OG0001364	Prab.g_01829	Syao.g_01969
OG0001365	Prab.g_01907	Syao.g_02441
OG0001371	Prab.g_00684	Syao.g_02638
OG0001372	Prab.g_00775, Prab.g_00803	Syao.g_00368
OG0001373	Prab.g_01096	Syao.g_02291, Syao.g_02292
OG0001374	Prab.g_01088	Syao.g_02300
OG0001375	Prab.g_01087	Syao.g_01236
OG0001376	Prab.g_01106	Syao.g_00617
OG0001377	Prab.g_01107	Syao.g_00618
OG0001378	Prab.g_01149	Syao.g_01732
OG0001379	Prab.g_01320	Syao.g_01441
OG0001380	Prab.g_01349	Syao.g_00360
OG0001382	Prab.g_01581	Syao.g_00766
OG0001385	Prab.g_01099	Syao.g_02288
OG0001386	Prab.g_01098	Syao.g_02289
OG0001387	Prab.g_01097	Syao.g_02290
OG0001388	Prab.g_01094	Syao.g_02294
OG0001389	Prab.g_01093	Syao.g_02295
OG0001390	Prab.g_01092	Syao.g_02296
OG0001391	Prab.g_01091	Syao.g_02297
OG0001392	Prab.g_01090	Syao.g_02298
OG0001393	Prab.g_01089	Syao.g_02299
OG0001394	Prab.g_01053	Syao.g_00983
OG0001395	Prab.g_00942	Syao.g_00470
OG0001398	Prab.g_01603	Syao.g_02641
OG0001399	Prab.g_01748	Syao.g_01861
OG0001403	Prab.g_00030	Syao.g_02235
OG0001405	Prab.g_00314	Syao.g_01911
OG0001406	Prab.g_01105	Syao.g_00616
OG0001407	Prab.g_01118	Syao.g_00519
OG0001408	Prab.g_01123	Syao.g_01384
OG0001411	Prab.g_01391	Syao.g_01079, Syao.g_02007
OG0001415	Prab.g_00222	Syao.g_00999
OG0001416	Prab.g_00464	Syao.g_01223
OG0001417	Prab.g_00474	Syao.g_00657
OG0001418	Prab.g_00689	Syao.g_00212
OG0001419	Prab.g_01119	Syao.g_00520
OG0001420	Prab.g_01158	Syao.g_01403
OG0001422	Prab.g_01592	Syao.g_00284
OG0001423	Prab.g_00406	Syao.g_00722
OG0001425	Prab.g_01917	Syao.g_02366
OG0001429	Prab.g_00830	Syao.g_00648
OG0001432	Prab.g_01549	Syao.g_01219
OG0001433	Prab.g_00792	Syao.g_00300
OG0001434	Prab.g_01049	Syao.g_00988
OG0001437	Prab.g_00221	Syao.g_00998
OG0001438	Prab.g_00281	Syao.g_02049
OG0001439	Prab.g_00295	Syao.g_02026
OG0001441	Prab.g_00525	Syao.g_01394
OG0001442	Prab.g_00752	Syao.g_00738
OG0001443	Prab.g_01604	Syao.g_02369
OG0001447	Prab.g_00116	Syao.g_02585
OG0001449	Prab.g_00389	Syao.g_01691
OG0001452	Prab.g_01081	Syao.g_02104
OG0001453	Prab.g_00988	Syao.g_00814
OG0001454	Prab.g_01133	Syao.g_01295
OG0001456	Prab.g_01197	Syao.g_00708
OG0001457	Prab.g_01198	Syao.g_00709
OG0001458	Prab.g_01199	Syao.g_00710
OG0001459	Prab.g_01653, Prab.g_01557	Syao.g_00583
OG0001460	Prab.g_00791	Syao.g_00299
OG0001461	Prab.g_01286	Syao.g_00788
OG0001462	Prab.g_00034	Syao.g_02228
OG0001468	Prab.g_01110	Syao.g_00604
OG0001471	Prab.g_01552	Syao.g_02031
OG0001473	Prab.g_01877	Syao.g_00621
OG0001474	Prab.g_00327	Syao.g_01870
OG0001486	Prab.g_01217	Syao.g_00125
OG0001492	Prab.g_01266	Syao.g_00268
OG0001493	Prab.g_01274	Syao.g_00260
OG0001502	Prab.g_00810	Syao.g_00526
OG0001507	Prab.g_01586	Syao.g_00874
OG0001525	Prab.g_01570	Syao.g_00881
OG0001526	Prab.g_01729	Syao.g_02559
OG0001527	Prab.g_00567	Syao.g_00846
OG0001546	Prab.g_00528	Syao.g_01397
OG0001547	Prab.g_00812	Syao.g_00570
OG0001553	Prab.g_01463	Syao.g_01510
OG0001554	Prab.g_01560	Syao.g_00323
OG0001556	Prab.g_00785	Syao.g_00311
OG0001566	Prab.g_00681	Syao.g_01198
OG0001567	Prab.g_00811	Syao.g_00571
OG0001568	Prab.g_00813	Syao.g_00569
OG0001570	Prab.g_01161	Syao.g_00286
OG0001572	Prab.g_00415	Syao.g_00721
OG0001584	Prab.g_01037	Syao.g_00746
OG0001587	Prab.g_01728	Syao.g_01693
OG0001588	Prab.g_01384	Syao.g_01998
OG0001605	Prab.g_00961	Syao.g_01284
OG0001613	Prab.g_01821	Syao.g_01854
OG0001634	Prab.g_01589	Syao.g_00945
OG0001669	Prab.g_01292	Syao.g_01817
OG0001700	Prab.g_00790	Syao.g_00307
OG0001701	Prab.g_01730	Syao.g_02561
OG0001775	Prab.g_01121	Syao.g_00655
OG0001782	Prab.g_01436, Prab.g_01431	Syao.g_01965
OG0001990	Prab.g_00410	Syao.g_02311
OG0002154	Prab.g_01383	Syao.g_00867
OG0002375	Prab.g_01409	Syao.g_01082
OG0002486	Prab.g_01435	Syao.g_01966
OG0002692	Prab.g_00418	Syao.g_00365
OG0002778	Prab.g_01429	Syao.g_01967
OG0003346	Prab.g_01437	Syao.g_01133
OG0003347	Prab.g_01438	Syao.g_01994
