Orthogroup	Prao	Syae
OG0001175	Prao.g_01628	Syae.g_02046
OG0001176	Prao.g_01635	Syae.g_02076
OG0001177	Prao.g_01638	Syae.g_02073
OG0001178	Prao.g_01643	Syae.g_01168
OG0001179	Prao.g_01671	Syae.g_02106
OG0001180	Prao.g_01693	Syae.g_02130
OG0001181	Prao.g_01697	Syae.g_02134
OG0001182	Prao.g_01704	Syae.g_02143
OG0001183	Prao.g_01708	Syae.g_02147
OG0001184	Prao.g_01724	Syae.g_01862
OG0001185	Prao.g_01738	Syae.g_01835
OG0001188	Prao.g_01768	Syae.g_01783
OG0001189	Prao.g_01785	Syae.g_01767
OG0001190	Prao.g_01789	Syae.g_01567
OG0001191	Prao.g_01799	Syae.g_01580
OG0001192	Prao.g_01804	Syae.g_01587
OG0001193	Prao.g_01814	Syae.g_01617
OG0001194	Prao.g_01815	Syae.g_01625
OG0001195	Prao.g_01816	Syae.g_01626
OG0001196	Prao.g_01829	Syae.g_01695
OG0001197	Prao.g_01830	Syae.g_01697
OG0001198	Prao.g_01838	Syae.g_01709
OG0001199	Prao.g_00213	Syae.g_01291
OG0001200	Prao.g_00215	Syae.g_01293
OG0001201	Prao.g_00246	Syae.g_01364
OG0001202	Prao.g_00337	Syae.g_01494
OG0001203	Prao.g_00376	Syae.g_02240
OG0001204	Prao.g_00381	Syae.g_02022
OG0001205	Prao.g_00549	Syae.g_00984
OG0001206	Prao.g_00568	Syae.g_02502
OG0001207	Prao.g_00583	Syae.g_02300
OG0001208	Prao.g_00588	Syae.g_02311
OG0001209	Prao.g_01856	Syae.g_02377
OG0001210	Prao.g_01159	Syae.g_02387
OG0001211	Prao.g_01169	Syae.g_02403
OG0001212	Prao.g_00034	Syae.g_02460
OG0001213	Prao.g_00068	Syae.g_00062
OG0001214	Prao.g_00076	Syae.g_00076
OG0001215	Prao.g_00128	Syae.g_00757
OG0001216	Prao.g_00650	Syae.g_00470
OG0001217	Prao.g_00687	Syae.g_00151
OG0001218	Prao.g_00694	Syae.g_02605
OG0001219	Prao.g_00729	Syae.g_00312
OG0001220	Prao.g_00793	Syae.g_00880
OG0001221	Prao.g_00856	Syae.g_00559
OG0001222	Prao.g_00894	Syae.g_00347
OG0001223	Prao.g_00920	Syae.g_00392
OG0001224	Prao.g_00970	Syae.g_00797
OG0001225	Prao.g_00972	Syae.g_00795
OG0001226	Prao.g_01001	Syae.g_00135
OG0001227	Prao.g_01019	Syae.g_01600
OG0001228	Prao.g_01044	Syae.g_01004
OG0001229	Prao.g_01241	Syae.g_00771
OG0001230	Prao.g_01389	Syae.g_02662
OG0001231	Prao.g_01493	Syae.g_01729
OG0001232	Prao.g_01575	Syae.g_01197
OG0001233	Prao.g_01595	Syae.g_01038
OG0001234	Prao.g_01630	Syae.g_02050
OG0001235	Prao.g_01640	Syae.g_02066
OG0001236	Prao.g_01721	Syae.g_01867
OG0001238	Prao.g_01800	Syae.g_01582
OG0001239	Prao.g_00210	Syae.g_01288
OG0001240	Prao.g_00232	Syae.g_01347
OG0001241	Prao.g_00240	Syae.g_01357
OG0001242	Prao.g_00258	Syae.g_01387
OG0001243	Prao.g_00264	Syae.g_01395
OG0001244	Prao.g_00279	Syae.g_01425
OG0001245	Prao.g_00514	Syae.g_00149
OG0001246	Prao.g_00610	Syae.g_02337
OG0001247	Prao.g_00121	Syae.g_00482
OG0001248	Prao.g_00123	Syae.g_00485
OG0001249	Prao.g_00718	Syae.g_02186
OG0001250	Prao.g_00782	Syae.g_00841
OG0001251	Prao.g_00830	Syae.g_01632
OG0001252	Prao.g_00965	Syae.g_00804
OG0001253	Prao.g_01020	Syae.g_00243
OG0001254	Prao.g_01120	Syae.g_00637
OG0001255	Prao.g_01105	Syae.g_00667
OG0001256	Prao.g_01486	Syae.g_01149
OG0001257	Prao.g_01492	Syae.g_00295
OG0001258	Prao.g_01549	Syae.g_01159
OG0001259	Prao.g_01593	Syae.g_01036
OG0001260	Prao.g_01609	Syae.g_01058
OG0001261	Prao.g_01679	Syae.g_02115
OG0001262	Prao.g_01783	Syae.g_01769
OG0001263	Prao.g_00267	Syae.g_01399
OG0001264	Prao.g_00015	Syae.g_01222
OG0001265	Prao.g_00257	Syae.g_01385
OG0001266	Prao.g_00341	Syae.g_01498
OG0001267	Prao.g_00417	Syae.g_01969
OG0001268	Prao.g_00475	Syae.g_02198
OG0001269	Prao.g_00493	Syae.g_00225
OG0001270	Prao.g_00538	Syae.g_00997
OG0001271	Prao.g_00578	Syae.g_02527
OG0001272	Prao.g_00592	Syae.g_02315
OG0001273	Prao.g_00070	Syae.g_00069
OG0001274	Prao.g_00141	Syae.g_01535
OG0001275	Prao.g_00930	Syae.g_00407
OG0001276	Prao.g_00949	Syae.g_00423
OG0001277	Prao.g_01009	Syae.g_01677
OG0001278	Prao.g_01039	Syae.g_00697
OG0001280	Prao.g_01277	Syae.g_00958
OG0001281	Prao.g_01271	Syae.g_00969
OG0001282	Prao.g_01238	Syae.g_02298
OG0001283	Prao.g_01216	Syae.g_01688
OG0001284	Prao.g_01466	Syae.g_01132
OG0001285	Prao.g_01578	Syae.g_00237
OG0001287	Prao.g_01745	Syae.g_01827
OG0001288	Prao.g_01754	Syae.g_01815
OG0001289	Prao.g_00226	Syae.g_01330
OG0001290	Prao.g_00239	Syae.g_01356
OG0001292	Prao.g_00386	Syae.g_02017
OG0001293	Prao.g_00399	Syae.g_01996
OG0001294	Prao.g_00512	Syae.g_00593
OG0001295	Prao.g_00573	Syae.g_02389
OG0001296	Prao.g_00615	Syae.g_02343
OG0001297	Prao.g_00620	Syae.g_02347
OG0001298	Prao.g_01869	Syae.g_02439
OG0001299	Prao.g_00105	Syae.g_00599
OG0001300	Prao.g_00131	Syae.g_00766
OG0001301	Prao.g_00134	Syae.g_00780
OG0001302	Prao.g_00727	Syae.g_00110
OG0001304	Prao.g_00959	Syae.g_00436
OG0001305	Prao.g_00978	Syae.g_00786
OG0001306	Prao.g_01103	Syae.g_00943
OG0001307	Prao.g_01256	Syae.g_02059
OG0001310	Prao.g_01564	Syae.g_01178
OG0001311	Prao.g_00951	Syae.g_00425
OG0001312	Prao.g_00883	Syae.g_00326
OG0001313	Prao.g_00641	Syae.g_02511, Syae.g_02509
OG0001315	Prao.g_00200	Syae.g_02145
OG0001316	Prao.g_00278	Syae.g_01415
OG0001317	Prao.g_00372	Syae.g_02235
OG0001318	Prao.g_00394	Syae.g_02004
OG0001319	Prao.g_00410	Syae.g_01980
OG0001321	Prao.g_00555	Syae.g_00978
OG0001322	Prao.g_00556	Syae.g_00977
OG0001323	Prao.g_00625	Syae.g_02355
OG0001324	Prao.g_00132	Syae.g_00767
OG0001325	Prao.g_00653	Syae.g_00465
OG0001326	Prao.g_00817	Syae.g_01641
OG0001327	Prao.g_00993	Syae.g_00586
OG0001328	Prao.g_01018	Syae.g_00565
OG0001330	Prao.g_01306	Syae.g_00950
OG0001331	Prao.g_01233	Syae.g_02293
OG0001332	Prao.g_01439	Syae.g_01077
OG0001333	Prao.g_01589	Syae.g_01032
OG0001334	Prao.g_01711	Syae.g_02156
OG0001335	Prao.g_01712	Syae.g_02157
OG0001336	Prao.g_01826	Syae.g_01689
OG0001339	Prao.g_00242	Syae.g_01359
OG0001340	Prao.g_00464	Syae.g_02176
OG0001341	Prao.g_00685	Syae.g_00737
OG0001342	Prao.g_00722	Syae.g_02559
OG0001343	Prao.g_00826, Prao.g_00827	Syae.g_01629
OG0001344	Prao.g_01085	Syae.g_00916
OG0001345	Prao.g_01070	Syae.g_00886
OG0001346	Prao.g_01275	Syae.g_00962
OG0001347	Prao.g_01189	Syae.g_01907, Syae.g_01237, Syae.g_01794
OG0001349	Prao.g_01360	Syae.g_01228, Syae.g_01245
OG0001350	Prao.g_01537	Syae.g_02239
OG0001351	Prao.g_00558	Syae.g_02492
OG0001352	Prao.g_00118	Syae.g_00666
OG0001353	Prao.g_00773	Syae.g_00831
OG0001354	Prao.g_00912	Syae.g_00379
OG0001355	Prao.g_01521	Syae.g_00120
OG0001358	Prao.g_00059	Syae.g_00046
OG0001359	Prao.g_00828	Syae.g_01628
OG0001360	Prao.g_01021	Syae.g_00883
OG0001361	Prao.g_01073	Syae.g_00889
OG0001362	Prao.g_01411	Syae.g_02637
OG0001363	Prao.g_01413	Syae.g_02635
OG0001364	Prao.g_01714	Syae.g_01883
OG0001369	Prao.g_00231	Syae.g_01346
OG0001373	Prao.g_00816	Syae.g_01640
OG0001374	Prao.g_00824	Syae.g_01648
OG0001375	Prao.g_00825	Syae.g_01630
OG0001376	Prao.g_00987	Syae.g_01589
OG0001377	Prao.g_00988	Syae.g_01588
OG0001378	Prao.g_01157	Syae.g_00998
OG0001379	Prao.g_01282	Syae.g_00952
OG0001382	Prao.g_01505	Syae.g_02490
OG0001385	Prao.g_00813	Syae.g_01637
OG0001386	Prao.g_00814	Syae.g_01638
OG0001387	Prao.g_00815	Syae.g_01639
OG0001388	Prao.g_00818	Syae.g_01642
OG0001389	Prao.g_00819	Syae.g_01643
OG0001390	Prao.g_00820	Syae.g_01644
OG0001391	Prao.g_00821	Syae.g_01645
OG0001392	Prao.g_00822	Syae.g_01646
OG0001393	Prao.g_00823	Syae.g_01647
OG0001395	Prao.g_00961	Syae.g_00446
OG0001396	Prao.g_01188	Syae.g_01908
OG0001397	Prao.g_01412	Syae.g_02636
OG0001401	Prao.g_00642	Syae.g_00835
OG0001402	Prao.g_00702	Syae.g_00051
OG0001404	Prao.g_00207	Syae.g_01283
OG0001405	Prao.g_00462	Syae.g_02159
OG0001406	Prao.g_00986	Syae.g_01590
OG0001407	Prao.g_00999	Syae.g_02368
OG0001408	Prao.g_01005	Syae.g_00712
OG0001410	Prao.g_01255	Syae.g_02060
OG0001413	Prao.g_01481	Syae.g_00123
OG0001416	Prao.g_00565	Syae.g_00966
OG0001417	Prao.g_00575	Syae.g_00378
OG0001419	Prao.g_01000	Syae.g_02369
OG0001420	Prao.g_01148	Syae.g_00727, Syae.g_02365
OG0001421	Prao.g_01487	Syae.g_00241
OG0001422	Prao.g_01511	Syae.g_00953
OG0001425	Prao.g_01803	Syae.g_01586
OG0001428	Prao.g_00310	Syae.g_01456
OG0001429	Prao.g_00730	Syae.g_00315
OG0001430	Prao.g_01312	Syae.g_01560
OG0001432	Prao.g_01479	Syae.g_00742
OG0001438	Prao.g_00430	Syae.g_01954
OG0001439	Prao.g_00443	Syae.g_01929
OG0001442	Prao.g_00678	Syae.g_00538
OG0001447	Prao.g_00265	Syae.g_01396
OG0001449	Prao.g_00527	Syae.g_02253
OG0001452	Prao.g_00832	Syae.g_02009
OG0001453	Prao.g_00924	Syae.g_00399
OG0001454	Prao.g_01014	Syae.g_00131
OG0001456	Prao.g_01112	Syae.g_01650
OG0001457	Prao.g_01111	Syae.g_01651
OG0001458	Prao.g_01110	Syae.g_01652
OG0001459	Prao.g_01323	Syae.g_00621
OG0001462	Prao.g_00180	Syae.g_01754
OG0001465	Prao.g_00140	Syae.g_00475
OG0001468	Prao.g_00991	Syae.g_00113
OG0001471	Prao.g_01482	Syae.g_01934
OG0001473	Prao.g_01762	Syae.g_00107
OG0001477	Prao.g_00006	Syae.g_00776
OG0001479	Prao.g_00473	Syae.g_02196
OG0001482	Prao.g_00561	Syae.g_00388
OG0001484	Prao.g_01298	Syae.g_01649
OG0001492	Prao.g_01042	Syae.g_00694
OG0001493	Prao.g_01034	Syae.g_00702
OG0001495	Prao.g_01637	Syae.g_02072
OG0001496	Prao.g_00008	Syae.g_00774
OG0001497	Prao.g_00007	Syae.g_00775
OG0001499	Prao.g_00199	Syae.g_00216
OG0001502	Prao.g_00710	Syae.g_00874
OG0001504	Prao.g_01322	Syae.g_00622
OG0001507	Prao.g_01532	Syae.g_00192
OG0001514	Prao.g_00009	Syae.g_00773
OG0001520	Prao.g_00522	Syae.g_02425
OG0001546	Prao.g_00630	Syae.g_02359
OG0001547	Prao.g_00712	Syae.g_00293
OG0001548	Prao.g_00716	Syae.g_00142
OG0001549	Prao.g_00800	Syae.g_00882
OG0001551	Prao.g_01113	Syae.g_00815
OG0001554	Prao.g_01488	Syae.g_01565
OG0001558	Prao.g_00638	Syae.g_01732
OG0001564	Prao.g_01209	Syae.g_02485
OG0001567	Prao.g_00711	Syae.g_00291
OG0001568	Prao.g_00713	Syae.g_00297
OG0001570	Prao.g_01146	Syae.g_00278
OG0001582	Prao.g_00574	Syae.g_00443
OG0001585	Prao.g_01329	Syae.g_02396, Syae.g_00440
OG0001602	Prao.g_00139	Syae.g_00476
OG0001625	Prao.g_00396	Syae.g_02002
OG0001627	Prao.g_00691	Syae.g_01079
OG0001641	Prao.g_01200	Syae.g_00397
OG0001647	Prao.g_00411	Syae.g_01978
OG0001652	Prao.g_00636	Syae.g_01730
OG0001666	Prao.g_01324	Syae.g_00214
OG0001667	Prao.g_01303	Syae.g_00731
OG0001671	Prao.g_00151	Syae.g_01521
OG0001748	Prao.g_00152	Syae.g_01523
OG0001758	Prao.g_01541	Syae.g_00620
OG0001837	Prao.g_00153	Syae.g_01522
OG0001875	Prao.g_01542	Syae.g_00619
OG0001876	Prao.g_01543	Syae.g_00618
OG0001991	Prao.g_00562	Syae.g_00567
OG0002375	Prao.g_01361	Syae.g_01229
OG0002416	Prao.g_01028	Syae.g_00724
OG0002651	Prao.g_01211	Syae.g_01225
OG0002731	Prao.g_00643	Syae.g_01114
OG0002916	Prao.g_01259	Syae.g_00215
OG0004663	Prao.g_01199	Syae.g_01207
