Orthogroup	Prao	Syap
OG0001396	Prao.g_01188	Syap.g_02537
OG0001401	Prao.g_00642	Syap.g_01844
OG0001406	Prao.g_00986	Syap.g_01989
OG0001408	Prao.g_01005	Syap.g_01862
OG0001415	Prao.g_00369	Syap.g_00447, Syap.g_00446
OG0001418	Prao.g_00122	Syap.g_00221
OG0001420	Prao.g_01148	Syap.g_02736
OG0001422	Prao.g_01511	Syap.g_01682
OG0001425	Prao.g_01803	Syap.g_01024
OG0001428	Prao.g_00310	Syap.g_01196
OG0001432	Prao.g_01479	Syap.g_01967
OG0001437	Prao.g_00368	Syap.g_00448
OG0001438	Prao.g_00430	Syap.g_01346, Syap.g_01630
OG0001439	Prao.g_00443	Syap.g_01674
OG0001441	Prao.g_00627	Syap.g_02749
OG0001447	Prao.g_00265	Syap.g_02218
OG0001452	Prao.g_00832	Syap.g_01590
OG0001453	Prao.g_00924	Syap.g_02687
OG0001456	Prao.g_01112	Syap.g_01828
OG0001457	Prao.g_01111	Syap.g_01826
OG0001458	Prao.g_01110	Syap.g_01825
OG0001459	Prao.g_01323	Syap.g_00351
OG0001479	Prao.g_00473	Syap.g_00565
OG0001492	Prao.g_01042	Syap.g_02441
OG0001493	Prao.g_01034	Syap.g_02433
OG0001495	Prao.g_01637	Syap.g_01921
OG0001502	Prao.g_00710	Syap.g_00833
OG0001504	Prao.g_01322	Syap.g_00350
OG0001507	Prao.g_01532	Syap.g_00227
OG0001546	Prao.g_00630	Syap.g_02745
OG0001547	Prao.g_00712	Syap.g_00840, Syap.g_00839
OG0001553	Prao.g_01394	Syap.g_02121
OG0001558	Prao.g_00638	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001564	Prao.g_01209	Syap.g_00876
OG0001567	Prao.g_00711	Syap.g_00838
OG0001568	Prao.g_00713	Syap.g_00842
OG0001570	Prao.g_01146	Syap.g_00438
OG0001584	Prao.g_00875	Syap.g_00183
OG0001587	Prao.g_01611	Syap.g_02669
OG0001613	Prao.g_01706	Syap.g_00597
OG0001632	Prao.g_01330	Syap.g_02524
OG0001641	Prao.g_01200	Syap.g_02685
OG0001647	Prao.g_00411	Syap.g_01370
OG0001652	Prao.g_00636	Syap.g_02634
OG0001669	Prao.g_00184	Syap.g_01283
OG0001745	Prao.g_01478	Syap.g_02401
OG0001748	Prao.g_00152	Syap.g_01911
OG0001919	Prao.g_00524	Syap.g_01968
OG0001959	Prao.g_01345	Syap.g_02163
OG0001991	Prao.g_00562	Syap.g_00791
OG0002026	Prao.g_00523	Syap.g_00821
OG0002029	Prao.g_01325	Syap.g_00356
OG0002098	Prao.g_01357	Syap.g_02161
OG0002375	Prao.g_01361	Syap.g_00880
OG0002651	Prao.g_01211	Syap.g_00854
OG0002699	Prao.g_01356	Syap.g_01710
OG0002731	Prao.g_00643	Syap.g_00533
OG0002916	Prao.g_01259	Syap.g_00866
