Orthogroup	Prao	Syao
OG0001178	Prao.g_01643	Syao.g_01541
OG0001179	Prao.g_01671	Syao.g_01768
OG0001180	Prao.g_01693	Syao.g_01833
OG0001181	Prao.g_01697	Syao.g_01829
OG0001182	Prao.g_01704	Syao.g_01820
OG0001183	Prao.g_01708	Syao.g_01851
OG0001184	Prao.g_01724	Syao.g_02264
OG0001185	Prao.g_01738	Syao.g_02147
OG0001186	Prao.g_01761	Syao.g_02173
OG0001187	Prao.g_01765	Syao.g_02171
OG0001188	Prao.g_01768	Syao.g_02169
OG0001189	Prao.g_01785	Syao.g_02215
OG0001190	Prao.g_01789	Syao.g_02436
OG0001191	Prao.g_01799	Syao.g_02449
OG0001192	Prao.g_01804	Syao.g_02367
OG0001193	Prao.g_01814	Syao.g_02284
OG0001194	Prao.g_01815	Syao.g_02285
OG0001195	Prao.g_01816	Syao.g_02286
OG0001196	Prao.g_01829	Syao.g_02341
OG0001197	Prao.g_01830	Syao.g_02343
OG0001198	Prao.g_01838	Syao.g_02158
OG0001199	Prao.g_00213	Syao.g_02623
OG0001200	Prao.g_00215	Syao.g_02625
OG0001201	Prao.g_00246	Syao.g_02601
OG0001202	Prao.g_00337	Syao.g_02461
OG0001203	Prao.g_00376	Syao.g_00296, Syao.g_01705
OG0001204	Prao.g_00381	Syao.g_02117
OG0001205	Prao.g_00549	Syao.g_01620
OG0001206	Prao.g_00568	Syao.g_02701, Syao.g_02702
OG0001207	Prao.g_00583	Syao.g_00035
OG0001208	Prao.g_00588	Syao.g_00026
OG0001209	Prao.g_01856	Syao.g_01415
OG0001210	Prao.g_01159	Syao.g_00882
OG0001211	Prao.g_01169	Syao.g_00861
OG0001212	Prao.g_00034	Syao.g_01001
OG0001213	Prao.g_00068	Syao.g_01322
OG0001214	Prao.g_00076	Syao.g_00896
OG0001215	Prao.g_00128	Syao.g_00700
OG0001216	Prao.g_00650	Syao.g_00492
OG0001218	Prao.g_00694	Syao.g_00092
OG0001219	Prao.g_00729	Syao.g_00651
OG0001220	Prao.g_00793	Syao.g_00393
OG0001221	Prao.g_00856	Syao.g_01657
OG0001222	Prao.g_00894	Syao.g_00687
OG0001223	Prao.g_00920	Syao.g_00820
OG0001224	Prao.g_00970	Syao.g_00427
OG0001226	Prao.g_01001	Syao.g_02633
OG0001227	Prao.g_01019	Syao.g_01047
OG0001228	Prao.g_01044	Syao.g_02256
OG0001229	Prao.g_01241	Syao.g_00220
OG0001230	Prao.g_01389	Syao.g_01503
OG0001231	Prao.g_01493	Syao.g_02254
OG0001232	Prao.g_01575	Syao.g_01664
OG0001233	Prao.g_01595	Syao.g_01643
OG0001234	Prao.g_01630	Syao.g_02035
OG0001235	Prao.g_01640	Syao.g_01863
OG0001236	Prao.g_01721	Syao.g_02261
OG0001238	Prao.g_01800	Syao.g_02451
OG0001239	Prao.g_00210	Syao.g_02620
OG0001240	Prao.g_00232	Syao.g_02669
OG0001242	Prao.g_00258	Syao.g_02576
OG0001243	Prao.g_00264	Syao.g_02584
OG0001244	Prao.g_00279	Syao.g_02477
OG0001245	Prao.g_00514	Syao.g_00362
OG0001247	Prao.g_00121	Syao.g_00390
OG0001249	Prao.g_00718	Syao.g_01882
OG0001250	Prao.g_00782	Syao.g_00556
OG0001251	Prao.g_00830	Syao.g_00641
OG0001252	Prao.g_00965	Syao.g_00507
OG0001253	Prao.g_01020	Syao.g_01220
OG0001254	Prao.g_01120	Syao.g_01426
OG0001255	Prao.g_01105	Syao.g_00920
OG0001256	Prao.g_01486	Syao.g_01572
OG0001257	Prao.g_01492	Syao.g_00414
OG0001258	Prao.g_01549	Syao.g_01561
OG0001259	Prao.g_01593	Syao.g_01645
OG0001260	Prao.g_01609	Syao.g_01623
OG0001261	Prao.g_01679	Syao.g_01814
OG0001262	Prao.g_01783	Syao.g_02213
OG0001263	Prao.g_00267	Syao.g_02541
OG0001265	Prao.g_00257	Syao.g_02574
OG0001266	Prao.g_00341	Syao.g_02465
OG0001267	Prao.g_00417	Syao.g_02063
OG0001268	Prao.g_00475	Syao.g_01871
OG0001270	Prao.g_00538	Syao.g_01733
OG0001271	Prao.g_00578	Syao.g_02685
OG0001272	Prao.g_00592	Syao.g_00120
OG0001274	Prao.g_00141	Syao.g_02401
OG0001275	Prao.g_00930	Syao.g_00806
OG0001276	Prao.g_00949	Syao.g_00450
OG0001277	Prao.g_01009	Syao.g_01334
OG0001278	Prao.g_01039	Syao.g_00265
OG0001281	Prao.g_01271	Syao.g_01454
OG0001282	Prao.g_01238	Syao.g_00037
OG0001283	Prao.g_01216	Syao.g_02335
OG0001284	Prao.g_01466	Syao.g_01587
OG0001285	Prao.g_01578	Syao.g_01010
OG0001286	Prao.g_01691	Syao.g_01835
OG0001288	Prao.g_01754	Syao.g_02187
OG0001289	Prao.g_00226	Syao.g_02649
OG0001292	Prao.g_00386	Syao.g_02111
OG0001293	Prao.g_00399	Syao.g_02091
OG0001294	Prao.g_00512	Syao.g_00948
OG0001295	Prao.g_00573	Syao.g_00878
OG0001296	Prao.g_00615	Syao.g_00163
OG0001297	Prao.g_00620	Syao.g_00159
OG0001298	Prao.g_01869	Syao.g_01043
OG0001299	Prao.g_00105	Syao.g_00942
OG0001302	Prao.g_00727	Syao.g_02711
OG0001304	Prao.g_00959	Syao.g_00466
OG0001305	Prao.g_00978	Syao.g_00382
OG0001306	Prao.g_01103	Syao.g_00141
OG0001308	Prao.g_01407	Syao.g_01500
OG0001310	Prao.g_01564	Syao.g_01681
OG0001311	Prao.g_00951	Syao.g_00452
OG0001312	Prao.g_00883	Syao.g_00635
OG0001313	Prao.g_00641	Syao.g_02692
OG0001315	Prao.g_00200	Syao.g_01853
OG0001317	Prao.g_00372	Syao.g_01701
OG0001318	Prao.g_00394	Syao.g_02099
OG0001319	Prao.g_00410	Syao.g_02075
OG0001323	Prao.g_00625	Syao.g_01392
OG0001325	Prao.g_00653	Syao.g_00487
OG0001326	Prao.g_00817	Syao.g_02293
OG0001327	Prao.g_00993	Syao.g_00953
OG0001328	Prao.g_01018	Syao.g_00198
OG0001329	Prao.g_01129	Syao.g_00876
OG0001330	Prao.g_01306	Syao.g_01444
OG0001331	Prao.g_01233	Syao.g_00042
OG0001332	Prao.g_01439	Syao.g_01244
OG0001333	Prao.g_01589	Syao.g_01649
OG0001335	Prao.g_01712	Syao.g_01913
OG0001336	Prao.g_01826	Syao.g_02336
OG0001340	Prao.g_00464	Syao.g_01892
OG0001341	Prao.g_00685	Syao.g_00602
OG0001343	Prao.g_00826, Prao.g_00827	Syao.g_01235
OG0001345	Prao.g_01070	Syao.g_00179
OG0001347	Prao.g_01189	Syao.g_02725
OG0001349	Prao.g_01360	Syao.g_01074
OG0001351	Prao.g_00558	Syao.g_00060
OG0001353	Prao.g_00773	Syao.g_00439
OG0001354	Prao.g_00912	Syao.g_00833
OG0001358	Prao.g_00059	Syao.g_01343
OG0001359	Prao.g_00828	Syao.g_01234
OG0001360	Prao.g_01021	Syao.g_00177
OG0001361	Prao.g_01073	Syao.g_00182
OG0001364	Prao.g_01714	Syao.g_01969
OG0001365	Prao.g_01793	Syao.g_02441
OG0001369	Prao.g_00231	Syao.g_02668
OG0001371	Prao.g_00117	Syao.g_02638
OG0001372	Prao.g_00693	Syao.g_00368
OG0001373	Prao.g_00816	Syao.g_02291, Syao.g_02292
OG0001374	Prao.g_00824	Syao.g_02300
OG0001375	Prao.g_00825	Syao.g_01236
OG0001376	Prao.g_00987	Syao.g_00617
OG0001377	Prao.g_00988	Syao.g_00618
OG0001378	Prao.g_01157	Syao.g_01732
OG0001379	Prao.g_01282	Syao.g_01441
OG0001380	Prao.g_01251	Syao.g_00360
OG0001382	Prao.g_01505	Syao.g_00766
OG0001385	Prao.g_00813	Syao.g_02288
OG0001386	Prao.g_00814	Syao.g_02289
OG0001387	Prao.g_00815	Syao.g_02290
OG0001388	Prao.g_00818	Syao.g_02294
OG0001389	Prao.g_00819	Syao.g_02295
OG0001390	Prao.g_00820	Syao.g_02296
OG0001391	Prao.g_00821	Syao.g_02297
OG0001392	Prao.g_00822	Syao.g_02298
OG0001393	Prao.g_00823	Syao.g_02299
OG0001395	Prao.g_00961	Syao.g_00470
OG0001396	Prao.g_01188	Syao.g_02726
OG0001399	Prao.g_01632	Syao.g_01861
OG0001401	Prao.g_00642	Syao.g_00434
OG0001402	Prao.g_00702	Syao.g_01338
OG0001405	Prao.g_00462	Syao.g_01911
OG0001406	Prao.g_00986	Syao.g_00616
OG0001407	Prao.g_00999	Syao.g_00519
OG0001408	Prao.g_01005	Syao.g_01384
OG0001415	Prao.g_00369	Syao.g_00999
OG0001416	Prao.g_00565	Syao.g_01223
OG0001417	Prao.g_00575	Syao.g_00657
OG0001418	Prao.g_00122	Syao.g_00212
OG0001419	Prao.g_01000	Syao.g_00520
OG0001420	Prao.g_01148	Syao.g_01403
OG0001422	Prao.g_01511	Syao.g_00284
OG0001423	Prao.g_01368	Syao.g_00722
OG0001425	Prao.g_01803	Syao.g_02366
OG0001429	Prao.g_00730	Syao.g_00648
OG0001432	Prao.g_01479	Syao.g_01219
OG0001437	Prao.g_00368	Syao.g_00998
OG0001438	Prao.g_00430	Syao.g_02049
OG0001439	Prao.g_00443	Syao.g_02026
OG0001441	Prao.g_00627	Syao.g_01394
OG0001442	Prao.g_00678	Syao.g_00738
OG0001447	Prao.g_00265	Syao.g_02585
OG0001449	Prao.g_00527	Syao.g_01691
OG0001452	Prao.g_00832	Syao.g_02104
OG0001453	Prao.g_00924	Syao.g_00814
OG0001454	Prao.g_01014	Syao.g_01295
OG0001456	Prao.g_01112	Syao.g_00708
OG0001457	Prao.g_01111	Syao.g_00709
OG0001458	Prao.g_01110	Syao.g_00710
OG0001459	Prao.g_01323	Syao.g_00583
OG0001462	Prao.g_00180	Syao.g_02228
OG0001467	Prao.g_00719	Syao.g_01225
OG0001468	Prao.g_00991	Syao.g_00604
OG0001471	Prao.g_01482	Syao.g_02031
OG0001473	Prao.g_01762	Syao.g_00621
OG0001477	Prao.g_00006	Syao.g_00408
OG0001479	Prao.g_00473	Syao.g_01873
OG0001486	Prao.g_01091	Syao.g_00125
OG0001492	Prao.g_01042	Syao.g_00268
OG0001493	Prao.g_01034	Syao.g_00260
OG0001495	Prao.g_01637	Syao.g_01803
OG0001496	Prao.g_00008	Syao.g_00410
OG0001497	Prao.g_00007	Syao.g_00409
OG0001502	Prao.g_00710	Syao.g_00526
OG0001507	Prao.g_01532	Syao.g_00874
OG0001514	Prao.g_00009	Syao.g_00411
OG0001520	Prao.g_00522	Syao.g_01044
OG0001522	Prao.g_00774	Syao.g_00568
OG0001526	Prao.g_01613	Syao.g_02559
OG0001546	Prao.g_00630	Syao.g_01397
OG0001547	Prao.g_00712	Syao.g_00570
OG0001553	Prao.g_01394	Syao.g_01510
OG0001554	Prao.g_01488	Syao.g_00323
OG0001558	Prao.g_00638	Syao.g_02251
OG0001564	Prao.g_01209	Syao.g_01231, Syao.g_00883
OG0001566	Prao.g_00115	Syao.g_01198
OG0001567	Prao.g_00711	Syao.g_00571
OG0001568	Prao.g_00713	Syao.g_00569
OG0001570	Prao.g_01146	Syao.g_00286
OG0001573	Prao.g_01352	Syao.g_00024
OG0001584	Prao.g_00875	Syao.g_00746
OG0001587	Prao.g_01611	Syao.g_01693
OG0001605	Prao.g_00942	Syao.g_01284
OG0001613	Prao.g_01706	Syao.g_01854
OG0001625	Prao.g_00396	Syao.g_02097
OG0001627	Prao.g_00691	Syao.g_01698
OG0001641	Prao.g_01200	Syao.g_00816
OG0001647	Prao.g_00411	Syao.g_02073
OG0001652	Prao.g_00636	Syao.g_02253
OG0001669	Prao.g_00184	Syao.g_01817
OG0001671	Prao.g_00151	Syao.g_02387
OG0001701	Prao.g_01614	Syao.g_02561
OG0001748	Prao.g_00152	Syao.g_02389
OG0001775	Prao.g_01002	Syao.g_00655
OG0001837	Prao.g_00153	Syao.g_02388
OG0002295	Prao.g_01372	Syao.g_00719
OG0002364	Prao.g_00731	Syao.g_00647
OG0002375	Prao.g_01361	Syao.g_01082
OG0002416	Prao.g_01028	Syao.g_00367
OG0002699	Prao.g_01356	Syao.g_02002
OG0002731	Prao.g_00643	Syao.g_00468
OG0003086	Prao.g_01373	Syao.g_00718
