Orthogroup	Prao	Prbh
OG0001127	Prao.g_00964	Prbh.g_01041
OG0001128	Prao.g_00966	Prbh.g_01039
OG0001129	Prao.g_00967	Prbh.g_01038
OG0001130	Prao.g_00968	Prbh.g_01037
OG0001131	Prao.g_01007	Prbh.g_00411
OG0001132	Prao.g_01016	Prbh.g_00827
OG0001133	Prao.g_01137	Prbh.g_00008
OG0001134	Prao.g_01122	Prbh.g_01868
OG0001135	Prao.g_01119	Prbh.g_01865
OG0001136	Prao.g_01092	Prbh.g_01286
OG0001137	Prao.g_01081	Prbh.g_01273
OG0001138	Prao.g_01063	Prbh.g_01252
OG0001139	Prao.g_01062	Prbh.g_01250
OG0001140	Prao.g_01061	Prbh.g_01249
OG0001141	Prao.g_01060	Prbh.g_01248
OG0001142	Prao.g_01059	Prbh.g_01247
OG0001143	Prao.g_01052	Prbh.g_01240
OG0001144	Prao.g_01047	Prbh.g_01235
OG0001145	Prao.g_01284	Prbh.g_01365
OG0001146	Prao.g_01272	Prbh.g_01377
OG0001147	Prao.g_01253	Prbh.g_00002
OG0001148	Prao.g_01237	Prbh.g_00011
OG0001149	Prao.g_01236	Prbh.g_00012
OG0001150	Prao.g_01235	Prbh.g_00013
OG0001151	Prao.g_01224	Prbh.g_00025
OG0001152	Prao.g_01223	Prbh.g_00026
OG0001153	Prao.g_01428	Prbh.g_00131
OG0001154	Prao.g_01429	Prbh.g_00132
OG0001155	Prao.g_01441	Prbh.g_00149
OG0001156	Prao.g_01444	Prbh.g_00152
OG0001157	Prao.g_01445	Prbh.g_00153
OG0001158	Prao.g_01446	Prbh.g_00154
OG0001159	Prao.g_01447	Prbh.g_00155
OG0001160	Prao.g_01471	Prbh.g_00181
OG0001161	Prao.g_01484	Prbh.g_01837
OG0001162	Prao.g_01495	Prbh.g_01824
OG0001163	Prao.g_01544	Prbh.g_01790
OG0001164	Prao.g_01548	Prbh.g_01787
OG0001165	Prao.g_01551	Prbh.g_01784
OG0001166	Prao.g_01571	Prbh.g_01763
OG0001167	Prao.g_01588	Prbh.g_01745
OG0001168	Prao.g_01590	Prbh.g_01743
OG0001169	Prao.g_01592	Prbh.g_01741
OG0001170	Prao.g_01594	Prbh.g_01739
OG0001171	Prao.g_01603	Prbh.g_01729
OG0001172	Prao.g_01618	Prbh.g_01714
OG0001173	Prao.g_01619	Prbh.g_01713
OG0001174	Prao.g_01627	Prbh.g_01705
OG0001175	Prao.g_01628	Prbh.g_01704
OG0001176	Prao.g_01635	Prbh.g_01696
OG0001177	Prao.g_01638	Prbh.g_01694
OG0001178	Prao.g_01643	Prbh.g_01777
OG0001179	Prao.g_01671	Prbh.g_01661
OG0001180	Prao.g_01693	Prbh.g_01638
OG0001181	Prao.g_01697	Prbh.g_01634
OG0001182	Prao.g_01704	Prbh.g_01626
OG0001183	Prao.g_01708	Prbh.g_01620
OG0001184	Prao.g_01724	Prbh.g_01602
OG0001185	Prao.g_01738	Prbh.g_01586
OG0001186	Prao.g_01761	Prbh.g_01562
OG0001187	Prao.g_01765	Prbh.g_01559
OG0001188	Prao.g_01768	Prbh.g_01557
OG0001189	Prao.g_01785	Prbh.g_01540
OG0001190	Prao.g_01789	Prbh.g_01535
OG0001191	Prao.g_01799	Prbh.g_01525
OG0001192	Prao.g_01804	Prbh.g_01520
OG0001193	Prao.g_01814	Prbh.g_01507
OG0001194	Prao.g_01815	Prbh.g_01506
OG0001195	Prao.g_01816	Prbh.g_01505
OG0001196	Prao.g_01829	Prbh.g_01488
OG0001197	Prao.g_01830	Prbh.g_01486
OG0001198	Prao.g_01838	Prbh.g_01479
OG0001199	Prao.g_00213	Prbh.g_00708
OG0001200	Prao.g_00215	Prbh.g_00706
OG0001201	Prao.g_00246	Prbh.g_00675
OG0001202	Prao.g_00337	Prbh.g_00583
OG0001203	Prao.g_00376	Prbh.g_00542
OG0001204	Prao.g_00381	Prbh.g_00536
OG0001205	Prao.g_00549	Prbh.g_00387
OG0001206	Prao.g_00568	Prbh.g_00366
OG0001207	Prao.g_00583	Prbh.g_00354
OG0001208	Prao.g_00588	Prbh.g_00349
OG0001209	Prao.g_01856	Prbh.g_00294
OG0001210	Prao.g_01159	Prbh.g_00290
OG0001211	Prao.g_01169	Prbh.g_00280
OG0001212	Prao.g_00034	Prbh.g_00234
OG0001213	Prao.g_00068	Prbh.g_01452
OG0001215	Prao.g_00128	Prbh.g_00925
OG0001216	Prao.g_00650	Prbh.g_00947
OG0001217	Prao.g_00687	Prbh.g_01875
OG0001218	Prao.g_00694	Prbh.g_01339
OG0001219	Prao.g_00729	Prbh.g_01054
OG0001220	Prao.g_00793	Prbh.g_01009
OG0001221	Prao.g_00856	Prbh.g_00889
OG0001222	Prao.g_00894	Prbh.g_01131
OG0001223	Prao.g_00920	Prbh.g_01103
OG0001224	Prao.g_00970	Prbh.g_01035
OG0001225	Prao.g_00972	Prbh.g_01033
OG0001226	Prao.g_01001	Prbh.g_01444
OG0001227	Prao.g_01019	Prbh.g_01331
OG0001228	Prao.g_01044	Prbh.g_01232
OG0001229	Prao.g_01241	Prbh.g_01872
OG0001230	Prao.g_01389	Prbh.g_00089
OG0001231	Prao.g_01493	Prbh.g_00410
OG0001232	Prao.g_01575	Prbh.g_01759
OG0001233	Prao.g_01595	Prbh.g_01738
OG0001234	Prao.g_01630	Prbh.g_01702
OG0001235	Prao.g_01640	Prbh.g_01698
OG0001236	Prao.g_01721	Prbh.g_01605
OG0001238	Prao.g_01800	Prbh.g_01524
OG0001239	Prao.g_00210	Prbh.g_00711
OG0001240	Prao.g_00232	Prbh.g_00690
OG0001241	Prao.g_00240	Prbh.g_00681
OG0001242	Prao.g_00258	Prbh.g_00662
OG0001243	Prao.g_00264	Prbh.g_00655
OG0001244	Prao.g_00279	Prbh.g_00640
OG0001245	Prao.g_00514	Prbh.g_01320
OG0001246	Prao.g_00610	Prbh.g_00824
OG0001247	Prao.g_00121	Prbh.g_00918
OG0001248	Prao.g_00123	Prbh.g_00920
OG0001249	Prao.g_00718	Prbh.g_00442
OG0001250	Prao.g_00782	Prbh.g_00995
OG0001251	Prao.g_00830	Prbh.g_00858
OG0001252	Prao.g_00965	Prbh.g_01040
OG0001253	Prao.g_01020	Prbh.g_01442
OG0001254	Prao.g_01120	Prbh.g_01866
OG0001255	Prao.g_01105	Prbh.g_01300
OG0001256	Prao.g_01486	Prbh.g_00188
OG0001258	Prao.g_01549	Prbh.g_01786
OG0001259	Prao.g_01593	Prbh.g_01740
OG0001261	Prao.g_01679	Prbh.g_01653
OG0001262	Prao.g_01783	Prbh.g_01542
OG0001263	Prao.g_00267	Prbh.g_00653
OG0001265	Prao.g_00257	Prbh.g_00663
OG0001266	Prao.g_00341	Prbh.g_00579
OG0001267	Prao.g_00417	Prbh.g_00499
OG0001268	Prao.g_00475	Prbh.g_00433
OG0001269	Prao.g_00493	Prbh.g_01008
OG0001270	Prao.g_00538	Prbh.g_00398
OG0001271	Prao.g_00578	Prbh.g_00359
OG0001272	Prao.g_00592	Prbh.g_00345
OG0001273	Prao.g_00070	Prbh.g_01222
OG0001274	Prao.g_00141	Prbh.g_00556
OG0001275	Prao.g_00930	Prbh.g_01112
OG0001276	Prao.g_00949	Prbh.g_01123
OG0001278	Prao.g_01039	Prbh.g_01228
OG0001280	Prao.g_01277	Prbh.g_01372
OG0001281	Prao.g_01271	Prbh.g_01378
OG0001282	Prao.g_01238	Prbh.g_00010
OG0001283	Prao.g_01216	Prbh.g_01492
OG0001284	Prao.g_01466	Prbh.g_00175
OG0001285	Prao.g_01578	Prbh.g_01756
OG0001286	Prao.g_01691	Prbh.g_01640
OG0001287	Prao.g_01745	Prbh.g_01579
OG0001288	Prao.g_01754	Prbh.g_01569
OG0001289	Prao.g_00226	Prbh.g_00696
OG0001290	Prao.g_00239	Prbh.g_00682
OG0001292	Prao.g_00386	Prbh.g_00531
OG0001293	Prao.g_00399	Prbh.g_00518
OG0001296	Prao.g_00615	Prbh.g_00321
OG0001297	Prao.g_00620	Prbh.g_00316
OG0001298	Prao.g_01869	Prbh.g_00252
OG0001299	Prao.g_00105	Prbh.g_01186
OG0001300	Prao.g_00131	Prbh.g_00929
OG0001301	Prao.g_00134	Prbh.g_00934
OG0001302	Prao.g_00727	Prbh.g_01051
OG0001304	Prao.g_00959	Prbh.g_01136
OG0001305	Prao.g_00978	Prbh.g_01027
OG0001306	Prao.g_01103	Prbh.g_01298
OG0001307	Prao.g_01256	Prbh.g_01936
OG0001308	Prao.g_01407	Prbh.g_00109
OG0001309	Prao.g_01490	Prbh.g_00205
OG0001310	Prao.g_01564	Prbh.g_01769
OG0001311	Prao.g_00951	Prbh.g_01125
OG0001312	Prao.g_00883	Prbh.g_01063
OG0001315	Prao.g_00200	Prbh.g_01861
OG0001316	Prao.g_00278	Prbh.g_00641
OG0001317	Prao.g_00372	Prbh.g_00546
OG0001318	Prao.g_00394	Prbh.g_00522
OG0001319	Prao.g_00410	Prbh.g_00506
OG0001320	Prao.g_00515	Prbh.g_01817, Prbh.g_01945, Prbh.g_00806
OG0001321	Prao.g_00555	Prbh.g_00381
OG0001322	Prao.g_00556	Prbh.g_00380
OG0001323	Prao.g_00625	Prbh.g_00310
OG0001324	Prao.g_00132	Prbh.g_00930
OG0001325	Prao.g_00653	Prbh.g_01168
OG0001327	Prao.g_00993	Prbh.g_00867
OG0001328	Prao.g_01018	Prbh.g_01357
OG0001329	Prao.g_01129	Prbh.g_01816
OG0001330	Prao.g_01306	Prbh.g_00201
OG0001331	Prao.g_01233	Prbh.g_00015
OG0001332	Prao.g_01439	Prbh.g_00146
OG0001333	Prao.g_01589	Prbh.g_01744
OG0001334	Prao.g_01711	Prbh.g_01617
OG0001335	Prao.g_01712	Prbh.g_01616
OG0001336	Prao.g_01826	Prbh.g_01491
OG0001339	Prao.g_00242	Prbh.g_00679
OG0001340	Prao.g_00464	Prbh.g_00446
OG0001341	Prao.g_00685	Prbh.g_01881
OG0001342	Prao.g_00722	Prbh.g_01870, Prbh.g_00788
OG0001343	Prao.g_00826, Prao.g_00827	Prbh.g_00855
OG0001344	Prao.g_01085	Prbh.g_01278
OG0001346	Prao.g_01275	Prbh.g_01374
OG0001350	Prao.g_01537	Prbh.g_00543
OG0001351	Prao.g_00558	Prbh.g_00373
OG0001352	Prao.g_00118	Prbh.g_00914
OG0001353	Prao.g_00773	Prbh.g_00985
OG0001354	Prao.g_00912	Prbh.g_01096
OG0001355	Prao.g_01521	Prbh.g_01146
OG0001358	Prao.g_00059	Prbh.g_01463
OG0001359	Prao.g_00828	Prbh.g_00856
OG0001361	Prao.g_01073	Prbh.g_01264
OG0001362	Prao.g_01411	Prbh.g_00113
OG0001363	Prao.g_01413	Prbh.g_00115
OG0001364	Prao.g_01714	Prbh.g_01614
OG0001365	Prao.g_01793	Prbh.g_01531
OG0001369	Prao.g_00231	Prbh.g_00691
OG0001371	Prao.g_00117	Prbh.g_00913
OG0001372	Prao.g_00693	Prbh.g_01897
OG0001375	Prao.g_00825	Prbh.g_00854
OG0001379	Prao.g_01282	Prbh.g_01367
OG0001380	Prao.g_01251	Prbh.g_01341
OG0001381	Prao.g_01245	Prbh.g_01308
OG0001382	Prao.g_01505	Prbh.g_01343
OG0001397	Prao.g_01412	Prbh.g_00114
OG0001401	Prao.g_00642	Prbh.g_00990
OG0001402	Prao.g_00702	Prbh.g_01458
OG0001404	Prao.g_00207	Prbh.g_00714
OG0001405	Prao.g_00462	Prbh.g_00453
OG0001407	Prao.g_00999	Prbh.g_01345
OG0001409	Prao.g_01082	Prbh.g_01274
OG0001410	Prao.g_01255	Prbh.g_01937
OG0001411	Prao.g_01218	Prbh.g_00055
OG0001414	Prao.g_00367	Prbh.g_00551
OG0001415	Prao.g_00369	Prbh.g_00549
OG0001418	Prao.g_00122	Prbh.g_00919
OG0001421	Prao.g_01487	Prbh.g_00189
OG0001423	Prao.g_01368	Prbh.g_01940
OG0001424	Prao.g_00831	Prbh.g_00825
OG0001425	Prao.g_01803	Prbh.g_01521
OG0001429	Prao.g_00730	Prbh.g_01055
OG0001430	Prao.g_01312	Prbh.g_01340
OG0001431	Prao.g_01308	Prbh.g_00773, Prbh.g_01329
OG0001437	Prao.g_00368	Prbh.g_00550
OG0001440	Prao.g_00532	Prbh.g_01827
OG0001441	Prao.g_00627	Prbh.g_00308
OG0001446	Prao.g_00218	Prbh.g_01878
OG0001448	Prao.g_00502	Prbh.g_00375
OG0001450	Prao.g_00125	Prbh.g_00922
OG0001451	Prao.g_00802	Prbh.g_01020
OG0001453	Prao.g_00924	Prbh.g_01927
OG0001463	Prao.g_00423	Prbh.g_00492
OG0001464	Prao.g_00465	Prbh.g_00445
OG0001465	Prao.g_00140	Prbh.g_00941
OG0001466	Prao.g_00677, Prao.g_01340	Prbh.g_00775
OG0001467	Prao.g_00719	Prbh.g_00007
OG0001468	Prao.g_00991	Prbh.g_00846
OG0001472	Prao.g_01489	Prbh.g_00802
OG0001477	Prao.g_00006	Prbh.g_01893
OG0001481	Prao.g_00508	Prbh.g_01356
OG0001484	Prao.g_01298	Prbh.g_00200
OG0001485	Prao.g_01522	Prbh.g_01860
OG0001486	Prao.g_01091	Prbh.g_01285
OG0001491	Prao.g_00725	Prbh.g_01048
OG0001495	Prao.g_01637	Prbh.g_01693
OG0001496	Prao.g_00008	Prbh.g_01895
OG0001497	Prao.g_00007	Prbh.g_01894
OG0001500	Prao.g_00401	Prbh.g_00516
OG0001501	Prao.g_00143	Prbh.g_00864
OG0001503	Prao.g_01115	Prbh.g_00834
OG0001506	Prao.g_01437	Prbh.g_00144
OG0001514	Prao.g_00009	Prbh.g_01896
OG0001521	Prao.g_00686	Prbh.g_01046
OG0001522	Prao.g_00774	Prbh.g_00986
OG0001523	Prao.g_01118	Prbh.g_01863
OG0001524	Prao.g_01117	Prbh.g_01862
OG0001526	Prao.g_01613	Prbh.g_00726
OG0001549	Prao.g_00800	Prbh.g_01018
OG0001552	Prao.g_00016	Prbh.g_00191
OG0001566	Prao.g_00115	Prbh.g_00910
OG0001569	Prao.g_01026	Prbh.g_00769
OG0001571	Prao.g_01139	Prbh.g_00792
OG0001581	Prao.g_00282	Prbh.g_01389
OG0001583	Prao.g_00724	Prbh.g_01047
OG0001584	Prao.g_00875	Prbh.g_01175
OG0001587	Prao.g_01611	Prbh.g_01722
OG0001595	Prao.g_00206	Prbh.g_00716
OG0001596	Prao.g_00214	Prbh.g_00707
OG0001597	Prao.g_00497	Prbh.g_00140
OG0001599	Prao.g_00566	Prbh.g_00368
OG0001600	Prao.g_00617	Prbh.g_00319
OG0001601	Prao.g_00113	Prbh.g_00908
OG0001603	Prao.g_00726	Prbh.g_01050
OG0001604	Prao.g_00853	Prbh.g_00886
OG0001606	Prao.g_01336	Prbh.g_00842
OG0001607	Prao.g_01116	Prbh.g_01905
OG0001608	Prao.g_01248	Prbh.g_01139
OG0001609	Prao.g_01435	Prbh.g_00142
OG0001610	Prao.g_01438	Prbh.g_00145
OG0001611	Prao.g_01499	Prbh.g_01851
OG0001613	Prao.g_01706	Prbh.g_01622
OG0001629	Prao.g_00697	Prbh.g_00804
OG0001630	Prao.g_00835	Prbh.g_00862
OG0001631	Prao.g_00996	Prbh.g_00794
OG0001641	Prao.g_01200	Prbh.g_01105
OG0001649	Prao.g_00997	Prbh.g_00839
OG0001662	Prao.g_01151	Prbh.g_01906
OG0001663	Prao.g_01106	Prbh.g_01301
OG0001664	Prao.g_01350	Prbh.g_01353
OG0001665	Prao.g_01347	Prbh.g_01309
OG0001685	Prao.g_00804	Prbh.g_01440
OG0001686	Prao.g_00941	Prbh.g_01322
OG0001687	Prao.g_00990	Prbh.g_00369
OG0001689	Prao.g_01752	Prbh.g_01571
OG0001696	Prao.g_00803	Prbh.g_01021
OG0001697	Prao.g_00811	Prbh.g_01049
OG0001701	Prao.g_01614	Prbh.g_00725
OG0001705	Prao.g_00528	Prbh.g_01720
OG0001706	Prao.g_00005	Prbh.g_00785
OG0001707	Prao.g_01013	Prbh.g_01330
OG0001708	Prao.g_01107	Prbh.g_01302
OG0001709	Prao.g_01196	Prbh.g_00077
OG0001722	Prao.g_00833	Prbh.g_00860
OG0001743	Prao.g_01153	Prbh.g_01899
OG0001758	Prao.g_01541	Prbh.g_01799
OG0001778	Prao.g_01309	Prbh.g_00810
OG0001875	Prao.g_01542	Prbh.g_01800
OG0001876	Prao.g_01543	Prbh.g_01801
OG0001989	Prao.g_01250	Prbh.g_01348
OG0001992	Prao.g_00700	Prbh.g_01394
OG0002034	Prao.g_01031	Prbh.g_01449
OG0002098	Prao.g_01357	Prbh.g_01921
OG0002325	Prao.g_01300	Prbh.g_00770
OG0002420	Prao.g_01299	Prbh.g_01805
OG0002424	Prao.g_01517	Prbh.g_01848
OG0003183	Prao.g_01204	Prbh.g_00037
