Orthogroup	Prao	Syar
OG0001153	Prao.g_01428	Syar.g_01398
OG0001154	Prao.g_01429	Syar.g_01397
OG0001155	Prao.g_01441	Syar.g_01211
OG0001156	Prao.g_01444	Syar.g_01185
OG0001157	Prao.g_01445	Syar.g_01184
OG0001158	Prao.g_01446	Syar.g_01183
OG0001159	Prao.g_01447	Syar.g_01182
OG0001160	Prao.g_01471	Syar.g_02908
OG0001161	Prao.g_01484	Syar.g_00382
OG0001162	Prao.g_01495	Syar.g_03081
OG0001163	Prao.g_01544	Syar.g_02917
OG0001164	Prao.g_01548	Syar.g_02922
OG0001165	Prao.g_01551	Syar.g_02927
OG0001166	Prao.g_01571	Syar.g_02959
OG0001167	Prao.g_01588	Syar.g_02982
OG0001168	Prao.g_01590	Syar.g_02983
OG0001169	Prao.g_01592	Syar.g_02985
OG0001170	Prao.g_01594	Syar.g_02987
OG0001171	Prao.g_01603	Syar.g_02999
OG0001172	Prao.g_01618	Syar.g_00143
OG0001173	Prao.g_01619	Syar.g_00142
OG0001174	Prao.g_01627	Syar.g_00134
OG0001175	Prao.g_01628	Syar.g_00133
OG0001176	Prao.g_01635	Syar.g_01025
OG0001177	Prao.g_01638	Syar.g_01023
OG0001178	Prao.g_01643	Syar.g_02943
OG0001179	Prao.g_01671	Syar.g_01055
OG0001181	Prao.g_01697	Syar.g_01082
OG0001182	Prao.g_01704	Syar.g_01090
OG0001183	Prao.g_01708	Syar.g_01096
OG0001184	Prao.g_01724	Syar.g_00653
OG0001185	Prao.g_01738	Syar.g_00614
OG0001186	Prao.g_01761	Syar.g_00562
OG0001187	Prao.g_01765	Syar.g_00548
OG0001188	Prao.g_01768	Syar.g_00546
OG0001189	Prao.g_01785	Syar.g_00525
OG0001190	Prao.g_01789	Syar.g_00330
OG0001191	Prao.g_01799	Syar.g_00349
OG0001192	Prao.g_01804	Syar.g_00356
OG0001193	Prao.g_01814	Syar.g_00711
OG0001194	Prao.g_01815	Syar.g_00622
OG0001195	Prao.g_01816	Syar.g_00623
OG0001196	Prao.g_01829	Syar.g_00453
OG0001197	Prao.g_01830	Syar.g_00455
OG0001198	Prao.g_01838	Syar.g_00467
OG0001199	Prao.g_00213	Syar.g_03045
OG0001200	Prao.g_00215	Syar.g_03047
OG0001201	Prao.g_00246	Syar.g_03120
OG0001202	Prao.g_00337	Syar.g_00991
OG0001203	Prao.g_00376	Syar.g_03021
OG0001204	Prao.g_00381	Syar.g_00154
OG0001205	Prao.g_00549	Syar.g_02869
OG0001207	Prao.g_00583	Syar.g_01462
OG0001208	Prao.g_00588	Syar.g_01471
OG0001211	Prao.g_01169	Syar.g_02323
OG0001212	Prao.g_00034	Syar.g_02027
OG0001213	Prao.g_00068	Syar.g_02239
OG0001214	Prao.g_00076	Syar.g_02420
OG0001215	Prao.g_00128	Syar.g_00965
OG0001216	Prao.g_00650	Syar.g_01909
OG0001217	Prao.g_00687	Syar.g_02852
OG0001218	Prao.g_00694	Syar.g_01388
OG0001219	Prao.g_00729	Syar.g_02585
OG0001222	Prao.g_00894	Syar.g_02552
OG0001223	Prao.g_00920	Syar.g_02505
OG0001224	Prao.g_00970	Syar.g_01361
OG0001225	Prao.g_00972	Syar.g_01929
OG0001226	Prao.g_01001	Syar.g_03054
OG0001227	Prao.g_01019	Syar.g_02213
OG0001230	Prao.g_01389	Syar.g_02816
OG0001231	Prao.g_01493	Syar.g_00485
OG0001232	Prao.g_01575	Syar.g_02968
OG0001233	Prao.g_01595	Syar.g_02988
OG0001235	Prao.g_01640	Syar.g_01019
OG0001236	Prao.g_01721	Syar.g_00657
OG0001238	Prao.g_01800	Syar.g_00351
OG0001239	Prao.g_00210	Syar.g_03043
OG0001240	Prao.g_00232	Syar.g_03101
OG0001241	Prao.g_00240	Syar.g_03149, Syar.g_03112
OG0001242	Prao.g_00258	Syar.g_00043
OG0001243	Prao.g_00264	Syar.g_00051
OG0001244	Prao.g_00279	Syar.g_00075
OG0001245	Prao.g_00514	Syar.g_00999
OG0001246	Prao.g_00610	Syar.g_01910
OG0001247	Prao.g_00121	Syar.g_02024
OG0001248	Prao.g_00123	Syar.g_02059
OG0001249	Prao.g_00718	Syar.g_01113
OG0001250	Prao.g_00782	Syar.g_01819, Syar.g_03240
OG0001251	Prao.g_00830	Syar.g_02575
OG0001252	Prao.g_00965	Syar.g_01372
OG0001253	Prao.g_01020	Syar.g_02015
OG0001254	Prao.g_01120	Syar.g_02233
OG0001255	Prao.g_01105	Syar.g_01746
OG0001256	Prao.g_01486	Syar.g_02915
OG0001257	Prao.g_01492	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Prao.g_01549	Syar.g_02925
OG0001259	Prao.g_01593	Syar.g_02986
OG0001260	Prao.g_01609	Syar.g_03007
OG0001262	Prao.g_01783	Syar.g_00527
OG0001263	Prao.g_00267	Syar.g_00054
OG0001265	Prao.g_00257	Syar.g_00041
OG0001266	Prao.g_00341	Syar.g_00987
OG0001267	Prao.g_00417	Syar.g_00225
OG0001268	Prao.g_00475	Syar.g_01124
OG0001269	Prao.g_00493	Syar.g_00688
OG0001270	Prao.g_00538	Syar.g_01175
OG0001271	Prao.g_00578	Syar.g_01270
OG0001272	Prao.g_00592	Syar.g_01475
OG0001273	Prao.g_00070	Syar.g_02413
OG0001274	Prao.g_00141	Syar.g_00929
OG0001275	Prao.g_00930	Syar.g_02490
OG0001276	Prao.g_00949	Syar.g_01797
OG0001277	Prao.g_01009	Syar.g_02250
OG0001278	Prao.g_01039	Syar.g_01720
OG0001280	Prao.g_01277	Syar.g_03317
OG0001281	Prao.g_01271	Syar.g_02783
OG0001282	Prao.g_01238	Syar.g_01460, Syar.g_01351
OG0001283	Prao.g_01216	Syar.g_00447
OG0001284	Prao.g_01466	Syar.g_02900
OG0001285	Prao.g_01578	Syar.g_02972
OG0001286	Prao.g_01691	Syar.g_01077
OG0001287	Prao.g_01745	Syar.g_00606
OG0001288	Prao.g_01754	Syar.g_00591
OG0001289	Prao.g_00226	Syar.g_03080
OG0001290	Prao.g_00239	Syar.g_03111
OG0001292	Prao.g_00386	Syar.g_00160
OG0001293	Prao.g_00399	Syar.g_00198
OG0001294	Prao.g_00512	Syar.g_01687
OG0001295	Prao.g_00573	Syar.g_00693
OG0001296	Prao.g_00615	Syar.g_01506
OG0001297	Prao.g_00620	Syar.g_01510
OG0001298	Prao.g_01869	Syar.g_02210
OG0001299	Prao.g_00105	Syar.g_01915
OG0001304	Prao.g_00959	Syar.g_01557
OG0001305	Prao.g_00978	Syar.g_01937
OG0001306	Prao.g_01103	Syar.g_01521
OG0001307	Prao.g_01256	Syar.g_02591
OG0001308	Prao.g_01407	Syar.g_02798
OG0001309	Prao.g_01490	Syar.g_00360
OG0001310	Prao.g_01564	Syar.g_02951
OG0001311	Prao.g_00951	Syar.g_01795
OG0001312	Prao.g_00883	Syar.g_02569
OG0001313	Prao.g_00641	Syar.g_01264
OG0001315	Prao.g_00200	Syar.g_01094
OG0001317	Prao.g_00372	Syar.g_03025
OG0001318	Prao.g_00394	Syar.g_00186
OG0001319	Prao.g_00410	Syar.g_00215
OG0001325	Prao.g_00653	Syar.g_01577
OG0001326	Prao.g_00817	Syar.g_00632
OG0001327	Prao.g_00993	Syar.g_01674
OG0001329	Prao.g_01129	Syar.g_02337
OG0001331	Prao.g_01233	Syar.g_01455
OG0001334	Prao.g_01711	Syar.g_03166
OG0001336	Prao.g_01826	Syar.g_00448
OG0001339	Prao.g_00242	Syar.g_03114
OG0001343	Prao.g_00826, Prao.g_00827	Syar.g_03210
OG0001345	Prao.g_01070	Syar.g_01958
OG0001346	Prao.g_01275	Syar.g_02778
OG0001347	Prao.g_01189	Syar.g_00565, Syar.g_02401
OG0001349	Prao.g_01360	Syar.g_02764
OG0001351	Prao.g_00558	Syar.g_01420
OG0001353	Prao.g_00773	Syar.g_01809
OG0001354	Prao.g_00912	Syar.g_02520
OG0001355	Prao.g_01521	Syar.g_01912
OG0001358	Prao.g_00059	Syar.g_02262
OG0001359	Prao.g_00828	Syar.g_03211
OG0001360	Prao.g_01021	Syar.g_01961
OG0001361	Prao.g_01073	Syar.g_01955
OG0001364	Prao.g_01714	Syar.g_00284
OG0001365	Prao.g_01793	Syar.g_00335
OG0001371	Prao.g_00117	Syar.g_03059
OG0001373	Prao.g_00816	Syar.g_00631
OG0001374	Prao.g_00824	Syar.g_00642
OG0001376	Prao.g_00987	Syar.g_03203, Syar.g_02600
OG0001377	Prao.g_00988	Syar.g_02599, Syar.g_03202
OG0001378	Prao.g_01157	Syar.g_01174
OG0001379	Prao.g_01282	Syar.g_02772
OG0001382	Prao.g_01505	Syar.g_02834, Syar.g_03204
OG0001385	Prao.g_00813	Syar.g_00628
OG0001386	Prao.g_00814	Syar.g_00629
OG0001387	Prao.g_00815	Syar.g_00630
OG0001388	Prao.g_00818	Syar.g_00635
OG0001389	Prao.g_00819	Syar.g_00636
OG0001390	Prao.g_00820	Syar.g_00637
OG0001391	Prao.g_00821	Syar.g_00638
OG0001392	Prao.g_00822	Syar.g_00640
OG0001393	Prao.g_00823	Syar.g_00641
OG0001395	Prao.g_00961	Syar.g_01561
OG0001396	Prao.g_01188	Syar.g_00566
OG0001401	Prao.g_00642	Syar.g_01813
OG0001402	Prao.g_00702	Syar.g_02252
OG0001406	Prao.g_00986	Syar.g_02601
OG0001408	Prao.g_01005	Syar.g_02042
OG0001413	Prao.g_01481	Syar.g_02062, Syar.g_02063
OG0001415	Prao.g_00369	Syar.g_01553
OG0001416	Prao.g_00565	Syar.g_00433
OG0001417	Prao.g_00575	Syar.g_01885
OG0001418	Prao.g_00122	Syar.g_01546
OG0001420	Prao.g_01148	Syar.g_02680
OG0001428	Prao.g_00310	Syar.g_00108
OG0001429	Prao.g_00730	Syar.g_02582
OG0001430	Prao.g_01312	Syar.g_03306
OG0001432	Prao.g_01479	Syar.g_02064, Syar.g_02123
OG0001437	Prao.g_00368	Syar.g_01554
OG0001438	Prao.g_00430	Syar.g_00240
OG0001439	Prao.g_00443	Syar.g_00824
OG0001441	Prao.g_00627	Syar.g_02691
OG0001442	Prao.g_00678	Syar.g_02622
OG0001447	Prao.g_00265	Syar.g_00052
OG0001449	Prao.g_00527	Syar.g_01897
OG0001450	Prao.g_00125	Syar.g_00880
OG0001452	Prao.g_00832	Syar.g_00167
OG0001453	Prao.g_00924	Syar.g_02498
OG0001454	Prao.g_01014	Syar.g_02065, Syar.g_02122
OG0001456	Prao.g_01112	Syar.g_00643
OG0001457	Prao.g_01111	Syar.g_00644
OG0001458	Prao.g_01110	Syar.g_00645
OG0001459	Prao.g_01323	Syar.g_00418, Syar.g_02047
OG0001462	Prao.g_00180	Syar.g_00511
OG0001467	Prao.g_00719	Syar.g_01745
OG0001471	Prao.g_01482	Syar.g_00830
OG0001477	Prao.g_00006	Syar.g_02277
OG0001479	Prao.g_00473	Syar.g_01122
OG0001480	Prao.g_00504	Syar.g_02013
OG0001482	Prao.g_00561	Syar.g_02511
OG0001486	Prao.g_01091	Syar.g_01537
OG0001492	Prao.g_01042	Syar.g_01717
OG0001493	Prao.g_01034	Syar.g_01725
OG0001495	Prao.g_01637	Syar.g_01022
OG0001496	Prao.g_00008	Syar.g_02279
OG0001497	Prao.g_00007	Syar.g_02278
OG0001502	Prao.g_00710	Syar.g_01840
OG0001504	Prao.g_01322	Syar.g_02046
OG0001507	Prao.g_01532	Syar.g_03257, Syar.g_01540
OG0001514	Prao.g_00009	Syar.g_02280
OG0001520	Prao.g_00522	Syar.g_02053
OG0001546	Prao.g_00630	Syar.g_03276, Syar.g_02688
OG0001547	Prao.g_00712	Syar.g_01855
OG0001549	Prao.g_00800	Syar.g_02838
OG0001554	Prao.g_01488	Syar.g_00327
OG0001555	Prao.g_01501	Syar.g_01689
OG0001558	Prao.g_00638	Syar.g_00488
OG0001567	Prao.g_00711	Syar.g_01847
OG0001568	Prao.g_00713	Syar.g_01866
OG0001570	Prao.g_01146	Syar.g_02858
OG0001573	Prao.g_01352	Syar.g_02700
OG0001587	Prao.g_01611	Syar.g_03010
OG0001613	Prao.g_01706	Syar.g_01093
OG0001625	Prao.g_00396	Syar.g_00192
OG0001627	Prao.g_00691	Syar.g_01215
OG0001641	Prao.g_01200	Syar.g_02500
OG0001647	Prao.g_00411	Syar.g_00217
OG0001652	Prao.g_00636	Syar.g_00486
OG0001669	Prao.g_00184	Syar.g_00323, Syar.g_00555
OG0001671	Prao.g_00151	Syar.g_00943, Syar.g_03173
OG0001745	Prao.g_01478	Syar.g_02010
OG0001748	Prao.g_00152	Syar.g_00941
OG0001837	Prao.g_00153	Syar.g_00942
OG0001991	Prao.g_00562	Syar.g_01636
OG0002364	Prao.g_00731	Syar.g_02581
OG0002375	Prao.g_01361	Syar.g_02713, Syar.g_02699, Syar.g_02697
OG0002699	Prao.g_01356	Syar.g_02732
OG0002731	Prao.g_00643	Syar.g_01559
