Orthogroup	Prac	Syae
OG0001179	Prac.g_00532	Syae.g_02106
OG0001180	Prac.g_00553	Syae.g_02130
OG0001181	Prac.g_00557	Syae.g_02134
OG0001182	Prac.g_00564	Syae.g_02143
OG0001183	Prac.g_00006	Syae.g_02147
OG0001184	Prac.g_00022	Syae.g_01862
OG0001185	Prac.g_00036	Syae.g_01835
OG0001188	Prac.g_00064	Syae.g_01783
OG0001189	Prac.g_00081	Syae.g_01767
OG0001190	Prac.g_00085	Syae.g_01567
OG0001191	Prac.g_00095	Syae.g_01580
OG0001192	Prac.g_00099	Syae.g_01587
OG0001193	Prac.g_00109	Syae.g_01617
OG0001194	Prac.g_00110	Syae.g_01625
OG0001195	Prac.g_00111	Syae.g_01626
OG0001196	Prac.g_00124	Syae.g_01695
OG0001197	Prac.g_00125	Syae.g_01697
OG0001198	Prac.g_01950	Syae.g_01709
OG0001199	Prac.g_01857	Syae.g_01291
OG0001200	Prac.g_01855	Syae.g_01293
OG0001201	Prac.g_01823	Syae.g_01364
OG0001202	Prac.g_01731	Syae.g_01494
OG0001203	Prac.g_01692	Syae.g_02240
OG0001204	Prac.g_01687	Syae.g_02022
OG0001205	Prac.g_01102	Syae.g_00984
OG0001206	Prac.g_01083	Syae.g_02502
OG0001207	Prac.g_01067	Syae.g_02300
OG0001208	Prac.g_01062	Syae.g_02311
OG0001209	Prac.g_00837	Syae.g_02377
OG0001210	Prac.g_00832	Syae.g_02387
OG0001211	Prac.g_00822	Syae.g_02403
OG0001212	Prac.g_00776	Syae.g_02460
OG0001213	Prac.g_00742	Syae.g_00062
OG0001214	Prac.g_00734	Syae.g_00076
OG0001215	Prac.g_00681	Syae.g_00757
OG0001216	Prac.g_01558	Syae.g_00470
OG0001217	Prac.g_01521	Syae.g_00151
OG0001219	Prac.g_01487	Syae.g_00312
OG0001220	Prac.g_01424	Syae.g_00880
OG0001221	Prac.g_01373	Syae.g_00559
OG0001222	Prac.g_01335	Syae.g_00347
OG0001223	Prac.g_01309	Syae.g_00392
OG0001224	Prac.g_01260	Syae.g_00797
OG0001225	Prac.g_01258	Syae.g_00795
OG0001226	Prac.g_01232	Syae.g_00135
OG0001227	Prac.g_01213	Syae.g_01600
OG0001228	Prac.g_00940	Syae.g_01004
OG0001229	Prac.g_00215	Syae.g_00771
OG0001230	Prac.g_00419	Syae.g_02662
OG0001231	Prac.g_00315	Syae.g_01729
OG0001232	Prac.g_00602	Syae.g_01197
OG0001233	Prac.g_00582	Syae.g_01038
OG0001234	Prac.g_00491	Syae.g_02050
OG0001235	Prac.g_00501	Syae.g_02066
OG0001236	Prac.g_00019	Syae.g_01867
OG0001237	Prac.g_00023	Syae.g_01860
OG0001238	Prac.g_00096	Syae.g_01582
OG0001239	Prac.g_01860	Syae.g_01288
OG0001240	Prac.g_01838	Syae.g_01347
OG0001241	Prac.g_01830	Syae.g_01357
OG0001242	Prac.g_01812	Syae.g_01387
OG0001243	Prac.g_01806	Syae.g_01395
OG0001244	Prac.g_01790	Syae.g_01425
OG0001245	Prac.g_01153	Syae.g_00149
OG0001246	Prac.g_00867	Syae.g_02337
OG0001247	Prac.g_00688	Syae.g_00482
OG0001248	Prac.g_00686	Syae.g_00485
OG0001249	Prac.g_01498	Syae.g_02186
OG0001250	Prac.g_01435	Syae.g_00841
OG0001251	Prac.g_01400	Syae.g_01632
OG0001252	Prac.g_01265	Syae.g_00804
OG0001253	Prac.g_01212	Syae.g_00243
OG0001254	Prac.g_01016	Syae.g_00637
OG0001255	Prac.g_01001	Syae.g_00667
OG0001256	Prac.g_00322	Syae.g_01149
OG0001257	Prac.g_00316	Syae.g_00295
OG0001258	Prac.g_00628	Syae.g_01159
OG0001259	Prac.g_00584	Syae.g_01036
OG0001260	Prac.g_00568	Syae.g_01058
OG0001261	Prac.g_00540	Syae.g_02115
OG0001262	Prac.g_00079	Syae.g_01769
OG0001263	Prac.g_01803	Syae.g_01399
OG0001264	Prac.g_01905	Syae.g_01222
OG0001265	Prac.g_01813	Syae.g_01385
OG0001266	Prac.g_01727	Syae.g_01498
OG0001267	Prac.g_01651	Syae.g_01969
OG0001268	Prac.g_01195	Syae.g_02198
OG0001269	Prac.g_01175	Syae.g_00225
OG0001270	Prac.g_01113	Syae.g_00997
OG0001271	Prac.g_01072	Syae.g_02527
OG0001272	Prac.g_01058	Syae.g_02315
OG0001273	Prac.g_00740	Syae.g_00069
OG0001274	Prac.g_00668	Syae.g_01535
OG0001275	Prac.g_01300	Syae.g_00407
OG0001276	Prac.g_01281	Syae.g_00423
OG0001277	Prac.g_01223	Syae.g_01677
OG0001278	Prac.g_00935	Syae.g_00697
OG0001280	Prac.g_00174	Syae.g_00958
OG0001281	Prac.g_00180	Syae.g_00969
OG0001282	Prac.g_00218	Syae.g_02298
OG0001283	Prac.g_00237	Syae.g_01688
OG0001284	Prac.g_00341	Syae.g_01132
OG0001285	Prac.g_00599	Syae.g_00237
OG0001287	Prac.g_00043	Syae.g_01827
OG0001288	Prac.g_00051	Syae.g_01815
OG0001289	Prac.g_01844	Syae.g_01330
OG0001290	Prac.g_01831	Syae.g_01356
OG0001291	Prac.g_01796	Syae.g_01409
OG0001292	Prac.g_01682	Syae.g_02017
OG0001293	Prac.g_01670	Syae.g_01996
OG0001294	Prac.g_01155	Syae.g_00593
OG0001295	Prac.g_01078	Syae.g_02389
OG0001296	Prac.g_00862	Syae.g_02343
OG0001298	Prac.g_00796	Syae.g_02439
OG0001299	Prac.g_00705	Syae.g_00599
OG0001300	Prac.g_00678	Syae.g_00766
OG0001301	Prac.g_00675	Syae.g_00780
OG0001302	Prac.g_01489	Syae.g_00110
OG0001303	Prac.g_01296	Syae.g_00314
OG0001304	Prac.g_01271	Syae.g_00436
OG0001305	Prac.g_01252	Syae.g_00786
OG0001306	Prac.g_00999	Syae.g_00943
OG0001307	Prac.g_00200	Syae.g_02059
OG0001310	Prac.g_00613	Syae.g_01178
OG0001311	Prac.g_01279	Syae.g_00425
OG0001312	Prac.g_01346	Syae.g_00326
OG0001315	Prac.g_01869	Syae.g_02145
OG0001316	Prac.g_01791	Syae.g_01415
OG0001317	Prac.g_01696	Syae.g_02235
OG0001318	Prac.g_01675	Syae.g_02004
OG0001319	Prac.g_01659	Syae.g_01980
OG0001321	Prac.g_01096	Syae.g_00978
OG0001322	Prac.g_01095	Syae.g_00977
OG0001323	Prac.g_00853	Syae.g_02355
OG0001324	Prac.g_00677	Syae.g_00767
OG0001325	Prac.g_01555	Syae.g_00465
OG0001326	Prac.g_00647	Syae.g_01641
OG0001327	Prac.g_01240	Syae.g_00586
OG0001328	Prac.g_01214	Syae.g_00565
OG0001330	Prac.g_00153	Syae.g_00950
OG0001331	Prac.g_00223	Syae.g_02293
OG0001332	Prac.g_00368	Syae.g_01077
OG0001333	Prac.g_00588	Syae.g_01032
OG0001334	Prac.g_00009	Syae.g_02156
OG0001335	Prac.g_00010	Syae.g_02157
OG0001336	Prac.g_00121	Syae.g_01689
OG0001339	Prac.g_01828	Syae.g_01359
OG0001340	Prac.g_01603	Syae.g_02176
OG0001341	Prac.g_01523	Syae.g_00737
OG0001342	Prac.g_01494	Syae.g_02559
OG0001343	Prac.g_01403	Syae.g_01629
OG0001344	Prac.g_00981	Syae.g_00916
OG0001345	Prac.g_00966	Syae.g_00886
OG0001346	Prac.g_00176	Syae.g_00962
OG0001348	Prac.g_00295	Syae.g_00821
OG0001349	Prac.g_00261	Syae.g_01228, Syae.g_01245
OG0001351	Prac.g_01093	Syae.g_02492
OG0001352	Prac.g_00691	Syae.g_00666
OG0001355	Prac.g_00285, Prac.g_00878	Syae.g_00120
OG0001356	Prac.g_00900	Syae.g_00820
OG0001358	Prac.g_00751	Syae.g_00046
OG0001359	Prac.g_01402	Syae.g_01628
OG0001360	Prac.g_01211	Syae.g_00883
OG0001361	Prac.g_00969	Syae.g_00889
OG0001362	Prac.g_00397	Syae.g_02637
OG0001363	Prac.g_00395	Syae.g_02635
OG0001364	Prac.g_00012	Syae.g_01883
OG0001369	Prac.g_01839	Syae.g_01346
OG0001370	Prac.g_01086	Syae.g_01270, Syae.g_00109
OG0001373	Prac.g_00646	Syae.g_01640
OG0001374	Prac.g_00654	Syae.g_01648
OG0001375	Prac.g_01404	Syae.g_01630
OG0001376	Prac.g_01246	Syae.g_01589
OG0001377	Prac.g_01245	Syae.g_01588
OG0001378	Prac.g_01047	Syae.g_00998
OG0001382	Prac.g_00302	Syae.g_02490
OG0001385	Prac.g_00643	Syae.g_01637
OG0001386	Prac.g_00644	Syae.g_01638
OG0001387	Prac.g_00645	Syae.g_01639
OG0001388	Prac.g_00648	Syae.g_01642
OG0001389	Prac.g_00649	Syae.g_01643
OG0001390	Prac.g_00650	Syae.g_01644
OG0001391	Prac.g_00651	Syae.g_01645
OG0001392	Prac.g_00652	Syae.g_01646
OG0001393	Prac.g_00653	Syae.g_01647
OG0001395	Prac.g_01269	Syae.g_00446
OG0001397	Prac.g_00396	Syae.g_02636
OG0001400	Prac.g_00440	Syae.g_01423
OG0001404	Prac.g_01863	Syae.g_01283
OG0001405	Prac.g_01605	Syae.g_02159
OG0001406	Prac.g_01247	Syae.g_01590
OG0001407	Prac.g_01234	Syae.g_02368
OG0001408	Prac.g_01228, Prac.g_01229	Syae.g_00712
OG0001410	Prac.g_00201	Syae.g_02060
OG0001413	Prac.g_00327	Syae.g_00123
OG0001416	Prac.g_01088, Prac.g_01087	Syae.g_00966
OG0001417	Prac.g_01076, Prac.g_01075	Syae.g_00378
OG0001419	Prac.g_01233	Syae.g_02369
OG0001420	Prac.g_01038	Syae.g_00727, Syae.g_02365
OG0001421	Prac.g_00321	Syae.g_00241
OG0001422	Prac.g_00297	Syae.g_00953
OG0001428	Prac.g_01758	Syae.g_01456
OG0001429	Prac.g_01486	Syae.g_00315
OG0001430	Prac.g_00148	Syae.g_01560
OG0001432	Prac.g_00328	Syae.g_00742
OG0001433	Prac.g_00899	Syae.g_00819
OG0001435	Prac.g_01388	Syae.g_00579
OG0001438	Prac.g_01638	Syae.g_01954
OG0001439	Prac.g_01624	Syae.g_01929
OG0001442	Prac.g_01530	Syae.g_00538
OG0001447	Prac.g_01805	Syae.g_01396
OG0001452	Prac.g_01398	Syae.g_02009
OG0001453	Prac.g_01306	Syae.g_00399
OG0001454	Prac.g_01218	Syae.g_00131
OG0001456	Prac.g_01008	Syae.g_01650
OG0001457	Prac.g_01007	Syae.g_01651
OG0001458	Prac.g_01006	Syae.g_01652
OG0001459	Prac.g_00134	Syae.g_00621
OG0001462	Prac.g_01912	Syae.g_01754
OG0001465	Prac.g_00669	Syae.g_00475
OG0001468	Prac.g_01242	Syae.g_00113
OG0001470	Prac.g_00239	Syae.g_01006
OG0001471	Prac.g_00326	Syae.g_01934
OG0001473	Prac.g_00059	Syae.g_00107
OG0001474	Prac.g_01194	Syae.g_02199
OG0001475	Prac.g_00241	Syae.g_01008
OG0001479	Prac.g_01197	Syae.g_02196
OG0001482	Prac.g_01090	Syae.g_00388
OG0001492	Prac.g_00938	Syae.g_00694
OG0001493	Prac.g_00930	Syae.g_00702
OG0001499	Prac.g_01870	Syae.g_00216
OG0001502	Prac.g_01502	Syae.g_00874
OG0001504	Prac.g_00135	Syae.g_00622
OG0001507	Prac.g_00278	Syae.g_00192
OG0001508	Prac.g_00238	Syae.g_01005
OG0001520	Prac.g_01141, Prac.g_01140	Syae.g_02425
OG0001528	Prac.g_00240	Syae.g_01007
OG0001546	Prac.g_00848	Syae.g_02359
OG0001548	Prac.g_01500	Syae.g_00142
OG0001551	Prac.g_01009	Syae.g_00815
OG0001554	Prac.g_00320	Syae.g_01565
OG0001572	Prac.g_00911	Syae.g_00134
OG0001582	Prac.g_01077	Syae.g_00443
OG0001585	Prac.g_00132	Syae.g_02396, Syae.g_00440
OG0001588	Prac.g_00435	Syae.g_01880
OG0001602	Prac.g_00670	Syae.g_00476
OG0001625	Prac.g_01673	Syae.g_02002
OG0001627	Prac.g_01516	Syae.g_01079
OG0001647	Prac.g_01658	Syae.g_01978
OG0001667	Prac.g_00155	Syae.g_00731
OG0001712	Prac.g_01123	Syae.g_00150
OG0001713	Prac.g_01873	Syae.g_00907
OG0001746	Prac.g_00907	Syae.g_01064
OG0001924	Prac.g_01585	Syae.g_00038
OG0001925	Prac.g_01586	Syae.g_00037
OG0001926	Prac.g_01587	Syae.g_00036
OG0001927	Prac.g_01588	Syae.g_00035
OG0001993	Prac.g_01583	Syae.g_00040
OG0001994	Prac.g_01584	Syae.g_00039
OG0002063	Prac.g_01962	Syae.g_00714
OG0002156	Prac.g_01895, Prac.g_01894	Syae.g_02681
OG0002478	Prac.g_01121	Syae.g_01214
OG0002488	Prac.g_00449	Syae.g_01882
OG0002627	Prac.g_00446	Syae.g_01895
