Orthogroup	Prac	Syai
OG0001177	Prac.g_00499	Syai.g_00350
OG0001178	Prac.g_00504	Syai.g_02383
OG0001179	Prac.g_00532	Syai.g_00385
OG0001180	Prac.g_00553	Syai.g_00410
OG0001181	Prac.g_00557	Syai.g_00414
OG0001182	Prac.g_00564	Syai.g_00423
OG0001183	Prac.g_00006	Syai.g_00429
OG0001184	Prac.g_00022	Syai.g_00156
OG0001185	Prac.g_00036	Syai.g_00117
OG0001186	Prac.g_00058	Syai.g_00084
OG0001187	Prac.g_00062	Syai.g_00081
OG0001188	Prac.g_00064	Syai.g_00078
OG0001189	Prac.g_00081	Syai.g_00061
OG0001190	Prac.g_00085	Syai.g_02776
OG0001191	Prac.g_00095	Syai.g_02788
OG0001192	Prac.g_00099	Syai.g_02793
OG0001193	Prac.g_00109	Syai.g_02835
OG0001194	Prac.g_00110	Syai.g_02838
OG0001195	Prac.g_00111	Syai.g_02839
OG0001196	Prac.g_00124	Syai.g_02913
OG0001197	Prac.g_00125	Syai.g_02915
OG0001198	Prac.g_01950	Syai.g_02930
OG0001199	Prac.g_01857	Syai.g_02480
OG0001200	Prac.g_01855	Syai.g_02482
OG0001202	Prac.g_01731	Syai.g_02674
OG0001203	Prac.g_01692	Syai.g_00540
OG0001204	Prac.g_01687	Syai.g_00312
OG0001205	Prac.g_01102	Syai.g_02212
OG0001206	Prac.g_01083	Syai.g_00853
OG0001207	Prac.g_01067	Syai.g_00629
OG0001208	Prac.g_01062	Syai.g_00640
OG0001209	Prac.g_00837	Syai.g_00711
OG0001210	Prac.g_00832	Syai.g_00720
OG0001211	Prac.g_00822	Syai.g_00735
OG0001212	Prac.g_00776	Syai.g_00799
OG0001213	Prac.g_00742	Syai.g_01082
OG0001214	Prac.g_00734	Syai.g_01106
OG0001215	Prac.g_00681	Syai.g_01958
OG0001216	Prac.g_01558	Syai.g_01388
OG0001217	Prac.g_01521	Syai.g_01185
OG0001219	Prac.g_01487	Syai.g_01561
OG0001220	Prac.g_01424	Syai.g_02087
OG0001221	Prac.g_01373	Syai.g_01284
OG0001222	Prac.g_01335	Syai.g_01516
OG0001223	Prac.g_01309	Syai.g_01463
OG0001224	Prac.g_01260	Syai.g_02011
OG0001225	Prac.g_01258	Syai.g_02009
OG0001226	Prac.g_01232	Syai.g_01154
OG0001227	Prac.g_01213	Syai.g_02806
OG0001228	Prac.g_00940	Syai.g_02218
OG0001229	Prac.g_00215	Syai.g_01986
OG0001230	Prac.g_00419	Syai.g_00964
OG0001231	Prac.g_00315	Syai.g_00017
OG0001232	Prac.g_00602	Syai.g_02410
OG0001233	Prac.g_00582	Syai.g_02261
OG0001234	Prac.g_00491	Syai.g_00337
OG0001235	Prac.g_00501	Syai.g_00343
OG0001236	Prac.g_00019	Syai.g_00159
OG0001237	Prac.g_00023	Syai.g_00137
OG0001238	Prac.g_00096	Syai.g_02789
OG0001239	Prac.g_01860	Syai.g_02477
OG0001240	Prac.g_01838	Syai.g_02527
OG0001241	Prac.g_01830	Syai.g_02537
OG0001242	Prac.g_01812	Syai.g_02566
OG0001243	Prac.g_01806	Syai.g_02573
OG0001244	Prac.g_01790	Syai.g_02605
OG0001245	Prac.g_01153	Syai.g_02091
OG0001246	Prac.g_00867	Syai.g_00666
OG0001247	Prac.g_00688	Syai.g_01380
OG0001248	Prac.g_00686	Syai.g_01377
OG0001249	Prac.g_01498	Syai.g_00464
OG0001250	Prac.g_01435	Syai.g_02053
OG0001251	Prac.g_01400	Syai.g_02845
OG0001252	Prac.g_01265	Syai.g_02018
OG0001254	Prac.g_01016	Syai.g_01744
OG0001255	Prac.g_01001	Syai.g_01915
OG0001256	Prac.g_00322	Syai.g_02362
OG0001257	Prac.g_00316	Syai.g_00848
OG0001258	Prac.g_00628	Syai.g_02372
OG0001259	Prac.g_00584	Syai.g_02259
OG0001260	Prac.g_00568	Syai.g_02281
OG0001261	Prac.g_00540	Syai.g_00394
OG0001262	Prac.g_00079	Syai.g_00063
OG0001263	Prac.g_01803	Syai.g_02576
OG0001265	Prac.g_01813	Syai.g_02563
OG0001266	Prac.g_01727	Syai.g_02679
OG0001267	Prac.g_01651	Syai.g_00259
OG0001268	Prac.g_01195	Syai.g_00492
OG0001269	Prac.g_01175	Syai.g_01699
OG0001270	Prac.g_01113	Syai.g_02231
OG0001271	Prac.g_01072	Syai.g_00862
OG0001272	Prac.g_01058	Syai.g_00644
OG0001273	Prac.g_00740	Syai.g_01099
OG0001274	Prac.g_00668	Syai.g_02706
OG0001275	Prac.g_01300	Syai.g_01447
OG0001276	Prac.g_01281	Syai.g_01431
OG0001277	Prac.g_01223	Syai.g_02899
OG0001278	Prac.g_00935	Syai.g_01799
OG0001280	Prac.g_00174	Syai.g_02176
OG0001281	Prac.g_00180	Syai.g_02186
OG0001282	Prac.g_00218	Syai.g_00627
OG0001283	Prac.g_00237	Syai.g_02908
OG0001284	Prac.g_00341	Syai.g_02338
OG0001285	Prac.g_00599	Syai.g_02866
OG0001287	Prac.g_00043	Syai.g_00109
OG0001289	Prac.g_01844	Syai.g_02504
OG0001290	Prac.g_01831	Syai.g_02536
OG0001291	Prac.g_01796	Syai.g_02587
OG0001292	Prac.g_01682	Syai.g_00306
OG0001293	Prac.g_01670	Syai.g_00285
OG0001294	Prac.g_01155	Syai.g_01242
OG0001295	Prac.g_01078	Syai.g_00722
OG0001296	Prac.g_00862	Syai.g_00672
OG0001298	Prac.g_00796	Syai.g_00773
OG0001299	Prac.g_00705	Syai.g_01236
OG0001300	Prac.g_00678	Syai.g_01982
OG0001301	Prac.g_00675	Syai.g_01995
OG0001302	Prac.g_01489	Syai.g_01142
OG0001303	Prac.g_01296	Syai.g_01559
OG0001304	Prac.g_01271	Syai.g_01418
OG0001305	Prac.g_01252	Syai.g_02001
OG0001306	Prac.g_00999	Syai.g_02160
OG0001307	Prac.g_00200	Syai.g_01717
OG0001308	Prac.g_00401	Syai.g_00943
OG0001309	Prac.g_00318	Syai.g_00682
OG0001311	Prac.g_01279	Syai.g_01429
OG0001312	Prac.g_01346	Syai.g_01549
OG0001315	Prac.g_01869	Syai.g_00427
OG0001316	Prac.g_01791	Syai.g_02593
OG0001317	Prac.g_01696	Syai.g_00534
OG0001318	Prac.g_01675	Syai.g_00293
OG0001319	Prac.g_01659	Syai.g_00270
OG0001321	Prac.g_01096	Syai.g_02195
OG0001322	Prac.g_01095	Syai.g_02194
OG0001323	Prac.g_00853	Syai.g_00685
OG0001324	Prac.g_00677	Syai.g_01983
OG0001325	Prac.g_01555	Syai.g_01392
OG0001326	Prac.g_00647	Syai.g_02856
OG0001327	Prac.g_01240	Syai.g_01250
OG0001328	Prac.g_01214	Syai.g_01278
OG0001330	Prac.g_00153	Syai.g_02167
OG0001331	Prac.g_00223	Syai.g_00622
OG0001332	Prac.g_00368	Syai.g_02293
OG0001333	Prac.g_00588	Syai.g_02255
OG0001334	Prac.g_00009	Syai.g_00438
OG0001335	Prac.g_00010	Syai.g_00439
OG0001336	Prac.g_00121	Syai.g_02909
OG0001339	Prac.g_01828	Syai.g_02539
OG0001340	Prac.g_01603	Syai.g_00453
OG0001343	Prac.g_01403	Syai.g_02842
OG0001344	Prac.g_00981	Syai.g_02139
OG0001345	Prac.g_00966	Syai.g_02110
OG0001346	Prac.g_00176	Syai.g_02180
OG0001348	Prac.g_00295	Syai.g_02033
OG0001349	Prac.g_00261	Syai.g_02417
OG0001351	Prac.g_01093	Syai.g_00843
OG0001352	Prac.g_00691	Syai.g_00700
OG0001355	Prac.g_00285, Prac.g_00878	Syai.g_01698
OG0001356	Prac.g_00900	Syai.g_02032
OG0001359	Prac.g_01402	Syai.g_02841
OG0001360	Prac.g_01211	Syai.g_02107
OG0001361	Prac.g_00969	Syai.g_02113
OG0001362	Prac.g_00397	Syai.g_00938
OG0001363	Prac.g_00395	Syai.g_00936
OG0001364	Prac.g_00012	Syai.g_00173
OG0001370	Prac.g_01086	Syai.g_02317
OG0001373	Prac.g_00646	Syai.g_02855
OG0001374	Prac.g_00654	Syai.g_02863
OG0001375	Prac.g_01404	Syai.g_02843
OG0001376	Prac.g_01246	Syai.g_02795
OG0001377	Prac.g_01245	Syai.g_02794
OG0001378	Prac.g_01047	Syai.g_02232
OG0001380	Prac.g_00205	Syai.g_01168
OG0001381	Prac.g_00211	Syai.g_02819, Syai.g_01723
OG0001385	Prac.g_00643	Syai.g_02852
OG0001386	Prac.g_00644	Syai.g_02853
OG0001387	Prac.g_00645	Syai.g_02854
OG0001388	Prac.g_00648	Syai.g_02857
OG0001389	Prac.g_00649	Syai.g_02858
OG0001390	Prac.g_00650	Syai.g_02859
OG0001391	Prac.g_00651	Syai.g_02860
OG0001392	Prac.g_00652	Syai.g_02861
OG0001393	Prac.g_00653	Syai.g_02862
OG0001395	Prac.g_01269	Syai.g_01410
OG0001397	Prac.g_00396	Syai.g_00937
OG0001400	Prac.g_00440	Syai.g_02602, Syai.g_01928
OG0001404	Prac.g_01863	Syai.g_02473
OG0001405	Prac.g_01605	Syai.g_00441
OG0001406	Prac.g_01247	Syai.g_02796
OG0001407	Prac.g_01234	Syai.g_00701
OG0001408	Prac.g_01228, Prac.g_01229	Syai.g_01831
OG0001413	Prac.g_00327	Syai.g_01148
OG0001414	Prac.g_01701	Syai.g_01722
OG0001416	Prac.g_01088, Prac.g_01087	Syai.g_02183
OG0001417	Prac.g_01076, Prac.g_01075	Syai.g_01478
OG0001419	Prac.g_01233	Syai.g_00702
OG0001420	Prac.g_01038	Syai.g_00697
OG0001421	Prac.g_00321	Syai.g_01621
OG0001422	Prac.g_00297	Syai.g_02171
OG0001423	Prac.g_00634	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001428	Prac.g_01758	Syai.g_02637
OG0001430	Prac.g_00148	Syai.g_02768
OG0001432	Prac.g_00328	Syai.g_01943
OG0001433	Prac.g_00899	Syai.g_02031
OG0001435	Prac.g_01388	Syai.g_01256
OG0001438	Prac.g_01638	Syai.g_00244
OG0001439	Prac.g_01624	Syai.g_00219
OG0001441	Prac.g_00851	Syai.g_00687
OG0001442	Prac.g_01530	Syai.g_01305
OG0001446	Prac.g_01852	Syai.g_00832
OG0001447	Prac.g_01805	Syai.g_02574
OG0001448	Prac.g_01167	Syai.g_02808
OG0001452	Prac.g_01398	Syai.g_00298
OG0001453	Prac.g_01306	Syai.g_01455
OG0001454	Prac.g_01218	Syai.g_01153
OG0001456	Prac.g_01008	Syai.g_02873
OG0001457	Prac.g_01007	Syai.g_02874
OG0001458	Prac.g_01006	Syai.g_02875
OG0001459	Prac.g_00134	Syai.g_01712
OG0001462	Prac.g_01912	Syai.g_00045
OG0001465	Prac.g_00669	Syai.g_01384
OG0001467	Prac.g_01497	Syai.g_01141
OG0001468	Prac.g_01242	Syai.g_01144
OG0001470	Prac.g_00239	Syai.g_02235
OG0001471	Prac.g_00326	Syai.g_00224
OG0001472	Prac.g_00319	Syai.g_01931
OG0001473	Prac.g_00059	Syai.g_01130
OG0001474	Prac.g_01194	Syai.g_00493
OG0001475	Prac.g_00241	Syai.g_02237
OG0001479	Prac.g_01197	Syai.g_00490
OG0001480	Prac.g_01165	Syai.g_02088
OG0001482	Prac.g_01090	Syai.g_01468
OG0001492	Prac.g_00938	Syai.g_01796
OG0001493	Prac.g_00930	Syai.g_01820
OG0001499	Prac.g_01870	Syai.g_00831, Syai.g_01189
OG0001502	Prac.g_01502	Syai.g_02079
OG0001504	Prac.g_00135	Syai.g_01713
OG0001507	Prac.g_00278	Syai.g_01671
OG0001508	Prac.g_00238	Syai.g_02234
OG0001520	Prac.g_01141, Prac.g_01140	Syai.g_00757
OG0001528	Prac.g_00240	Syai.g_02236
OG0001546	Prac.g_00848	Syai.g_00690
OG0001548	Prac.g_01500	Syai.g_01157
OG0001551	Prac.g_01009	Syai.g_02028
OG0001552	Prac.g_00923	Syai.g_01018
OG0001554	Prac.g_00320	Syai.g_02774
OG0001555	Prac.g_00306	Syai.g_01645
OG0001572	Prac.g_00911	Syai.g_00564
OG0001582	Prac.g_01077	Syai.g_01500
OG0001585	Prac.g_00132	Syai.g_01635
OG0001588	Prac.g_00435	Syai.g_00170
OG0001602	Prac.g_00670	Syai.g_01383
OG0001625	Prac.g_01673	Syai.g_00291
OG0001633	Prac.g_00214	Syai.g_00995
OG0001647	Prac.g_01658	Syai.g_00268
OG0001667	Prac.g_00155	Syai.g_01923
OG0001712	Prac.g_01123	Syai.g_01634
OG0001713	Prac.g_01873	Syai.g_02130
OG0001726	Prac.g_01126	Syai.g_01593, Syai.g_01594
OG0001924	Prac.g_01585	Syai.g_01058
OG0001925	Prac.g_01586	Syai.g_01057
OG0001926	Prac.g_01587	Syai.g_01056
OG0001927	Prac.g_01588	Syai.g_01055
OG0001993	Prac.g_01583	Syai.g_01060
OG0001994	Prac.g_01584	Syai.g_01059
OG0002063	Prac.g_01962	Syai.g_01856, Syai.g_01833
OG0002111	Prac.g_00781	Syai.g_01901, Syai.g_01912, Syai.g_00576
OG0002156	Prac.g_01895, Prac.g_01894	Syai.g_00984
OG0002488	Prac.g_00449	Syai.g_00172
OG0002489	Prac.g_01130	Syai.g_00596, Syai.g_01023
