Orthogroup	Prac	Syam
OG0001185	Prac.g_00036	Syam.g_00121
OG0001186	Prac.g_00058	Syam.g_00076
OG0001187	Prac.g_00062	Syam.g_00073
OG0001188	Prac.g_00064	Syam.g_00070
OG0001189	Prac.g_00081	Syam.g_00054
OG0001190	Prac.g_00085	Syam.g_02313
OG0001191	Prac.g_00095	Syam.g_02324
OG0001192	Prac.g_00099	Syam.g_02330
OG0001193	Prac.g_00109	Syam.g_02355
OG0001194	Prac.g_00110	Syam.g_02357
OG0001195	Prac.g_00111	Syam.g_02358
OG0001196	Prac.g_00124	Syam.g_02429
OG0001197	Prac.g_00125	Syam.g_02431
OG0001198	Prac.g_01950	Syam.g_02443
OG0001199	Prac.g_01857	Syam.g_02068
OG0001200	Prac.g_01855	Syam.g_02070
OG0001201	Prac.g_01823	Syam.g_02122
OG0001202	Prac.g_01731	Syam.g_02255
OG0001203	Prac.g_01692	Syam.g_00511
OG0001204	Prac.g_01687	Syam.g_00282
OG0001205	Prac.g_01102	Syam.g_01852
OG0001206	Prac.g_01083	Syam.g_01680
OG0001208	Prac.g_01062	Syam.g_00585
OG0001209	Prac.g_00837	Syam.g_00654
OG0001210	Prac.g_00832	Syam.g_00663
OG0001211	Prac.g_00822	Syam.g_00678
OG0001212	Prac.g_00776	Syam.g_01717
OG0001213	Prac.g_00742	Syam.g_01479
OG0001214	Prac.g_00734	Syam.g_01466
OG0001215	Prac.g_00681	Syam.g_00808
OG0001216	Prac.g_01558	Syam.g_01245
OG0001217	Prac.g_01521	Syam.g_01403
OG0001219	Prac.g_01487	Syam.g_01080
OG0001220	Prac.g_01424	Syam.g_01754
OG0001221	Prac.g_01373	Syam.g_01334
OG0001222	Prac.g_01335	Syam.g_01111
OG0001224	Prac.g_01260	Syam.g_00770
OG0001225	Prac.g_01258	Syam.g_00772
OG0001226	Prac.g_01232	Syam.g_01425
OG0001227	Prac.g_01213	Syam.g_02340
OG0001228	Prac.g_00940	Syam.g_01858
OG0001229	Prac.g_00215	Syam.g_00796
OG0001230	Prac.g_00419	Syam.g_01603
OG0001231	Prac.g_00315	Syam.g_00017
OG0001232	Prac.g_00602	Syam.g_02022
OG0001233	Prac.g_00582	Syam.g_01895
OG0001234	Prac.g_00491	Syam.g_00306
OG0001235	Prac.g_00501	Syam.g_00313
OG0001236	Prac.g_00019	Syam.g_00146
OG0001237	Prac.g_00023	Syam.g_00141
OG0001238	Prac.g_00096	Syam.g_02326
OG0001239	Prac.g_01860	Syam.g_02065
OG0001240	Prac.g_01838	Syam.g_02105
OG0001241	Prac.g_01830	Syam.g_02115
OG0001242	Prac.g_01812	Syam.g_02145
OG0001244	Prac.g_01790	Syam.g_02188
OG0001245	Prac.g_01153	Syam.g_01057
OG0001246	Prac.g_00867	Syam.g_00611
OG0001247	Prac.g_00688	Syam.g_01253
OG0001248	Prac.g_00686	Syam.g_01256
OG0001249	Prac.g_01498	Syam.g_00436
OG0001250	Prac.g_01435	Syam.g_00731
OG0001251	Prac.g_01400	Syam.g_02365
OG0001252	Prac.g_01265	Syam.g_00763
OG0001253	Prac.g_01212	Syam.g_01021
OG0001254	Prac.g_01016	Syam.g_00916
OG0001255	Prac.g_01001	Syam.g_01056
OG0001256	Prac.g_00322	Syam.g_01976
OG0001257	Prac.g_00316	Syam.g_01683
OG0001258	Prac.g_00628	Syam.g_01986
OG0001259	Prac.g_00584	Syam.g_01893
OG0001260	Prac.g_00568	Syam.g_01912
OG0001261	Prac.g_00540	Syam.g_00360
OG0001262	Prac.g_00079	Syam.g_00056
OG0001263	Prac.g_01803	Syam.g_02159
OG0001265	Prac.g_01813	Syam.g_02143
OG0001266	Prac.g_01727	Syam.g_02259
OG0001267	Prac.g_01651	Syam.g_00230
OG0001268	Prac.g_01195	Syam.g_00463
OG0001269	Prac.g_01175	Syam.g_00956
OG0001270	Prac.g_01113	Syam.g_01871
OG0001271	Prac.g_01072	Syam.g_01671
OG0001272	Prac.g_01058	Syam.g_00589
OG0001273	Prac.g_00740	Syam.g_01472
OG0001274	Prac.g_00668	Syam.g_02285
OG0001275	Prac.g_01300	Syam.g_01174
OG0001276	Prac.g_01281	Syam.g_01190
OG0001277	Prac.g_01223	Syam.g_02415
OG0001278	Prac.g_00935	Syam.g_00862
OG0001280	Prac.g_00174	Syam.g_01827
OG0001281	Prac.g_00180	Syam.g_01837
OG0001282	Prac.g_00218	Syam.g_00574
OG0001283	Prac.g_00237	Syam.g_02424
OG0001284	Prac.g_00341	Syam.g_01960
OG0001285	Prac.g_00599	Syam.g_02380
OG0001287	Prac.g_00043	Syam.g_00113
OG0001288	Prac.g_00051	Syam.g_00102
OG0001289	Prac.g_01844	Syam.g_02089
OG0001290	Prac.g_01831	Syam.g_02114
OG0001291	Prac.g_01796	Syam.g_02170
OG0001292	Prac.g_01682	Syam.g_00276
OG0001293	Prac.g_01670	Syam.g_00256
OG0001294	Prac.g_01155	Syam.g_01365
OG0001295	Prac.g_01078	Syam.g_00665
OG0001296	Prac.g_00862	Syam.g_00617
OG0001298	Prac.g_00796	Syam.g_01738
OG0001299	Prac.g_00705	Syam.g_01371
OG0001300	Prac.g_00678	Syam.g_00800
OG0001301	Prac.g_00675	Syam.g_00786
OG0001302	Prac.g_01489	Syam.g_01437
OG0001303	Prac.g_01296	Syam.g_01082
OG0001304	Prac.g_01271	Syam.g_01204
OG0001305	Prac.g_01252	Syam.g_00780
OG0001306	Prac.g_00999	Syam.g_01811
OG0001307	Prac.g_00200	Syam.g_00945
OG0001308	Prac.g_00401	Syam.g_01623
OG0001309	Prac.g_00318	Syam.g_00628
OG0001311	Prac.g_01279	Syam.g_01192
OG0001312	Prac.g_01346	Syam.g_01092
OG0001315	Prac.g_01869	Syam.g_00394
OG0001316	Prac.g_01791	Syam.g_02176
OG0001317	Prac.g_01696	Syam.g_00505
OG0001319	Prac.g_01659	Syam.g_00241
OG0001321	Prac.g_01096	Syam.g_01846
OG0001322	Prac.g_01095	Syam.g_01845
OG0001323	Prac.g_00853	Syam.g_00631
OG0001324	Prac.g_00677	Syam.g_00799
OG0001325	Prac.g_01555	Syam.g_01241
OG0001326	Prac.g_00647	Syam.g_02370
OG0001327	Prac.g_01240	Syam.g_01359
OG0001328	Prac.g_01214	Syam.g_01340
OG0001330	Prac.g_00153	Syam.g_01819
OG0001331	Prac.g_00223	Syam.g_00569
OG0001332	Prac.g_00368	Syam.g_01919
OG0001333	Prac.g_00588	Syam.g_01889
OG0001334	Prac.g_00009	Syam.g_00405
OG0001335	Prac.g_00010	Syam.g_00406
OG0001336	Prac.g_00121	Syam.g_02425
OG0001339	Prac.g_01828	Syam.g_02117
OG0001340	Prac.g_01603	Syam.g_00425
OG0001341	Prac.g_01523	Syam.g_00795
OG0001343	Prac.g_01403	Syam.g_02361
OG0001344	Prac.g_00981	Syam.g_01790
OG0001345	Prac.g_00966	Syam.g_01764
OG0001346	Prac.g_00176	Syam.g_01831
OG0001348	Prac.g_00295	Syam.g_00750
OG0001351	Prac.g_01093	Syam.g_01695
OG0001352	Prac.g_00691	Syam.g_00644
OG0001355	Prac.g_00285, Prac.g_00878	Syam.g_00957
OG0001356	Prac.g_00900	Syam.g_00751
OG0001358	Prac.g_00751	Syam.g_01495
OG0001359	Prac.g_01402	Syam.g_02360
OG0001360	Prac.g_01211	Syam.g_01762
OG0001361	Prac.g_00969	Syam.g_01767
OG0001362	Prac.g_00397	Syam.g_01628
OG0001363	Prac.g_00395	Syam.g_01630
OG0001364	Prac.g_00012	Syam.g_00158
OG0001370	Prac.g_01086	Syam.g_02033, Syam.g_01536, Syam.g_01942
OG0001372	Prac.g_01515	Syam.g_00450, Syam.g_00984
OG0001373	Prac.g_00646	Syam.g_02369
OG0001374	Prac.g_00654	Syam.g_02377
OG0001375	Prac.g_01404	Syam.g_02362
OG0001376	Prac.g_01246	Syam.g_02332
OG0001377	Prac.g_01245	Syam.g_02331
OG0001378	Prac.g_01047	Syam.g_01872
OG0001380	Prac.g_00205	Syam.g_01409
OG0001381	Prac.g_00211	Syam.g_00939
OG0001382	Prac.g_00302	Syam.g_01557
OG0001385	Prac.g_00643	Syam.g_02366
OG0001386	Prac.g_00644	Syam.g_02367
OG0001387	Prac.g_00645	Syam.g_02368
OG0001388	Prac.g_00648	Syam.g_02371
OG0001389	Prac.g_00649	Syam.g_02372
OG0001390	Prac.g_00650	Syam.g_02373
OG0001391	Prac.g_00651	Syam.g_02374
OG0001392	Prac.g_00652	Syam.g_02375
OG0001393	Prac.g_00653	Syam.g_02376
OG0001395	Prac.g_01269	Syam.g_01225
OG0001397	Prac.g_00396	Syam.g_01629
OG0001400	Prac.g_00440	Syam.g_00836
OG0001404	Prac.g_01863	Syam.g_02061
OG0001405	Prac.g_01605	Syam.g_00408
OG0001406	Prac.g_01247	Syam.g_02333
OG0001407	Prac.g_01234	Syam.g_00645
OG0001408	Prac.g_01228, Prac.g_01229	Syam.g_00848
OG0001413	Prac.g_00327	Syam.g_01430
OG0001414	Prac.g_01701	Syam.g_00940
OG0001416	Prac.g_01088, Prac.g_01087	Syam.g_01834
OG0001417	Prac.g_01076, Prac.g_01075	Syam.g_01144
OG0001419	Prac.g_01233	Syam.g_00646
OG0001420	Prac.g_01038	Syam.g_00642
OG0001421	Prac.g_00321	Syam.g_01019
OG0001422	Prac.g_00297	Syam.g_01822
OG0001423	Prac.g_00634	Syam.g_00553, Syam.g_00548
OG0001428	Prac.g_01758	Syam.g_02220
OG0001429	Prac.g_01486	Syam.g_01083
OG0001430	Prac.g_00148	Syam.g_02305
OG0001432	Prac.g_00328	Syam.g_00822
OG0001433	Prac.g_00899	Syam.g_00752
OG0001435	Prac.g_01388	Syam.g_01353
OG0001438	Prac.g_01638	Syam.g_00215
OG0001439	Prac.g_01624	Syam.g_00190
OG0001441	Prac.g_00851	Syam.g_00633
OG0001442	Prac.g_01530	Syam.g_01306
OG0001447	Prac.g_01805	Syam.g_02152
OG0001448	Prac.g_01167	Syam.g_02342
OG0001452	Prac.g_01398	Syam.g_00268
OG0001453	Prac.g_01306	Syam.g_01166
OG0001454	Prac.g_01218	Syam.g_01426
OG0001456	Prac.g_01008	Syam.g_02387
OG0001457	Prac.g_01007	Syam.g_02388
OG0001458	Prac.g_01006	Syam.g_02389
OG0001459	Prac.g_00134	Syam.g_00949
OG0001462	Prac.g_01912	Syam.g_00041
OG0001465	Prac.g_00669	Syam.g_01250
OG0001467	Prac.g_01497	Syam.g_01438
OG0001468	Prac.g_01242	Syam.g_01435
OG0001470	Prac.g_00239	Syam.g_01874
OG0001471	Prac.g_00326	Syam.g_00195
OG0001472	Prac.g_00319	Syam.g_00833
OG0001473	Prac.g_00059	Syam.g_01440
OG0001474	Prac.g_01194	Syam.g_00464
OG0001475	Prac.g_00241	Syam.g_01876
OG0001479	Prac.g_01197	Syam.g_00461
OG0001480	Prac.g_01165	Syam.g_01755
OG0001482	Prac.g_01090	Syam.g_01154
OG0001492	Prac.g_00938	Syam.g_00865
OG0001493	Prac.g_00930	Syam.g_00857
OG0001499	Prac.g_01870	Syam.g_02154, Syam.g_01397
OG0001502	Prac.g_01502	Syam.g_00705
OG0001504	Prac.g_00135	Syam.g_00948
OG0001507	Prac.g_00278	Syam.g_00975
OG0001508	Prac.g_00238	Syam.g_01873
OG0001520	Prac.g_01141, Prac.g_01140	Syam.g_01752
OG0001526	Prac.g_00474	Syam.g_02183
OG0001528	Prac.g_00240	Syam.g_01875
OG0001546	Prac.g_00848	Syam.g_00636
OG0001548	Prac.g_01500	Syam.g_01420
OG0001551	Prac.g_01009	Syam.g_00755
OG0001554	Prac.g_00320	Syam.g_02311
OG0001572	Prac.g_00911	Syam.g_00531
OG0001582	Prac.g_01077	Syam.g_01128
OG0001585	Prac.g_00132	Syam.g_01008
OG0001602	Prac.g_00670	Syam.g_01251
OG0001625	Prac.g_01673	Syam.g_00262
OG0001627	Prac.g_01516	Syam.g_01921
OG0001633	Prac.g_00214	Syam.g_01586
OG0001647	Prac.g_01658	Syam.g_00239
OG0001667	Prac.g_00155	Syam.g_00840
OG0001712	Prac.g_01123	Syam.g_01009
OG0001713	Prac.g_01873	Syam.g_01783
OG0001718	Prac.g_01171	Syam.g_01501
OG0001726	Prac.g_01126	Syam.g_01046
OG0001836	Prac.g_00887	Syam.g_00760
OG0002156	Prac.g_01895, Prac.g_01894	Syam.g_01596
OG0002377	Prac.g_00888	Syam.g_00761
OG0002488	Prac.g_00449	Syam.g_00157
OG0002618	Prac.g_01964	Syam.g_00442
