Orthogroup	Prac	Syap
OG0001439	Prac.g_01624	Syap.g_01674
OG0001441	Prac.g_00851	Syap.g_02749
OG0001447	Prac.g_01805	Syap.g_02218
OG0001452	Prac.g_01398	Syap.g_01590
OG0001453	Prac.g_01306	Syap.g_02687
OG0001456	Prac.g_01008	Syap.g_01828
OG0001457	Prac.g_01007	Syap.g_01826
OG0001458	Prac.g_01006	Syap.g_01825
OG0001459	Prac.g_00134	Syap.g_00351
OG0001474	Prac.g_01194	Syap.g_00562
OG0001475	Prac.g_00241	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Prac.g_01197	Syap.g_00565
OG0001492	Prac.g_00938	Syap.g_02441
OG0001493	Prac.g_00930	Syap.g_02433
OG0001502	Prac.g_01502	Syap.g_00833
OG0001504	Prac.g_00135	Syap.g_00350
OG0001507	Prac.g_00278	Syap.g_00227
OG0001508	Prac.g_00238	Syap.g_00808
OG0001528	Prac.g_00240	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001546	Prac.g_00848	Syap.g_02745
OG0001553	Prac.g_00414	Syap.g_02121
OG0001584	Prac.g_01354	Syap.g_00183
OG0001587	Prac.g_00472	Syap.g_02669
OG0001613	Prac.g_00004	Syap.g_00597
OG0001632	Prac.g_01952	Syap.g_02524
OG0001647	Prac.g_01658	Syap.g_01370
OG0001713	Prac.g_01873	Syap.g_00349
OG0001745	Prac.g_00329	Syap.g_02401
OG0001919	Prac.g_01134	Syap.g_01968
OG0001924	Prac.g_01585	Syap.g_00381
OG0001925	Prac.g_01586	Syap.g_00382
OG0001926	Prac.g_01587	Syap.g_00383
OG0001927	Prac.g_01588	Syap.g_00384
OG0001994	Prac.g_01584	Syap.g_00380
OG0002026	Prac.g_01135	Syap.g_00821
OG0002097	Prac.g_00274	Syap.g_00711
OG0002110	Prac.g_00641, Prac.g_00638	Syap.g_00363
OG0002156	Prac.g_01895, Prac.g_01894	Syap.g_01621
OG0002274	Prac.g_00470	Syap.g_00710
OG0002425	Prac.g_00451	Syap.g_01019
OG0002628	Prac.g_00663	Syap.g_01081
OG0002771	Prac.g_00270	Syap.g_00878
