Orthogroup	Prac	Syal
OG0001175	Prac.g_00489	Syal.g_00208
OG0001176	Prac.g_00496	Syal.g_00226
OG0001177	Prac.g_00499	Syal.g_00224
OG0001178	Prac.g_00504	Syal.g_00592
OG0001179	Prac.g_00532	Syal.g_00256
OG0001180	Prac.g_00553	Syal.g_00282
OG0001182	Prac.g_00564	Syal.g_00295
OG0001183	Prac.g_00006	Syal.g_00302
OG0001184	Prac.g_00022	Syal.g_01359
OG0001185	Prac.g_00036	Syal.g_01453
OG0001186	Prac.g_00058	Syal.g_00179
OG0001187	Prac.g_00062	Syal.g_00175
OG0001188	Prac.g_00064	Syal.g_00172
OG0001189	Prac.g_00081	Syal.g_00152
OG0001190	Prac.g_00085	Syal.g_01067
OG0001191	Prac.g_00095	Syal.g_01083
OG0001192	Prac.g_00099	Syal.g_01090
OG0001193	Prac.g_00109	Syal.g_01128
OG0001194	Prac.g_00110	Syal.g_01130
OG0001195	Prac.g_00111	Syal.g_01131
OG0001196	Prac.g_00124	Syal.g_00078
OG0001197	Prac.g_00125	Syal.g_00080
OG0001198	Prac.g_01950	Syal.g_00093
OG0001199	Prac.g_01857	Syal.g_00757
OG0001200	Prac.g_01855	Syal.g_00759
OG0001201	Prac.g_01823	Syal.g_00821
OG0001202	Prac.g_01731	Syal.g_00956
OG0001203	Prac.g_01692	Syal.g_00683
OG0001204	Prac.g_01687	Syal.g_01201
OG0001205	Prac.g_01102	Syal.g_00515
OG0001206	Prac.g_01083	Syal.g_00490
OG0001207	Prac.g_01067	Syal.g_02889
OG0001208	Prac.g_01062	Syal.g_02899
OG0001209	Prac.g_00837	Syal.g_02835
OG0001210	Prac.g_00832	Syal.g_02827
OG0001211	Prac.g_00822	Syal.g_02811
OG0001212	Prac.g_00776	Syal.g_02754
OG0001213	Prac.g_00742	Syal.g_02701
OG0001214	Prac.g_00734	Syal.g_02634
OG0001215	Prac.g_00681	Syal.g_01786
OG0001216	Prac.g_01558	Syal.g_01861
OG0001217	Prac.g_01521	Syal.g_02067
OG0001219	Prac.g_01487	Syal.g_02036
OG0001220	Prac.g_01424	Syal.g_02494
OG0001221	Prac.g_01373	Syal.g_02258
OG0001222	Prac.g_01335	Syal.g_02006
OG0001223	Prac.g_01309	Syal.g_01960
OG0001224	Prac.g_01260	Syal.g_01827
OG0001225	Prac.g_01258	Syal.g_01825
OG0001226	Prac.g_01232	Syal.g_00767
OG0001227	Prac.g_01213	Syal.g_01575
OG0001228	Prac.g_00940	Syal.g_02451
OG0001229	Prac.g_00215	Syal.g_01801
OG0001230	Prac.g_00419	Syal.g_00029
OG0001231	Prac.g_00315	Syal.g_00114
OG0001232	Prac.g_00602	Syal.g_00622
OG0001233	Prac.g_00582	Syal.g_00645
OG0001234	Prac.g_00491	Syal.g_00212
OG0001236	Prac.g_00019	Syal.g_01352
OG0001237	Prac.g_00023	Syal.g_01362
OG0001238	Prac.g_00096	Syal.g_01085
OG0001239	Prac.g_01860	Syal.g_00754
OG0001240	Prac.g_01838	Syal.g_00804
OG0001241	Prac.g_01830	Syal.g_00814
OG0001242	Prac.g_01812	Syal.g_00844
OG0001243	Prac.g_01806	Syal.g_00852
OG0001244	Prac.g_01790	Syal.g_00882
OG0001245	Prac.g_01153	Syal.g_02522
OG0001246	Prac.g_00867	Syal.g_02927
OG0001247	Prac.g_00688	Syal.g_01126
OG0001248	Prac.g_00686	Syal.g_01778
OG0001249	Prac.g_01498	Syal.g_00337
OG0001250	Prac.g_01435	Syal.g_02469
OG0001251	Prac.g_01400	Syal.g_02576
OG0001252	Prac.g_01265	Syal.g_01834
OG0001253	Prac.g_01212	Syal.g_02521
OG0001254	Prac.g_01016	Syal.g_02507
OG0001255	Prac.g_01001	Syal.g_02609
OG0001256	Prac.g_00322	Syal.g_00571
OG0001257	Prac.g_00316	Syal.g_02262
OG0001258	Prac.g_00628	Syal.g_00582
OG0001259	Prac.g_00584	Syal.g_00643
OG0001260	Prac.g_00568	Syal.g_00665
OG0001261	Prac.g_00540	Syal.g_00265
OG0001262	Prac.g_00079	Syal.g_00154
OG0001263	Prac.g_01803	Syal.g_00856
OG0001264	Prac.g_01905	Syal.g_00191
OG0001265	Prac.g_01813	Syal.g_00842
OG0001266	Prac.g_01727	Syal.g_00960
OG0001267	Prac.g_01651	Syal.g_01263
OG0001268	Prac.g_01195	Syal.g_00353
OG0001269	Prac.g_01175	Syal.g_02567
OG0001270	Prac.g_01113	Syal.g_00528
OG0001271	Prac.g_01072	Syal.g_00466
OG0001272	Prac.g_01058	Syal.g_02903
OG0001273	Prac.g_00740	Syal.g_02641
OG0001274	Prac.g_00668	Syal.g_01007
OG0001275	Prac.g_01300	Syal.g_01932
OG0001276	Prac.g_01281	Syal.g_01914
OG0001277	Prac.g_01223	Syal.g_02963
OG0001278	Prac.g_00935	Syal.g_01766
OG0001280	Prac.g_00174	Syal.g_01604
OG0001281	Prac.g_00180	Syal.g_01592
OG0001282	Prac.g_00218	Syal.g_02887
OG0001283	Prac.g_00237	Syal.g_01179
OG0001284	Prac.g_00341	Syal.g_03007
OG0001285	Prac.g_00599	Syal.g_00625
OG0001287	Prac.g_00043	Syal.g_01461
OG0001288	Prac.g_00051	Syal.g_01513
OG0001289	Prac.g_01844	Syal.g_00781
OG0001290	Prac.g_01831	Syal.g_00813
OG0001291	Prac.g_01796	Syal.g_00866
OG0001292	Prac.g_01682	Syal.g_01206
OG0001293	Prac.g_01670	Syal.g_01236
OG0001294	Prac.g_01155	Syal.g_02207
OG0001295	Prac.g_01078	Syal.g_01828
OG0001296	Prac.g_00862	Syal.g_02933
OG0001298	Prac.g_00796	Syal.g_02777
OG0001299	Prac.g_00705	Syal.g_02200
OG0001300	Prac.g_00678	Syal.g_01795
OG0001301	Prac.g_00675	Syal.g_01941, Syal.g_01810
OG0001302	Prac.g_01489	Syal.g_02607
OG0001303	Prac.g_01296	Syal.g_02033
OG0001304	Prac.g_01271	Syal.g_01899
OG0001305	Prac.g_01252	Syal.g_01817
OG0001306	Prac.g_00999	Syal.g_01626
OG0001307	Prac.g_00200	Syal.g_02195
OG0001308	Prac.g_00401	Syal.g_00392
OG0001309	Prac.g_00318	Syal.g_02943
OG0001310	Prac.g_00613	Syal.g_00605
OG0001311	Prac.g_01279	Syal.g_01912
OG0001312	Prac.g_01346	Syal.g_02024
OG0001315	Prac.g_01869	Syal.g_00300
OG0001316	Prac.g_01791	Syal.g_00872
OG0001317	Prac.g_01696	Syal.g_00687
OG0001318	Prac.g_01675	Syal.g_01228
OG0001319	Prac.g_01659	Syal.g_01252
OG0001321	Prac.g_01096	Syal.g_00508
OG0001322	Prac.g_01095	Syal.g_00507
OG0001323	Prac.g_00853	Syal.g_02946
OG0001324	Prac.g_00677	Syal.g_01796
OG0001325	Prac.g_01555	Syal.g_01865
OG0001326	Prac.g_00647	Syal.g_01138
OG0001327	Prac.g_01240	Syal.g_02296
OG0001328	Prac.g_01214	Syal.g_02266
OG0001329	Prac.g_01024	Syal.g_01188
OG0001330	Prac.g_00153	Syal.g_01611
OG0001332	Prac.g_00368	Syal.g_02965
OG0001333	Prac.g_00588	Syal.g_00639
OG0001334	Prac.g_00009	Syal.g_00311
OG0001335	Prac.g_00010	Syal.g_00312
OG0001336	Prac.g_00121	Syal.g_01180
OG0001339	Prac.g_01828	Syal.g_00816
OG0001340	Prac.g_01603	Syal.g_00328
OG0001341	Prac.g_01523	Syal.g_02538
OG0001343	Prac.g_01403	Syal.g_01190
OG0001344	Prac.g_00981	Syal.g_01658
OG0001345	Prac.g_00966	Syal.g_01694
OG0001346	Prac.g_00176	Syal.g_01600
OG0001348	Prac.g_00295	Syal.g_01849
OG0001349	Prac.g_00261	Syal.g_01426
OG0001351	Prac.g_01093	Syal.g_00501
OG0001358	Prac.g_00751	Syal.g_02715
OG0001359	Prac.g_01402	Syal.g_01189
OG0001360	Prac.g_01211	Syal.g_01696
OG0001361	Prac.g_00969	Syal.g_01691
OG0001362	Prac.g_00397	Syal.g_00397
OG0001363	Prac.g_00395	Syal.g_00399
OG0001364	Prac.g_00012	Syal.g_01342
OG0001365	Prac.g_00089	Syal.g_01072
OG0001369	Prac.g_01839	Syal.g_00803
OG0001373	Prac.g_00646	Syal.g_01137
OG0001374	Prac.g_00654	Syal.g_01145
OG0001375	Prac.g_01404	Syal.g_01191
OG0001376	Prac.g_01246	Syal.g_01095
OG0001377	Prac.g_01245	Syal.g_01094
OG0001378	Prac.g_01047	Syal.g_00529
OG0001382	Prac.g_00302	Syal.g_00220
OG0001385	Prac.g_00643	Syal.g_01134
OG0001386	Prac.g_00644	Syal.g_01135
OG0001387	Prac.g_00645	Syal.g_01136
OG0001388	Prac.g_00648	Syal.g_01139
OG0001389	Prac.g_00649	Syal.g_01140
OG0001390	Prac.g_00650	Syal.g_01141
OG0001391	Prac.g_00651	Syal.g_01142
OG0001392	Prac.g_00652	Syal.g_01143
OG0001393	Prac.g_00653	Syal.g_01144
OG0001395	Prac.g_01269	Syal.g_02432
OG0001397	Prac.g_00396	Syal.g_00398
OG0001399	Prac.g_00493	Syal.g_00434
OG0001400	Prac.g_00440	Syal.g_00877
OG0001404	Prac.g_01863	Syal.g_00750
OG0001405	Prac.g_01605	Syal.g_00314
OG0001406	Prac.g_01247	Syal.g_01096
OG0001407	Prac.g_01234	Syal.g_01774
OG0001408	Prac.g_01228, Prac.g_01229	Syal.g_02589
OG0001409	Prac.g_00978	Syal.g_01671
OG0001410	Prac.g_00201	Syal.g_02194
OG0001411	Prac.g_00259	Syal.g_01399
OG0001413	Prac.g_00327	Syal.g_02570
OG0001416	Prac.g_01088, Prac.g_01087	Syal.g_01595
OG0001417	Prac.g_01076, Prac.g_01075	Syal.g_01974
OG0001419	Prac.g_01233	Syal.g_01775
OG0001420	Prac.g_01038	Syal.g_02955
OG0001423	Prac.g_00634	Syal.g_00726
OG0001428	Prac.g_01758	Syal.g_00915
OG0001430	Prac.g_00148	Syal.g_01055
OG0001432	Prac.g_00328	Syal.g_02578
OG0001433	Prac.g_00899	Syal.g_02212
OG0001435	Prac.g_01388	Syal.g_02290
OG0001438	Prac.g_01638	Syal.g_01278
OG0001439	Prac.g_01624	Syal.g_01306
OG0001442	Prac.g_01530	Syal.g_02234
OG0001447	Prac.g_01805	Syal.g_00853
OG0001448	Prac.g_01167	Syal.g_02552
OG0001452	Prac.g_01398	Syal.g_01223
OG0001454	Prac.g_01218	Syal.g_02566
OG0001456	Prac.g_01008	Syal.g_01146
OG0001457	Prac.g_01007	Syal.g_01147
OG0001458	Prac.g_01006	Syal.g_01148
OG0001459	Prac.g_00134	Syal.g_01493, Syal.g_02104
OG0001462	Prac.g_01912	Syal.g_00138
OG0001470	Prac.g_00239	Syal.g_00181
OG0001471	Prac.g_00326	Syal.g_01301
OG0001473	Prac.g_00059	Syal.g_02571
OG0001474	Prac.g_01194	Syal.g_00354
OG0001475	Prac.g_00241	Syal.g_00184
OG0001479	Prac.g_01197	Syal.g_00351
OG0001480	Prac.g_01165	Syal.g_02599
OG0001481	Prac.g_01160	Syal.g_00504
OG0001482	Prac.g_01090	Syal.g_01964
OG0001486	Prac.g_00987	Syal.g_01651
OG0001492	Prac.g_00938	Syal.g_01769
OG0001493	Prac.g_00930	Syal.g_01760
OG0001499	Prac.g_01870	Syal.g_00086
OG0001502	Prac.g_01502	Syal.g_02489
OG0001504	Prac.g_00135	Syal.g_02103, Syal.g_01492
OG0001507	Prac.g_00278	Syal.g_02094
OG0001508	Prac.g_00238	Syal.g_00180
OG0001520	Prac.g_01141, Prac.g_01140	Syal.g_02790
OG0001528	Prac.g_00240	Syal.g_00182
OG0001546	Prac.g_00848	Syal.g_02950
OG0001551	Prac.g_01009	Syal.g_01781
OG0001554	Prac.g_00320	Syal.g_01065
OG0001555	Prac.g_00306	Syal.g_02484
OG0001565	Prac.g_01120	Syal.g_02600
OG0001572	Prac.g_00911	Syal.g_03017
OG0001582	Prac.g_01077	Syal.g_02644
OG0001585	Prac.g_00132	Syal.g_00712
OG0001625	Prac.g_01673	Syal.g_01230
OG0001647	Prac.g_01658	Syal.g_01254
OG0001667	Prac.g_00155	Syal.g_02863
OG0001704	Prac.g_01875, Prac.g_01876, Prac.g_01878, Prac.g_00920	Syal.g_01020
OG0001712	Prac.g_01123	Syal.g_02524
OG0001713	Prac.g_01873	Syal.g_01668
OG0001719	Prac.g_01144	Syal.g_01472
OG0001722	Prac.g_01397	Syal.g_00730
OG0001726	Prac.g_01126	Syal.g_00536
OG0001744	Prac.g_00162	Syal.g_00735
OG0001745	Prac.g_00329	Syal.g_02530
OG0001924	Prac.g_01585	Syal.g_02722
OG0001925	Prac.g_01586	Syal.g_02723
OG0001926	Prac.g_01587	Syal.g_02724
OG0001927	Prac.g_01588	Syal.g_02725
OG0001993	Prac.g_01583	Syal.g_02720
OG0001994	Prac.g_01584	Syal.g_02721
OG0002032	Prac.g_00098	Syal.g_02367
OG0002111	Prac.g_00781	Syal.g_02674, Syal.g_02655
OG0002156	Prac.g_01895, Prac.g_01894	Syal.g_00058
OG0002560	Prac.g_01138	Syal.g_02077
OG0003351	Prac.g_00247	Syal.g_01395
OG0003656	Prac.g_01908	Syal.g_00727
