Orthogroup	Pras	Prah
OG0001172	Pras.g_00744	Prah.g_00149
OG0001173	Pras.g_00746	Prah.g_00146
OG0001174	Pras.g_00747	Prah.g_00145
OG0001175	Pras.g_00748	Prah.g_00144
OG0001176	Pras.g_00749	Prah.g_00136
OG0001177	Pras.g_00751	Prah.g_00134
OG0001178	Pras.g_00754	Prah.g_00130
OG0001179	Pras.g_00755	Prah.g_00129
OG0001180	Pras.g_00756	Prah.g_00128
OG0001181	Pras.g_00757	Prah.g_00127
OG0001182	Pras.g_00758	Prah.g_00126
OG0001183	Pras.g_00759	Prah.g_00125
OG0001184	Pras.g_00762	Prah.g_00088
OG0001185	Pras.g_00765	Prah.g_00086
OG0001186	Pras.g_00766	Prah.g_00085
OG0001187	Pras.g_00768	Prah.g_00084
OG0001188	Pras.g_00769	Prah.g_00080
OG0001189	Pras.g_00770	Prah.g_00079
OG0001190	Pras.g_00771	Prah.g_00078
OG0001191	Pras.g_00772	Prah.g_00076
OG0001192	Pras.g_00773	Prah.g_00074
OG0001193	Pras.g_00774	Prah.g_00073
OG0001194	Pras.g_00775	Prah.g_00071
OG0001195	Pras.g_00776	Prah.g_00070
OG0001196	Pras.g_00777	Prah.g_00068
OG0001197	Pras.g_00778	Prah.g_00067
OG0001198	Pras.g_00779	Prah.g_00066
OG0001199	Pras.g_00780	Prah.g_00065
OG0001200	Pras.g_00781	Prah.g_00063
OG0001201	Pras.g_00782	Prah.g_00062
OG0001202	Pras.g_00783	Prah.g_00061
OG0001203	Pras.g_00785	Prah.g_00059
OG0001204	Pras.g_00787	Prah.g_00055
OG0001205	Pras.g_00788	Prah.g_00053
OG0001206	Pras.g_00789	Prah.g_00052
OG0001207	Pras.g_00790	Prah.g_02490
OG0001208	Pras.g_00791	Prah.g_02491
OG0001209	Pras.g_00792	Prah.g_02492
OG0001210	Pras.g_00793	Prah.g_02493
OG0001211	Pras.g_00794	Prah.g_02495
OG0001212	Pras.g_00795	Prah.g_02496
OG0001213	Pras.g_00796	Prah.g_02497
OG0001214	Pras.g_00798	Prah.g_02499
OG0001215	Pras.g_00799	Prah.g_02501
OG0001216	Pras.g_00800	Prah.g_02503
OG0001217	Pras.g_00801	Prah.g_02504
OG0001218	Pras.g_00802	Prah.g_02505
OG0001219	Pras.g_00804	Prah.g_02508
OG0001220	Pras.g_00805	Prah.g_02513
OG0001221	Pras.g_00808	Prah.g_02536
OG0001222	Pras.g_00809	Prah.g_02540
OG0001223	Pras.g_00810	Prah.g_02541
OG0001224	Pras.g_00812	Prah.g_02543
OG0001225	Pras.g_00813	Prah.g_02544
OG0001226	Pras.g_00814	Prah.g_02547
OG0001227	Pras.g_00815	Prah.g_02548
OG0001228	Pras.g_00816	Prah.g_02550
OG0001229	Pras.g_00817	Prah.g_02551
OG0001230	Pras.g_00818	Prah.g_02552
OG0001231	Pras.g_00819	Prah.g_02565
OG0001232	Pras.g_00820	Prah.g_02574
OG0001233	Pras.g_00821	Prah.g_02575
OG0001234	Pras.g_00822	Prah.g_02576
OG0001235	Pras.g_00823	Prah.g_02577
OG0001236	Pras.g_00825	Prah.g_02579
OG0001237	Pras.g_00826	Prah.g_02580
OG0001238	Pras.g_00828	Prah.g_02584
OG0001239	Pras.g_00829	Prah.g_02586
OG0001240	Pras.g_00830	Prah.g_02587
OG0001241	Pras.g_00832	Prah.g_02591
OG0001242	Pras.g_00834	Prah.g_02593
OG0001243	Pras.g_00835	Prah.g_02594
OG0001244	Pras.g_00836	Prah.g_02596
OG0001245	Pras.g_00837	Prah.g_02598
OG0001246	Pras.g_00838	Prah.g_02600
OG0001247	Pras.g_00839	Prah.g_02601
OG0001248	Pras.g_00840	Prah.g_02602
OG0001249	Pras.g_00841	Prah.g_02603
OG0001250	Pras.g_00842	Prah.g_02604
OG0001251	Pras.g_00943	Prah.g_01880
OG0001253	Pras.g_01001	Prah.g_02287
OG0001254	Pras.g_01133	Prah.g_02135
OG0001255	Pras.g_01186	Prah.g_01941
OG0001256	Pras.g_01289	Prah.g_01084
OG0001257	Pras.g_01360	Prah.g_01564
OG0001258	Pras.g_01376	Prah.g_01545
OG0001259	Pras.g_01466	Prah.g_01418
OG0001261	Pras.g_01735	Prah.g_00604
OG0001262	Pras.g_01751	Prah.g_00581
OG0001263	Pras.g_01772	Prah.g_01190
OG0001264	Pras.g_01800	Prah.g_00734
OG0001265	Pras.g_01910	Prah.g_00856
OG0001266	Pras.g_01958	Prah.g_01192
OG0001267	Pras.g_00040	Prah.g_01037
OG0001268	Pras.g_00053	Prah.g_01324
OG0001269	Pras.g_00233	Prah.g_00326
OG0001270	Pras.g_00391	Prah.g_01203
OG0001273	Pras.g_00447	Prah.g_01521
OG0001274	Pras.g_00452	Prah.g_01050
OG0001275	Pras.g_00467	Prah.g_00282
OG0001276	Pras.g_00144	Prah.g_00710
OG0001278	Pras.g_00542	Prah.g_01665
OG0001279	Pras.g_00546	Prah.g_01670
OG0001280	Pras.g_00549	Prah.g_01673
OG0001281	Pras.g_00616	Prah.g_02068
OG0001282	Pras.g_00641	Prah.g_01682
OG0001283	Pras.g_00725	Prah.g_02240
OG0001284	Pras.g_00753	Prah.g_00131
OG0001285	Pras.g_00786	Prah.g_00057
OG0001286	Pras.g_00831	Prah.g_02589
OG0001287	Pras.g_00530	Prah.g_01100
OG0001288	Pras.g_01315	Prah.g_00231
OG0001290	Pras.g_00872	Prah.g_00037
OG0001292	Pras.g_00925	Prah.g_01844
OG0001293	Pras.g_00927	Prah.g_01846
OG0001294	Pras.g_00944	Prah.g_01881
OG0001295	Pras.g_00970	Prah.g_00185
OG0001296	Pras.g_00976	Prah.g_02251
OG0001297	Pras.g_01050	Prah.g_02359
OG0001298	Pras.g_01095	Prah.g_02077
OG0001299	Pras.g_01104	Prah.g_01868, Prah.g_02090
OG0001301	Pras.g_01513	Prah.g_00499
OG0001303	Pras.g_01657	Prah.g_00356
OG0001304	Pras.g_01925	Prah.g_00906
OG0001305	Pras.g_01930	Prah.g_00911
OG0001306	Pras.g_01966	Prah.g_02573
OG0001307	Pras.g_01975	Prah.g_00722
OG0001309	Pras.g_00003	Prah.g_00054
OG0001310	Pras.g_00014	Prah.g_01182
OG0001311	Pras.g_00084	Prah.g_01250
OG0001312	Pras.g_00234	Prah.g_00325
OG0001313	Pras.g_00450	Prah.g_00018
OG0001314	Pras.g_00573	Prah.g_01704
OG0001315	Pras.g_00608	Prah.g_01761
OG0001316	Pras.g_00721	Prah.g_02235
OG0001318	Pras.g_00992	Prah.g_02279
OG0001320	Pras.g_01345	Prah.g_01481
OG0001322	Pras.g_01682	Prah.g_00942
OG0001323	Pras.g_01950	Prah.g_00555
OG0001326	Pras.g_00175	Prah.g_00998
OG0001327	Pras.g_00177	Prah.g_01354
OG0001329	Pras.g_00270	Prah.g_02582
OG0001330	Pras.g_00443	Prah.g_01658
OG0001331	Pras.g_00547	Prah.g_01671
OG0001332	Pras.g_00597	Prah.g_01737
OG0001333	Pras.g_00691	Prah.g_01990
OG0001334	Pras.g_00745	Prah.g_00148
OG0001335	Pras.g_00784	Prah.g_00060
OG0001336	Pras.g_00979	Prah.g_02253
OG0001337	Pras.g_00969	Prah.g_00187
OG0001339	Pras.g_01054	Prah.g_02363
OG0001340	Pras.g_01100	Prah.g_02083
OG0001341	Pras.g_01113	Prah.g_02108
OG0001342	Pras.g_01132	Prah.g_02134
OG0001343	Pras.g_01192	Prah.g_01934
OG0001344	Pras.g_01231	Prah.g_00443
OG0001345	Pras.g_01312	Prah.g_00228
OG0001346	Pras.g_01350	Prah.g_00309
OG0001347	Pras.g_01364	Prah.g_01560
OG0001348	Pras.g_01382	Prah.g_01537
OG0001349	Pras.g_01387	Prah.g_01531
OG0001350	Pras.g_01392	Prah.g_01527
OG0001351	Pras.g_01453	Prah.g_01435
OG0001353	Pras.g_01579	Prah.g_02393
OG0001355	Pras.g_01741	Prah.g_00597
OG0001357	Pras.g_01888	Prah.g_00837
OG0001358	Pras.g_01909	Prah.g_00855
OG0001361	Pras.g_00107	Prah.g_01284
OG0001362	Pras.g_00152	Prah.g_00431
OG0001366	Pras.g_00587	Prah.g_01726
OG0001367	Pras.g_00630	Prah.g_01971, Prah.g_00340
OG0001368	Pras.g_00752	Prah.g_00132
OG0001369	Pras.g_01911	Prah.g_00857
OG0001375	Pras.g_00986	Prah.g_02263
OG0001378	Pras.g_01124	Prah.g_02124
OG0001384	Pras.g_01397	Prah.g_01518
OG0001396	Pras.g_01892	Prah.g_00756
OG0001415	Pras.g_01178	Prah.g_01957
OG0001416	Pras.g_01399	Prah.g_01516
OG0001425	Pras.g_00462	Prah.g_00891
OG0001426	Pras.g_00827	Prah.g_02583
OG0001438	Pras.g_01496	Prah.g_00527
OG0001442	Pras.g_00017	Prah.g_01213
OG0001451	Pras.g_01277, Pras.g_01276	Prah.g_01078
OG0001455	Pras.g_00133	Prah.g_01208
OG0001466	Pras.g_00535	Prah.g_00892
OG0001467	Pras.g_00347	Prah.g_00411
OG0001470	Pras.g_01172	Prah.g_02184
OG0001471	Pras.g_01295	Prah.g_00621
OG0001472	Pras.g_01762	Prah.g_00964
OG0001474	Pras.g_01773	Prah.g_02553
OG0001475	Pras.g_01943	Prah.g_02512
OG0001476	Pras.g_01944	Prah.g_02511
OG0001477	Pras.g_01945	Prah.g_02510
OG0001478	Pras.g_01951	Prah.g_01034
OG0001479	Pras.g_01978	Prah.g_01240
OG0001480	Pras.g_01987	Prah.g_00223
OG0001481	Pras.g_00072	Prah.g_01294
OG0001489	Pras.g_01228	Prah.g_01972
OG0001493	Pras.g_01774	Prah.g_02554
OG0001494	Pras.g_01775	Prah.g_02555
OG0001495	Pras.g_01776	Prah.g_02556
OG0001496	Pras.g_01777	Prah.g_02557
OG0001497	Pras.g_01778	Prah.g_02558
OG0001498	Pras.g_01779	Prah.g_02559
OG0001499	Pras.g_01780	Prah.g_02560
OG0001500	Pras.g_01781	Prah.g_02561
OG0001501	Pras.g_01782	Prah.g_02562
OG0001502	Pras.g_01783	Prah.g_02563
OG0001503	Pras.g_01784	Prah.g_02564
OG0001504	Pras.g_01816	Prah.g_00700
OG0001508	Pras.g_00455	Prah.g_01202
OG0001513	Pras.g_00956	Prah.g_01895, Prah.g_00432
OG0001525	Pras.g_01336	Prah.g_01367
OG0001529	Pras.g_00155	Prah.g_01081
OG0001532	Pras.g_00876	Prah.g_00044
OG0001541	Pras.g_00307	Prah.g_00100
OG0001542	Pras.g_00459	Prah.g_01817
OG0001544	Pras.g_00130	Prah.g_00213
OG0001545	Pras.g_01797	Prah.g_00737
OG0001574	Pras.g_00143	Prah.g_01101
OG0001592	Pras.g_01254, Pras.g_01253	Prah.g_01806
OG0001593	Pras.g_01337	Prah.g_00617
OG0001596	Pras.g_01654	Prah.g_01613
OG0001605	Pras.g_00635	Prah.g_02045
OG0001621	Pras.g_01663	Prah.g_00339, Prah.g_01973
OG0001623	Pras.g_01190	Prah.g_01936
OG0001695	Pras.g_00306	Prah.g_00121
OG0001797	Pras.g_00880	Prah.g_00992
OG0001821	Pras.g_00534	Prah.g_00345
OG0001822	Pras.g_00286	Prah.g_02131
OG0001875	Pras.g_01267	Prah.g_00612
OG0001876	Pras.g_01264	Prah.g_00745
OG0002287	Pras.g_00305	Prah.g_01522
OG0002304	Pras.g_00315	Prah.g_02215
