Orthogroup	Pras	Pral
OG0001164	Pras.g_00735	Pral.g_00296
OG0001165	Pras.g_00736	Pral.g_00297
OG0001166	Pras.g_00737	Pral.g_00298
OG0001167	Pras.g_00738	Pral.g_00300
OG0001168	Pras.g_00739	Pral.g_00301
OG0001169	Pras.g_00740	Pral.g_00302
OG0001170	Pras.g_00741	Pral.g_00303
OG0001171	Pras.g_00742	Pral.g_00304
OG0001172	Pras.g_00744	Pral.g_00306
OG0001173	Pras.g_00746	Pral.g_00308
OG0001174	Pras.g_00747	Pral.g_00309
OG0001175	Pras.g_00748	Pral.g_00310
OG0001176	Pras.g_00749	Pral.g_00312
OG0001177	Pras.g_00751	Pral.g_00314
OG0001178	Pras.g_00754	Pral.g_00317
OG0001179	Pras.g_00755	Pral.g_00318
OG0001180	Pras.g_00756	Pral.g_00319
OG0001181	Pras.g_00757	Pral.g_00320
OG0001182	Pras.g_00758	Pral.g_00321
OG0001183	Pras.g_00759	Pral.g_00322
OG0001184	Pras.g_00762	Pral.g_00324
OG0001185	Pras.g_00765	Pral.g_00326
OG0001186	Pras.g_00766	Pral.g_00327
OG0001187	Pras.g_00768	Pral.g_00328
OG0001188	Pras.g_00769	Pral.g_00329
OG0001189	Pras.g_00770	Pral.g_00330
OG0001190	Pras.g_00771	Pral.g_00331
OG0001191	Pras.g_00772	Pral.g_00332
OG0001192	Pras.g_00773	Pral.g_00333
OG0001193	Pras.g_00774	Pral.g_00334
OG0001194	Pras.g_00775	Pral.g_00335
OG0001195	Pras.g_00776	Pral.g_00336
OG0001196	Pras.g_00777	Pral.g_00337
OG0001197	Pras.g_00778	Pral.g_00338
OG0001198	Pras.g_00779	Pral.g_00339
OG0001199	Pras.g_00780	Pral.g_00340
OG0001200	Pras.g_00781	Pral.g_00341
OG0001201	Pras.g_00782	Pral.g_00342
OG0001202	Pras.g_00783	Pral.g_00343
OG0001203	Pras.g_00785	Pral.g_00345
OG0001204	Pras.g_00787	Pral.g_00347
OG0001205	Pras.g_00788	Pral.g_00349
OG0001206	Pras.g_00789	Pral.g_00350
OG0001207	Pras.g_00790	Pral.g_00351
OG0001208	Pras.g_00791	Pral.g_00352
OG0001209	Pras.g_00792	Pral.g_00353
OG0001210	Pras.g_00793	Pral.g_00354
OG0001211	Pras.g_00794	Pral.g_00355
OG0001212	Pras.g_00795	Pral.g_00356
OG0001213	Pras.g_00796	Pral.g_00357
OG0001214	Pras.g_00798	Pral.g_00359
OG0001215	Pras.g_00799	Pral.g_00360
OG0001216	Pras.g_00800	Pral.g_00361
OG0001217	Pras.g_00801	Pral.g_00362
OG0001218	Pras.g_00802	Pral.g_00363
OG0001219	Pras.g_00804	Pral.g_00366
OG0001220	Pras.g_00805	Pral.g_00367
OG0001221	Pras.g_00808	Pral.g_00373
OG0001222	Pras.g_00809	Pral.g_00374
OG0001223	Pras.g_00810	Pral.g_00375
OG0001224	Pras.g_00812	Pral.g_00377
OG0001225	Pras.g_00813	Pral.g_00378
OG0001226	Pras.g_00814	Pral.g_00379
OG0001227	Pras.g_00815	Pral.g_00380
OG0001228	Pras.g_00816	Pral.g_00381
OG0001229	Pras.g_00817	Pral.g_00382
OG0001230	Pras.g_00818	Pral.g_00383
OG0001231	Pras.g_00819	Pral.g_00384
OG0001232	Pras.g_00820	Pral.g_00386
OG0001233	Pras.g_00821	Pral.g_00387
OG0001234	Pras.g_00822	Pral.g_00388
OG0001235	Pras.g_00823	Pral.g_00389
OG0001236	Pras.g_00825	Pral.g_00391
OG0001237	Pras.g_00826	Pral.g_00392
OG0001238	Pras.g_00828	Pral.g_00396
OG0001239	Pras.g_00829	Pral.g_00397
OG0001240	Pras.g_00830	Pral.g_00398
OG0001241	Pras.g_00832	Pral.g_00401
OG0001242	Pras.g_00834	Pral.g_00402
OG0001243	Pras.g_00835	Pral.g_00403
OG0001244	Pras.g_00836	Pral.g_00404
OG0001245	Pras.g_00837	Pral.g_00405
OG0001246	Pras.g_00838	Pral.g_00406
OG0001247	Pras.g_00839	Pral.g_00407
OG0001248	Pras.g_00840	Pral.g_00408
OG0001249	Pras.g_00841	Pral.g_00409
OG0001250	Pras.g_00842	Pral.g_00410
OG0001251	Pras.g_00943	Pral.g_00955
OG0001252	Pras.g_00989	Pral.g_00907
OG0001253	Pras.g_01001	Pral.g_00895
OG0001254	Pras.g_01133	Pral.g_00758
OG0001255	Pras.g_01186	Pral.g_00699
OG0001257	Pras.g_01360	Pral.g_00609
OG0001259	Pras.g_01466	Pral.g_00499
OG0001260	Pras.g_01648	Pral.g_01689
OG0001262	Pras.g_01751	Pral.g_01539
OG0001263	Pras.g_01772	Pral.g_01347
OG0001264	Pras.g_01800	Pral.g_01800
OG0001265	Pras.g_01910	Pral.g_01598
OG0001266	Pras.g_01958	Pral.g_00967, Pral.g_01320
OG0001268	Pras.g_00053	Pral.g_01364
OG0001269	Pras.g_00233	Pral.g_01238
OG0001270	Pras.g_00391	Pral.g_01116
OG0001273	Pras.g_00447	Pral.g_00572
OG0001276	Pras.g_00144	Pral.g_01040
OG0001278	Pras.g_00542	Pral.g_00098
OG0001279	Pras.g_00546	Pral.g_00102
OG0001280	Pras.g_00549	Pral.g_00105
OG0001281	Pras.g_00616	Pral.g_00175
OG0001282	Pras.g_00641	Pral.g_00112
OG0001283	Pras.g_00725	Pral.g_00285
OG0001284	Pras.g_00753	Pral.g_00316
OG0001285	Pras.g_00786	Pral.g_00346
OG0001286	Pras.g_00831	Pral.g_00400
OG0001287	Pras.g_00530	Pral.g_01891
OG0001288	Pras.g_01315	Pral.g_00657
OG0001290	Pras.g_00872	Pral.g_01013
OG0001293	Pras.g_00927	Pral.g_00971
OG0001294	Pras.g_00944	Pral.g_00954
OG0001295	Pras.g_00970	Pral.g_00926
OG0001296	Pras.g_00976	Pral.g_00919
OG0001299	Pras.g_01104	Pral.g_00787
OG0001300	Pras.g_01226	Pral.g_00671
OG0001301	Pras.g_01513	Pral.g_01438
OG0001302	Pras.g_01653	Pral.g_01890
OG0001303	Pras.g_01657	Pral.g_01308
OG0001305	Pras.g_01930	Pral.g_01565
OG0001306	Pras.g_01966	Pral.g_01703
OG0001308	Pras.g_00001	Pral.g_01038
OG0001309	Pras.g_00003	Pral.g_00348
OG0001310	Pras.g_00014	Pral.g_01701
OG0001312	Pras.g_00234	Pral.g_01237
OG0001314	Pras.g_00573	Pral.g_00130
OG0001315	Pras.g_00608	Pral.g_00166
OG0001316	Pras.g_00721	Pral.g_00281
OG0001318	Pras.g_00992	Pral.g_00904
OG0001319	Pras.g_01090	Pral.g_00802
OG0001321	Pras.g_01659	Pral.g_00451
OG0001322	Pras.g_01682	Pral.g_01670
OG0001323	Pras.g_01950	Pral.g_01810
OG0001325	Pras.g_00007	Pral.g_00034
OG0001326	Pras.g_00175	Pral.g_00046
OG0001327	Pras.g_00177	Pral.g_01047
OG0001329	Pras.g_00270	Pral.g_00394
OG0001330	Pras.g_00443	Pral.g_01069
OG0001331	Pras.g_00547	Pral.g_00103
OG0001332	Pras.g_00597	Pral.g_00155
OG0001333	Pras.g_00691	Pral.g_00247
OG0001334	Pras.g_00745	Pral.g_00307
OG0001335	Pras.g_00784	Pral.g_00344
OG0001336	Pras.g_00979	Pral.g_00917
OG0001337	Pras.g_00969	Pral.g_00927
OG0001338	Pras.g_00995	Pral.g_00670
OG0001339	Pras.g_01054	Pral.g_00841
OG0001340	Pras.g_01100	Pral.g_00791
OG0001341	Pras.g_01113	Pral.g_00778
OG0001342	Pras.g_01132	Pral.g_00759
OG0001343	Pras.g_01192	Pral.g_00693
OG0001344	Pras.g_01231	Pral.g_00025
OG0001345	Pras.g_01312	Pral.g_00660
OG0001346	Pras.g_01350	Pral.g_00620
OG0001347	Pras.g_01364	Pral.g_00605
OG0001348	Pras.g_01382	Pral.g_00016, Pral.g_00586
OG0001349	Pras.g_01387	Pral.g_00581
OG0001350	Pras.g_01392	Pral.g_00576
OG0001351	Pras.g_01453	Pral.g_00511
OG0001352	Pras.g_01558	Pral.g_01760
OG0001353	Pras.g_01579	Pral.g_00818
OG0001354	Pras.g_00884	Pral.g_01666
OG0001355	Pras.g_01741	Pral.g_01529
OG0001356	Pras.g_01786	Pral.g_01822
OG0001357	Pras.g_01888	Pral.g_01585
OG0001358	Pras.g_01909	Pral.g_01597
OG0001359	Pras.g_00027	Pral.g_00073
OG0001360	Pras.g_00028	Pral.g_00072
OG0001361	Pras.g_00107	Pral.g_01425
OG0001362	Pras.g_00152	Pral.g_00024
OG0001364	Pras.g_00423	Pral.g_01082
OG0001365	Pras.g_00482	Pral.g_01055
OG0001366	Pras.g_00587	Pral.g_00144
OG0001368	Pras.g_00752	Pral.g_00315
OG0001369	Pras.g_01911	Pral.g_01599
OG0001371	Pras.g_00919	Pral.g_00981
OG0001372	Pras.g_00920	Pral.g_00979
OG0001373	Pras.g_00926	Pral.g_00972
OG0001374	Pras.g_00938	Pral.g_00960
OG0001375	Pras.g_00986	Pral.g_00909
OG0001376	Pras.g_01086	Pral.g_00806
OG0001377	Pras.g_01108	Pral.g_00782
OG0001378	Pras.g_01124	Pral.g_00766
OG0001379	Pras.g_01215	Pral.g_01119
OG0001382	Pras.g_01338	Pral.g_00628
OG0001383	Pras.g_01389	Pral.g_00579
OG0001384	Pras.g_01397	Pral.g_00570
OG0001385	Pras.g_01542	Pral.g_01468
OG0001386	Pras.g_01550	Pral.g_01768
OG0001387	Pras.g_01552	Pral.g_01767
OG0001388	Pras.g_01562	Pral.g_01755
OG0001389	Pras.g_01611	Pral.g_01724
OG0001390	Pras.g_01647	Pral.g_01304
OG0001391	Pras.g_01687	Pral.g_01664
OG0001392	Pras.g_01785	Pral.g_01823
OG0001393	Pras.g_01787	Pral.g_01821
OG0001394	Pras.g_01806	Pral.g_01794
OG0001395	Pras.g_01809	Pral.g_01791
OG0001397	Pras.g_01919	Pral.g_01577
OG0001398	Pras.g_01938	Pral.g_01557
OG0001399	Pras.g_01948	Pral.g_01834
OG0001400	Pras.g_01956	Pral.g_00051
OG0001401	Pras.g_01963	Pral.g_01855
OG0001402	Pras.g_00042	Pral.g_01352
OG0001403	Pras.g_00210	Pral.g_01280
OG0001404	Pras.g_00241	Pral.g_01693
OG0001405	Pras.g_00251	Pral.g_01221
OG0001406	Pras.g_00390	Pral.g_01117
OG0001407	Pras.g_00393	Pral.g_01113
OG0001408	Pras.g_00444	Pral.g_01068
OG0001409	Pras.g_00457	Pral.g_01862
OG0001414	Pras.g_00913	Pral.g_01326
OG0001415	Pras.g_01178	Pral.g_00713
OG0001416	Pras.g_01399	Pral.g_00568
OG0001419	Pras.g_01691	Pral.g_01659
OG0001420	Pras.g_01789	Pral.g_01819
OG0001423	Pras.g_00029	Pral.g_01892
OG0001424	Pras.g_00121	Pral.g_01067
OG0001426	Pras.g_00827	Pral.g_00395
OG0001427	Pras.g_01225	Pral.g_00087, Pral.g_01294
OG0001430	Pras.g_01902	Pral.g_01844
OG0001432	Pras.g_01957	Pral.g_00052
OG0001433	Pras.g_00154	Pral.g_01843
OG0001434	Pras.g_00227	Pral.g_00060, Pral.g_00441
OG0001435	Pras.g_00456	Pral.g_01863
OG0001438	Pras.g_01496	Pral.g_00467
OG0001440	Pras.g_01913	Pral.g_01602
OG0001441	Pras.g_01993	Pral.g_00426
OG0001443	Pras.g_00039	Pral.g_01349
OG0001444	Pras.g_00075	Pral.g_01389
OG0001445	Pras.g_00167	Pral.g_00054
OG0001446	Pras.g_00169	Pral.g_00053
OG0001447	Pras.g_00170	Pral.g_01329
OG0001454	Pras.g_01220	Pral.g_01851
OG0001455	Pras.g_00133	Pral.g_01865
OG0001457	Pras.g_01578	Pral.g_01735
OG0001460	Pras.g_01763	Pral.g_00448
OG0001461	Pras.g_01832	Pral.g_01478
OG0001462	Pras.g_01901	Pral.g_01330
OG0001463	Pras.g_01947	Pral.g_00630
OG0001464	Pras.g_01952	Pral.g_00428
OG0001465	Pras.g_00172	Pral.g_01309
OG0001466	Pras.g_00535	Pral.g_01053
OG0001467	Pras.g_00347	Pral.g_01168
OG0001468	Pras.g_00714	Pral.g_00273
OG0001469	Pras.g_00054	Pral.g_01365
OG0001470	Pras.g_01172	Pral.g_00719
OG0001471	Pras.g_01295	Pral.g_01872
OG0001481	Pras.g_00072	Pral.g_01386
OG0001485	Pras.g_00610	Pral.g_00168
OG0001491	Pras.g_01677	Pral.g_01858
OG0001492	Pras.g_01733	Pral.g_01521
OG0001504	Pras.g_01816	Pral.g_01784
OG0001507	Pras.g_00038	Pral.g_01348
OG0001510	Pras.g_00706	Pral.g_00265
OG0001516	Pras.g_01882	Pral.g_00989
OG0001519	Pras.g_01241	Pral.g_00035
OG0001522	Pras.g_00536	Pral.g_01854
OG0001523	Pras.g_00912	Pral.g_01846
OG0001524	Pras.g_01229	Pral.g_01880
OG0001526	Pras.g_01790	Pral.g_01816
OG0001527	Pras.g_01991	Pral.g_00047
OG0001528	Pras.g_00135	Pral.g_01690
OG0001538	Pras.g_00174	Pral.g_01866
OG0001541	Pras.g_00307	Pral.g_00638
OG0001544	Pras.g_00130	Pral.g_00434
OG0001545	Pras.g_01797	Pral.g_01803
OG0001551	Pras.g_01183	Pral.g_01523
OG0001557	Pras.g_01553	Pral.g_01766
OG0001605	Pras.g_00635	Pral.g_00197
OG0001610	Pras.g_01577	Pral.g_01736
OG0001613	Pras.g_01770	Pral.g_01061
OG0001614	Pras.g_01886	Pral.g_01583
OG0001618	Pras.g_00226	Pral.g_00011
OG0001630	Pras.g_00323	Pral.g_01045, Pral.g_01248
OG0001675	Pras.g_00008	Pral.g_00017
OG0001729	Pras.g_00313	Pral.g_01254
OG0001736	Pras.g_01817	Pral.g_01783
OG0001797	Pras.g_00880	Pral.g_01295
OG0001860	Pras.g_01306	Pral.g_00666
OG0001878	Pras.g_00888	Pral.g_00067
OG0001965	Pras.g_00908	Pral.g_01375
OG0002058	Pras.g_00296	Pral.g_00059, Pral.g_00092
OG0002155	Pras.g_01592	Pral.g_01889
OG0002235	Pras.g_00194	Pral.g_01245
OG0002339	Pras.g_00595	Pral.g_00152
