Orthogroup	Pras	Prat
OG0001165	Pras.g_00736	Prat.g_01780
OG0001166	Pras.g_00737	Prat.g_01781
OG0001167	Pras.g_00738	Prat.g_01783
OG0001168	Pras.g_00739	Prat.g_01784
OG0001169	Pras.g_00740	Prat.g_01785
OG0001170	Pras.g_00741	Prat.g_01786
OG0001171	Pras.g_00742	Prat.g_01787
OG0001172	Pras.g_00744	Prat.g_01789
OG0001173	Pras.g_00746	Prat.g_01791
OG0001174	Pras.g_00747	Prat.g_01792
OG0001175	Pras.g_00748	Prat.g_01793
OG0001176	Pras.g_00749	Prat.g_01795
OG0001177	Pras.g_00751	Prat.g_01797
OG0001178	Pras.g_00754	Prat.g_01800
OG0001179	Pras.g_00755	Prat.g_01801
OG0001180	Pras.g_00756	Prat.g_01802
OG0001181	Pras.g_00757	Prat.g_01803
OG0001182	Pras.g_00758	Prat.g_01804
OG0001183	Pras.g_00759	Prat.g_01805
OG0001184	Pras.g_00762	Prat.g_01807
OG0001185	Pras.g_00765	Prat.g_01809
OG0001186	Pras.g_00766	Prat.g_01810
OG0001187	Pras.g_00768	Prat.g_01811
OG0001188	Pras.g_00769	Prat.g_01812
OG0001189	Pras.g_00770	Prat.g_01813
OG0001190	Pras.g_00771	Prat.g_01814
OG0001191	Pras.g_00772	Prat.g_01815
OG0001192	Pras.g_00773	Prat.g_01816
OG0001193	Pras.g_00774	Prat.g_01817
OG0001194	Pras.g_00775	Prat.g_01818
OG0001195	Pras.g_00776	Prat.g_01819
OG0001196	Pras.g_00777	Prat.g_01820
OG0001197	Pras.g_00778	Prat.g_01821
OG0001198	Pras.g_00779	Prat.g_01822
OG0001199	Pras.g_00780	Prat.g_01823
OG0001200	Pras.g_00781	Prat.g_01824
OG0001201	Pras.g_00782	Prat.g_01825
OG0001202	Pras.g_00783	Prat.g_01826
OG0001203	Pras.g_00785	Prat.g_01828
OG0001204	Pras.g_00787	Prat.g_01830
OG0001205	Pras.g_00788	Prat.g_01832
OG0001206	Pras.g_00789	Prat.g_01833
OG0001207	Pras.g_00790	Prat.g_01834
OG0001208	Pras.g_00791	Prat.g_01835
OG0001209	Pras.g_00792	Prat.g_01836
OG0001210	Pras.g_00793	Prat.g_01837
OG0001211	Pras.g_00794	Prat.g_01838
OG0001212	Pras.g_00795	Prat.g_01839
OG0001213	Pras.g_00796	Prat.g_01840
OG0001214	Pras.g_00798	Prat.g_01842
OG0001215	Pras.g_00799	Prat.g_01843
OG0001216	Pras.g_00800	Prat.g_01844
OG0001217	Pras.g_00801	Prat.g_01845
OG0001218	Pras.g_00802	Prat.g_01846
OG0001219	Pras.g_00804	Prat.g_01849
OG0001220	Pras.g_00805	Prat.g_01850
OG0001221	Pras.g_00808	Prat.g_01856
OG0001222	Pras.g_00809	Prat.g_01857
OG0001223	Pras.g_00810	Prat.g_01858
OG0001224	Pras.g_00812	Prat.g_01860
OG0001225	Pras.g_00813	Prat.g_01861
OG0001226	Pras.g_00814	Prat.g_01862
OG0001227	Pras.g_00815	Prat.g_01863
OG0001228	Pras.g_00816	Prat.g_01864
OG0001229	Pras.g_00817	Prat.g_01865
OG0001230	Pras.g_00818	Prat.g_01866
OG0001231	Pras.g_00819	Prat.g_01867
OG0001232	Pras.g_00820	Prat.g_01869
OG0001233	Pras.g_00821	Prat.g_01870
OG0001234	Pras.g_00822	Prat.g_01871
OG0001235	Pras.g_00823	Prat.g_01872
OG0001236	Pras.g_00825	Prat.g_01874
OG0001237	Pras.g_00826	Prat.g_01875
OG0001238	Pras.g_00828	Prat.g_01879
OG0001239	Pras.g_00829	Prat.g_01880
OG0001240	Pras.g_00830	Prat.g_01881
OG0001241	Pras.g_00832	Prat.g_01884
OG0001242	Pras.g_00834	Prat.g_01885
OG0001243	Pras.g_00835	Prat.g_01886
OG0001244	Pras.g_00836	Prat.g_01887
OG0001245	Pras.g_00837	Prat.g_01888
OG0001246	Pras.g_00838	Prat.g_01889
OG0001247	Pras.g_00839	Prat.g_01890
OG0001248	Pras.g_00840	Prat.g_01891
OG0001249	Pras.g_00841	Prat.g_01892
OG0001250	Pras.g_00842	Prat.g_01893
OG0001251	Pras.g_00943	Prat.g_01269
OG0001252	Pras.g_00989	Prat.g_00137
OG0001253	Pras.g_01001	Prat.g_00149
OG0001254	Pras.g_01133	Prat.g_00288
OG0001255	Pras.g_01186	Prat.g_00347
OG0001257	Pras.g_01360	Prat.g_00442
OG0001258	Pras.g_01376	Prat.g_00459
OG0001259	Pras.g_01466	Prat.g_00552
OG0001260	Pras.g_01648	Prat.g_00831
OG0001261	Pras.g_01735	Prat.g_01003
OG0001262	Pras.g_01751	Prat.g_00987
OG0001263	Pras.g_01772	Prat.g_01176
OG0001264	Pras.g_01800	Prat.g_00715
OG0001265	Pras.g_01910	Prat.g_00937
OG0001266	Pras.g_01958	Prat.g_00078
OG0001267	Pras.g_00040	Prat.g_01172
OG0001268	Pras.g_00053	Prat.g_01158
OG0001269	Pras.g_00233	Prat.g_01283
OG0001270	Pras.g_00391	Prat.g_01398
OG0001273	Pras.g_00447	Prat.g_00481
OG0001274	Pras.g_00452	Prat.g_01500
OG0001275	Pras.g_00467	Prat.g_00660, Prat.g_00659
OG0001277	Pras.g_00489	Prat.g_01542, Prat.g_01578
OG0001278	Pras.g_00542	Prat.g_01583
OG0001279	Pras.g_00546	Prat.g_01587
OG0001280	Pras.g_00549	Prat.g_01590
OG0001281	Pras.g_00616	Prat.g_01660
OG0001282	Pras.g_00641	Prat.g_01597
OG0001283	Pras.g_00725	Prat.g_01767
OG0001284	Pras.g_00753	Prat.g_01799
OG0001285	Pras.g_00786	Prat.g_01829
OG0001286	Pras.g_00831	Prat.g_01883
OG0001287	Pras.g_00530	Prat.g_00648
OG0001288	Pras.g_01315	Prat.g_00397
OG0001290	Pras.g_00872	Prat.g_00032
OG0001293	Pras.g_00927	Prat.g_00073
OG0001294	Pras.g_00944	Prat.g_00090
OG0001296	Pras.g_00976	Prat.g_00125
OG0001297	Pras.g_01050	Prat.g_00201
OG0001299	Pras.g_01104	Prat.g_00258
OG0001300	Pras.g_01226	Prat.g_00375
OG0001301	Pras.g_01513	Prat.g_01088
OG0001303	Pras.g_01657	Prat.g_01217
OG0001305	Pras.g_01930	Prat.g_00961
OG0001306	Pras.g_01966	Prat.g_00817
OG0001308	Pras.g_00001	Prat.g_01470
OG0001309	Pras.g_00003	Prat.g_01831
OG0001312	Pras.g_00234	Prat.g_01284
OG0001314	Pras.g_00573	Prat.g_01614
OG0001315	Pras.g_00608	Prat.g_01651
OG0001316	Pras.g_00721	Prat.g_01763
OG0001318	Pras.g_00992	Prat.g_00140
OG0001319	Pras.g_01090	Prat.g_00243
OG0001320	Pras.g_01345	Prat.g_01215
OG0001321	Pras.g_01659	Prat.g_00600
OG0001322	Pras.g_01682	Prat.g_00852
OG0001323	Pras.g_01950	Prat.g_00704
OG0001325	Pras.g_00007	Prat.g_01234, Prat.g_01492
OG0001326	Pras.g_00175	Prat.g_01489
OG0001327	Pras.g_00177	Prat.g_01468
OG0001329	Pras.g_00270	Prat.g_01877
OG0001330	Pras.g_00443	Prat.g_01446
OG0001331	Pras.g_00547	Prat.g_01588
OG0001332	Pras.g_00597	Prat.g_01640
OG0001333	Pras.g_00691	Prat.g_01730
OG0001334	Pras.g_00745	Prat.g_01790
OG0001335	Pras.g_00784	Prat.g_01827
OG0001336	Pras.g_00979	Prat.g_00127
OG0001337	Pras.g_00969	Prat.g_00117
OG0001338	Pras.g_00995	Prat.g_00379, Prat.g_00385
OG0001339	Pras.g_01054	Prat.g_00205
OG0001340	Pras.g_01100	Prat.g_00254
OG0001341	Pras.g_01113	Prat.g_00268
OG0001342	Pras.g_01132	Prat.g_00287
OG0001343	Pras.g_01192	Prat.g_00353
OG0001344	Pras.g_01231	Prat.g_01546
OG0001345	Pras.g_01312	Prat.g_00394
OG0001346	Pras.g_01350	Prat.g_00431
OG0001347	Pras.g_01364	Prat.g_00446
OG0001348	Pras.g_01382	Prat.g_01485, Prat.g_00467
OG0001349	Pras.g_01387	Prat.g_00472
OG0001350	Pras.g_01392	Prat.g_00477
OG0001351	Pras.g_01453	Prat.g_00541
OG0001352	Pras.g_01558	Prat.g_01577, Prat.g_00755
OG0001353	Pras.g_01579	Prat.g_00228
OG0001354	Pras.g_00884	Prat.g_00855
OG0001355	Pras.g_01741	Prat.g_00997
OG0001356	Pras.g_01786	Prat.g_00692
OG0001357	Pras.g_01888	Prat.g_00922
OG0001358	Pras.g_01909	Prat.g_00936
OG0001359	Pras.g_00027	Prat.g_01555
OG0001360	Pras.g_00028	Prat.g_01554
OG0001361	Pras.g_00107	Prat.g_01102
OG0001362	Pras.g_00152	Prat.g_00828
OG0001364	Pras.g_00423	Prat.g_01433
OG0001365	Pras.g_00482	Prat.g_01460
OG0001366	Pras.g_00587	Prat.g_01629
OG0001368	Pras.g_00752	Prat.g_01798
OG0001369	Pras.g_01911	Prat.g_00938
OG0001371	Pras.g_00919	Prat.g_00063
OG0001372	Pras.g_00920	Prat.g_00065
OG0001373	Pras.g_00926	Prat.g_00072
OG0001374	Pras.g_00938	Prat.g_00085
OG0001375	Pras.g_00986	Prat.g_00135
OG0001376	Pras.g_01086	Prat.g_00239
OG0001377	Pras.g_01108	Prat.g_00263
OG0001378	Pras.g_01124	Prat.g_00280
OG0001379	Pras.g_01215	Prat.g_01396
OG0001382	Pras.g_01338	Prat.g_00423
OG0001383	Pras.g_01389	Prat.g_00474
OG0001385	Pras.g_01542	Prat.g_01057
OG0001386	Pras.g_01550	Prat.g_00748
OG0001387	Pras.g_01552	Prat.g_00750
OG0001388	Pras.g_01562	Prat.g_00760
OG0001389	Pras.g_01611	Prat.g_00793
OG0001390	Pras.g_01647	Prat.g_01225
OG0001391	Pras.g_01687	Prat.g_00858
OG0001392	Pras.g_01785	Prat.g_00691
OG0001393	Pras.g_01787	Prat.g_00693
OG0001394	Pras.g_01806	Prat.g_00721
OG0001395	Pras.g_01809	Prat.g_00724
OG0001396	Pras.g_01892	Prat.g_01550
OG0001397	Pras.g_01919	Prat.g_00949
OG0001398	Pras.g_01938	Prat.g_00969
OG0001399	Pras.g_01948	Prat.g_00679
OG0001400	Pras.g_01956	Prat.g_01521
OG0001401	Pras.g_01963	Prat.g_00655
OG0001402	Pras.g_00042	Prat.g_01170
OG0001403	Pras.g_00210	Prat.g_01250
OG0001404	Pras.g_00241	Prat.g_00825
OG0001405	Pras.g_00251	Prat.g_01292
OG0001406	Pras.g_00390	Prat.g_01397
OG0001407	Pras.g_00393	Prat.g_01402
OG0001408	Pras.g_00444	Prat.g_01447
OG0001409	Pras.g_00457	Prat.g_00646
OG0001415	Pras.g_01178	Prat.g_00333
OG0001416	Pras.g_01399	Prat.g_00484
OG0001417	Pras.g_01551	Prat.g_00749
OG0001418	Pras.g_01660	Prat.g_01524
OG0001419	Pras.g_01691	Prat.g_00864
OG0001420	Pras.g_01789	Prat.g_00695
OG0001422	Pras.g_01953	Prat.g_01226
OG0001423	Pras.g_00029	Prat.g_00624
OG0001424	Pras.g_00121	Prat.g_01449
OG0001426	Pras.g_00827	Prat.g_01878
OG0001428	Pras.g_00279, Pras.g_00277	Prat.g_01323
OG0001432	Pras.g_01957	Prat.g_01522
OG0001433	Pras.g_00154	Prat.g_00668
OG0001434	Pras.g_00227	Prat.g_01579
OG0001435	Pras.g_00456	Prat.g_00649
OG0001440	Pras.g_01913	Prat.g_00941
OG0001441	Pras.g_01993	Prat.g_01523
OG0001443	Pras.g_00039	Prat.g_01173
OG0001445	Pras.g_00167	Prat.g_00381
OG0001446	Pras.g_00169	Prat.g_00380
OG0001447	Pras.g_00170	Prat.g_01195
OG0001454	Pras.g_01220	Prat.g_00658
OG0001455	Pras.g_00133	Prat.g_01505
OG0001457	Pras.g_01578	Prat.g_00779
OG0001460	Pras.g_01763	Prat.g_00833
OG0001461	Pras.g_01832	Prat.g_01047
OG0001462	Pras.g_01901	Prat.g_01194
OG0001463	Pras.g_01947	Prat.g_00420
OG0001464	Pras.g_01952	Prat.g_00654
OG0001465	Pras.g_00172	Prat.g_01216
OG0001466	Pras.g_00535	Prat.g_00635
OG0001467	Pras.g_00347	Prat.g_01349
OG0001468	Pras.g_00714	Prat.g_01755
OG0001470	Pras.g_01172	Prat.g_00327
OG0001472	Pras.g_01762	Prat.g_00972
OG0001473	Pras.g_01771	Prat.g_00857
OG0001481	Pras.g_00072	Prat.g_01138
OG0001482	Pras.g_00510, Pras.g_00495	Prat.g_01237
OG0001488	Pras.g_01023	Prat.g_00173
OG0001491	Pras.g_01677	Prat.g_00643
OG0001504	Pras.g_01816	Prat.g_00732
OG0001507	Pras.g_00038	Prat.g_01174
OG0001510	Pras.g_00706	Prat.g_01747
OG0001522	Pras.g_00536	Prat.g_00656
OG0001523	Pras.g_00912	Prat.g_00667
OG0001524	Pras.g_01229	Prat.g_00620
OG0001525	Pras.g_01336	Prat.g_00421
OG0001526	Pras.g_01790	Prat.g_00698
OG0001535	Pras.g_01759	Prat.g_00975
OG0001536	Pras.g_01989	Prat.g_00631
OG0001544	Pras.g_00130	Prat.g_01517
OG0001545	Pras.g_01797	Prat.g_00711
OG0001593	Pras.g_01337	Prat.g_00422
OG0001605	Pras.g_00635	Prat.g_01681
OG0001610	Pras.g_01577	Prat.g_00778
OG0001613	Pras.g_01770	Prat.g_01454
OG0001614	Pras.g_01886	Prat.g_00920
OG0001630	Pras.g_00323	Prat.g_01498
OG0001631	Pras.g_00115	Prat.g_00596
OG0001736	Pras.g_01817	Prat.g_00733
OG0001797	Pras.g_00880	Prat.g_00621
OG0001859	Pras.g_01110	Prat.g_00265
OG0001860	Pras.g_01306	Prat.g_00387
OG0001878	Pras.g_00888	Prat.g_01536
OG0001951	Pras.g_00278	Prat.g_00782
OG0001965	Pras.g_00908	Prat.g_01149
OG0002235	Pras.g_00194	Prat.g_01273, Prat.g_01274
OG0002339	Pras.g_00595	Prat.g_01637
OG0004285	Pras.g_00329	Prat.g_00143
