Orthogroup	Pras	Syas
OG0001179	Pras.g_00671	Syas.g_01608
OG0001180	Pras.g_00693	Syas.g_01583
OG0001181	Pras.g_00697	Syas.g_01579
OG0001182	Pras.g_00704	Syas.g_01571
OG0001183	Pras.g_00708	Syas.g_01564
OG0001184	Pras.g_00724	Syas.g_02188
OG0001185	Pras.g_00738	Syas.g_02162
OG0001186	Pras.g_00762	Syas.g_02113
OG0001187	Pras.g_00766	Syas.g_02111
OG0001189	Pras.g_00786	Syas.g_02089
OG0001190	Pras.g_00790	Syas.g_01881
OG0001191	Pras.g_00800	Syas.g_01900
OG0001193	Pras.g_00815	Syas.g_01952
OG0001194	Pras.g_00816	Syas.g_01953
OG0001195	Pras.g_00817	Syas.g_01954
OG0001196	Pras.g_00830	Syas.g_02010
OG0001197	Pras.g_00831	Syas.g_02012
OG0001198	Pras.g_00839	Syas.g_02031
OG0001199	Pras.g_00925	Syas.g_02516
OG0001200	Pras.g_00927	Syas.g_02514
OG0001201	Pras.g_00959	Syas.g_02419
OG0001202	Pras.g_01050	Syas.g_02270
OG0001203	Pras.g_01090	Syas.g_02557
OG0001204	Pras.g_01095	Syas.g_01687
OG0001205	Pras.g_01323	Syas.g_02745
OG0001207	Pras.g_01355	Syas.g_01260
OG0001208	Pras.g_01360	Syas.g_01251
OG0001209	Pras.g_01412	Syas.g_00065
OG0001210	Pras.g_01417	Syas.g_00761
OG0001211	Pras.g_01427	Syas.g_00788
OG0001212	Pras.g_01472	Syas.g_00847
OG0001213	Pras.g_01505	Syas.g_00100
OG0001214	Pras.g_01513	Syas.g_00744
OG0001215	Pras.g_01566	Syas.g_02245
OG0001217	Pras.g_01649	Syas.g_01397, Syas.g_02493
OG0001218	Pras.g_01657	Syas.g_01309
OG0001219	Pras.g_01690	Syas.g_00399
OG0001220	Pras.g_01752	Syas.g_02447
OG0001221	Pras.g_01812	Syas.g_02669
OG0001222	Pras.g_01851	Syas.g_00448
OG0001223	Pras.g_01877	Syas.g_00541
OG0001224	Pras.g_01930	Syas.g_01015
OG0001225	Pras.g_01932	Syas.g_01017
OG0001226	Pras.g_01958	Syas.g_02506
OG0001227	Pras.g_01976	Syas.g_00824
OG0001228	Pras.g_00102	Syas.g_02195
OG0001229	Pras.g_00248	Syas.g_00285
OG0001230	Pras.g_00342	Syas.g_02806
OG0001231	Pras.g_00450	Syas.g_02050
OG0001232	Pras.g_00573	Syas.g_02649
OG0001233	Pras.g_00593	Syas.g_02592
OG0001234	Pras.g_00628	Syas.g_01310
OG0001235	Pras.g_00638	Syas.g_01646
OG0001236	Pras.g_00721	Syas.g_02191
OG0001237	Pras.g_00725	Syas.g_02187
OG0001238	Pras.g_00801	Syas.g_01901
OG0001240	Pras.g_00944	Syas.g_02435
OG0001241	Pras.g_00952	Syas.g_02427
OG0001242	Pras.g_00970	Syas.g_02398
OG0001243	Pras.g_00976	Syas.g_02391
OG0001244	Pras.g_00992	Syas.g_02370
OG0001245	Pras.g_01233	Syas.g_00524
OG0001246	Pras.g_01382	Syas.g_01829, Syas.g_01224
OG0001249	Pras.g_01679	Syas.g_01547
OG0001250	Pras.g_01741	Syas.g_00239
OG0001251	Pras.g_01789	Syas.g_00516, Syas.g_00408
OG0001252	Pras.g_01925	Syas.g_00994
OG0001253	Pras.g_01977	Syas.g_00143
OG0001255	Pras.g_00040	Syas.g_00492
OG0001256	Pras.g_00443	Syas.g_02698
OG0001257	Pras.g_00449	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Pras.g_00547	Syas.g_02688
OG0001259	Pras.g_00591	Syas.g_02594
OG0001260	Pras.g_00608	Syas.g_02572
OG0001261	Pras.g_00679	Syas.g_01599
OG0001262	Pras.g_00784	Syas.g_02091
OG0001263	Pras.g_00979	Syas.g_02388
OG0001265	Pras.g_00969	Syas.g_02399
OG0001266	Pras.g_01054	Syas.g_02266
OG0001267	Pras.g_01132	Syas.g_01753
OG0001268	Pras.g_01192	Syas.g_01535
OG0001269	Pras.g_01212	Syas.g_00510
OG0001270	Pras.g_01312	Syas.g_01499
OG0001271	Pras.g_01350	Syas.g_01336
OG0001272	Pras.g_01364	Syas.g_01247
OG0001273	Pras.g_01507	Syas.g_00751
OG0001274	Pras.g_01579	Syas.g_01849
OG0001275	Pras.g_01888	Syas.g_00554
OG0001276	Pras.g_01909	Syas.g_00215
OG0001277	Pras.g_01966	Syas.g_00110
OG0001278	Pras.g_00107	Syas.g_01074
OG0001279	Pras.g_00152	Syas.g_02792
OG0001280	Pras.g_00208	Syas.g_01095
OG0001282	Pras.g_00251	Syas.g_01262
OG0001284	Pras.g_00423	Syas.g_02124, Syas.g_02713
OG0001286	Pras.g_00691	Syas.g_01585
OG0001287	Pras.g_00745	Syas.g_00136
OG0001288	Pras.g_00754	Syas.g_02144
OG0001289	Pras.g_00938	Syas.g_02474
OG0001290	Pras.g_00951	Syas.g_02428
OG0001291	Pras.g_00986	Syas.g_02378
OG0001292	Pras.g_01100	Syas.g_01693
OG0001293	Pras.g_01113	Syas.g_01720
OG0001294	Pras.g_01231	Syas.g_00692
OG0001295	Pras.g_01345	Syas.g_00770
OG0001296	Pras.g_01387	Syas.g_01217
OG0001297	Pras.g_01392	Syas.g_01213
OG0001298	Pras.g_01453	Syas.g_00829
OG0001299	Pras.g_01542	Syas.g_00700
OG0001303	Pras.g_01892	Syas.g_00400
OG0001304	Pras.g_01919	Syas.g_00199
OG0001305	Pras.g_01938	Syas.g_01027
OG0001306	Pras.g_00042	Syas.g_01202
OG0001307	Pras.g_00233	Syas.g_01923
OG0001308	Pras.g_00360	Syas.g_02830
OG0001309	Pras.g_00447	Syas.g_00003
OG0001310	Pras.g_00562	Syas.g_02666
OG0001311	Pras.g_01911	Syas.g_00213
OG0001314	Pras.g_01639	Syas.g_01925
OG0001315	Pras.g_00913	Syas.g_01566
OG0001317	Pras.g_01086	Syas.g_02553
OG0001318	Pras.g_01108	Syas.g_01706
OG0001319	Pras.g_01124	Syas.g_01736
OG0001323	Pras.g_01397	Syas.g_00006
OG0001325	Pras.g_01611	Syas.g_00179
OG0001326	Pras.g_01777	Syas.g_01960, Syas.g_01961
OG0001327	Pras.g_01950	Syas.g_00687
OG0001329	Pras.g_00017	Syas.g_00773
OG0001330	Pras.g_00177	Syas.g_02865
OG0001331	Pras.g_00256	Syas.g_01267
OG0001333	Pras.g_00587	Syas.g_02598
OG0001336	Pras.g_00827	Syas.g_02003
OG0001339	Pras.g_00954	Syas.g_02425
OG0001345	Pras.g_00075	Syas.g_01132
OG0001346	Pras.g_00210	Syas.g_02853
OG0001355	Pras.g_00144	Syas.g_01057
OG0001358	Pras.g_01496	Syas.g_00122
OG0001360	Pras.g_01978	Syas.g_01130
OG0001361	Pras.g_00072	Syas.g_01135
OG0001364	Pras.g_00714	Syas.g_02212
OG0001365	Pras.g_00794	Syas.g_01886
OG0001371	Pras.g_01555	Syas.g_02499
OG0001373	Pras.g_01776	Syas.g_01959
OG0001374	Pras.g_01784	Syas.g_01968
OG0001376	Pras.g_01944	Syas.g_00468
OG0001377	Pras.g_01945	Syas.g_00467
OG0001378	Pras.g_01987	Syas.g_01500
OG0001380	Pras.g_00238	Syas.g_00126
OG0001385	Pras.g_01773	Syas.g_01956
OG0001386	Pras.g_01774	Syas.g_01957
OG0001387	Pras.g_01775	Syas.g_01958
OG0001388	Pras.g_01778	Syas.g_01962
OG0001389	Pras.g_01779	Syas.g_01963
OG0001390	Pras.g_01780	Syas.g_01964
OG0001391	Pras.g_01781	Syas.g_01965
OG0001392	Pras.g_01782	Syas.g_01966
OG0001393	Pras.g_01783	Syas.g_01967
OG0001394	Pras.g_01816	Syas.g_00627
OG0001395	Pras.g_01921	Syas.g_00195
OG0001399	Pras.g_00630	Syas.g_02459
OG0001403	Pras.g_00872	Syas.g_02069
OG0001406	Pras.g_01943	Syas.g_00469
OG0001408	Pras.g_01961	Syas.g_00142
OG0001409	Pras.g_00063	Syas.g_00154
OG0001413	Pras.g_00438	Syas.g_01481
OG0001416	Pras.g_01336	Syas.g_01061
OG0001417	Pras.g_01347	Syas.g_00507
OG0001418	Pras.g_01560	Syas.g_01177
OG0001420	Pras.g_01996	Syas.g_00017
OG0001423	Pras.g_01277, Pras.g_01276	Syas.g_02532
OG0001428	Pras.g_01023	Syas.g_02325
OG0001429	Pras.g_01691	Syas.g_00401
OG0001432	Pras.g_00436	Syas.g_01484
OG0001435	Pras.g_01797	Syas.g_00678
OG0001439	Pras.g_01159	Syas.g_01809
OG0001441	Pras.g_01399	Syas.g_00008
OG0001447	Pras.g_00977	Syas.g_02390
OG0001449	Pras.g_01254, Pras.g_01253	Syas.g_02567
OG0001450	Pras.g_01563	Syas.g_02208, Syas.g_00474
OG0001451	Pras.g_01761	Syas.g_02342, Syas.g_02343
OG0001453	Pras.g_01882	Syas.g_00547
OG0001454	Pras.g_01971	Syas.g_01483
OG0001456	Pras.g_00033	Syas.g_01969
OG0001457	Pras.g_00034	Syas.g_01970
OG0001458	Pras.g_00035	Syas.g_01971
OG0001471	Pras.g_00439	Syas.g_01819
OG0001473	Pras.g_00763	Syas.g_00323
OG0001474	Pras.g_01193	Syas.g_01534
OG0001475	Pras.g_00306	Syas.g_02120
OG0001479	Pras.g_01190	Syas.g_01537
OG0001480	Pras.g_01222	Syas.g_00771
OG0001482	Pras.g_01334	Syas.g_00535
OG0001484	Pras.g_00535	Syas.g_00166, Syas.g_00167
OG0001486	Pras.g_00054	Syas.g_01186
OG0001492	Pras.g_00104	Syas.g_01077
OG0001493	Pras.g_00112	Syas.g_01069
OG0001495	Pras.g_00635	Syas.g_01641
OG0001502	Pras.g_01671	Syas.g_00290
OG0001507	Pras.g_00491	Syas.g_01183
OG0001520	Pras.g_01246	Syas.g_00828
OG0001522	Pras.g_01733	Syas.g_00369
OG0001547	Pras.g_01673	Syas.g_00300
OG0001549	Pras.g_01759	Syas.g_00482
OG0001554	Pras.g_00445	Syas.g_00153
OG0001555	Pras.g_00459	Syas.g_00654
OG0001557	Pras.g_01817	Syas.g_00626
OG0001564	Pras.g_00320, Pras.g_00300	Syas.g_01034
OG0001565	Pras.g_01295	Syas.g_00351
OG0001567	Pras.g_01672	Syas.g_00294
OG0001568	Pras.g_01674	Syas.g_00368
OG0001584	Pras.g_01832	Syas.g_00607
OG0001587	Pras.g_00610	Syas.g_02569
OG0001625	Pras.g_01110	Syas.g_01708
OG0001627	Pras.g_01654	Syas.g_01474
OG0001647	Pras.g_01125	Syas.g_01738
OG0001704	Pras.g_00906	Syas.g_00425, Syas.g_00426
OG0001726	Pras.g_01264	Syas.g_00337
OG0001755	Pras.g_00305	Syas.g_01208
OG0001924	Pras.g_00517	Syas.g_00040
OG0001925	Pras.g_00518	Syas.g_00041
OG0001926	Pras.g_00519	Syas.g_00042
OG0001927	Pras.g_00520	Syas.g_00043
OG0001959	Pras.g_00228	Syas.g_01814
OG0001993	Pras.g_00515	Syas.g_00038
OG0001994	Pras.g_00516	Syas.g_00039
OG0002015	Pras.g_00315	Syas.g_02219
OG0002098	Pras.g_00284	Syas.g_02127
OG0002098	Pras.g_00287	Syas.g_02608
OG0002244	Pras.g_00490	Syas.g_00244
OG0002349	Pras.g_00595	Syas.g_02590
OG0002478	Pras.g_01272	Syas.g_01099
