Orthogroup	Pras	Syat
OG0001175	Pras.g_00626	Syat.g_01848
OG0001176	Pras.g_00633	Syat.g_01831
OG0001178	Pras.g_00641	Syat.g_03137
OG0001180	Pras.g_00693	Syat.g_01654
OG0001181	Pras.g_00697	Syat.g_01650
OG0001182	Pras.g_00704	Syat.g_01642
OG0001183	Pras.g_00708	Syat.g_01632
OG0001184	Pras.g_00724	Syat.g_02160
OG0001185	Pras.g_00738	Syat.g_02200
OG0001186	Pras.g_00762	Syat.g_02235
OG0001187	Pras.g_00766	Syat.g_02256
OG0001188	Pras.g_00769	Syat.g_02261
OG0001189	Pras.g_00786	Syat.g_02287
OG0001190	Pras.g_00790	Syat.g_02692
OG0001191	Pras.g_00800	Syat.g_02675
OG0001192	Pras.g_00804	Syat.g_02663
OG0001193	Pras.g_00815	Syat.g_02513
OG0001194	Pras.g_00816	Syat.g_02515
OG0001195	Pras.g_00817	Syat.g_02516
OG0001196	Pras.g_00830	Syat.g_02398
OG0001197	Pras.g_00831	Syat.g_02396
OG0001199	Pras.g_00925	Syat.g_01475
OG0001200	Pras.g_00927	Syat.g_01477
OG0001201	Pras.g_00959	Syat.g_01572
OG0001202	Pras.g_01050	Syat.g_02812
OG0001203	Pras.g_01090	Syat.g_01447
OG0001204	Pras.g_01095	Syat.g_01867
OG0001205	Pras.g_01323	Syat.g_01287
OG0001206	Pras.g_01340	Syat.g_03268
OG0001207	Pras.g_01355	Syat.g_03162
OG0001208	Pras.g_01360	Syat.g_03172
OG0001209	Pras.g_01412	Syat.g_03273
OG0001210	Pras.g_01417	Syat.g_00103
OG0001211	Pras.g_01427	Syat.g_00078
OG0001213	Pras.g_01505	Syat.g_03289
OG0001214	Pras.g_01513	Syat.g_00128
OG0001216	Pras.g_01608	Syat.g_00660
OG0001217	Pras.g_01649	Syat.g_02587
OG0001218	Pras.g_01657	Syat.g_01356
OG0001219	Pras.g_01690	Syat.g_00629
OG0001220	Pras.g_01752	Syat.g_01534
OG0001222	Pras.g_01851	Syat.g_00597
OG0001223	Pras.g_01877	Syat.g_00544
OG0001224	Pras.g_01930	Syat.g_00804
OG0001225	Pras.g_01932	Syat.g_00806
OG0001226	Pras.g_01958	Syat.g_01485
OG0001228	Pras.g_00102	Syat.g_00938
OG0001229	Pras.g_00248	Syat.g_00981
OG0001230	Pras.g_00342	Syat.g_01235
OG0001231	Pras.g_00450	Syat.g_02327
OG0001232	Pras.g_00573	Syat.g_03041
OG0001233	Pras.g_00593	Syat.g_03012
OG0001234	Pras.g_00628	Syat.g_02092
OG0001235	Pras.g_00638	Syat.g_01838
OG0001236	Pras.g_00721	Syat.g_02156
OG0001237	Pras.g_00725	Syat.g_02161
OG0001238	Pras.g_00801	Syat.g_02673
OG0001240	Pras.g_00944	Syat.g_01554
OG0001241	Pras.g_00952	Syat.g_01564
OG0001242	Pras.g_00970	Syat.g_02936
OG0001243	Pras.g_00976	Syat.g_02928
OG0001244	Pras.g_00992	Syat.g_02901
OG0001245	Pras.g_01233	Syat.g_00212
OG0001246	Pras.g_01382	Syat.g_03209
OG0001247	Pras.g_01559	Syat.g_01019
OG0001248	Pras.g_01561	Syat.g_03159
OG0001249	Pras.g_01679	Syat.g_01620
OG0001250	Pras.g_01741	Syat.g_00739
OG0001251	Pras.g_01789	Syat.g_00963, Syat.g_00621
OG0001252	Pras.g_01925	Syat.g_00787
OG0001255	Pras.g_00040	Syat.g_00843
OG0001256	Pras.g_00443	Syat.g_03111
OG0001257	Pras.g_00449	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Pras.g_00547	Syat.g_03119
OG0001259	Pras.g_00591	Syat.g_03014
OG0001261	Pras.g_00679	Syat.g_01791
OG0001262	Pras.g_00784	Syat.g_02285
OG0001263	Pras.g_00979	Syat.g_02926
OG0001265	Pras.g_00969	Syat.g_02938
OG0001266	Pras.g_01054	Syat.g_02808
OG0001267	Pras.g_01132	Syat.g_02060
OG0001268	Pras.g_01192	Syat.g_01608
OG0001269	Pras.g_01212	Syat.g_02369
OG0001270	Pras.g_01312	Syat.g_02968
OG0001271	Pras.g_01350	Syat.g_01374
OG0001272	Pras.g_01364	Syat.g_03176
OG0001274	Pras.g_01579	Syat.g_02727
OG0001275	Pras.g_01888	Syat.g_00529
OG0001276	Pras.g_01909	Syat.g_00705
OG0001277	Pras.g_01966	Syat.g_03312
OG0001278	Pras.g_00107	Syat.g_00895
OG0001279	Pras.g_00152	Syat.g_01252
OG0001282	Pras.g_00251	Syat.g_02780
OG0001283	Pras.g_00270	Syat.g_02403
OG0001286	Pras.g_00691	Syat.g_01656
OG0001287	Pras.g_00745	Syat.g_02208
OG0001288	Pras.g_00754	Syat.g_02225
OG0001289	Pras.g_00938	Syat.g_01527
OG0001290	Pras.g_00951	Syat.g_01563
OG0001291	Pras.g_00986	Syat.g_02916
OG0001292	Pras.g_01100	Syat.g_01873
OG0001293	Pras.g_01113	Syat.g_01995
OG0001294	Pras.g_01231	Syat.g_00409
OG0001295	Pras.g_01345	Syat.g_00945
OG0001296	Pras.g_01387	Syat.g_03217
OG0001297	Pras.g_01392	Syat.g_03221
OG0001298	Pras.g_01453	Syat.g_00043
OG0001299	Pras.g_01542	Syat.g_00401
OG0001300	Pras.g_01569	Syat.g_01025
OG0001303	Pras.g_01892	Syat.g_00628
OG0001304	Pras.g_01919	Syat.g_00690
OG0001305	Pras.g_01938	Syat.g_00813
OG0001306	Pras.g_00042	Syat.g_03234
OG0001307	Pras.g_00233	Syat.g_02082
OG0001308	Pras.g_00360	Syat.g_01176
OG0001309	Pras.g_00447	Syat.g_01113
OG0001310	Pras.g_00562	Syat.g_03066
OG0001311	Pras.g_01911	Syat.g_00703
OG0001314	Pras.g_01639	Syat.g_00839, Syat.g_00137
OG0001315	Pras.g_00913	Syat.g_01634
OG0001317	Pras.g_01086	Syat.g_01451
OG0001318	Pras.g_01108	Syat.g_01888
OG0001319	Pras.g_01124	Syat.g_02048
OG0001323	Pras.g_01397	Syat.g_01111
OG0001325	Pras.g_01611	Syat.g_00664
OG0001326	Pras.g_01777	Syat.g_02525
OG0001327	Pras.g_01950	Syat.g_00414
OG0001329	Pras.g_00017	Syat.g_00097
OG0001331	Pras.g_00256	Syat.g_01301
OG0001333	Pras.g_00587	Syat.g_03018
OG0001336	Pras.g_00827	Syat.g_02402
OG0001345	Pras.g_00075	Syat.g_00290
OG0001355	Pras.g_00144	Syat.g_02589
OG0001358	Pras.g_01496	Syat.g_03319
OG0001360	Pras.g_01978	Syat.g_00256
OG0001361	Pras.g_00072	Syat.g_00293
OG0001364	Pras.g_00714	Syat.g_02143
OG0001365	Pras.g_00794	Syat.g_02687
OG0001371	Pras.g_01555	Syat.g_01490
OG0001373	Pras.g_01776	Syat.g_02524
OG0001374	Pras.g_01784	Syat.g_02541
OG0001376	Pras.g_01944	Syat.g_00841
OG0001377	Pras.g_01945	Syat.g_00842
OG0001378	Pras.g_01987	Syat.g_02967
OG0001382	Pras.g_00462	Syat.g_00101
OG0001385	Pras.g_01773	Syat.g_02521
OG0001386	Pras.g_01774	Syat.g_02522
OG0001387	Pras.g_01775	Syat.g_02523
OG0001388	Pras.g_01778	Syat.g_02526
OG0001389	Pras.g_01779	Syat.g_02531
OG0001390	Pras.g_01780	Syat.g_02532
OG0001391	Pras.g_01781	Syat.g_02533
OG0001392	Pras.g_01782	Syat.g_02539
OG0001393	Pras.g_01783	Syat.g_02540
OG0001394	Pras.g_01816	Syat.g_00450
OG0001403	Pras.g_00872	Syat.g_02307
OG0001406	Pras.g_01943	Syat.g_00840
OG0001408	Pras.g_01961	Syat.g_00211
OG0001409	Pras.g_00063	Syat.g_01007
OG0001413	Pras.g_00438	Syat.g_02775, Syat.g_00853
OG0001415	Pras.g_01083	Syat.g_00017
OG0001416	Pras.g_01336	Syat.g_02491
OG0001417	Pras.g_01347	Syat.g_01705
OG0001418	Pras.g_01560	Syat.g_03267
OG0001420	Pras.g_01996	Syat.g_01099
OG0001421	Pras.g_00444	Syat.g_03056
OG0001429	Pras.g_01691	Syat.g_00627
OG0001430	Pras.g_00172	Syat.g_03343
OG0001432	Pras.g_00436	Syat.g_00846
OG0001435	Pras.g_01797	Syat.g_00422
OG0001437	Pras.g_01082	Syat.g_00016
OG0001439	Pras.g_01159	Syat.g_02105
OG0001441	Pras.g_01399	Syat.g_01109
OG0001449	Pras.g_01254, Pras.g_01253	Syat.g_00800
OG0001451	Pras.g_01761	Syat.g_02877
OG0001453	Pras.g_01882	Syat.g_00538
OG0001454	Pras.g_01971	Syat.g_00189
OG0001456	Pras.g_00033	Syat.g_02545
OG0001457	Pras.g_00034	Syat.g_02546
OG0001458	Pras.g_00035	Syat.g_02547
OG0001462	Pras.g_00876	Syat.g_02301
OG0001473	Pras.g_00763	Syat.g_00190
OG0001474	Pras.g_01193	Syat.g_01607
OG0001475	Pras.g_00306	Syat.g_01116
OG0001479	Pras.g_01190	Syat.g_01610
OG0001480	Pras.g_01222	Syat.g_00100
OG0001482	Pras.g_01334	Syat.g_00549
OG0001484	Pras.g_00535	Syat.g_02443
OG0001486	Pras.g_00054	Syat.g_03258
OG0001492	Pras.g_00104	Syat.g_00898
OG0001493	Pras.g_00112	Syat.g_00890
OG0001495	Pras.g_00635	Syat.g_01833
OG0001502	Pras.g_01671	Syat.g_00757
OG0001507	Pras.g_00491	Syat.g_03261
OG0001520	Pras.g_01246	Syat.g_00852
OG0001522	Pras.g_01733	Syat.g_00642
OG0001523	Pras.g_00027	Syat.g_01089
OG0001524	Pras.g_00028	Syat.g_01088
OG0001526	Pras.g_00482	Syat.g_02907
OG0001547	Pras.g_01673	Syat.g_00645
OG0001549	Pras.g_01759	Syat.g_00799
OG0001553	Pras.g_00347	Syat.g_01230
OG0001554	Pras.g_00445	Syat.g_01005
OG0001557	Pras.g_01817	Syat.g_00451
OG0001564	Pras.g_00320, Pras.g_00300	Syat.g_01209
OG0001567	Pras.g_01672	Syat.g_00651
OG0001568	Pras.g_01674	Syat.g_00643
OG0001584	Pras.g_01832	Syat.g_00468
OG0001587	Pras.g_00610	Syat.g_02990
OG0001613	Pras.g_00706	Syat.g_01635
OG0001625	Pras.g_01110	Syat.g_01938
OG0001647	Pras.g_01125	Syat.g_02051
OG0001701	Pras.g_00612	Syat.g_02905
OG0001726	Pras.g_01264	Syat.g_02003
OG0001745	Pras.g_00435	Syat.g_00971
OG0001755	Pras.g_00305	Syat.g_03226
OG0001782	Pras.g_00323	Syat.g_01210
OG0001924	Pras.g_00517	Syat.g_02767
OG0001925	Pras.g_00518	Syat.g_02766
OG0001926	Pras.g_00519	Syat.g_02765
OG0001927	Pras.g_00520	Syat.g_02764
OG0001993	Pras.g_00515	Syat.g_02769
OG0002244	Pras.g_00490	Syat.g_00744
OG0002270	Pras.g_00283	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351
OG0002349	Pras.g_00595	Syat.g_03010
OG0002387	Pras.g_00317	Syat.g_01194, Syat.g_02117
