Orthogroup	Prah	Syan
OG0001167	Prah.g_01725	Syan.g_00992
OG0001168	Prah.g_01727	Syan.g_01456
OG0001169	Prah.g_01729	Syan.g_01458
OG0001170	Prah.g_01731	Syan.g_01460
OG0001171	Prah.g_01742	Syan.g_01470
OG0001172	Prah.g_02068	Syan.g_02110
OG0001173	Prah.g_02067	Syan.g_02111
OG0001174	Prah.g_02059	Syan.g_02119
OG0001175	Prah.g_02058	Syan.g_02120
OG0001176	Prah.g_02042	Syan.g_02253
OG0001177	Prah.g_02044	Syan.g_02256
OG0001179	Prah.g_02013	Syan.g_02218
OG0001180	Prah.g_01988	Syan.g_02191
OG0001181	Prah.g_01984	Syan.g_02187
OG0001182	Prah.g_01976	Syan.g_02179
OG0001183	Prah.g_01965	Syan.g_02166
OG0001184	Prah.g_02239	Syan.g_01929
OG0001185	Prah.g_00156	Syan.g_01902
OG0001186	Prah.g_00088	Syan.g_01864
OG0001187	Prah.g_00085	Syan.g_01811
OG0001188	Prah.g_00080	Syan.g_01806
OG0001189	Prah.g_00057	Syan.g_01723
OG0001190	Prah.g_02490	Syan.g_01565
OG0001191	Prah.g_02503	Syan.g_01578
OG0001192	Prah.g_02508	Syan.g_01585
OG0001193	Prah.g_02548	Syan.g_01626
OG0001194	Prah.g_02550	Syan.g_01627
OG0001195	Prah.g_02551	Syan.g_01628
OG0001196	Prah.g_02587	Syan.g_01693
OG0001197	Prah.g_02589	Syan.g_01695
OG0001198	Prah.g_02601	Syan.g_01793
OG0001199	Prah.g_01844	Syan.g_02913
OG0001200	Prah.g_01846	Syan.g_02915
OG0001201	Prah.g_01898	Syan.g_02975
OG0001202	Prah.g_02359	Syan.g_03084
OG0001204	Prah.g_02077	Syan.g_02097
OG0001205	Prah.g_00240	Syan.g_01337
OG0001206	Prah.g_00291	Syan.g_02880
OG0001207	Prah.g_01575	Syan.g_02772
OG0001208	Prah.g_01564	Syan.g_02762
OG0001209	Prah.g_01498	Syan.g_01163
OG0001210	Prah.g_01484	Syan.g_00830
OG0001211	Prah.g_01467	Syan.g_00852
OG0001212	Prah.g_01407	Syan.g_01002
OG0001213	Prah.g_00510	Syan.g_01141
OG0001214	Prah.g_00499	Syan.g_00814
OG0001215	Prah.g_00973	Syan.g_00539
OG0001216	Prah.g_00885	Syan.g_00319
OG0001217	Prah.g_01447	Syan.g_00617
OG0001218	Prah.g_00356	Syan.g_02837
OG0001219	Prah.g_00755	Syan.g_00477
OG0001220	Prah.g_00575	Syan.g_00203
OG0001221	Prah.g_00715	Syan.g_01446
OG0001222	Prah.g_02517	Syan.g_00552
OG0001223	Prah.g_00824	Syan.g_00599
OG0001224	Prah.g_00911	Syan.g_00294
OG0001225	Prah.g_00913	Syan.g_00292
OG0001226	Prah.g_01192	Syan.g_02922
OG0001227	Prah.g_01601	Syan.g_00940
OG0001228	Prah.g_01278	Syan.g_01938
OG0001229	Prah.g_01663	Syan.g_02631
OG0001230	Prah.g_00418	Syan.g_01288
OG0001231	Prah.g_00018	Syan.g_01764
OG0001232	Prah.g_01704	Syan.g_01439
OG0001233	Prah.g_01732	Syan.g_01461
OG0001234	Prah.g_02055	Syan.g_01995
OG0001235	Prah.g_02047	Syan.g_02130
OG0001236	Prah.g_02235	Syan.g_01933
OG0001237	Prah.g_02240	Syan.g_01928
OG0001239	Prah.g_01841	Syan.g_02910
OG0001240	Prah.g_01881	Syan.g_02963
OG0001242	Prah.g_00185	Syan.g_02297
OG0001243	Prah.g_02251	Syan.g_02289
OG0001244	Prah.g_02279	Syan.g_03004
OG0001245	Prah.g_01181	Syan.g_00179
OG0001246	Prah.g_01537	Syan.g_02734
OG0001247	Prah.g_00625	Syan.g_00199
OG0001249	Prah.g_01946	Syan.g_02150
OG0001250	Prah.g_00597	Syan.g_00382
OG0001252	Prah.g_00906	Syan.g_00304
OG0001253	Prah.g_01176	Syan.g_00099
OG0001254	Prah.g_02525	Syan.g_01148
OG0001256	Prah.g_01658	Syan.g_01384
OG0001258	Prah.g_01671	Syan.g_01395
OG0001259	Prah.g_01730	Syan.g_01459
OG0001260	Prah.g_01761	Syan.g_01478
OG0001261	Prah.g_02004	Syan.g_02209
OG0001262	Prah.g_00060	Syan.g_01721
OG0001263	Prah.g_02253	Syan.g_02286
OG0001265	Prah.g_00187	Syan.g_02299
OG0001266	Prah.g_02363	Syan.g_03088
OG0001267	Prah.g_02134	Syan.g_02023
OG0001268	Prah.g_01934	Syan.g_02138
OG0001270	Prah.g_00228	Syan.g_02393
OG0001271	Prah.g_00309	Syan.g_02849
OG0001272	Prah.g_01560	Syan.g_02758
OG0001274	Prah.g_02393	Syan.g_01528
OG0001275	Prah.g_00837	Syan.g_00628
OG0001276	Prah.g_00855	Syan.g_00360
OG0001277	Prah.g_02573	Syan.g_00007
OG0001278	Prah.g_01284	Syan.g_02585
OG0001279	Prah.g_00431	Syan.g_01306
OG0001281	Prah.g_01370	Syan.g_01220
OG0001283	Prah.g_02582	Syan.g_01687
OG0001285	Prah.g_01709	Syan.g_00977
OG0001286	Prah.g_01990	Syan.g_02193
OG0001287	Prah.g_00148	Syan.g_01894
OG0001291	Prah.g_02263	Syan.g_02273
OG0001292	Prah.g_02083	Syan.g_02091
OG0001293	Prah.g_02108	Syan.g_02051
OG0001294	Prah.g_00443	Syan.g_00758
OG0001295	Prah.g_01481	Syan.g_00836
OG0001296	Prah.g_01531	Syan.g_02728
OG0001297	Prah.g_01527	Syan.g_02724
OG0001298	Prah.g_01435	Syan.g_00944
OG0001303	Prah.g_00756	Syan.g_00479
OG0001308	Prah.g_00396	Syan.g_01248
OG0001309	Prah.g_01521	Syan.g_01196
OG0001310	Prah.g_01693	Syan.g_01422
OG0001311	Prah.g_00857	Syan.g_00358
OG0001312	Prah.g_00766	Syan.g_00496
OG0001313	Prah.g_00300	Syan.g_02860
OG0001319	Prah.g_02124	Syan.g_02034
OG0001323	Prah.g_01518	Syan.g_01193
OG0001326	Prah.g_02557	Syan.g_01636
OG0001327	Prah.g_00555	Syan.g_00753
OG0001328	Prah.g_00722	Syan.g_02675
OG0001329	Prah.g_01213	Syan.g_00838
OG0001330	Prah.g_01354	Syan.g_01202
OG0001331	Prah.g_01581	Syan.g_02779
OG0001332	Prah.g_01605	Syan.g_00412
OG0001333	Prah.g_01726	Syan.g_01455
OG0001336	Prah.g_02583	Syan.g_01688
OG0001337	Prah.g_01950	Syan.g_02151
OG0001341	Prah.g_00615	Syan.g_00524
OG0001347	Prah.g_00082	Syan.g_01852
OG0001351	Prah.g_00256	Syan.g_02804
OG0001353	Prah.g_00606	Syan.g_00372
OG0001354	Prah.g_00813	Syan.g_00585
OG0001356	Prah.g_02519	Syan.g_00067
OG0001356	Prah.g_01163	Syan.g_00246
OG0001358	Prah.g_00527	Syan.g_00017
OG0001360	Prah.g_01240	Syan.g_02653
OG0001361	Prah.g_01294	Syan.g_02658
OG0001365	Prah.g_02495	Syan.g_01570
OG0001366	Prah.g_01702	Syan.g_01433
OG0001369	Prah.g_01880	Syan.g_02962
OG0001371	Prah.g_01789	Syan.g_02927, Syan.g_02928
OG0001373	Prah.g_02556	Syan.g_01635
OG0001374	Prah.g_02564	Syan.g_01644
OG0001376	Prah.g_02511	Syan.g_00511
OG0001377	Prah.g_02510	Syan.g_00510
OG0001378	Prah.g_00223	Syan.g_02392
OG0001379	Prah.g_01356	Syan.g_01206
OG0001380	Prah.g_00571	Syan.g_00442
OG0001382	Prah.g_00891	Syan.g_00680
OG0001383	Prah.g_01771	Syan.g_00826
OG0001385	Prah.g_02553	Syan.g_01632
OG0001386	Prah.g_02554	Syan.g_01633
OG0001387	Prah.g_02555	Syan.g_01634
OG0001388	Prah.g_02558	Syan.g_01637
OG0001389	Prah.g_02559	Syan.g_01639
OG0001390	Prah.g_02560	Syan.g_01640
OG0001391	Prah.g_02561	Syan.g_01641
OG0001392	Prah.g_02562	Syan.g_01642
OG0001393	Prah.g_02563	Syan.g_01643
OG0001394	Prah.g_00700	Syan.g_00722
OG0001395	Prah.g_00868	Syan.g_00340
OG0001396	Prah.g_00081	Syan.g_01851
OG0001398	Prah.g_01180	Syan.g_02932
OG0001399	Prah.g_01971	Syan.g_02175
OG0001401	Prah.g_00602	Syan.g_00376
OG0001402	Prah.g_00522	Syan.g_00011
OG0001403	Prah.g_00037	Syan.g_01744
OG0001406	Prah.g_02512	Syan.g_00512
OG0001409	Prah.g_01307	Syan.g_00284
OG0001415	Prah.g_01412	Syan.g_01004
OG0001416	Prah.g_01367	Syan.g_00103
OG0001418	Prah.g_02051	Syan.g_02689
OG0001422	Prah.g_00282	Syan.g_00645
OG0001423	Prah.g_01078	Syan.g_01318
OG0001425	Prah.g_02507	Syan.g_01584
OG0001433	Prah.g_01162	Syan.g_00245
OG0001434	Prah.g_00696	Syan.g_00717
OG0001435	Prah.g_00737	Syan.g_00745
OG0001437	Prah.g_01411	Syan.g_01005
OG0001438	Prah.g_02149	Syan.g_02009
OG0001441	Prah.g_01516	Syan.g_01191
OG0001442	Prah.g_00691	Syan.g_00709
OG0001443	Prah.g_01664	Syan.g_01590
OG0001444	Prah.g_01875	Syan.g_02954
OG0001444	Prah.g_00137	Syan.g_02956
OG0001449	Prah.g_01806	Syan.g_02058
OG0001452	Prah.g_01220	Syan.g_02066
OG0001460	Prah.g_01161	Syan.g_00244
OG0001461	Prah.g_00260	Syan.g_00657
OG0001462	Prah.g_00044	Syan.g_01737
OG0001470	Prah.g_00119	Syan.g_01815
OG0001475	Prah.g_00121	Syan.g_01833
OG0001479	Prah.g_01936	Syan.g_02140
OG0001487	Prah.g_00357	Syan.g_02836
OG0001488	Prah.g_01301	Syan.g_02666
OG0001489	Prah.g_01979	Syan.g_02182
OG0001495	Prah.g_02045	Syan.g_02257
OG0001496	Prah.g_01016	Syan.g_01154
OG0001497	Prah.g_01019	Syan.g_01155
OG0001498	Prah.g_00206	Syan.g_02317
OG0001508	Prah.g_00118	Syan.g_01814
OG0001510	Prah.g_00143	Syan.g_01890
OG0001511	Prah.g_01906	Syan.g_02983
OG0001512	Prah.g_01775	Syan.g_02428
OG0001513	Prah.g_00243	Syan.g_03078
OG0001515	Prah.g_00978	Syan.g_00505
OG0001516	Prah.g_00453	Syan.g_00172, Syan.g_00767
OG0001517	Prah.g_01939	Syan.g_02143
OG0001518	Prah.g_02506	Syan.g_01582
OG0001519	Prah.g_02515	Syan.g_01592
OG0001525	Prah.g_01202	Syan.g_00831
OG0001527	Prah.g_01453	Syan.g_00867
OG0001528	Prah.g_00120	Syan.g_01818
OG0001529	Prah.g_00050	Syan.g_01730
OG0001530	Prah.g_01903	Syan.g_02981
OG0001531	Prah.g_01774	Syan.g_01511, Syan.g_02436
OG0001532	Prah.g_01252	Syan.g_02637
OG0001533	Prah.g_01187, Prah.g_00222	Syan.g_02390
OG0001534	Prah.g_00865	Syan.g_00344
OG0001535	Prah.g_00853	Syan.g_00362
OG0001536	Prah.g_00792	Syan.g_00560
OG0001537	Prah.g_00707	Syan.g_00729
OG0001538	Prah.g_00662	Syan.g_00685
OG0001539	Prah.g_00559	Syan.g_00750
OG0001540	Prah.g_02255	Syan.g_02284
OG0001541	Prah.g_02318	Syan.g_03048
OG0001542	Prah.g_02335	Syan.g_03059
OG0001543	Prah.g_02414	Syan.g_03110
OG0001544	Prah.g_02514	Syan.g_01591
OG0001545	Prah.g_02572	Syan.g_01661
OG0001553	Prah.g_00411	Syan.g_01282
OG0001556	Prah.g_01158, Prah.g_01157	Syan.g_02338, Syan.g_00149, Syan.g_00276
OG0001558	Prah.g_00021	Syan.g_01760
OG0001559	Prah.g_01902	Syan.g_02980
OG0001560	Prah.g_01889	Syan.g_02969
OG0001561	Prah.g_00859	Syan.g_00356
OG0001562	Prah.g_00845	Syan.g_00650
OG0001563	Prah.g_01996	Syan.g_02200
OG0001574	Prah.g_01456	Syan.g_00865
OG0001575	Prah.g_01450	Syan.g_00870
OG0001576	Prah.g_01379	Syan.g_01242
OG0001577	Prah.g_01326	Syan.g_02701
OG0001580	Prah.g_02479	Syan.g_01551
OG0001588	Prah.g_02223	Syan.g_02262
OG0001589	Prah.g_01735	Syan.g_01463
OG0001590	Prah.g_00578	Syan.g_00821
OG0001591	Prah.g_00552	Syan.g_00756
OG0001592	Prah.g_02480	Syan.g_01552
OG0001614	Prah.g_00158	Syan.g_01905
OG0001616	Prah.g_01261	Syan.g_02649
OG0001617	Prah.g_00989	Syan.g_01033
OG0001618	Prah.g_00877	Syan.g_00329, Syan.g_02462, Syan.g_02535, Syan.g_02536
OG0001619	Prah.g_00782	Syan.g_00549
OG0001620	Prah.g_01924	Syan.g_02131
OG0001621	Prah.g_02097	Syan.g_02064
OG0001622	Prah.g_02581	Syan.g_01686
OG0001627	Prah.g_01613	Syan.g_02410
OG0001634	Prah.g_00447	Syan.g_00761
OG0001635	Prah.g_01206	Syan.g_01876
OG0001636	Prah.g_00043	Syan.g_01738
OG0001637	Prah.g_01751	Syan.g_01295
OG0001638	Prah.g_01691	Syan.g_01418
OG0001639	Prah.g_01616	Syan.g_02407
OG0001640	Prah.g_00902	Syan.g_00309
OG0001641	Prah.g_00827	Syan.g_00606
OG0001642	Prah.g_00580	Syan.g_02603
OG0001643	Prah.g_00496	Syan.g_00811
OG0001652	Prah.g_00019	Syan.g_01762
OG0001653	Prah.g_01878	Syan.g_02875, Syan.g_00521, Syan.g_02960, Syan.g_02959
OG0001654	Prah.g_01614	Syan.g_02409
OG0001655	Prah.g_00214, Prah.g_02423	Syan.g_00416
OG0001657	Prah.g_02293	Syan.g_03019
OG0001658	Prah.g_02489	Syan.g_01564
OG0001669	Prah.g_00094	Syan.g_02176
OG0001671	Prah.g_02407	Syan.g_01514, Syan.g_03115
OG0001672	Prah.g_01855, Prah.g_01853	Syan.g_02921
OG0001673	Prah.g_01783	Syan.g_02896
OG0001675	Prah.g_00841, Prah.g_00843	Syan.g_00632
OG0001677	Prah.g_01964	Syan.g_02165
OG0001678	Prah.g_02069	Syan.g_02109
OG0001691	Prah.g_00742	Syan.g_01609
OG0001692	Prah.g_00413	Syan.g_01284
OG0001693	Prah.g_00212	Syan.g_00196
OG0001694	Prah.g_02136	Syan.g_02021
OG0001695	Prah.g_02568	Syan.g_01656
OG0001703	Prah.g_01574	Syan.g_02770
OG0001712	Prah.g_00612	Syan.g_00786
OG0001715	Prah.g_01165	Syan.g_00415
OG0001716	Prah.g_00584	Syan.g_00662
OG0001726	Prah.g_00745	Syan.g_00041
OG0001728	Prah.g_00093	Syan.g_01799
OG0001729	Prah.g_01769	Syan.g_01506, Syan.g_02440
OG0001730	Prah.g_01766	Syan.g_00979
OG0001731	Prah.g_01630	Syan.g_01353
OG0001732	Prah.g_01267	Syan.g_01704, Syan.g_02602
OG0001734	Prah.g_00582	Syan.g_00929, Syan.g_00240, Syan.g_00913, Syan.g_02496, Syan.g_02431, Syan.g_02354, Syan.g_02489
OG0001735	Prah.g_00461	Syan.g_00775
OG0001737	Prah.g_02154	Syan.g_02002
OG0001738	Prah.g_02185	Syan.g_01970
OG0001739	Prah.g_02566	Syan.g_01654
OG0001740	Prah.g_02571	Syan.g_01659
OG0001747	Prah.g_02276	Syan.g_02260
OG0001748	Prah.g_02405	Syan.g_01516
OG0001750	Prah.g_01876	Syan.g_02955, Syan.g_01139
OG0001751	Prah.g_01784	Syan.g_02897
OG0001752	Prah.g_01763	Syan.g_01481
OG0001753	Prah.g_01757	Syan.g_01630
OG0001754	Prah.g_01754	Syan.g_01297
OG0001755	Prah.g_01522	Syan.g_02719
OG0001761	Prah.g_00944	Syan.g_00207
OG0001762	Prah.g_00834	Syan.g_00625
OG0001763	Prah.g_00822, Prah.g_00823	Syan.g_00598
OG0001764	Prah.g_00748	Syan.g_00467
OG0001766	Prah.g_02161	Syan.g_01996
OG0001768	Prah.g_02342	Syan.g_03066
OG0001783	Prah.g_00153	Syan.g_01899
OG0001784	Prah.g_01871	Syan.g_02950
OG0001785	Prah.g_01753, Prah.g_01752	Syan.g_01296
OG0001786	Prah.g_01646	Syan.g_01372
OG0001787	Prah.g_01502	Syan.g_01167
OG0001788	Prah.g_01499	Syan.g_01164
OG0001789	Prah.g_01363	Syan.g_01212
OG0001790	Prah.g_01334	Syan.g_02707
OG0001792	Prah.g_01274	Syan.g_02595
OG0001794	Prah.g_01129	Syan.g_00347
OG0001796	Prah.g_00847	Syan.g_00371
OG0001797	Prah.g_00775	Syan.g_00541
OG0001798	Prah.g_00520	Syan.g_00990, Syan.g_00005
OG0001799	Prah.g_00479	Syan.g_00797
OG0001800	Prah.g_00429	Syan.g_01305
OG0001801	Prah.g_00422	Syan.g_01293
OG0001803	Prah.g_00236	Syan.g_01341
OG0001804	Prah.g_00207	Syan.g_02318
OG0001805	Prah.g_02088	Syan.g_00039, Syan.g_00262
OG0001806	Prah.g_02125	Syan.g_02033
OG0001807	Prah.g_02218	Syan.g_01955
OG0001808	Prah.g_02226	Syan.g_01948
OG0001809	Prah.g_02266	Syan.g_02270, Syan.g_00619, Syan.g_02903
OG0001810	Prah.g_02267	Syan.g_02265
OG0001811	Prah.g_02325	Syan.g_03056
OG0001812	Prah.g_02481	Syan.g_01553
OG0001813	Prah.g_02535	Syan.g_01613
OG0001815	Prah.g_02599	Syan.g_00525
OG0001816	Prah.g_00554	Syan.g_00754
OG0001837	Prah.g_02406	Syan.g_01515
OG0001838	Prah.g_00009	Syan.g_01772
OG0001839	Prah.g_00039	Syan.g_01742
OG0001840	Prah.g_00056	Syan.g_01724
OG0001841	Prah.g_00064	Syan.g_01717
OG0001843	Prah.g_00159	Syan.g_01906
OG0001844	Prah.g_00160	Syan.g_01907
OG0001845	Prah.g_00162	Syan.g_01911
OG0001846	Prah.g_00184	Syan.g_02296
OG0001847	Prah.g_00186	Syan.g_02298
OG0001848	Prah.g_00190	Syan.g_02302
OG0001849	Prah.g_01865	Syan.g_02941
OG0001850	Prah.g_01858	Syan.g_02923
OG0001851	Prah.g_01848	Syan.g_02917
OG0001852	Prah.g_01847	Syan.g_02916
OG0001853	Prah.g_01840	Syan.g_02909
OG0001854	Prah.g_01780	Syan.g_02424
OG0001856	Prah.g_01650	Syan.g_01376
OG0001857	Prah.g_01647	Syan.g_01373
OG0001858	Prah.g_01626	Syan.g_01347
OG0001859	Prah.g_01585	Syan.g_02783
OG0001860	Prah.g_01573	Syan.g_02768
OG0001861	Prah.g_01559	Syan.g_02757
OG0001862	Prah.g_01547	Syan.g_02745
OG0001863	Prah.g_01542	Syan.g_02739
OG0001864	Prah.g_01487	Syan.g_01158
OG0001865	Prah.g_01420	Syan.g_00957
OG0001866	Prah.g_01395	Syan.g_01019
OG0001867	Prah.g_01386	Syan.g_01021
OG0001868	Prah.g_01366	Syan.g_01217
OG0001869	Prah.g_01327	Syan.g_02702
OG0001870	Prah.g_01319	Syan.g_02692
OG0001871	Prah.g_01314	Syan.g_02684
OG0001872	Prah.g_01281	Syan.g_02589
OG0001873	Prah.g_01260	Syan.g_02648
OG0001874	Prah.g_01241	Syan.g_02651
OG0001877	Prah.g_00979	Syan.g_00504
OG0001878	Prah.g_00838	Syan.g_00629
OG0001879	Prah.g_00831	Syan.g_00621
OG0001880	Prah.g_00799	Syan.g_00569
OG0001881	Prah.g_00798	Syan.g_00568
OG0001882	Prah.g_00778	Syan.g_00544
OG0001883	Prah.g_00774	Syan.g_00529
OG0001884	Prah.g_00764	Syan.g_00494
OG0001885	Prah.g_00753	Syan.g_00473
OG0001886	Prah.g_00749	Syan.g_00468
OG0001887	Prah.g_00723	Syan.g_02677
OG0001888	Prah.g_00682	Syan.g_00716
OG0001889	Prah.g_00653	Syan.g_00674
OG0001890	Prah.g_00590	Syan.g_00394
OG0001891	Prah.g_00586	Syan.g_00399
OG0001892	Prah.g_00573	Syan.g_00516
OG0001893	Prah.g_00519	Syan.g_00004
OG0001894	Prah.g_00502	Syan.g_00817
OG0001895	Prah.g_00426	Syan.g_01300
OG0001896	Prah.g_00220	Syan.g_02388
OG0001897	Prah.g_01931	Syan.g_02134
OG0001898	Prah.g_01947	Syan.g_02153
OG0001899	Prah.g_02006	Syan.g_02211
OG0001900	Prah.g_02109	Syan.g_02049
OG0001901	Prah.g_02110	Syan.g_02048
OG0001902	Prah.g_02141	Syan.g_02017
OG0001903	Prah.g_02150	Syan.g_02008
OG0001904	Prah.g_02220	Syan.g_01952
OG0001905	Prah.g_02228	Syan.g_01942
OG0001906	Prah.g_02256	Syan.g_02282
OG0001907	Prah.g_02272	Syan.g_00148
OG0001908	Prah.g_02319	Syan.g_03050
OG0001909	Prah.g_02340	Syan.g_03064
OG0001910	Prah.g_02401	Syan.g_01520
OG0001912	Prah.g_02500	Syan.g_01575
OG0001913	Prah.g_02502	Syan.g_01577
OG0001914	Prah.g_02529, Prah.g_02530	Syan.g_01144
OG0001915	Prah.g_01199	Syan.g_01702
OG0001929	Prah.g_00072	Syan.g_01710
OG0001932	Prah.g_00157	Syan.g_01904
OG0001933	Prah.g_01900	Syan.g_02976
OG0001934	Prah.g_01885	Syan.g_02968
OG0001935	Prah.g_01845	Syan.g_02914
OG0001936	Prah.g_01813	Syan.g_00425
OG0001937	Prah.g_01638	Syan.g_01361
OG0001938	Prah.g_01571	Syan.g_02766
OG0001939	Prah.g_01477	Syan.g_01324
OG0001940	Prah.g_01436	Syan.g_00941
OG0001941	Prah.g_01371	Syan.g_01221
OG0001943	Prah.g_01308	Syan.g_02630
OG0001944	Prah.g_01207	Syan.g_02679
OG0001947	Prah.g_00900	Syan.g_03108
OG0001948	Prah.g_00825	Syan.g_00600
OG0001949	Prah.g_00809	Syan.g_00578
OG0001950	Prah.g_00807	Syan.g_00576
OG0001951	Prah.g_00797	Syan.g_00567
OG0001952	Prah.g_00777	Syan.g_00543
OG0001953	Prah.g_00776	Syan.g_00542
OG0001954	Prah.g_00626	Syan.g_00547
OG0001955	Prah.g_00583	Syan.g_00517
OG0001957	Prah.g_00514	Syan.g_01137
OG0001958	Prah.g_00458	Syan.g_00773
OG0001960	Prah.g_00330, Prah.g_00329	Syan.g_02840
OG0001961	Prah.g_00307	Syan.g_02851
OG0001962	Prah.g_02442, Prah.g_02422	Syan.g_02328
OG0001964	Prah.g_02057	Syan.g_02122
OG0001966	Prah.g_02104	Syan.g_02055
OG0001967	Prah.g_02106	Syan.g_02053
OG0001968	Prah.g_02107	Syan.g_02052
OG0001969	Prah.g_02169	Syan.g_01989
OG0001970	Prah.g_02258	Syan.g_02280
OG0001971	Prah.g_02338	Syan.g_03062
OG0001972	Prah.g_02389	Syan.g_01532
OG0001974	Prah.g_02487	Syan.g_00279
OG0001975	Prah.g_02528	Syan.g_01145
OG0001976	Prah.g_02531	Syan.g_01143
OG0001977	Prah.g_02542	Syan.g_01621
OG0001995	Prah.g_01492	Syan.g_02683
OG0001996	Prah.g_00035	Syan.g_01746
OG0001997	Prah.g_01874	Syan.g_02953
OG0001999	Prah.g_01721	Syan.g_01453
OG0002000	Prah.g_01520	Syan.g_01195
OG0002002	Prah.g_01280	Syan.g_02590
OG0002003	Prah.g_00976	Syan.g_00010
OG0002004	Prah.g_00966	Syan.g_00433, Syan.g_02359, Syan.g_02490
OG0002006	Prah.g_00899	Syan.g_02104, Syan.g_03107
OG0002007	Prah.g_00898	Syan.g_00310
OG0002008	Prah.g_00836	Syan.g_00627
OG0002009	Prah.g_00704	Syan.g_00726
OG0002010	Prah.g_00373	Syan.g_02819
OG0002011	Prah.g_00211	Syan.g_02576
OG0002013	Prah.g_02189	Syan.g_02930
OG0002014	Prah.g_02202	Syan.g_01958
OG0002016	Prah.g_02408	Syan.g_03114
OG0002017	Prah.g_02545	Syan.g_01624
OG0002018	Prah.g_02570	Syan.g_01658
OG0002037	Prah.g_01568	Syan.g_02857
OG0002039	Prah.g_01300	Syan.g_02665
OG0002040	Prah.g_01299	Syan.g_02663
OG0002041	Prah.g_00820	Syan.g_00596
OG0002042	Prah.g_00802	Syan.g_00572
OG0002043	Prah.g_00757	Syan.g_00483
OG0002044	Prah.g_00607	Syan.g_00652
OG0002046	Prah.g_00302	Syan.g_02870
OG0002047	Prah.g_00203	Syan.g_02314
OG0002048	Prah.g_01967	Syan.g_02169
OG0002049	Prah.g_02049	Syan.g_02128
OG0002050	Prah.g_02116	Syan.g_02042
OG0002051	Prah.g_02317	Syan.g_03047
OG0002052	Prah.g_02516	Syan.g_00061
OG0002053	Prah.g_02523	Syan.g_00069
OG0002113	Prah.g_00040	Syan.g_01741
OG0002115	Prah.g_01669	Syan.g_01391
OG0002117	Prah.g_01306	Syan.g_02673
OG0002118	Prah.g_01269	Syan.g_02599
OG0002122	Prah.g_00975	Syan.g_00009
OG0002123	Prah.g_00883	Syan.g_00321
OG0002124	Prah.g_00585	Syan.g_00400
OG0002126	Prah.g_02214, Prah.g_02204	Syan.g_00063
OG0002127	Prah.g_02277	Syan.g_03001, Syan.g_02264, Syan.g_03002
OG0002128	Prah.g_02527	Syan.g_02541
OG0002129	Prah.g_00392	Syan.g_01329
OG0002130	Prah.g_01362	Syan.g_01211
OG0002154	Prah.g_02249	Syan.g_00846
OG0002159	Prah.g_00138	Syan.g_02957
OG0002160	Prah.g_01792	Syan.g_01474
OG0002166	Prah.g_00971	Syan.g_02512, Syan.g_02676
OG0002167	Prah.g_00960	Syan.g_02931
OG0002168	Prah.g_00901	Syan.g_03109
OG0002169	Prah.g_00202	Syan.g_02313
OG0002170	Prah.g_01943	Syan.g_02148
OG0002172	Prah.g_02404	Syan.g_01517
OG0002173	Prah.g_02416	Syan.g_03104
OG0002174	Prah.g_02546	Syan.g_01153
OG0002175	Prah.g_02462	Syan.g_02421, Syan.g_02612, Syan.g_00225
OG0002229	Prah.g_00113	Syan.g_01871
OG0002231	Prah.g_00961	Syan.g_00837
OG0002235	Prah.g_00690	Syan.g_00710
OG0002239	Prah.g_00355	Syan.g_01177
OG0002243	Prah.g_02472	Syan.g_01545, Syan.g_03098
OG0002245	Prah.g_00210	Syan.g_00536
OG0002277	Prah.g_00075	Syan.g_01707
OG0002280	Prah.g_01511	Syan.g_01185
OG0002281	Prah.g_01437	Syan.g_00885
OG0002285	Prah.g_00769	Syan.g_00499
OG0002286	Prah.g_01134	Syan.g_02249
OG0002289	Prah.g_00301	Syan.g_02873
OG0002290	Prah.g_00245	Syan.g_00113
OG0002291	Prah.g_02326, Prah.g_02333	Syan.g_03057
OG0002292	Prah.g_02351	Syan.g_03073
OG0002328	Prah.g_01879	Syan.g_02961
OG0002330	Prah.g_01018	Syan.g_00288
OG0002339	Prah.g_02222	Syan.g_02261
OG0002343	Prah.g_02081	Syan.g_02093
OG0002382	Prah.g_01557	Syan.g_02755
OG0002385	Prah.g_01135	Syan.g_02248
OG0002386	Prah.g_00441	Syan.g_00790
OG0002393	Prah.g_01797	Syan.g_02933
OG0002430	Prah.g_01507	Syan.g_01277
OG0002431	Prah.g_01508	Syan.g_01278
OG0002440	Prah.g_00854	Syan.g_00038
OG0002443	Prah.g_00488	Syan.g_00620
OG0002449	Prah.g_02569	Syan.g_01657
OG0002452	Prah.g_02567	Syan.g_01655
OG0002494	Prah.g_01611	Syan.g_00953
OG0002495	Prah.g_00995	Syan.g_00177
OG0002498	Prah.g_02477, Prah.g_02476, Prah.g_01815	Syan.g_00261
OG0002566	Prah.g_01708	Syan.g_00976
OG0002568	Prah.g_01409	Syan.g_01735
OG0002571	Prah.g_00561	Syan.g_01152
OG0002572	Prah.g_00533	Syan.g_00204
OG0002577	Prah.g_00249	Syan.g_00998
OG0002581	Prah.g_00262	Syan.g_02800
OG0002634	Prah.g_01776	Syan.g_02427
OG0002635	Prah.g_01330	Syan.g_00014
OG0002637	Prah.g_01186	Syan.g_00962
OG0002644	Prah.g_00492	Syan.g_00807
