Orthogroup	Prbi	Syap
OG0001279	Prbi.g_01332	Syap.g_02663
OG0001282	Prbi.g_01440	Syap.g_01701
OG0001284	Prbi.g_01660	Syap.g_00047
OG0001286	Prbi.g_01942	Syap.g_00467
OG0001287	Prbi.g_01996	Syap.g_00418
OG0001288	Prbi.g_02005	Syap.g_01123
OG0001289	Prbi.g_00094	Syap.g_02365
OG0001291	Prbi.g_00143	Syap.g_02207
OG0001292	Prbi.g_00272	Syap.g_01583
OG0001297	Prbi.g_00517	Syap.g_00255
OG0001299	Prbi.g_00669	Syap.g_01959
OG0001303	Prbi.g_01041	Syap.g_02795
OG0001304	Prbi.g_01071	Syap.g_00536
OG0001305	Prbi.g_01090	Syap.g_01562
OG0001306	Prbi.g_01193	Syap.g_00245
OG0001307	Prbi.g_01422	Syap.g_00403
OG0001308	Prbi.g_01601	Syap.g_02751, Syap.g_02750
OG0001310	Prbi.g_01799	Syap.g_01774
OG0001311	Prbi.g_01063	Syap.g_01871
OG0001312	Prbi.g_00990	Syap.g_01735
OG0001314	Prbi.g_00723, Prbi.g_00783	Syap.g_00330, Syap.g_00391
OG0001315	Prbi.g_00068	Syap.g_00596
OG0001318	Prbi.g_00280	Syap.g_01596, Syap.g_01597
OG0001319	Prbi.g_00296	Syap.g_02338
OG0001323	Prbi.g_00522	Syap.g_00757
OG0001326	Prbi.g_00923	Syap.g_02646
OG0001332	Prbi.g_01633	Syap.g_01548
OG0001333	Prbi.g_01824	Syap.g_01373
OG0001336	Prbi.g_02089	Syap.g_02602
OG0001345	Prbi.g_01226	Syap.g_01877, Syap.g_02776
OG0001346	Prbi.g_01392	Syap.g_01484
OG0001348	Prbi.g_01707	Syap.g_00938
OG0001351	Prbi.g_00455	Syap.g_01996
OG0001353	Prbi.g_00879	Syap.g_01849
OG0001358	Prbi.g_00622	Syap.g_00942
OG0001360	Prbi.g_01132	Syap.g_01881, Syap.g_02778
OG0001361	Prbi.g_01223	Syap.g_01792
OG0001364	Prbi.g_01965	Syap.g_01052
OG0001365	Prbi.g_02056	Syap.g_00138
OG0001371	Prbi.g_00682	Syap.g_02544, Syap.g_02545
OG0001373	Prbi.g_00922	Syap.g_02647
OG0001374	Prbi.g_00930	Syap.g_01829, Syap.g_01830
OG0001376	Prbi.g_01096	Syap.g_01991
OG0001377	Prbi.g_01097	Syap.g_01992
OG0001378	Prbi.g_01141	Syap.g_02055
OG0001379	Prbi.g_01385	Syap.g_01474
OG0001382	Prbi.g_01699	Syap.g_00677
OG0001385	Prbi.g_00919	Syap.g_02650
OG0001386	Prbi.g_00920	Syap.g_02649
OG0001387	Prbi.g_00921	Syap.g_02648
OG0001388	Prbi.g_00924	Syap.g_02645
OG0001389	Prbi.g_00925	Syap.g_02644
OG0001390	Prbi.g_00926	Syap.g_02643
OG0001391	Prbi.g_00927	Syap.g_01833
OG0001392	Prbi.g_00928	Syap.g_01832
OG0001393	Prbi.g_00929	Syap.g_01831
OG0001394	Prbi.g_00966	Syap.g_00159
OG0001395	Prbi.g_01073	Syap.g_00531
OG0001406	Prbi.g_01095	Syap.g_01989
OG0001408	Prbi.g_01114	Syap.g_01862
OG0001415	Prbi.g_00255	Syap.g_00447, Syap.g_00446
OG0001418	Prbi.g_00687	Syap.g_00221
OG0001420	Prbi.g_01150	Syap.g_02736
OG0001422	Prbi.g_01705	Syap.g_01682
OG0001425	Prbi.g_02066	Syap.g_01024
OG0001428	Prbi.g_00196	Syap.g_01196
OG0001432	Prbi.g_01673	Syap.g_01967
OG0001433	Prbi.g_01302	Syap.g_00790
OG0001435	Prbi.g_00947	Syap.g_01259
OG0001437	Prbi.g_00254	Syap.g_00448
OG0001438	Prbi.g_00317	Syap.g_01346, Syap.g_01630
OG0001439	Prbi.g_00331	Syap.g_01674
OG0001441	Prbi.g_00524	Syap.g_02749
OG0001447	Prbi.g_00134	Syap.g_02218
OG0001452	Prbi.g_00937	Syap.g_01590
OG0001453	Prbi.g_01031	Syap.g_02687
OG0001456	Prbi.g_01184	Syap.g_01828
OG0001457	Prbi.g_01185	Syap.g_01826
OG0001458	Prbi.g_01186	Syap.g_01825
OG0001459	Prbi.g_01344	Syap.g_00351
OG0001460	Prbi.g_01303	Syap.g_00789
OG0001461	Prbi.g_01545	Syap.g_02707
OG0001474	Prbi.g_00364	Syap.g_00562
OG0001475	Prbi.g_01472	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Prbi.g_00361	Syap.g_00565
OG0001492	Prbi.g_01254	Syap.g_02441
OG0001493	Prbi.g_01262	Syap.g_02433
OG0001495	Prbi.g_01871	Syap.g_01921
OG0001502	Prbi.g_00817	Syap.g_00833
OG0001504	Prbi.g_01345	Syap.g_00350
OG0001507	Prbi.g_01739	Syap.g_00227
OG0001508	Prbi.g_01473	Syap.g_01139, Syap.g_00808
OG0001546	Prbi.g_00527	Syap.g_02745
OG0001547	Prbi.g_00819	Syap.g_00840, Syap.g_00839
OG0001553	Prbi.g_01586	Syap.g_02121
OG0001557	Prbi.g_00967	Syap.g_00162
OG0001564	Prbi.g_01485	Syap.g_00876
OG0001567	Prbi.g_00818	Syap.g_00838
OG0001568	Prbi.g_00820	Syap.g_00842
OG0001570	Prbi.g_01152	Syap.g_00438
OG0001584	Prbi.g_00982	Syap.g_00183
OG0001587	Prbi.g_01846	Syap.g_02669
OG0001590	Prbi.g_01538	Syap.g_00889
OG0001613	Prbi.g_01957	Syap.g_00597
OG0001632	Prbi.g_01335	Syap.g_02524
OG0001647	Prbi.g_00297	Syap.g_01370
OG0001745	Prbi.g_01672	Syap.g_02401
OG0001919	Prbi.g_00418	Syap.g_01968
OG0002020	Prbi.g_01297, Prbi.g_01552	Syap.g_02581
OG0002021	Prbi.g_01295, Prbi.g_01554	Syap.g_02584
OG0002022	Prbi.g_01294, Prbi.g_01555	Syap.g_02585
OG0002023	Prbi.g_01293, Prbi.g_01556	Syap.g_02588
OG0002026	Prbi.g_00417	Syap.g_00821
OG0002131	Prbi.g_01296, Prbi.g_01553	Syap.g_02582
OG0002651	Prbi.g_01479	Syap.g_00854
OG0002722	Prbi.g_00742	Syap.g_01285
OG0002767	Prbi.g_00045, Prbi.g_01412	Syap.g_02415
OG0002838	Prbi.g_01513	Syap.g_00629
