Orthogroup	Prbi	Syat
OG0001130	Prbi.g_01080	Syat.g_00783
OG0001131	Prbi.g_01117	Syat.g_01674
OG0001132	Prbi.g_01127	Syat.g_00965
OG0001133	Prbi.g_01161	Syat.g_03311
OG0001136	Prbi.g_01204	Syat.g_03257
OG0001137	Prbi.g_01215	Syat.g_00306
OG0001138	Prbi.g_01233	Syat.g_00214
OG0001139	Prbi.g_01234	Syat.g_00209
OG0001140	Prbi.g_01235	Syat.g_00208
OG0001141	Prbi.g_01236	Syat.g_00207
OG0001142	Prbi.g_01237	Syat.g_00206
OG0001143	Prbi.g_01244	Syat.g_00925
OG0001144	Prbi.g_01249	Syat.g_00906
OG0001145	Prbi.g_01383	Syat.g_01117
OG0001146	Prbi.g_01395	Syat.g_01158
OG0001147	Prbi.g_01425	Syat.g_01368
OG0001148	Prbi.g_01441	Syat.g_01297
OG0001149	Prbi.g_01442	Syat.g_01298
OG0001150	Prbi.g_01443	Syat.g_01299
OG0001151	Prbi.g_01454	Syat.g_01420
OG0001152	Prbi.g_01455	Syat.g_01421
OG0001153	Prbi.g_01622	Syat.g_01346
OG0001154	Prbi.g_01623	Syat.g_01347
OG0001155	Prbi.g_01635	Syat.g_02774
OG0001156	Prbi.g_01638	Syat.g_02978
OG0001157	Prbi.g_01639	Syat.g_02977
OG0001158	Prbi.g_01640	Syat.g_02976
OG0001159	Prbi.g_01641	Syat.g_02975
OG0001160	Prbi.g_01665	Syat.g_03104
OG0001161	Prbi.g_01678	Syat.g_02384
OG0001162	Prbi.g_01689	Syat.g_01528
OG0001163	Prbi.g_01779	Syat.g_03112
OG0001164	Prbi.g_01783	Syat.g_03116
OG0001166	Prbi.g_01806	Syat.g_03050
OG0001167	Prbi.g_01823	Syat.g_03019
OG0001168	Prbi.g_01825	Syat.g_03017
OG0001169	Prbi.g_01827	Syat.g_03015
OG0001170	Prbi.g_01829	Syat.g_03013
OG0001171	Prbi.g_01838	Syat.g_03001
OG0001172	Prbi.g_01851	Syat.g_01858
OG0001173	Prbi.g_01852	Syat.g_01857
OG0001174	Prbi.g_01860	Syat.g_01849
OG0001175	Prbi.g_01861	Syat.g_01848
OG0001176	Prbi.g_01869	Syat.g_01831
OG0001178	Prbi.g_01877	Syat.g_03137
OG0001180	Prbi.g_01944	Syat.g_01654
OG0001181	Prbi.g_01948	Syat.g_01650
OG0001182	Prbi.g_01955	Syat.g_01642
OG0001183	Prbi.g_01959	Syat.g_01632
OG0001184	Prbi.g_01975	Syat.g_02160
OG0001185	Prbi.g_01989	Syat.g_02200
OG0001186	Prbi.g_02012	Syat.g_02235
OG0001187	Prbi.g_02028	Syat.g_02256
OG0001188	Prbi.g_02031	Syat.g_02261
OG0001189	Prbi.g_02048	Syat.g_02287
OG0001190	Prbi.g_02052	Syat.g_02692
OG0001191	Prbi.g_02062	Syat.g_02675
OG0001192	Prbi.g_02067	Syat.g_02663
OG0001193	Prbi.g_02077	Syat.g_02513
OG0001194	Prbi.g_02078	Syat.g_02515
OG0001195	Prbi.g_02079	Syat.g_02516
OG0001196	Prbi.g_02092	Syat.g_02398
OG0001197	Prbi.g_02093	Syat.g_02396
OG0001199	Prbi.g_00081	Syat.g_01475
OG0001200	Prbi.g_00083	Syat.g_01477
OG0001201	Prbi.g_00115	Syat.g_01572
OG0001202	Prbi.g_00223	Syat.g_02812
OG0001203	Prbi.g_00262	Syat.g_01447
OG0001204	Prbi.g_00267	Syat.g_01867
OG0001205	Prbi.g_00446	Syat.g_01287
OG0001206	Prbi.g_00464	Syat.g_03268
OG0001207	Prbi.g_00480	Syat.g_03162
OG0001208	Prbi.g_00485	Syat.g_03172
OG0001209	Prbi.g_00538	Syat.g_03273
OG0001210	Prbi.g_00543	Syat.g_00103
OG0001211	Prbi.g_00553	Syat.g_00078
OG0001213	Prbi.g_00631	Syat.g_03289
OG0001214	Prbi.g_00640	Syat.g_00128
OG0001216	Prbi.g_00747	Syat.g_00660
OG0001217	Prbi.g_00792	Syat.g_02587
OG0001218	Prbi.g_00800	Syat.g_01356
OG0001219	Prbi.g_00835	Syat.g_00629
OG0001220	Prbi.g_00899	Syat.g_01534
OG0001222	Prbi.g_01001	Syat.g_00597
OG0001223	Prbi.g_01027	Syat.g_00544
OG0001224	Prbi.g_01082	Syat.g_00804
OG0001225	Prbi.g_01084	Syat.g_00806
OG0001226	Prbi.g_01111	Syat.g_01485
OG0001228	Prbi.g_01252	Syat.g_00938
OG0001229	Prbi.g_01437	Syat.g_00981
OG0001230	Prbi.g_01581	Syat.g_01235
OG0001231	Prbi.g_01687	Syat.g_02327
OG0001232	Prbi.g_01810	Syat.g_03041
OG0001233	Prbi.g_01830	Syat.g_03012
OG0001234	Prbi.g_01864	Syat.g_02092
OG0001235	Prbi.g_01874	Syat.g_01838
OG0001236	Prbi.g_01972	Syat.g_02156
OG0001237	Prbi.g_01976	Syat.g_02161
OG0001238	Prbi.g_02063	Syat.g_02673
OG0001239	Prbi.g_00078	Syat.g_01472
OG0001240	Prbi.g_00100	Syat.g_01554
OG0001241	Prbi.g_00108	Syat.g_01564
OG0001242	Prbi.g_00127	Syat.g_02936
OG0001243	Prbi.g_00133	Syat.g_02928
OG0001244	Prbi.g_00149	Syat.g_02901
OG0001245	Prbi.g_00404	Syat.g_00212
OG0001246	Prbi.g_00507	Syat.g_03209
OG0001247	Prbi.g_00686	Syat.g_01019
OG0001248	Prbi.g_00688	Syat.g_03159
OG0001249	Prbi.g_00825	Syat.g_01620
OG0001250	Prbi.g_00888	Syat.g_00739
OG0001251	Prbi.g_00935	Syat.g_00963, Syat.g_00621
OG0001252	Prbi.g_01077	Syat.g_00787
OG0001255	Prbi.g_01191	Syat.g_00843
OG0001256	Prbi.g_01680	Syat.g_03111
OG0001257	Prbi.g_01686	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Prbi.g_01784	Syat.g_03119
OG0001259	Prbi.g_01828	Syat.g_03014
OG0001261	Prbi.g_01930	Syat.g_01791
OG0001262	Prbi.g_02046	Syat.g_02285
OG0001263	Prbi.g_00136	Syat.g_02926
OG0001265	Prbi.g_00126	Syat.g_02938
OG0001266	Prbi.g_00227	Syat.g_02808
OG0001267	Prbi.g_00304	Syat.g_02060
OG0001268	Prbi.g_00363	Syat.g_01608
OG0001269	Prbi.g_00383	Syat.g_02369
OG0001270	Prbi.g_00435	Syat.g_02968
OG0001271	Prbi.g_00475	Syat.g_01374
OG0001272	Prbi.g_00489	Syat.g_03176
OG0001274	Prbi.g_00707	Syat.g_02727
OG0001275	Prbi.g_01037	Syat.g_00529
OG0001276	Prbi.g_01061	Syat.g_00705
OG0001277	Prbi.g_01119	Syat.g_03312
OG0001278	Prbi.g_01257	Syat.g_00895
OG0001279	Prbi.g_01332	Syat.g_01252
OG0001281	Prbi.g_01396	Syat.g_01159
OG0001282	Prbi.g_01440	Syat.g_02780
OG0001283	Prbi.g_01459	Syat.g_02403
OG0001286	Prbi.g_01942	Syat.g_01656
OG0001287	Prbi.g_01996	Syat.g_02208
OG0001288	Prbi.g_02005	Syat.g_02225
OG0001289	Prbi.g_00094	Syat.g_01527
OG0001290	Prbi.g_00107	Syat.g_01563
OG0001291	Prbi.g_00143	Syat.g_02916
OG0001292	Prbi.g_00272	Syat.g_01873
OG0001293	Prbi.g_00285	Syat.g_01995
OG0001294	Prbi.g_00402	Syat.g_00409
OG0001295	Prbi.g_00469	Syat.g_00945
OG0001296	Prbi.g_00512	Syat.g_03217
OG0001297	Prbi.g_00517	Syat.g_03221
OG0001298	Prbi.g_00579	Syat.g_00043
OG0001299	Prbi.g_00669	Syat.g_00401
OG0001300	Prbi.g_00696	Syat.g_01025
OG0001303	Prbi.g_01041	Syat.g_00628
OG0001304	Prbi.g_01071	Syat.g_00690
OG0001305	Prbi.g_01090	Syat.g_00813
OG0001306	Prbi.g_01193	Syat.g_03234
OG0001307	Prbi.g_01422	Syat.g_02082
OG0001308	Prbi.g_01601	Syat.g_01176
OG0001309	Prbi.g_01684	Syat.g_01113
OG0001310	Prbi.g_01799	Syat.g_03066
OG0001311	Prbi.g_01063	Syat.g_00703
OG0001312	Prbi.g_00990	Syat.g_00615
OG0001314	Prbi.g_00723, Prbi.g_00783	Syat.g_00839, Syat.g_00137
OG0001315	Prbi.g_00068	Syat.g_01634
OG0001317	Prbi.g_00258	Syat.g_01451
OG0001318	Prbi.g_00280	Syat.g_01888
OG0001319	Prbi.g_00296	Syat.g_02048
OG0001323	Prbi.g_00522	Syat.g_01111
OG0001325	Prbi.g_00750	Syat.g_00664
OG0001326	Prbi.g_00923	Syat.g_02525
OG0001327	Prbi.g_01102	Syat.g_00414
OG0001329	Prbi.g_01169	Syat.g_00097
OG0001331	Prbi.g_01445	Syat.g_01301
OG0001333	Prbi.g_01824	Syat.g_03018
OG0001336	Prbi.g_02089	Syat.g_02402
OG0001345	Prbi.g_01226	Syat.g_00290
OG0001348	Prbi.g_01707	Syat.g_03316
OG0001351	Prbi.g_00455	Syat.g_01318
OG0001353	Prbi.g_00879	Syat.g_00717
OG0001354	Prbi.g_01019	Syat.g_00558
OG0001355	Prbi.g_01724	Syat.g_02589
OG0001356	Prbi.g_01301	Syat.g_01035, Syat.g_01428
OG0001358	Prbi.g_00622	Syat.g_03319
OG0001360	Prbi.g_01132	Syat.g_00256
OG0001361	Prbi.g_01223	Syat.g_00293
OG0001364	Prbi.g_01965	Syat.g_02143
OG0001365	Prbi.g_02056	Syat.g_02687
OG0001371	Prbi.g_00682	Syat.g_01490
OG0001373	Prbi.g_00922	Syat.g_02524
OG0001374	Prbi.g_00930	Syat.g_02541
OG0001376	Prbi.g_01096	Syat.g_00841
OG0001377	Prbi.g_01097	Syat.g_00842
OG0001378	Prbi.g_01141	Syat.g_02967
OG0001379	Prbi.g_01385	Syat.g_01147
OG0001382	Prbi.g_01699	Syat.g_00101
OG0001385	Prbi.g_00919	Syat.g_02521
OG0001386	Prbi.g_00920	Syat.g_02522
OG0001387	Prbi.g_00921	Syat.g_02523
OG0001388	Prbi.g_00924	Syat.g_02526
OG0001389	Prbi.g_00925	Syat.g_02531
OG0001390	Prbi.g_00926	Syat.g_02532
OG0001391	Prbi.g_00927	Syat.g_02533
OG0001392	Prbi.g_00928	Syat.g_02539
OG0001393	Prbi.g_00929	Syat.g_02540
OG0001394	Prbi.g_00966	Syat.g_00450
OG0001402	Prbi.g_00808	Syat.g_03314
OG0001403	Prbi.g_00030	Syat.g_02307
OG0001406	Prbi.g_01095	Syat.g_00840
OG0001408	Prbi.g_01114	Syat.g_00211
OG0001409	Prbi.g_01214	Syat.g_01007
OG0001413	Prbi.g_01675	Syat.g_02775, Syat.g_00853
OG0001415	Prbi.g_00255	Syat.g_00017
OG0001416	Prbi.g_00460	Syat.g_02491
OG0001417	Prbi.g_00471	Syat.g_01705
OG0001418	Prbi.g_00687	Syat.g_03267
OG0001420	Prbi.g_01150	Syat.g_01099
OG0001421	Prbi.g_01681	Syat.g_03056
OG0001429	Prbi.g_00836	Syat.g_00627
OG0001430	Prbi.g_01356	Syat.g_03343
OG0001432	Prbi.g_01673	Syat.g_00846
OG0001433	Prbi.g_01302	Syat.g_01429
OG0001435	Prbi.g_00947	Syat.g_00422
OG0001437	Prbi.g_00254	Syat.g_00016
OG0001438	Prbi.g_00317	Syat.g_02076
OG0001439	Prbi.g_00331	Syat.g_02105
OG0001441	Prbi.g_00524	Syat.g_01109
OG0001449	Prbi.g_00421	Syat.g_00800
OG0001451	Prbi.g_00908	Syat.g_02877
OG0001452	Prbi.g_00937	Syat.g_01881
OG0001453	Prbi.g_01031	Syat.g_00538
OG0001454	Prbi.g_01125	Syat.g_00189
OG0001456	Prbi.g_01184	Syat.g_02545
OG0001457	Prbi.g_01185	Syat.g_02546
OG0001458	Prbi.g_01186	Syat.g_02547
OG0001459	Prbi.g_01344	Syat.g_03357, Syat.g_03358
OG0001460	Prbi.g_01303	Syat.g_01430
OG0001461	Prbi.g_01545	Syat.g_01945
OG0001462	Prbi.g_00034	Syat.g_02301
OG0001467	Prbi.g_00826	Syat.g_02457
OG0001473	Prbi.g_02013	Syat.g_00190
OG0001474	Prbi.g_00364	Syat.g_01607
OG0001475	Prbi.g_01472	Syat.g_01116
OG0001479	Prbi.g_00361	Syat.g_01610
OG0001480	Prbi.g_00393	Syat.g_00100
OG0001482	Prbi.g_00458	Syat.g_00549
OG0001484	Prbi.g_01369	Syat.g_02443
OG0001486	Prbi.g_01205	Syat.g_03258
OG0001492	Prbi.g_01254	Syat.g_00898
OG0001493	Prbi.g_01262	Syat.g_00890
OG0001495	Prbi.g_01871	Syat.g_01833
OG0001502	Prbi.g_00817	Syat.g_00757
OG0001504	Prbi.g_01345	Syat.g_03356
OG0001507	Prbi.g_01739	Syat.g_03261
OG0001508	Prbi.g_01473	Syat.g_02258
OG0001513	Prbi.g_01761	Syat.g_01083
OG0001520	Prbi.g_00416	Syat.g_00852
OG0001522	Prbi.g_00880	Syat.g_00642
OG0001523	Prbi.g_01178	Syat.g_01089
OG0001524	Prbi.g_01179	Syat.g_01088
OG0001526	Prbi.g_01278	Syat.g_02907
OG0001546	Prbi.g_00527	Syat.g_01106
OG0001547	Prbi.g_00819	Syat.g_00645
OG0001553	Prbi.g_01586	Syat.g_01230
OG0001554	Prbi.g_01682	Syat.g_01005
OG0001557	Prbi.g_00967	Syat.g_00451
OG0001564	Prbi.g_01485	Syat.g_01209
OG0001567	Prbi.g_00818	Syat.g_00651
OG0001568	Prbi.g_00820	Syat.g_00643
OG0001570	Prbi.g_01152	Syat.g_03269
OG0001584	Prbi.g_00982	Syat.g_00468
OG0001587	Prbi.g_01846	Syat.g_02990
OG0001590	Prbi.g_01538	Syat.g_00112
OG0001613	Prbi.g_01957	Syat.g_01635
OG0001625	Prbi.g_00282	Syat.g_01938
OG0001647	Prbi.g_00297	Syat.g_02051
OG0001695	Prbi.g_01299, Prbi.g_01550	Syat.g_02434
OG0001701	Prbi.g_01279	Syat.g_02905
OG0001745	Prbi.g_01672	Syat.g_00971
OG0001782	Prbi.g_00739	Syat.g_01210
OG0001995	Prbi.g_01411	Syat.g_02221
OG0002020	Prbi.g_01297, Prbi.g_01552	Syat.g_02597
OG0002021	Prbi.g_01295, Prbi.g_01554	Syat.g_02450
OG0002022	Prbi.g_01294, Prbi.g_01555	Syat.g_02448
OG0002023	Prbi.g_01293, Prbi.g_01556	Syat.g_02447
OG0002024	Prbi.g_01289, Prbi.g_01560	Syat.g_02554
OG0002054	Prbi.g_01288, Prbi.g_01561	Syat.g_02555
OG0002055	Prbi.g_01291, Prbi.g_01558	Syat.g_02428
OG0002131	Prbi.g_01296, Prbi.g_01553	Syat.g_02451
OG0002132	Prbi.g_01292, Prbi.g_01557	Syat.g_02553
OG0002249	Prbi.g_00732	Syat.g_01310
OG0002364	Prbi.g_00837	Syat.g_00626
OG0002399	Prbi.g_01531	Syat.g_02487, Syat.g_01259
OG0002722	Prbi.g_00742	Syat.g_01202
OG0002838	Prbi.g_01513	Syat.g_00777
OG0002896	Prbi.g_01468	Syat.g_02239, Syat.g_02244
OG0004716	Prbi.g_00158	Syat.g_00138
