Orthogroup	Prbi	Syaq
OG0001087	Prbi.g_00691	Syaq.g_02574
OG0001088	Prbi.g_00692	Syaq.g_02576
OG0001089	Prbi.g_00700	Syaq.g_02604
OG0001090	Prbi.g_00746	Syaq.g_00024
OG0001091	Prbi.g_00748	Syaq.g_00027
OG0001092	Prbi.g_00749	Syaq.g_00029
OG0001093	Prbi.g_00754	Syaq.g_00035
OG0001094	Prbi.g_00841	Syaq.g_02334
OG0001095	Prbi.g_00860	Syaq.g_02354
OG0001096	Prbi.g_00873	Syaq.g_02370
OG0001097	Prbi.g_00892	Syaq.g_02393
OG0001098	Prbi.g_00907	Syaq.g_02415
OG0001099	Prbi.g_00939	Syaq.g_01471
OG0001100	Prbi.g_00943	Syaq.g_02262
OG0001101	Prbi.g_00945	Syaq.g_02263
OG0001102	Prbi.g_00948	Syaq.g_02266
OG0001103	Prbi.g_00950	Syaq.g_02268
OG0001104	Prbi.g_00972	Syaq.g_02316
OG0001105	Prbi.g_00976	Syaq.g_02320
OG0001106	Prbi.g_01000	Syaq.g_02471
OG0001108	Prbi.g_01011	Syaq.g_02491
OG0001109	Prbi.g_01012	Syaq.g_02493
OG0001110	Prbi.g_01014	Syaq.g_02495
OG0001111	Prbi.g_01015	Syaq.g_02497
OG0001112	Prbi.g_01016	Syaq.g_02499
OG0001113	Prbi.g_01017	Syaq.g_02539
OG0001114	Prbi.g_01018	Syaq.g_02500
OG0001115	Prbi.g_01020	Syaq.g_02504
OG0001116	Prbi.g_01021	Syaq.g_02506
OG0001117	Prbi.g_01022	Syaq.g_02507
OG0001118	Prbi.g_01023	Syaq.g_02508
OG0001119	Prbi.g_01024	Syaq.g_02510
OG0001120	Prbi.g_01026	Syaq.g_02514
OG0001121	Prbi.g_01172, Prbi.g_01029	Syaq.g_01919
OG0001122	Prbi.g_01058	Syaq.g_00069
OG0001123	Prbi.g_01062	Syaq.g_00061
OG0001124	Prbi.g_01064	Syaq.g_00060
OG0001125	Prbi.g_01065	Syaq.g_00058
OG0001126	Prbi.g_01075	Syaq.g_02693
OG0001127	Prbi.g_01076	Syaq.g_02692
OG0001128	Prbi.g_01078	Syaq.g_02689
OG0001129	Prbi.g_01079	Syaq.g_02687
OG0001130	Prbi.g_01080	Syaq.g_02686
OG0001131	Prbi.g_01117	Syaq.g_02284
OG0001132	Prbi.g_01127	Syaq.g_01872
OG0001133	Prbi.g_01161	Syaq.g_02063
OG0001134	Prbi.g_01174	Syaq.g_02213
OG0001135	Prbi.g_01177	Syaq.g_02212
OG0001136	Prbi.g_01204	Syaq.g_00252
OG0001137	Prbi.g_01215	Syaq.g_00228
OG0001138	Prbi.g_01233	Syaq.g_00196
OG0001139	Prbi.g_01234	Syaq.g_00194
OG0001140	Prbi.g_01235	Syaq.g_00193
OG0001141	Prbi.g_01236	Syaq.g_00192
OG0001142	Prbi.g_01237	Syaq.g_00191
OG0001143	Prbi.g_01244	Syaq.g_00182
OG0001144	Prbi.g_01249	Syaq.g_00166
OG0001145	Prbi.g_01383	Syaq.g_00284
OG0001146	Prbi.g_01395	Syaq.g_00305
OG0001147	Prbi.g_01425	Syaq.g_00438
OG0001148	Prbi.g_01441	Syaq.g_01761
OG0001149	Prbi.g_01442	Syaq.g_01760
OG0001150	Prbi.g_01443	Syaq.g_01759
OG0001151	Prbi.g_01454	Syaq.g_01746
OG0001152	Prbi.g_01455	Syaq.g_01745
OG0001153	Prbi.g_01622	Syaq.g_00413
OG0001154	Prbi.g_01623	Syaq.g_00414
OG0001155	Prbi.g_01635	Syaq.g_01739
OG0001156	Prbi.g_01638	Syaq.g_01729
OG0001157	Prbi.g_01639	Syaq.g_01728
OG0001158	Prbi.g_01640	Syaq.g_01727
OG0001159	Prbi.g_01641	Syaq.g_01726
OG0001160	Prbi.g_01665	Syaq.g_01693
OG0001161	Prbi.g_01678	Syaq.g_01233
OG0001162	Prbi.g_01689	Syaq.g_00331
OG0001163	Prbi.g_01779	Syaq.g_01685
OG0001164	Prbi.g_01783	Syaq.g_01679
OG0001166	Prbi.g_01806	Syaq.g_01652
OG0001167	Prbi.g_01823	Syaq.g_01039
OG0001169	Prbi.g_01827	Syaq.g_01620
OG0001170	Prbi.g_01829	Syaq.g_01618
OG0001171	Prbi.g_01838	Syaq.g_01607
OG0001172	Prbi.g_01851	Syaq.g_00690
OG0001173	Prbi.g_01852	Syaq.g_00689
OG0001174	Prbi.g_01860	Syaq.g_00681
OG0001175	Prbi.g_01861	Syaq.g_00680
OG0001176	Prbi.g_01869	Syaq.g_00656
OG0001177	Prbi.g_01872	Syaq.g_00658
OG0001178	Prbi.g_01877	Syaq.g_01667
OG0001179	Prbi.g_01922	Syaq.g_00626
OG0001180	Prbi.g_01944	Syaq.g_00600
OG0001181	Prbi.g_01948	Syaq.g_00596
OG0001182	Prbi.g_01955	Syaq.g_00587
OG0001183	Prbi.g_01959	Syaq.g_00579
OG0001184	Prbi.g_01975	Syaq.g_00995
OG0001185	Prbi.g_01989	Syaq.g_01022
OG0001186	Prbi.g_02012	Syaq.g_01058
OG0001187	Prbi.g_02028	Syaq.g_01061
OG0001188	Prbi.g_02031	Syaq.g_01065
OG0001189	Prbi.g_02048	Syaq.g_01095
OG0001190	Prbi.g_02052	Syaq.g_01264
OG0001191	Prbi.g_02062	Syaq.g_01248
OG0001192	Prbi.g_02067	Syaq.g_01242
OG0001193	Prbi.g_02077	Syaq.g_01217
OG0001194	Prbi.g_02078	Syaq.g_01214
OG0001195	Prbi.g_02079	Syaq.g_01213
OG0001196	Prbi.g_02092	Syaq.g_01169
OG0001197	Prbi.g_02093	Syaq.g_01167
OG0001198	Prbi.g_02100	Syaq.g_01153
OG0001199	Prbi.g_00081	Syaq.g_01553
OG0001200	Prbi.g_00083	Syaq.g_01551
OG0001201	Prbi.g_00115	Syaq.g_01486
OG0001202	Prbi.g_00223	Syaq.g_01358
OG0001203	Prbi.g_00262	Syaq.g_01581
OG0001204	Prbi.g_00267	Syaq.g_00709
OG0001205	Prbi.g_00446	Syaq.g_00491
OG0001206	Prbi.g_00464	Syaq.g_00468
OG0001207	Prbi.g_00480	Syaq.g_01764
OG0001208	Prbi.g_00485	Syaq.g_01774
OG0001209	Prbi.g_00538	Syaq.g_01841
OG0001210	Prbi.g_00543	Syaq.g_01852
OG0001211	Prbi.g_00553	Syaq.g_01932
OG0001212	Prbi.g_00598	Syaq.g_01990
OG0001213	Prbi.g_00631	Syaq.g_02072
OG0001214	Prbi.g_00640	Syaq.g_02084
OG0001215	Prbi.g_00693	Syaq.g_02580
OG0001216	Prbi.g_00747	Syaq.g_00026
OG0001217	Prbi.g_00792	Syaq.g_01885
OG0001218	Prbi.g_00800	Syaq.g_00423
OG0001219	Prbi.g_00835	Syaq.g_02434
OG0001220	Prbi.g_00899	Syaq.g_02412
OG0001221	Prbi.g_00962	Syaq.g_02300
OG0001222	Prbi.g_01001	Syaq.g_02472
OG0001223	Prbi.g_01027	Syaq.g_02516
OG0001224	Prbi.g_01082	Syaq.g_02683
OG0001225	Prbi.g_01084	Syaq.g_02681
OG0001226	Prbi.g_01111	Syaq.g_01543
OG0001227	Prbi.g_01130	Syaq.g_00333
OG0001230	Prbi.g_01581	Syaq.g_00361
OG0001231	Prbi.g_01687	Syaq.g_01133
OG0001232	Prbi.g_01810	Syaq.g_01643
OG0001233	Prbi.g_01830	Syaq.g_01617
OG0001234	Prbi.g_01864	Syaq.g_00676
OG0001235	Prbi.g_01874	Syaq.g_00665
OG0001236	Prbi.g_01972	Syaq.g_00990
OG0001237	Prbi.g_01976	Syaq.g_00999
OG0001238	Prbi.g_02063	Syaq.g_01246
OG0001239	Prbi.g_00078	Syaq.g_01556
OG0001240	Prbi.g_00100	Syaq.g_01502
OG0001241	Prbi.g_00108	Syaq.g_01492
OG0001243	Prbi.g_00133	Syaq.g_01457
OG0001244	Prbi.g_00149	Syaq.g_01430
OG0001245	Prbi.g_00404	Syaq.g_01916
OG0001246	Prbi.g_00507	Syaq.g_01802
OG0001248	Prbi.g_00688	Syaq.g_01891
OG0001249	Prbi.g_00825	Syaq.g_00563
OG0001250	Prbi.g_00888	Syaq.g_02389
OG0001251	Prbi.g_00935	Syaq.g_02135
OG0001252	Prbi.g_01077	Syaq.g_02690
OG0001253	Prbi.g_01131	Syaq.g_01918
OG0001254	Prbi.g_01176	Syaq.g_02214
OG0001255	Prbi.g_01191	Syaq.g_02111
OG0001256	Prbi.g_01680	Syaq.g_01686
OG0001258	Prbi.g_01784	Syaq.g_01676
OG0001259	Prbi.g_01828	Syaq.g_01619
OG0001260	Prbi.g_01844	Syaq.g_01595
OG0001261	Prbi.g_01930	Syaq.g_00617
OG0001262	Prbi.g_02046	Syaq.g_01093
OG0001263	Prbi.g_00136	Syaq.g_01454
OG0001265	Prbi.g_00126	Syaq.g_01466
OG0001266	Prbi.g_00227	Syaq.g_01354
OG0001267	Prbi.g_00304	Syaq.g_00763
OG0001268	Prbi.g_00363	Syaq.g_00553
OG0001269	Prbi.g_00383	Syaq.g_01866
OG0001270	Prbi.g_00435	Syaq.g_00504
OG0001271	Prbi.g_00475	Syaq.g_00445
OG0001272	Prbi.g_00489	Syaq.g_01778
OG0001273	Prbi.g_00634	Syaq.g_02077
OG0001274	Prbi.g_00707	Syaq.g_01303
OG0001275	Prbi.g_01037	Syaq.g_02531
OG0001276	Prbi.g_01061	Syaq.g_00062
OG0001278	Prbi.g_01257	Syaq.g_00155
OG0001279	Prbi.g_01332	Syaq.g_01867
OG0001280	Prbi.g_01390	Syaq.g_00294
OG0001281	Prbi.g_01396	Syaq.g_00306
OG0001282	Prbi.g_01440	Syaq.g_01762
OG0001283	Prbi.g_01459	Syaq.g_01175
OG0001284	Prbi.g_01660	Syaq.g_01700
OG0001285	Prbi.g_01813	Syaq.g_01639
OG0001286	Prbi.g_01942	Syaq.g_00602
OG0001287	Prbi.g_01996	Syaq.g_01030
OG0001289	Prbi.g_00094	Syaq.g_01528
OG0001290	Prbi.g_00107	Syaq.g_01493
OG0001291	Prbi.g_00143	Syaq.g_01444
OG0001293	Prbi.g_00285	Syaq.g_00736
OG0001294	Prbi.g_00402	Syaq.g_02252
OG0001296	Prbi.g_00512	Syaq.g_01808
OG0001297	Prbi.g_00517	Syaq.g_01812
OG0001298	Prbi.g_00579	Syaq.g_01967
OG0001299	Prbi.g_00669	Syaq.g_02246
OG0001300	Prbi.g_00696	Syaq.g_02589
OG0001301	Prbi.g_00699	Syaq.g_02602
OG0001302	Prbi.g_00834	Syaq.g_02115
OG0001303	Prbi.g_01041	Syaq.g_02437
OG0001304	Prbi.g_01071	Syaq.g_00049
OG0001305	Prbi.g_01090	Syaq.g_02673
OG0001306	Prbi.g_01193	Syaq.g_00267
OG0001308	Prbi.g_01601	Syaq.g_00385
OG0001312	Prbi.g_00990	Syaq.g_02449
OG0001314	Prbi.g_00723, Prbi.g_00783	Syaq.g_00826
OG0001315	Prbi.g_00068	Syaq.g_00581
OG0001316	Prbi.g_00148	Syaq.g_01437
OG0001317	Prbi.g_00258	Syaq.g_01576
OG0001318	Prbi.g_00280	Syaq.g_00728
OG0001319	Prbi.g_00296	Syaq.g_00751
OG0001321	Prbi.g_00452	Syaq.g_00483
OG0001322	Prbi.g_00453	Syaq.g_00482
OG0001323	Prbi.g_00522	Syaq.g_01820
OG0001324	Prbi.g_00697	Syaq.g_02590
OG0001325	Prbi.g_00750	Syaq.g_00030
OG0001326	Prbi.g_00923	Syaq.g_01205
OG0001327	Prbi.g_01102	Syaq.g_02259
OG0001328	Prbi.g_01129	Syaq.g_02280
OG0001329	Prbi.g_01169	Syaq.g_02113
OG0001330	Prbi.g_01362	Syaq.g_00287
OG0001331	Prbi.g_01445	Syaq.g_01757
OG0001333	Prbi.g_01824	Syaq.g_01622
OG0001336	Prbi.g_02089	Syaq.g_01174
OG0001343	Prbi.g_00932	Syaq.g_00700
OG0001345	Prbi.g_01226	Syaq.g_00213
OG0001346	Prbi.g_01392	Syaq.g_00298
OG0001348	Prbi.g_01707	Syaq.g_02703
OG0001349	Prbi.g_01590	Syaq.g_00942
OG0001350	Prbi.g_01748	Syaq.g_01580
OG0001351	Prbi.g_00455	Syaq.g_00476
OG0001352	Prbi.g_00683	Syaq.g_01904
OG0001353	Prbi.g_00879	Syaq.g_02379
OG0001354	Prbi.g_01019	Syaq.g_02503
OG0001355	Prbi.g_01724	Syaq.g_00797
OG0001356	Prbi.g_01301	Syaq.g_02555, Syaq.g_00127
OG0001358	Prbi.g_00622	Syaq.g_02056
OG0001359	Prbi.g_00933	Syaq.g_00699
OG0001360	Prbi.g_01132	Syaq.g_00211
OG0001361	Prbi.g_01223	Syaq.g_00216
OG0001364	Prbi.g_01965	Syaq.g_00972
OG0001365	Prbi.g_02056	Syaq.g_01259
OG0001369	Prbi.g_01522, Prbi.g_00099	Syaq.g_01503
OG0001373	Prbi.g_00922	Syaq.g_01206
OG0001374	Prbi.g_00930	Syaq.g_01198
OG0001375	Prbi.g_00931	Syaq.g_00701
OG0001378	Prbi.g_01141	Syaq.g_00506
OG0001379	Prbi.g_01385	Syaq.g_00289
OG0001380	Prbi.g_01427	Syaq.g_01915
OG0001382	Prbi.g_01699	Syaq.g_00662
OG0001385	Prbi.g_00919	Syaq.g_01209
OG0001386	Prbi.g_00920	Syaq.g_01208
OG0001387	Prbi.g_00921	Syaq.g_01207
OG0001388	Prbi.g_00924	Syaq.g_01204
OG0001389	Prbi.g_00925	Syaq.g_01203
OG0001390	Prbi.g_00926	Syaq.g_01202
OG0001391	Prbi.g_00927	Syaq.g_01201
OG0001392	Prbi.g_00928	Syaq.g_01200
OG0001393	Prbi.g_00929	Syaq.g_01199
OG0001394	Prbi.g_00966	Syaq.g_02307
OG0001395	Prbi.g_01073	Syaq.g_00045
OG0001402	Prbi.g_00808	Syaq.g_02061
OG0001408	Prbi.g_01114	Syaq.g_02125
OG0001409	Prbi.g_01214	Syaq.g_00229
OG0001413	Prbi.g_01675	Syaq.g_00139, Syaq.g_02051
OG0001416	Prbi.g_00460	Syaq.g_00303
OG0001417	Prbi.g_00471	Syaq.g_02502
OG0001418	Prbi.g_00687	Syaq.g_00243
OG0001420	Prbi.g_01150	Syaq.g_01833
OG0001428	Prbi.g_00196	Syaq.g_01396
OG0001429	Prbi.g_00836	Syaq.g_02438
OG0001430	Prbi.g_01356	Syaq.g_01271
OG0001432	Prbi.g_01673	Syaq.g_01862
OG0001433	Prbi.g_01302	Syaq.g_00128
OG0001435	Prbi.g_00947	Syaq.g_02265
OG0001438	Prbi.g_00317	Syaq.g_00778
OG0001439	Prbi.g_00331	Syaq.g_00863
OG0001441	Prbi.g_00524	Syaq.g_01822
OG0001442	Prbi.g_00781	Syaq.g_02322
OG0001447	Prbi.g_00134	Syaq.g_01456
OG0001448	Prbi.g_00391	Syaq.g_01873
OG0001449	Prbi.g_00421	Syaq.g_00698
OG0001452	Prbi.g_00937	Syaq.g_00723
OG0001453	Prbi.g_01031	Syaq.g_02522
OG0001454	Prbi.g_01125	Syaq.g_01917
OG0001456	Prbi.g_01184	Syaq.g_01196
OG0001457	Prbi.g_01185	Syaq.g_01195
OG0001458	Prbi.g_01186	Syaq.g_01194
OG0001460	Prbi.g_01303	Syaq.g_00129
OG0001461	Prbi.g_01545	Syaq.g_02163
OG0001462	Prbi.g_00034	Syaq.g_01108
OG0001465	Prbi.g_00706	Syaq.g_02704
OG0001467	Prbi.g_00826	Syaq.g_00354
OG0001471	Prbi.g_01676	Syaq.g_00859
OG0001473	Prbi.g_02013	Syaq.g_02134
OG0001474	Prbi.g_00364	Syaq.g_00552
OG0001475	Prbi.g_01472	Syaq.g_00905
OG0001479	Prbi.g_00361	Syaq.g_00555
OG0001480	Prbi.g_00393	Syaq.g_02121
OG0001482	Prbi.g_00458	Syaq.g_02512
OG0001484	Prbi.g_01369	Syaq.g_02628
OG0001486	Prbi.g_01205	Syaq.g_00251
OG0001492	Prbi.g_01254	Syaq.g_00158
OG0001493	Prbi.g_01262	Syaq.g_00150
OG0001494	Prbi.g_01512	Syaq.g_00931
OG0001495	Prbi.g_01871	Syaq.g_00659
OG0001502	Prbi.g_00817	Syaq.g_02407
OG0001505	Prbi.g_01509	Syaq.g_00934
OG0001508	Prbi.g_01473	Syaq.g_00902
OG0001513	Prbi.g_01761	Syaq.g_00998
OG0001520	Prbi.g_00416	Syaq.g_01953
OG0001546	Prbi.g_00527	Syaq.g_01825
OG0001547	Prbi.g_00819	Syaq.g_02422
OG0001551	Prbi.g_01183	Syaq.g_02572
OG0001553	Prbi.g_01586	Syaq.g_00368
OG0001554	Prbi.g_01682	Syaq.g_01266
OG0001557	Prbi.g_00967	Syaq.g_02308
OG0001564	Prbi.g_01485	Syaq.g_02158
OG0001567	Prbi.g_00818	Syaq.g_02421
OG0001568	Prbi.g_00820	Syaq.g_02424
OG0001570	Prbi.g_01152	Syaq.g_02417
OG0001590	Prbi.g_01538	Syaq.g_02076, Syaq.g_02177, Syaq.g_02166
OG0001602	Prbi.g_00705	Syaq.g_02705
OG0001605	Prbi.g_01054	Syaq.g_01892
OG0001613	Prbi.g_01957	Syaq.g_00582
OG0001625	Prbi.g_00282	Syaq.g_00730
OG0001627	Prbi.g_00797	Syaq.g_01735
OG0001647	Prbi.g_00297	Syaq.g_00753
OG0001695	Prbi.g_01299, Prbi.g_01550	Syaq.g_01191
OG0001709	Prbi.g_01498	Syaq.g_00943
OG0001740	Prbi.g_01298, Prbi.g_01551	Syaq.g_01188
OG0001770	Prbi.g_01537	Syaq.g_02165
OG0002125	Prbi.g_00163, Prbi.g_00717	Syaq.g_00022
OG0002364	Prbi.g_00837	Syaq.g_02439
OG0002416	Prbi.g_01269	Syaq.g_01565
OG0002445	Prbi.g_00712, Prbi.g_00164	Syaq.g_00021
OG0002838	Prbi.g_01513	Syaq.g_00929, Syaq.g_01634, Syaq.g_02008
