Orthogroup	Prbi	Syai
OG0001118	Prbi.g_01023	Syai.g_01472
OG0001119	Prbi.g_01024	Syai.g_01470
OG0001120	Prbi.g_01026	Syai.g_01466
OG0001121	Prbi.g_01172, Prbi.g_01029	Syai.g_01676
OG0001122	Prbi.g_01058	Syai.g_01437
OG0001123	Prbi.g_01062	Syai.g_01430
OG0001124	Prbi.g_01064	Syai.g_01428
OG0001125	Prbi.g_01065	Syai.g_01426
OG0001126	Prbi.g_01075	Syai.g_02021
OG0001127	Prbi.g_01076	Syai.g_02020
OG0001128	Prbi.g_01078	Syai.g_02017
OG0001129	Prbi.g_01079	Syai.g_02015
OG0001130	Prbi.g_01080	Syai.g_02014
OG0001131	Prbi.g_01117	Syai.g_01281
OG0001132	Prbi.g_01127	Syai.g_01620
OG0001133	Prbi.g_01161	Syai.g_01072
OG0001134	Prbi.g_01174	Syai.g_01745
OG0001135	Prbi.g_01177	Syai.g_01742
OG0001136	Prbi.g_01204	Syai.g_02146
OG0001137	Prbi.g_01215	Syai.g_02126
OG0001138	Prbi.g_01233	Syai.g_01763
OG0001139	Prbi.g_01234	Syai.g_01765
OG0001140	Prbi.g_01235	Syai.g_01766
OG0001141	Prbi.g_01236	Syai.g_01767
OG0001142	Prbi.g_01237	Syai.g_01768
OG0001143	Prbi.g_01244	Syai.g_01778
OG0001144	Prbi.g_01249	Syai.g_01788
OG0001145	Prbi.g_01383	Syai.g_02165
OG0001146	Prbi.g_01395	Syai.g_02185
OG0001147	Prbi.g_01425	Syai.g_00869
OG0001148	Prbi.g_01441	Syai.g_00626
OG0001149	Prbi.g_01442	Syai.g_00625
OG0001150	Prbi.g_01443	Syai.g_00624
OG0001151	Prbi.g_01454	Syai.g_00611
OG0001152	Prbi.g_01455	Syai.g_00610
OG0001153	Prbi.g_01622	Syai.g_00903
OG0001154	Prbi.g_01623	Syai.g_00901
OG0001155	Prbi.g_01635	Syai.g_02298
OG0001156	Prbi.g_01638	Syai.g_02301
OG0001157	Prbi.g_01639	Syai.g_02302
OG0001158	Prbi.g_01640	Syai.g_02303
OG0001159	Prbi.g_01641	Syai.g_02304
OG0001160	Prbi.g_01665	Syai.g_02355
OG0001161	Prbi.g_01678	Syai.g_02803
OG0001162	Prbi.g_01689	Syai.g_01374
OG0001163	Prbi.g_01779	Syai.g_02363
OG0001164	Prbi.g_01783	Syai.g_02369
OG0001166	Prbi.g_01806	Syai.g_02400
OG0001167	Prbi.g_01823	Syai.g_02254
OG0001168	Prbi.g_01825	Syai.g_02256
OG0001169	Prbi.g_01827	Syai.g_02258
OG0001170	Prbi.g_01829	Syai.g_02260
OG0001171	Prbi.g_01838	Syai.g_02270
OG0001172	Prbi.g_01851	Syai.g_00323
OG0001173	Prbi.g_01852	Syai.g_00324
OG0001174	Prbi.g_01860	Syai.g_00332
OG0001175	Prbi.g_01861	Syai.g_00333
OG0001176	Prbi.g_01869	Syai.g_00352
OG0001177	Prbi.g_01872	Syai.g_00350
OG0001178	Prbi.g_01877	Syai.g_02383
OG0001179	Prbi.g_01922	Syai.g_00385
OG0001180	Prbi.g_01944	Syai.g_00410
OG0001181	Prbi.g_01948	Syai.g_00414
OG0001182	Prbi.g_01955	Syai.g_00423
OG0001183	Prbi.g_01959	Syai.g_00429
OG0001184	Prbi.g_01975	Syai.g_00156
OG0001185	Prbi.g_01989	Syai.g_00117
OG0001186	Prbi.g_02012	Syai.g_00084
OG0001187	Prbi.g_02028	Syai.g_00081
OG0001188	Prbi.g_02031	Syai.g_00078
OG0001189	Prbi.g_02048	Syai.g_00061
OG0001190	Prbi.g_02052	Syai.g_02776
OG0001191	Prbi.g_02062	Syai.g_02788
OG0001192	Prbi.g_02067	Syai.g_02793
OG0001193	Prbi.g_02077	Syai.g_02835
OG0001194	Prbi.g_02078	Syai.g_02838
OG0001195	Prbi.g_02079	Syai.g_02839
OG0001196	Prbi.g_02092	Syai.g_02913
OG0001197	Prbi.g_02093	Syai.g_02915
OG0001198	Prbi.g_02100	Syai.g_02930
OG0001199	Prbi.g_00081	Syai.g_02480
OG0001200	Prbi.g_00083	Syai.g_02482
OG0001202	Prbi.g_00223	Syai.g_02674
OG0001203	Prbi.g_00262	Syai.g_00540
OG0001204	Prbi.g_00267	Syai.g_00312
OG0001205	Prbi.g_00446	Syai.g_02212
OG0001206	Prbi.g_00464	Syai.g_00853
OG0001207	Prbi.g_00480	Syai.g_00629
OG0001208	Prbi.g_00485	Syai.g_00640
OG0001209	Prbi.g_00538	Syai.g_00711
OG0001210	Prbi.g_00543	Syai.g_00720
OG0001211	Prbi.g_00553	Syai.g_00735
OG0001212	Prbi.g_00598	Syai.g_00799
OG0001213	Prbi.g_00631	Syai.g_01082
OG0001214	Prbi.g_00640	Syai.g_01106
OG0001215	Prbi.g_00693	Syai.g_01958
OG0001216	Prbi.g_00747	Syai.g_01388
OG0001217	Prbi.g_00792	Syai.g_01185
OG0001218	Prbi.g_00800	Syai.g_00893
OG0001219	Prbi.g_00835	Syai.g_01561
OG0001220	Prbi.g_00899	Syai.g_02087
OG0001221	Prbi.g_00962	Syai.g_01284
OG0001222	Prbi.g_01001	Syai.g_01516
OG0001223	Prbi.g_01027	Syai.g_01463
OG0001224	Prbi.g_01082	Syai.g_02011
OG0001225	Prbi.g_01084	Syai.g_02009
OG0001226	Prbi.g_01111	Syai.g_01154
OG0001227	Prbi.g_01130	Syai.g_02806
OG0001228	Prbi.g_01252	Syai.g_02218
OG0001229	Prbi.g_01437	Syai.g_01986
OG0001230	Prbi.g_01581	Syai.g_00964
OG0001231	Prbi.g_01687	Syai.g_00017
OG0001232	Prbi.g_01810	Syai.g_02410
OG0001233	Prbi.g_01830	Syai.g_02261
OG0001234	Prbi.g_01864	Syai.g_00337
OG0001235	Prbi.g_01874	Syai.g_00343
OG0001236	Prbi.g_01972	Syai.g_00159
OG0001237	Prbi.g_01976	Syai.g_00137
OG0001238	Prbi.g_02063	Syai.g_02789
OG0001239	Prbi.g_00078	Syai.g_02477
OG0001240	Prbi.g_00100	Syai.g_02527
OG0001241	Prbi.g_00108	Syai.g_02537
OG0001242	Prbi.g_00127	Syai.g_02566
OG0001243	Prbi.g_00133	Syai.g_02573
OG0001244	Prbi.g_00149	Syai.g_02605
OG0001245	Prbi.g_00404	Syai.g_02091
OG0001246	Prbi.g_00507	Syai.g_00666
OG0001247	Prbi.g_00686	Syai.g_01380
OG0001248	Prbi.g_00688	Syai.g_01377
OG0001249	Prbi.g_00825	Syai.g_00464
OG0001250	Prbi.g_00888	Syai.g_02053
OG0001251	Prbi.g_00935	Syai.g_02845
OG0001252	Prbi.g_01077	Syai.g_02018
OG0001254	Prbi.g_01176	Syai.g_01744
OG0001255	Prbi.g_01191	Syai.g_01915
OG0001256	Prbi.g_01680	Syai.g_02362
OG0001257	Prbi.g_01686	Syai.g_00848
OG0001258	Prbi.g_01784	Syai.g_02372
OG0001259	Prbi.g_01828	Syai.g_02259
OG0001260	Prbi.g_01844	Syai.g_02281
OG0001261	Prbi.g_01930	Syai.g_00394
OG0001262	Prbi.g_02046	Syai.g_00063
OG0001263	Prbi.g_00136	Syai.g_02576
OG0001265	Prbi.g_00126	Syai.g_02563
OG0001266	Prbi.g_00227	Syai.g_02679
OG0001267	Prbi.g_00304	Syai.g_00259
OG0001268	Prbi.g_00363	Syai.g_00492
OG0001269	Prbi.g_00383	Syai.g_01699
OG0001270	Prbi.g_00435	Syai.g_02231
OG0001271	Prbi.g_00475	Syai.g_00862
OG0001272	Prbi.g_00489	Syai.g_00644
OG0001273	Prbi.g_00634	Syai.g_01099
OG0001274	Prbi.g_00707	Syai.g_02706
OG0001275	Prbi.g_01037	Syai.g_01447
OG0001276	Prbi.g_01061	Syai.g_01431
OG0001277	Prbi.g_01119	Syai.g_02899
OG0001278	Prbi.g_01257	Syai.g_01799
OG0001279	Prbi.g_01332	Syai.g_00991
OG0001280	Prbi.g_01390	Syai.g_02176
OG0001281	Prbi.g_01396	Syai.g_02186
OG0001282	Prbi.g_01440	Syai.g_00627
OG0001283	Prbi.g_01459	Syai.g_02908
OG0001284	Prbi.g_01660	Syai.g_02338
OG0001285	Prbi.g_01813	Syai.g_02866
OG0001286	Prbi.g_01942	Syai.g_00408
OG0001287	Prbi.g_01996	Syai.g_00109
OG0001289	Prbi.g_00094	Syai.g_02504
OG0001290	Prbi.g_00107	Syai.g_02536
OG0001291	Prbi.g_00143	Syai.g_02587
OG0001292	Prbi.g_00272	Syai.g_00306
OG0001293	Prbi.g_00285	Syai.g_00285
OG0001294	Prbi.g_00402	Syai.g_01242
OG0001295	Prbi.g_00469	Syai.g_00722
OG0001296	Prbi.g_00512	Syai.g_00672
OG0001297	Prbi.g_00517	Syai.g_00676
OG0001298	Prbi.g_00579	Syai.g_00773
OG0001299	Prbi.g_00669	Syai.g_01236
OG0001300	Prbi.g_00696	Syai.g_01982
OG0001301	Prbi.g_00699	Syai.g_01995
OG0001302	Prbi.g_00834	Syai.g_01142
OG0001303	Prbi.g_01041	Syai.g_01559
OG0001304	Prbi.g_01071	Syai.g_01418
OG0001305	Prbi.g_01090	Syai.g_02001
OG0001306	Prbi.g_01193	Syai.g_02160
OG0001307	Prbi.g_01422	Syai.g_01717
OG0001308	Prbi.g_01601	Syai.g_00943
OG0001309	Prbi.g_01684	Syai.g_00682
OG0001311	Prbi.g_01063	Syai.g_01429
OG0001312	Prbi.g_00990	Syai.g_01549
OG0001314	Prbi.g_00723, Prbi.g_00783	Syai.g_01341, Syai.g_01810
OG0001315	Prbi.g_00068	Syai.g_00427
OG0001316	Prbi.g_00148	Syai.g_02593
OG0001317	Prbi.g_00258	Syai.g_00534
OG0001318	Prbi.g_00280	Syai.g_00293
OG0001319	Prbi.g_00296	Syai.g_00270
OG0001321	Prbi.g_00452	Syai.g_02195
OG0001322	Prbi.g_00453	Syai.g_02194
OG0001323	Prbi.g_00522	Syai.g_00685
OG0001324	Prbi.g_00697	Syai.g_01983
OG0001325	Prbi.g_00750	Syai.g_01392
OG0001326	Prbi.g_00923	Syai.g_02856
OG0001327	Prbi.g_01102	Syai.g_01250
OG0001328	Prbi.g_01129	Syai.g_01278
OG0001330	Prbi.g_01362	Syai.g_02167
OG0001331	Prbi.g_01445	Syai.g_00622
OG0001332	Prbi.g_01633	Syai.g_02293
OG0001333	Prbi.g_01824	Syai.g_02255
OG0001334	Prbi.g_01962	Syai.g_00438
OG0001335	Prbi.g_01963	Syai.g_00439
OG0001336	Prbi.g_02089	Syai.g_02909
OG0001339	Prbi.g_00110	Syai.g_02539
OG0001340	Prbi.g_00352	Syai.g_00453
OG0001343	Prbi.g_00932	Syai.g_02842
OG0001344	Prbi.g_01211	Syai.g_02139
OG0001345	Prbi.g_01226	Syai.g_02110
OG0001346	Prbi.g_01392	Syai.g_02180
OG0001348	Prbi.g_01707	Syai.g_02033
OG0001350	Prbi.g_01748	Syai.g_00539
OG0001351	Prbi.g_00455	Syai.g_00843
OG0001352	Prbi.g_00683	Syai.g_00700
OG0001353	Prbi.g_00879	Syai.g_02042
OG0001354	Prbi.g_01019	Syai.g_01477
OG0001355	Prbi.g_01724	Syai.g_01698
OG0001356	Prbi.g_01301	Syai.g_02032
OG0001359	Prbi.g_00933	Syai.g_02841
OG0001360	Prbi.g_01132	Syai.g_02107
OG0001361	Prbi.g_01223	Syai.g_02113
OG0001362	Prbi.g_01605	Syai.g_00938
OG0001363	Prbi.g_01607	Syai.g_00936
OG0001364	Prbi.g_01965	Syai.g_00173
OG0001370	Prbi.g_00461	Syai.g_02317, Syai.g_02865
OG0001373	Prbi.g_00922	Syai.g_02855
OG0001374	Prbi.g_00930	Syai.g_02863
OG0001375	Prbi.g_00931	Syai.g_02843
OG0001376	Prbi.g_01096	Syai.g_02795
OG0001377	Prbi.g_01097	Syai.g_02794
OG0001378	Prbi.g_01141	Syai.g_02232
OG0001379	Prbi.g_01385	Syai.g_02169
OG0001380	Prbi.g_01427	Syai.g_01168
OG0001381	Prbi.g_01433	Syai.g_02819, Syai.g_01723
OG0001385	Prbi.g_00919	Syai.g_02852
OG0001386	Prbi.g_00920	Syai.g_02853
OG0001387	Prbi.g_00921	Syai.g_02854
OG0001388	Prbi.g_00924	Syai.g_02857
OG0001389	Prbi.g_00925	Syai.g_02858
OG0001390	Prbi.g_00926	Syai.g_02859
OG0001391	Prbi.g_00927	Syai.g_02860
OG0001392	Prbi.g_00928	Syai.g_02861
OG0001393	Prbi.g_00929	Syai.g_02862
OG0001394	Prbi.g_00966	Syai.g_01290
OG0001395	Prbi.g_01073	Syai.g_01410
OG0001397	Prbi.g_01606	Syai.g_00937
OG0001402	Prbi.g_00808	Syai.g_01070
OG0001404	Prbi.g_00075	Syai.g_02473
OG0001405	Prbi.g_00350	Syai.g_00441
OG0001406	Prbi.g_01095	Syai.g_02796
OG0001407	Prbi.g_01109	Syai.g_00701
OG0001408	Prbi.g_01114	Syai.g_01831
OG0001413	Prbi.g_01675	Syai.g_01148
OG0001414	Prbi.g_00253	Syai.g_01722
OG0001416	Prbi.g_00460	Syai.g_02183
OG0001417	Prbi.g_00471	Syai.g_01478
OG0001419	Prbi.g_01110	Syai.g_00702
OG0001420	Prbi.g_01150	Syai.g_00697
OG0001421	Prbi.g_01681	Syai.g_01621
OG0001422	Prbi.g_01705	Syai.g_02171
OG0001423	Prbi.g_01567, Prbi.g_02024	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Prbi.g_02066	Syai.g_02792
OG0001428	Prbi.g_00196	Syai.g_02637
OG0001430	Prbi.g_01356	Syai.g_02768
OG0001432	Prbi.g_01673	Syai.g_01943
OG0001433	Prbi.g_01302	Syai.g_02031
OG0001435	Prbi.g_00947	Syai.g_01256
OG0001438	Prbi.g_00317	Syai.g_00244
OG0001439	Prbi.g_00331	Syai.g_00219
OG0001441	Prbi.g_00524	Syai.g_00687
OG0001442	Prbi.g_00781	Syai.g_01305
OG0001446	Prbi.g_00086	Syai.g_00832
OG0001447	Prbi.g_00134	Syai.g_02574
OG0001448	Prbi.g_00391	Syai.g_02808
OG0001449	Prbi.g_00421	Syai.g_00315
OG0001452	Prbi.g_00937	Syai.g_00298
OG0001453	Prbi.g_01031	Syai.g_01455
OG0001454	Prbi.g_01125	Syai.g_01153
OG0001456	Prbi.g_01184	Syai.g_02873
OG0001457	Prbi.g_01185	Syai.g_02874
OG0001458	Prbi.g_01186	Syai.g_02875
OG0001459	Prbi.g_01344	Syai.g_01712
OG0001460	Prbi.g_01303	Syai.g_02030
OG0001461	Prbi.g_01545	Syai.g_01730
OG0001462	Prbi.g_00034	Syai.g_00045
OG0001465	Prbi.g_00706	Syai.g_01384
OG0001467	Prbi.g_00826	Syai.g_01141
OG0001468	Prbi.g_01100	Syai.g_01144
OG0001471	Prbi.g_01676	Syai.g_00224
OG0001472	Prbi.g_01683	Syai.g_01931
OG0001473	Prbi.g_02013	Syai.g_01130
OG0001474	Prbi.g_00364	Syai.g_00493
OG0001475	Prbi.g_01472	Syai.g_02237
OG0001479	Prbi.g_00361	Syai.g_00490
OG0001480	Prbi.g_00393	Syai.g_02088
OG0001482	Prbi.g_00458	Syai.g_01468
OG0001484	Prbi.g_01369	Syai.g_02864
OG0001492	Prbi.g_01254	Syai.g_01796
OG0001493	Prbi.g_01262	Syai.g_01820
OG0001494	Prbi.g_01480	Syai.g_02428
OG0001495	Prbi.g_01871	Syai.g_00349
OG0001499	Prbi.g_00067	Syai.g_00831, Syai.g_01189
OG0001502	Prbi.g_00817	Syai.g_02079
OG0001504	Prbi.g_01345	Syai.g_01713
OG0001507	Prbi.g_01739	Syai.g_01671
OG0001508	Prbi.g_01473	Syai.g_02234
OG0001513	Prbi.g_01761	Syai.g_00138
OG0001520	Prbi.g_00416	Syai.g_00757
OG0001546	Prbi.g_00527	Syai.g_00690
OG0001547	Prbi.g_00819	Syai.g_01580
OG0001548	Prbi.g_00823	Syai.g_01157
OG0001551	Prbi.g_01183	Syai.g_02028
OG0001552	Prbi.g_01271	Syai.g_01018
OG0001554	Prbi.g_01682	Syai.g_02774
OG0001555	Prbi.g_01695	Syai.g_01645
OG0001557	Prbi.g_00967	Syai.g_01291
OG0001564	Prbi.g_01485	Syai.g_02869
OG0001567	Prbi.g_00818	Syai.g_01581
OG0001568	Prbi.g_00820	Syai.g_01578
OG0001572	Prbi.g_01326	Syai.g_00564
OG0001582	Prbi.g_00470	Syai.g_01500
OG0001585	Prbi.g_01336	Syai.g_01635
OG0001586	Prbi.g_01464	Syai.g_02464
OG0001590	Prbi.g_01538	Syai.g_01098
OG0001602	Prbi.g_00705	Syai.g_01383
OG0001625	Prbi.g_00282	Syai.g_00291
OG0001633	Prbi.g_01436	Syai.g_00995
OG0001647	Prbi.g_00297	Syai.g_00268
OG0001667	Prbi.g_01365	Syai.g_01923
OG0001695	Prbi.g_01299, Prbi.g_01550	Syai.g_02894
OG0001740	Prbi.g_01298, Prbi.g_01551	Syai.g_02896
OG0001758	Prbi.g_01756	Syai.g_01708
OG0001875	Prbi.g_01757	Syai.g_01707
OG0001876	Prbi.g_01758	Syai.g_01706
OG0001928	Prbi.g_01529	Syai.g_02810, Syai.g_01031, Syai.g_01009, Syai.g_01033, Syai.g_02348
OG0001995	Prbi.g_01411	Syai.g_01948
OG0002001	Prbi.g_00771	Syai.g_01964, Syai.g_00841, Syai.g_00840
OG0002020	Prbi.g_01297, Prbi.g_01552	Syai.g_02890
OG0002021	Prbi.g_01295, Prbi.g_01554	Syai.g_02888
OG0002022	Prbi.g_01294, Prbi.g_01555	Syai.g_02885
OG0002023	Prbi.g_01293, Prbi.g_01556	Syai.g_02884
OG0002024	Prbi.g_01289, Prbi.g_01560	Syai.g_02878
OG0002054	Prbi.g_01288, Prbi.g_01561	Syai.g_02877
OG0002055	Prbi.g_01291, Prbi.g_01558	Syai.g_02880
OG0002131	Prbi.g_01296, Prbi.g_01553	Syai.g_02889
OG0002132	Prbi.g_01292, Prbi.g_01557	Syai.g_02881
OG0002133	Prbi.g_01290, Prbi.g_01559	Syai.g_02879
OG0002178	Prbi.g_01286, Prbi.g_01563	Syai.g_02882
OG0002249	Prbi.g_00732	Syai.g_01003, Syai.g_01002, Syai.g_01013, Syai.g_01012
OG0002295	Prbi.g_01284, Prbi.g_01565	Syai.g_01534
OG0002380	Prbi.g_00425	Syai.g_00478
OG0002399	Prbi.g_01531	Syai.g_02812, Syai.g_00605, Syai.g_01873
OG0002416	Prbi.g_01269	Syai.g_01181
OG0002692	Prbi.g_01722	Syai.g_01618
OG0002841	Prbi.g_00727	Syai.g_00599, Syai.g_01017, Syai.g_01007
OG0002843	Prbi.g_00730	Syai.g_00600, Syai.g_01016, Syai.g_01005
OG0003086	Prbi.g_00733	Syai.g_01001, Syai.g_01011
OG0003248	Prbi.g_02018	Syai.g_01726
OG0004285	Prbi.g_01535, Prbi.g_02014	Syai.g_02814
