Orthogroup	Prbi	Syaa
OG0001077	Prbi.g_00630	Syaa.g_01647
OG0001078	Prbi.g_00639	Syaa.g_01632
OG0001079	Prbi.g_00650	Syaa.g_01619
OG0001080	Prbi.g_00656	Syaa.g_01443
OG0001081	Prbi.g_00658	Syaa.g_01056
OG0001082	Prbi.g_00659	Syaa.g_01057
OG0001083	Prbi.g_00664	Syaa.g_01064
OG0001084	Prbi.g_00665	Syaa.g_01065
OG0001085	Prbi.g_00673	Syaa.g_01075
OG0001086	Prbi.g_00674	Syaa.g_01077
OG0001087	Prbi.g_00691	Syaa.g_00920
OG0001088	Prbi.g_00692	Syaa.g_00916
OG0001089	Prbi.g_00700	Syaa.g_00890
OG0001090	Prbi.g_00746	Syaa.g_01237
OG0001091	Prbi.g_00748	Syaa.g_01239
OG0001092	Prbi.g_00749	Syaa.g_01242
OG0001093	Prbi.g_00754	Syaa.g_01248
OG0001094	Prbi.g_00841	Syaa.g_01148
OG0001095	Prbi.g_00860	Syaa.g_01185
OG0001096	Prbi.g_00873	Syaa.g_01200
OG0001097	Prbi.g_00892	Syaa.g_00828
OG0001098	Prbi.g_00907	Syaa.g_01441
OG0001099	Prbi.g_00939	Syaa.g_02400
OG0001100	Prbi.g_00943	Syaa.g_01086
OG0001101	Prbi.g_00945	Syaa.g_01088
OG0001102	Prbi.g_00948	Syaa.g_01091
OG0001103	Prbi.g_00950	Syaa.g_01093
OG0001104	Prbi.g_00972	Syaa.g_01133
OG0001105	Prbi.g_00976	Syaa.g_01137
OG0001106	Prbi.g_01000	Syaa.g_01372
OG0001107	Prbi.g_01007	Syaa.g_01359
OG0001108	Prbi.g_01011	Syaa.g_01350
OG0001109	Prbi.g_01012	Syaa.g_01349
OG0001110	Prbi.g_01014	Syaa.g_01347
OG0001111	Prbi.g_01015	Syaa.g_01345
OG0001112	Prbi.g_01016	Syaa.g_01343
OG0001113	Prbi.g_01017	Syaa.g_01342
OG0001114	Prbi.g_01018	Syaa.g_01341
OG0001115	Prbi.g_01020	Syaa.g_01337
OG0001116	Prbi.g_01021	Syaa.g_01335
OG0001117	Prbi.g_01022	Syaa.g_01334
OG0001118	Prbi.g_01023	Syaa.g_01333
OG0001119	Prbi.g_01024	Syaa.g_01331
OG0001120	Prbi.g_01026	Syaa.g_01328
OG0001121	Prbi.g_01172, Prbi.g_01029	Syaa.g_01125
OG0001122	Prbi.g_01058	Syaa.g_01301
OG0001123	Prbi.g_01062	Syaa.g_01294
OG0001124	Prbi.g_01064	Syaa.g_01292
OG0001125	Prbi.g_01065	Syaa.g_01290
OG0001126	Prbi.g_01075	Syaa.g_00864
OG0001127	Prbi.g_01076	Syaa.g_00865
OG0001128	Prbi.g_01078	Syaa.g_00868
OG0001129	Prbi.g_01079	Syaa.g_00870
OG0001130	Prbi.g_01080	Syaa.g_00871
OG0001131	Prbi.g_01117	Syaa.g_01108
OG0001132	Prbi.g_01127	Syaa.g_01468
OG0001133	Prbi.g_01161	Syaa.g_01656
OG0001134	Prbi.g_01174	Syaa.g_01028
OG0001135	Prbi.g_01177	Syaa.g_01030
OG0001136	Prbi.g_01204	Syaa.g_00767
OG0001137	Prbi.g_01215	Syaa.g_00786
OG0001138	Prbi.g_01233	Syaa.g_01002
OG0001139	Prbi.g_01234	Syaa.g_01000
OG0001140	Prbi.g_01235	Syaa.g_00999
OG0001141	Prbi.g_01236	Syaa.g_00998
OG0001142	Prbi.g_01237	Syaa.g_00997
OG0001143	Prbi.g_01244	Syaa.g_00987
OG0001144	Prbi.g_01249	Syaa.g_00978
OG0001145	Prbi.g_01383	Syaa.g_00748
OG0001146	Prbi.g_01395	Syaa.g_00729
OG0001147	Prbi.g_01425	Syaa.g_01837
OG0001148	Prbi.g_01441	Syaa.g_02061
OG0001149	Prbi.g_01442	Syaa.g_02062
OG0001150	Prbi.g_01443	Syaa.g_02063
OG0001151	Prbi.g_01454	Syaa.g_02076
OG0001152	Prbi.g_01455	Syaa.g_02077
OG0001153	Prbi.g_01622	Syaa.g_01811
OG0001154	Prbi.g_01623	Syaa.g_01812
OG0001156	Prbi.g_01638	Syaa.g_00623
OG0001157	Prbi.g_01639	Syaa.g_00622
OG0001158	Prbi.g_01640	Syaa.g_00619
OG0001159	Prbi.g_01641	Syaa.g_00618
OG0001160	Prbi.g_01665	Syaa.g_00574
OG0001161	Prbi.g_01678	Syaa.g_02620
OG0001162	Prbi.g_01689	Syaa.g_01203
OG0001163	Prbi.g_01779	Syaa.g_00566
OG0001164	Prbi.g_01783	Syaa.g_00560
OG0001166	Prbi.g_01806	Syaa.g_00527
OG0001167	Prbi.g_01823	Syaa.g_00673
OG0001168	Prbi.g_01825	Syaa.g_00672
OG0001169	Prbi.g_01827	Syaa.g_00670
OG0001170	Prbi.g_01829	Syaa.g_00668
OG0001171	Prbi.g_01838	Syaa.g_00655
OG0001172	Prbi.g_01851	Syaa.g_02347
OG0001173	Prbi.g_01852	Syaa.g_02346
OG0001174	Prbi.g_01860	Syaa.g_02338
OG0001175	Prbi.g_01861	Syaa.g_02337
OG0001176	Prbi.g_01869	Syaa.g_02314
OG0001177	Prbi.g_01872	Syaa.g_02316
OG0001178	Prbi.g_01877	Syaa.g_00546
OG0001179	Prbi.g_01922	Syaa.g_02268
OG0001180	Prbi.g_01944	Syaa.g_02243
OG0001181	Prbi.g_01948	Syaa.g_02239
OG0001182	Prbi.g_01955	Syaa.g_02230
OG0001183	Prbi.g_01959	Syaa.g_02224
OG0001184	Prbi.g_01975	Syaa.g_00151
OG0001186	Prbi.g_02012	Syaa.g_00081
OG0001187	Prbi.g_02028	Syaa.g_00082
OG0001188	Prbi.g_02031	Syaa.g_00075
OG0001189	Prbi.g_02048	Syaa.g_00057
OG0001190	Prbi.g_02052	Syaa.g_02592
OG0001191	Prbi.g_02062	Syaa.g_02605
OG0001192	Prbi.g_02067	Syaa.g_02612
OG0001193	Prbi.g_02077	Syaa.g_02658
OG0001194	Prbi.g_02078	Syaa.g_02660
OG0001195	Prbi.g_02079	Syaa.g_02661
OG0001196	Prbi.g_02092	Syaa.g_02741
OG0001197	Prbi.g_02093	Syaa.g_02743
OG0001198	Prbi.g_02100	Syaa.g_02755
OG0001199	Prbi.g_00081	Syaa.g_00347
OG0001200	Prbi.g_00083	Syaa.g_00345
OG0001201	Prbi.g_00115	Syaa.g_02381
OG0001202	Prbi.g_00223	Syaa.g_02528
OG0001203	Prbi.g_00262	Syaa.g_02106
OG0001204	Prbi.g_00267	Syaa.g_00316
OG0001205	Prbi.g_00446	Syaa.g_00713
OG0001206	Prbi.g_00464	Syaa.g_01855
OG0001207	Prbi.g_00480	Syaa.g_02058
OG0001208	Prbi.g_00485	Syaa.g_02049
OG0001209	Prbi.g_00538	Syaa.g_01977
OG0001210	Prbi.g_00543	Syaa.g_01967
OG0001211	Prbi.g_00553	Syaa.g_01950
OG0001212	Prbi.g_00598	Syaa.g_01892
OG0001213	Prbi.g_00631	Syaa.g_01646
OG0001214	Prbi.g_00640	Syaa.g_01631
OG0001215	Prbi.g_00693	Syaa.g_00914
OG0001216	Prbi.g_00747	Syaa.g_01238
OG0001217	Prbi.g_00792	Syaa.g_01559
OG0001218	Prbi.g_00800	Syaa.g_01820
OG0001219	Prbi.g_00835	Syaa.g_01404
OG0001220	Prbi.g_00899	Syaa.g_00812
OG0001221	Prbi.g_00962	Syaa.g_01111
OG0001222	Prbi.g_01001	Syaa.g_01371
OG0001223	Prbi.g_01027	Syaa.g_01326
OG0001224	Prbi.g_01082	Syaa.g_00874
OG0001225	Prbi.g_01084	Syaa.g_00876
OG0001226	Prbi.g_01111	Syaa.g_01579
OG0001227	Prbi.g_01130	Syaa.g_02622
OG0001228	Prbi.g_01252	Syaa.g_00695
OG0001229	Prbi.g_01437	Syaa.g_00899
OG0001230	Prbi.g_01581	Syaa.g_01764
OG0001231	Prbi.g_01687	Syaa.g_00017
OG0001232	Prbi.g_01810	Syaa.g_00508
OG0001233	Prbi.g_01830	Syaa.g_00667
OG0001234	Prbi.g_01864	Syaa.g_02333
OG0001235	Prbi.g_01874	Syaa.g_02323
OG0001236	Prbi.g_01972	Syaa.g_00154
OG0001238	Prbi.g_02063	Syaa.g_02607
OG0001239	Prbi.g_00078	Syaa.g_00350
OG0001240	Prbi.g_00100	Syaa.g_02364
OG0001241	Prbi.g_00108	Syaa.g_02374
OG0001242	Prbi.g_00127	Syaa.g_02407
OG0001243	Prbi.g_00133	Syaa.g_02415
OG0001244	Prbi.g_00149	Syaa.g_02445
OG0001245	Prbi.g_00404	Syaa.g_01492
OG0001246	Prbi.g_00507	Syaa.g_02023
OG0001247	Prbi.g_00686	Syaa.g_01207
OG0001248	Prbi.g_00688	Syaa.g_01204
OG0001250	Prbi.g_00888	Syaa.g_00832
OG0001251	Prbi.g_00935	Syaa.g_02667
OG0001252	Prbi.g_01077	Syaa.g_00867
OG0001253	Prbi.g_01131	Syaa.g_01467
OG0001254	Prbi.g_01176	Syaa.g_01029
OG0001255	Prbi.g_01191	Syaa.g_01696
OG0001256	Prbi.g_01680	Syaa.g_00567
OG0001257	Prbi.g_01686	Syaa.g_01418, Syaa.g_00405
OG0001258	Prbi.g_01784	Syaa.g_00557
OG0001259	Prbi.g_01828	Syaa.g_00669
OG0001260	Prbi.g_01844	Syaa.g_00642
OG0001261	Prbi.g_01930	Syaa.g_02259
OG0001262	Prbi.g_02046	Syaa.g_00059
OG0001263	Prbi.g_00136	Syaa.g_02418
OG0001265	Prbi.g_00126	Syaa.g_02405
OG0001266	Prbi.g_00227	Syaa.g_02532
OG0001267	Prbi.g_00304	Syaa.g_00262
OG0001268	Prbi.g_00363	Syaa.g_02176
OG0001269	Prbi.g_00383	Syaa.g_01499
OG0001270	Prbi.g_00435	Syaa.g_00701
OG0001271	Prbi.g_00475	Syaa.g_01845
OG0001272	Prbi.g_00489	Syaa.g_02045
OG0001273	Prbi.g_00634	Syaa.g_01639
OG0001274	Prbi.g_00707	Syaa.g_02563
OG0001275	Prbi.g_01037	Syaa.g_01311
OG0001276	Prbi.g_01061	Syaa.g_01295
OG0001277	Prbi.g_01119	Syaa.g_02724
OG0001278	Prbi.g_01257	Syaa.g_00966
OG0001279	Prbi.g_01332	Syaa.g_01749
OG0001280	Prbi.g_01390	Syaa.g_00738
OG0001281	Prbi.g_01396	Syaa.g_00728
OG0001282	Prbi.g_01440	Syaa.g_02060
OG0001283	Prbi.g_01459	Syaa.g_02734
OG0001284	Prbi.g_01660	Syaa.g_00583
OG0001286	Prbi.g_01942	Syaa.g_02245
OG0001287	Prbi.g_01996	Syaa.g_00121
OG0001289	Prbi.g_00094	Syaa.g_00327
OG0001290	Prbi.g_00107	Syaa.g_02373
OG0001291	Prbi.g_00143	Syaa.g_02428
OG0001292	Prbi.g_00272	Syaa.g_00310
OG0001293	Prbi.g_00285	Syaa.g_00288
OG0001294	Prbi.g_00402	Syaa.g_01076
OG0001295	Prbi.g_00469	Syaa.g_01964
OG0001296	Prbi.g_00512	Syaa.g_02017
OG0001297	Prbi.g_00517	Syaa.g_02013
OG0001298	Prbi.g_00579	Syaa.g_01913
OG0001299	Prbi.g_00669	Syaa.g_01070
OG0001300	Prbi.g_00696	Syaa.g_00905
OG0001301	Prbi.g_00699	Syaa.g_00891
OG0001302	Prbi.g_00834	Syaa.g_01600
OG0001303	Prbi.g_01041	Syaa.g_01402
OG0001304	Prbi.g_01071	Syaa.g_01281
OG0001305	Prbi.g_01090	Syaa.g_00885
OG0001306	Prbi.g_01193	Syaa.g_00753
OG0001309	Prbi.g_01684	Syaa.g_02005
OG0001310	Prbi.g_01799	Syaa.g_00535
OG0001311	Prbi.g_01063	Syaa.g_01293
OG0001312	Prbi.g_00990	Syaa.g_01391
OG0001314	Prbi.g_00723, Prbi.g_00783	Syaa.g_01225
OG0001315	Prbi.g_00068	Syaa.g_02226
OG0001316	Prbi.g_00148	Syaa.g_02434
OG0001317	Prbi.g_00258	Syaa.g_02112
OG0001318	Prbi.g_00280	Syaa.g_00296
OG0001319	Prbi.g_00296	Syaa.g_00273
OG0001321	Prbi.g_00452	Syaa.g_00719
OG0001322	Prbi.g_00453	Syaa.g_00720
OG0001323	Prbi.g_00522	Syaa.g_02002
OG0001324	Prbi.g_00697	Syaa.g_00904
OG0001325	Prbi.g_00750	Syaa.g_01243
OG0001326	Prbi.g_00923	Syaa.g_00396, Syaa.g_02672
OG0001327	Prbi.g_01102	Syaa.g_01083
OG0001328	Prbi.g_01129	Syaa.g_01104
OG0001330	Prbi.g_01362	Syaa.g_00746
OG0001331	Prbi.g_01445	Syaa.g_02065
OG0001334	Prbi.g_01962	Syaa.g_02216
OG0001335	Prbi.g_01963	Syaa.g_02215
OG0001336	Prbi.g_02089	Syaa.g_02735
OG0001339	Prbi.g_00110	Syaa.g_02376
OG0001340	Prbi.g_00352	Syaa.g_02199
OG0001341	Prbi.g_00790	Syaa.g_00897
OG0001343	Prbi.g_00932	Syaa.g_02664
OG0001344	Prbi.g_01211	Syaa.g_00775
OG0001345	Prbi.g_01226	Syaa.g_00803
OG0001346	Prbi.g_01392	Syaa.g_00734
OG0001348	Prbi.g_01707	Syaa.g_00847
OG0001349	Prbi.g_01590	Syaa.g_00454
OG0001350	Prbi.g_01748	Syaa.g_02107
OG0001351	Prbi.g_00455	Syaa.g_01863
OG0001352	Prbi.g_00683	Syaa.g_01987
OG0001353	Prbi.g_00879	Syaa.g_00841
OG0001354	Prbi.g_01019	Syaa.g_01338
OG0001355	Prbi.g_01724	Syaa.g_01524
OG0001356	Prbi.g_01301	Syaa.g_00848
OG0001358	Prbi.g_00622	Syaa.g_01663
OG0001359	Prbi.g_00933	Syaa.g_02663
OG0001360	Prbi.g_01132	Syaa.g_00805
OG0001361	Prbi.g_01223	Syaa.g_00800
OG0001362	Prbi.g_01605	Syaa.g_01789
OG0001363	Prbi.g_01607	Syaa.g_01791
OG0001364	Prbi.g_01965	Syaa.g_00171
OG0001369	Prbi.g_01522, Prbi.g_00099	Syaa.g_02363
OG0001370	Prbi.g_00461	Syaa.g_01218, Syaa.g_02140, Syaa.g_02680
OG0001373	Prbi.g_00922	Syaa.g_02671
OG0001374	Prbi.g_00930	Syaa.g_02679
OG0001375	Prbi.g_00931	Syaa.g_02665
OG0001376	Prbi.g_01096	Syaa.g_02614
OG0001377	Prbi.g_01097	Syaa.g_02613
OG0001378	Prbi.g_01141	Syaa.g_00700
OG0001379	Prbi.g_01385	Syaa.g_00744
OG0001382	Prbi.g_01699	Syaa.g_01866
OG0001385	Prbi.g_00919	Syaa.g_02668
OG0001386	Prbi.g_00920	Syaa.g_02669
OG0001387	Prbi.g_00921	Syaa.g_02670
OG0001388	Prbi.g_00924	Syaa.g_02673
OG0001389	Prbi.g_00925	Syaa.g_02674
OG0001390	Prbi.g_00926	Syaa.g_02675
OG0001391	Prbi.g_00927	Syaa.g_02676
OG0001392	Prbi.g_00928	Syaa.g_02677
OG0001393	Prbi.g_00929	Syaa.g_02678
OG0001394	Prbi.g_00966	Syaa.g_01118
OG0001395	Prbi.g_01073	Syaa.g_01267
OG0001402	Prbi.g_00808	Syaa.g_01658
OG0001404	Prbi.g_00075	Syaa.g_00355
OG0001405	Prbi.g_00350	Syaa.g_02213
OG0001406	Prbi.g_01095	Syaa.g_02615
OG0001407	Prbi.g_01109	Syaa.g_01986
OG0001408	Prbi.g_01114	Syaa.g_00953
OG0001413	Prbi.g_01675	Syaa.g_01590
OG0001416	Prbi.g_00460	Syaa.g_00731
OG0001417	Prbi.g_00471	Syaa.g_01339
OG0001419	Prbi.g_01110	Syaa.g_01985
OG0001420	Prbi.g_01150	Syaa.g_01991
OG0001421	Prbi.g_01681	Syaa.g_01583, Syaa.g_01469
OG0001422	Prbi.g_01705	Syaa.g_00743
OG0001423	Prbi.g_01567, Prbi.g_02024	Syaa.g_00365
OG0001428	Prbi.g_00196	Syaa.g_02481
OG0001430	Prbi.g_01356	Syaa.g_02584
OG0001432	Prbi.g_01673	Syaa.g_00930
OG0001433	Prbi.g_01302	Syaa.g_00849
OG0001435	Prbi.g_00947	Syaa.g_01090
OG0001438	Prbi.g_00317	Syaa.g_00247
OG0001439	Prbi.g_00331	Syaa.g_00221
OG0001441	Prbi.g_00524	Syaa.g_02000
OG0001442	Prbi.g_00781	Syaa.g_01138
OG0001447	Prbi.g_00134	Syaa.g_02416
OG0001448	Prbi.g_00391	Syaa.g_00423
OG0001449	Prbi.g_00421	Syaa.g_02098, Syaa.g_01042
OG0001452	Prbi.g_00937	Syaa.g_00301
OG0001453	Prbi.g_01031	Syaa.g_01319
OG0001454	Prbi.g_01125	Syaa.g_01580
OG0001456	Prbi.g_01184	Syaa.g_02687
OG0001457	Prbi.g_01185	Syaa.g_02688
OG0001458	Prbi.g_01186	Syaa.g_02689
OG0001459	Prbi.g_01344	Syaa.g_01040
OG0001460	Prbi.g_01303	Syaa.g_00850
OG0001461	Prbi.g_01545	Syaa.g_02328
OG0001465	Prbi.g_00706	Syaa.g_01211
OG0001467	Prbi.g_00826	Syaa.g_01601
OG0001468	Prbi.g_01100	Syaa.g_01597
OG0001471	Prbi.g_01676	Syaa.g_00226
OG0001473	Prbi.g_02013	Syaa.g_01603
OG0001474	Prbi.g_00364	Syaa.g_02175
OG0001475	Prbi.g_01472	Syaa.g_00691
OG0001479	Prbi.g_00361	Syaa.g_02178
OG0001480	Prbi.g_00393	Syaa.g_00810
OG0001482	Prbi.g_00458	Syaa.g_01329
OG0001486	Prbi.g_01205	Syaa.g_00768
OG0001492	Prbi.g_01254	Syaa.g_00969
OG0001493	Prbi.g_01262	Syaa.g_00961
OG0001494	Prbi.g_01512	Syaa.g_00483
OG0001494	Prbi.g_01480	Syaa.g_00427
OG0001495	Prbi.g_01871	Syaa.g_02317
OG0001499	Prbi.g_00067	Syaa.g_01698
OG0001502	Prbi.g_00817	Syaa.g_00819
OG0001504	Prbi.g_01345	Syaa.g_01039
OG0001507	Prbi.g_01739	Syaa.g_02137
OG0001508	Prbi.g_01473	Syaa.g_00694
OG0001513	Prbi.g_01761	Syaa.g_00150
OG0001520	Prbi.g_00416	Syaa.g_01929
OG0001523	Prbi.g_01178	Syaa.g_02713
OG0001524	Prbi.g_01179	Syaa.g_02714
OG0001546	Prbi.g_00527	Syaa.g_01997
OG0001547	Prbi.g_00819	Syaa.g_01420
OG0001548	Prbi.g_00823	Syaa.g_01573
OG0001551	Prbi.g_01183	Syaa.g_00853
OG0001552	Prbi.g_01271	Syaa.g_01229
OG0001554	Prbi.g_01682	Syaa.g_02590
OG0001557	Prbi.g_00967	Syaa.g_01119
OG0001564	Prbi.g_01485	Syaa.g_02683
OG0001567	Prbi.g_00818	Syaa.g_01421
OG0001568	Prbi.g_00820	Syaa.g_01416
OG0001570	Prbi.g_01152	Syaa.g_01693
OG0001572	Prbi.g_01326	Syaa.g_01180
OG0001582	Prbi.g_00470	Syaa.g_01746
OG0001590	Prbi.g_01538	Syaa.g_01640
OG0001602	Prbi.g_00705	Syaa.g_01210
OG0001607	Prbi.g_01180	Syaa.g_01519
OG0001613	Prbi.g_01957	Syaa.g_02227
OG0001625	Prbi.g_00282	Syaa.g_00294
OG0001627	Prbi.g_00797	Syaa.g_00629
OG0001633	Prbi.g_01436	Syaa.g_00855
OG0001647	Prbi.g_00297	Syaa.g_00271
OG0001667	Prbi.g_01365	Syaa.g_01129
OG0001695	Prbi.g_01299, Prbi.g_01550	Syaa.g_02708
OG0001709	Prbi.g_01498	Syaa.g_00453
OG0001718	Prbi.g_00387	Syaa.g_00941
OG0001740	Prbi.g_01298, Prbi.g_01551	Syaa.g_02720
OG0001770	Prbi.g_01537	Syaa.g_00115
OG0001928	Prbi.g_01529	Syaa.g_01279, Syaa.g_01728, Syaa.g_02644, Syaa.g_01727
OG0001995	Prbi.g_01411	Syaa.g_00925
OG0002001	Prbi.g_00771	Syaa.g_02453
OG0002020	Prbi.g_01297, Prbi.g_01552	Syaa.g_02704
OG0002021	Prbi.g_01295, Prbi.g_01554	Syaa.g_02703
OG0002022	Prbi.g_01294, Prbi.g_01555	Syaa.g_02700
OG0002023	Prbi.g_01293, Prbi.g_01556	Syaa.g_02699
OG0002024	Prbi.g_01289, Prbi.g_01560	Syaa.g_02692
OG0002054	Prbi.g_01288, Prbi.g_01561	Syaa.g_02691
OG0002055	Prbi.g_01291, Prbi.g_01558	Syaa.g_02695
OG0002125	Prbi.g_00163, Prbi.g_00717	Syaa.g_01828, Syaa.g_01831, Syaa.g_01832
OG0002125	Prbi.g_01880	Syaa.g_02297
OG0002132	Prbi.g_01292, Prbi.g_01557	Syaa.g_02696
OG0002133	Prbi.g_01290, Prbi.g_01559	Syaa.g_02694, Syaa.g_02693
OG0002178	Prbi.g_01286, Prbi.g_01563	Syaa.g_02697
OG0002249	Prbi.g_00732	Syaa.g_00374, Syaa.g_01171
OG0002295	Prbi.g_01533	Syaa.g_01275
OG0002295	Prbi.g_01284, Prbi.g_01565	Syaa.g_00385
OG0002399	Prbi.g_01531	Syaa.g_01278, Syaa.g_02641, Syaa.g_01729, Syaa.g_01726
OG0002416	Prbi.g_01269	Syaa.g_01538
OG0002445	Prbi.g_01879, Prbi.g_00712, Prbi.g_00164	Syaa.g_02306
OG0002562	Prbi.g_01569	Syaa.g_00378, Syaa.g_01741, Syaa.g_01270, Syaa.g_02631
OG0002785	Prbi.g_00725	Syaa.g_01235
OG0002794	Prbi.g_01481	Syaa.g_00484
OG0002841	Prbi.g_00727	Syaa.g_01231, Syaa.g_01457
OG0002843	Prbi.g_00730	Syaa.g_01232, Syaa.g_01454
OG0005703	Prbi.g_00729	Syaa.g_01455
