Orthogroup	Prbi	Syar
OG0001094	Prbi.g_00841	Syar.g_02633
OG0001095	Prbi.g_00860	Syar.g_02653
OG0001096	Prbi.g_00873	Syar.g_02476
OG0001097	Prbi.g_00892	Syar.g_01823
OG0001098	Prbi.g_00907	Syar.g_01672
OG0001099	Prbi.g_00939	Syar.g_00035
OG0001100	Prbi.g_00943	Syar.g_01625
OG0001101	Prbi.g_00945	Syar.g_01623
OG0001102	Prbi.g_00948	Syar.g_01620
OG0001103	Prbi.g_00950	Syar.g_01618
OG0001104	Prbi.g_00972	Syar.g_02616
OG0001105	Prbi.g_00976	Syar.g_02620
OG0001106	Prbi.g_01000	Syar.g_02553
OG0001107	Prbi.g_01007	Syar.g_02541
OG0001109	Prbi.g_01012	Syar.g_02529
OG0001110	Prbi.g_01014	Syar.g_02527
OG0001111	Prbi.g_01015	Syar.g_02525
OG0001112	Prbi.g_01016	Syar.g_02523
OG0001113	Prbi.g_01017	Syar.g_02522
OG0001114	Prbi.g_01018	Syar.g_02521
OG0001115	Prbi.g_01020	Syar.g_02519
OG0001116	Prbi.g_01021	Syar.g_02517
OG0001117	Prbi.g_01022	Syar.g_02516
OG0001118	Prbi.g_01023	Syar.g_02515
OG0001119	Prbi.g_01024	Syar.g_02513
OG0001120	Prbi.g_01026	Syar.g_02507
OG0001122	Prbi.g_01058	Syar.g_01803
OG0001123	Prbi.g_01062	Syar.g_01796
OG0001124	Prbi.g_01064	Syar.g_01793
OG0001125	Prbi.g_01065	Syar.g_01791
OG0001126	Prbi.g_01075	Syar.g_01375
OG0001127	Prbi.g_01076	Syar.g_01374
OG0001128	Prbi.g_01078	Syar.g_01371
OG0001129	Prbi.g_01079	Syar.g_01369
OG0001130	Prbi.g_01080	Syar.g_01368
OG0001131	Prbi.g_01117	Syar.g_02448
OG0001132	Prbi.g_01127	Syar.g_00684
OG0001133	Prbi.g_01161	Syar.g_02249
OG0001134	Prbi.g_01174	Syar.g_02235
OG0001135	Prbi.g_01177	Syar.g_02232
OG0001136	Prbi.g_01204	Syar.g_01536
OG0001137	Prbi.g_01215	Syar.g_01944
OG0001138	Prbi.g_01233	Syar.g_01977
OG0001139	Prbi.g_01234	Syar.g_01980
OG0001140	Prbi.g_01235	Syar.g_01981
OG0001141	Prbi.g_01236	Syar.g_01982
OG0001142	Prbi.g_01237	Syar.g_01983
OG0001143	Prbi.g_01244	Syar.g_01698
OG0001144	Prbi.g_01249	Syar.g_01707
OG0001145	Prbi.g_01383	Syar.g_02769
OG0001146	Prbi.g_01395	Syar.g_02782
OG0001147	Prbi.g_01425	Syar.g_01276
OG0001148	Prbi.g_01441	Syar.g_01459
OG0001149	Prbi.g_01442	Syar.g_01458
OG0001150	Prbi.g_01443	Syar.g_01457
OG0001151	Prbi.g_01454	Syar.g_01238
OG0001152	Prbi.g_01455	Syar.g_01237
OG0001153	Prbi.g_01622	Syar.g_01398
OG0001154	Prbi.g_01623	Syar.g_01397
OG0001155	Prbi.g_01635	Syar.g_01211
OG0001156	Prbi.g_01638	Syar.g_01185
OG0001157	Prbi.g_01639	Syar.g_01184
OG0001158	Prbi.g_01640	Syar.g_01183
OG0001159	Prbi.g_01641	Syar.g_01182
OG0001160	Prbi.g_01665	Syar.g_02908
OG0001161	Prbi.g_01678	Syar.g_00382
OG0001162	Prbi.g_01689	Syar.g_03081
OG0001163	Prbi.g_01779	Syar.g_02917
OG0001164	Prbi.g_01783	Syar.g_02922
OG0001166	Prbi.g_01806	Syar.g_02959
OG0001167	Prbi.g_01823	Syar.g_02982
OG0001168	Prbi.g_01825	Syar.g_02983
OG0001169	Prbi.g_01827	Syar.g_02985
OG0001170	Prbi.g_01829	Syar.g_02987
OG0001171	Prbi.g_01838	Syar.g_02999
OG0001172	Prbi.g_01851	Syar.g_00143
OG0001173	Prbi.g_01852	Syar.g_00142
OG0001174	Prbi.g_01860	Syar.g_00134
OG0001175	Prbi.g_01861	Syar.g_00133
OG0001176	Prbi.g_01869	Syar.g_01025
OG0001177	Prbi.g_01872	Syar.g_01023
OG0001178	Prbi.g_01877	Syar.g_02943
OG0001179	Prbi.g_01922	Syar.g_01055
OG0001181	Prbi.g_01948	Syar.g_01082
OG0001182	Prbi.g_01955	Syar.g_01090
OG0001183	Prbi.g_01959	Syar.g_01096
OG0001184	Prbi.g_01975	Syar.g_00653
OG0001185	Prbi.g_01989	Syar.g_00614
OG0001186	Prbi.g_02012	Syar.g_00562
OG0001187	Prbi.g_02028	Syar.g_00548
OG0001188	Prbi.g_02031	Syar.g_00546
OG0001189	Prbi.g_02048	Syar.g_00525
OG0001190	Prbi.g_02052	Syar.g_00330
OG0001191	Prbi.g_02062	Syar.g_00349
OG0001192	Prbi.g_02067	Syar.g_00356
OG0001193	Prbi.g_02077	Syar.g_00711
OG0001194	Prbi.g_02078	Syar.g_00622
OG0001195	Prbi.g_02079	Syar.g_00623
OG0001196	Prbi.g_02092	Syar.g_00453
OG0001197	Prbi.g_02093	Syar.g_00455
OG0001198	Prbi.g_02100	Syar.g_00467
OG0001199	Prbi.g_00081	Syar.g_03045
OG0001200	Prbi.g_00083	Syar.g_03047
OG0001201	Prbi.g_00115	Syar.g_03120
OG0001202	Prbi.g_00223	Syar.g_00991
OG0001203	Prbi.g_00262	Syar.g_03021
OG0001204	Prbi.g_00267	Syar.g_00154
OG0001205	Prbi.g_00446	Syar.g_02869
OG0001207	Prbi.g_00480	Syar.g_01462
OG0001208	Prbi.g_00485	Syar.g_01471
OG0001211	Prbi.g_00553	Syar.g_02323
OG0001212	Prbi.g_00598	Syar.g_02027
OG0001213	Prbi.g_00631	Syar.g_02239
OG0001214	Prbi.g_00640	Syar.g_02420
OG0001215	Prbi.g_00693	Syar.g_00965
OG0001216	Prbi.g_00747	Syar.g_01909
OG0001217	Prbi.g_00792	Syar.g_02852
OG0001218	Prbi.g_00800	Syar.g_01388
OG0001219	Prbi.g_00835	Syar.g_02585
OG0001222	Prbi.g_01001	Syar.g_02552
OG0001223	Prbi.g_01027	Syar.g_02505
OG0001224	Prbi.g_01082	Syar.g_01361
OG0001225	Prbi.g_01084	Syar.g_01929
OG0001226	Prbi.g_01111	Syar.g_03054
OG0001227	Prbi.g_01130	Syar.g_02213
OG0001230	Prbi.g_01581	Syar.g_02816
OG0001231	Prbi.g_01687	Syar.g_00485
OG0001232	Prbi.g_01810	Syar.g_02968
OG0001233	Prbi.g_01830	Syar.g_02988
OG0001235	Prbi.g_01874	Syar.g_01019
OG0001236	Prbi.g_01972	Syar.g_00657
OG0001237	Prbi.g_01976	Syar.g_00652
OG0001238	Prbi.g_02063	Syar.g_00351
OG0001239	Prbi.g_00078	Syar.g_03043
OG0001240	Prbi.g_00100	Syar.g_03101
OG0001241	Prbi.g_00108	Syar.g_03149, Syar.g_03112
OG0001242	Prbi.g_00127	Syar.g_00043
OG0001243	Prbi.g_00133	Syar.g_00051
OG0001244	Prbi.g_00149	Syar.g_00075
OG0001245	Prbi.g_00404	Syar.g_00999
OG0001246	Prbi.g_00507	Syar.g_01910
OG0001247	Prbi.g_00686	Syar.g_02024
OG0001248	Prbi.g_00688	Syar.g_02059
OG0001249	Prbi.g_00825	Syar.g_01113
OG0001250	Prbi.g_00888	Syar.g_01819, Syar.g_03240
OG0001251	Prbi.g_00935	Syar.g_02575
OG0001252	Prbi.g_01077	Syar.g_01372
OG0001253	Prbi.g_01131	Syar.g_02015
OG0001254	Prbi.g_01176	Syar.g_02233
OG0001255	Prbi.g_01191	Syar.g_01746
OG0001256	Prbi.g_01680	Syar.g_02915
OG0001257	Prbi.g_01686	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Prbi.g_01784	Syar.g_02925
OG0001259	Prbi.g_01828	Syar.g_02986
OG0001260	Prbi.g_01844	Syar.g_03007
OG0001262	Prbi.g_02046	Syar.g_00527
OG0001263	Prbi.g_00136	Syar.g_00054
OG0001265	Prbi.g_00126	Syar.g_00041
OG0001266	Prbi.g_00227	Syar.g_00987
OG0001267	Prbi.g_00304	Syar.g_00225
OG0001268	Prbi.g_00363	Syar.g_01124
OG0001269	Prbi.g_00383	Syar.g_00688
OG0001270	Prbi.g_00435	Syar.g_01175
OG0001271	Prbi.g_00475	Syar.g_01270
OG0001272	Prbi.g_00489	Syar.g_01475
OG0001273	Prbi.g_00634	Syar.g_02413
OG0001274	Prbi.g_00707	Syar.g_00929
OG0001275	Prbi.g_01037	Syar.g_02490
OG0001276	Prbi.g_01061	Syar.g_01797
OG0001277	Prbi.g_01119	Syar.g_02250
OG0001278	Prbi.g_01257	Syar.g_01720
OG0001279	Prbi.g_01332	Syar.g_02841
OG0001280	Prbi.g_01390	Syar.g_03317
OG0001281	Prbi.g_01396	Syar.g_02783
OG0001282	Prbi.g_01440	Syar.g_01460, Syar.g_01351
OG0001283	Prbi.g_01459	Syar.g_00447
OG0001284	Prbi.g_01660	Syar.g_02900
OG0001285	Prbi.g_01813	Syar.g_02972
OG0001286	Prbi.g_01942	Syar.g_01077
OG0001287	Prbi.g_01996	Syar.g_00606
OG0001288	Prbi.g_02005	Syar.g_00591
OG0001289	Prbi.g_00094	Syar.g_03080
OG0001290	Prbi.g_00107	Syar.g_03111
OG0001291	Prbi.g_00143	Syar.g_00064
OG0001292	Prbi.g_00272	Syar.g_00160
OG0001293	Prbi.g_00285	Syar.g_00198
OG0001294	Prbi.g_00402	Syar.g_01687
OG0001295	Prbi.g_00469	Syar.g_00693
OG0001296	Prbi.g_00512	Syar.g_01506
OG0001297	Prbi.g_00517	Syar.g_01510
OG0001298	Prbi.g_00579	Syar.g_02210
OG0001299	Prbi.g_00669	Syar.g_01915
OG0001303	Prbi.g_01041	Syar.g_02583
OG0001304	Prbi.g_01071	Syar.g_01557
OG0001305	Prbi.g_01090	Syar.g_01937
OG0001306	Prbi.g_01193	Syar.g_01521
OG0001307	Prbi.g_01422	Syar.g_02591
OG0001308	Prbi.g_01601	Syar.g_02798
OG0001309	Prbi.g_01684	Syar.g_00360
OG0001310	Prbi.g_01799	Syar.g_02951
OG0001311	Prbi.g_01063	Syar.g_01795
OG0001312	Prbi.g_00990	Syar.g_02569
OG0001315	Prbi.g_00068	Syar.g_01094
OG0001317	Prbi.g_00258	Syar.g_03025
OG0001318	Prbi.g_00280	Syar.g_00186
OG0001319	Prbi.g_00296	Syar.g_00215
OG0001325	Prbi.g_00750	Syar.g_01577
OG0001326	Prbi.g_00923	Syar.g_00632
OG0001327	Prbi.g_01102	Syar.g_01674
OG0001329	Prbi.g_01169	Syar.g_02337
OG0001331	Prbi.g_01445	Syar.g_01455
OG0001334	Prbi.g_01962	Syar.g_03166
OG0001336	Prbi.g_02089	Syar.g_00448
OG0001339	Prbi.g_00110	Syar.g_03114
OG0001343	Prbi.g_00932	Syar.g_03210
OG0001345	Prbi.g_01226	Syar.g_01958
OG0001346	Prbi.g_01392	Syar.g_02778
OG0001348	Prbi.g_01707	Syar.g_02259
OG0001351	Prbi.g_00455	Syar.g_01420
OG0001353	Prbi.g_00879	Syar.g_01809
OG0001354	Prbi.g_01019	Syar.g_02520
OG0001355	Prbi.g_01724	Syar.g_01912
OG0001356	Prbi.g_01301	Syar.g_00176
OG0001358	Prbi.g_00622	Syar.g_02262
OG0001359	Prbi.g_00933	Syar.g_03211
OG0001360	Prbi.g_01132	Syar.g_01961
OG0001361	Prbi.g_01223	Syar.g_01955
OG0001364	Prbi.g_01965	Syar.g_00284
OG0001365	Prbi.g_02056	Syar.g_00335
OG0001370	Prbi.g_00461	Syar.g_00013
OG0001371	Prbi.g_00682	Syar.g_03059
OG0001373	Prbi.g_00922	Syar.g_00631
OG0001374	Prbi.g_00930	Syar.g_00642
OG0001376	Prbi.g_01096	Syar.g_03203, Syar.g_02600
OG0001377	Prbi.g_01097	Syar.g_02599, Syar.g_03202
OG0001378	Prbi.g_01141	Syar.g_01174
OG0001379	Prbi.g_01385	Syar.g_02772
OG0001382	Prbi.g_01699	Syar.g_02834, Syar.g_03204
OG0001385	Prbi.g_00919	Syar.g_00628
OG0001386	Prbi.g_00920	Syar.g_00629
OG0001387	Prbi.g_00921	Syar.g_00630
OG0001388	Prbi.g_00924	Syar.g_00635
OG0001389	Prbi.g_00925	Syar.g_00636
OG0001390	Prbi.g_00926	Syar.g_00637
OG0001391	Prbi.g_00927	Syar.g_00638
OG0001392	Prbi.g_00928	Syar.g_00640
OG0001393	Prbi.g_00929	Syar.g_00641
OG0001394	Prbi.g_00966	Syar.g_02608
OG0001395	Prbi.g_01073	Syar.g_01561
OG0001402	Prbi.g_00808	Syar.g_02252
OG0001403	Prbi.g_00030	Syar.g_00504
OG0001406	Prbi.g_01095	Syar.g_02601
OG0001408	Prbi.g_01114	Syar.g_02042
OG0001413	Prbi.g_01675	Syar.g_02062, Syar.g_02063
OG0001415	Prbi.g_00255	Syar.g_01553
OG0001416	Prbi.g_00460	Syar.g_00433
OG0001417	Prbi.g_00471	Syar.g_01885
OG0001418	Prbi.g_00687	Syar.g_01546
OG0001420	Prbi.g_01150	Syar.g_02680
OG0001428	Prbi.g_00196	Syar.g_00108
OG0001429	Prbi.g_00836	Syar.g_02582
OG0001430	Prbi.g_01356	Syar.g_03306
OG0001432	Prbi.g_01673	Syar.g_02064, Syar.g_02123
OG0001433	Prbi.g_01302	Syar.g_00173
OG0001435	Prbi.g_00947	Syar.g_01621
OG0001437	Prbi.g_00254	Syar.g_01554
OG0001438	Prbi.g_00317	Syar.g_00240
OG0001439	Prbi.g_00331	Syar.g_00824
OG0001441	Prbi.g_00524	Syar.g_02691
OG0001442	Prbi.g_00781	Syar.g_02622
OG0001447	Prbi.g_00134	Syar.g_00052
OG0001449	Prbi.g_00421	Syar.g_01897
OG0001450	Prbi.g_00690	Syar.g_00880
OG0001452	Prbi.g_00937	Syar.g_00167
OG0001453	Prbi.g_01031	Syar.g_02498
OG0001454	Prbi.g_01125	Syar.g_02065, Syar.g_02122
OG0001456	Prbi.g_01184	Syar.g_00643
OG0001457	Prbi.g_01185	Syar.g_00644
OG0001458	Prbi.g_01186	Syar.g_00645
OG0001459	Prbi.g_01344	Syar.g_00418, Syar.g_02047
OG0001460	Prbi.g_01303	Syar.g_00172
OG0001461	Prbi.g_01545	Syar.g_02478
OG0001462	Prbi.g_00034	Syar.g_00511
OG0001467	Prbi.g_00826	Syar.g_01745
OG0001471	Prbi.g_01676	Syar.g_00830
OG0001474	Prbi.g_00364	Syar.g_01125
OG0001475	Prbi.g_01472	Syar.g_02370
OG0001479	Prbi.g_00361	Syar.g_01122
OG0001480	Prbi.g_00393	Syar.g_02013
OG0001482	Prbi.g_00458	Syar.g_02511
OG0001486	Prbi.g_01205	Syar.g_01537
OG0001492	Prbi.g_01254	Syar.g_01717
OG0001493	Prbi.g_01262	Syar.g_01725
OG0001495	Prbi.g_01871	Syar.g_01022
OG0001502	Prbi.g_00817	Syar.g_01840
OG0001504	Prbi.g_01345	Syar.g_02046
OG0001507	Prbi.g_01739	Syar.g_03257, Syar.g_01540
OG0001508	Prbi.g_01473	Syar.g_02372
OG0001513	Prbi.g_01761	Syar.g_00995
OG0001520	Prbi.g_00416	Syar.g_02053
OG0001546	Prbi.g_00527	Syar.g_03276, Syar.g_02688
OG0001547	Prbi.g_00819	Syar.g_01855
OG0001554	Prbi.g_01682	Syar.g_00327
OG0001555	Prbi.g_01695	Syar.g_01689
OG0001557	Prbi.g_00967	Syar.g_02609
OG0001567	Prbi.g_00818	Syar.g_01847
OG0001568	Prbi.g_00820	Syar.g_01866
OG0001570	Prbi.g_01152	Syar.g_02858
OG0001587	Prbi.g_01846	Syar.g_03010
OG0001590	Prbi.g_01538	Syar.g_02412
OG0001613	Prbi.g_01957	Syar.g_01093
OG0001625	Prbi.g_00282	Syar.g_00192
OG0001627	Prbi.g_00797	Syar.g_01215
OG0001647	Prbi.g_00297	Syar.g_00217
OG0001695	Prbi.g_01299, Prbi.g_01550	Syar.g_00864
OG0001745	Prbi.g_01672	Syar.g_02010
OG0001995	Prbi.g_01411	Syar.g_02034
OG0002020	Prbi.g_01297, Prbi.g_01552	Syar.g_00892
OG0002021	Prbi.g_01295, Prbi.g_01554	Syar.g_00425
OG0002022	Prbi.g_01294, Prbi.g_01555	Syar.g_00426
OG0002023	Prbi.g_01293, Prbi.g_01556	Syar.g_00427
OG0002024	Prbi.g_01289, Prbi.g_01560	Syar.g_00875, Syar.g_00004
OG0002054	Prbi.g_01288, Prbi.g_01561	Syar.g_00876
OG0002055	Prbi.g_01291, Prbi.g_01558	Syar.g_00872
OG0002125	Prbi.g_00163, Prbi.g_00717	Syar.g_01280
OG0002131	Prbi.g_01296, Prbi.g_01553	Syar.g_00424
OG0002132	Prbi.g_01292, Prbi.g_01557	Syar.g_00866
OG0002364	Prbi.g_00837	Syar.g_02581
OG0002445	Prbi.g_00712, Prbi.g_00164	Syar.g_01281
OG0002722	Prbi.g_00742	Syar.g_02708
OG0002767	Prbi.g_00045	Syar.g_03172
OG0003491	Prbi.g_01416	Syar.g_00304
