Orthogroup	Prbi	Syak
OG0001121	Prbi.g_01172, Prbi.g_01029	Syak.g_00114
OG0001123	Prbi.g_01062	Syak.g_00650
OG0001124	Prbi.g_01064	Syak.g_00652
OG0001125	Prbi.g_01065	Syak.g_00654
OG0001126	Prbi.g_01075	Syak.g_00757
OG0001127	Prbi.g_01076	Syak.g_00756
OG0001128	Prbi.g_01078	Syak.g_00753
OG0001129	Prbi.g_01079	Syak.g_00751
OG0001130	Prbi.g_01080	Syak.g_00750
OG0001131	Prbi.g_01117	Syak.g_00389
OG0001132	Prbi.g_01127	Syak.g_00120
OG0001133	Prbi.g_01161	Syak.g_00014
OG0001134	Prbi.g_01174	Syak.g_00273
OG0001135	Prbi.g_01177	Syak.g_00274
OG0001136	Prbi.g_01204	Syak.g_00901
OG0001137	Prbi.g_01215	Syak.g_00876
OG0001138	Prbi.g_01233	Syak.g_00839
OG0001139	Prbi.g_01234	Syak.g_00837
OG0001140	Prbi.g_01235	Syak.g_00836
OG0001141	Prbi.g_01236	Syak.g_00835
OG0001142	Prbi.g_01237	Syak.g_00834
OG0001143	Prbi.g_01244	Syak.g_00826
OG0001144	Prbi.g_01249	Syak.g_00815
OG0001145	Prbi.g_01383	Syak.g_00922
OG0001146	Prbi.g_01395	Syak.g_00943
OG0001147	Prbi.g_01425	Syak.g_01113
OG0001148	Prbi.g_01441	Syak.g_02563
OG0001149	Prbi.g_01442	Syak.g_02562
OG0001150	Prbi.g_01443	Syak.g_02561
OG0001151	Prbi.g_01454	Syak.g_02548
OG0001153	Prbi.g_01622	Syak.g_01084
OG0001154	Prbi.g_01623	Syak.g_01085
OG0001155	Prbi.g_01635	Syak.g_02480
OG0001156	Prbi.g_01638	Syak.g_02477
OG0001157	Prbi.g_01639	Syak.g_02476
OG0001158	Prbi.g_01640	Syak.g_02475
OG0001159	Prbi.g_01641	Syak.g_02474
OG0001160	Prbi.g_01665	Syak.g_02437
OG0001161	Prbi.g_01678	Syak.g_01906
OG0001162	Prbi.g_01689	Syak.g_00959
OG0001163	Prbi.g_01779	Syak.g_02429
OG0001164	Prbi.g_01783	Syak.g_02423
OG0001166	Prbi.g_01806	Syak.g_02394
OG0001167	Prbi.g_01823	Syak.g_02366
OG0001168	Prbi.g_01825	Syak.g_02364
OG0001169	Prbi.g_01827	Syak.g_02362
OG0001170	Prbi.g_01829	Syak.g_02360
OG0001171	Prbi.g_01838	Syak.g_02349
OG0001172	Prbi.g_01851	Syak.g_01388
OG0001173	Prbi.g_01852	Syak.g_01387
OG0001174	Prbi.g_01860	Syak.g_01379
OG0001175	Prbi.g_01861	Syak.g_01378
OG0001176	Prbi.g_01869	Syak.g_01354
OG0001177	Prbi.g_01872	Syak.g_01356
OG0001178	Prbi.g_01877	Syak.g_02411
OG0001179	Prbi.g_01922	Syak.g_01324
OG0001181	Prbi.g_01948	Syak.g_01296
OG0001182	Prbi.g_01955	Syak.g_01287
OG0001183	Prbi.g_01959	Syak.g_01282
OG0001184	Prbi.g_01975	Syak.g_01571
OG0001185	Prbi.g_01989	Syak.g_01643
OG0001186	Prbi.g_02012	Syak.g_01709
OG0001187	Prbi.g_02028	Syak.g_01712
OG0001188	Prbi.g_02031	Syak.g_01714
OG0001189	Prbi.g_02048	Syak.g_01736
OG0001190	Prbi.g_02052	Syak.g_01942
OG0001191	Prbi.g_02062	Syak.g_01928
OG0001192	Prbi.g_02067	Syak.g_01921
OG0001193	Prbi.g_02077	Syak.g_01888
OG0001194	Prbi.g_02078	Syak.g_01882
OG0001195	Prbi.g_02079	Syak.g_01881
OG0001196	Prbi.g_02092	Syak.g_01811
OG0001197	Prbi.g_02093	Syak.g_01809
OG0001198	Prbi.g_02100	Syak.g_01798
OG0001199	Prbi.g_00081	Syak.g_02249
OG0001200	Prbi.g_00083	Syak.g_02247
OG0001201	Prbi.g_00115	Syak.g_02191
OG0001202	Prbi.g_00223	Syak.g_02061
OG0001203	Prbi.g_00262	Syak.g_02307
OG0001204	Prbi.g_00267	Syak.g_01404
OG0001205	Prbi.g_00446	Syak.g_01181
OG0001206	Prbi.g_00464	Syak.g_01148
OG0001207	Prbi.g_00480	Syak.g_02566
OG0001208	Prbi.g_00485	Syak.g_02576
OG0001209	Prbi.g_00538	Syak.g_02643
OG0001210	Prbi.g_00543	Syak.g_02654
OG0001211	Prbi.g_00553	Syak.g_02669
OG0001212	Prbi.g_00598	Syak.g_02728
OG0001213	Prbi.g_00631	Syak.g_00025
OG0001214	Prbi.g_00640	Syak.g_00037
OG0001215	Prbi.g_00693	Syak.g_00697
OG0001216	Prbi.g_00747	Syak.g_00805
OG0001217	Prbi.g_00792	Syak.g_00138
OG0001218	Prbi.g_00800	Syak.g_01093
OG0001219	Prbi.g_00835	Syak.g_00551
OG0001220	Prbi.g_00899	Syak.g_00580
OG0001221	Prbi.g_00962	Syak.g_00390
OG0001222	Prbi.g_01001	Syak.g_00517
OG0001223	Prbi.g_01027	Syak.g_00472
OG0001224	Prbi.g_01082	Syak.g_00739
OG0001226	Prbi.g_01111	Syak.g_02239
OG0001227	Prbi.g_01130	Syak.g_00963
OG0001228	Prbi.g_01252	Syak.g_00619
OG0001229	Prbi.g_01437	Syak.g_00711
OG0001230	Prbi.g_01581	Syak.g_01030
OG0001231	Prbi.g_01687	Syak.g_01777
OG0001232	Prbi.g_01810	Syak.g_02385
OG0001233	Prbi.g_01830	Syak.g_02359
OG0001234	Prbi.g_01864	Syak.g_01374
OG0001235	Prbi.g_01874	Syak.g_01362
OG0001236	Prbi.g_01972	Syak.g_01568
OG0001237	Prbi.g_01976	Syak.g_01573
OG0001238	Prbi.g_02063	Syak.g_01926
OG0001239	Prbi.g_00078	Syak.g_02252
OG0001240	Prbi.g_00100	Syak.g_02206
OG0001241	Prbi.g_00108	Syak.g_02197
OG0001242	Prbi.g_00127	Syak.g_02168
OG0001243	Prbi.g_00133	Syak.g_02160
OG0001244	Prbi.g_00149	Syak.g_02132
OG0001245	Prbi.g_00404	Syak.g_00248
OG0001246	Prbi.g_00507	Syak.g_02604
OG0001247	Prbi.g_00686	Syak.g_00618
OG0001248	Prbi.g_00688	Syak.g_00147
OG0001249	Prbi.g_00825	Syak.g_01251
OG0001250	Prbi.g_00888	Syak.g_00602
OG0001251	Prbi.g_00935	Syak.g_01875
OG0001252	Prbi.g_01077	Syak.g_00754
OG0001253	Prbi.g_01131	Syak.g_00250
OG0001254	Prbi.g_01176	Syak.g_00272
OG0001255	Prbi.g_01191	Syak.g_00066
OG0001256	Prbi.g_01680	Syak.g_02430
OG0001257	Prbi.g_01686	Syak.g_02502
OG0001258	Prbi.g_01784	Syak.g_02420
OG0001259	Prbi.g_01828	Syak.g_02361
OG0001260	Prbi.g_01844	Syak.g_02332
OG0001261	Prbi.g_01930	Syak.g_01315
OG0001262	Prbi.g_02046	Syak.g_01734
OG0001263	Prbi.g_00136	Syak.g_02157
OG0001265	Prbi.g_00126	Syak.g_02170
OG0001266	Prbi.g_00227	Syak.g_02057
OG0001267	Prbi.g_00304	Syak.g_01459
OG0001268	Prbi.g_00363	Syak.g_01240
OG0001269	Prbi.g_00383	Syak.g_02323
OG0001270	Prbi.g_00435	Syak.g_01194
OG0001271	Prbi.g_00475	Syak.g_01121
OG0001272	Prbi.g_00489	Syak.g_02580
OG0001273	Prbi.g_00634	Syak.g_00030
OG0001274	Prbi.g_00707	Syak.g_01988
OG0001275	Prbi.g_01037	Syak.g_00633
OG0001276	Prbi.g_01061	Syak.g_00649
OG0001277	Prbi.g_01119	Syak.g_01829
OG0001278	Prbi.g_01257	Syak.g_00671
OG0001279	Prbi.g_01332	Syak.g_00105
OG0001280	Prbi.g_01390	Syak.g_00933
OG0001281	Prbi.g_01396	Syak.g_00944
OG0001282	Prbi.g_01440	Syak.g_02564
OG0001283	Prbi.g_01459	Syak.g_01818
OG0001284	Prbi.g_01660	Syak.g_02446
OG0001285	Prbi.g_01813	Syak.g_02381
OG0001286	Prbi.g_01942	Syak.g_01301
OG0001287	Prbi.g_01996	Syak.g_01652
OG0001288	Prbi.g_02005	Syak.g_01686
OG0001289	Prbi.g_00094	Syak.g_02222
OG0001290	Prbi.g_00107	Syak.g_02198
OG0001291	Prbi.g_00143	Syak.g_02147
OG0001292	Prbi.g_00272	Syak.g_01410
OG0001293	Prbi.g_00285	Syak.g_01432
OG0001294	Prbi.g_00402	Syak.g_00355
OG0001295	Prbi.g_00469	Syak.g_00740
OG0001296	Prbi.g_00512	Syak.g_02610
OG0001297	Prbi.g_00517	Syak.g_02614
OG0001298	Prbi.g_00579	Syak.g_02703
OG0001299	Prbi.g_00669	Syak.g_00349
OG0001300	Prbi.g_00696	Syak.g_00706
OG0001301	Prbi.g_00699	Syak.g_00721
OG0001302	Prbi.g_00834	Syak.g_00068
OG0001303	Prbi.g_01041	Syak.g_00548
OG0001304	Prbi.g_01071	Syak.g_00664
OG0001305	Prbi.g_01090	Syak.g_00728
OG0001306	Prbi.g_01193	Syak.g_00915
OG0001307	Prbi.g_01422	Syak.g_00344
OG0001308	Prbi.g_01601	Syak.g_01054
OG0001309	Prbi.g_01684	Syak.g_02620
OG0001311	Prbi.g_01063	Syak.g_00651
OG0001312	Prbi.g_00990	Syak.g_00537
OG0001314	Prbi.g_00723, Prbi.g_00783	Syak.g_00124
OG0001315	Prbi.g_00068	Syak.g_01284
OG0001316	Prbi.g_00148	Syak.g_02140
OG0001317	Prbi.g_00258	Syak.g_02302
OG0001318	Prbi.g_00280	Syak.g_01424
OG0001319	Prbi.g_00296	Syak.g_01448
OG0001321	Prbi.g_00452	Syak.g_01172
OG0001322	Prbi.g_00453	Syak.g_01171
OG0001323	Prbi.g_00522	Syak.g_02623
OG0001324	Prbi.g_00697	Syak.g_00707
OG0001325	Prbi.g_00750	Syak.g_00800
OG0001326	Prbi.g_00923	Syak.g_01870, Syak.g_01154
OG0001327	Prbi.g_01102	Syak.g_00362
OG0001328	Prbi.g_01129	Syak.g_00383
OG0001329	Prbi.g_01169	Syak.g_00280
OG0001330	Prbi.g_01362	Syak.g_00925
OG0001331	Prbi.g_01445	Syak.g_02559
OG0001332	Prbi.g_01633	Syak.g_02485
OG0001333	Prbi.g_01824	Syak.g_02365
OG0001334	Prbi.g_01962	Syak.g_01274
OG0001335	Prbi.g_01963	Syak.g_01273
OG0001336	Prbi.g_02089	Syak.g_01817
OG0001340	Prbi.g_00352	Syak.g_01261
OG0001343	Prbi.g_00932	Syak.g_01877
OG0001344	Prbi.g_01211	Syak.g_00893
OG0001345	Prbi.g_01226	Syak.g_00856
OG0001346	Prbi.g_01392	Syak.g_00937
OG0001348	Prbi.g_01707	Syak.g_00774
OG0001350	Prbi.g_01748	Syak.g_02306
OG0001351	Prbi.g_00455	Syak.g_01164
OG0001352	Prbi.g_00683	Syak.g_00764
OG0001353	Prbi.g_00879	Syak.g_00612
OG0001354	Prbi.g_01019	Syak.g_00485
OG0001355	Prbi.g_01724	Syak.g_00144
OG0001356	Prbi.g_01301	Syak.g_00773
OG0001358	Prbi.g_00622	Syak.g_00007
OG0001359	Prbi.g_00933	Syak.g_01878
OG0001360	Prbi.g_01132	Syak.g_00854
OG0001361	Prbi.g_01223	Syak.g_00859
OG0001364	Prbi.g_01965	Syak.g_01552
OG0001365	Prbi.g_02056	Syak.g_01937
OG0001369	Prbi.g_01522, Prbi.g_00099	Syak.g_02207
OG0001371	Prbi.g_00682	Syak.g_02231
OG0001373	Prbi.g_00922	Syak.g_01871
OG0001374	Prbi.g_00930	Syak.g_01863
OG0001375	Prbi.g_00931	Syak.g_01876
OG0001376	Prbi.g_01096	Syak.g_01916
OG0001377	Prbi.g_01097	Syak.g_01917
OG0001378	Prbi.g_01141	Syak.g_01196
OG0001379	Prbi.g_01385	Syak.g_00927
OG0001380	Prbi.g_01427	Syak.g_00237
OG0001382	Prbi.g_01699	Syak.g_01169
OG0001385	Prbi.g_00919	Syak.g_01874
OG0001386	Prbi.g_00920	Syak.g_01873
OG0001387	Prbi.g_00921	Syak.g_01872
OG0001388	Prbi.g_00924	Syak.g_01869
OG0001389	Prbi.g_00925	Syak.g_01868
OG0001390	Prbi.g_00926	Syak.g_01867
OG0001391	Prbi.g_00927	Syak.g_01866
OG0001392	Prbi.g_00928	Syak.g_01865
OG0001393	Prbi.g_00929	Syak.g_01864
OG0001394	Prbi.g_00966	Syak.g_00399
OG0001395	Prbi.g_01073	Syak.g_00789
OG0001399	Prbi.g_01866	Syak.g_01977, Syak.g_01103
OG0001402	Prbi.g_00808	Syak.g_00012
OG0001405	Prbi.g_00350	Syak.g_01271
OG0001406	Prbi.g_01095	Syak.g_01915
OG0001408	Prbi.g_01114	Syak.g_00087
OG0001409	Prbi.g_01214	Syak.g_00878
OG0001410	Prbi.g_01423	Syak.g_00343
OG0001413	Prbi.g_01675	Syak.g_00103
OG0001416	Prbi.g_00460	Syak.g_00941
OG0001417	Prbi.g_00471	Syak.g_00486
OG0001420	Prbi.g_01150	Syak.g_00997, Syak.g_02635
OG0001422	Prbi.g_01705	Syak.g_00928
OG0001425	Prbi.g_02066	Syak.g_01922
OG0001429	Prbi.g_00836	Syak.g_00547
OG0001430	Prbi.g_01356	Syak.g_01949, Syak.g_00314
OG0001432	Prbi.g_01673	Syak.g_00095
OG0001433	Prbi.g_01302	Syak.g_00771
OG0001435	Prbi.g_00947	Syak.g_00369
OG0001438	Prbi.g_00317	Syak.g_01475
OG0001439	Prbi.g_00331	Syak.g_01506
OG0001442	Prbi.g_00781	Syak.g_00415
OG0001447	Prbi.g_00134	Syak.g_02159
OG0001448	Prbi.g_00391	Syak.g_00121
OG0001449	Prbi.g_00421	Syak.g_01401
OG0001452	Prbi.g_00937	Syak.g_01419
OG0001453	Prbi.g_01031	Syak.g_00465
OG0001454	Prbi.g_01125	Syak.g_00249
OG0001456	Prbi.g_01184	Syak.g_01855
OG0001457	Prbi.g_01185	Syak.g_01854
OG0001458	Prbi.g_01186	Syak.g_01853
OG0001459	Prbi.g_01344	Syak.g_00311
OG0001460	Prbi.g_01303	Syak.g_00770
OG0001461	Prbi.g_01545	Syak.g_00276
OG0001462	Prbi.g_00034	Syak.g_01750
OG0001464	Prbi.g_00353	Syak.g_01260
OG0001465	Prbi.g_00706	Syak.g_00775
OG0001467	Prbi.g_00826	Syak.g_01022
OG0001471	Prbi.g_01676	Syak.g_01501
OG0001473	Prbi.g_02013	Syak.g_00102
OG0001474	Prbi.g_00364	Syak.g_01239
OG0001475	Prbi.g_01472	Syak.g_01594
OG0001479	Prbi.g_00361	Syak.g_01242
OG0001480	Prbi.g_00393	Syak.g_00084
OG0001482	Prbi.g_00458	Syak.g_00476
OG0001486	Prbi.g_01205	Syak.g_00900
OG0001492	Prbi.g_01254	Syak.g_00668
OG0001493	Prbi.g_01262	Syak.g_00676
OG0001495	Prbi.g_01871	Syak.g_01357
OG0001502	Prbi.g_00817	Syak.g_00586
OG0001504	Prbi.g_01345	Syak.g_00310
OG0001508	Prbi.g_01473	Syak.g_01591
OG0001513	Prbi.g_01761	Syak.g_01572
OG0001520	Prbi.g_00416	Syak.g_02689
OG0001546	Prbi.g_00527	Syak.g_02627
OG0001547	Prbi.g_00819	Syak.g_00564
OG0001551	Prbi.g_01183	Syak.g_00689
OG0001553	Prbi.g_01586	Syak.g_01037
OG0001554	Prbi.g_01682	Syak.g_01945
OG0001557	Prbi.g_00967	Syak.g_00400
OG0001564	Prbi.g_01485	Syak.g_01860
OG0001567	Prbi.g_00818	Syak.g_00565
OG0001568	Prbi.g_00820	Syak.g_00562
OG0001570	Prbi.g_01152	Syak.g_00574
OG0001572	Prbi.g_01326	Syak.g_00097
OG0001582	Prbi.g_00470	Syak.g_00231
OG0001590	Prbi.g_01538	Syak.g_00029, Syak.g_00325, Syak.g_00268
OG0001602	Prbi.g_00705	Syak.g_00776
OG0001625	Prbi.g_00282	Syak.g_01426
OG0001633	Prbi.g_01436	Syak.g_00662
OG0001647	Prbi.g_00297	Syak.g_01450
OG0001695	Prbi.g_01299, Prbi.g_01550	Syak.g_01836
OG0001740	Prbi.g_01298, Prbi.g_01551	Syak.g_01833
OG0001745	Prbi.g_01672	Syak.g_00281
OG0001758	Prbi.g_01756	Syak.g_00292
OG0001770	Prbi.g_01537	Syak.g_00323
OG0001875	Prbi.g_01757	Syak.g_00293
OG0001876	Prbi.g_01758	Syak.g_00294
OG0001928	Prbi.g_01529	Syak.g_00975, Syak.g_00976
OG0001995	Prbi.g_01411	Syak.g_00962
OG0002020	Prbi.g_01297, Prbi.g_01552	Syak.g_01840
OG0002021	Prbi.g_01295, Prbi.g_01554	Syak.g_01842
OG0002022	Prbi.g_01294, Prbi.g_01555	Syak.g_01843
OG0002023	Prbi.g_01293, Prbi.g_01556	Syak.g_01844
OG0002024	Prbi.g_01289, Prbi.g_01560	Syak.g_01850
OG0002054	Prbi.g_01288, Prbi.g_01561	Syak.g_01851
OG0002055	Prbi.g_01291, Prbi.g_01558	Syak.g_01848
OG0002125	Prbi.g_00163, Prbi.g_00717	Syak.g_01111, Syak.g_01098
OG0002131	Prbi.g_01296, Prbi.g_01553	Syak.g_01841
OG0002132	Prbi.g_01292, Prbi.g_01557	Syak.g_01847
OG0002133	Prbi.g_01290, Prbi.g_01559	Syak.g_01849
OG0002178	Prbi.g_01286, Prbi.g_01563	Syak.g_01845
OG0002380	Prbi.g_00425	Syak.g_00175
OG0002692	Prbi.g_01722	Syak.g_00245
OG0002785	Prbi.g_00725	Syak.g_02518
OG0004107	Prbi.g_00161	Syak.g_01108
OG0004285	Prbi.g_01535, Prbi.g_02014	Syak.g_02266
OG0004718	Prbi.g_01477	Syak.g_01618
