Orthogroup	Prbm	Syao
OG0001136	Prbm.g_01552	Syao.g_00126
OG0001137	Prbm.g_01539	Syao.g_00194
OG0001138	Prbm.g_01518	Syao.g_00227
OG0001139	Prbm.g_01516	Syao.g_00225
OG0001140	Prbm.g_01515	Syao.g_00224
OG0001141	Prbm.g_01514	Syao.g_00254
OG0001142	Prbm.g_01513	Syao.g_00253
OG0001143	Prbm.g_01506	Syao.g_00243
OG0001144	Prbm.g_01501	Syao.g_00276
OG0001145	Prbm.g_01603	Syao.g_01446
OG0001146	Prbm.g_01615	Syao.g_01455
OG0001147	Prbm.g_01634	Syao.g_00095
OG0001148	Prbm.g_01662	Syao.g_00038
OG0001149	Prbm.g_01663	Syao.g_00039
OG0001150	Prbm.g_01664	Syao.g_00040
OG0001151	Prbm.g_01675	Syao.g_02706
OG0001152	Prbm.g_01676	Syao.g_02707
OG0001153	Prbm.g_01740	Syao.g_00083
OG0001154	Prbm.g_01741	Syao.g_00084
OG0001155	Prbm.g_01757	Syao.g_01747
OG0001156	Prbm.g_01760	Syao.g_01744
OG0001157	Prbm.g_01761	Syao.g_01743
OG0001158	Prbm.g_01762	Syao.g_01742
OG0001159	Prbm.g_01763	Syao.g_01741
OG0001160	Prbm.g_01789	Syao.g_01579
OG0001161	Prbm.g_01586	Syao.g_02373
OG0001162	Prbm.g_01801	Syao.g_02650
OG0001163	Prbm.g_01833	Syao.g_01571
OG0001164	Prbm.g_01837	Syao.g_01564
OG0001165	Prbm.g_01840	Syao.g_01559
OG0001166	Prbm.g_01858	Syao.g_01673
OG0001167	Prbm.g_01876	Syao.g_01006
OG0001168	Prbm.g_01877	Syao.g_01648
OG0001169	Prbm.g_01879	Syao.g_01646
OG0001170	Prbm.g_01881	Syao.g_01644
OG0001171	Prbm.g_01891	Syao.g_01632
OG0001172	Prbm.g_01952	Syao.g_01914
OG0001173	Prbm.g_01953	Syao.g_01915
OG0001174	Prbm.g_01961	Syao.g_01923
OG0001175	Prbm.g_01962	Syao.g_01924
OG0001176	Prbm.g_01974	Syao.g_01799
OG0001177	Prbm.g_01972	Syao.g_01802
OG0001178	Prbm.g_01345	Syao.g_01541
OG0001179	Prbm.g_02016	Syao.g_01768
OG0001180	Prbm.g_02039	Syao.g_01833
OG0001181	Prbm.g_02043	Syao.g_01829
OG0001182	Prbm.g_02052	Syao.g_01820
OG0001183	Prbm.g_02058	Syao.g_01851
OG0001184	Prbm.g_02074	Syao.g_02264
OG0001185	Prbm.g_02089	Syao.g_02147
OG0001186	Prbm.g_02140	Syao.g_02173
OG0001187	Prbm.g_02145	Syao.g_02171
OG0001188	Prbm.g_02147	Syao.g_02169
OG0001189	Prbm.g_02164	Syao.g_02215
OG0001190	Prbm.g_02169	Syao.g_02436
OG0001191	Prbm.g_02179	Syao.g_02449
OG0001192	Prbm.g_02184	Syao.g_02367
OG0001193	Prbm.g_02197	Syao.g_02284
OG0001194	Prbm.g_02198	Syao.g_02285
OG0001195	Prbm.g_02199	Syao.g_02286
OG0001196	Prbm.g_02219	Syao.g_02341
OG0001197	Prbm.g_02221	Syao.g_02343
OG0001198	Prbm.g_02230	Syao.g_02158
OG0001199	Prbm.g_00131	Syao.g_02623
OG0001200	Prbm.g_00133	Syao.g_02625
OG0001201	Prbm.g_00165	Syao.g_02601
OG0001202	Prbm.g_00259	Syao.g_02461
OG0001203	Prbm.g_00298	Syao.g_00296, Syao.g_01705
OG0001204	Prbm.g_00304	Syao.g_02117
OG0001205	Prbm.g_00455	Syao.g_01620
OG0001206	Prbm.g_00491	Syao.g_02701, Syao.g_02702
OG0001207	Prbm.g_00502	Syao.g_00035
OG0001208	Prbm.g_00508	Syao.g_00026
OG0001209	Prbm.g_00568	Syao.g_01415
OG0001210	Prbm.g_00573	Syao.g_00882
OG0001211	Prbm.g_00583	Syao.g_00861
OG0001212	Prbm.g_00626	Syao.g_01001
OG0001213	Prbm.g_00660	Syao.g_01322
OG0001214	Prbm.g_00668	Syao.g_00896
OG0001215	Prbm.g_00727	Syao.g_00700
OG0001216	Prbm.g_00744	Syao.g_00492
OG0001218	Prbm.g_00785	Syao.g_00092
OG0001219	Prbm.g_00957	Syao.g_00651
OG0001220	Prbm.g_00867	Syao.g_00393
OG0001221	Prbm.g_00941	Syao.g_01657
OG0001222	Prbm.g_00889	Syao.g_00687
OG0001223	Prbm.g_01005	Syao.g_00820
OG0001224	Prbm.g_01060	Syao.g_00427
OG0001226	Prbm.g_01945	Syao.g_02633
OG0001227	Prbm.g_01085	Syao.g_01047
OG0001228	Prbm.g_01498	Syao.g_02256
OG0001229	Prbm.g_01176	Syao.g_00220
OG0001230	Prbm.g_01701	Syao.g_01503
OG0001231	Prbm.g_00789	Syao.g_02254
OG0001232	Prbm.g_01862	Syao.g_01664
OG0001233	Prbm.g_01882	Syao.g_01643
OG0001234	Prbm.g_01964	Syao.g_02035
OG0001235	Prbm.g_01968	Syao.g_01863
OG0001236	Prbm.g_02071	Syao.g_02261
OG0001237	Prbm.g_02075	Syao.g_02265
OG0001238	Prbm.g_02180	Syao.g_02451
OG0001239	Prbm.g_00128	Syao.g_02620
OG0001240	Prbm.g_00150	Syao.g_02669
OG0001242	Prbm.g_00178	Syao.g_02576
OG0001243	Prbm.g_00185	Syao.g_02584
OG0001244	Prbm.g_00201	Syao.g_02477
OG0001245	Prbm.g_01353	Syao.g_00362
OG0001247	Prbm.g_00719	Syao.g_00390
OG0001249	Prbm.g_00395	Syao.g_01882
OG0001251	Prbm.g_01937	Syao.g_00641
OG0001252	Prbm.g_01055	Syao.g_00507
OG0001253	Prbm.g_01806	Syao.g_01220
OG0001254	Prbm.g_01912	Syao.g_01426
OG0001255	Prbm.g_01566	Syao.g_00920
OG0001256	Prbm.g_01797	Syao.g_01572
OG0001258	Prbm.g_01838	Syao.g_01561
OG0001259	Prbm.g_01880	Syao.g_01645
OG0001260	Prbm.g_01897	Syao.g_01623
OG0001261	Prbm.g_02024	Syao.g_01814
OG0001262	Prbm.g_02162	Syao.g_02213
OG0001263	Prbm.g_00188	Syao.g_02541
OG0001277	Prbm.g_02207	Syao.g_01334
OG0001279	Prbm.g_01171	Syao.g_01528
OG0001282	Prbm.g_01661	Syao.g_00037
OG0001283	Prbm.g_02215	Syao.g_02335
OG0001284	Prbm.g_01783	Syao.g_01587
OG0001285	Prbm.g_01865	Syao.g_01010
OG0001286	Prbm.g_02037	Syao.g_01835
OG0001288	Prbm.g_02106	Syao.g_02187
OG0001289	Prbm.g_00144	Syao.g_02649
OG0001294	Prbm.g_01649, Prbm.g_01584	Syao.g_00948
OG0001295	Prbm.g_01574	Syao.g_00878
OG0001296	Prbm.g_00543	Syao.g_00163
OG0001297	Prbm.g_00548	Syao.g_00159
OG0001299	Prbm.g_00698	Syao.g_00942
OG0001302	Prbm.g_00955	Syao.g_02711
OG0001303	Prbm.g_01273	Syao.g_00649
OG0001304	Prbm.g_01046	Syao.g_00466
OG0001305	Prbm.g_00884	Syao.g_00382
OG0001306	Prbm.g_01564	Syao.g_00141
OG0001308	Prbm.g_01720	Syao.g_01500
OG0001310	Prbm.g_01852	Syao.g_01681
OG0001311	Prbm.g_01038	Syao.g_00452
OG0001312	Prbm.g_00966	Syao.g_00635
OG0001314	Prbm.g_01169	Syao.g_01276
OG0001315	Prbm.g_02056	Syao.g_01853
OG0001317	Prbm.g_00294	Syao.g_01701
OG0001318	Prbm.g_00316	Syao.g_02099
OG0001325	Prbm.g_00747	Syao.g_00487
OG0001326	Prbm.g_01929	Syao.g_02293
OG0001327	Prbm.g_00918	Syao.g_00953
OG0001328	Prbm.g_00937	Syao.g_00198
OG0001329	Prbm.g_01805	Syao.g_00876
OG0001330	Prbm.g_01604	Syao.g_01444
OG0001331	Prbm.g_01666	Syao.g_00042
OG0001332	Prbm.g_01755	Syao.g_01244
OG0001335	Prbm.g_02062	Syao.g_01913
OG0001336	Prbm.g_02216	Syao.g_02336
OG0001337	Prbm.g_00387	Syao.g_01893
OG0001340	Prbm.g_00388	Syao.g_01892
OG0001341	Prbm.g_00091	Syao.g_00602
OG0001343	Prbm.g_00909	Syao.g_01235
OG0001345	Prbm.g_01528	Syao.g_00179
OG0001347	Prbm.g_02118	Syao.g_02725
OG0001351	Prbm.g_00481	Syao.g_00060
OG0001354	Prbm.g_00998	Syao.g_00833
OG0001357	Prbm.g_00463	Syao.g_00369
OG0001359	Prbm.g_00910	Syao.g_01234
OG0001360	Prbm.g_01526	Syao.g_00177
OG0001365	Prbm.g_02173	Syao.g_02441
OG0001368	Prbm.g_01187, Prbm.g_01168	Syao.g_02118
OG0001369	Prbm.g_00149	Syao.g_02668
OG0001371	Prbm.g_00713	Syao.g_02638
OG0001372	Prbm.g_00047	Syao.g_00368
OG0001373	Prbm.g_01928	Syao.g_02291, Syao.g_02292
OG0001374	Prbm.g_01936	Syao.g_02300
OG0001375	Prbm.g_00908	Syao.g_01236
OG0001376	Prbm.g_00896	Syao.g_00617
OG0001377	Prbm.g_00897	Syao.g_00618
OG0001378	Prbm.g_00443	Syao.g_01732
OG0001380	Prbm.g_01573	Syao.g_00360
OG0001385	Prbm.g_01925	Syao.g_02288
OG0001386	Prbm.g_01926	Syao.g_02289
OG0001387	Prbm.g_01927	Syao.g_02290
OG0001388	Prbm.g_01930	Syao.g_02294
OG0001389	Prbm.g_01931	Syao.g_02295
OG0001390	Prbm.g_01932	Syao.g_02296
OG0001391	Prbm.g_01933	Syao.g_02297
OG0001392	Prbm.g_01934	Syao.g_02298
OG0001393	Prbm.g_01935	Syao.g_02299
OG0001394	Prbm.g_00945	Syao.g_00983
OG0001395	Prbm.g_01049	Syao.g_00470
OG0001396	Prbm.g_02119	Syao.g_02726
OG0001398	Prbm.g_00761	Syao.g_02641
OG0001399	Prbm.g_00080	Syao.g_01861
OG0001401	Prbm.g_01225, Prbm.g_00851	Syao.g_00434
OG0001402	Prbm.g_00655	Syao.g_01338
OG0001403	Prbm.g_00030	Syao.g_02235
OG0001405	Prbm.g_00381	Syao.g_01911
OG0001406	Prbm.g_00895	Syao.g_00616
OG0001407	Prbm.g_00900	Syao.g_00519
OG0001408	Prbm.g_00104	Syao.g_01384
OG0001412	Prbm.g_02117	Syao.g_02122
OG0001415	Prbm.g_00290	Syao.g_00999
OG0001417	Prbm.g_01583	Syao.g_00657
OG0001418	Prbm.g_00720	Syao.g_00212
OG0001419	Prbm.g_00781	Syao.g_00520
OG0001420	Prbm.g_01159	Syao.g_01403
OG0001422	Prbm.g_01080	Syao.g_00284
OG0001425	Prbm.g_02183	Syao.g_02366
OG0001429	Prbm.g_00958	Syao.g_00648
OG0001432	Prbm.g_01027	Syao.g_01219
OG0001433	Prbm.g_01146, Prbm.g_01432	Syao.g_00300
OG0001434	Prbm.g_00949	Syao.g_00988
OG0001435	Prbm.g_00925	Syao.g_00961
OG0001437	Prbm.g_00289	Syao.g_00998
OG0001439	Prbm.g_00363	Syao.g_02026
OG0001441	Prbm.g_00555	Syao.g_01394
OG0001442	Prbm.g_01690	Syao.g_00738
OG0001443	Prbm.g_01919	Syao.g_02369
OG0001445	Prbm.g_01264, Prbm.g_00074, Prbm.g_00073, Prbm.g_00473, Prbm.g_00474, Prbm.g_01462, Prbm.g_00475, Prbm.g_00476, Prbm.g_01280, Prbm.g_01596, Prbm.g_02132	Syao.g_02275
OG0001447	Prbm.g_00186	Syao.g_02585
OG0001453	Prbm.g_01008	Syao.g_00814
OG0001454	Prbm.g_01346	Syao.g_01295
OG0001456	Prbm.g_01592	Syao.g_00708
OG0001457	Prbm.g_01591	Syao.g_00709
OG0001458	Prbm.g_01590	Syao.g_00710
OG0001459	Prbm.g_01438	Syao.g_00583
OG0001460	Prbm.g_01431, Prbm.g_01147	Syao.g_00299
OG0001461	Prbm.g_00071	Syao.g_00788
OG0001467	Prbm.g_00117	Syao.g_01225
OG0001468	Prbm.g_00907	Syao.g_00604
OG0001471	Prbm.g_01585	Syao.g_02031
OG0001473	Prbm.g_01645	Syao.g_00621
OG0001474	Prbm.g_00405	Syao.g_01870
OG0001475	Prbm.g_02136	Syao.g_02177
OG0001476	Prbm.g_01541	Syao.g_00324
OG0001477	Prbm.g_01829	Syao.g_00408
OG0001486	Prbm.g_01551	Syao.g_00125
OG0001487	Prbm.g_01748	Syao.g_00091
OG0001488	Prbm.g_01535	Syao.g_00190
OG0001489	Prbm.g_02049	Syao.g_01823
OG0001495	Prbm.g_01971	Syao.g_01803
OG0001496	Prbm.g_01831	Syao.g_00410
OG0001497	Prbm.g_01830	Syao.g_00409
OG0001498	Prbm.g_00424	Syao.g_01717
OG0001507	Prbm.g_01157	Syao.g_00874
OG0001508	Prbm.g_02139	Syao.g_02174
OG0001509	Prbm.g_02121	Syao.g_02727
OG0001510	Prbm.g_02100	Syao.g_01944
OG0001511	Prbm.g_00169	Syao.g_02593
OG0001512	Prbm.g_01824	Syao.g_01707
OG0001513	Prbm.g_00046	Syao.g_02457
OG0001514	Prbm.g_01832	Syao.g_00411
OG0001515	Prbm.g_00729	Syao.g_00626
OG0001517	Prbm.g_00401	Syao.g_01876
OG0001518	Prbm.g_02182	Syao.g_02365
OG0001519	Prbm.g_02187	Syao.g_02371
OG0001520	Prbm.g_00467	Syao.g_01044
OG0001522	Prbm.g_00847	Syao.g_00568
OG0001525	Prbm.g_00086	Syao.g_00881
OG0001526	Prbm.g_00952	Syao.g_02559
OG0001528	Prbm.g_02137	Syao.g_02176
OG0001529	Prbm.g_00050	Syao.g_02222
OG0001530	Prbm.g_00168	Syao.g_02591
OG0001532	Prbm.g_01517	Syao.g_00226
OG0001534	Prbm.g_01047	Syao.g_00467
OG0001535	Prbm.g_01036	Syao.g_00448
OG0001536	Prbm.g_00984	Syao.g_00679
OG0001537	Prbm.g_00942	Syao.g_00977
OG0001538	Prbm.g_00819	Syao.g_00761
OG0001539	Prbm.g_00920	Syao.g_00956
OG0001540	Prbm.g_00190	Syao.g_02543
OG0001541	Prbm.g_00239	Syao.g_02518
OG0001542	Prbm.g_00245	Syao.g_02527
OG0001543	Prbm.g_00892	Syao.g_02382
OG0001544	Prbm.g_02186	Syao.g_02370
OG0001545	Prbm.g_02206	Syao.g_02312
OG0001553	Prbm.g_01707	Syao.g_01510
OG0001556	Prbm.g_01423	Syao.g_00311
OG0001558	Prbm.g_01221, Prbm.g_01282	Syao.g_02251
OG0001559	Prbm.g_00167	Syao.g_02590
OG0001560	Prbm.g_00157	Syao.g_02595
OG0001561	Prbm.g_01040	Syao.g_00454
OG0001562	Prbm.g_01030	Syao.g_00795
OG0001563	Prbm.g_02032	Syao.g_01841
OG0001564	Prbm.g_02124	Syao.g_00883
OG0001566	Prbm.g_00710	Syao.g_01198
OG0001570	Prbm.g_01241, Prbm.g_01240	Syao.g_00286
OG0001575	Prbm.g_00598	Syao.g_00843
OG0001576	Prbm.g_01623	Syao.g_01474
OG0001577	Prbm.g_01554	Syao.g_00128
OG0001578	Prbm.g_01294	Syao.g_02304
OG0001579	Prbm.g_00385	Syao.g_01907
OG0001584	Prbm.g_00804	Syao.g_00746
OG0001589	Prbm.g_01884	Syao.g_01639, Syao.g_01640
OG0001591	Prbm.g_00705	Syao.g_00950
OG0001613	Prbm.g_02055	Syao.g_01854
OG0001623	Prbm.g_00389	Syao.g_01889, Syao.g_00405
OG0001634	Prbm.g_00701	Syao.g_00945
OG0001642	Prbm.g_01643	Syao.g_00233
OG0001644	Prbm.g_00757	Syao.g_00474
OG0001652	Prbm.g_01219	Syao.g_02253
OG0001656	Prbm.g_00384	Syao.g_01908
OG0001659	Prbm.g_01521	Syao.g_00020
OG0001671	Prbm.g_01212	Syao.g_02387
OG0001673	Prbm.g_00292	Syao.g_02713
OG0001676	Prbm.g_00386	Syao.g_01895
OG0001691	Prbm.g_01050	Syao.g_00729
OG0001692	Prbm.g_01705	Syao.g_01508
OG0001694	Prbm.g_00338	Syao.g_02061
OG0001695	Prbm.g_02203	Syao.g_02308
OG0001700	Prbm.g_01430	Syao.g_00307
OG0001703	Prbm.g_00503	Syao.g_00034
OG0001715	Prbm.g_01192	Syao.g_00278
OG0001733	Prbm.g_01421	Syao.g_00310
OG0001739	Prbm.g_02202	Syao.g_02306
OG0001740	Prbm.g_02205	Syao.g_02310
OG0001748	Prbm.g_01213	Syao.g_02389
OG0001769	Prbm.g_01474	Syao.g_00916
OG0001775	Prbm.g_00112	Syao.g_00655
OG0001782	Prbm.g_00531, Prbm.g_01288	Syao.g_01965
OG0001816	Prbm.g_00917	Syao.g_00952
OG0001837	Prbm.g_01214	Syao.g_02388
OG0001915	Prbm.g_02223	Syao.g_02195
OG0001923	Prbm.g_00116	Syao.g_01982, Syao.g_02124
OG0001954	Prbm.g_01183	Syao.g_00921
OG0001955	Prbm.g_00098	Syao.g_00609
OG0001956	Prbm.g_00872	Syao.g_01376
OG0001990	Prbm.g_00069	Syao.g_02311
OG0002018	Prbm.g_02204	Syao.g_02309
OG0002229	Prbm.g_02113	Syao.g_02126
OG0002347	Prbm.g_01868	Syao.g_01659
OG0002506	Prbm.g_00903	Syao.g_00332
OG0002559	Prbm.g_01452	Syao.g_01196
OG0002582	Prbm.g_02120	Syao.g_02270
OG0002591	Prbm.g_01920	Syao.g_01806
OG0002629	Prbm.g_01416, Prbm.g_01304	Syao.g_01267
OG0002664	Prbm.g_01449	Syao.g_01307
OG0003418	Prbm.g_02135	Syao.g_02125
OG0003797	Prbm.g_01178	Syao.g_01264
OG0003804	Prbm.g_02116	Syao.g_02271
OG0004256	Prbm.g_02134	Syao.g_02123
