Orthogroup	Prbm	Syag
OG0001131	Prbm.g_00894	Syag.g_00624
OG0001132	Prbm.g_01103	Syag.g_00096
OG0001133	Prbm.g_01079	Syag.g_00380
OG0001134	Prbm.g_01910	Syag.g_02164
OG0001135	Prbm.g_01913	Syag.g_00147
OG0001136	Prbm.g_01552	Syag.g_01144
OG0001137	Prbm.g_01539	Syag.g_01123
OG0001138	Prbm.g_01518	Syag.g_01090
OG0001139	Prbm.g_01516	Syag.g_01088
OG0001140	Prbm.g_01515	Syag.g_01087
OG0001141	Prbm.g_01514	Syag.g_01086
OG0001142	Prbm.g_01513	Syag.g_01085
OG0001143	Prbm.g_01506	Syag.g_01077
OG0001144	Prbm.g_01501	Syag.g_01064
OG0001145	Prbm.g_01603	Syag.g_01169
OG0001146	Prbm.g_01615	Syag.g_01218
OG0001147	Prbm.g_01634	Syag.g_01360
OG0001148	Prbm.g_01662	Syag.g_01539
OG0001149	Prbm.g_01663	Syag.g_01540
OG0001150	Prbm.g_01664	Syag.g_01541
OG0001151	Prbm.g_01675	Syag.g_01554
OG0001152	Prbm.g_01676	Syag.g_01555
OG0001153	Prbm.g_01740	Syag.g_01375
OG0001154	Prbm.g_01741	Syag.g_01374
OG0001155	Prbm.g_01757	Syag.g_01616
OG0001156	Prbm.g_01760	Syag.g_01619
OG0001157	Prbm.g_01761	Syag.g_01620
OG0001158	Prbm.g_01762	Syag.g_01621
OG0001159	Prbm.g_01763	Syag.g_01622, Syag.g_01625
OG0001160	Prbm.g_01789	Syag.g_01666
OG0001161	Prbm.g_01586	Syag.g_02163
OG0001162	Prbm.g_01801	Syag.g_01238
OG0001163	Prbm.g_01833	Syag.g_01674
OG0001164	Prbm.g_01837	Syag.g_01680
OG0001165	Prbm.g_01840	Syag.g_01685
OG0001166	Prbm.g_01858	Syag.g_01715
OG0001167	Prbm.g_01876	Syag.g_02383
OG0001168	Prbm.g_01877	Syag.g_01740
OG0001169	Prbm.g_01879	Syag.g_01742
OG0001170	Prbm.g_01881	Syag.g_01744
OG0001171	Prbm.g_01891	Syag.g_01755
OG0001172	Prbm.g_01952	Syag.g_02693
OG0001173	Prbm.g_01953	Syag.g_02694
OG0001174	Prbm.g_01961	Syag.g_02703
OG0001175	Prbm.g_01962	Syag.g_02704
OG0001176	Prbm.g_01974	Syag.g_02723
OG0001177	Prbm.g_01972	Syag.g_02720
OG0001178	Prbm.g_01345	Syag.g_01694
OG0001179	Prbm.g_02016	Syag.g_02754
OG0001180	Prbm.g_02039	Syag.g_02780
OG0001181	Prbm.g_02043	Syag.g_02784
OG0001182	Prbm.g_02052	Syag.g_02793
OG0001183	Prbm.g_02058	Syag.g_02798
OG0001184	Prbm.g_02074	Syag.g_02428
OG0001185	Prbm.g_02089	Syag.g_02399
OG0001186	Prbm.g_02140	Syag.g_02364
OG0001187	Prbm.g_02145	Syag.g_02361
OG0001188	Prbm.g_02147	Syag.g_02359
OG0001189	Prbm.g_02164	Syag.g_02334
OG0001190	Prbm.g_02169	Syag.g_02126
OG0001191	Prbm.g_02179	Syag.g_02142
OG0001192	Prbm.g_02184	Syag.g_02149
OG0001193	Prbm.g_02197	Syag.g_02182
OG0001194	Prbm.g_02198	Syag.g_02185
OG0001195	Prbm.g_02199	Syag.g_02186
OG0001196	Prbm.g_02219	Syag.g_02254
OG0001197	Prbm.g_02221	Syag.g_02256
OG0001198	Prbm.g_02230	Syag.g_02269
OG0001199	Prbm.g_00131	Syag.g_01825
OG0001200	Prbm.g_00133	Syag.g_01827
OG0001201	Prbm.g_00165	Syag.g_01886
OG0001202	Prbm.g_00259	Syag.g_02032
OG0001203	Prbm.g_00298	Syag.g_01783
OG0001204	Prbm.g_00304	Syag.g_02673
OG0001206	Prbm.g_00491	Syag.g_01328
OG0001207	Prbm.g_00502	Syag.g_01536
OG0001208	Prbm.g_00508	Syag.g_01526
OG0001209	Prbm.g_00568	Syag.g_01451
OG0001210	Prbm.g_00573	Syag.g_01442
OG0001211	Prbm.g_00583	Syag.g_00272
OG0001212	Prbm.g_00626	Syag.g_00334
OG0001213	Prbm.g_00660	Syag.g_00394
OG0001214	Prbm.g_00668	Syag.g_00412
OG0001215	Prbm.g_00727	Syag.g_01014
OG0001216	Prbm.g_00744	Syag.g_00920
OG0001217	Prbm.g_00111	Syag.g_00151
OG0001218	Prbm.g_00785	Syag.g_01364
OG0001219	Prbm.g_00957	Syag.g_00767
OG0001220	Prbm.g_00867	Syag.g_00743
OG0001221	Prbm.g_00941	Syag.g_00628
OG0001222	Prbm.g_00889	Syag.g_00797
OG0001223	Prbm.g_01005	Syag.g_00843
OG0001224	Prbm.g_01060	Syag.g_00969
OG0001225	Prbm.g_01062	Syag.g_00971
OG0001226	Prbm.g_01945	Syag.g_01835
OG0001227	Prbm.g_01085	Syag.g_01240
OG0001228	Prbm.g_01498	Syag.g_00709
OG0001229	Prbm.g_01176	Syag.g_00997
OG0001230	Prbm.g_01701	Syag.g_01430
OG0001231	Prbm.g_00789	Syag.g_02289
OG0001232	Prbm.g_01862	Syag.g_01724
OG0001233	Prbm.g_01882	Syag.g_01745
OG0001234	Prbm.g_01964	Syag.g_02708
OG0001235	Prbm.g_01968	Syag.g_02715
OG0001236	Prbm.g_02071	Syag.g_02432
OG0001237	Prbm.g_02075	Syag.g_02426
OG0001238	Prbm.g_02180	Syag.g_02144
OG0001239	Prbm.g_00128	Syag.g_01822
OG0001240	Prbm.g_00150	Syag.g_01869
OG0001241	Prbm.g_00159	Syag.g_01879
OG0001243	Prbm.g_00185	Syag.g_01920
OG0001244	Prbm.g_00201	Syag.g_01948
OG0001245	Prbm.g_01353	Syag.g_00213
OG0001246	Prbm.g_00538	Syag.g_01498
OG0001247	Prbm.g_00719	Syag.g_00710
OG0001248	Prbm.g_00722	Syag.g_00175
OG0001249	Prbm.g_00395	Syag.g_02837
OG0001251	Prbm.g_01937	Syag.g_00472
OG0001252	Prbm.g_01055	Syag.g_00960
OG0001253	Prbm.g_01806	Syag.g_00094
OG0001254	Prbm.g_01912	Syag.g_02165
OG0001255	Prbm.g_01566	Syag.g_00440
OG0001256	Prbm.g_01797	Syag.g_01673
OG0001257	Prbm.g_01802	Syag.g_00176
OG0001258	Prbm.g_01838	Syag.g_01683
OG0001259	Prbm.g_01880	Syag.g_01743
OG0001260	Prbm.g_01897	Syag.g_01763
OG0001261	Prbm.g_02024	Syag.g_02763
OG0001262	Prbm.g_02162	Syag.g_02336
OG0001263	Prbm.g_00188	Syag.g_01923
OG0001269	Prbm.g_00866	Syag.g_00480
OG0001273	Prbm.g_00662	Syag.g_00405
OG0001279	Prbm.g_01171	Syag.g_00490
OG0001280	Prbm.g_01610	Syag.g_01189
OG0001282	Prbm.g_01661	Syag.g_01538
OG0001283	Prbm.g_02215	Syag.g_02248
OG0001284	Prbm.g_01783	Syag.g_01656
OG0001285	Prbm.g_01865	Syag.g_00142, Syag.g_02205
OG0001286	Prbm.g_02037	Syag.g_02778
OG0001287	Prbm.g_02096	Syag.g_02391
OG0001288	Prbm.g_02106	Syag.g_02373
OG0001289	Prbm.g_00144	Syag.g_01850
OG0001290	Prbm.g_00158	Syag.g_01878
OG0001294	Prbm.g_01649, Prbm.g_01584	Syag.g_00593
OG0001295	Prbm.g_01574	Syag.g_00968
OG0001296	Prbm.g_00543	Syag.g_01492
OG0001297	Prbm.g_00548	Syag.g_01488
OG0001299	Prbm.g_00698	Syag.g_00582
OG0001300	Prbm.g_00731	Syag.g_01003
OG0001301	Prbm.g_00733	Syag.g_00987
OG0001302	Prbm.g_00955	Syag.g_00442
OG0001303	Prbm.g_01273	Syag.g_00769
OG0001304	Prbm.g_01046	Syag.g_00890
OG0001305	Prbm.g_00884	Syag.g_00981
OG0001306	Prbm.g_01564	Syag.g_01160
OG0001307	Prbm.g_01594, Prbm.g_01631	Syag.g_00577
OG0001308	Prbm.g_01720	Syag.g_01406
OG0001309	Prbm.g_00552	Syag.g_01482
OG0001311	Prbm.g_01038	Syag.g_00876
OG0001312	Prbm.g_00966	Syag.g_00779
OG0001314	Prbm.g_01169	Syag.g_00118
OG0001315	Prbm.g_02056	Syag.g_02796
OG0001316	Prbm.g_00199	Syag.g_01940
OG0001317	Prbm.g_00294	Syag.g_01787
OG0001318	Prbm.g_00316	Syag.g_02633
OG0001321	Prbm.g_00461	Syag.g_00050
OG0001322	Prbm.g_00462	Syag.g_00051
OG0001324	Prbm.g_00732	Syag.g_01002
OG0001325	Prbm.g_00747	Syag.g_00916
OG0001326	Prbm.g_01929	Syag.g_02190, Syag.g_02195
OG0001328	Prbm.g_00937	Syag.g_00620
OG0001329	Prbm.g_01805	Syag.g_00498
OG0001330	Prbm.g_01604	Syag.g_01181
OG0001331	Prbm.g_01666	Syag.g_01543
OG0001332	Prbm.g_01755	Syag.g_01611
OG0001334	Prbm.g_02061	Syag.g_02807
OG0001335	Prbm.g_02062	Syag.g_02808
OG0001336	Prbm.g_02216	Syag.g_02249
OG0001337	Prbm.g_00387	Syag.g_02804, Syag.g_02824
OG0001339	Prbm.g_00161	Syag.g_01881
OG0001341	Prbm.g_00091	Syag.g_00233
OG0001343	Prbm.g_00909	Syag.g_00562
OG0001344	Prbm.g_01544	Syag.g_01136
OG0001345	Prbm.g_01528	Syag.g_01108
OG0001346	Prbm.g_01612	Syag.g_01193
OG0001347	Prbm.g_02118	Syag.g_02350
OG0001348	Prbm.g_01122	Syag.g_00941
OG0001351	Prbm.g_00481	Syag.g_00055
OG0001352	Prbm.g_00714	Syag.g_01459
OG0001354	Prbm.g_00998	Syag.g_00830
OG0001356	Prbm.g_01145, Prbm.g_01433	Syag.g_00942
OG0001359	Prbm.g_00910	Syag.g_00561
OG0001360	Prbm.g_01526	Syag.g_01106
OG0001365	Prbm.g_02173	Syag.g_02131
OG0001368	Prbm.g_01187, Prbm.g_01168	Syag.g_02674
OG0001369	Prbm.g_00149	Syag.g_01868
OG0001370	Prbm.g_01208	Syag.g_01395, Syag.g_01660
OG0001373	Prbm.g_01928	Syag.g_02194
OG0001374	Prbm.g_01936	Syag.g_02202
OG0001375	Prbm.g_00908	Syag.g_00563
OG0001376	Prbm.g_00896	Syag.g_02153
OG0001377	Prbm.g_00897	Syag.g_02152
OG0001378	Prbm.g_00443	Syag.g_00028
OG0001380	Prbm.g_01573	Syag.g_00252
OG0001385	Prbm.g_01925	Syag.g_02191
OG0001386	Prbm.g_01926	Syag.g_02192
OG0001387	Prbm.g_01927	Syag.g_02193
OG0001388	Prbm.g_01930	Syag.g_02196
OG0001389	Prbm.g_01931	Syag.g_02197
OG0001390	Prbm.g_01932	Syag.g_02198
OG0001391	Prbm.g_01933	Syag.g_02199
OG0001392	Prbm.g_01934	Syag.g_02200
OG0001393	Prbm.g_01935	Syag.g_02201
OG0001394	Prbm.g_00945	Syag.g_00635
OG0001395	Prbm.g_01049	Syag.g_00898
OG0001398	Prbm.g_00761	Syag.g_00751
OG0001401	Prbm.g_01225, Prbm.g_00851	Syag.g_00720
OG0001402	Prbm.g_00655	Syag.g_00379
OG0001403	Prbm.g_00030	Syag.g_02308
OG0001404	Prbm.g_00125	Syag.g_01818
OG0001405	Prbm.g_00381	Syag.g_02810
OG0001406	Prbm.g_00895	Syag.g_02154
OG0001408	Prbm.g_00104	Syag.g_00450
OG0001409	Prbm.g_01540	Syag.g_01125
OG0001410	Prbm.g_01632	Syag.g_00576
OG0001413	Prbm.g_00790	Syag.g_00224
OG0001417	Prbm.g_01583	Syag.g_00829
OG0001419	Prbm.g_00781	Syag.g_01466
OG0001420	Prbm.g_01159	Syag.g_01465
OG0001425	Prbm.g_02183	Syag.g_02148
OG0001428	Prbm.g_00231	Syag.g_01981
OG0001429	Prbm.g_00958	Syag.g_00770
OG0001432	Prbm.g_01027	Syag.g_00448
OG0001433	Prbm.g_01146, Prbm.g_01432	Syag.g_00943
OG0001435	Prbm.g_00925	Syag.g_00605
OG0001439	Prbm.g_00363	Syag.g_02554
OG0001442	Prbm.g_01690	Syag.g_00648
OG0001443	Prbm.g_01919	Syag.g_02157
OG0001447	Prbm.g_00186	Syag.g_01921
OG0001453	Prbm.g_01008	Syag.g_00849
OG0001454	Prbm.g_01346	Syag.g_00204
OG0001456	Prbm.g_01592	Syag.g_02212
OG0001457	Prbm.g_01591	Syag.g_02213
OG0001458	Prbm.g_01590	Syag.g_02214
OG0001459	Prbm.g_01438	Syag.g_00535
OG0001460	Prbm.g_01431, Prbm.g_01147	Syag.g_00944
OG0001461	Prbm.g_00071	Syag.g_00521
OG0001467	Prbm.g_00117	Syag.g_01322
OG0001470	Prbm.g_02138	Syag.g_02420
OG0001471	Prbm.g_01585	Syag.g_02563
OG0001472	Prbm.g_00893	Syag.g_00104
OG0001473	Prbm.g_01645	Syag.g_00471
OG0001474	Prbm.g_00405	Syag.g_02851
OG0001475	Prbm.g_02136	Syag.g_02418
OG0001477	Prbm.g_01829	Syag.g_00990
OG0001480	Prbm.g_01189	Syag.g_00451
OG0001482	Prbm.g_01083	Syag.g_00839
OG0001484	Prbm.g_01315	Syag.g_02203
OG0001486	Prbm.g_01551	Syag.g_01143
OG0001487	Prbm.g_01748	Syag.g_01365
OG0001488	Prbm.g_01535	Syag.g_01119
OG0001489	Prbm.g_02049	Syag.g_02789
OG0001495	Prbm.g_01971	Syag.g_02719
OG0001496	Prbm.g_01831	Syag.g_00993
OG0001497	Prbm.g_01830	Syag.g_00991
OG0001498	Prbm.g_00424	Syag.g_00006
OG0001504	Prbm.g_01439	Syag.g_00534
OG0001507	Prbm.g_01157	Syag.g_01794, Syag.g_00083
OG0001508	Prbm.g_02139	Syag.g_02421
OG0001510	Prbm.g_02100	Syag.g_02386
OG0001511	Prbm.g_00169	Syag.g_01893
OG0001512	Prbm.g_01824	Syag.g_01781
OG0001514	Prbm.g_01832	Syag.g_00994
OG0001515	Prbm.g_00729	Syag.g_01007
OG0001516	Prbm.g_00695	Syag.g_00579
OG0001517	Prbm.g_00401	Syag.g_02844
OG0001518	Prbm.g_02182	Syag.g_02146
OG0001519	Prbm.g_02187	Syag.g_02161
OG0001520	Prbm.g_00467	Syag.g_00294
OG0001525	Prbm.g_00086	Syag.g_00464
OG0001528	Prbm.g_02137	Syag.g_02419
OG0001529	Prbm.g_00050	Syag.g_02327
OG0001530	Prbm.g_00168	Syag.g_01891
OG0001531	Prbm.g_00299	Syag.g_01780
OG0001532	Prbm.g_01517	Syag.g_01089
OG0001534	Prbm.g_01047	Syag.g_00891
OG0001535	Prbm.g_01036	Syag.g_00871
OG0001536	Prbm.g_00984	Syag.g_00805
OG0001537	Prbm.g_00942	Syag.g_00629
OG0001538	Prbm.g_00819	Syag.g_00672
OG0001539	Prbm.g_00920	Syag.g_00601
OG0001540	Prbm.g_00190	Syag.g_01925
OG0001541	Prbm.g_00239	Syag.g_01990
OG0001542	Prbm.g_00245	Syag.g_01999
OG0001543	Prbm.g_00892	Syag.g_02058
OG0001544	Prbm.g_02186	Syag.g_02158
OG0001545	Prbm.g_02206	Syag.g_02238
OG0001551	Prbm.g_01922	Syag.g_01019
OG0001553	Prbm.g_01707	Syag.g_01424
OG0001556	Prbm.g_01423	Syag.g_01096
OG0001558	Prbm.g_01221, Prbm.g_01282	Syag.g_02292
OG0001559	Prbm.g_00167	Syag.g_01890
OG0001560	Prbm.g_00157	Syag.g_01877
OG0001561	Prbm.g_01040	Syag.g_00878
OG0001562	Prbm.g_01030	Syag.g_00863
OG0001563	Prbm.g_02032	Syag.g_02772
OG0001564	Prbm.g_02124	Syag.g_02208
OG0001575	Prbm.g_00598	Syag.g_00290
OG0001576	Prbm.g_01623	Syag.g_01233
OG0001577	Prbm.g_01554	Syag.g_01146
OG0001578	Prbm.g_01294	Syag.g_00101, Syag.g_00226, Syag.g_00216
OG0001579	Prbm.g_00385	Syag.g_02813, Syag.g_02817
OG0001589	Prbm.g_01884	Syag.g_01748
OG0001591	Prbm.g_00705	Syag.g_00595
OG0001623	Prbm.g_00389	Syag.g_02828
OG0001633	Prbm.g_01946	Syag.g_01608
OG0001634	Prbm.g_00701	Syag.g_00585
OG0001642	Prbm.g_01643	Syag.g_00742
OG0001644	Prbm.g_00757	Syag.g_00902
OG0001652	Prbm.g_01219	Syag.g_02290
OG0001656	Prbm.g_00384	Syag.g_02816
OG0001659	Prbm.g_01521	Syag.g_01093
OG0001666	Prbm.g_01437	Syag.g_00218
OG0001671	Prbm.g_01212	Syag.g_02063
OG0001673	Prbm.g_00292	Syag.g_01789
OG0001676	Prbm.g_00386	Syag.g_02815
OG0001691	Prbm.g_01050	Syag.g_00486
OG0001692	Prbm.g_01705	Syag.g_01426
OG0001694	Prbm.g_00338	Syag.g_02596
OG0001695	Prbm.g_02203	Syag.g_02232
OG0001700	Prbm.g_01430	Syag.g_00537
OG0001703	Prbm.g_00503	Syag.g_01535
OG0001713	Prbm.g_01128	Syag.g_01128
OG0001715	Prbm.g_01192	Syag.g_00114
OG0001733	Prbm.g_01421	Syag.g_00597
OG0001739	Prbm.g_02202	Syag.g_02230
OG0001740	Prbm.g_02205	Syag.g_02235
OG0001748	Prbm.g_01213	Syag.g_02065
OG0001758	Prbm.g_01903	Syag.g_00524
OG0001770	Prbm.g_01904	Syag.g_00523
OG0001810	Prbm.g_00738	Syag.g_01938
OG0001816	Prbm.g_00917	Syag.g_00599
OG0001835	Prbm.g_01306	Syag.g_01028
OG0001837	Prbm.g_01214	Syag.g_02064
OG0001875	Prbm.g_01902	Syag.g_00525
OG0001876	Prbm.g_01901	Syag.g_00526
OG0001907	Prbm.g_00200	Syag.g_01944
OG0001915	Prbm.g_02223	Syag.g_02264
OG0001916	Prbm.g_00521	Syag.g_01510
OG0001978	Prbm.g_01337, Prbm.g_01979	Syag.g_02649
OG0001990	Prbm.g_00069	Syag.g_02236
OG0002018	Prbm.g_02204	Syag.g_02234
OG0002177	Prbm.g_01487	Syag.g_01022
OG0002344	Prbm.g_00418	Syag.g_01900, Syag.g_02869
OG0002380	Prbm.g_01309	Syag.g_01603
OG0002434	Prbm.g_00592	Syag.g_00281
OG0002450	Prbm.g_02224	Syag.g_02259
OG0002506	Prbm.g_00903	Syag.g_00973, Syag.g_00259
OG0002559	Prbm.g_01452	Syag.g_00139
OG0002585	Prbm.g_00421	Syag.g_01896
OG0002591	Prbm.g_01920	Syag.g_01269
