Orthogroup	Prbm	Syas
OG0001151	Prbm.g_01675	Syas.g_01366
OG0001152	Prbm.g_01676	Syas.g_01367
OG0001153	Prbm.g_01740	Syas.g_01301
OG0001154	Prbm.g_01741	Syas.g_01302
OG0001155	Prbm.g_01757	Syas.g_01478
OG0001156	Prbm.g_01760	Syas.g_01489
OG0001157	Prbm.g_01761	Syas.g_01490
OG0001158	Prbm.g_01762	Syas.g_01491
OG0001159	Prbm.g_01763	Syas.g_01492
OG0001160	Prbm.g_01789	Syas.g_02705
OG0001161	Prbm.g_01586	Syas.g_02030
OG0001162	Prbm.g_01801	Syas.g_02473
OG0001163	Prbm.g_01833	Syas.g_02697
OG0001164	Prbm.g_01837	Syas.g_02691
OG0001165	Prbm.g_01840	Syas.g_02686
OG0001166	Prbm.g_01858	Syas.g_02658
OG0001167	Prbm.g_01876	Syas.g_01046
OG0001168	Prbm.g_01877	Syas.g_02597
OG0001169	Prbm.g_01879	Syas.g_02595
OG0001170	Prbm.g_01881	Syas.g_02593
OG0001171	Prbm.g_01891	Syas.g_02580
OG0001172	Prbm.g_01952	Syas.g_01665
OG0001173	Prbm.g_01953	Syas.g_01664
OG0001174	Prbm.g_01961	Syas.g_01656
OG0001175	Prbm.g_01962	Syas.g_01655
OG0001176	Prbm.g_01974	Syas.g_01638
OG0001177	Prbm.g_01972	Syas.g_01640
OG0001178	Prbm.g_01345	Syas.g_02676
OG0001179	Prbm.g_02016	Syas.g_01608
OG0001180	Prbm.g_02039	Syas.g_01583
OG0001181	Prbm.g_02043	Syas.g_01579
OG0001182	Prbm.g_02052	Syas.g_01571
OG0001183	Prbm.g_02058	Syas.g_01564
OG0001184	Prbm.g_02074	Syas.g_02188
OG0001185	Prbm.g_02089	Syas.g_02162
OG0001186	Prbm.g_02140	Syas.g_02113
OG0001187	Prbm.g_02145	Syas.g_02111
OG0001189	Prbm.g_02164	Syas.g_02089
OG0001190	Prbm.g_02169	Syas.g_01881
OG0001191	Prbm.g_02179	Syas.g_01900
OG0001193	Prbm.g_02197	Syas.g_01952
OG0001194	Prbm.g_02198	Syas.g_01953
OG0001195	Prbm.g_02199	Syas.g_01954
OG0001196	Prbm.g_02219	Syas.g_02010
OG0001197	Prbm.g_02221	Syas.g_02012
OG0001198	Prbm.g_02230	Syas.g_02031
OG0001199	Prbm.g_00131	Syas.g_02516
OG0001200	Prbm.g_00133	Syas.g_02514
OG0001201	Prbm.g_00165	Syas.g_02419
OG0001202	Prbm.g_00259	Syas.g_02270
OG0001203	Prbm.g_00298	Syas.g_02557
OG0001204	Prbm.g_00304	Syas.g_01687
OG0001205	Prbm.g_00455	Syas.g_02745
OG0001207	Prbm.g_00502	Syas.g_01260
OG0001208	Prbm.g_00508	Syas.g_01251
OG0001209	Prbm.g_00568	Syas.g_00065
OG0001210	Prbm.g_00573	Syas.g_00761
OG0001211	Prbm.g_00583	Syas.g_00788
OG0001212	Prbm.g_00626	Syas.g_00847
OG0001213	Prbm.g_00660	Syas.g_00100
OG0001214	Prbm.g_00668	Syas.g_00744
OG0001215	Prbm.g_00727	Syas.g_02245
OG0001217	Prbm.g_00111	Syas.g_01397, Syas.g_02493
OG0001218	Prbm.g_00785	Syas.g_01309
OG0001219	Prbm.g_00957	Syas.g_00399
OG0001220	Prbm.g_00867	Syas.g_02447
OG0001221	Prbm.g_00941	Syas.g_02669
OG0001222	Prbm.g_00889	Syas.g_00448
OG0001223	Prbm.g_01005	Syas.g_00541
OG0001224	Prbm.g_01060	Syas.g_01015
OG0001225	Prbm.g_01062	Syas.g_01017
OG0001226	Prbm.g_01945	Syas.g_02506
OG0001227	Prbm.g_01085	Syas.g_00824
OG0001228	Prbm.g_01498	Syas.g_02195
OG0001229	Prbm.g_01176	Syas.g_00285
OG0001230	Prbm.g_01701	Syas.g_02806
OG0001231	Prbm.g_00789	Syas.g_02050
OG0001232	Prbm.g_01862	Syas.g_02649
OG0001233	Prbm.g_01882	Syas.g_02592
OG0001234	Prbm.g_01964	Syas.g_01310
OG0001235	Prbm.g_01968	Syas.g_01646
OG0001236	Prbm.g_02071	Syas.g_02191
OG0001237	Prbm.g_02075	Syas.g_02187
OG0001238	Prbm.g_02180	Syas.g_01901
OG0001239	Prbm.g_00128	Syas.g_02519
OG0001240	Prbm.g_00150	Syas.g_02435
OG0001241	Prbm.g_00159	Syas.g_02427
OG0001242	Prbm.g_00178	Syas.g_02398
OG0001243	Prbm.g_00185	Syas.g_02391
OG0001244	Prbm.g_00201	Syas.g_02370
OG0001245	Prbm.g_01353	Syas.g_00524
OG0001246	Prbm.g_00538	Syas.g_01224, Syas.g_01829
OG0001249	Prbm.g_00395	Syas.g_01547
OG0001251	Prbm.g_01937	Syas.g_00516, Syas.g_00408
OG0001252	Prbm.g_01055	Syas.g_00994
OG0001253	Prbm.g_01806	Syas.g_00143
OG0001255	Prbm.g_01566	Syas.g_00492
OG0001256	Prbm.g_01797	Syas.g_02698
OG0001257	Prbm.g_01802	Syas.g_01407
OG0001258	Prbm.g_01838	Syas.g_02688
OG0001259	Prbm.g_01880	Syas.g_02594
OG0001260	Prbm.g_01897	Syas.g_02572
OG0001261	Prbm.g_02024	Syas.g_01599
OG0001262	Prbm.g_02162	Syas.g_02091
OG0001263	Prbm.g_00188	Syas.g_02388
OG0001269	Prbm.g_00866	Syas.g_00510
OG0001273	Prbm.g_00662	Syas.g_00751
OG0001277	Prbm.g_02207	Syas.g_00110
OG0001279	Prbm.g_01171	Syas.g_02792
OG0001280	Prbm.g_01610	Syas.g_01095
OG0001282	Prbm.g_01661	Syas.g_01262
OG0001284	Prbm.g_01783	Syas.g_02713
OG0001286	Prbm.g_02037	Syas.g_01585
OG0001287	Prbm.g_02096	Syas.g_00136
OG0001288	Prbm.g_02106	Syas.g_02144
OG0001289	Prbm.g_00144	Syas.g_02474
OG0001290	Prbm.g_00158	Syas.g_02428
OG0001294	Prbm.g_01649, Prbm.g_01584	Syas.g_00692
OG0001295	Prbm.g_01574	Syas.g_00770
OG0001296	Prbm.g_00543	Syas.g_01217
OG0001297	Prbm.g_00548	Syas.g_01213
OG0001299	Prbm.g_00698	Syas.g_00700
OG0001303	Prbm.g_01273	Syas.g_00400
OG0001304	Prbm.g_01046	Syas.g_00199
OG0001305	Prbm.g_00884	Syas.g_01027
OG0001306	Prbm.g_01564	Syas.g_01202
OG0001307	Prbm.g_01594, Prbm.g_01631	Syas.g_01923
OG0001308	Prbm.g_01720	Syas.g_02830
OG0001309	Prbm.g_00552	Syas.g_00003
OG0001310	Prbm.g_01852	Syas.g_02666
OG0001311	Prbm.g_01038	Syas.g_00213
OG0001312	Prbm.g_00966	Syas.g_00414
OG0001314	Prbm.g_01169	Syas.g_01925
OG0001315	Prbm.g_02056	Syas.g_01566
OG0001317	Prbm.g_00294	Syas.g_02553
OG0001318	Prbm.g_00316	Syas.g_01706
OG0001325	Prbm.g_00747	Syas.g_00179
OG0001326	Prbm.g_01929	Syas.g_01960, Syas.g_01961
OG0001327	Prbm.g_00918	Syas.g_00687
OG0001329	Prbm.g_01805	Syas.g_00773
OG0001330	Prbm.g_01604	Syas.g_02865
OG0001331	Prbm.g_01666	Syas.g_01267
OG0001336	Prbm.g_02216	Syas.g_02003
OG0001337	Prbm.g_00387	Syas.g_01548
OG0001339	Prbm.g_00161	Syas.g_02425
OG0001345	Prbm.g_01528	Syas.g_01132
OG0001346	Prbm.g_01612	Syas.g_02853
OG0001347	Prbm.g_02118	Syas.g_01950
OG0001348	Prbm.g_01122	Syas.g_00119
OG0001351	Prbm.g_00481	Syas.g_01280
OG0001354	Prbm.g_00998	Syas.g_00526
OG0001355	Prbm.g_01804	Syas.g_01057
OG0001356	Prbm.g_01145, Prbm.g_01433	Syas.g_01715
OG0001360	Prbm.g_01526	Syas.g_01130
OG0001365	Prbm.g_02173	Syas.g_01886
OG0001366	Prbm.g_01650, Prbm.g_00039, Prbm.g_01684	Syas.g_02655
OG0001371	Prbm.g_00713	Syas.g_02499
OG0001373	Prbm.g_01928	Syas.g_01959
OG0001374	Prbm.g_01936	Syas.g_01968
OG0001376	Prbm.g_00896	Syas.g_00468
OG0001377	Prbm.g_00897	Syas.g_00467
OG0001378	Prbm.g_00443	Syas.g_01500
OG0001380	Prbm.g_01573	Syas.g_00126
OG0001385	Prbm.g_01925	Syas.g_01956
OG0001386	Prbm.g_01926	Syas.g_01957
OG0001387	Prbm.g_01927	Syas.g_01958
OG0001388	Prbm.g_01930	Syas.g_01962
OG0001389	Prbm.g_01931	Syas.g_01963
OG0001390	Prbm.g_01932	Syas.g_01964
OG0001391	Prbm.g_01933	Syas.g_01965
OG0001392	Prbm.g_01934	Syas.g_01966
OG0001393	Prbm.g_01935	Syas.g_01967
OG0001394	Prbm.g_00945	Syas.g_00627
OG0001395	Prbm.g_01049	Syas.g_00195
OG0001396	Prbm.g_02119	Syas.g_01949
OG0001398	Prbm.g_00761	Syas.g_02481
OG0001399	Prbm.g_00080	Syas.g_02459
OG0001401	Prbm.g_01225, Prbm.g_00851	Syas.g_00233
OG0001402	Prbm.g_00655	Syas.g_00112
OG0001403	Prbm.g_00030	Syas.g_02069
OG0001406	Prbm.g_00895	Syas.g_00469
OG0001408	Prbm.g_00104	Syas.g_00142
OG0001409	Prbm.g_01540	Syas.g_00154
OG0001412	Prbm.g_02117	Syas.g_01951
OG0001413	Prbm.g_00790	Syas.g_01481
OG0001417	Prbm.g_01583	Syas.g_00507
OG0001418	Prbm.g_00720	Syas.g_01177
OG0001420	Prbm.g_01159	Syas.g_00017
OG0001428	Prbm.g_00231	Syas.g_02325
OG0001429	Prbm.g_00958	Syas.g_00401
OG0001432	Prbm.g_01027	Syas.g_01484
OG0001433	Prbm.g_01146, Prbm.g_01432	Syas.g_01398
OG0001435	Prbm.g_00925	Syas.g_00678
OG0001439	Prbm.g_00363	Syas.g_01809
OG0001441	Prbm.g_00555	Syas.g_00008
OG0001443	Prbm.g_01919	Syas.g_01910
OG0001447	Prbm.g_00186	Syas.g_02390
OG0001450	Prbm.g_00724	Syas.g_02208, Syas.g_00474
OG0001451	Prbm.g_00878	Syas.g_02342, Syas.g_02343
OG0001453	Prbm.g_01008	Syas.g_00547
OG0001454	Prbm.g_01346	Syas.g_01483
OG0001456	Prbm.g_01592	Syas.g_01969
OG0001457	Prbm.g_01591	Syas.g_01970
OG0001458	Prbm.g_01590	Syas.g_01971
OG0001459	Prbm.g_01438	Syas.g_02778
OG0001460	Prbm.g_01431, Prbm.g_01147	Syas.g_01399
OG0001461	Prbm.g_00071	Syas.g_00566
OG0001470	Prbm.g_02128	Syas.g_02627
OG0001471	Prbm.g_01585	Syas.g_01819
OG0001473	Prbm.g_01645	Syas.g_00323
OG0001474	Prbm.g_00405	Syas.g_01534
OG0001475	Prbm.g_02136	Syas.g_02120
OG0001476	Prbm.g_01541	Syas.g_00155
OG0001477	Prbm.g_01829	Syas.g_00934
OG0001480	Prbm.g_01189	Syas.g_00771
OG0001482	Prbm.g_01083	Syas.g_00535
OG0001484	Prbm.g_01315	Syas.g_00166, Syas.g_00167
OG0001486	Prbm.g_01551	Syas.g_01186
OG0001488	Prbm.g_01535	Syas.g_01142
OG0001489	Prbm.g_02049	Syas.g_01574
OG0001495	Prbm.g_01971	Syas.g_01641
OG0001496	Prbm.g_01831	Syas.g_00936
OG0001497	Prbm.g_01830	Syas.g_00935
OG0001498	Prbm.g_00424	Syas.g_01511
OG0001504	Prbm.g_01439	Syas.g_02777
OG0001507	Prbm.g_01157	Syas.g_01183
OG0001508	Prbm.g_02139	Syas.g_02114
OG0001510	Prbm.g_02100	Syas.g_02151
OG0001511	Prbm.g_00169	Syas.g_02413
OG0001512	Prbm.g_01824	Syas.g_02559
OG0001514	Prbm.g_01832	Syas.g_00937
OG0001515	Prbm.g_00729	Syas.g_00734
OG0001517	Prbm.g_00401	Syas.g_01540
OG0001518	Prbm.g_02182	Syas.g_01903
OG0001519	Prbm.g_02187	Syas.g_01912
OG0001520	Prbm.g_00467	Syas.g_00828
OG0001522	Prbm.g_00847	Syas.g_00369
OG0001528	Prbm.g_02137	Syas.g_02116
OG0001529	Prbm.g_00050	Syas.g_02082
OG0001530	Prbm.g_00168	Syas.g_02415
OG0001531	Prbm.g_00299	Syas.g_02560
OG0001532	Prbm.g_01517	Syas.g_01113
OG0001534	Prbm.g_01047	Syas.g_00198
OG0001535	Prbm.g_01036	Syas.g_00218
OG0001536	Prbm.g_00984	Syas.g_00456
OG0001537	Prbm.g_00942	Syas.g_00651
OG0001538	Prbm.g_00819	Syas.g_00591
OG0001539	Prbm.g_00920	Syas.g_00683
OG0001540	Prbm.g_00190	Syas.g_02386
OG0001541	Prbm.g_00239	Syas.g_02316
OG0001542	Prbm.g_00245	Syas.g_02294
OG0001543	Prbm.g_00892	Syas.g_02230
OG0001544	Prbm.g_02186	Syas.g_01911
OG0001545	Prbm.g_02206	Syas.g_01982
OG0001549	Prbm.g_00876	Syas.g_00482
OG0001555	Prbm.g_01826	Syas.g_00654
OG0001556	Prbm.g_01423	Syas.g_01679
OG0001558	Prbm.g_01221, Prbm.g_01282	Syas.g_02053
OG0001559	Prbm.g_00167	Syas.g_02416
OG0001560	Prbm.g_00157	Syas.g_02429
OG0001561	Prbm.g_01040	Syas.g_00211
OG0001562	Prbm.g_01030	Syas.g_00560
OG0001563	Prbm.g_02032	Syas.g_01590
OG0001564	Prbm.g_02124	Syas.g_01034
OG0001570	Prbm.g_01241, Prbm.g_01240	Syas.g_00309
OG0001575	Prbm.g_00598	Syas.g_00806
OG0001576	Prbm.g_01623	Syas.g_02834
OG0001577	Prbm.g_01554	Syas.g_01189
OG0001578	Prbm.g_01294	Syas.g_01979
OG0001584	Prbm.g_00804	Syas.g_00607
OG0001589	Prbm.g_01884	Syas.g_02589
OG0001591	Prbm.g_00705	Syas.g_00690
OG0001623	Prbm.g_00389	Syas.g_01550, Syas.g_00977, Syas.g_01554
OG0001634	Prbm.g_00701	Syas.g_00697
OG0001644	Prbm.g_00757	Syas.g_00921, Syas.g_00767
OG0001652	Prbm.g_01219	Syas.g_02051
OG0001659	Prbm.g_01521	Syas.g_01118
OG0001666	Prbm.g_01437	Syas.g_02785
OG0001671	Prbm.g_01212	Syas.g_01830
OG0001673	Prbm.g_00292	Syas.g_02551
OG0001692	Prbm.g_01705	Syas.g_02810
OG0001694	Prbm.g_00338	Syas.g_01755
OG0001695	Prbm.g_02203	Syas.g_01980
OG0001700	Prbm.g_01430	Syas.g_01390, Syas.g_01391
OG0001703	Prbm.g_00503	Syas.g_01259
OG0001715	Prbm.g_01192	Syas.g_01409
OG0001733	Prbm.g_01421	Syas.g_00974
OG0001739	Prbm.g_02202	Syas.g_01978
OG0001748	Prbm.g_01213	Syas.g_01832
OG0001769	Prbm.g_01474	Syas.g_00723
OG0001816	Prbm.g_00917	Syas.g_00688
OG0001837	Prbm.g_01214	Syas.g_01831
OG0001915	Prbm.g_02223	Syas.g_02019
OG0001954	Prbm.g_01183	Syas.g_01433
OG0001955	Prbm.g_00098	Syas.g_00480
OG0001956	Prbm.g_00872	Syas.g_00971
OG0001959	Prbm.g_02142, Prbm.g_00527, Prbm.g_02141, Prbm.g_01626, Prbm.g_01984	Syas.g_01814
OG0001977	Prbm.g_02193	Syas.g_01942
OG0001990	Prbm.g_00069	Syas.g_01973
OG0002018	Prbm.g_02204	Syas.g_01974
OG0002227	Prbm.g_01425	Syas.g_01904
OG0002229	Prbm.g_02113	Syas.g_02128
OG0002249	Prbm.g_01466	Syas.g_01325
OG0002274	Prbm.g_02129	Syas.g_02624
OG0002276	Prbm.g_01223, Prbm.g_01599, Prbm.g_01470, Prbm.g_01291, Prbm.g_01391, Prbm.g_01299, Prbm.g_01471, Prbm.g_01290	Syas.g_00095
OG0002369	Prbm.g_02127	Syas.g_02628
OG0002506	Prbm.g_00903	Syas.g_01019
OG0002559	Prbm.g_01452	Syas.g_00898, Syas.g_00899
OG0002714	Prbm.g_01305	Syas.g_00925
OG0002936	Prbm.g_01464	Syas.g_01384
OG0003068	Prbm.g_01336	Syas.g_01152
OG0003255	Prbm.g_00526	Syas.g_01813
OG0003256	Prbm.g_01682	Syas.g_00939
