Orthogroup	Prbm	Prad
OG0001100	Prbm.g_00921	Prad.g_00252
OG0001101	Prbm.g_00923	Prad.g_00250
OG0001102	Prbm.g_00926	Prad.g_00248
OG0001103	Prbm.g_00928	Prad.g_00246
OG0001104	Prbm.g_00794	Prad.g_00223
OG0001105	Prbm.g_00798	Prad.g_00219
OG0001106	Prbm.g_00976	Prad.g_00195
OG0001107	Prbm.g_00986	Prad.g_00188
OG0001108	Prbm.g_00990	Prad.g_00184
OG0001109	Prbm.g_00991	Prad.g_00183
OG0001110	Prbm.g_00993	Prad.g_00181
OG0001111	Prbm.g_00994	Prad.g_00180
OG0001112	Prbm.g_00995	Prad.g_00179
OG0001113	Prbm.g_00996	Prad.g_00178
OG0001114	Prbm.g_00997	Prad.g_00177
OG0001115	Prbm.g_00999	Prad.g_00175
OG0001116	Prbm.g_01000	Prad.g_00174
OG0001117	Prbm.g_01001	Prad.g_00173
OG0001118	Prbm.g_01002	Prad.g_00172
OG0001119	Prbm.g_01003	Prad.g_00171
OG0001120	Prbm.g_01004	Prad.g_00169
OG0001121	Prbm.g_01648	Prad.g_01991, Prad.g_00166
OG0001122	Prbm.g_01033	Prad.g_00141
OG0001123	Prbm.g_01037	Prad.g_00137
OG0001124	Prbm.g_01039	Prad.g_00135
OG0001125	Prbm.g_01041	Prad.g_00134
OG0001126	Prbm.g_01052	Prad.g_01030
OG0001127	Prbm.g_01053	Prad.g_01029
OG0001128	Prbm.g_01056	Prad.g_01026
OG0001129	Prbm.g_01057	Prad.g_01025
OG0001130	Prbm.g_01058	Prad.g_01024
OG0001131	Prbm.g_00894	Prad.g_00990
OG0001132	Prbm.g_01103	Prad.g_00981
OG0001133	Prbm.g_01079	Prad.g_00655
OG0001134	Prbm.g_01910	Prad.g_01989
OG0001135	Prbm.g_01913	Prad.g_01526
OG0001136	Prbm.g_01552	Prad.g_01499
OG0001137	Prbm.g_01539	Prad.g_01488
OG0001138	Prbm.g_01518	Prad.g_01469
OG0001139	Prbm.g_01516	Prad.g_01468
OG0001140	Prbm.g_01515	Prad.g_01467
OG0001141	Prbm.g_01514	Prad.g_01466
OG0001142	Prbm.g_01513	Prad.g_01465
OG0001143	Prbm.g_01506	Prad.g_01458
OG0001144	Prbm.g_01501	Prad.g_01453
OG0001145	Prbm.g_01603	Prad.g_00362
OG0001146	Prbm.g_01615	Prad.g_00624
OG0001147	Prbm.g_01634	Prad.g_00608
OG0001148	Prbm.g_01662	Prad.g_00592
OG0001149	Prbm.g_01663	Prad.g_00591
OG0001150	Prbm.g_01664	Prad.g_00590
OG0001151	Prbm.g_01675	Prad.g_00579
OG0001152	Prbm.g_01676	Prad.g_00578
OG0001153	Prbm.g_01740	Prad.g_00482
OG0001154	Prbm.g_01741	Prad.g_00481
OG0001155	Prbm.g_01757	Prad.g_00469
OG0001156	Prbm.g_01760	Prad.g_00466
OG0001157	Prbm.g_01761	Prad.g_00465
OG0001158	Prbm.g_01762	Prad.g_00464
OG0001159	Prbm.g_01763	Prad.g_00463
OG0001160	Prbm.g_01789	Prad.g_00439
OG0001161	Prbm.g_01586	Prad.g_00426
OG0001162	Prbm.g_01801	Prad.g_00415
OG0001163	Prbm.g_01833	Prad.g_00949
OG0001164	Prbm.g_01837	Prad.g_00945
OG0001165	Prbm.g_01840	Prad.g_00942
OG0001166	Prbm.g_01858	Prad.g_00922
OG0001167	Prbm.g_01876	Prad.g_00905
OG0001168	Prbm.g_01877	Prad.g_00903
OG0001169	Prbm.g_01879	Prad.g_00901
OG0001170	Prbm.g_01881	Prad.g_00899
OG0001171	Prbm.g_01891	Prad.g_00889
OG0001172	Prbm.g_01952	Prad.g_00876
OG0001173	Prbm.g_01953	Prad.g_00875
OG0001174	Prbm.g_01961	Prad.g_00867
OG0001175	Prbm.g_01962	Prad.g_00866
OG0001176	Prbm.g_01974	Prad.g_00859
OG0001177	Prbm.g_01972	Prad.g_00856
OG0001178	Prbm.g_01345	Prad.g_00851
OG0001179	Prbm.g_02016	Prad.g_00823
OG0001180	Prbm.g_02039	Prad.g_00801
OG0001181	Prbm.g_02043	Prad.g_00797
OG0001182	Prbm.g_02052	Prad.g_00790
OG0001183	Prbm.g_02058	Prad.g_00786
OG0001184	Prbm.g_02074	Prad.g_00770
OG0001185	Prbm.g_02089	Prad.g_01636
OG0001186	Prbm.g_02140	Prad.g_01614
OG0001187	Prbm.g_02145	Prad.g_01610
OG0001188	Prbm.g_02147	Prad.g_01608
OG0001189	Prbm.g_02164	Prad.g_01591
OG0001190	Prbm.g_02169	Prad.g_01587
OG0001191	Prbm.g_02179	Prad.g_01577
OG0001192	Prbm.g_02184	Prad.g_01572
OG0001193	Prbm.g_02197	Prad.g_01562
OG0001194	Prbm.g_02198	Prad.g_01561
OG0001195	Prbm.g_02199	Prad.g_01560
OG0001196	Prbm.g_02219	Prad.g_01547
OG0001197	Prbm.g_02221	Prad.g_01546
OG0001198	Prbm.g_02230	Prad.g_01539
OG0001199	Prbm.g_00131	Prad.g_01919
OG0001200	Prbm.g_00133	Prad.g_01917
OG0001201	Prbm.g_00165	Prad.g_01885
OG0001202	Prbm.g_00259	Prad.g_01792
OG0001203	Prbm.g_00298	Prad.g_01753
OG0001204	Prbm.g_00304	Prad.g_01748
OG0001205	Prbm.g_00455	Prad.g_00062
OG0001206	Prbm.g_00491	Prad.g_00044
OG0001207	Prbm.g_00502	Prad.g_00030
OG0001208	Prbm.g_00508	Prad.g_00025
OG0001209	Prbm.g_00568	Prad.g_00094
OG0001210	Prbm.g_00573	Prad.g_01330
OG0001211	Prbm.g_00583	Prad.g_01340
OG0001212	Prbm.g_00626	Prad.g_01385
OG0001213	Prbm.g_00660	Prad.g_01418
OG0001214	Prbm.g_00668	Prad.g_01426
OG0001215	Prbm.g_00727	Prad.g_01264
OG0001216	Prbm.g_00744	Prad.g_01051
OG0001217	Prbm.g_00111	Prad.g_01092
OG0001218	Prbm.g_00785	Prad.g_01100
OG0001219	Prbm.g_00957	Prad.g_01134
OG0001220	Prbm.g_00867	Prad.g_00296
OG0001221	Prbm.g_00941	Prad.g_00234
OG0001222	Prbm.g_00889	Prad.g_00194
OG0001223	Prbm.g_01005	Prad.g_00168
OG0001224	Prbm.g_01060	Prad.g_01022
OG0001225	Prbm.g_01062	Prad.g_01020
OG0001226	Prbm.g_01945	Prad.g_00995
OG0001227	Prbm.g_01085	Prad.g_00978
OG0001228	Prbm.g_01498	Prad.g_01450
OG0001229	Prbm.g_01176	Prad.g_00596
OG0001230	Prbm.g_01701	Prad.g_00523
OG0001231	Prbm.g_00789	Prad.g_00417
OG0001232	Prbm.g_01862	Prad.g_00918
OG0001233	Prbm.g_01882	Prad.g_00898
OG0001234	Prbm.g_01964	Prad.g_00864
OG0001235	Prbm.g_01968	Prad.g_00854
OG0001236	Prbm.g_02071	Prad.g_00773
OG0001237	Prbm.g_02075	Prad.g_00769
OG0001238	Prbm.g_02180	Prad.g_01576
OG0001239	Prbm.g_00128	Prad.g_01922
OG0001240	Prbm.g_00150	Prad.g_01900
OG0001241	Prbm.g_00159	Prad.g_01892
OG0001242	Prbm.g_00178	Prad.g_01874
OG0001243	Prbm.g_00185	Prad.g_01868
OG0001244	Prbm.g_00201	Prad.g_01852
OG0001245	Prbm.g_01353	Prad.g_00729
OG0001246	Prbm.g_00538	Prad.g_00125
OG0001247	Prbm.g_00719	Prad.g_01257
OG0001248	Prbm.g_00722	Prad.g_01259
OG0001249	Prbm.g_00395	Prad.g_01123
OG0001251	Prbm.g_01937	Prad.g_00259
OG0001252	Prbm.g_01055	Prad.g_01027
OG0001253	Prbm.g_01806	Prad.g_00977
OG0001254	Prbm.g_01912	Prad.g_01987
OG0001255	Prbm.g_01566	Prad.g_01512
OG0001256	Prbm.g_01797	Prad.g_00424
OG0001257	Prbm.g_01802	Prad.g_00418
OG0001258	Prbm.g_01838	Prad.g_00944
OG0001259	Prbm.g_01880	Prad.g_00900
OG0001260	Prbm.g_01897	Prad.g_00883
OG0001261	Prbm.g_02024	Prad.g_00815
OG0001262	Prbm.g_02162	Prad.g_01593
OG0001263	Prbm.g_00188	Prad.g_01865
OG0001264	Prbm.g_00528, Prbm.g_00529, Prbm.g_00530, Prbm.g_00036, Prbm.g_01982, Prbm.g_01828, Prbm.g_01595, Prbm.g_01985, Prbm.g_00532, Prbm.g_01289, Prbm.g_01287	Prad.g_01995
OG0001269	Prbm.g_00866	Prad.g_00752
OG0001273	Prbm.g_00662	Prad.g_01420
OG0001277	Prbm.g_02207	Prad.g_00988
OG0001279	Prbm.g_01171	Prad.g_01216
OG0001280	Prbm.g_01610	Prad.g_00629
OG0001282	Prbm.g_01661	Prad.g_00593
OG0001283	Prbm.g_02215	Prad.g_00574
OG0001284	Prbm.g_01783	Prad.g_00444
OG0001285	Prbm.g_01865	Prad.g_00915
OG0001286	Prbm.g_02037	Prad.g_00803
OG0001287	Prbm.g_02096	Prad.g_01629
OG0001288	Prbm.g_02106	Prad.g_01621
OG0001289	Prbm.g_00144	Prad.g_01906
OG0001290	Prbm.g_00158	Prad.g_01893
OG0001294	Prbm.g_01649, Prbm.g_01584	Prad.g_00731
OG0001295	Prbm.g_01574	Prad.g_00039
OG0001296	Prbm.g_00543	Prad.g_00120
OG0001297	Prbm.g_00548	Prad.g_00115
OG0001299	Prbm.g_00698	Prad.g_01240
OG0001300	Prbm.g_00731	Prad.g_01267
OG0001301	Prbm.g_00733	Prad.g_01270
OG0001302	Prbm.g_00955	Prad.g_01132
OG0001303	Prbm.g_01273	Prad.g_00154
OG0001304	Prbm.g_01046	Prad.g_01034
OG0001305	Prbm.g_00884	Prad.g_01014
OG0001306	Prbm.g_01564	Prad.g_01510
OG0001307	Prbm.g_01631	Prad.g_00611
OG0001308	Prbm.g_01720	Prad.g_00505
OG0001309	Prbm.g_00552	Prad.g_00420
OG0001310	Prbm.g_01852	Prad.g_00929
OG0001312	Prbm.g_00966	Prad.g_00205
OG0001315	Prbm.g_02056	Prad.g_01932
OG0001316	Prbm.g_00199	Prad.g_01853
OG0001317	Prbm.g_00294	Prad.g_01757
OG0001318	Prbm.g_00316	Prad.g_01735
OG0001320	Prbm.g_01415, Prbm.g_01164	Prad.g_00951, Prad.g_00728
OG0001321	Prbm.g_00461	Prad.g_00056
OG0001322	Prbm.g_00462	Prad.g_00055
OG0001324	Prbm.g_00732	Prad.g_01268
OG0001325	Prbm.g_00747	Prad.g_01054
OG0001326	Prbm.g_01929	Prad.g_00271
OG0001327	Prbm.g_00918	Prad.g_01003
OG0001328	Prbm.g_00937	Prad.g_00979
OG0001329	Prbm.g_01805	Prad.g_00663
OG0001330	Prbm.g_01604	Prad.g_00340
OG0001331	Prbm.g_01666	Prad.g_00588
OG0001332	Prbm.g_01755	Prad.g_00471
OG0001334	Prbm.g_02061	Prad.g_00783
OG0001335	Prbm.g_02062	Prad.g_00782
OG0001336	Prbm.g_02216	Prad.g_01550
OG0001339	Prbm.g_00161	Prad.g_01890
OG0001340	Prbm.g_00388	Prad.g_01663
OG0001341	Prbm.g_00091	Prad.g_01090
OG0001342	Prbm.g_01091	Prad.g_01127
OG0001343	Prbm.g_00909	Prad.g_00262
OG0001344	Prbm.g_01544	Prad.g_01492
OG0001345	Prbm.g_01528	Prad.g_01477
OG0001346	Prbm.g_01612	Prad.g_00627
OG0001347	Prbm.g_02118	Prad.g_01978
OG0001348	Prbm.g_01122	Prad.g_00395
OG0001350	Prbm.g_00297	Prad.g_01754
OG0001351	Prbm.g_00481	Prad.g_00053
OG0001352	Prbm.g_00714	Prad.g_01254
OG0001355	Prbm.g_01804	Prad.g_00384
OG0001359	Prbm.g_00910	Prad.g_00261
OG0001360	Prbm.g_01526	Prad.g_00976
OG0001362	Prbm.g_01724	Prad.g_00501
OG0001363	Prbm.g_00487	Prad.g_00499
OG0001365	Prbm.g_02173	Prad.g_01583
OG0001369	Prbm.g_00149	Prad.g_01901
OG0001370	Prbm.g_01208	Prad.g_00047
OG0001371	Prbm.g_00713	Prad.g_01253
OG0001373	Prbm.g_01928	Prad.g_00272
OG0001374	Prbm.g_01936	Prad.g_00264
OG0001375	Prbm.g_00908	Prad.g_00263
OG0001376	Prbm.g_00896	Prad.g_01009
OG0001377	Prbm.g_00897	Prad.g_01008
OG0001378	Prbm.g_00443	Prad.g_00634
OG0001380	Prbm.g_01573	Prad.g_00606
OG0001381	Prbm.g_01658	Prad.g_00600
OG0001384	Prbm.g_01124, Prbm.g_01110, Prbm.g_01445, Prbm.g_01461	Prad.g_01078, Prad.g_00427
OG0001385	Prbm.g_01925	Prad.g_00275
OG0001386	Prbm.g_01926	Prad.g_00274
OG0001387	Prbm.g_01927	Prad.g_00273
OG0001388	Prbm.g_01930	Prad.g_00270
OG0001389	Prbm.g_01931	Prad.g_00269
OG0001390	Prbm.g_01932	Prad.g_00268
OG0001391	Prbm.g_01933	Prad.g_00267
OG0001392	Prbm.g_01934	Prad.g_00266
OG0001393	Prbm.g_01935	Prad.g_00265
OG0001394	Prbm.g_00945	Prad.g_00230
OG0001395	Prbm.g_01049	Prad.g_01032
OG0001396	Prbm.g_02119	Prad.g_01977
OG0001397	Prbm.g_01725	Prad.g_00500
OG0001399	Prbm.g_00080	Prad.g_00862
OG0001401	Prbm.g_01225, Prbm.g_00851	Prad.g_01046
OG0001403	Prbm.g_00030	Prad.g_01956
OG0001404	Prbm.g_00125	Prad.g_01925
OG0001405	Prbm.g_00381	Prad.g_01665
OG0001406	Prbm.g_00895	Prad.g_01010
OG0001407	Prbm.g_00900	Prad.g_00997
OG0001408	Prbm.g_00104	Prad.g_00992
OG0001409	Prbm.g_01540	Prad.g_01489
OG0001410	Prbm.g_01632	Prad.g_00610
OG0001412	Prbm.g_02117	Prad.g_01979
OG0001413	Prbm.g_00790	Prad.g_00429
OG0001414	Prbm.g_00288	Prad.g_01762
OG0001415	Prbm.g_00290	Prad.g_01760
OG0001417	Prbm.g_01583	Prad.g_00037
OG0001418	Prbm.g_00720	Prad.g_01258
OG0001419	Prbm.g_00781	Prad.g_00996
OG0001420	Prbm.g_01159	Prad.g_00643
OG0001421	Prbm.g_01798	Prad.g_00423
OG0001422	Prbm.g_01080	Prad.g_00397
OG0001424	Prbm.g_01482	Prad.g_00258
OG0001425	Prbm.g_02183	Prad.g_01573
OG0001428	Prbm.g_00231	Prad.g_01819
OG0001429	Prbm.g_00958	Prad.g_01135
OG0001430	Prbm.g_00898	Prad.g_00334
OG0001431	Prbm.g_01181	Prad.g_00338
OG0001432	Prbm.g_01027	Prad.g_00431
OG0001434	Prbm.g_00949	Prad.g_00225
OG0001437	Prbm.g_00289	Prad.g_01761
OG0001439	Prbm.g_00363	Prad.g_01684
OG0001440	Prbm.g_01351	Prad.g_00697
OG0001441	Prbm.g_00555	Prad.g_00108
OG0001442	Prbm.g_01690	Prad.g_01081
OG0001446	Prbm.g_00136	Prad.g_01914
OG0001447	Prbm.g_00186	Prad.g_01867
OG0001450	Prbm.g_00724	Prad.g_01261
OG0001451	Prbm.g_00878	Prad.g_00287
OG0001453	Prbm.g_01008	Prad.g_00164
OG0001454	Prbm.g_01346	Prad.g_00983
OG0001455	Prbm.g_00048	Prad.g_00657
OG0001456	Prbm.g_01592	Prad.g_01519
OG0001457	Prbm.g_01591	Prad.g_01518
OG0001458	Prbm.g_01590	Prad.g_01517
OG0001459	Prbm.g_01438	Prad.g_00323
OG0001463	Prbm.g_00343	Prad.g_01705
OG0001464	Prbm.g_00768	Prad.g_01662
OG0001466	Prbm.g_01186	Prad.g_01300, Prad.g_01080
OG0001467	Prbm.g_00117	Prad.g_01124
OG0001468	Prbm.g_00907	Prad.g_01005
OG0001471	Prbm.g_01585	Prad.g_00428
OG0001472	Prbm.g_00893	Prad.g_00421
OG0001473	Prbm.g_01645	Prad.g_01613
OG0001474	Prbm.g_00405	Prad.g_01651
OG0001480	Prbm.g_01189	Prad.g_00741
OG0001481	Prbm.g_01071	Prad.g_00736
OG0001482	Prbm.g_01083	Prad.g_00050
OG0001483	Prbm.g_00434, Prbm.g_01118, Prbm.g_01230, Prbm.g_01383, Prbm.g_01809, Prbm.g_01405	Prad.g_01983
OG0001484	Prbm.g_01315	Prad.g_00348
OG0001485	Prbm.g_01182	Prad.g_00383
OG0001486	Prbm.g_01551	Prad.g_01498
OG0001487	Prbm.g_01748	Prad.g_00573
OG0001490	Prbm.g_00063	Prad.g_01948
OG0001490	Prbm.g_01170	Prad.g_00675
OG0001491	Prbm.g_00950	Prad.g_01130
OG0001495	Prbm.g_01971	Prad.g_00857
OG0001499	Prbm.g_00113	Prad.g_01933
OG0001500	Prbm.g_00321	Prad.g_01728
OG0001501	Prbm.g_01326	Prad.g_01279
OG0001503	Prbm.g_01123	Prad.g_01522
OG0001504	Prbm.g_01439	Prad.g_00324
OG0001506	Prbm.g_01752	Prad.g_00473
OG0001507	Prbm.g_01157	Prad.g_00368
OG0001520	Prbm.g_00467	Prad.g_00710
OG0001521	Prbm.g_01479, Prbm.g_01023	Prad.g_01091
OG0001522	Prbm.g_00847	Prad.g_01179
OG0001523	Prbm.g_01915	Prad.g_01525
OG0001524	Prbm.g_01916	Prad.g_01524
OG0001525	Prbm.g_00086	Prad.g_00412
OG0001526	Prbm.g_00952	Prad.g_00376
OG0001548	Prbm.g_01100	Prad.g_01121
OG0001550	Prbm.g_01314	Prad.g_00660
OG0001551	Prbm.g_01922	Prad.g_01520
OG0001552	Prbm.g_01918	Prad.g_00074
OG0001553	Prbm.g_01707	Prad.g_00518
OG0001555	Prbm.g_01826	Prad.g_00407
OG0001558	Prbm.g_01221, Prbm.g_01282	Prad.g_01042
OG0001566	Prbm.g_00710	Prad.g_01250
OG0001569	Prbm.g_01311	Prad.g_00971
OG0001570	Prbm.g_01241, Prbm.g_01240	Prad.g_00646, Prad.g_01295
OG0001571	Prbm.g_01388	Prad.g_00653
OG0001581	Prbm.g_01098	Prad.g_01847
OG0001584	Prbm.g_00804	Prad.g_00213
OG0001585	Prbm.g_01458, Prbm.g_01370	Prad.g_00316
OG0001595	Prbm.g_00124	Prad.g_01926
OG0001596	Prbm.g_00132	Prad.g_01918
OG0001597	Prbm.g_01749	Prad.g_00748
OG0001598	Prbm.g_01067	Prad.g_01980
OG0001599	Prbm.g_00489	Prad.g_00046
OG0001600	Prbm.g_00545	Prad.g_00118
OG0001601	Prbm.g_00708	Prad.g_01248
OG0001603	Prbm.g_00954	Prad.g_01131
OG0001604	Prbm.g_00938	Prad.g_00237
OG0001606	Prbm.g_01135	Prad.g_01320
OG0001607	Prbm.g_01196	Prad.g_01523
OG0001608	Prbm.g_01112	Prad.g_00603
OG0001609	Prbm.g_01750	Prad.g_00475
OG0001610	Prbm.g_01754	Prad.g_00472
OG0001611	Prbm.g_01137	Prad.g_00409
OG0001613	Prbm.g_02055	Prad.g_00788
OG0001626	Prbm.g_01339	Prad.g_01089
OG0001629	Prbm.g_01155	Prad.g_01103
OG0001630	Prbm.g_00915	Prad.g_00255
OG0001631	Prbm.g_00770	Prad.g_01000
OG0001632	Prbm.g_01162	Prad.g_00312
OG0001633	Prbm.g_01946	Prad.g_00597
OG0001648	Prbm.g_01819	Prad.g_00737
OG0001649	Prbm.g_00899	Prad.g_00999
OG0001651	Prbm.g_01109	Prad.g_00411
OG0001652	Prbm.g_01219	Prad.g_01040
OG0001661	Prbm.g_01108	Prad.g_01191
OG0001662	Prbm.g_01286	Prad.g_00640
OG0001663	Prbm.g_01567	Prad.g_01513
OG0001664	Prbm.g_01655	Prad.g_01202
OG0001665	Prbm.g_01657	Prad.g_01205
OG0001667	Prbm.g_01180	Prad.g_00343
OG0001671	Prbm.g_01212	Prad.g_01322
OG0001684	Prbm.g_00396	Prad.g_01378
OG0001688	Prbm.g_01018, Prbm.g_01481	Prad.g_01001
OG0001696	Prbm.g_00879	Prad.g_00286
OG0001697	Prbm.g_00953	Prad.g_00277
OG0001698	Prbm.g_01686	Prad.g_01002
OG0001699	Prbm.g_00486	Prad.g_01318, Prad.g_01985
OG0001706	Prbm.g_01347	Prad.g_01189
OG0001708	Prbm.g_01568	Prad.g_01514
OG0001710	Prbm.g_00079	Prad.g_00861
OG0001718	Prbm.g_01136	Prad.g_00747
OG0001719	Prbm.g_01332	Prad.g_00720
OG0001721	Prbm.g_01811	Prad.g_01094
OG0001723	Prbm.g_01815	Prad.g_01217
OG0001724	Prbm.g_01362, Prbm.g_01367	Prad.g_01194
OG0001725	Prbm.g_01285	Prad.g_00722
OG0001727	Prbm.g_01250	Prad.g_00075, Prad.g_00962
OG0001742	Prbm.g_01316	Prad.g_00733
OG0001743	Prbm.g_01380	Prad.g_00638
OG0001744	Prbm.g_01327	Prad.g_00356
OG0001746	Prbm.g_01184	Prad.g_00082
OG0001748	Prbm.g_01213	Prad.g_01323
OG0001772	Prbm.g_01317	Prad.g_00700
OG0001773	Prbm.g_01242	Prad.g_00405
OG0001774	Prbm.g_00711	Prad.g_01251
OG0001775	Prbm.g_00112	Prad.g_00994
OG0001776	Prbm.g_01092	Prad.g_00636
OG0001778	Prbm.g_01628	Prad.g_00337
OG0001779	Prbm.g_01201	Prad.g_00357
OG0001781	Prbm.g_01028, Prbm.g_01323	Prad.g_00396
OG0001819	Prbm.g_01074	Prad.g_00712
OG0001820	Prbm.g_01193	Prad.g_01073, Prad.g_01084
OG0001821	Prbm.g_01166	Prad.g_01095
OG0001822	Prbm.g_01024	Prad.g_01113
OG0001823	Prbm.g_01255	Prad.g_00284
OG0001824	Prbm.g_00775	Prad.g_00147
OG0001825	Prbm.g_01068	Prad.g_00993
OG0001826	Prbm.g_00782	Prad.g_00991
OG0001827	Prbm.g_01082	Prad.g_00989
OG0001828	Prbm.g_00105	Prad.g_00633
OG0001829	Prbm.g_01154	Prad.g_00637
OG0001830	Prbm.g_01188	Prad.g_00656
OG0001831	Prbm.g_01097	Prad.g_01990
OG0001832	Prbm.g_01252	Prad.g_00331
OG0001833	Prbm.g_01659	Prad.g_00595
OG0001835	Prbm.g_01306	Prad.g_01209
OG0001837	Prbm.g_01214	Prad.g_01324
OG0001920	Prbm.g_01350	Prad.g_01280
OG0001982	Prbm.g_01818	Prad.g_00742
OG0002028	Prbm.g_00786	Prad.g_00152
OG0002062	Prbm.g_01440	Prad.g_00695
OG0002063	Prbm.g_01468	Prad.g_00694
OG0002147	Prbm.g_01361	Prad.g_01281
OG0002267	Prbm.g_01398	Prad.g_00325
OG0002276	Prbm.g_01599	Prad.g_00084
OG0002319	Prbm.g_01652	Prad.g_00684
OG0002325	Prbm.g_01319	Prad.g_00346
OG0002327	Prbm.g_01249	Prad.g_00382
OG0002372	Prbm.g_01917	Prad.g_00402
OG0002428	Prbm.g_01472	Prad.g_00709
OG0002484	Prbm.g_00037	Prad.g_00681
OG0002626	Prbm.g_00471	Prad.g_00961
OG0002629	Prbm.g_01416, Prbm.g_01304	Prad.g_01211, Prad.g_00953
OG0002698	Prbm.g_01807	Prad.g_01315
OG0002902	Prbm.g_00038	Prad.g_01201
OG0003370	Prbm.g_01222	Prad.g_01043
OG0003371	Prbm.g_01215	Prad.g_01325
OG0003372	Prbm.g_01217	Prad.g_01327
OG0003659	Prbm.g_01224	Prad.g_01044
OG0005385	Prbm.g_01226	Prad.g_01319
