Orthogroup	Prbm	Syaj
OG0001079	Prbm.g_00678	Syaj.g_01269
OG0001080	Prbm.g_00684	Syaj.g_01135
OG0001081	Prbm.g_00686	Syaj.g_00699
OG0001082	Prbm.g_00687	Syaj.g_00700
OG0001083	Prbm.g_00692	Syaj.g_00709
OG0001084	Prbm.g_00693	Syaj.g_00711
OG0001085	Prbm.g_00703	Syaj.g_00721
OG0001086	Prbm.g_00704	Syaj.g_00723
OG0001087	Prbm.g_00725	Syaj.g_00498
OG0001088	Prbm.g_00726	Syaj.g_00494
OG0001089	Prbm.g_00734	Syaj.g_00439
OG0001090	Prbm.g_00743	Syaj.g_00959
OG0001091	Prbm.g_00745	Syaj.g_00957
OG0001092	Prbm.g_00746	Syaj.g_00954
OG0001093	Prbm.g_00751	Syaj.g_00948
OG0001094	Prbm.g_00808	Syaj.g_01032
OG0001095	Prbm.g_00827	Syaj.g_01008
OG0001096	Prbm.g_00842	Syaj.g_00988
OG0001097	Prbm.g_00860	Syaj.g_00371
OG0001098	Prbm.g_00877	Syaj.g_01132
OG0001099	Prbm.g_00914	Syaj.g_01906
OG0001100	Prbm.g_00921	Syaj.g_00732
OG0001101	Prbm.g_00923	Syaj.g_00734
OG0001102	Prbm.g_00926	Syaj.g_00737
OG0001103	Prbm.g_00928	Syaj.g_00740
OG0001104	Prbm.g_00794	Syaj.g_01050
OG0001105	Prbm.g_00798	Syaj.g_01046
OG0001106	Prbm.g_00976	Syaj.g_00912
OG0001107	Prbm.g_00986	Syaj.g_00900
OG0001108	Prbm.g_00990	Syaj.g_00870
OG0001109	Prbm.g_00991	Syaj.g_00868
OG0001110	Prbm.g_00993	Syaj.g_00866
OG0001111	Prbm.g_00994	Syaj.g_00864
OG0001112	Prbm.g_00995	Syaj.g_00862
OG0001113	Prbm.g_00996	Syaj.g_00861
OG0001114	Prbm.g_00997	Syaj.g_00860
OG0001115	Prbm.g_00999	Syaj.g_00856
OG0001116	Prbm.g_01000	Syaj.g_00854
OG0001117	Prbm.g_01001	Syaj.g_00853
OG0001118	Prbm.g_01002	Syaj.g_00852
OG0001119	Prbm.g_01003	Syaj.g_00850
OG0001120	Prbm.g_01004	Syaj.g_00846
OG0001121	Prbm.g_01648	Syaj.g_00630
OG0001122	Prbm.g_01033	Syaj.g_00817
OG0001123	Prbm.g_01037	Syaj.g_00810
OG0001124	Prbm.g_01039	Syaj.g_00808
OG0001125	Prbm.g_01041	Syaj.g_00806
OG0001126	Prbm.g_01052	Syaj.g_00413
OG0001127	Prbm.g_01053	Syaj.g_00414
OG0001128	Prbm.g_01056	Syaj.g_00417
OG0001129	Prbm.g_01057	Syaj.g_00419
OG0001130	Prbm.g_01058	Syaj.g_00420
OG0001131	Prbm.g_00894	Syaj.g_01070
OG0001132	Prbm.g_01103	Syaj.g_01166
OG0001133	Prbm.g_01079	Syaj.g_01302
OG0001134	Prbm.g_01910	Syaj.g_00645
OG0001136	Prbm.g_01552	Syaj.g_00300
OG0001137	Prbm.g_01539	Syaj.g_00318
OG0001138	Prbm.g_01518	Syaj.g_00620
OG0001139	Prbm.g_01516	Syaj.g_00618
OG0001140	Prbm.g_01515	Syaj.g_00617
OG0001141	Prbm.g_01514	Syaj.g_00616
OG0001142	Prbm.g_01513	Syaj.g_00615
OG0001143	Prbm.g_01506	Syaj.g_00602
OG0001144	Prbm.g_01501	Syaj.g_00588
OG0001145	Prbm.g_01603	Syaj.g_00276
OG0001146	Prbm.g_01615	Syaj.g_01518
OG0001147	Prbm.g_01634	Syaj.g_01438
OG0001148	Prbm.g_01662	Syaj.g_00057
OG0001149	Prbm.g_01663	Syaj.g_00056
OG0001150	Prbm.g_01664	Syaj.g_00055
OG0001151	Prbm.g_01675	Syaj.g_00043
OG0001152	Prbm.g_01676	Syaj.g_00040
OG0001153	Prbm.g_01740	Syaj.g_01425
OG0001154	Prbm.g_01741	Syaj.g_01426
OG0001155	Prbm.g_01757	Syaj.g_01637
OG0001156	Prbm.g_01760	Syaj.g_01640
OG0001157	Prbm.g_01761	Syaj.g_01641
OG0001158	Prbm.g_01762	Syaj.g_01643
OG0001159	Prbm.g_01763	Syaj.g_01644
OG0001160	Prbm.g_01789	Syaj.g_01697
OG0001161	Prbm.g_01586	Syaj.g_02148
OG0001162	Prbm.g_01801	Syaj.g_00979
OG0001163	Prbm.g_01833	Syaj.g_01705
OG0001164	Prbm.g_01837	Syaj.g_01711
OG0001165	Prbm.g_01840	Syaj.g_01716
OG0001166	Prbm.g_01858	Syaj.g_01746
OG0001167	Prbm.g_01876	Syaj.g_01592
OG0001168	Prbm.g_01877	Syaj.g_01594
OG0001169	Prbm.g_01879	Syaj.g_01596
OG0001170	Prbm.g_01881	Syaj.g_01597
OG0001171	Prbm.g_01891	Syaj.g_01607
OG0001172	Prbm.g_01952	Syaj.g_02641
OG0001173	Prbm.g_01953	Syaj.g_02642
OG0001174	Prbm.g_01961	Syaj.g_02650
OG0001175	Prbm.g_01962	Syaj.g_02651
OG0001176	Prbm.g_01974	Syaj.g_02688
OG0001177	Prbm.g_01972	Syaj.g_02685
OG0001178	Prbm.g_01345	Syaj.g_01726
OG0001179	Prbm.g_02016	Syaj.g_02719
OG0001180	Prbm.g_02039	Syaj.g_02744
OG0001181	Prbm.g_02043	Syaj.g_02748
OG0001182	Prbm.g_02052	Syaj.g_02757
OG0001183	Prbm.g_02058	Syaj.g_02762
OG0001184	Prbm.g_02074	Syaj.g_02449
OG0001185	Prbm.g_02089	Syaj.g_02423
OG0001186	Prbm.g_02140	Syaj.g_02339
OG0001187	Prbm.g_02145	Syaj.g_02369
OG0001188	Prbm.g_02147	Syaj.g_02336
OG0001189	Prbm.g_02164	Syaj.g_02318
OG0001190	Prbm.g_02169	Syaj.g_02111
OG0001191	Prbm.g_02179	Syaj.g_02128
OG0001192	Prbm.g_02184	Syaj.g_02138
OG0001193	Prbm.g_02197	Syaj.g_02178
OG0001194	Prbm.g_02198	Syaj.g_02180
OG0001195	Prbm.g_02199	Syaj.g_02181
OG0001196	Prbm.g_02219	Syaj.g_02244
OG0001197	Prbm.g_02221	Syaj.g_02246
OG0001198	Prbm.g_02230	Syaj.g_02259
OG0001199	Prbm.g_00131	Syaj.g_01825
OG0001200	Prbm.g_00133	Syaj.g_01827
OG0001201	Prbm.g_00165	Syaj.g_01888
OG0001202	Prbm.g_00259	Syaj.g_02032
OG0001203	Prbm.g_00298	Syaj.g_02877
OG0001204	Prbm.g_00304	Syaj.g_02621
OG0001205	Prbm.g_00455	Syaj.g_01545
OG0001206	Prbm.g_00491	Syaj.g_01484
OG0001207	Prbm.g_00502	Syaj.g_00061
OG0001208	Prbm.g_00508	Syaj.g_00074
OG0001209	Prbm.g_00568	Syaj.g_00147
OG0001210	Prbm.g_00573	Syaj.g_00158
OG0001211	Prbm.g_00583	Syaj.g_00184
OG0001212	Prbm.g_00626	Syaj.g_00246
OG0001214	Prbm.g_00668	Syaj.g_01281
OG0001215	Prbm.g_00727	Syaj.g_00492
OG0001216	Prbm.g_00744	Syaj.g_00958
OG0001218	Prbm.g_00785	Syaj.g_01434
OG0001219	Prbm.g_00957	Syaj.g_00782
OG0001220	Prbm.g_00867	Syaj.g_00345
OG0001221	Prbm.g_00941	Syaj.g_01067
OG0001222	Prbm.g_00889	Syaj.g_00911
OG0001223	Prbm.g_01005	Syaj.g_00844
OG0001224	Prbm.g_01060	Syaj.g_00423
OG0001225	Prbm.g_01062	Syaj.g_00425
OG0001227	Prbm.g_01085	Syaj.g_02152
OG0001228	Prbm.g_01498	Syaj.g_01565
OG0001229	Prbm.g_01176	Syaj.g_00451
OG0001231	Prbm.g_00789	Syaj.g_02279
OG0001232	Prbm.g_01862	Syaj.g_01757
OG0001233	Prbm.g_01882	Syaj.g_01598
OG0001234	Prbm.g_01964	Syaj.g_02655
OG0001235	Prbm.g_01968	Syaj.g_02679
OG0001236	Prbm.g_02071	Syaj.g_02453
OG0001237	Prbm.g_02075	Syaj.g_02447
OG0001239	Prbm.g_00128	Syaj.g_01822
OG0001240	Prbm.g_00150	Syaj.g_01871
OG0001242	Prbm.g_00178	Syaj.g_01913
OG0001243	Prbm.g_00185	Syaj.g_01926
OG0001244	Prbm.g_00201	Syaj.g_01960
OG0001246	Prbm.g_00538	Syaj.g_00100
OG0001247	Prbm.g_00719	Syaj.g_00973
OG0001248	Prbm.g_00722	Syaj.g_00978
OG0001251	Prbm.g_01937	Syaj.g_02187
OG0001252	Prbm.g_01055	Syaj.g_00416
OG0001253	Prbm.g_01806	Syaj.g_01165
OG0001254	Prbm.g_01912	Syaj.g_00646
OG0001256	Prbm.g_01797	Syaj.g_01704
OG0001257	Prbm.g_01802	Syaj.g_01342
OG0001258	Prbm.g_01838	Syaj.g_01714
OG0001260	Prbm.g_01897	Syaj.g_01617
OG0001261	Prbm.g_02024	Syaj.g_02728
OG0001262	Prbm.g_02162	Syaj.g_02320
OG0001263	Prbm.g_00188	Syaj.g_01929
OG0001273	Prbm.g_00662	Syaj.g_01288
OG0001277	Prbm.g_02207	Syaj.g_02227
OG0001279	Prbm.g_01171	Syaj.g_01356
OG0001280	Prbm.g_01610	Syaj.g_01508
OG0001282	Prbm.g_01661	Syaj.g_00058
OG0001283	Prbm.g_02215	Syaj.g_02238
OG0001284	Prbm.g_01783	Syaj.g_01688
OG0001285	Prbm.g_01865	Syaj.g_01170
OG0001286	Prbm.g_02037	Syaj.g_02742
OG0001287	Prbm.g_02096	Syaj.g_02415
OG0001288	Prbm.g_02106	Syaj.g_02394
OG0001289	Prbm.g_00144	Syaj.g_01845
OG0001290	Prbm.g_00158	Syaj.g_01880
OG0001294	Prbm.g_01649, Prbm.g_01584	Syaj.g_00722
OG0001295	Prbm.g_01574	Syaj.g_00161
OG0001296	Prbm.g_00543	Syaj.g_00106
OG0001297	Prbm.g_00548	Syaj.g_00110
OG0001299	Prbm.g_00698	Syaj.g_00716
OG0001300	Prbm.g_00731	Syaj.g_00479
OG0001301	Prbm.g_00733	Syaj.g_00440
OG0001302	Prbm.g_00955	Syaj.g_01251
OG0001303	Prbm.g_01273	Syaj.g_00784
OG0001304	Prbm.g_01046	Syaj.g_00795
OG0001305	Prbm.g_00884	Syaj.g_00433
OG0001306	Prbm.g_01564	Syaj.g_00285
OG0001307	Prbm.g_01594, Prbm.g_01631	Syaj.g_02672
OG0001309	Prbm.g_00552	Syaj.g_00116
OG0001310	Prbm.g_01852	Syaj.g_01735
OG0001311	Prbm.g_01038	Syaj.g_00809
OG0001312	Prbm.g_00966	Syaj.g_00931
OG0001314	Prbm.g_01169	Syaj.g_00524, Syaj.g_01091
OG0001315	Prbm.g_02056	Syaj.g_02760
OG0001316	Prbm.g_00199	Syaj.g_01946
OG0001317	Prbm.g_00294	Syaj.g_02857
OG0001321	Prbm.g_00461	Syaj.g_01528
OG0001322	Prbm.g_00462	Syaj.g_01527
OG0001324	Prbm.g_00732	Syaj.g_00478
OG0001325	Prbm.g_00747	Syaj.g_00953
OG0001326	Prbm.g_01929	Syaj.g_02196
OG0001327	Prbm.g_00918	Syaj.g_00729
OG0001328	Prbm.g_00937	Syaj.g_00764
OG0001329	Prbm.g_01805	Syaj.g_00028
OG0001330	Prbm.g_01604	Syaj.g_01501
OG0001332	Prbm.g_01755	Syaj.g_01631
OG0001334	Prbm.g_02061	Syaj.g_02770
OG0001335	Prbm.g_02062	Syaj.g_02771
OG0001336	Prbm.g_02216	Syaj.g_02239
OG0001337	Prbm.g_00387	Syaj.g_02795, Syaj.g_02786
OG0001339	Prbm.g_00161	Syaj.g_01883
OG0001340	Prbm.g_00388	Syaj.g_02787
OG0001341	Prbm.g_00091	Syaj.g_00449
OG0001343	Prbm.g_00909	Syaj.g_02184
OG0001344	Prbm.g_01544	Syaj.g_00307
OG0001345	Prbm.g_01528	Syaj.g_00337
OG0001346	Prbm.g_01612	Syaj.g_01512
OG0001347	Prbm.g_02118	Syaj.g_02497, Syaj.g_02374
OG0001348	Prbm.g_01122	Syaj.g_00393
OG0001351	Prbm.g_00481	Syaj.g_00272
OG0001352	Prbm.g_00714	Syaj.g_00136
OG0001354	Prbm.g_00998	Syaj.g_00857
OG0001355	Prbm.g_01804	Syaj.g_01244
OG0001357	Prbm.g_00463	Syaj.g_00629
OG0001359	Prbm.g_00910	Syaj.g_02183
OG0001360	Prbm.g_01526	Syaj.g_00340
OG0001362	Prbm.g_01724	Syaj.g_01396
OG0001363	Prbm.g_00487	Syaj.g_01398
OG0001368	Prbm.g_01187, Prbm.g_01168	Syaj.g_02622
OG0001369	Prbm.g_00149	Syaj.g_01870
OG0001370	Prbm.g_01208	Syaj.g_01171, Syaj.g_01672, Syaj.g_01252
OG0001373	Prbm.g_01928	Syaj.g_02195
OG0001374	Prbm.g_01936	Syaj.g_02203
OG0001375	Prbm.g_00908	Syaj.g_02185
OG0001376	Prbm.g_00896	Syaj.g_02140
OG0001377	Prbm.g_00897	Syaj.g_02139
OG0001378	Prbm.g_00443	Syaj.g_01559
OG0001381	Prbm.g_01658	Syaj.g_00405, Syaj.g_02663
OG0001385	Prbm.g_01925	Syaj.g_02192
OG0001386	Prbm.g_01926	Syaj.g_02193
OG0001387	Prbm.g_01927	Syaj.g_02194
OG0001388	Prbm.g_01930	Syaj.g_02197
OG0001389	Prbm.g_01931	Syaj.g_02198
OG0001390	Prbm.g_01932	Syaj.g_02199
OG0001391	Prbm.g_01933	Syaj.g_02200
OG0001392	Prbm.g_01934	Syaj.g_02201
OG0001393	Prbm.g_01935	Syaj.g_02202
OG0001394	Prbm.g_00945	Syaj.g_01059
OG0001395	Prbm.g_01049	Syaj.g_00935
OG0001396	Prbm.g_02119	Syaj.g_02372
OG0001397	Prbm.g_01725	Syaj.g_01397
OG0001398	Prbm.g_00761	Syaj.g_01116
OG0001401	Prbm.g_01225, Prbm.g_00851	Syaj.g_00381
OG0001402	Prbm.g_00655	Syaj.g_01304
OG0001403	Prbm.g_00030	Syaj.g_02297
OG0001404	Prbm.g_00125	Syaj.g_01817
OG0001405	Prbm.g_00381	Syaj.g_02773
OG0001406	Prbm.g_00895	Syaj.g_02141
OG0001407	Prbm.g_00900	Syaj.g_00137
OG0001408	Prbm.g_00104	Syaj.g_00561
OG0001410	Prbm.g_01632	Syaj.g_02673
OG0001413	Prbm.g_00790	Syaj.g_01241
OG0001414	Prbm.g_00288	Syaj.g_02664
OG0001417	Prbm.g_01583	Syaj.g_00858
OG0001419	Prbm.g_00781	Syaj.g_00138
OG0001420	Prbm.g_01159	Syaj.g_00131
OG0001421	Prbm.g_01798	Syaj.g_01235, Syaj.g_01167
OG0001425	Prbm.g_02183	Syaj.g_02137
OG0001428	Prbm.g_00231	Syaj.g_01993
OG0001430	Prbm.g_00898	Syaj.g_02104
OG0001432	Prbm.g_01027	Syaj.g_00509
OG0001434	Prbm.g_00949	Syaj.g_01054
OG0001435	Prbm.g_00925	Syaj.g_00736
OG0001439	Prbm.g_00363	Syaj.g_02520
OG0001443	Prbm.g_01919	Syaj.g_02145
OG0001446	Prbm.g_00136	Syaj.g_00527
OG0001447	Prbm.g_00186	Syaj.g_01927
OG0001453	Prbm.g_01008	Syaj.g_00838
OG0001454	Prbm.g_01346	Syaj.g_01231
OG0001456	Prbm.g_01592	Syaj.g_02205
OG0001457	Prbm.g_01591	Syaj.g_02206
OG0001458	Prbm.g_01590	Syaj.g_02207
OG0001459	Prbm.g_01438	Syaj.g_00653
OG0001463	Prbm.g_00343	Syaj.g_00403
OG0001464	Prbm.g_00768	Syaj.g_02788
OG0001470	Prbm.g_02138	Syaj.g_01567
OG0001470	Prbm.g_02128	Syaj.g_02342
OG0001471	Prbm.g_01585	Syaj.g_02526
OG0001473	Prbm.g_01645	Syaj.g_01255
OG0001474	Prbm.g_00405	Syaj.g_02812
OG0001475	Prbm.g_02136	Syaj.g_01569
OG0001477	Prbm.g_01829	Syaj.g_00444
OG0001480	Prbm.g_01189	Syaj.g_00343
OG0001482	Prbm.g_01083	Syaj.g_00848
OG0001487	Prbm.g_01748	Syaj.g_01433
OG0001488	Prbm.g_01535	Syaj.g_00324
OG0001489	Prbm.g_02049	Syaj.g_02753
OG0001496	Prbm.g_01831	Syaj.g_00446
OG0001497	Prbm.g_01830	Syaj.g_00445
OG0001498	Prbm.g_00424	Syaj.g_02830
OG0001499	Prbm.g_00113	Syaj.g_01211
OG0001504	Prbm.g_01439	Syaj.g_00652
OG0001508	Prbm.g_02139	Syaj.g_01566
OG0001509	Prbm.g_02121	Syaj.g_02499
OG0001510	Prbm.g_02100	Syaj.g_02410
OG0001511	Prbm.g_00169	Syaj.g_01896
OG0001512	Prbm.g_01824	Syaj.g_02878
OG0001513	Prbm.g_00046	Syaj.g_02690
OG0001514	Prbm.g_01832	Syaj.g_00447
OG0001515	Prbm.g_00729	Syaj.g_00483
OG0001516	Prbm.g_00695	Syaj.g_00713
OG0001517	Prbm.g_00401	Syaj.g_02806
OG0001518	Prbm.g_02182	Syaj.g_02132
OG0001519	Prbm.g_02187	Syaj.g_02147
OG0001520	Prbm.g_00467	Syaj.g_00206
OG0001522	Prbm.g_00847	Syaj.g_00385
OG0001523	Prbm.g_01915	Syaj.g_00673
OG0001524	Prbm.g_01916	Syaj.g_00672
OG0001525	Prbm.g_00086	Syaj.g_02159
OG0001528	Prbm.g_02137	Syaj.g_01568
OG0001529	Prbm.g_00050	Syaj.g_02311
OG0001530	Prbm.g_00168	Syaj.g_01894
OG0001531	Prbm.g_00299	Syaj.g_02879
OG0001532	Prbm.g_01517	Syaj.g_00619
OG0001534	Prbm.g_01047	Syaj.g_00794
OG0001535	Prbm.g_01036	Syaj.g_00813
OG0001536	Prbm.g_00984	Syaj.g_00903
OG0001537	Prbm.g_00942	Syaj.g_01066
OG0001538	Prbm.g_00819	Syaj.g_01018
OG0001539	Prbm.g_00920	Syaj.g_00731
OG0001540	Prbm.g_00190	Syaj.g_01931
OG0001541	Prbm.g_00239	Syaj.g_02002
OG0001542	Prbm.g_00245	Syaj.g_02011
OG0001543	Prbm.g_00892	Syaj.g_02057
OG0001544	Prbm.g_02186	Syaj.g_02146
OG0001545	Prbm.g_02206	Syaj.g_02226
OG0001548	Prbm.g_01100	Syaj.g_01222
OG0001551	Prbm.g_01922	Syaj.g_00395
OG0001556	Prbm.g_01423	Syaj.g_00636
OG0001558	Prbm.g_01221, Prbm.g_01282	Syaj.g_02282
OG0001559	Prbm.g_00167	Syaj.g_01893
OG0001560	Prbm.g_00157	Syaj.g_01879
OG0001561	Prbm.g_01040	Syaj.g_00807
OG0001562	Prbm.g_01030	Syaj.g_00821
OG0001563	Prbm.g_02032	Syaj.g_02737
OG0001564	Prbm.g_02124	Syaj.g_00657
OG0001570	Prbm.g_01241, Prbm.g_01240	Syaj.g_01124
OG0001575	Prbm.g_00598	Syaj.g_00201
OG0001576	Prbm.g_01623	Syaj.g_00266
OG0001577	Prbm.g_01554	Syaj.g_00298
OG0001579	Prbm.g_00385	Syaj.g_02777
OG0001585	Prbm.g_01458, Prbm.g_01370	Syaj.g_01778
OG0001589	Prbm.g_01884	Syaj.g_01600
OG0001623	Prbm.g_00389	Syaj.g_02791
OG0001633	Prbm.g_01946	Syaj.g_01347
OG0001634	Prbm.g_00701	Syaj.g_00719
OG0001642	Prbm.g_01643	Syaj.g_00347
OG0001644	Prbm.g_00757	Syaj.g_00941
OG0001652	Prbm.g_01219	Syaj.g_02280
OG0001656	Prbm.g_00384	Syaj.g_02776
OG0001659	Prbm.g_01521	Syaj.g_00634
OG0001666	Prbm.g_01437	Syaj.g_00654
OG0001671	Prbm.g_01212	Syaj.g_02062
OG0001673	Prbm.g_00292	Syaj.g_02855
OG0001676	Prbm.g_00386	Syaj.g_02779
OG0001691	Prbm.g_01050	Syaj.g_01312
OG0001692	Prbm.g_01705	Syaj.g_01374
OG0001694	Prbm.g_00338	Syaj.g_02563
OG0001695	Prbm.g_02203	Syaj.g_02223
OG0001700	Prbm.g_01430	Syaj.g_01115
OG0001703	Prbm.g_00503	Syaj.g_00062
OG0001713	Prbm.g_01128	Syaj.g_00314
OG0001715	Prbm.g_01192	Syaj.g_01213
OG0001733	Prbm.g_01421	Syaj.g_00726
OG0001739	Prbm.g_02202	Syaj.g_02222
OG0001740	Prbm.g_02205	Syaj.g_02224
OG0001748	Prbm.g_01213	Syaj.g_02064
OG0001758	Prbm.g_01903	Syaj.g_00665
OG0001769	Prbm.g_01474	Syaj.g_01264
OG0001770	Prbm.g_01904	Syaj.g_02409
OG0001782	Prbm.g_00531	Syaj.g_02355
OG0001810	Prbm.g_00738	Syaj.g_01944
OG0001816	Prbm.g_00917	Syaj.g_00728
OG0001835	Prbm.g_01306	Syaj.g_01801
OG0001837	Prbm.g_01214	Syaj.g_02063
OG0001907	Prbm.g_00200	Syaj.g_01955
OG0001915	Prbm.g_02223	Syaj.g_02253
OG0001916	Prbm.g_00521	Syaj.g_00089
OG0001954	Prbm.g_01183	Syaj.g_01128
OG0001956	Prbm.g_00872	Syaj.g_02662
OG0001991	Prbm.g_01434	Syaj.g_00761, Syaj.g_00762
OG0002063	Prbm.g_01468	Syaj.g_00557
OG0002227	Prbm.g_01425	Syaj.g_02135, Syaj.g_02136
OG0002249	Prbm.g_01466	Syaj.g_00550
OG0002274	Prbm.g_02129	Syaj.g_02341
OG0002347	Prbm.g_01868	Syaj.g_01755
OG0002369	Prbm.g_02127	Syaj.g_02343
OG0002374	Prbm.g_01428, Prbm.g_01148	Syaj.g_00607
OG0002380	Prbm.g_01309	Syaj.g_01781
OG0002384	Prbm.g_01372	Syaj.g_01198
OG0002450	Prbm.g_02224	Syaj.g_02249
OG0002582	Prbm.g_02120	Syaj.g_02468
OG0002591	Prbm.g_01920	Syaj.g_01193
OG0003257	Prbm.g_02123	Syaj.g_02346
OG0004636	Prbm.g_01980	Syaj.g_02439
