Orthogroup	Prbm	Syar
OG0001111	Prbm.g_00994	Syar.g_02525
OG0001112	Prbm.g_00995	Syar.g_02523
OG0001113	Prbm.g_00996	Syar.g_02522
OG0001114	Prbm.g_00997	Syar.g_02521
OG0001115	Prbm.g_00999	Syar.g_02519
OG0001116	Prbm.g_01000	Syar.g_02517
OG0001117	Prbm.g_01001	Syar.g_02516
OG0001118	Prbm.g_01002	Syar.g_02515
OG0001119	Prbm.g_01003	Syar.g_02513
OG0001120	Prbm.g_01004	Syar.g_02507
OG0001122	Prbm.g_01033	Syar.g_01803
OG0001123	Prbm.g_01037	Syar.g_01796
OG0001124	Prbm.g_01039	Syar.g_01793
OG0001125	Prbm.g_01041	Syar.g_01791
OG0001126	Prbm.g_01052	Syar.g_01375
OG0001127	Prbm.g_01053	Syar.g_01374
OG0001128	Prbm.g_01056	Syar.g_01371
OG0001129	Prbm.g_01057	Syar.g_01369
OG0001130	Prbm.g_01058	Syar.g_01368
OG0001131	Prbm.g_00894	Syar.g_02448
OG0001132	Prbm.g_01103	Syar.g_00684
OG0001133	Prbm.g_01079	Syar.g_02249
OG0001134	Prbm.g_01910	Syar.g_02235
OG0001135	Prbm.g_01913	Syar.g_02232
OG0001136	Prbm.g_01552	Syar.g_01536
OG0001137	Prbm.g_01539	Syar.g_01944
OG0001138	Prbm.g_01518	Syar.g_01977
OG0001139	Prbm.g_01516	Syar.g_01980
OG0001140	Prbm.g_01515	Syar.g_01981
OG0001141	Prbm.g_01514	Syar.g_01982
OG0001142	Prbm.g_01513	Syar.g_01983
OG0001143	Prbm.g_01506	Syar.g_01698
OG0001144	Prbm.g_01501	Syar.g_01707
OG0001145	Prbm.g_01603	Syar.g_02769
OG0001146	Prbm.g_01615	Syar.g_02782
OG0001147	Prbm.g_01634	Syar.g_01276
OG0001148	Prbm.g_01662	Syar.g_01459
OG0001149	Prbm.g_01663	Syar.g_01458
OG0001150	Prbm.g_01664	Syar.g_01457
OG0001151	Prbm.g_01675	Syar.g_01238
OG0001152	Prbm.g_01676	Syar.g_01237
OG0001153	Prbm.g_01740	Syar.g_01398
OG0001154	Prbm.g_01741	Syar.g_01397
OG0001155	Prbm.g_01757	Syar.g_01211
OG0001156	Prbm.g_01760	Syar.g_01185
OG0001157	Prbm.g_01761	Syar.g_01184
OG0001158	Prbm.g_01762	Syar.g_01183
OG0001159	Prbm.g_01763	Syar.g_01182
OG0001160	Prbm.g_01789	Syar.g_02908
OG0001161	Prbm.g_01586	Syar.g_00382
OG0001162	Prbm.g_01801	Syar.g_03081
OG0001163	Prbm.g_01833	Syar.g_02917
OG0001164	Prbm.g_01837	Syar.g_02922
OG0001165	Prbm.g_01840	Syar.g_02927
OG0001166	Prbm.g_01858	Syar.g_02959
OG0001167	Prbm.g_01876	Syar.g_02982
OG0001168	Prbm.g_01877	Syar.g_02983
OG0001169	Prbm.g_01879	Syar.g_02985
OG0001170	Prbm.g_01881	Syar.g_02987
OG0001171	Prbm.g_01891	Syar.g_02999
OG0001172	Prbm.g_01952	Syar.g_00143
OG0001173	Prbm.g_01953	Syar.g_00142
OG0001174	Prbm.g_01961	Syar.g_00134
OG0001175	Prbm.g_01962	Syar.g_00133
OG0001176	Prbm.g_01974	Syar.g_01025
OG0001177	Prbm.g_01972	Syar.g_01023
OG0001178	Prbm.g_01345	Syar.g_02943
OG0001179	Prbm.g_02016	Syar.g_01055
OG0001181	Prbm.g_02043	Syar.g_01082
OG0001182	Prbm.g_02052	Syar.g_01090
OG0001183	Prbm.g_02058	Syar.g_01096
OG0001184	Prbm.g_02074	Syar.g_00653
OG0001185	Prbm.g_02089	Syar.g_00614
OG0001186	Prbm.g_02140	Syar.g_00562
OG0001187	Prbm.g_02145	Syar.g_00548
OG0001188	Prbm.g_02147	Syar.g_00546
OG0001189	Prbm.g_02164	Syar.g_00525
OG0001190	Prbm.g_02169	Syar.g_00330
OG0001191	Prbm.g_02179	Syar.g_00349
OG0001192	Prbm.g_02184	Syar.g_00356
OG0001193	Prbm.g_02197	Syar.g_00711
OG0001194	Prbm.g_02198	Syar.g_00622
OG0001195	Prbm.g_02199	Syar.g_00623
OG0001196	Prbm.g_02219	Syar.g_00453
OG0001197	Prbm.g_02221	Syar.g_00455
OG0001198	Prbm.g_02230	Syar.g_00467
OG0001199	Prbm.g_00131	Syar.g_03045
OG0001200	Prbm.g_00133	Syar.g_03047
OG0001201	Prbm.g_00165	Syar.g_03120
OG0001202	Prbm.g_00259	Syar.g_00991
OG0001203	Prbm.g_00298	Syar.g_03021
OG0001204	Prbm.g_00304	Syar.g_00154
OG0001205	Prbm.g_00455	Syar.g_02869
OG0001207	Prbm.g_00502	Syar.g_01462
OG0001208	Prbm.g_00508	Syar.g_01471
OG0001211	Prbm.g_00583	Syar.g_02323
OG0001212	Prbm.g_00626	Syar.g_02027
OG0001213	Prbm.g_00660	Syar.g_02239
OG0001214	Prbm.g_00668	Syar.g_02420
OG0001215	Prbm.g_00727	Syar.g_00965
OG0001216	Prbm.g_00744	Syar.g_01909
OG0001217	Prbm.g_00111	Syar.g_02852
OG0001218	Prbm.g_00785	Syar.g_01388
OG0001219	Prbm.g_00957	Syar.g_02585
OG0001222	Prbm.g_00889	Syar.g_02552
OG0001223	Prbm.g_01005	Syar.g_02505
OG0001224	Prbm.g_01060	Syar.g_01361
OG0001225	Prbm.g_01062	Syar.g_01929
OG0001226	Prbm.g_01945	Syar.g_03054
OG0001227	Prbm.g_01085	Syar.g_02213
OG0001230	Prbm.g_01701	Syar.g_02816
OG0001231	Prbm.g_00789	Syar.g_00485
OG0001232	Prbm.g_01862	Syar.g_02968
OG0001233	Prbm.g_01882	Syar.g_02988
OG0001235	Prbm.g_01968	Syar.g_01019
OG0001236	Prbm.g_02071	Syar.g_00657
OG0001237	Prbm.g_02075	Syar.g_00652
OG0001238	Prbm.g_02180	Syar.g_00351
OG0001239	Prbm.g_00128	Syar.g_03043
OG0001240	Prbm.g_00150	Syar.g_03101
OG0001241	Prbm.g_00159	Syar.g_03112
OG0001242	Prbm.g_00178	Syar.g_00043
OG0001243	Prbm.g_00185	Syar.g_00051
OG0001244	Prbm.g_00201	Syar.g_00075
OG0001245	Prbm.g_01353	Syar.g_00999
OG0001246	Prbm.g_00538	Syar.g_01910
OG0001247	Prbm.g_00719	Syar.g_02024
OG0001248	Prbm.g_00722	Syar.g_02059
OG0001249	Prbm.g_00395	Syar.g_01113
OG0001251	Prbm.g_01937	Syar.g_02575
OG0001252	Prbm.g_01055	Syar.g_01372
OG0001253	Prbm.g_01806	Syar.g_02015
OG0001254	Prbm.g_01912	Syar.g_02233
OG0001255	Prbm.g_01566	Syar.g_01746
OG0001256	Prbm.g_01797	Syar.g_02915
OG0001257	Prbm.g_01802	Syar.g_00807
OG0001258	Prbm.g_01838	Syar.g_02925
OG0001259	Prbm.g_01880	Syar.g_02986
OG0001260	Prbm.g_01897	Syar.g_03007
OG0001262	Prbm.g_02162	Syar.g_00527
OG0001263	Prbm.g_00188	Syar.g_00054
OG0001269	Prbm.g_00866	Syar.g_00688
OG0001273	Prbm.g_00662	Syar.g_02413
OG0001277	Prbm.g_02207	Syar.g_02250
OG0001279	Prbm.g_01171	Syar.g_02841
OG0001280	Prbm.g_01610	Syar.g_03317
OG0001282	Prbm.g_01661	Syar.g_01460, Syar.g_01351
OG0001283	Prbm.g_02215	Syar.g_00447
OG0001284	Prbm.g_01783	Syar.g_02900
OG0001285	Prbm.g_01865	Syar.g_02972
OG0001286	Prbm.g_02037	Syar.g_01077
OG0001287	Prbm.g_02096	Syar.g_00606
OG0001288	Prbm.g_02106	Syar.g_00591
OG0001289	Prbm.g_00144	Syar.g_03080
OG0001290	Prbm.g_00158	Syar.g_03111
OG0001294	Prbm.g_01649, Prbm.g_01584	Syar.g_01687
OG0001295	Prbm.g_01574	Syar.g_00693
OG0001296	Prbm.g_00543	Syar.g_01506
OG0001297	Prbm.g_00548	Syar.g_01510
OG0001299	Prbm.g_00698	Syar.g_01915
OG0001303	Prbm.g_01273	Syar.g_02583
OG0001304	Prbm.g_01046	Syar.g_01557
OG0001305	Prbm.g_00884	Syar.g_01937
OG0001306	Prbm.g_01564	Syar.g_01521
OG0001307	Prbm.g_01594, Prbm.g_01631	Syar.g_02591
OG0001308	Prbm.g_01720	Syar.g_02798
OG0001309	Prbm.g_00552	Syar.g_00360
OG0001310	Prbm.g_01852	Syar.g_02951
OG0001311	Prbm.g_01038	Syar.g_01795
OG0001312	Prbm.g_00966	Syar.g_02569
OG0001315	Prbm.g_02056	Syar.g_01094
OG0001317	Prbm.g_00294	Syar.g_03025
OG0001318	Prbm.g_00316	Syar.g_00186
OG0001325	Prbm.g_00747	Syar.g_01577
OG0001326	Prbm.g_01929	Syar.g_00632
OG0001327	Prbm.g_00918	Syar.g_01674
OG0001329	Prbm.g_01805	Syar.g_02337
OG0001331	Prbm.g_01666	Syar.g_01455
OG0001334	Prbm.g_02061	Syar.g_03166
OG0001336	Prbm.g_02216	Syar.g_00448
OG0001337	Prbm.g_00387	Syar.g_01112
OG0001339	Prbm.g_00161	Syar.g_03114
OG0001343	Prbm.g_00909	Syar.g_03210
OG0001345	Prbm.g_01528	Syar.g_01958
OG0001346	Prbm.g_01612	Syar.g_02778
OG0001347	Prbm.g_02118	Syar.g_00565, Syar.g_02401
OG0001348	Prbm.g_01122	Syar.g_02259
OG0001351	Prbm.g_00481	Syar.g_01420
OG0001354	Prbm.g_00998	Syar.g_02520
OG0001355	Prbm.g_01804	Syar.g_01912
OG0001359	Prbm.g_00910	Syar.g_03211
OG0001360	Prbm.g_01526	Syar.g_01961
OG0001365	Prbm.g_02173	Syar.g_00335
OG0001366	Prbm.g_01650, Prbm.g_00039, Prbm.g_01684	Syar.g_02962
OG0001370	Prbm.g_01208	Syar.g_00013
OG0001371	Prbm.g_00713	Syar.g_03059
OG0001373	Prbm.g_01928	Syar.g_00631
OG0001374	Prbm.g_01936	Syar.g_00642
OG0001376	Prbm.g_00896	Syar.g_02600, Syar.g_03203
OG0001377	Prbm.g_00897	Syar.g_03202, Syar.g_02599
OG0001378	Prbm.g_00443	Syar.g_01174
OG0001385	Prbm.g_01925	Syar.g_00628
OG0001386	Prbm.g_01926	Syar.g_00629
OG0001387	Prbm.g_01927	Syar.g_00630
OG0001388	Prbm.g_01930	Syar.g_00635
OG0001389	Prbm.g_01931	Syar.g_00636
OG0001390	Prbm.g_01932	Syar.g_00637
OG0001391	Prbm.g_01933	Syar.g_00638
OG0001392	Prbm.g_01934	Syar.g_00640
OG0001393	Prbm.g_01935	Syar.g_00641
OG0001394	Prbm.g_00945	Syar.g_02608
OG0001395	Prbm.g_01049	Syar.g_01561
OG0001396	Prbm.g_02119	Syar.g_02402
OG0001401	Prbm.g_01225, Prbm.g_00851	Syar.g_01813
OG0001402	Prbm.g_00655	Syar.g_02252
OG0001403	Prbm.g_00030	Syar.g_00504
OG0001406	Prbm.g_00895	Syar.g_02601
OG0001408	Prbm.g_00104	Syar.g_02042
OG0001412	Prbm.g_02117	Syar.g_02400
OG0001413	Prbm.g_00790	Syar.g_02063
OG0001415	Prbm.g_00290	Syar.g_01553
OG0001417	Prbm.g_01583	Syar.g_01885
OG0001418	Prbm.g_00720	Syar.g_01546
OG0001420	Prbm.g_01159	Syar.g_02680
OG0001428	Prbm.g_00231	Syar.g_00108
OG0001429	Prbm.g_00958	Syar.g_02582
OG0001430	Prbm.g_00898	Syar.g_03306
OG0001432	Prbm.g_01027	Syar.g_02064, Syar.g_02123
OG0001433	Prbm.g_01146, Prbm.g_01432	Syar.g_00173
OG0001434	Prbm.g_00949	Syar.g_02613
OG0001435	Prbm.g_00925	Syar.g_01621
OG0001437	Prbm.g_00289	Syar.g_01554
OG0001439	Prbm.g_00363	Syar.g_00824
OG0001441	Prbm.g_00555	Syar.g_02691
OG0001442	Prbm.g_01690	Syar.g_02622
OG0001443	Prbm.g_01919	Syar.g_00378
OG0001447	Prbm.g_00186	Syar.g_00052
OG0001450	Prbm.g_00724	Syar.g_00880
OG0001453	Prbm.g_01008	Syar.g_02498
OG0001454	Prbm.g_01346	Syar.g_02065, Syar.g_02122
OG0001456	Prbm.g_01592	Syar.g_00643
OG0001457	Prbm.g_01591	Syar.g_00644
OG0001458	Prbm.g_01590	Syar.g_00645
OG0001459	Prbm.g_01438	Syar.g_00418, Syar.g_02047
OG0001460	Prbm.g_01431, Prbm.g_01147	Syar.g_00172
OG0001461	Prbm.g_00071	Syar.g_02478
OG0001467	Prbm.g_00117	Syar.g_01745
OG0001470	Prbm.g_02138, Prbm.g_02128	Syar.g_02358, Syar.g_02369
OG0001471	Prbm.g_01585	Syar.g_00830
OG0001474	Prbm.g_00405	Syar.g_01125
OG0001475	Prbm.g_02136	Syar.g_02370
OG0001476	Prbm.g_01541	Syar.g_01647, Syar.g_02077, Syar.g_02128
OG0001477	Prbm.g_01829	Syar.g_02277
OG0001480	Prbm.g_01189	Syar.g_02013
OG0001482	Prbm.g_01083	Syar.g_02511
OG0001486	Prbm.g_01551	Syar.g_01537
OG0001487	Prbm.g_01748	Syar.g_01389
OG0001488	Prbm.g_01535	Syar.g_01948
OG0001489	Prbm.g_02049	Syar.g_01087
OG0001495	Prbm.g_01971	Syar.g_01022
OG0001496	Prbm.g_01831	Syar.g_02279
OG0001497	Prbm.g_01830	Syar.g_02278
OG0001498	Prbm.g_00424	Syar.g_03286, Syar.g_01163
OG0001504	Prbm.g_01439	Syar.g_02046
OG0001507	Prbm.g_01157	Syar.g_03257, Syar.g_01540
OG0001508	Prbm.g_02139	Syar.g_02372
OG0001509	Prbm.g_02121	Syar.g_00570, Syar.g_03249
OG0001510	Prbm.g_02100	Syar.g_00601
OG0001511	Prbm.g_00169	Syar.g_03129
OG0001512	Prbm.g_01824	Syar.g_03020
OG0001513	Prbm.g_00046	Syar.g_00995
OG0001514	Prbm.g_01832	Syar.g_02280
OG0001515	Prbm.g_00729	Syar.g_03266, Syar.g_02594
OG0001517	Prbm.g_00401	Syar.g_01119
OG0001518	Prbm.g_02182	Syar.g_00353
OG0001519	Prbm.g_02187	Syar.g_00380, Syar.g_00002
OG0001520	Prbm.g_00467	Syar.g_02053
OG0001525	Prbm.g_00086	Syar.g_01315
OG0001528	Prbm.g_02137	Syar.g_02371
OG0001529	Prbm.g_00050	Syar.g_00518
OG0001530	Prbm.g_00168	Syar.g_03127
OG0001531	Prbm.g_00299	Syar.g_03019
OG0001532	Prbm.g_01517	Syar.g_01978
OG0001534	Prbm.g_01047	Syar.g_01558
OG0001535	Prbm.g_01036	Syar.g_01799
OG0001536	Prbm.g_00984	Syar.g_02544
OG0001537	Prbm.g_00942	Syar.g_02602
OG0001538	Prbm.g_00819	Syar.g_02644
OG0001539	Prbm.g_00920	Syar.g_01626
OG0001540	Prbm.g_00190	Syar.g_00056
OG0001541	Prbm.g_00239	Syar.g_00117
OG0001542	Prbm.g_00245	Syar.g_00128
OG0001543	Prbm.g_00892	Syar.g_00949
OG0001544	Prbm.g_02186	Syar.g_00379, Syar.g_00001
OG0001545	Prbm.g_02206	Syar.g_00865
OG0001549	Prbm.g_00876	Syar.g_02838
OG0001555	Prbm.g_01826	Syar.g_01689
OG0001556	Prbm.g_01423	Syar.g_00177
OG0001558	Prbm.g_01221, Prbm.g_01282	Syar.g_00488
OG0001559	Prbm.g_00167	Syar.g_03126
OG0001560	Prbm.g_00157	Syar.g_03110
OG0001561	Prbm.g_01040	Syar.g_01792
OG0001562	Prbm.g_01030	Syar.g_02484
OG0001563	Prbm.g_02032	Syar.g_01072
OG0001570	Prbm.g_01241, Prbm.g_01240	Syar.g_02858
OG0001575	Prbm.g_00598	Syar.g_02306
OG0001576	Prbm.g_01623	Syar.g_02794
OG0001577	Prbm.g_01554	Syar.g_01534
OG0001578	Prbm.g_01294	Syar.g_00863
OG0001591	Prbm.g_00705	Syar.g_01685
OG0001613	Prbm.g_02055	Syar.g_01093
OG0001623	Prbm.g_00389	Syar.g_01109, Syar.g_01694, Syar.g_01104
OG0001634	Prbm.g_00701	Syar.g_01691
OG0001642	Prbm.g_01643	Syar.g_01387
OG0001644	Prbm.g_00757	Syar.g_01876
OG0001652	Prbm.g_01219	Syar.g_00486
OG0001659	Prbm.g_01521	Syar.g_01973
OG0001661	Prbm.g_01108	Syar.g_00911
OG0001671	Prbm.g_01212	Syar.g_03173, Syar.g_00943
OG0001673	Prbm.g_00292	Syar.g_03028
OG0001692	Prbm.g_01705	Syar.g_02812
OG0001694	Prbm.g_00338	Syar.g_00227
OG0001695	Prbm.g_02203	Syar.g_00864
OG0001703	Prbm.g_00503	Syar.g_01463
OG0001713	Prbm.g_01128	Syar.g_02147
OG0001715	Prbm.g_01192	Syar.g_00804
OG0001733	Prbm.g_01421	Syar.g_00179
OG0001739	Prbm.g_02202	Syar.g_00862
OG0001748	Prbm.g_01213	Syar.g_00941
OG0001769	Prbm.g_01474	Syar.g_02437
OG0001810	Prbm.g_00738	Syar.g_00071
OG0001816	Prbm.g_00917	Syar.g_01675
OG0001837	Prbm.g_01214	Syar.g_00942
OG0001907	Prbm.g_00200	Syar.g_00072
OG0001915	Prbm.g_02223	Syar.g_00462
OG0001923	Prbm.g_01593	Syar.g_00582
OG0001923	Prbm.g_00116	Syar.g_00583, Syar.g_00267
OG0001954	Prbm.g_01183	Syar.g_02066
OG0001955	Prbm.g_00098	Syar.g_00733
OG0001977	Prbm.g_02193	Syar.g_00703
OG0001991	Prbm.g_01434	Syar.g_01636
OG0002227	Prbm.g_01425	Syar.g_00355
OG0002229	Prbm.g_02113	Syar.g_00550
OG0002344	Prbm.g_00418	Syar.g_00030, Syar.g_01149, Syar.g_01154
OG0002384	Prbm.g_01372	Syar.g_00354
OG0002506	Prbm.g_00903	Syar.g_01931
OG0002559	Prbm.g_01452	Syar.g_01267
OG0002700	Prbm.g_00082	Syar.g_01979
OG0002704	Prbm.g_02112	Syar.g_00551
OG0002714	Prbm.g_01305	Syar.g_02057
OG0003068	Prbm.g_01336	Syar.g_02355
OG0003418	Prbm.g_02135	Syar.g_02737
OG0003806	Prbm.g_01218	Syar.g_00019
OG0003831	Prbm.g_01454	Syar.g_00306
