Orthogroup	Syag	Prav
OG0001165	Syag.g_01685	Prav.g_01760
OG0001166	Syag.g_01715	Prav.g_01780
OG0001167	Syag.g_02383	Prav.g_01797
OG0001168	Syag.g_01740	Prav.g_01799
OG0001169	Syag.g_01742	Prav.g_01801
OG0001170	Syag.g_01744	Prav.g_01803
OG0001171	Syag.g_01755	Prav.g_01813
OG0001172	Syag.g_02693	Prav.g_00271
OG0001173	Syag.g_02694	Prav.g_00272
OG0001174	Syag.g_02703	Prav.g_00280
OG0001175	Syag.g_02704	Prav.g_00281
OG0001176	Syag.g_02723	Prav.g_00288
OG0001177	Syag.g_02720	Prav.g_00291
OG0001178	Syag.g_01694	Prav.g_00296
OG0001179	Syag.g_02754	Prav.g_00616
OG0001180	Syag.g_02780	Prav.g_00638
OG0001181	Syag.g_02784	Prav.g_00642
OG0001182	Syag.g_02793	Prav.g_00649
OG0001183	Syag.g_02798	Prav.g_00654
OG0001184	Syag.g_02428	Prav.g_00670
OG0001185	Syag.g_02399	Prav.g_00684
OG0001186	Syag.g_02364	Prav.g_00707
OG0001187	Syag.g_02361	Prav.g_00711
OG0001188	Syag.g_02359	Prav.g_00713
OG0001189	Syag.g_02334	Prav.g_00730
OG0001190	Syag.g_02126	Prav.g_00734
OG0001191	Syag.g_02142	Prav.g_00744
OG0001192	Syag.g_02149	Prav.g_00749
OG0001193	Syag.g_02182	Prav.g_00759
OG0001194	Syag.g_02185	Prav.g_00760
OG0001195	Syag.g_02186	Prav.g_00761
OG0001196	Syag.g_02254	Prav.g_00774
OG0001197	Syag.g_02256	Prav.g_00775
OG0001198	Syag.g_02269	Prav.g_00783
OG0001199	Syag.g_01825	Prav.g_00139
OG0001200	Syag.g_01827	Prav.g_00141
OG0001201	Syag.g_01886	Prav.g_00173
OG0001202	Syag.g_02032	Prav.g_00839
OG0001203	Syag.g_01783	Prav.g_00800
OG0001204	Syag.g_02673	Prav.g_01890
OG0001206	Syag.g_01328	Prav.g_01060
OG0001207	Syag.g_01536	Prav.g_01075
OG0001208	Syag.g_01526	Prav.g_01080
OG0001209	Syag.g_01451	Prav.g_01133
OG0001210	Syag.g_01442	Prav.g_01138
OG0001211	Syag.g_00272	Prav.g_01148
OG0001212	Syag.g_00334	Prav.g_01192
OG0001213	Syag.g_00394	Prav.g_01227
OG0001214	Syag.g_00412	Prav.g_01235
OG0001215	Syag.g_01014	Prav.g_01288
OG0001216	Syag.g_00920	Prav.g_00308
OG0001217	Syag.g_00151	Prav.g_00346
OG0001218	Syag.g_01364	Prav.g_00355
OG0001219	Syag.g_00767	Prav.g_00385
OG0001220	Syag.g_00743	Prav.g_00448
OG0001221	Syag.g_00628	Prav.g_00510
OG0001222	Syag.g_00797	Prav.g_00548
OG0001223	Syag.g_00843	Prav.g_00574
OG0001224	Syag.g_00969	Prav.g_00929
OG0001225	Syag.g_00971	Prav.g_00931
OG0001226	Syag.g_01835	Prav.g_00236
OG0001227	Syag.g_01240	Prav.g_00255
OG0001228	Syag.g_00709	Prav.g_01836
OG0001229	Syag.g_00997	Prav.g_01471
OG0001230	Syag.g_01430	Prav.g_01570
OG0001231	Syag.g_02289	Prav.g_01673
OG0001232	Syag.g_01724	Prav.g_01784
OG0001233	Syag.g_01745	Prav.g_01804
OG0001234	Syag.g_02708	Prav.g_00283
OG0001235	Syag.g_02715	Prav.g_00293
OG0001236	Syag.g_02432	Prav.g_00667
OG0001237	Syag.g_02426	Prav.g_00671
OG0001238	Syag.g_02144	Prav.g_00745
OG0001239	Syag.g_01822	Prav.g_00136
OG0001240	Syag.g_01869	Prav.g_00158
OG0001241	Syag.g_01879	Prav.g_00166
OG0001243	Syag.g_01920	Prav.g_00190
OG0001244	Syag.g_01948	Prav.g_00206
OG0001245	Syag.g_00213	Prav.g_00997
OG0001246	Syag.g_01498	Prav.g_01102
OG0001247	Syag.g_00710	Prav.g_01281
OG0001248	Syag.g_00175	Prav.g_01283
OG0001249	Syag.g_02837	Prav.g_00373
OG0001250	Syag.g_00725	Prav.g_00437
OG0001251	Syag.g_00472	Prav.g_00484
OG0001252	Syag.g_00960	Prav.g_00924
OG0001253	Syag.g_00094	Prav.g_00256
OG0001254	Syag.g_02165	Prav.g_00035
OG0001255	Syag.g_00440	Prav.g_00049
OG0001256	Syag.g_01673	Prav.g_01666
OG0001257	Syag.g_00217, Syag.g_00176	Prav.g_01672
OG0001258	Syag.g_01683	Prav.g_01758
OG0001259	Syag.g_01743	Prav.g_01802
OG0001260	Syag.g_01763	Prav.g_01819
OG0001261	Syag.g_02763	Prav.g_00624
OG0001262	Syag.g_02336	Prav.g_00728
OG0001263	Syag.g_01923	Prav.g_00193
OG0001265	Syag.g_01910	Prav.g_00183
OG0001266	Syag.g_02036	Prav.g_00835
OG0001267	Syag.g_02598	Prav.g_01926
OG0001268	Syag.g_02850	Prav.g_01985
OG0001269	Syag.g_00480	Prav.g_00978
OG0001270	Syag.g_00030	Prav.g_01033
OG0001271	Syag.g_01353	Prav.g_01070
OG0001272	Syag.g_01522	Prav.g_01084
OG0001273	Syag.g_00405	Prav.g_01229
OG0001274	Syag.g_02076	Prav.g_01308, Prav.g_01311
OG0001275	Syag.g_00857	Prav.g_00584
OG0001276	Syag.g_00874	Prav.g_00908
OG0001278	Syag.g_01054	Prav.g_01831
OG0001279	Syag.g_00490	Prav.g_01392
OG0001280	Syag.g_01189	Prav.g_01437
OG0001281	Syag.g_01219	Prav.g_01443
OG0001282	Syag.g_01538	Prav.g_01474
OG0001283	Syag.g_02248	Prav.g_01493
OG0001284	Syag.g_01656	Prav.g_01648
OG0001285	Syag.g_00142, Syag.g_02205	Prav.g_01787
OG0001286	Syag.g_02778	Prav.g_00636
OG0001287	Syag.g_02391	Prav.g_00691
OG0001288	Syag.g_02373	Prav.g_00700
OG0001289	Syag.g_01850	Prav.g_00152
OG0001290	Syag.g_01878	Prav.g_00165
OG0001291	Syag.g_01933	Prav.g_00200
OG0001292	Syag.g_02667	Prav.g_01895
OG0001293	Syag.g_02625	Prav.g_01908
OG0001294	Syag.g_00593	Prav.g_00995
OG0001295	Syag.g_00968	Prav.g_01065
OG0001296	Syag.g_01492	Prav.g_01107
OG0001297	Syag.g_01488	Prav.g_01112
OG0001298	Syag.g_00309	Prav.g_01174
OG0001299	Syag.g_00582	Prav.g_01264
OG0001300	Syag.g_01003	Prav.g_01291
OG0001301	Syag.g_00987	Prav.g_01294
OG0001302	Syag.g_00442	Prav.g_00383
OG0001303	Syag.g_00769	Prav.g_00946
OG0001304	Syag.g_00890	Prav.g_00918
OG0001305	Syag.g_00981	Prav.g_00937
OG0001306	Syag.g_01160	Prav.g_00051
OG0001307	Syag.g_00577	Prav.g_01456
OG0001308	Syag.g_01406	Prav.g_01588
OG0001309	Syag.g_01482	Prav.g_01670
OG0001311	Syag.g_00876	Prav.g_00910
OG0001313	Syag.g_00391, Syag.g_01336, Syag.g_01335	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871
OG0001315	Syag.g_02796	Prav.g_00126
OG0001316	Syag.g_01940	Prav.g_00205
OG0001317	Syag.g_01787	Prav.g_00804
OG0001318	Syag.g_02633	Prav.g_01903
OG0001319	Syag.g_02609	Prav.g_01919
OG0001321	Syag.g_00050	Prav.g_01050
OG0001322	Syag.g_00051	Prav.g_01051
OG0001323	Syag.g_01479	Prav.g_01117
OG0001324	Syag.g_01002	Prav.g_01292
OG0001325	Syag.g_00916	Prav.g_00311
OG0001326	Syag.g_02190, Syag.g_02195	Prav.g_00472
OG0001328	Syag.g_00620	Prav.g_00254
OG0001329	Syag.g_00498	Prav.g_00026
OG0001330	Syag.g_01181	Prav.g_01408
OG0001331	Syag.g_01543	Prav.g_01479
OG0001332	Syag.g_01611	Prav.g_01621
OG0001333	Syag.g_01739	Prav.g_01798
OG0001334	Syag.g_02807	Prav.g_00657
OG0001335	Syag.g_02808	Prav.g_00658
OG0001336	Syag.g_02249	Prav.g_00771
OG0001339	Syag.g_01881	Prav.g_00168
OG0001341	Syag.g_00233	Prav.g_00344
OG0001343	Syag.g_00562	Prav.g_00481
OG0001344	Syag.g_01136	Prav.g_00069
OG0001345	Syag.g_01108	Prav.g_01862
OG0001346	Syag.g_01193	Prav.g_01439
OG0001348	Syag.g_00941	Prav.g_01693
OG0001349	Syag.g_02479	Prav.g_01558
OG0001352	Syag.g_01459	Prav.g_01278
OG0001353	Syag.g_00716	Prav.g_00429
OG0001354	Syag.g_00830	Prav.g_00566
OG0001356	Syag.g_00942	Prav.g_00957
OG0001358	Syag.g_00374	Prav.g_01218
OG0001359	Syag.g_00561	Prav.g_00482
OG0001360	Syag.g_01106	Prav.g_00257
OG0001361	Syag.g_01111	Prav.g_01865
OG0001364	Syag.g_02448	Prav.g_00660
OG0001365	Syag.g_02131	Prav.g_00738
OG0001369	Syag.g_01868	Prav.g_00157
OG0001373	Syag.g_02194	Prav.g_00471
OG0001374	Syag.g_02202	Prav.g_00479
OG0001375	Syag.g_00563	Prav.g_00480
OG0001376	Syag.g_02153	Prav.g_00220
OG0001377	Syag.g_02152	Prav.g_00221
OG0001378	Syag.g_00028	Prav.g_00003
OG0001379	Syag.g_01183	Prav.g_01432
OG0001380	Syag.g_00252	Prav.g_01461
OG0001385	Syag.g_02191	Prav.g_00468
OG0001386	Syag.g_02192	Prav.g_00469
OG0001387	Syag.g_02193	Prav.g_00470
OG0001388	Syag.g_02196	Prav.g_00473
OG0001389	Syag.g_02197	Prav.g_00474
OG0001390	Syag.g_02198	Prav.g_00475
OG0001391	Syag.g_02199	Prav.g_00476
OG0001392	Syag.g_02200	Prav.g_00477
OG0001393	Syag.g_02201	Prav.g_00478
OG0001395	Syag.g_00898	Prav.g_00920
OG0001396	Syag.g_02349	Prav.g_00300
OG0001398	Syag.g_00751	Prav.g_01700
OG0001401	Syag.g_00720	Prav.g_01365
OG0001402	Syag.g_00379	Prav.g_01328
OG0001403	Syag.g_02308	Prav.g_00098
OG0001404	Syag.g_01818	Prav.g_00133
OG0001405	Syag.g_02810	Prav.g_01972
OG0001406	Syag.g_02154	Prav.g_00219
OG0001408	Syag.g_00450	Prav.g_00239
OG0001409	Syag.g_01125	Prav.g_00072
OG0001410	Syag.g_00576	Prav.g_01457
OG0001413	Syag.g_00224	Prav.g_01662
OG0001416	Syag.g_01198	Prav.g_01057
OG0001417	Syag.g_00829	Prav.g_01067
OG0001419	Syag.g_01466	Prav.g_00235
OG0001420	Syag.g_01465	Prav.g_00012
OG0001425	Syag.g_02148	Prav.g_00748
OG0001428	Syag.g_01981	Prav.g_00866
OG0001429	Syag.g_00770	Prav.g_00386
OG0001432	Syag.g_00448	Prav.g_01661
OG0001433	Syag.g_00943	Prav.g_00958
OG0001435	Syag.g_00605	Prav.g_00495
OG0001438	Syag.g_02583	Prav.g_01939
OG0001439	Syag.g_02554	Prav.g_01953
OG0001442	Syag.g_00648	Prav.g_00337
OG0001443	Syag.g_02157	Prav.g_01744
OG0001447	Syag.g_01921	Prav.g_00191
OG0001448	Syag.g_01350	Prav.g_00986
OG0001449	Syag.g_02676	Prav.g_01010
OG0001452	Syag.g_02638	Prav.g_00485
OG0001453	Syag.g_00849	Prav.g_00578
OG0001454	Syag.g_00204	Prav.g_00250
OG0001456	Syag.g_02212	Prav.g_00042
OG0001457	Syag.g_02213	Prav.g_00043
OG0001458	Syag.g_02214	Prav.g_00044
OG0001459	Syag.g_00535	Prav.g_01377
OG0001460	Syag.g_00944	Prav.g_00959
OG0001462	Syag.g_02315	Prav.g_00102
OG0001465	Syag.g_00940	Prav.g_01300
OG0001467	Syag.g_01322	Prav.g_00374
OG0001470	Syag.g_02420	Prav.g_01509
OG0001471	Syag.g_02563	Prav.g_01663
OG0001472	Syag.g_00104	Prav.g_01669
OG0001473	Syag.g_00471	Prav.g_00708
OG0001474	Syag.g_02851	Prav.g_01986
OG0001475	Syag.g_02418	Prav.g_01511
OG0001479	Syag.g_02848	Prav.g_01983
OG0001480	Syag.g_00451	Prav.g_00988
OG0001482	Syag.g_00839	Prav.g_01055
OG0001486	Syag.g_01143	Prav.g_00063
OG0001492	Syag.g_01057	Prav.g_01834
OG0001493	Syag.g_01045	Prav.g_01826
OG0001494	Syag.g_02489	Prav.g_01553
OG0001495	Syag.g_02719	Prav.g_00290
OG0001504	Syag.g_00534	Prav.g_01378
OG0001507	Syag.g_01794, Syag.g_00083	Prav.g_01722
OG0001508	Syag.g_02421	Prav.g_01508
OG0001525	Syag.g_00464	Prav.g_01678
OG0001528	Syag.g_02419	Prav.g_01510
OG0001546	Syag.g_01473	Prav.g_01122
OG0001551	Syag.g_01019	Prav.g_00041
OG0001553	Syag.g_01424	Prav.g_01575
OG0001554	Syag.g_02124	Prav.g_01668
OG0001556	Syag.g_01096	Prav.g_00963
OG0001558	Syag.g_02292	Prav.g_01353
OG0001565	Syag.g_00449	Prav.g_01021
OG0001582	Syag.g_00198	Prav.g_01066
OG0001586	Syag.g_02483	Prav.g_01523
OG0001602	Syag.g_00939	Prav.g_01299
OG0001625	Syag.g_02631	Prav.g_01905
OG0001633	Syag.g_01608	Prav.g_01470
OG0001652	Syag.g_02290	Prav.g_01351
OG0001666	Syag.g_00218	Prav.g_01376
OG0001671	Syag.g_02063	Prav.g_01358
OG0001700	Syag.g_00537	Prav.g_00960
OG0001709	Syag.g_02478	Prav.g_01559
OG0001737	Syag.g_02577	Prav.g_01364
OG0001749	Syag.g_02461, Syag.g_02506	Prav.g_01554
OG0001919	Syag.g_00444	Prav.g_01007
OG0002015	Syag.g_02459	Prav.g_01525
OG0002029	Syag.g_01347	Prav.g_01375
OG0002244	Syag.g_01792	Prav.g_01721
OG0002380	Syag.g_01603	Prav.g_01880
OG0002426	Syag.g_02507	Prav.g_01528
OG0002590	Syag.g_02682	Prav.g_01870, Prav.g_01888
OG0002785	Syag.g_00924	Prav.g_01319
OG0003034	Syag.g_02504	Prav.g_01521
OG0003063	Syag.g_02497	Prav.g_01557
OG0003375	Syag.g_02505	Prav.g_01555
OG0004057	Syag.g_02503	Prav.g_01520
