Orthogroup	Syag	Pram
OG0001168	Syag.g_01740	Pram.g_01671
OG0001169	Syag.g_01742	Pram.g_01673
OG0001170	Syag.g_01744	Pram.g_01675
OG0001171	Syag.g_01755	Pram.g_01685
OG0001172	Syag.g_02693	Pram.g_01700
OG0001173	Syag.g_02694	Pram.g_01701
OG0001174	Syag.g_02703	Pram.g_01709
OG0001175	Syag.g_02704	Pram.g_01710
OG0001176	Syag.g_02723	Pram.g_01718
OG0001177	Syag.g_02720	Pram.g_01720
OG0001178	Syag.g_01694	Pram.g_01637
OG0001179	Syag.g_02754	Pram.g_01753
OG0001180	Syag.g_02780	Pram.g_01776
OG0001181	Syag.g_02784	Pram.g_01780
OG0001182	Syag.g_02793	Pram.g_01788
OG0001183	Syag.g_02798	Pram.g_01794
OG0001184	Syag.g_02428	Pram.g_01812
OG0001185	Syag.g_02399	Pram.g_01828
OG0001186	Syag.g_02364	Pram.g_01852
OG0001187	Syag.g_02361	Pram.g_01855
OG0001188	Syag.g_02359	Pram.g_01857
OG0001189	Syag.g_02334	Pram.g_01874
OG0001190	Syag.g_02126	Pram.g_01879
OG0001191	Syag.g_02142	Pram.g_01889
OG0001192	Syag.g_02149	Pram.g_01894
OG0001193	Syag.g_02182	Pram.g_01907
OG0001194	Syag.g_02185	Pram.g_01908
OG0001195	Syag.g_02186	Pram.g_01909
OG0001196	Syag.g_02254	Pram.g_01926
OG0001197	Syag.g_02256	Pram.g_01928
OG0001198	Syag.g_02269	Pram.g_01935
OG0001199	Syag.g_01825	Pram.g_00059
OG0001200	Syag.g_01827	Pram.g_00061
OG0001201	Syag.g_01886	Pram.g_00092
OG0001202	Syag.g_02032	Pram.g_00184
OG0001203	Syag.g_01783	Pram.g_00225
OG0001204	Syag.g_02673	Pram.g_00231
OG0001206	Syag.g_01328	Pram.g_00401
OG0001207	Syag.g_01536	Pram.g_00413
OG0001208	Syag.g_01526	Pram.g_00418
OG0001209	Syag.g_01451	Pram.g_00473
OG0001210	Syag.g_01442	Pram.g_00477
OG0001211	Syag.g_00272	Pram.g_00487
OG0001212	Syag.g_00334	Pram.g_00533
OG0001213	Syag.g_00394	Pram.g_00569
OG0001215	Syag.g_01014	Pram.g_00781
OG0001216	Syag.g_00920	Pram.g_00803
OG0001217	Syag.g_00151	Pram.g_01539
OG0001218	Syag.g_01364	Pram.g_01196
OG0001219	Syag.g_00767	Pram.g_00911
OG0001220	Syag.g_00743	Pram.g_00865
OG0001221	Syag.g_00628	Pram.g_00745
OG0001222	Syag.g_00797	Pram.g_00988
OG0001223	Syag.g_00843	Pram.g_00960
OG0001224	Syag.g_00969	Pram.g_00892
OG0001225	Syag.g_00971	Pram.g_00890
OG0001226	Syag.g_01835	Pram.g_00577
OG0001227	Syag.g_01240	Pram.g_01188
OG0001228	Syag.g_00709	Pram.g_01089
OG0001229	Syag.g_00997	Pram.g_01542
OG0001230	Syag.g_01430	Pram.g_01388
OG0001231	Syag.g_02289	Pram.g_00357
OG0001232	Syag.g_01724	Pram.g_01655
OG0001233	Syag.g_01745	Pram.g_01676
OG0001234	Syag.g_02708	Pram.g_01712
OG0001235	Syag.g_02715	Pram.g_01716
OG0001236	Syag.g_02432	Pram.g_01809
OG0001237	Syag.g_02426	Pram.g_01813
OG0001238	Syag.g_02144	Pram.g_01890
OG0001239	Syag.g_01822	Pram.g_00056
OG0001240	Syag.g_01869	Pram.g_00077
OG0001241	Syag.g_01879	Pram.g_00086
OG0001243	Syag.g_01920	Pram.g_00112
OG0001244	Syag.g_01948	Pram.g_00127
OG0001245	Syag.g_00213	Pram.g_01177
OG0001246	Syag.g_01498	Pram.g_00680
OG0001247	Syag.g_00710	Pram.g_00774
OG0001248	Syag.g_00175	Pram.g_00776
OG0001249	Syag.g_02837	Pram.g_00325
OG0001250	Syag.g_00725	Pram.g_00851
OG0001251	Syag.g_00472	Pram.g_00714
OG0001252	Syag.g_00960	Pram.g_00897
OG0001253	Syag.g_00094	Pram.g_00579
OG0001254	Syag.g_02165	Pram.g_01548
OG0001255	Syag.g_00440	Pram.g_01157
OG0001256	Syag.g_01673	Pram.g_01289
OG0001258	Syag.g_01683	Pram.g_01628
OG0001259	Syag.g_01743	Pram.g_01674
OG0001261	Syag.g_02763	Pram.g_01761
OG0001262	Syag.g_02336	Pram.g_01872
OG0001263	Syag.g_01923	Pram.g_00114
OG0001265	Syag.g_01910	Pram.g_00104
OG0001266	Syag.g_02036	Pram.g_00188
OG0001267	Syag.g_02598	Pram.g_00268
OG0001268	Syag.g_02850	Pram.g_00334
OG0001269	Syag.g_00480	Pram.g_00864
OG0001270	Syag.g_00030	Pram.g_00369
OG0001271	Syag.g_01353	Pram.g_00408
OG0001272	Syag.g_01522	Pram.g_00422
OG0001273	Syag.g_00405	Pram.g_01079
OG0001274	Syag.g_02076	Pram.g_00211
OG0001275	Syag.g_00857	Pram.g_00969
OG0001276	Syag.g_00874	Pram.g_00980
OG0001278	Syag.g_01054	Pram.g_01085
OG0001279	Syag.g_00490	Pram.g_01253
OG0001280	Syag.g_01189	Pram.g_01229
OG0001281	Syag.g_01219	Pram.g_01235
OG0001282	Syag.g_01538	Pram.g_01467
OG0001283	Syag.g_02248	Pram.g_01922
OG0001284	Syag.g_01656	Pram.g_01302
OG0001285	Syag.g_00142, Syag.g_02205	Pram.g_01658
OG0001286	Syag.g_02778	Pram.g_01774
OG0001287	Syag.g_02391	Pram.g_01835
OG0001288	Syag.g_02373	Pram.g_01845
OG0001289	Syag.g_01850	Pram.g_00071
OG0001290	Syag.g_01878	Pram.g_00085
OG0001291	Syag.g_01933	Pram.g_00122
OG0001292	Syag.g_02667	Pram.g_00236
OG0001293	Syag.g_02625	Pram.g_00249
OG0001296	Syag.g_01492	Pram.g_00446
OG0001297	Syag.g_01488	Pram.g_00451
OG0001298	Syag.g_00309	Pram.g_00515
OG0001299	Syag.g_00582	Pram.g_01043
OG0001300	Syag.g_01003	Pram.g_00785
OG0001301	Syag.g_00987	Pram.g_00790
OG0001302	Syag.g_00442	Pram.g_00908
OG0001304	Syag.g_00890	Pram.g_00993
OG0001305	Syag.g_00981	Pram.g_00884
OG0001306	Syag.g_01160	Pram.g_01155
OG0001307	Syag.g_00577	Pram.g_01477
OG0001308	Syag.g_01406	Pram.g_01368
OG0001309	Syag.g_01482	Pram.g_01272
OG0001311	Syag.g_00876	Pram.g_00982
OG0001312	Syag.g_00779	Pram.g_00920
OG0001315	Syag.g_02796	Pram.g_01553
OG0001316	Syag.g_01940	Pram.g_00126
OG0001317	Syag.g_01787	Pram.g_00221
OG0001318	Syag.g_02633	Pram.g_00245
OG0001319	Syag.g_02609	Pram.g_00261
OG0001321	Syag.g_00050	Pram.g_00386
OG0001322	Syag.g_00051	Pram.g_00387
OG0001323	Syag.g_01479	Pram.g_00457
OG0001324	Syag.g_01002	Pram.g_00786
OG0001325	Syag.g_00916	Pram.g_01025
OG0001328	Syag.g_00620	Pram.g_01214
OG0001329	Syag.g_00498	Pram.g_01598
OG0001330	Syag.g_01181	Pram.g_01276
OG0001331	Syag.g_01543	Pram.g_01462
OG0001332	Syag.g_01611	Pram.g_01331
OG0001333	Syag.g_01739	Pram.g_01670
OG0001334	Syag.g_02807	Pram.g_01797
OG0001335	Syag.g_02808	Pram.g_01798
OG0001336	Syag.g_02249	Pram.g_01923
OG0001337	Syag.g_02804, Syag.g_02835, Syag.g_02824	Pram.g_00320
OG0001338	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827	Pram.g_00323
OG0001339	Syag.g_01881	Pram.g_00088
OG0001341	Syag.g_00233	Pram.g_01533
OG0001343	Syag.g_00562	Pram.g_00711
OG0001344	Syag.g_01136	Pram.g_01135
OG0001346	Syag.g_01193	Pram.g_01231
OG0001348	Syag.g_00941	Pram.g_01526
OG0001349	Syag.g_02479	Pram.g_01401
OG0001351	Syag.g_00055	Pram.g_00394
OG0001352	Syag.g_01459	Pram.g_00770
OG0001353	Syag.g_00716	Pram.g_00841
OG0001354	Syag.g_00830	Pram.g_00953
OG0001357	Syag.g_00465	Pram.g_01207
OG0001358	Syag.g_00374	Pram.g_00558
OG0001359	Syag.g_00561	Pram.g_00712
OG0001361	Syag.g_01111	Pram.g_01121
OG0001364	Syag.g_02448	Pram.g_01800
OG0001365	Syag.g_02131	Pram.g_01883
OG0001368	Syag.g_02674	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001369	Syag.g_01868	Pram.g_00076
OG0001375	Syag.g_00563	Pram.g_00710
OG0001379	Syag.g_01183	Pram.g_01224
OG0001380	Syag.g_00252	Pram.g_01198
OG0001394	Syag.g_00635	Pram.g_00749
OG0001398	Syag.g_00751	Pram.g_01256
OG0001401	Syag.g_00720	Pram.g_00846
OG0001402	Syag.g_00379	Pram.g_00563
OG0001403	Syag.g_02308	Pram.g_00017
OG0001404	Syag.g_01818	Pram.g_00053
OG0001405	Syag.g_02810	Pram.g_00314
OG0001409	Syag.g_01125	Pram.g_01131
OG0001410	Syag.g_00576	Pram.g_01476
OG0001411	Syag.g_02424	Pram.g_00046
OG0001425	Syag.g_02148	Pram.g_01893
OG0001429	Syag.g_00770	Pram.g_00912
OG0001435	Syag.g_00605	Pram.g_00730
OG0001443	Syag.g_02157	Pram.g_01543
OG0001448	Syag.g_01350	Pram.g_00392
OG0001453	Syag.g_00849	Pram.g_01487
OG0001460	Syag.g_00944	Pram.g_01623
OG0001461	Syag.g_00521	Pram.g_01575
OG0001465	Syag.g_00940	Pram.g_00797
OG0001467	Syag.g_01322	Pram.g_01470
OG0001472	Syag.g_00104	Pram.g_00658
OG0001477	Syag.g_00990	Pram.g_01521
OG0001484	Syag.g_02203	Pram.g_01277
OG0001486	Syag.g_01143	Pram.g_01142
OG0001487	Syag.g_01365	Pram.g_01338
OG0001488	Syag.g_01119	Pram.g_01126
OG0001489	Syag.g_02789, Syag.g_00515	Pram.g_01785
OG0001494	Syag.g_02489	Pram.g_01409
OG0001495	Syag.g_02719	Pram.g_01721
OG0001496	Syag.g_00993	Pram.g_01519
OG0001497	Syag.g_00991	Pram.g_01520
OG0001498	Syag.g_00006	Pram.g_00353
OG0001510	Syag.g_02386	Pram.g_01839
OG0001511	Syag.g_01893	Pram.g_00096
OG0001512	Syag.g_01781	Pram.g_01192
OG0001514	Syag.g_00994	Pram.g_01518
OG0001515	Syag.g_01007	Pram.g_00783
OG0001516	Syag.g_00579	Pram.g_01046
OG0001517	Syag.g_02844	Pram.g_00329
OG0001518	Syag.g_02146	Pram.g_01892
OG0001519	Syag.g_02161	Pram.g_01897
OG0001527	Syag.g_00287	Pram.g_00501
OG0001529	Syag.g_02327	Pram.g_00025
OG0001530	Syag.g_01891	Pram.g_00095
OG0001531	Syag.g_01780	Pram.g_00226
OG0001532	Syag.g_01089	Pram.g_01108
OG0001534	Syag.g_00891	Pram.g_00994
OG0001535	Syag.g_00871	Pram.g_00979
OG0001536	Syag.g_00805	Pram.g_00939
OG0001537	Syag.g_00629	Pram.g_00746
OG0001538	Syag.g_00672	Pram.g_00814
OG0001539	Syag.g_00601	Pram.g_00725
OG0001540	Syag.g_01925	Pram.g_00116
OG0001541	Syag.g_01990	Pram.g_00164
OG0001542	Syag.g_01999	Pram.g_00170
OG0001543	Syag.g_02058	Pram.g_01538
OG0001544	Syag.g_02158	Pram.g_01896
OG0001545	Syag.g_02238	Pram.g_01912
OG0001557	Syag.g_00636	Pram.g_00750
OG0001559	Syag.g_01890	Pram.g_00094
OG0001560	Syag.g_01877	Pram.g_00084
OG0001561	Syag.g_00878	Pram.g_00984
OG0001563	Syag.g_02772	Pram.g_01769
OG0001565	Syag.g_00449	Pram.g_01576
OG0001574	Syag.g_00285	Pram.g_00499
OG0001575	Syag.g_00290	Pram.g_00504
OG0001576	Syag.g_01233	Pram.g_01243
OG0001579	Syag.g_02813, Syag.g_02817	Pram.g_00318
OG0001580	Syag.g_02112	Pram.g_00032
OG0001589	Syag.g_01748	Pram.g_01678
OG0001591	Syag.g_00595	Pram.g_00762
OG0001592	Syag.g_02113	Pram.g_00031
OG0001614	Syag.g_02401	Pram.g_01827
OG0001616	Syag.g_01102	Pram.g_01116
OG0001617	Syag.g_00998	Pram.g_00787
OG0001619	Syag.g_00794	Pram.g_00929
OG0001620	Syag.g_02857	Pram.g_00338
OG0001621	Syag.g_02637	Pram.g_00241
OG0001622	Syag.g_02247	Pram.g_01921
OG0001634	Syag.g_00585	Pram.g_01040
OG0001636	Syag.g_02314	Pram.g_00020
OG0001638	Syag.g_01700	Pram.g_01643
OG0001639	Syag.g_01615	Pram.g_01329
OG0001640	Syag.g_00955	Pram.g_00900
OG0001641	Syag.g_00847	Pram.g_00962
OG0001642	Syag.g_00742	Pram.g_00863
OG0001643	Syag.g_00415	Pram.g_01071
OG0001644	Syag.g_00902	Pram.g_01015
OG0001656	Syag.g_02816	Pram.g_00317
OG0001658	Syag.g_02125	Pram.g_00027
OG0001659	Syag.g_01093	Pram.g_01264
OG0001676	Syag.g_02815	Pram.g_00319
OG0001678	Syag.g_02692	Pram.g_01699
OG0001691	Syag.g_00486	Pram.g_00902
OG0001693	Syag.g_00976	Pram.g_00661
OG0001709	Syag.g_02478	Pram.g_01400
OG0001713	Syag.g_01128	Pram.g_01217
OG0001717	Syag.g_01976	Pram.g_00678
OG0001731	Syag.g_01640	Pram.g_01316
OG0001758	Syag.g_00524	Pram.g_01615
OG0001762	Syag.g_00854	Pram.g_00967
OG0001764	Syag.g_00758	Pram.g_01009
OG0001770	Syag.g_00523	Pram.g_01612
OG0001771	Syag.g_00180	Pram.g_01571
OG0001875	Syag.g_00525	Pram.g_01614
OG0001876	Syag.g_00526	Pram.g_01613
OG0001916	Syag.g_01510	Pram.g_00432
OG0001974	Syag.g_02122	Pram.g_00360
OG0002003	Syag.g_01009	Pram.g_00688
OG0002019	Syag.g_02511	Pram.g_01951
OG0002110	Syag.g_00103	Pram.g_01488
OG0002122	Syag.g_01010	Pram.g_00687
OG0002177	Syag.g_01022	Pram.g_00574
OG0002246	Syag.g_00015	Pram.g_01583
OG0002344	Syag.g_01900, Syag.g_02869	Pram.g_00348
OG0002348	Syag.g_00117	Pram.g_01527
OG0002425	Syag.g_02484	Pram.g_01406
OG0002559	Syag.g_00139	Pram.g_00592
OG0002897	Syag.g_02498	Pram.g_01434
OG0004653	Syag.g_02496	Pram.g_01410
