Orthogroup	Prah	Praz
OG0001176	Prah.g_02042	Praz.g_00315
OG0001177	Prah.g_02044	Praz.g_00312
OG0001178	Prah.g_01682	Praz.g_00307
OG0001179	Prah.g_02013	Praz.g_00279
OG0001180	Prah.g_01988	Praz.g_00257
OG0001181	Prah.g_01984	Praz.g_00253
OG0001182	Prah.g_01976	Praz.g_00246
OG0001183	Prah.g_01965	Praz.g_00241
OG0001184	Prah.g_02239	Praz.g_00225
OG0001185	Prah.g_00156	Praz.g_00211
OG0001186	Prah.g_00088	Praz.g_00187
OG0001187	Prah.g_00085	Praz.g_00183
OG0001188	Prah.g_00080	Praz.g_00180
OG0001189	Prah.g_00057	Praz.g_00163
OG0001190	Prah.g_02490	Praz.g_00159
OG0001191	Prah.g_02503	Praz.g_00149
OG0001192	Prah.g_02508	Praz.g_00144
OG0001193	Prah.g_02548	Praz.g_00134
OG0001194	Prah.g_02550	Praz.g_00133
OG0001195	Prah.g_02551	Praz.g_00132
OG0001196	Prah.g_02587	Praz.g_00119
OG0001197	Prah.g_02589	Praz.g_00118
OG0001198	Prah.g_02601	Praz.g_00362
OG0001199	Prah.g_01844	Praz.g_00434
OG0001200	Prah.g_01846	Praz.g_00436
OG0001201	Prah.g_01898	Praz.g_00468
OG0001202	Prah.g_02359	Praz.g_00559
OG0001204	Prah.g_02077	Praz.g_00603
OG0001205	Prah.g_00240	Praz.g_01883
OG0001206	Prah.g_00291	Praz.g_01866
OG0001207	Prah.g_01575	Praz.g_01851
OG0001208	Prah.g_01564	Praz.g_01846
OG0001209	Prah.g_01498	Praz.g_01793
OG0001210	Prah.g_01484	Praz.g_01788
OG0001211	Prah.g_01467	Praz.g_01778
OG0001212	Prah.g_01407	Praz.g_01734
OG0001213	Prah.g_00510	Praz.g_01701
OG0001214	Prah.g_00499	Praz.g_01693
OG0001215	Prah.g_00973	Praz.g_01640
OG0001216	Prah.g_00885	Praz.g_01605
OG0001217	Prah.g_01447	Praz.g_01567
OG0001218	Prah.g_00356	Praz.g_01560
OG0001219	Prah.g_00755	Praz.g_01523
OG0001220	Prah.g_00575	Praz.g_01460
OG0001221	Prah.g_00715	Praz.g_01397
OG0001222	Prah.g_02517	Praz.g_01358
OG0001223	Prah.g_00824	Praz.g_01332
OG0001224	Prah.g_00911	Praz.g_01280
OG0001225	Prah.g_00913	Praz.g_00064
OG0001226	Prah.g_01192	Praz.g_00090
OG0001227	Prah.g_01601	Praz.g_00108
OG0001228	Prah.g_01278	Praz.g_00709
OG0001229	Prah.g_01663	Praz.g_01141
OG0001230	Prah.g_00418	Praz.g_01049
OG0001231	Prah.g_00018	Praz.g_00944
OG0001232	Prah.g_01704	Praz.g_00854
OG0001233	Prah.g_01732	Praz.g_00834
OG0001234	Prah.g_02055	Praz.g_00320
OG0001235	Prah.g_02047	Praz.g_00310
OG0001236	Prah.g_02235	Praz.g_00228
OG0001237	Prah.g_02240	Praz.g_00224
OG0001238	Prah.g_02504	Praz.g_00148
OG0001239	Prah.g_01841	Praz.g_00431
OG0001240	Prah.g_01881	Praz.g_00453
OG0001241	Prah.g_01891	Praz.g_00461
OG0001242	Prah.g_00185	Praz.g_00479
OG0001243	Prah.g_02251	Praz.g_00485
OG0001244	Prah.g_02279	Praz.g_00501
OG0001245	Prah.g_01181	Praz.g_00794
OG0001246	Prah.g_01537	Praz.g_01824
OG0001247	Prah.g_00625	Praz.g_01647
OG0001248	Prah.g_00981	Praz.g_01645
OG0001249	Prah.g_01946	Praz.g_01534
OG0001250	Prah.g_00597	Praz.g_01471
OG0001252	Prah.g_00906	Praz.g_01285
OG0001253	Prah.g_01176	Praz.g_00109
OG0001254	Prah.g_02525	Praz.g_00023
OG0001255	Prah.g_01037	Praz.g_00008
OG0001256	Prah.g_01658	Praz.g_00951
OG0001258	Prah.g_01671	Praz.g_00880
OG0001259	Prah.g_01730	Praz.g_00836
OG0001260	Prah.g_01761	Praz.g_00820
OG0001261	Prah.g_02004	Praz.g_00271
OG0001262	Prah.g_00060	Praz.g_00165
OG0001263	Prah.g_02253	Praz.g_00488
OG0001265	Prah.g_00187	Praz.g_00478
OG0001266	Prah.g_02363	Praz.g_00563
OG0001267	Prah.g_02134	Praz.g_00638
OG0001268	Prah.g_01934	Praz.g_00341
OG0001269	Prah.g_00579	Praz.g_00815
OG0001270	Prah.g_00228	Praz.g_01894
OG0001271	Prah.g_00309	Praz.g_01856
OG0001272	Prah.g_01560	Praz.g_01842
OG0001273	Prah.g_00506	Praz.g_01699
OG0001274	Prah.g_02393	Praz.g_01627
OG0001275	Prah.g_00837	Praz.g_01322
OG0001276	Prah.g_00855	Praz.g_01302
OG0001277	Prah.g_02573	Praz.g_00098
OG0001278	Prah.g_01284	Praz.g_00704
OG0001279	Prah.g_00431	Praz.g_01236
OG0001280	Prah.g_01361	Praz.g_01181
OG0001281	Prah.g_01370	Praz.g_01175
OG0001283	Prah.g_02582	Praz.g_01119
OG0001285	Prah.g_01709	Praz.g_00851
OG0001286	Prah.g_01990	Praz.g_00259
OG0001287	Prah.g_00148	Praz.g_00203
OG0001288	Prah.g_00130	Praz.g_00194
OG0001290	Prah.g_01890	Praz.g_00460
OG0001291	Prah.g_02263	Praz.g_00495
OG0001292	Prah.g_02083	Praz.g_00608
OG0001293	Prah.g_02108	Praz.g_00620
OG0001294	Prah.g_00443	Praz.g_00796
OG0001295	Prah.g_01481	Praz.g_01861
OG0001296	Prah.g_01531	Praz.g_01819
OG0001297	Prah.g_01527	Praz.g_01814
OG0001298	Prah.g_01435	Praz.g_01752
OG0001300	Prah.g_00986	Praz.g_01637
OG0001301	Prah.g_01023	Praz.g_01634
OG0001302	Prah.g_01802	Praz.g_01525
OG0001303	Prah.g_00756	Praz.g_01318
OG0001307	Prah.g_00326	Praz.g_01156
OG0001308	Prah.g_00396	Praz.g_01031
OG0001309	Prah.g_01521	Praz.g_00947
OG0001310	Prah.g_01693	Praz.g_00865
OG0001311	Prah.g_00857	Praz.g_01300
OG0001312	Prah.g_00766	Praz.g_01369
OG0001316	Prah.g_02269	Praz.g_00500
OG0001319	Prah.g_02124	Praz.g_00631
OG0001321	Prah.g_00253	Praz.g_01877
OG0001322	Prah.g_00254	Praz.g_01876
OG0001323	Prah.g_01518	Praz.g_01809
OG0001324	Prah.g_00987	Praz.g_01636
OG0001326	Prah.g_02557	Praz.g_01435
OG0001327	Prah.g_00555	Praz.g_00082
OG0001328	Prah.g_00722	Praz.g_00107
OG0001329	Prah.g_01213	Praz.g_00032
OG0001330	Prah.g_01354	Praz.g_01206
OG0001331	Prah.g_01581	Praz.g_01133
OG0001332	Prah.g_01605	Praz.g_00998
OG0001333	Prah.g_01726	Praz.g_00840
OG0001334	Prah.g_01961	Praz.g_00238
OG0001335	Prah.g_01960	Praz.g_00237
OG0001336	Prah.g_02583	Praz.g_00122
OG0001339	Prah.g_01893	Praz.g_00463
OG0001340	Prah.g_01949	Praz.g_00685
OG0001341	Prah.g_00615	Praz.g_01569
OG0001344	Prah.g_01317	Praz.g_00750
OG0001350	Prah.g_01778	Praz.g_00597
OG0001351	Prah.g_00256	Praz.g_01874
OG0001352	Prah.g_01029	Praz.g_01650
OG0001353	Prah.g_00606	Praz.g_01480
OG0001354	Prah.g_00813	Praz.g_01340
OG0001355	Prah.g_00710	Praz.g_00914
OG0001356	Prah.g_02519	Praz.g_01548
OG0001358	Prah.g_00527	Praz.g_01710
OG0001360	Prah.g_01240	Praz.g_00110
OG0001361	Prah.g_01294	Praz.g_00738
OG0001362	Prah.g_00390	Praz.g_01027
OG0001363	Prah.g_00388	Praz.g_01025
OG0001365	Prah.g_02495	Praz.g_00155
OG0001369	Prah.g_01880	Praz.g_00452
OG0001371	Prah.g_01789	Praz.g_01651
OG0001372	Prah.g_01812	Praz.g_01561
OG0001373	Prah.g_02556	Praz.g_01436
OG0001374	Prah.g_02564	Praz.g_01428
OG0001376	Prah.g_02511	Praz.g_00076
OG0001377	Prah.g_02510	Praz.g_00077
OG0001378	Prah.g_00223	Praz.g_00061
OG0001379	Prah.g_01356	Praz.g_01186
OG0001380	Prah.g_00571	Praz.g_01151
OG0001381	Prah.g_00895	Praz.g_01145
OG0001382	Prah.g_00891	Praz.g_00930
OG0001385	Prah.g_02553	Praz.g_01439
OG0001386	Prah.g_02554	Praz.g_01438
OG0001387	Prah.g_02555	Praz.g_01437
OG0001388	Prah.g_02558	Praz.g_01434
OG0001389	Prah.g_02559	Praz.g_01433
OG0001390	Prah.g_02560	Praz.g_01432
OG0001391	Prah.g_02561	Praz.g_01431
OG0001392	Prah.g_02562	Praz.g_01430
OG0001393	Prah.g_02563	Praz.g_01429
OG0001395	Prah.g_00868	Praz.g_01289
OG0001397	Prah.g_00389	Praz.g_01026
OG0001398	Prah.g_01180	Praz.g_00917
OG0001399	Prah.g_01971, Prah.g_00340	Praz.g_00318
OG0001402	Prah.g_00522	Praz.g_01553
OG0001403	Prah.g_00037	Praz.g_00395
OG0001405	Prah.g_01957	Praz.g_00683
OG0001406	Prah.g_02512	Praz.g_00075
OG0001409	Prah.g_01307	Praz.g_00747
OG0001410	Prah.g_00325	Praz.g_01155
OG0001414	Prah.g_01786	Praz.g_00589
OG0001415	Prah.g_01412	Praz.g_00591
OG0001416	Prah.g_01367	Praz.g_01869
OG0001418	Prah.g_02051	Praz.g_01646
OG0001422	Prah.g_00282	Praz.g_00925, Praz.g_00924
OG0001425	Prah.g_02507	Praz.g_00145
OG0001431	Prah.g_00998	Praz.g_01208
OG0001433	Prah.g_01162	Praz.g_01549
OG0001434	Prah.g_00696	Praz.g_01389
OG0001437	Prah.g_01411	Praz.g_00590
OG0001441	Prah.g_01516	Praz.g_01807
OG0001442	Prah.g_00691	Praz.g_01577
OG0001446	Prah.g_01211	Praz.g_00439
OG0001449	Prah.g_01806	Praz.g_00772
OG0001450	Prah.g_00965	Praz.g_01643
OG0001451	Prah.g_00866	Praz.g_01451
OG0001452	Prah.g_01220	Praz.g_01421
OG0001455	Prah.g_02425	Praz.g_00038
OG0001460	Prah.g_01161	Praz.g_01550
OG0001462	Prah.g_00044	Praz.g_00399
OG0001463	Prah.g_02142	Praz.g_00644
OG0001464	Prah.g_01948	Praz.g_00686
OG0001475	Prah.g_00121	Praz.g_01105
OG0001479	Prah.g_01936	Praz.g_01934
OG0001485	Prah.g_01609	Praz.g_00913
OG0001491	Prah.g_01231, Prah.g_01233	Praz.g_01527
OG0001500	Prah.g_01785	Praz.g_00622
OG0001501	Prah.g_01344	Praz.g_01625
OG0001503	Prah.g_01803	Praz.g_00018
OG0001505	Prah.g_00100	Praz.g_01106
OG0001506	Prah.g_01217	Praz.g_01000
OG0001508	Prah.g_00118	Praz.g_01117
OG0001525	Prah.g_01202	Praz.g_00939
OG0001550	Prah.g_01182	Praz.g_00035
OG0001553	Prah.g_00411	Praz.g_01044
OG0001555	Prah.g_01817	Praz.g_00934
OG0001565	Prah.g_00621	Praz.g_01909
OG0001585	Prah.g_01081	Praz.g_01232
OG0001627	Prah.g_01613	Praz.g_01563
OG0001635	Prah.g_01421, Prah.g_01206	Praz.g_00895
OG0001661	Prah.g_01208	Praz.g_01913
OG0001670	Prah.g_01003	Praz.g_00906
OG0001696	Prah.g_00964	Praz.g_01450
OG0001698	Prah.g_01034	Praz.g_00083
OG0001712	Prah.g_00612	Praz.g_01917
OG0001726	Prah.g_00745	Praz.g_01920
OG0001992	Prah.g_00339, Prah.g_01973	Praz.g_01555
OG0002063	Prah.g_01054	Praz.g_00765
OG0002495	Prah.g_00995	Praz.g_01160
