Orthogroup	Prah	Pran
OG0001175	Prah.g_02058	Pran.g_01046
OG0001176	Prah.g_02042	Pran.g_01053
OG0001177	Prah.g_02044	Pran.g_01055
OG0001178	Prah.g_01682	Pran.g_01060
OG0001179	Prah.g_02013	Pran.g_01089
OG0001180	Prah.g_01988	Pran.g_01111
OG0001181	Prah.g_01984	Pran.g_01115
OG0001182	Prah.g_01976	Pran.g_01122
OG0001183	Prah.g_01965	Pran.g_01126
OG0001184	Prah.g_02239	Pran.g_01141
OG0001185	Prah.g_00156	Pran.g_01155
OG0001186	Prah.g_00088	Pran.g_01178
OG0001187	Prah.g_00085	Pran.g_01183
OG0001188	Prah.g_00080	Pran.g_01185
OG0001190	Prah.g_02490	Pran.g_01205
OG0001191	Prah.g_02503	Pran.g_01215
OG0001192	Prah.g_02508	Pran.g_01220
OG0001193	Prah.g_02548	Pran.g_01230
OG0001194	Prah.g_02550	Pran.g_01231
OG0001195	Prah.g_02551	Pran.g_01232
OG0001196	Prah.g_02587	Pran.g_01245
OG0001197	Prah.g_02589	Pran.g_01246
OG0001198	Prah.g_02601	Pran.g_01254
OG0001199	Prah.g_01844	Pran.g_00358
OG0001200	Prah.g_01846	Pran.g_00356
OG0001201	Prah.g_01898	Pran.g_00325
OG0001202	Prah.g_02359	Pran.g_00233
OG0001204	Prah.g_02077	Pran.g_01949
OG0001205	Prah.g_00240	Pran.g_01735
OG0001206	Prah.g_00291	Pran.g_01716
OG0001207	Prah.g_01575	Pran.g_01701
OG0001208	Prah.g_01564	Pran.g_01696
OG0001209	Prah.g_01498	Pran.g_01643
OG0001210	Prah.g_01484	Pran.g_01638
OG0001211	Prah.g_01467	Pran.g_01628
OG0001212	Prah.g_01407	Pran.g_01582
OG0001213	Prah.g_00510	Pran.g_01549
OG0001214	Prah.g_00499	Pran.g_01541
OG0001215	Prah.g_00973	Pran.g_01488
OG0001216	Prah.g_00885	Pran.g_01458
OG0001217	Prah.g_01447	Pran.g_01415
OG0001218	Prah.g_00356	Pran.g_01407
OG0001219	Prah.g_00755	Pran.g_01354
OG0001220	Prah.g_00575	Pran.g_01292
OG0001221	Prah.g_00715	Pran.g_00440
OG0001222	Prah.g_02517	Pran.g_00479
OG0001223	Prah.g_00824	Pran.g_00505
OG0001225	Prah.g_00913	Pran.g_00566
OG0001226	Prah.g_01192	Pran.g_00159
OG0001227	Prah.g_01601	Pran.g_00141
OG0001228	Prah.g_01278	Pran.g_00015
OG0001229	Prah.g_01663	Pran.g_00843
OG0001230	Prah.g_00418	Pran.g_00741
OG0001231	Prah.g_00018	Pran.g_00634
OG0001232	Prah.g_01704	Pran.g_00993
OG0001233	Prah.g_01732	Pran.g_01013
OG0001234	Prah.g_02055	Pran.g_01048
OG0001235	Prah.g_02047	Pran.g_01057
OG0001237	Prah.g_02240	Pran.g_01142
OG0001238	Prah.g_02504	Pran.g_01216
OG0001239	Prah.g_01841	Pran.g_00361
OG0001240	Prah.g_01881	Pran.g_00340
OG0001241	Prah.g_01891	Pran.g_00332
OG0001242	Prah.g_00185	Pran.g_00314
OG0001244	Prah.g_02279	Pran.g_00293
OG0001245	Prah.g_01181	Pran.g_01815
OG0001246	Prah.g_01537	Pran.g_01674
OG0001247	Prah.g_00625	Pran.g_01495
OG0001248	Prah.g_00981	Pran.g_01493
OG0001249	Prah.g_01946	Pran.g_01365
OG0001250	Prah.g_00597	Pran.g_01303
OG0001252	Prah.g_00906	Pran.g_00559
OG0001253	Prah.g_01176	Pran.g_00140
OG0001254	Prah.g_02525	Pran.g_00091
OG0001255	Prah.g_01037	Pran.g_00076
OG0001256	Prah.g_01658	Pran.g_00641
OG0001258	Prah.g_01671	Pran.g_00967
OG0001259	Prah.g_01730	Pran.g_01011
OG0001260	Prah.g_01761	Pran.g_01027
OG0001261	Prah.g_02004	Pran.g_01097
OG0001262	Prah.g_00060	Pran.g_01200
OG0001265	Prah.g_00187	Pran.g_00315
OG0001266	Prah.g_02363	Pran.g_00229
OG0001267	Prah.g_02134	Pran.g_01914
OG0001268	Prah.g_01934	Pran.g_01856
OG0001269	Prah.g_00579	Pran.g_01835
OG0001270	Prah.g_00228	Pran.g_01746
OG0001271	Prah.g_00309	Pran.g_01706
OG0001272	Prah.g_01560	Pran.g_01692
OG0001273	Prah.g_00506	Pran.g_01547
OG0001274	Prah.g_02393	Pran.g_01473
OG0001275	Prah.g_00837	Pran.g_00515
OG0001276	Prah.g_00855	Pran.g_00543
OG0001277	Prah.g_02573	Pran.g_00152
OG0001278	Prah.g_01284	Pran.g_00010
OG0001279	Prah.g_00431	Pran.g_00609
OG0001280	Prah.g_01361	Pran.g_00877
OG0001281	Prah.g_01370	Pran.g_00871
OG0001283	Prah.g_02582	Pran.g_00820
OG0001285	Prah.g_01709	Pran.g_00996
OG0001286	Prah.g_01990	Pran.g_01109
OG0001287	Prah.g_00148	Pran.g_01162
OG0001288	Prah.g_00130	Pran.g_01171
OG0001290	Prah.g_01890	Pran.g_00333
OG0001291	Prah.g_02263	Pran.g_00299
OG0001292	Prah.g_02083	Pran.g_01944
OG0001293	Prah.g_02108	Pran.g_01932
OG0001294	Prah.g_00443	Pran.g_01817
OG0001295	Prah.g_01481	Pran.g_01711
OG0001296	Prah.g_01531	Pran.g_01669
OG0001297	Prah.g_01527	Pran.g_01664
OG0001298	Prah.g_01435	Pran.g_01601
OG0001300	Prah.g_00986	Pran.g_01485
OG0001301	Prah.g_01023	Pran.g_01482
OG0001302	Prah.g_01802	Pran.g_01356
OG0001303	Prah.g_00756	Pran.g_01434
OG0001308	Prah.g_00396	Pran.g_00723
OG0001309	Prah.g_01521	Pran.g_00637
OG0001310	Prah.g_01693	Pran.g_00982
OG0001311	Prah.g_00857	Pran.g_00545
OG0001312	Prah.g_00766	Pran.g_00468
OG0001316	Prah.g_02269	Pran.g_00294
OG0001319	Prah.g_02124	Pran.g_01921
OG0001321	Prah.g_00253	Pran.g_01726
OG0001322	Prah.g_00254	Pran.g_01725
OG0001323	Prah.g_01518	Pran.g_01659
OG0001324	Prah.g_00987	Pran.g_01484
OG0001326	Prah.g_02557	Pran.g_00184
OG0001327	Prah.g_00555	Pran.g_00167
OG0001328	Prah.g_00722	Pran.g_00142
OG0001329	Prah.g_01213	Pran.g_00101
OG0001331	Prah.g_01581	Pran.g_00835
OG0001332	Prah.g_01605	Pran.g_00690
OG0001333	Prah.g_01726	Pran.g_01007
OG0001334	Prah.g_01961	Pran.g_01129
OG0001335	Prah.g_01960	Pran.g_01130
OG0001336	Prah.g_02583	Pran.g_01242
OG0001339	Prah.g_01893	Pran.g_00330
OG0001340	Prah.g_01949	Pran.g_01866
OG0001341	Prah.g_00615	Pran.g_01418
OG0001344	Prah.g_01317	Pran.g_00056
OG0001348	Prah.g_02412	Pran.g_00604
OG0001350	Prah.g_01778	Pran.g_00195
OG0001352	Prah.g_01029	Pran.g_01498
OG0001353	Prah.g_00606	Pran.g_01311
OG0001354	Prah.g_00813	Pran.g_00497
OG0001356	Prah.g_02519	Pran.g_01390
OG0001358	Prah.g_00527	Pran.g_01558
OG0001360	Prah.g_01240	Pran.g_00139
OG0001361	Prah.g_01294	Pran.g_00044
OG0001362	Prah.g_00390	Pran.g_00719
OG0001363	Prah.g_00388	Pran.g_00717
OG0001365	Prah.g_02495	Pran.g_01209
OG0001371	Prah.g_01789	Pran.g_01499
OG0001372	Prah.g_01812	Pran.g_01408, Pran.g_01379
OG0001373	Prah.g_02556	Pran.g_00183
OG0001374	Prah.g_02564	Pran.g_00191
OG0001376	Prah.g_02511	Pran.g_00173
OG0001377	Prah.g_02510	Pran.g_00172
OG0001378	Prah.g_00223	Pran.g_00130
OG0001379	Prah.g_01356	Pran.g_00882
OG0001380	Prah.g_00571	Pran.g_00852
OG0001381	Prah.g_00895	Pran.g_00847
OG0001382	Prah.g_00891	Pran.g_00618
OG0001385	Prah.g_02553	Pran.g_00180
OG0001386	Prah.g_02554	Pran.g_00181
OG0001387	Prah.g_02555	Pran.g_00182
OG0001388	Prah.g_02558	Pran.g_00185
OG0001389	Prah.g_02559	Pran.g_00186
OG0001390	Prah.g_02560	Pran.g_00187
OG0001391	Prah.g_02561	Pran.g_00188
OG0001392	Prah.g_02562	Pran.g_00189
OG0001393	Prah.g_02563	Pran.g_00190
OG0001394	Prah.g_00700	Pran.g_00444
OG0001395	Prah.g_00868	Pran.g_00555
OG0001397	Prah.g_00389	Pran.g_00718
OG0001398	Prah.g_01180	Pran.g_00596
OG0001399	Prah.g_01971, Prah.g_00340	Pran.g_01050
OG0001403	Prah.g_00037	Pran.g_00394
OG0001405	Prah.g_01957	Pran.g_01868
OG0001406	Prah.g_02512	Pran.g_00174
OG0001409	Prah.g_01307	Pran.g_00053
OG0001414	Prah.g_01786	Pran.g_00203
OG0001415	Prah.g_01412	Pran.g_00201
OG0001416	Prah.g_01367	Pran.g_01719
OG0001418	Prah.g_02051	Pran.g_01494
OG0001422	Prah.g_00282	Pran.g_00607
OG0001423	Prah.g_01078	Pran.g_01777
OG0001425	Prah.g_02507	Pran.g_01219
OG0001433	Prah.g_01162	Pran.g_01391
OG0001434	Prah.g_00696	Pran.g_00448
OG0001437	Prah.g_01411	Pran.g_00202
OG0001438	Prah.g_02149	Pran.g_01901
OG0001441	Prah.g_01516	Pran.g_01657
OG0001442	Prah.g_00691	Pran.g_01431
OG0001443	Prah.g_01664	Pran.g_00595
OG0001446	Prah.g_01211	Pran.g_00353
OG0001449	Prah.g_01806	Pran.g_01794
OG0001450	Prah.g_00965	Pran.g_01491
OG0001451	Prah.g_00866	Pran.g_01282
OG0001452	Prah.g_01220	Pran.g_00416
OG0001455	Prah.g_02425	Pran.g_00108, Pran.g_00935
OG0001460	Prah.g_01161	Pran.g_01392
OG0001461	Prah.g_00260	Pran.g_00916
OG0001462	Prah.g_00044	Pran.g_00390
OG0001463	Prah.g_02142	Pran.g_01908
OG0001464	Prah.g_01948	Pran.g_01865
OG0001484	Prah.g_00892	Pran.g_01414
OG0001485	Prah.g_01609	Pran.g_00575, Pran.g_00912
OG0001491	Prah.g_01231, Prah.g_01233	Pran.g_01358
OG0001500	Prah.g_01785	Pran.g_01930
OG0001501	Prah.g_01344	Pran.g_01471
OG0001503	Prah.g_01803	Pran.g_00085
OG0001506	Prah.g_01217	Pran.g_00692
OG0001525	Prah.g_01202	Pran.g_00629
OG0001527	Prah.g_01453	Pran.g_01615
OG0001550	Prah.g_01182	Pran.g_00105
OG0001553	Prah.g_00411	Pran.g_00736
OG0001555	Prah.g_01817	Pran.g_00624
OG0001556	Prah.g_01158, Prah.g_01157	Pran.g_01398
OG0001565	Prah.g_00621	Pran.g_01757
OG0001572	Prah.g_01101	Pran.g_01768
OG0001585	Prah.g_01081	Pran.g_01784
OG0001588	Prah.g_02223	Pran.g_00817
OG0001598	Prah.g_01342	Pran.g_00927
OG0001634	Prah.g_00447	Pran.g_00610
OG0001669	Prah.g_00094	Pran.g_00910
OG0001684	Prah.g_01419	Pran.g_01589
OG0001698	Prah.g_01034	Pran.g_00166
OG0001835	Prah.g_01021	Pran.g_01785
OG0002154	Prah.g_02249	Pran.g_00818
OG0002273	Prah.g_00992	Pran.g_00860
