Orthogroup	Prah	Prau
OG0001174	Prah.g_02059	Prau.g_01806
OG0001175	Prah.g_02058	Prau.g_01807
OG0001176	Prah.g_02042	Prau.g_01814
OG0001177	Prah.g_02044	Prau.g_01817
OG0001178	Prah.g_01682	Prau.g_01822
OG0001179	Prah.g_02013	Prau.g_01853
OG0001180	Prah.g_01988	Prau.g_01875
OG0001181	Prah.g_01984	Prau.g_01879
OG0001182	Prah.g_01976	Prau.g_01886
OG0001183	Prah.g_01965	Prau.g_01890
OG0001184	Prah.g_02239	Prau.g_01906
OG0001185	Prah.g_00156	Prau.g_01920
OG0001186	Prah.g_00088	Prau.g_01943
OG0001187	Prah.g_00085	Prau.g_01947
OG0001188	Prah.g_00080	Prau.g_01950
OG0001189	Prah.g_00057	Prau.g_01967
OG0001190	Prah.g_02490	Prau.g_01971
OG0001191	Prah.g_02503	Prau.g_01981
OG0001192	Prah.g_02508	Prau.g_01985
OG0001193	Prah.g_02548	Prau.g_01995
OG0001194	Prah.g_02550	Prau.g_01996
OG0001195	Prah.g_02551	Prau.g_01997
OG0001196	Prah.g_02587	Prau.g_02010
OG0001197	Prah.g_02589	Prau.g_02011
OG0001198	Prah.g_02601	Prau.g_02019
OG0001199	Prah.g_01844	Prau.g_00075
OG0001200	Prah.g_01846	Prau.g_00077
OG0001201	Prah.g_01898	Prau.g_00109
OG0001202	Prah.g_02359	Prau.g_00200
OG0001204	Prah.g_02077	Prau.g_00245
OG0001205	Prah.g_00240	Prau.g_00486
OG0001206	Prah.g_00291	Prau.g_00504
OG0001207	Prah.g_01575	Prau.g_00518
OG0001208	Prah.g_01564	Prau.g_00523
OG0001209	Prah.g_01498	Prau.g_00575
OG0001210	Prah.g_01484	Prau.g_00580
OG0001211	Prah.g_01467	Prau.g_00590
OG0001212	Prah.g_01407	Prau.g_00634
OG0001213	Prah.g_00510	Prau.g_00669
OG0001214	Prah.g_00499	Prau.g_00677
OG0001215	Prah.g_00973	Prau.g_00730
OG0001216	Prah.g_00885	Prau.g_00757
OG0001217	Prah.g_01447	Prau.g_00800
OG0001218	Prah.g_00356	Prau.g_00809
OG0001219	Prah.g_00755	Prau.g_00843
OG0001220	Prah.g_00575	Prau.g_00906
OG0001221	Prah.g_00715	Prau.g_00967
OG0001222	Prah.g_02517	Prau.g_01007
OG0001223	Prah.g_00824	Prau.g_01033
OG0001224	Prah.g_00911	Prau.g_01085
OG0001225	Prah.g_00913	Prau.g_01087
OG0001226	Prah.g_01192	Prau.g_01112
OG0001227	Prah.g_01601	Prau.g_01130
OG0001228	Prah.g_01278	Prau.g_01251
OG0001229	Prah.g_01663	Prau.g_01407
OG0001230	Prah.g_00418	Prau.g_01520
OG0001231	Prah.g_00018	Prau.g_01628
OG0001232	Prah.g_01704	Prau.g_01755
OG0001233	Prah.g_01732	Prau.g_01775
OG0001234	Prah.g_02055	Prau.g_01809
OG0001235	Prah.g_02047	Prau.g_01819
OG0001236	Prah.g_02235	Prau.g_01903
OG0001237	Prah.g_02240	Prau.g_01907
OG0001238	Prah.g_02504	Prau.g_01982
OG0001240	Prah.g_01881	Prau.g_00094
OG0001241	Prah.g_01891	Prau.g_00102
OG0001242	Prah.g_00185	Prau.g_00120
OG0001243	Prah.g_02251	Prau.g_00126
OG0001244	Prah.g_02279	Prau.g_00142
OG0001245	Prah.g_01181	Prau.g_00383
OG0001246	Prah.g_01537	Prau.g_00545
OG0001247	Prah.g_00625	Prau.g_00723
OG0001248	Prah.g_00981	Prau.g_00725
OG0001249	Prah.g_01946	Prau.g_00832
OG0001250	Prah.g_00597	Prau.g_00894
OG0001252	Prah.g_00906	Prau.g_01080
OG0001253	Prah.g_01176	Prau.g_01131
OG0001254	Prah.g_02525	Prau.g_01176
OG0001255	Prah.g_01037	Prau.g_01191
OG0001256	Prah.g_01658	Prau.g_01621
OG0001258	Prah.g_01671	Prau.g_01729
OG0001259	Prah.g_01730	Prau.g_01773
OG0001260	Prah.g_01761	Prau.g_01789
OG0001261	Prah.g_02004	Prau.g_01861
OG0001262	Prah.g_00060	Prau.g_01965
OG0001263	Prah.g_02253	Prau.g_00129
OG0001265	Prah.g_00187	Prau.g_00119
OG0001266	Prah.g_02363	Prau.g_00204
OG0001267	Prah.g_02134	Prau.g_00282
OG0001268	Prah.g_01934	Prau.g_00341
OG0001269	Prah.g_00579	Prau.g_00361
OG0001270	Prah.g_00228	Prau.g_00475
OG0001271	Prah.g_00309	Prau.g_00513
OG0001272	Prah.g_01560	Prau.g_00527
OG0001273	Prah.g_00506	Prau.g_00671
OG0001274	Prah.g_02393	Prau.g_00743
OG0001275	Prah.g_00837	Prau.g_01043
OG0001276	Prah.g_00855	Prau.g_01064
OG0001277	Prah.g_02573	Prau.g_01120
OG0001278	Prah.g_01284	Prau.g_01256
OG0001279	Prah.g_00431	Prau.g_01320
OG0001280	Prah.g_01361	Prau.g_01370
OG0001281	Prah.g_01370	Prau.g_01376
OG0001283	Prah.g_02582	Prau.g_01429
OG0001285	Prah.g_01709	Prau.g_01758
OG0001286	Prah.g_01990	Prau.g_01873
OG0001287	Prah.g_00148	Prau.g_01927
OG0001288	Prah.g_00130	Prau.g_01936
OG0001290	Prah.g_01890	Prau.g_00101
OG0001291	Prah.g_02263	Prau.g_00136
OG0001292	Prah.g_02083	Prau.g_00250
OG0001293	Prah.g_02108	Prau.g_00263
OG0001294	Prah.g_00443	Prau.g_00381
OG0001295	Prah.g_01481	Prau.g_00509
OG0001296	Prah.g_01531	Prau.g_00550
OG0001297	Prah.g_01527	Prau.g_00555
OG0001298	Prah.g_01435	Prau.g_00616
OG0001300	Prah.g_00986	Prau.g_00733
OG0001301	Prah.g_01023	Prau.g_00736
OG0001302	Prah.g_01802	Prau.g_00841
OG0001303	Prah.g_00756	Prau.g_01047
OG0001307	Prah.g_00326	Prau.g_01392
OG0001308	Prah.g_00396	Prau.g_01541
OG0001309	Prah.g_01521	Prau.g_01625
OG0001310	Prah.g_01693	Prau.g_01744
OG0001311	Prah.g_00857	Prau.g_01066
OG0001313	Prah.g_00300, Prah.g_00299	Prau.g_00752
OG0001316	Prah.g_02269	Prau.g_00141
OG0001319	Prah.g_02124	Prau.g_00274
OG0001321	Prah.g_00253	Prau.g_00492
OG0001322	Prah.g_00254	Prau.g_00493
OG0001323	Prah.g_01518	Prau.g_00560
OG0001324	Prah.g_00987	Prau.g_00734
OG0001326	Prah.g_02557	Prau.g_00931
OG0001327	Prah.g_00555	Prau.g_01104
OG0001328	Prah.g_00722	Prau.g_01129
OG0001329	Prah.g_01213	Prau.g_01168
OG0001330	Prah.g_01354	Prau.g_01345
OG0001331	Prah.g_01581	Prau.g_01415
OG0001332	Prah.g_01605	Prau.g_01574
OG0001333	Prah.g_01726	Prau.g_01769
OG0001334	Prah.g_01961	Prau.g_01893
OG0001335	Prah.g_01960	Prau.g_01894
OG0001336	Prah.g_02583	Prau.g_02007
OG0001339	Prah.g_01893	Prau.g_00104
OG0001340	Prah.g_01949	Prau.g_00330
OG0001341	Prah.g_00615	Prau.g_00798
OG0001344	Prah.g_01317	Prau.g_01210
OG0001350	Prah.g_01778	Prau.g_00238, Prau.g_00784
OG0001351	Prah.g_00256	Prau.g_00495
OG0001352	Prah.g_01029	Prau.g_00720
OG0001355	Prah.g_00710	Prau.g_01657, Prau.g_01309
OG0001358	Prah.g_00527	Prau.g_00660
OG0001360	Prah.g_01240	Prau.g_01132
OG0001361	Prah.g_01294	Prau.g_01222
OG0001362	Prah.g_00390	Prau.g_01545
OG0001363	Prah.g_00388	Prau.g_01547
OG0001365	Prah.g_02495	Prau.g_01975
OG0001369	Prah.g_01880	Prau.g_00093
OG0001370	Prah.g_00617	Prau.g_00501
OG0001371	Prah.g_01789	Prau.g_00719
OG0001372	Prah.g_01812	Prau.g_00808
OG0001373	Prah.g_02556	Prau.g_00930
OG0001374	Prah.g_02564	Prau.g_00938
OG0001376	Prah.g_02511	Prau.g_01098
OG0001377	Prah.g_02510	Prau.g_01099
OG0001378	Prah.g_00223	Prau.g_01141
OG0001380	Prah.g_00571	Prau.g_01397
OG0001381	Prah.g_00895	Prau.g_01403
OG0001382	Prah.g_00891	Prau.g_01640
OG0001385	Prah.g_02553	Prau.g_00927
OG0001386	Prah.g_02554	Prau.g_00928
OG0001387	Prah.g_02555	Prau.g_00929
OG0001388	Prah.g_02558	Prau.g_00932
OG0001389	Prah.g_02559	Prau.g_00933
OG0001390	Prah.g_02560	Prau.g_00934
OG0001391	Prah.g_02561	Prau.g_00935
OG0001392	Prah.g_02562	Prau.g_00936
OG0001393	Prah.g_02563	Prau.g_00937
OG0001394	Prah.g_00700	Prau.g_00971
OG0001395	Prah.g_00868	Prau.g_01076
OG0001397	Prah.g_00389	Prau.g_01546
OG0001398	Prah.g_01180	Prau.g_01653
OG0001399	Prah.g_01971, Prah.g_00340	Prau.g_01811
OG0001405	Prah.g_01957	Prau.g_00328
OG0001406	Prah.g_02512	Prau.g_01097
OG0001409	Prah.g_01307	Prau.g_01213
OG0001410	Prah.g_00325	Prau.g_01393
OG0001414	Prah.g_01786	Prau.g_00230
OG0001415	Prah.g_01412	Prau.g_00232
OG0001416	Prah.g_01367	Prau.g_00500
OG0001418	Prah.g_02051	Prau.g_00724
OG0001422	Prah.g_00282	Prau.g_01645
OG0001431	Prah.g_00998	Prau.g_01344
OG0001434	Prah.g_00696	Prau.g_00976
OG0001436	Prah.g_02210, Prah.g_02217	Prau.g_01480
OG0001437	Prah.g_01411	Prau.g_00231
OG0001438	Prah.g_02149	Prau.g_00295
OG0001441	Prah.g_01516	Prau.g_00562
OG0001442	Prah.g_00691	Prau.g_00791
OG0001446	Prah.g_01211	Prau.g_00080
OG0001449	Prah.g_01806	Prau.g_00405
OG0001450	Prah.g_00965	Prau.g_00727
OG0001451	Prah.g_00866	Prau.g_00915
OG0001452	Prah.g_01220	Prau.g_00944
OG0001455	Prah.g_02425	Prau.g_01162, Prau.g_00749
OG0001462	Prah.g_00044	Prau.g_00033
OG0001463	Prah.g_02142	Prau.g_00288
OG0001464	Prah.g_01948	Prau.g_00331
OG0001470	Prah.g_00119	Prau.g_01463, Prau.g_01472
OG0001475	Prah.g_00121	Prau.g_01474
OG0001479	Prah.g_01936	Prau.g_00339
OG0001484	Prah.g_00892	Prau.g_01709
OG0001485	Prah.g_01609	Prau.g_01658
OG0001491	Prah.g_01231, Prah.g_01233	Prau.g_00839
OG0001494	Prah.g_00111	Prau.g_01503
OG0001495	Prah.g_02045	Prau.g_01816
OG0001500	Prah.g_01785	Prau.g_00265
OG0001501	Prah.g_01344	Prau.g_00745
OG0001503	Prah.g_01803	Prau.g_01181
OG0001506	Prah.g_01217	Prau.g_01572
OG0001508	Prah.g_00118	Prau.g_01462
OG0001525	Prah.g_01202	Prau.g_01633
OG0001528	Prah.g_00120	Prau.g_01473, Prau.g_01464
OG0001550	Prah.g_01182	Prau.g_01165
OG0001553	Prah.g_00411	Prau.g_01525
OG0001555	Prah.g_01817	Prau.g_01637
OG0001565	Prah.g_00621	Prau.g_00457, Prau.g_00431
OG0001572	Prah.g_01101	Prau.g_01308
OG0001585	Prah.g_01081	Prau.g_01323
OG0001627	Prah.g_01613	Prau.g_00805
OG0001661	Prah.g_01208	Prau.g_00440
OG0001684	Prah.g_01419	Prau.g_01674
OG0001696	Prah.g_00964	Prau.g_00916
OG0001698	Prah.g_01034	Prau.g_01105
OG0001712	Prah.g_00612	Prau.g_00418
OG0001726	Prah.g_00745	Prau.g_00415
OG0001746	Prah.g_00213	Prau.g_01296
OG0001897	Prah.g_01931	Prau.g_01280
OG0001992	Prah.g_00339, Prah.g_01973	Prau.g_00815
OG0002063	Prah.g_01054	Prau.g_01671
OG0002898	Prah.g_00346	Prau.g_00437
OG0003063	Prah.g_00122	Prau.g_01476
