Orthogroup	Prah	Prbm
OG0001117	Prah.g_00816	Prbm.g_01001
OG0001118	Prah.g_00817	Prbm.g_01002
OG0001119	Prah.g_00818	Prbm.g_01003
OG0001120	Prah.g_00821	Prbm.g_01004
OG0001122	Prah.g_00849	Prbm.g_01033
OG0001123	Prah.g_00856	Prbm.g_01037
OG0001124	Prah.g_00858	Prbm.g_01039
OG0001125	Prah.g_00860	Prbm.g_01041
OG0001126	Prah.g_00903	Prbm.g_01052
OG0001127	Prah.g_00904	Prbm.g_01053
OG0001128	Prah.g_00907	Prbm.g_01056
OG0001129	Prah.g_00908	Prbm.g_01057
OG0001130	Prah.g_00909	Prbm.g_01058
OG0001131	Prah.g_00893	Prbm.g_00894
OG0001132	Prah.g_00539	Prbm.g_01103
OG0001133	Prah.g_00521	Prbm.g_01079
OG0001134	Prah.g_02524	Prbm.g_01910
OG0001136	Prah.g_01324	Prbm.g_01552
OG0001137	Prah.g_01305	Prbm.g_01539
OG0001138	Prah.g_01253	Prbm.g_01518
OG0001139	Prah.g_01251	Prbm.g_01516
OG0001140	Prah.g_01250	Prbm.g_01515
OG0001141	Prah.g_01249	Prbm.g_01514
OG0001142	Prah.g_01248	Prbm.g_01513
OG0001143	Prah.g_01264	Prbm.g_01506
OG0001144	Prah.g_01273	Prbm.g_01501
OG0001145	Prah.g_01353	Prbm.g_01603
OG0001146	Prah.g_01369	Prbm.g_01615
OG0001147	Prah.g_00323	Prbm.g_01634
OG0001148	Prah.g_01577	Prbm.g_01662
OG0001149	Prah.g_01578	Prbm.g_01663
OG0001150	Prah.g_01579	Prbm.g_01664
OG0001151	Prah.g_01591	Prbm.g_01675
OG0001152	Prah.g_01592	Prbm.g_01676
OG0001153	Prah.g_00366	Prbm.g_01740
OG0001154	Prah.g_00365	Prbm.g_01741
OG0001155	Prah.g_01617	Prbm.g_01757
OG0001156	Prah.g_01620	Prbm.g_01760
OG0001157	Prah.g_00538	Prbm.g_01761
OG0001158	Prah.g_01621	Prbm.g_01762
OG0001159	Prah.g_01622	Prbm.g_01763
OG0001160	Prah.g_01651	Prbm.g_01789
OG0001161	Prah.g_00541	Prbm.g_01586
OG0001162	Prah.g_01050	Prbm.g_01801
OG0001163	Prah.g_01665	Prbm.g_01833
OG0001164	Prah.g_01670	Prbm.g_01837
OG0001165	Prah.g_01673	Prbm.g_01840
OG0001166	Prah.g_01699	Prbm.g_01858
OG0001167	Prah.g_01725	Prbm.g_01876
OG0001168	Prah.g_01727	Prbm.g_01877
OG0001169	Prah.g_01729	Prbm.g_01879
OG0001170	Prah.g_01731	Prbm.g_01881
OG0001171	Prah.g_01742	Prbm.g_01891
OG0001172	Prah.g_02068	Prbm.g_01952
OG0001173	Prah.g_02067	Prbm.g_01953
OG0001174	Prah.g_02059	Prbm.g_01961
OG0001175	Prah.g_02058	Prbm.g_01962
OG0001176	Prah.g_02042	Prbm.g_01974
OG0001177	Prah.g_02044	Prbm.g_01972
OG0001178	Prah.g_01682	Prbm.g_01345
OG0001179	Prah.g_02013	Prbm.g_02016
OG0001180	Prah.g_01988	Prbm.g_02039
OG0001181	Prah.g_01984	Prbm.g_02043
OG0001182	Prah.g_01976	Prbm.g_02052
OG0001183	Prah.g_01965	Prbm.g_02058
OG0001184	Prah.g_02239	Prbm.g_02074
OG0001185	Prah.g_00156	Prbm.g_02089
OG0001186	Prah.g_00088	Prbm.g_02140
OG0001187	Prah.g_00085	Prbm.g_02145
OG0001188	Prah.g_00080	Prbm.g_02147
OG0001189	Prah.g_00057	Prbm.g_02164
OG0001190	Prah.g_02490	Prbm.g_02169
OG0001191	Prah.g_02503	Prbm.g_02179
OG0001192	Prah.g_02508	Prbm.g_02184
OG0001193	Prah.g_02548	Prbm.g_02197
OG0001194	Prah.g_02550	Prbm.g_02198
OG0001195	Prah.g_02551	Prbm.g_02199
OG0001196	Prah.g_02587	Prbm.g_02219
OG0001197	Prah.g_02589	Prbm.g_02221
OG0001198	Prah.g_02601	Prbm.g_02230
OG0001199	Prah.g_01844	Prbm.g_00131
OG0001200	Prah.g_01846	Prbm.g_00133
OG0001201	Prah.g_01898	Prbm.g_00165
OG0001202	Prah.g_02359	Prbm.g_00259
OG0001204	Prah.g_02077	Prbm.g_00304
OG0001205	Prah.g_00240	Prbm.g_00455
OG0001206	Prah.g_00291	Prbm.g_00491
OG0001207	Prah.g_01575	Prbm.g_00502
OG0001208	Prah.g_01564	Prbm.g_00508
OG0001209	Prah.g_01498	Prbm.g_00568
OG0001210	Prah.g_01484	Prbm.g_00573
OG0001211	Prah.g_01467	Prbm.g_00583
OG0001212	Prah.g_01407	Prbm.g_00626
OG0001213	Prah.g_00510	Prbm.g_00660
OG0001214	Prah.g_00499	Prbm.g_00668
OG0001215	Prah.g_00973	Prbm.g_00727
OG0001216	Prah.g_00885	Prbm.g_00744
OG0001217	Prah.g_01447	Prbm.g_00111
OG0001218	Prah.g_00356	Prbm.g_00785
OG0001219	Prah.g_00755	Prbm.g_00957
OG0001220	Prah.g_00575	Prbm.g_00867
OG0001221	Prah.g_00715	Prbm.g_00941
OG0001222	Prah.g_02517	Prbm.g_00889
OG0001223	Prah.g_00824	Prbm.g_01005
OG0001224	Prah.g_00911	Prbm.g_01060
OG0001225	Prah.g_00913	Prbm.g_01062
OG0001226	Prah.g_01192	Prbm.g_01945
OG0001227	Prah.g_01601	Prbm.g_01085
OG0001228	Prah.g_01278	Prbm.g_01498
OG0001229	Prah.g_01663	Prbm.g_01176
OG0001230	Prah.g_00418	Prbm.g_01701
OG0001231	Prah.g_00018	Prbm.g_00789
OG0001232	Prah.g_01704	Prbm.g_01862
OG0001233	Prah.g_01732	Prbm.g_01882
OG0001234	Prah.g_02055	Prbm.g_01964
OG0001235	Prah.g_02047	Prbm.g_01968
OG0001236	Prah.g_02235	Prbm.g_02071
OG0001237	Prah.g_02240	Prbm.g_02075
OG0001238	Prah.g_02504	Prbm.g_02180
OG0001239	Prah.g_01841	Prbm.g_00128
OG0001240	Prah.g_01881	Prbm.g_00150
OG0001241	Prah.g_01891	Prbm.g_00159
OG0001242	Prah.g_00185	Prbm.g_00178
OG0001243	Prah.g_02251	Prbm.g_00185
OG0001244	Prah.g_02279	Prbm.g_00201
OG0001245	Prah.g_01181	Prbm.g_01353
OG0001246	Prah.g_01537	Prbm.g_00538
OG0001247	Prah.g_00625	Prbm.g_00719
OG0001248	Prah.g_00981	Prbm.g_00722
OG0001249	Prah.g_01946	Prbm.g_00395
OG0001252	Prah.g_00906	Prbm.g_01055
OG0001253	Prah.g_01176	Prbm.g_01806
OG0001254	Prah.g_02525	Prbm.g_01912
OG0001255	Prah.g_01037	Prbm.g_01566
OG0001256	Prah.g_01658	Prbm.g_01797
OG0001258	Prah.g_01671	Prbm.g_01838
OG0001259	Prah.g_01730	Prbm.g_01880
OG0001260	Prah.g_01761	Prbm.g_01897
OG0001261	Prah.g_02004	Prbm.g_02024
OG0001262	Prah.g_00060	Prbm.g_02162
OG0001263	Prah.g_02253	Prbm.g_00188
OG0001269	Prah.g_00579	Prbm.g_00866
OG0001273	Prah.g_00506	Prbm.g_00662
OG0001277	Prah.g_02573	Prbm.g_02207
OG0001279	Prah.g_00431	Prbm.g_01171
OG0001280	Prah.g_01361	Prbm.g_01610
OG0001283	Prah.g_02582	Prbm.g_02215
OG0001285	Prah.g_01709	Prbm.g_01865
OG0001286	Prah.g_01990	Prbm.g_02037
OG0001287	Prah.g_00148	Prbm.g_02096
OG0001288	Prah.g_00130	Prbm.g_02106
OG0001290	Prah.g_01890	Prbm.g_00158
OG0001294	Prah.g_00443	Prbm.g_01649, Prbm.g_01584
OG0001295	Prah.g_01481	Prbm.g_01574
OG0001296	Prah.g_01531	Prbm.g_00543
OG0001297	Prah.g_01527	Prbm.g_00548
OG0001300	Prah.g_00986	Prbm.g_00731
OG0001301	Prah.g_01023	Prbm.g_00733
OG0001302	Prah.g_01802	Prbm.g_00955
OG0001303	Prah.g_00756	Prbm.g_01273
OG0001307	Prah.g_00326	Prbm.g_01631
OG0001308	Prah.g_00396	Prbm.g_01720
OG0001309	Prah.g_01521	Prbm.g_00552
OG0001310	Prah.g_01693	Prbm.g_01852
OG0001311	Prah.g_00857	Prbm.g_01038
OG0001312	Prah.g_00766	Prbm.g_00966
OG0001316	Prah.g_02269	Prbm.g_00199
OG0001321	Prah.g_00253	Prbm.g_00461
OG0001322	Prah.g_00254	Prbm.g_00462
OG0001324	Prah.g_00987	Prbm.g_00732
OG0001326	Prah.g_02557	Prbm.g_01929
OG0001327	Prah.g_00555	Prbm.g_00918
OG0001328	Prah.g_00722	Prbm.g_00937
OG0001329	Prah.g_01213	Prbm.g_01805
OG0001330	Prah.g_01354	Prbm.g_01604
OG0001331	Prah.g_01581	Prbm.g_01666
OG0001332	Prah.g_01605	Prbm.g_01755
OG0001334	Prah.g_01961	Prbm.g_02061
OG0001335	Prah.g_01960	Prbm.g_02062
OG0001336	Prah.g_02583	Prbm.g_02216
OG0001337	Prah.g_01950	Prbm.g_00387
OG0001339	Prah.g_01893	Prbm.g_00161
OG0001340	Prah.g_01949	Prbm.g_00388
OG0001341	Prah.g_00615	Prbm.g_00091
OG0001344	Prah.g_01317	Prbm.g_01544
OG0001347	Prah.g_00082, Prah.g_00098	Prbm.g_02118
OG0001348	Prah.g_02412	Prbm.g_01122
OG0001350	Prah.g_01778	Prbm.g_00297
OG0001351	Prah.g_00256	Prbm.g_00481
OG0001352	Prah.g_01029	Prbm.g_00714
OG0001354	Prah.g_00813	Prbm.g_00998
OG0001355	Prah.g_00710	Prbm.g_01804
OG0001356	Prah.g_01163, Prah.g_02519	Prbm.g_01145, Prbm.g_01433
OG0001357	Prah.g_00215, Prah.g_01175	Prbm.g_00463
OG0001360	Prah.g_01240	Prbm.g_01526
OG0001362	Prah.g_00390	Prbm.g_01724
OG0001363	Prah.g_00388	Prbm.g_00487
OG0001365	Prah.g_02495	Prbm.g_02173
OG0001366	Prah.g_00319	Prbm.g_01650
OG0001369	Prah.g_01880	Prbm.g_00149
OG0001370	Prah.g_00617	Prbm.g_01208
OG0001371	Prah.g_01789	Prbm.g_00713
OG0001372	Prah.g_01812	Prbm.g_00047
OG0001373	Prah.g_02556	Prbm.g_01928
OG0001374	Prah.g_02564	Prbm.g_01936
OG0001376	Prah.g_02511	Prbm.g_00896
OG0001377	Prah.g_02510	Prbm.g_00897
OG0001378	Prah.g_00223	Prbm.g_00443
OG0001380	Prah.g_00571	Prbm.g_01573
OG0001381	Prah.g_00895	Prbm.g_01658
OG0001385	Prah.g_02553	Prbm.g_01925
OG0001386	Prah.g_02554	Prbm.g_01926
OG0001387	Prah.g_02555	Prbm.g_01927
OG0001388	Prah.g_02558	Prbm.g_01930
OG0001389	Prah.g_02559	Prbm.g_01931
OG0001390	Prah.g_02560	Prbm.g_01932
OG0001391	Prah.g_02561	Prbm.g_01933
OG0001392	Prah.g_02562	Prbm.g_01934
OG0001393	Prah.g_02563	Prbm.g_01935
OG0001394	Prah.g_00700	Prbm.g_00945
OG0001395	Prah.g_00868	Prbm.g_01049
OG0001396	Prah.g_00099	Prbm.g_02119
OG0001397	Prah.g_00389	Prbm.g_01725
OG0001398	Prah.g_01180	Prbm.g_00761
OG0001399	Prah.g_01971, Prah.g_00340	Prbm.g_00080
OG0001401	Prah.g_00602	Prbm.g_01225, Prbm.g_00851
OG0001402	Prah.g_00522	Prbm.g_00655
OG0001403	Prah.g_00037	Prbm.g_00030
OG0001405	Prah.g_01957	Prbm.g_00381
OG0001406	Prah.g_02512	Prbm.g_00895
OG0001409	Prah.g_01307	Prbm.g_01540
OG0001410	Prah.g_00325	Prbm.g_01632
OG0001412	Prah.g_00083	Prbm.g_02117
OG0001414	Prah.g_01786	Prbm.g_00288
OG0001415	Prah.g_01412	Prbm.g_00290
OG0001418	Prah.g_02051	Prbm.g_00720
OG0001422	Prah.g_00282	Prbm.g_01080
OG0001425	Prah.g_02507	Prbm.g_02183
OG0001431	Prah.g_00998	Prbm.g_01181
OG0001433	Prah.g_01162	Prbm.g_01146, Prbm.g_01432
OG0001434	Prah.g_00696	Prbm.g_00949
OG0001435	Prah.g_00737	Prbm.g_00925
OG0001437	Prah.g_01411	Prbm.g_00289
OG0001441	Prah.g_01516	Prbm.g_00555
OG0001442	Prah.g_00691	Prbm.g_01690
OG0001443	Prah.g_01664	Prbm.g_01919
OG0001445	Prah.g_00095	Prbm.g_01264, Prbm.g_00074, Prbm.g_00073, Prbm.g_00473, Prbm.g_00474, Prbm.g_01462, Prbm.g_00475, Prbm.g_00476, Prbm.g_01280, Prbm.g_01596
OG0001446	Prah.g_01211	Prbm.g_00136
OG0001450	Prah.g_00965	Prbm.g_00724
OG0001451	Prah.g_00866	Prbm.g_00878
OG0001455	Prah.g_02425	Prbm.g_00048
OG0001460	Prah.g_01161	Prbm.g_01431, Prbm.g_01147
OG0001461	Prah.g_00260	Prbm.g_00071
OG0001463	Prah.g_02142	Prbm.g_00343
OG0001464	Prah.g_01948	Prbm.g_00768
OG0001470	Prah.g_00119	Prbm.g_02138
OG0001475	Prah.g_00121	Prbm.g_02136
OG0001477	Prah.g_01020	Prbm.g_01829
OG0001484	Prah.g_00892	Prbm.g_01315
OG0001485	Prah.g_01609	Prbm.g_01182
OG0001487	Prah.g_00357	Prbm.g_01748
OG0001488	Prah.g_01301	Prbm.g_01535
OG0001489	Prah.g_01979	Prbm.g_02049
OG0001491	Prah.g_01231, Prah.g_01233	Prbm.g_00950
OG0001495	Prah.g_02045	Prbm.g_01971
OG0001496	Prah.g_01016	Prbm.g_01831
OG0001497	Prah.g_01019	Prbm.g_01830
OG0001498	Prah.g_00206	Prbm.g_00424
OG0001500	Prah.g_01785	Prbm.g_00321
OG0001501	Prah.g_01344	Prbm.g_01326
OG0001503	Prah.g_01803	Prbm.g_01123
OG0001506	Prah.g_01217	Prbm.g_01752
OG0001508	Prah.g_00118	Prbm.g_02139
OG0001510	Prah.g_00143	Prbm.g_02100
OG0001511	Prah.g_01906	Prbm.g_00169
OG0001512	Prah.g_01775	Prbm.g_01824
OG0001513	Prah.g_01194	Prbm.g_00046
OG0001514	Prah.g_01015	Prbm.g_01832
OG0001515	Prah.g_00978	Prbm.g_00729
OG0001516	Prah.g_00453	Prbm.g_00695
OG0001517	Prah.g_01939	Prbm.g_00401
OG0001518	Prah.g_02506	Prbm.g_02182
OG0001519	Prah.g_02515	Prbm.g_02187
OG0001525	Prah.g_01202	Prbm.g_00086
OG0001528	Prah.g_00120	Prbm.g_02137
OG0001529	Prah.g_00050	Prbm.g_00050
OG0001530	Prah.g_01903	Prbm.g_00168
OG0001531	Prah.g_01774	Prbm.g_00299
OG0001532	Prah.g_01252	Prbm.g_01517
OG0001534	Prah.g_00865	Prbm.g_01047
OG0001535	Prah.g_00853	Prbm.g_01036
OG0001536	Prah.g_00792	Prbm.g_00984
OG0001537	Prah.g_00707	Prbm.g_00942
OG0001538	Prah.g_00662	Prbm.g_00819
OG0001539	Prah.g_00559	Prbm.g_00920
OG0001540	Prah.g_02255	Prbm.g_00190
OG0001541	Prah.g_02318	Prbm.g_00239
OG0001542	Prah.g_02335	Prbm.g_00245
OG0001543	Prah.g_02414	Prbm.g_00892
OG0001544	Prah.g_02514	Prbm.g_02186
OG0001545	Prah.g_02572	Prbm.g_02206
OG0001550	Prah.g_01182	Prbm.g_01314
OG0001553	Prah.g_00411	Prbm.g_01707
OG0001555	Prah.g_01817	Prbm.g_01826
OG0001556	Prah.g_01158, Prah.g_01157	Prbm.g_01423
OG0001558	Prah.g_00021	Prbm.g_01221, Prbm.g_01282
OG0001559	Prah.g_01902	Prbm.g_00167
OG0001560	Prah.g_01889	Prbm.g_00157
OG0001561	Prah.g_00859	Prbm.g_01040
OG0001562	Prah.g_00845	Prbm.g_01030
OG0001563	Prah.g_01996	Prbm.g_02032
OG0001575	Prah.g_01450	Prbm.g_00598
OG0001576	Prah.g_01379	Prbm.g_01623
OG0001577	Prah.g_01326	Prbm.g_01554
OG0001579	Prah.g_01953	Prbm.g_00385
OG0001585	Prah.g_01081	Prbm.g_01458, Prbm.g_01370
OG0001589	Prah.g_01735	Prbm.g_01884
OG0001591	Prah.g_00552	Prbm.g_00705
OG0001598	Prah.g_01342	Prbm.g_01067
OG0001634	Prah.g_00447	Prbm.g_00701
OG0001642	Prah.g_00580	Prbm.g_01643
OG0001652	Prah.g_00019	Prbm.g_01219
OG0001656	Prah.g_01954	Prbm.g_00384
OG0001661	Prah.g_01208	Prbm.g_01108
OG0001671	Prah.g_02407	Prbm.g_01212
OG0001673	Prah.g_01783	Prbm.g_00292
OG0001676	Prah.g_01951	Prbm.g_00386
OG0001684	Prah.g_01419	Prbm.g_00396
OG0001691	Prah.g_00742	Prbm.g_01050
OG0001692	Prah.g_00413	Prbm.g_01705
OG0001694	Prah.g_02136	Prbm.g_00338
OG0001695	Prah.g_02568	Prbm.g_02203
OG0001696	Prah.g_00964	Prbm.g_00879
OG0001698	Prah.g_01034	Prbm.g_01686
OG0001703	Prah.g_01574	Prbm.g_00503
OG0001715	Prah.g_01165	Prbm.g_01192
OG0001739	Prah.g_02566	Prbm.g_02202
OG0001740	Prah.g_02571	Prbm.g_02205
OG0001746	Prah.g_00213	Prbm.g_01184
OG0001748	Prah.g_02405	Prbm.g_01213
OG0001757	Prah.g_01198	Prbm.g_01152
OG0001758	Prah.g_01121	Prbm.g_01903
OG0001793	Prah.g_01174	Prbm.g_01360
OG0001802	Prah.g_00317	Prbm.g_02054
OG0001810	Prah.g_02267	Prbm.g_00738
OG0001816	Prah.g_00554	Prbm.g_00917
OG0001835	Prah.g_01021	Prbm.g_01306
OG0001837	Prah.g_02406	Prbm.g_01214
OG0001875	Prah.g_01122	Prbm.g_01902
OG0001876	Prah.g_01123	Prbm.g_01901
OG0001907	Prah.g_02272	Prbm.g_00200
OG0001915	Prah.g_01199	Prbm.g_02223
OG0001954	Prah.g_00626	Prbm.g_01183
OG0001955	Prah.g_00583	Prbm.g_00098
OG0001956	Prah.g_00565	Prbm.g_00872
OG0001962	Prah.g_02442	Prbm.g_00083
OG0001962	Prah.g_02422	Prbm.g_00085
OG0001963	Prah.g_01969	Prbm.g_01976
OG0001977	Prah.g_02542	Prbm.g_02193
OG0002018	Prah.g_02570	Prbm.g_02204
OG0002036	Prah.g_01675	Prbm.g_01320
OG0002052	Prah.g_02516	Prbm.g_00890
OG0002063	Prah.g_01054	Prbm.g_01468
OG0002164	Prah.g_01219	Prbm.g_01078
OG0002165	Prah.g_01216	Prbm.g_00115
OG0002229	Prah.g_00113	Prbm.g_02113
OG0002232	Prah.g_00952	Prbm.g_00718
OG0002240	Prah.g_00320	Prbm.g_00180
OG0002273	Prah.g_00992	Prbm.g_01194
OG0002276	Prah.g_00933	Prbm.g_01223, Prbm.g_01599, Prbm.g_01470, Prbm.g_01291, Prbm.g_01391, Prbm.g_01299, Prbm.g_01471, Prbm.g_01290
OG0002383	Prah.g_01287	Prbm.g_01266
OG0002392	Prah.g_00350	Prbm.g_01133, Prbm.g_00100, Prbm.g_01329
OG0002450	Prah.g_02592	Prbm.g_02224
OG0002493	Prah.g_01794, Prah.g_01795	Prbm.g_01211, Prbm.g_01206
OG0002714	Prah.g_00440	Prbm.g_01305
