Orthogroup	Prah	Prae
OG0001178	Prah.g_01682	Prae.g_01714
OG0001179	Prah.g_02013	Prae.g_01742
OG0001180	Prah.g_01988	Prae.g_01765
OG0001181	Prah.g_01984	Prae.g_01769
OG0001182	Prah.g_01976	Prae.g_01776
OG0001183	Prah.g_01965	Prae.g_01780
OG0001184	Prah.g_02239	Prae.g_01796
OG0001185	Prah.g_00156	Prae.g_01810
OG0001186	Prah.g_00088	Prae.g_01833
OG0001187	Prah.g_00085	Prae.g_01837
OG0001188	Prah.g_00080	Prae.g_01839
OG0001189	Prah.g_00057	Prae.g_01856
OG0001190	Prah.g_02490	Prae.g_01860
OG0001191	Prah.g_02503	Prae.g_01870
OG0001192	Prah.g_02508	Prae.g_01875
OG0001193	Prah.g_02548	Prae.g_01885
OG0001194	Prah.g_02550	Prae.g_01886
OG0001195	Prah.g_02551	Prae.g_01887
OG0001196	Prah.g_02587	Prae.g_01900
OG0001197	Prah.g_02589	Prae.g_01901
OG0001198	Prah.g_02601	Prae.g_01908
OG0001199	Prah.g_01844	Prae.g_00074
OG0001200	Prah.g_01846	Prae.g_00076
OG0001201	Prah.g_01898	Prae.g_00107
OG0001202	Prah.g_02359	Prae.g_00202
OG0001204	Prah.g_02077	Prae.g_00246
OG0001205	Prah.g_00240	Prae.g_00419
OG0001206	Prah.g_00291	Prae.g_00436
OG0001207	Prah.g_01575	Prae.g_00451
OG0001208	Prah.g_01564	Prae.g_00456
OG0001209	Prah.g_01498	Prae.g_00510
OG0001210	Prah.g_01484	Prae.g_00515
OG0001211	Prah.g_01467	Prae.g_00525
OG0001212	Prah.g_01407	Prae.g_00570
OG0001213	Prah.g_00510	Prae.g_00603
OG0001214	Prah.g_00499	Prae.g_00611
OG0001215	Prah.g_00973	Prae.g_00664
OG0001216	Prah.g_00885	Prae.g_00713
OG0001217	Prah.g_01447	Prae.g_00752
OG0001218	Prah.g_00356	Prae.g_00759
OG0001219	Prah.g_00755	Prae.g_00794
OG0001220	Prah.g_00575	Prae.g_00857
OG0001221	Prah.g_00715	Prae.g_00919
OG0001222	Prah.g_02517	Prae.g_00956
OG0001223	Prah.g_00824	Prae.g_00982
OG0001224	Prah.g_00911	Prae.g_01036
OG0001225	Prah.g_00913	Prae.g_01038
OG0001226	Prah.g_01192	Prae.g_01066
OG0001227	Prah.g_01601	Prae.g_01084
OG0001228	Prah.g_01278	Prae.g_01208
OG0001229	Prah.g_01663	Prae.g_01366
OG0001230	Prah.g_00418	Prae.g_01451
OG0001231	Prah.g_00018	Prae.g_01556
OG0001232	Prah.g_01704	Prae.g_01646
OG0001233	Prah.g_01732	Prae.g_01666
OG0001234	Prah.g_02055	Prae.g_01701
OG0001235	Prah.g_02047	Prae.g_01711
OG0001236	Prah.g_02235	Prae.g_01793
OG0001237	Prah.g_02240	Prae.g_01797
OG0001238	Prah.g_02504	Prae.g_01871
OG0001239	Prah.g_01841	Prae.g_00071
OG0001240	Prah.g_01881	Prae.g_00093
OG0001241	Prah.g_01891	Prae.g_00101
OG0001242	Prah.g_00185	Prae.g_00119
OG0001243	Prah.g_02251	Prae.g_00125
OG0001244	Prah.g_02279	Prae.g_00141
OG0001245	Prah.g_01181	Prae.g_00380
OG0001246	Prah.g_01537	Prae.g_00478
OG0001247	Prah.g_00625	Prae.g_00657
OG0001248	Prah.g_00981	Prae.g_00659
OG0001249	Prah.g_01946	Prae.g_00784
OG0001250	Prah.g_00597	Prae.g_00846
OG0001252	Prah.g_00906	Prae.g_01031
OG0001253	Prah.g_01176	Prae.g_01085
OG0001254	Prah.g_02525	Prae.g_01132
OG0001255	Prah.g_01037	Prae.g_01147
OG0001256	Prah.g_01658	Prae.g_01549
OG0001258	Prah.g_01671	Prae.g_01620
OG0001259	Prah.g_01730	Prae.g_01664
OG0001260	Prah.g_01761	Prae.g_01680
OG0001261	Prah.g_02004	Prae.g_01750
OG0001262	Prah.g_00060	Prae.g_01854
OG0001263	Prah.g_02253	Prae.g_00128
OG0001265	Prah.g_00187	Prae.g_00118
OG0001266	Prah.g_02363	Prae.g_00206
OG0001267	Prah.g_02134	Prae.g_00281
OG0001268	Prah.g_01934	Prae.g_00339
OG0001269	Prah.g_00579	Prae.g_00358
OG0001270	Prah.g_00228	Prae.g_00408
OG0001271	Prah.g_00309	Prae.g_00446
OG0001272	Prah.g_01560	Prae.g_00460
OG0001273	Prah.g_00506	Prae.g_00605
OG0001274	Prah.g_02393	Prae.g_00677
OG0001275	Prah.g_00837	Prae.g_00992
OG0001276	Prah.g_00855	Prae.g_01015
OG0001277	Prah.g_02573	Prae.g_01074
OG0001278	Prah.g_01284	Prae.g_01213
OG0001279	Prah.g_00431	Prae.g_01265
OG0001280	Prah.g_01361	Prae.g_01328
OG0001281	Prah.g_01370	Prae.g_01334
OG0001283	Prah.g_02582	Prae.g_01388
OG0001285	Prah.g_01709	Prae.g_01649
OG0001286	Prah.g_01990	Prae.g_01762
OG0001287	Prah.g_00148	Prae.g_01817
OG0001288	Prah.g_00130	Prae.g_01826
OG0001290	Prah.g_01890	Prae.g_00100
OG0001291	Prah.g_02263	Prae.g_00135
OG0001292	Prah.g_02083	Prae.g_00251
OG0001293	Prah.g_02108	Prae.g_00264
OG0001294	Prah.g_00443	Prae.g_00378
OG0001295	Prah.g_01481	Prae.g_00441
OG0001296	Prah.g_01531	Prae.g_00483
OG0001297	Prah.g_01527	Prae.g_00488
OG0001298	Prah.g_01435	Prae.g_00551
OG0001300	Prah.g_00986	Prae.g_00667
OG0001301	Prah.g_01023	Prae.g_00670
OG0001302	Prah.g_01802	Prae.g_00793
OG0001303	Prah.g_00756	Prae.g_00996
OG0001307	Prah.g_00326	Prae.g_01351
OG0001308	Prah.g_00396	Prae.g_01469
OG0001309	Prah.g_01521	Prae.g_01553
OG0001310	Prah.g_01693	Prae.g_01635
OG0001311	Prah.g_00857	Prae.g_01017
OG0001313	Prah.g_00300, Prah.g_00299	Prae.g_00700, Prae.g_00703, Prae.g_00708
OG0001316	Prah.g_02269	Prae.g_00140
OG0001319	Prah.g_02124	Prae.g_00275
OG0001321	Prah.g_00253	Prae.g_00425
OG0001322	Prah.g_00254	Prae.g_00426
OG0001323	Prah.g_01518	Prae.g_00493
OG0001324	Prah.g_00987	Prae.g_00668
OG0001326	Prah.g_02557	Prae.g_00881
OG0001327	Prah.g_00555	Prae.g_01057
OG0001328	Prah.g_00722	Prae.g_01083
OG0001329	Prah.g_01213	Prae.g_01122
OG0001330	Prah.g_01354	Prae.g_01292
OG0001331	Prah.g_01581	Prae.g_01374
OG0001332	Prah.g_01605	Prae.g_01502
OG0001333	Prah.g_01726	Prae.g_01660
OG0001334	Prah.g_01961	Prae.g_01783
OG0001335	Prah.g_01960	Prae.g_01784
OG0001336	Prah.g_02583	Prae.g_01897
OG0001339	Prah.g_01893	Prae.g_00103
OG0001340	Prah.g_01949	Prae.g_00329
OG0001341	Prah.g_00615	Prae.g_00750
OG0001344	Prah.g_01317	Prae.g_01167
OG0001348	Prah.g_02412	Prae.g_01578
OG0001350	Prah.g_01778	Prae.g_00240
OG0001351	Prah.g_00256	Prae.g_00428
OG0001352	Prah.g_01029	Prae.g_00654
OG0001353	Prah.g_00606	Prae.g_00838
OG0001354	Prah.g_00813	Prae.g_00974
OG0001356	Prah.g_02519	Prae.g_01231
OG0001358	Prah.g_00527	Prae.g_00594
OG0001360	Prah.g_01240	Prae.g_01086
OG0001361	Prah.g_01294	Prae.g_01179
OG0001362	Prah.g_00390	Prae.g_01473
OG0001363	Prah.g_00388	Prae.g_01475
OG0001365	Prah.g_02495	Prae.g_01864
OG0001369	Prah.g_01880	Prae.g_00092
OG0001371	Prah.g_01789	Prae.g_00653
OG0001372	Prah.g_01812	Prae.g_00758
OG0001373	Prah.g_02556	Prae.g_00880
OG0001374	Prah.g_02564	Prae.g_00888
OG0001376	Prah.g_02511	Prae.g_01050
OG0001377	Prah.g_02510	Prae.g_01051
OG0001378	Prah.g_00223	Prae.g_01095
OG0001379	Prah.g_01356	Prae.g_01323
OG0001380	Prah.g_00571	Prae.g_01356
OG0001381	Prah.g_00895	Prae.g_01362
OG0001382	Prah.g_00891	Prae.g_01570
OG0001385	Prah.g_02553	Prae.g_00877
OG0001386	Prah.g_02554	Prae.g_00878
OG0001387	Prah.g_02555	Prae.g_00879
OG0001388	Prah.g_02558	Prae.g_00882
OG0001389	Prah.g_02559	Prae.g_00883
OG0001390	Prah.g_02560	Prae.g_00884
OG0001391	Prah.g_02561	Prae.g_00885
OG0001392	Prah.g_02562	Prae.g_00886
OG0001393	Prah.g_02563	Prae.g_00887
OG0001395	Prah.g_00868	Prae.g_01027
OG0001397	Prah.g_00389	Prae.g_01474
OG0001398	Prah.g_01180	Prae.g_01583
OG0001399	Prah.g_01971, Prah.g_00340	Prae.g_01703
OG0001401	Prah.g_00602	Prae.g_00687
OG0001402	Prah.g_00522	Prae.g_00767
OG0001403	Prah.g_00037	Prae.g_00030
OG0001405	Prah.g_01957	Prae.g_00327
OG0001406	Prah.g_02512	Prae.g_01049
OG0001409	Prah.g_01307	Prae.g_01170
OG0001410	Prah.g_00325	Prae.g_01352
OG0001414	Prah.g_01786	Prae.g_00232
OG0001415	Prah.g_01412	Prae.g_00234
OG0001416	Prah.g_01367	Prae.g_00433
OG0001418	Prah.g_02051	Prae.g_00658
OG0001422	Prah.g_00282	Prae.g_01576
OG0001425	Prah.g_02507	Prae.g_01874
OG0001431	Prah.g_00998	Prae.g_01290
OG0001433	Prah.g_01162	Prae.g_01232
OG0001436	Prah.g_02210, Prah.g_02217	Prae.g_01418
OG0001437	Prah.g_01411	Prae.g_00233
OG0001438	Prah.g_02149	Prae.g_00294
OG0001441	Prah.g_01516	Prae.g_00495
OG0001442	Prah.g_00691	Prae.g_00741
OG0001446	Prah.g_01211	Prae.g_00079
OG0001449	Prah.g_01806	Prae.g_00394
OG0001450	Prah.g_00965	Prae.g_00661
OG0001451	Prah.g_00866	Prae.g_00866
OG0001452	Prah.g_01220	Prae.g_00895
OG0001455	Prah.g_02425	Prae.g_01322
OG0001460	Prah.g_01161	Prae.g_01233
OG0001461	Prah.g_00260	Prae.g_01228
OG0001462	Prah.g_00044	Prae.g_00034
OG0001463	Prah.g_02142	Prae.g_00287
OG0001464	Prah.g_01948	Prae.g_00330
OG0001484	Prah.g_00892	Prae.g_01299
OG0001485	Prah.g_01609	Prae.g_01588
OG0001491	Prah.g_01231, Prah.g_01233	Prae.g_00791
OG0001494	Prah.g_00111	Prae.g_01399
OG0001495	Prah.g_02045	Prae.g_01708
OG0001500	Prah.g_01785	Prae.g_00266
OG0001501	Prah.g_01344	Prae.g_00679
OG0001503	Prah.g_01803	Prae.g_01137
OG0001505	Prah.g_00100	Prae.g_01421
OG0001506	Prah.g_01217	Prae.g_01500
OG0001525	Prah.g_01202	Prae.g_01561
OG0001550	Prah.g_01182	Prae.g_01119
OG0001553	Prah.g_00411	Prae.g_01456
OG0001555	Prah.g_01817	Prae.g_01566
OG0001556	Prah.g_01158, Prah.g_01157	Prae.g_01237
OG0001558	Prah.g_00021	Prae.g_00690
OG0001585	Prah.g_01081	Prae.g_01269
OG0001598	Prah.g_01342	Prae.g_00399
OG0001627	Prah.g_01613	Prae.g_00756
OG0001635	Prah.g_01421, Prah.g_01206	Prae.g_01601
OG0001652	Prah.g_00019	Prae.g_00688
OG0001671	Prah.g_02407	Prae.g_00695
OG0001684	Prah.g_01419	Prae.g_00563
OG0001696	Prah.g_00964	Prae.g_00867
OG0001698	Prah.g_01034	Prae.g_01058
OG0001992	Prah.g_00339, Prah.g_01973	Prae.g_00765
OG0001995	Prah.g_01492	Prae.g_01259
OG0002490	Prah.g_00103	Prae.g_01424
