Orthogroup	Prah	Prav
OG0001168	Prah.g_01727	Prav.g_01799
OG0001169	Prah.g_01729	Prav.g_01801
OG0001170	Prah.g_01731	Prav.g_01803
OG0001171	Prah.g_01742	Prav.g_01813
OG0001172	Prah.g_02068	Prav.g_00271
OG0001173	Prah.g_02067	Prav.g_00272
OG0001174	Prah.g_02059	Prav.g_00280
OG0001175	Prah.g_02058	Prav.g_00281
OG0001176	Prah.g_02042	Prav.g_00288
OG0001177	Prah.g_02044	Prav.g_00291
OG0001178	Prah.g_01682	Prav.g_00296
OG0001179	Prah.g_02013	Prav.g_00616
OG0001180	Prah.g_01988	Prav.g_00638
OG0001181	Prah.g_01984	Prav.g_00642
OG0001182	Prah.g_01976	Prav.g_00649
OG0001183	Prah.g_01965	Prav.g_00654
OG0001184	Prah.g_02239	Prav.g_00670
OG0001185	Prah.g_00156	Prav.g_00684
OG0001186	Prah.g_00088	Prav.g_00707
OG0001187	Prah.g_00085	Prav.g_00711
OG0001188	Prah.g_00080	Prav.g_00713
OG0001189	Prah.g_00057	Prav.g_00730
OG0001190	Prah.g_02490	Prav.g_00734
OG0001191	Prah.g_02503	Prav.g_00744
OG0001192	Prah.g_02508	Prav.g_00749
OG0001193	Prah.g_02548	Prav.g_00759
OG0001194	Prah.g_02550	Prav.g_00760
OG0001195	Prah.g_02551	Prav.g_00761
OG0001196	Prah.g_02587	Prav.g_00774
OG0001197	Prah.g_02589	Prav.g_00775
OG0001198	Prah.g_02601	Prav.g_00783
OG0001199	Prah.g_01844	Prav.g_00139
OG0001200	Prah.g_01846	Prav.g_00141
OG0001201	Prah.g_01898	Prav.g_00173
OG0001202	Prah.g_02359	Prav.g_00839
OG0001204	Prah.g_02077	Prav.g_01890
OG0001205	Prah.g_00240	Prav.g_01044
OG0001206	Prah.g_00291	Prav.g_01060
OG0001207	Prah.g_01575	Prav.g_01075
OG0001208	Prah.g_01564	Prav.g_01080
OG0001209	Prah.g_01498	Prav.g_01133
OG0001210	Prah.g_01484	Prav.g_01138
OG0001211	Prah.g_01467	Prav.g_01148
OG0001212	Prah.g_01407	Prav.g_01192
OG0001213	Prah.g_00510	Prav.g_01227
OG0001214	Prah.g_00499	Prav.g_01235
OG0001215	Prah.g_00973	Prav.g_01288
OG0001216	Prah.g_00885	Prav.g_00308
OG0001217	Prah.g_01447	Prav.g_00346
OG0001218	Prah.g_00356	Prav.g_00355
OG0001219	Prah.g_00755	Prav.g_00385
OG0001220	Prah.g_00575	Prav.g_00448
OG0001221	Prah.g_00715	Prav.g_00510
OG0001222	Prah.g_02517	Prav.g_00548
OG0001223	Prah.g_00824	Prav.g_00574
OG0001224	Prah.g_00911	Prav.g_00929
OG0001225	Prah.g_00913	Prav.g_00931
OG0001226	Prah.g_01192	Prav.g_00236
OG0001227	Prah.g_01601	Prav.g_00255
OG0001228	Prah.g_01278	Prav.g_01836
OG0001229	Prah.g_01663	Prav.g_01471
OG0001230	Prah.g_00418	Prav.g_01570
OG0001231	Prah.g_00018	Prav.g_01673
OG0001232	Prah.g_01704	Prav.g_01784
OG0001233	Prah.g_01732	Prav.g_01804
OG0001234	Prah.g_02055	Prav.g_00283
OG0001235	Prah.g_02047	Prav.g_00293
OG0001236	Prah.g_02235	Prav.g_00667
OG0001237	Prah.g_02240	Prav.g_00671
OG0001238	Prah.g_02504	Prav.g_00745
OG0001239	Prah.g_01841	Prav.g_00136
OG0001240	Prah.g_01881	Prav.g_00158
OG0001241	Prah.g_01891	Prav.g_00166
OG0001242	Prah.g_00185	Prav.g_00184
OG0001243	Prah.g_02251	Prav.g_00190
OG0001244	Prah.g_02279	Prav.g_00206
OG0001245	Prah.g_01181	Prav.g_00997
OG0001246	Prah.g_01537	Prav.g_01102
OG0001247	Prah.g_00625	Prav.g_01281
OG0001248	Prah.g_00981	Prav.g_01283
OG0001249	Prah.g_01946	Prav.g_00373
OG0001250	Prah.g_00597	Prav.g_00437
OG0001252	Prah.g_00906	Prav.g_00924
OG0001253	Prah.g_01176	Prav.g_00256
OG0001254	Prah.g_02525	Prav.g_00035
OG0001255	Prah.g_01037	Prav.g_00049
OG0001256	Prah.g_01658	Prav.g_01666
OG0001258	Prah.g_01671	Prav.g_01758
OG0001259	Prah.g_01730	Prav.g_01802
OG0001260	Prah.g_01761	Prav.g_01819
OG0001261	Prah.g_02004	Prav.g_00624
OG0001262	Prah.g_00060	Prav.g_00728
OG0001263	Prah.g_02253	Prav.g_00193
OG0001265	Prah.g_00187	Prav.g_00183
OG0001266	Prah.g_02363	Prav.g_00835
OG0001267	Prah.g_02134	Prav.g_01926
OG0001268	Prah.g_01934	Prav.g_01985
OG0001269	Prah.g_00579	Prav.g_00978
OG0001270	Prah.g_00228	Prav.g_01033
OG0001271	Prah.g_00309	Prav.g_01070
OG0001272	Prah.g_01560	Prav.g_01084
OG0001273	Prah.g_00506	Prav.g_01229
OG0001274	Prah.g_02393	Prav.g_01308, Prav.g_01311
OG0001275	Prah.g_00837	Prav.g_00584
OG0001276	Prah.g_00855	Prav.g_00908
OG0001277	Prah.g_02573	Prav.g_00244
OG0001278	Prah.g_01284	Prav.g_01831
OG0001279	Prah.g_00431	Prav.g_01392
OG0001280	Prah.g_01361	Prav.g_01437
OG0001281	Prah.g_01370	Prav.g_01443
OG0001283	Prah.g_02582	Prav.g_01493
OG0001285	Prah.g_01709	Prav.g_01787
OG0001286	Prah.g_01990	Prav.g_00636
OG0001287	Prah.g_00148	Prav.g_00691
OG0001288	Prah.g_00130	Prav.g_00700
OG0001290	Prah.g_01890	Prav.g_00165
OG0001291	Prah.g_02263	Prav.g_00200
OG0001292	Prah.g_02083	Prav.g_01895
OG0001293	Prah.g_02108	Prav.g_01908
OG0001294	Prah.g_00443	Prav.g_00995
OG0001295	Prah.g_01481	Prav.g_01065
OG0001296	Prah.g_01531	Prav.g_01107
OG0001297	Prah.g_01527	Prav.g_01112
OG0001298	Prah.g_01435	Prav.g_01174
OG0001300	Prah.g_00986	Prav.g_01291
OG0001301	Prah.g_01023	Prav.g_01294
OG0001302	Prah.g_01802	Prav.g_00383
OG0001303	Prah.g_00756	Prav.g_00946
OG0001307	Prah.g_00326	Prav.g_01456
OG0001308	Prah.g_00396	Prav.g_01588
OG0001309	Prah.g_01521	Prav.g_01670
OG0001310	Prah.g_01693	Prav.g_01773
OG0001311	Prah.g_00857	Prav.g_00910
OG0001313	Prah.g_00300, Prah.g_00299	Prav.g_00971, Prav.g_01872, Prav.g_01873, Prav.g_01362, Prav.g_01373, Prav.g_00970, Prav.g_01453, Prav.g_01871
OG0001316	Prah.g_02269	Prav.g_00205
OG0001319	Prah.g_02124	Prav.g_01919
OG0001321	Prah.g_00253	Prav.g_01050
OG0001322	Prah.g_00254	Prav.g_01051
OG0001323	Prah.g_01518	Prav.g_01117
OG0001324	Prah.g_00987	Prav.g_01292
OG0001326	Prah.g_02557	Prav.g_00472
OG0001327	Prah.g_00555	Prav.g_00227
OG0001328	Prah.g_00722	Prav.g_00254
OG0001329	Prah.g_01213	Prav.g_00026
OG0001330	Prah.g_01354	Prav.g_01408
OG0001331	Prah.g_01581	Prav.g_01479
OG0001332	Prah.g_01605	Prav.g_01621
OG0001333	Prah.g_01726	Prav.g_01798
OG0001334	Prah.g_01961	Prav.g_00657
OG0001335	Prah.g_01960	Prav.g_00658
OG0001336	Prah.g_02583	Prav.g_00771
OG0001339	Prah.g_01893	Prav.g_00168
OG0001340	Prah.g_01949	Prav.g_01974
OG0001341	Prah.g_00615	Prav.g_00344
OG0001344	Prah.g_01317	Prav.g_00069
OG0001347	Prah.g_00098	Prav.g_00299
OG0001348	Prah.g_02412	Prav.g_01693
OG0001350	Prah.g_01778	Prav.g_00801
OG0001352	Prah.g_01029	Prav.g_01278
OG0001353	Prah.g_00606	Prav.g_00429
OG0001354	Prah.g_00813	Prav.g_00566
OG0001355	Prah.g_00710	Prav.g_01704, Prav.g_00969
OG0001356	Prah.g_02519	Prav.g_00957
OG0001358	Prah.g_00527	Prav.g_01218
OG0001360	Prah.g_01240	Prav.g_00257
OG0001361	Prah.g_01294	Prav.g_01865
OG0001362	Prah.g_00390	Prav.g_01592
OG0001363	Prah.g_00388	Prav.g_01594
OG0001365	Prah.g_02495	Prav.g_00738
OG0001369	Prah.g_01880	Prav.g_00157
OG0001371	Prah.g_01789	Prav.g_01277
OG0001372	Prah.g_01812	Prav.g_00354, Prav.g_01325
OG0001373	Prah.g_02556	Prav.g_00471
OG0001374	Prah.g_02564	Prav.g_00479
OG0001376	Prah.g_02511	Prav.g_00220
OG0001377	Prah.g_02510	Prav.g_00221
OG0001378	Prah.g_00223	Prav.g_00003
OG0001379	Prah.g_01356	Prav.g_01432
OG0001380	Prah.g_00571	Prav.g_01461
OG0001381	Prah.g_00895	Prav.g_01467
OG0001382	Prah.g_00891	Prav.g_01686
OG0001385	Prah.g_02553	Prav.g_00468
OG0001386	Prah.g_02554	Prav.g_00469
OG0001387	Prah.g_02555	Prav.g_00470
OG0001388	Prah.g_02558	Prav.g_00473
OG0001389	Prah.g_02559	Prav.g_00474
OG0001390	Prah.g_02560	Prav.g_00475
OG0001391	Prah.g_02561	Prav.g_00476
OG0001392	Prah.g_02562	Prav.g_00477
OG0001393	Prah.g_02563	Prav.g_00478
OG0001395	Prah.g_00868	Prav.g_00920
OG0001396	Prah.g_00099	Prav.g_00300
OG0001397	Prah.g_00389	Prav.g_01593
OG0001398	Prah.g_01180	Prav.g_01700
OG0001399	Prah.g_01971, Prah.g_00340	Prav.g_00285
OG0001401	Prah.g_00602	Prav.g_01365
OG0001402	Prah.g_00522	Prav.g_01328
OG0001403	Prah.g_00037	Prav.g_00098
OG0001405	Prah.g_01957	Prav.g_01972
OG0001406	Prah.g_02512	Prav.g_00219
OG0001409	Prah.g_01307	Prav.g_00072
OG0001410	Prah.g_00325	Prav.g_01457
OG0001412	Prah.g_00083	Prav.g_00298
OG0001414	Prah.g_01786	Prav.g_00809
OG0001415	Prah.g_01412	Prav.g_00807
OG0001416	Prah.g_01367	Prav.g_01057
OG0001418	Prah.g_02051	Prav.g_01282
OG0001422	Prah.g_00282	Prav.g_01691
OG0001425	Prah.g_02507	Prav.g_00748
OG0001431	Prah.g_00998	Prav.g_01406
OG0001433	Prah.g_01162	Prav.g_00958
OG0001434	Prah.g_00696	Prav.g_00518
OG0001435	Prah.g_00737	Prav.g_00495
OG0001437	Prah.g_01411	Prav.g_00808
OG0001438	Prah.g_02149	Prav.g_01939
OG0001441	Prah.g_01516	Prav.g_01119
OG0001442	Prah.g_00691	Prav.g_00337
OG0001443	Prah.g_01664	Prav.g_01744
OG0001446	Prah.g_01211	Prav.g_00144
OG0001449	Prah.g_01806	Prav.g_01010
OG0001450	Prah.g_00965	Prav.g_01285
OG0001451	Prah.g_00866	Prav.g_00457
OG0001452	Prah.g_01220	Prav.g_00485
OG0001455	Prah.g_02425	Prav.g_00021, Prav.g_01388
OG0001460	Prah.g_01161	Prav.g_00959
OG0001462	Prah.g_00044	Prav.g_00102
OG0001463	Prah.g_02142	Prav.g_01932
OG0001464	Prah.g_01948	Prav.g_01975
OG0001470	Prah.g_00119	Prav.g_01509
OG0001475	Prah.g_00121	Prav.g_01511
OG0001479	Prah.g_01936	Prav.g_01983
OG0001485	Prah.g_01609	Prav.g_01705
OG0001491	Prah.g_01231, Prah.g_01233	Prav.g_00381
OG0001494	Prah.g_00111	Prav.g_01553
OG0001495	Prah.g_02045	Prav.g_00290
OG0001500	Prah.g_01785	Prav.g_01910
OG0001501	Prah.g_01344	Prav.g_01313
OG0001503	Prah.g_01803	Prav.g_00039
OG0001505	Prah.g_00100	Prav.g_01503
OG0001506	Prah.g_01217	Prav.g_01619
OG0001508	Prah.g_00118	Prav.g_01508
OG0001525	Prah.g_01202	Prav.g_01678
OG0001528	Prah.g_00120	Prav.g_01510
OG0001550	Prah.g_01182	Prav.g_00024
OG0001553	Prah.g_00411	Prav.g_01575
OG0001555	Prah.g_01817	Prav.g_01683
OG0001556	Prah.g_01158, Prah.g_01157	Prav.g_00963
OG0001558	Prah.g_00021	Prav.g_01353
OG0001565	Prah.g_00621	Prav.g_01021
OG0001585	Prah.g_01081	Prav.g_01395
OG0001598	Prah.g_01342	Prav.g_01879, Prav.g_01383
OG0001627	Prah.g_01613	Prav.g_00351
OG0001652	Prah.g_00019	Prav.g_01351
OG0001670	Prah.g_01003	Prav.g_01710
OG0001671	Prah.g_02407	Prav.g_01358
OG0001696	Prah.g_00964	Prav.g_00458
OG0001698	Prah.g_01034	Prav.g_00228
OG0001737	Prah.g_02154	Prav.g_01364
OG0001842	Prah.g_00139	Prav.g_00966
OG0001930	Prah.g_00140	Prav.g_00967
OG0001931	Prah.g_00141	Prav.g_00968
OG0001963	Prah.g_01969	Prav.g_01742
OG0001992	Prah.g_00339, Prah.g_01973	Prav.g_00361
OG0002015	Prah.g_02215	Prav.g_01525
OG0002036	Prah.g_01675	Prav.g_01724
OG0002291	Prah.g_02326, Prah.g_02333	Prav.g_01391
OG0002387	Prah.g_00092	Prav.g_01527
OG0003063	Prah.g_00122	Prav.g_01557
OG0003165	Prah.g_01734	Prav.g_01806
OG0003404	Prah.g_00109	Prav.g_01522
OG0003656	Prah.g_00351	Prav.g_01023
