Orthogroup	Prah	Praj
OG0001169	Prah.g_01729	Praj.g_01806
OG0001170	Prah.g_01731	Praj.g_01808
OG0001171	Prah.g_01742	Praj.g_01818
OG0001172	Prah.g_02068	Praj.g_01872
OG0001173	Prah.g_02067	Praj.g_01873
OG0001174	Prah.g_02059	Praj.g_01881
OG0001175	Prah.g_02058	Praj.g_01882
OG0001176	Prah.g_02042	Praj.g_01893
OG0001177	Prah.g_02044	Praj.g_01891
OG0001178	Prah.g_01682	Praj.g_01236
OG0001179	Prah.g_02013	Praj.g_01935
OG0001180	Prah.g_01988	Praj.g_01958
OG0001181	Prah.g_01984	Praj.g_01962
OG0001182	Prah.g_01976	Praj.g_01970
OG0001183	Prah.g_01965	Praj.g_01976
OG0001184	Prah.g_02239	Praj.g_01992
OG0001185	Prah.g_00156	Praj.g_02007
OG0001186	Prah.g_00088	Praj.g_02046
OG0001187	Prah.g_00085	Praj.g_02060
OG0001188	Prah.g_00080	Praj.g_02062
OG0001189	Prah.g_00057	Praj.g_02079
OG0001190	Prah.g_02490	Praj.g_02084
OG0001191	Prah.g_02503	Praj.g_02094
OG0001192	Prah.g_02508	Praj.g_02099
OG0001193	Prah.g_02548	Praj.g_02112
OG0001194	Prah.g_02550	Praj.g_02113
OG0001195	Prah.g_02551	Praj.g_02114
OG0001196	Prah.g_02587	Praj.g_02136
OG0001197	Prah.g_02589	Praj.g_02138
OG0001198	Prah.g_02601	Praj.g_02146
OG0001199	Prah.g_01844	Praj.g_00112
OG0001200	Prah.g_01846	Praj.g_00114
OG0001201	Prah.g_01898	Praj.g_00146
OG0001202	Prah.g_02359	Praj.g_00239
OG0001204	Prah.g_02077	Praj.g_00284
OG0001205	Prah.g_00240	Praj.g_00439
OG0001206	Prah.g_00291	Praj.g_00458
OG0001207	Prah.g_01575	Praj.g_00469
OG0001208	Prah.g_01564	Praj.g_00475
OG0001209	Prah.g_01498	Praj.g_00526
OG0001210	Prah.g_01484	Praj.g_00531
OG0001211	Prah.g_01467	Praj.g_00541
OG0001212	Prah.g_01407	Praj.g_00583
OG0001213	Prah.g_00510	Praj.g_00617
OG0001214	Prah.g_00499	Praj.g_00625
OG0001215	Prah.g_00973	Praj.g_00683
OG0001216	Prah.g_00885	Praj.g_00700
OG0001217	Prah.g_01447	Praj.g_00091
OG0001218	Prah.g_00356	Praj.g_00740
OG0001219	Prah.g_00755	Praj.g_00915
OG0001220	Prah.g_00575	Praj.g_00825
OG0001221	Prah.g_00715	Praj.g_00899
OG0001222	Prah.g_02517	Praj.g_00847
OG0001223	Prah.g_00824	Praj.g_00964
OG0001224	Prah.g_00911	Praj.g_01020
OG0001225	Prah.g_00913	Praj.g_01022
OG0001227	Prah.g_01601	Praj.g_01045
OG0001228	Prah.g_01278	Praj.g_01411
OG0001229	Prah.g_01663	Praj.g_01160
OG0001230	Prah.g_00418	Praj.g_01623
OG0001231	Prah.g_00018	Praj.g_00744
OG0001232	Prah.g_01704	Praj.g_01789
OG0001233	Prah.g_01732	Praj.g_01809
OG0001234	Prah.g_02055	Praj.g_01884
OG0001235	Prah.g_02047	Praj.g_01888
OG0001236	Prah.g_02235	Praj.g_01989
OG0001237	Prah.g_02240	Praj.g_01993
OG0001238	Prah.g_02504	Praj.g_02095
OG0001239	Prah.g_01841	Praj.g_00109
OG0001240	Prah.g_01881	Praj.g_00131
OG0001241	Prah.g_01891	Praj.g_00140
OG0001242	Prah.g_00185	Praj.g_00159
OG0001243	Prah.g_02251	Praj.g_00166
OG0001244	Prah.g_02279	Praj.g_00182
OG0001245	Prah.g_01181	Praj.g_01244
OG0001246	Prah.g_01537	Praj.g_00496
OG0001247	Prah.g_00625	Praj.g_00676
OG0001248	Prah.g_00981	Praj.g_00678
OG0001249	Prah.g_01946	Praj.g_00373
OG0001252	Prah.g_00906	Praj.g_01015
OG0001253	Prah.g_01176	Praj.g_01728
OG0001254	Prah.g_02525	Praj.g_01834
OG0001255	Prah.g_01037	Praj.g_01477
OG0001256	Prah.g_01658	Praj.g_01719
OG0001259	Prah.g_01730	Praj.g_01807
OG0001260	Prah.g_01761	Praj.g_01824
OG0001261	Prah.g_02004	Praj.g_01943
OG0001262	Prah.g_00060	Praj.g_02077
OG0001263	Prah.g_02253	Praj.g_00169
OG0001269	Prah.g_00579	Praj.g_00824
OG0001273	Prah.g_00506	Praj.g_00619
OG0001277	Prah.g_02573	Praj.g_02123
OG0001279	Prah.g_00431	Praj.g_01155
OG0001280	Prah.g_01361	Praj.g_01527
OG0001281	Prah.g_01370	Praj.g_01533
OG0001283	Prah.g_02582	Praj.g_02132
OG0001285	Prah.g_01709	Praj.g_01792
OG0001286	Prah.g_01990	Praj.g_01956
OG0001287	Prah.g_00148	Praj.g_02014
OG0001288	Prah.g_00130	Praj.g_02025
OG0001290	Prah.g_01890	Praj.g_00139
OG0001294	Prah.g_00443	Praj.g_01564, Praj.g_01497
OG0001295	Prah.g_01481	Praj.g_01485
OG0001296	Prah.g_01531	Praj.g_00501
OG0001297	Prah.g_01527	Praj.g_00506
OG0001300	Prah.g_00986	Praj.g_00687
OG0001301	Prah.g_01023	Praj.g_00689
OG0001302	Prah.g_01802	Praj.g_00913
OG0001303	Prah.g_00756	Praj.g_01344
OG0001307	Prah.g_00326	Praj.g_01547
OG0001308	Prah.g_00396	Praj.g_01642
OG0001309	Prah.g_01521	Praj.g_00510
OG0001310	Prah.g_01693	Praj.g_01779
OG0001311	Prah.g_00857	Praj.g_00998
OG0001312	Prah.g_00766	Praj.g_00924
OG0001316	Prah.g_02269	Praj.g_00180
OG0001321	Prah.g_00253	Praj.g_00445
OG0001322	Prah.g_00254	Praj.g_00446
OG0001324	Prah.g_00987	Praj.g_00688
OG0001326	Prah.g_02557	Praj.g_01850
OG0001327	Prah.g_00555	Praj.g_00876
OG0001328	Prah.g_00722	Praj.g_00895
OG0001329	Prah.g_01213	Praj.g_01727
OG0001330	Prah.g_01354	Praj.g_01521
OG0001331	Prah.g_01581	Praj.g_01581
OG0001332	Prah.g_01605	Praj.g_01677
OG0001334	Prah.g_01961	Praj.g_01979
OG0001335	Prah.g_01960	Praj.g_01980
OG0001336	Prah.g_02583	Praj.g_02133
OG0001337	Prah.g_01950	Praj.g_00367
OG0001339	Prah.g_01893	Praj.g_00142
OG0001340	Prah.g_01949	Praj.g_00368
OG0001341	Prah.g_00615	Praj.g_00069
OG0001344	Prah.g_01317	Praj.g_01457
OG0001347	Prah.g_00082, Prah.g_00098	Praj.g_02039
OG0001348	Prah.g_02412	Praj.g_01082
OG0001350	Prah.g_01778	Praj.g_00277
OG0001351	Prah.g_00256	Praj.g_00448
OG0001352	Prah.g_01029	Praj.g_00672
OG0001354	Prah.g_00813	Praj.g_00956
OG0001355	Prah.g_00710	Praj.g_01726
OG0001356	Prah.g_01163, Prah.g_02519	Praj.g_01119
OG0001357	Prah.g_00215, Prah.g_01175	Praj.g_01222
OG0001358	Prah.g_00527	Praj.g_00608
OG0001360	Prah.g_01240	Praj.g_01439
OG0001362	Prah.g_00390	Praj.g_01646
OG0001363	Prah.g_00388	Praj.g_00454
OG0001365	Prah.g_02495	Praj.g_02088
OG0001366	Prah.g_00319	Praj.g_01565
OG0001369	Prah.g_01880	Praj.g_00130
OG0001370	Prah.g_00617	Praj.g_01193
OG0001371	Prah.g_01789	Praj.g_00671
OG0001372	Prah.g_01812	Praj.g_00042
OG0001373	Prah.g_02556	Praj.g_01849
OG0001374	Prah.g_02564	Praj.g_01857
OG0001376	Prah.g_02511	Praj.g_00854
OG0001377	Prah.g_02510	Praj.g_00855
OG0001378	Prah.g_00223	Praj.g_00428
OG0001380	Prah.g_00571	Praj.g_01484
OG0001381	Prah.g_00895	Praj.g_01573
OG0001385	Prah.g_02553	Praj.g_01846
OG0001386	Prah.g_02554	Praj.g_01847
OG0001387	Prah.g_02555	Praj.g_01848
OG0001388	Prah.g_02558	Praj.g_01851
OG0001389	Prah.g_02559	Praj.g_01852
OG0001390	Prah.g_02560	Praj.g_01853
OG0001391	Prah.g_02561	Praj.g_01854
OG0001392	Prah.g_02562	Praj.g_01855
OG0001393	Prah.g_02563	Praj.g_01856
OG0001394	Prah.g_00700	Praj.g_00903
OG0001395	Prah.g_00868	Praj.g_01009
OG0001396	Prah.g_00099	Praj.g_02040
OG0001397	Prah.g_00389	Praj.g_01647
OG0001398	Prah.g_01180	Praj.g_00717
OG0001401	Prah.g_00602	Praj.g_00807
OG0001402	Prah.g_00522	Praj.g_00612
OG0001403	Prah.g_00037	Praj.g_00030
OG0001405	Prah.g_01957	Praj.g_00361
OG0001406	Prah.g_02512	Praj.g_00853
OG0001409	Prah.g_01307	Praj.g_01453
OG0001410	Prah.g_00325	Praj.g_01548
OG0001412	Prah.g_00083	Praj.g_02038
OG0001414	Prah.g_01786	Praj.g_00268
OG0001415	Prah.g_01412	Praj.g_00270
OG0001418	Prah.g_02051	Praj.g_00677
OG0001422	Prah.g_00282	Praj.g_01041
OG0001423	Prah.g_01078	Praj.g_01598
OG0001425	Prah.g_02507	Praj.g_02098
OG0001431	Prah.g_00998	Praj.g_01165
OG0001433	Prah.g_01162	Praj.g_01118
OG0001434	Prah.g_00696	Praj.g_00908
OG0001435	Prah.g_00737	Praj.g_00883
OG0001437	Prah.g_01411	Praj.g_00269
OG0001441	Prah.g_01516	Praj.g_00513
OG0001442	Prah.g_00691	Praj.g_01612
OG0001443	Prah.g_01664	Praj.g_01841
OG0001445	Prah.g_00095	Praj.g_00064, Praj.g_01504, Praj.g_01506, Praj.g_01510, Praj.g_01515, Praj.g_02036, Praj.g_00068, Praj.g_01382, Praj.g_01516, Praj.g_01511, Praj.g_00086, Praj.g_00080, Praj.g_00059, Praj.g_01509, Praj.g_00058, Praj.g_01514
OG0001446	Prah.g_01211	Praj.g_00117
OG0001450	Prah.g_00965	Praj.g_00680
OG0001451	Prah.g_00866	Praj.g_00836
OG0001455	Prah.g_02425	Praj.g_00043
OG0001460	Prah.g_01161	Praj.g_01117
OG0001461	Prah.g_00260	Praj.g_01381
OG0001463	Prah.g_02142	Praj.g_00322
OG0001464	Prah.g_01948	Praj.g_00724
OG0001470	Prah.g_00119	Praj.g_02057
OG0001475	Prah.g_00121	Praj.g_02052
OG0001477	Prah.g_01020	Praj.g_01370
OG0001484	Prah.g_00892	Praj.g_01206
OG0001485	Prah.g_01609	Praj.g_01166
OG0001487	Prah.g_00357	Praj.g_01670
OG0001488	Prah.g_01301	Praj.g_01448
OG0001489	Prah.g_01979	Praj.g_01967
OG0001491	Prah.g_01231, Prah.g_01233	Praj.g_00909
OG0001495	Prah.g_02045	Praj.g_01890
OG0001496	Prah.g_01016	Praj.g_01368
OG0001497	Prah.g_01019	Praj.g_01369
OG0001498	Prah.g_00206	Praj.g_00404
OG0001500	Prah.g_01785	Praj.g_00300
OG0001501	Prah.g_01344	Praj.g_01218
OG0001503	Prah.g_01803	Praj.g_01083
OG0001505	Prah.g_00100	Praj.g_02050
OG0001506	Prah.g_01217	Praj.g_01674
OG0001508	Prah.g_00118	Praj.g_02053
OG0001510	Prah.g_00143	Praj.g_02018
OG0001511	Prah.g_01906	Praj.g_00150
OG0001512	Prah.g_01775	Praj.g_01746
OG0001513	Prah.g_01194	Praj.g_00041
OG0001514	Prah.g_01015	Praj.g_01367
OG0001515	Prah.g_00978	Praj.g_00685
OG0001516	Prah.g_00453	Praj.g_00652
OG0001517	Prah.g_01939	Praj.g_00381
OG0001518	Prah.g_02506	Praj.g_02097
OG0001519	Prah.g_02515	Praj.g_02102
OG0001525	Prah.g_01202	Praj.g_01760, Praj.g_00060
OG0001528	Prah.g_00120	Praj.g_02056
OG0001529	Prah.g_00050	Praj.g_00045
OG0001530	Prah.g_01903	Praj.g_00149
OG0001531	Prah.g_01774	Praj.g_00279
OG0001532	Prah.g_01252	Praj.g_01431
OG0001534	Prah.g_00865	Praj.g_01007
OG0001535	Prah.g_00853	Praj.g_00996
OG0001536	Prah.g_00792	Praj.g_00942
OG0001537	Prah.g_00707	Praj.g_00900
OG0001538	Prah.g_00662	Praj.g_00774
OG0001539	Prah.g_00559	Praj.g_00878
OG0001540	Prah.g_02255	Praj.g_00171
OG0001541	Prah.g_02318	Praj.g_00219
OG0001542	Prah.g_02335	Praj.g_00225
OG0001543	Prah.g_02414	Praj.g_00850
OG0001544	Prah.g_02514	Praj.g_02101
OG0001545	Prah.g_02572	Praj.g_02122
OG0001550	Prah.g_01182	Praj.g_01205
OG0001553	Prah.g_00411	Praj.g_01629
OG0001555	Prah.g_01817	Praj.g_01748
OG0001556	Prah.g_01158, Prah.g_01157	Praj.g_01109
OG0001559	Prah.g_01902	Praj.g_00148
OG0001560	Prah.g_01889	Praj.g_00138
OG0001561	Prah.g_00859	Praj.g_01000
OG0001562	Prah.g_00845	Praj.g_00990
OG0001563	Prah.g_01996	Praj.g_01951
OG0001575	Prah.g_01450	Praj.g_00556
OG0001576	Prah.g_01379	Praj.g_01541
OG0001577	Prah.g_01326	Praj.g_01465
OG0001579	Prah.g_01953	Praj.g_00365
OG0001585	Prah.g_01081	Praj.g_01260
OG0001589	Prah.g_01735	Praj.g_01811
OG0001591	Prah.g_00552	Praj.g_00662
OG0001598	Prah.g_01342	Praj.g_01027
OG0001634	Prah.g_00447	Praj.g_00658
OG0001642	Prah.g_00580	Praj.g_01558
OG0001656	Prah.g_01954	Praj.g_00364
OG0001661	Prah.g_01208	Praj.g_01068
OG0001670	Prah.g_01003	Praj.g_01322
OG0001673	Prah.g_01783	Praj.g_00272
OG0001676	Prah.g_01951	Praj.g_00366
OG0001684	Prah.g_01419	Praj.g_00374
OG0001691	Prah.g_00742	Praj.g_01010
OG0001692	Prah.g_00413	Praj.g_01627
OG0001694	Prah.g_02136	Praj.g_00317
OG0001695	Prah.g_02568	Praj.g_02118
OG0001696	Prah.g_00964	Praj.g_00837
OG0001698	Prah.g_01034	Praj.g_01600
OG0001703	Prah.g_01574	Praj.g_00470
OG0001715	Prah.g_01165	Praj.g_01177
OG0001738	Prah.g_02185	Praj.g_00355
OG0001739	Prah.g_02566	Praj.g_02117
OG0001740	Prah.g_02571	Praj.g_02121
OG0001746	Prah.g_00213	Praj.g_01168
OG0001757	Prah.g_01198	Praj.g_01135
OG0001793	Prah.g_01174	Praj.g_01250
OG0001802	Prah.g_00317	Praj.g_01972
OG0001810	Prah.g_02267	Praj.g_00694
OG0001816	Prah.g_00554	Praj.g_00875
OG0001835	Prah.g_01021	Praj.g_01373
OG0001907	Prah.g_02272	Praj.g_00181
OG0001915	Prah.g_01199	Praj.g_02140
OG0001954	Prah.g_00626	Praj.g_01167
OG0001955	Prah.g_00583	Praj.g_00077
OG0001956	Prah.g_00565	Praj.g_00830
OG0001963	Prah.g_01969	Praj.g_01895
OG0001977	Prah.g_02542	Praj.g_02108
OG0002018	Prah.g_02570	Praj.g_02120
OG0002036	Prah.g_01675	Praj.g_01211
OG0002052	Prah.g_02516	Praj.g_00848
OG0002164	Prah.g_01219	Praj.g_01039
OG0002165	Prah.g_01216	Praj.g_00096
OG0002229	Prah.g_00113	Praj.g_02033
OG0002232	Prah.g_00952	Praj.g_00675
OG0002240	Prah.g_00320	Praj.g_00161
OG0002273	Prah.g_00992	Praj.g_01179
OG0002383	Prah.g_01287	Praj.g_01338
OG0002392	Prah.g_00350	Praj.g_01093, Praj.g_00078, Praj.g_01221
OG0002449	Prah.g_02569	Praj.g_02119
OG0002493	Prah.g_01794, Prah.g_01795	Praj.g_01198, Praj.g_01191
OG0003784	Prah.g_00345	Praj.g_01906
