Orthogroup	Prax	Syar
OG0001144	Prax.g_00242	Syar.g_01707
OG0001145	Prax.g_01907	Syar.g_02769
OG0001146	Prax.g_01895	Syar.g_02782
OG0001147	Prax.g_01877	Syar.g_01276
OG0001148	Prax.g_01861	Syar.g_01459
OG0001149	Prax.g_01860	Syar.g_01458
OG0001150	Prax.g_01859	Syar.g_01457
OG0001151	Prax.g_01848	Syar.g_01238
OG0001152	Prax.g_01847	Syar.g_01237
OG0001153	Prax.g_01696	Syar.g_01398
OG0001154	Prax.g_01695	Syar.g_01397
OG0001155	Prax.g_01683	Syar.g_01211
OG0001156	Prax.g_01680	Syar.g_01185
OG0001157	Prax.g_01679	Syar.g_01184
OG0001158	Prax.g_01678	Syar.g_01183
OG0001159	Prax.g_01677	Syar.g_01182
OG0001160	Prax.g_01653	Syar.g_02908
OG0001161	Prax.g_01640	Syar.g_00382
OG0001162	Prax.g_01629	Syar.g_03081
OG0001163	Prax.g_01567	Syar.g_02917
OG0001164	Prax.g_01563	Syar.g_02922
OG0001165	Prax.g_01560	Syar.g_02927
OG0001166	Prax.g_01540	Syar.g_02959
OG0001167	Prax.g_01523	Syar.g_02982
OG0001168	Prax.g_01521	Syar.g_02983
OG0001169	Prax.g_01519	Syar.g_02985
OG0001170	Prax.g_01517	Syar.g_02987
OG0001171	Prax.g_01507	Syar.g_02999
OG0001172	Prax.g_01265	Syar.g_00143
OG0001173	Prax.g_01266	Syar.g_00142
OG0001174	Prax.g_01274	Syar.g_00134
OG0001175	Prax.g_01275	Syar.g_00133
OG0001176	Prax.g_01282	Syar.g_01025
OG0001177	Prax.g_01285	Syar.g_01023
OG0001178	Prax.g_01290	Syar.g_02943
OG0001179	Prax.g_01322	Syar.g_01055
OG0001181	Prax.g_01348	Syar.g_01082
OG0001182	Prax.g_01355	Syar.g_01090
OG0001183	Prax.g_01359	Syar.g_01096
OG0001184	Prax.g_01375	Syar.g_00653
OG0001185	Prax.g_01389	Syar.g_00614
OG0001186	Prax.g_01412	Syar.g_00562
OG0001187	Prax.g_01416	Syar.g_00548
OG0001188	Prax.g_01419	Syar.g_00546
OG0001189	Prax.g_01436	Syar.g_00525
OG0001190	Prax.g_01440	Syar.g_00330
OG0001191	Prax.g_01450	Syar.g_00349
OG0001192	Prax.g_01454	Syar.g_00356
OG0001193	Prax.g_01464	Syar.g_00711
OG0001194	Prax.g_01465	Syar.g_00622
OG0001195	Prax.g_01466	Syar.g_00623
OG0001196	Prax.g_01479	Syar.g_00453
OG0001197	Prax.g_01480	Syar.g_00455
OG0001198	Prax.g_01487	Syar.g_00467
OG0001199	Prax.g_00645	Syar.g_03045
OG0001200	Prax.g_00647	Syar.g_03047
OG0001201	Prax.g_01111	Syar.g_03120
OG0001202	Prax.g_01019	Syar.g_00991
OG0001203	Prax.g_00980	Syar.g_03021
OG0001204	Prax.g_00932	Syar.g_00154
OG0001205	Prax.g_00755	Syar.g_02869
OG0001207	Prax.g_00725	Syar.g_01462
OG0001208	Prax.g_00720	Syar.g_01471
OG0001211	Prax.g_00011	Syar.g_02323
OG0001212	Prax.g_00055	Syar.g_02027
OG0001213	Prax.g_00088	Syar.g_02239
OG0001214	Prax.g_00096	Syar.g_02420
OG0001215	Prax.g_00952	Syar.g_00965
OG0001216	Prax.g_00483	Syar.g_01909
OG0001217	Prax.g_00428	Syar.g_02852
OG0001218	Prax.g_00420	Syar.g_01388
OG0001219	Prax.g_00384	Syar.g_02585
OG0001222	Prax.g_00612	Syar.g_02552
OG0001223	Prax.g_01147	Syar.g_02505
OG0001224	Prax.g_01200	Syar.g_01361
OG0001225	Prax.g_01202	Syar.g_01929
OG0001226	Prax.g_01229	Syar.g_03054
OG0001227	Prax.g_01248	Syar.g_02213
OG0001230	Prax.g_01741	Syar.g_02816
OG0001231	Prax.g_01631	Syar.g_00485
OG0001232	Prax.g_01536	Syar.g_02968
OG0001233	Prax.g_01516	Syar.g_02988
OG0001235	Prax.g_01287	Syar.g_01019
OG0001236	Prax.g_01372	Syar.g_00657
OG0001237	Prax.g_01376	Syar.g_00652
OG0001238	Prax.g_01451	Syar.g_00351
OG0001239	Prax.g_00642	Syar.g_03043
OG0001240	Prax.g_01125	Syar.g_03101
OG0001241	Prax.g_01117	Syar.g_03149, Syar.g_03112
OG0001242	Prax.g_01099	Syar.g_00043
OG0001243	Prax.g_01093	Syar.g_00051
OG0001244	Prax.g_01077	Syar.g_00075
OG0001245	Prax.g_00794	Syar.g_00999
OG0001246	Prax.g_00697	Syar.g_01910
OG0001247	Prax.g_00959	Syar.g_02024
OG0001248	Prax.g_00957	Syar.g_02059
OG0001249	Prax.g_00395	Syar.g_01113
OG0001250	Prax.g_00332	Syar.g_01819, Syar.g_03240
OG0001251	Prax.g_00547	Syar.g_02575
OG0001252	Prax.g_01195	Syar.g_01372
OG0001253	Prax.g_01249	Syar.g_02015
OG0001254	Prax.g_00163	Syar.g_02233
OG0001255	Prax.g_00184	Syar.g_01746
OG0001256	Prax.g_01638	Syar.g_02915
OG0001257	Prax.g_01632	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Prax.g_01562	Syar.g_02925
OG0001259	Prax.g_01518	Syar.g_02986
OG0001260	Prax.g_01501	Syar.g_03007
OG0001262	Prax.g_01434	Syar.g_00527
OG0001263	Prax.g_01090	Syar.g_00054
OG0001265	Prax.g_01100	Syar.g_00041
OG0001266	Prax.g_01015	Syar.g_00987
OG0001267	Prax.g_00895	Syar.g_00225
OG0001268	Prax.g_00834	Syar.g_01124
OG0001269	Prax.g_00814	Syar.g_00688
OG0001270	Prax.g_00766	Syar.g_01175
OG0001271	Prax.g_00730	Syar.g_01270
OG0001272	Prax.g_00716	Syar.g_01475
OG0001273	Prax.g_00090	Syar.g_02413
OG0001274	Prax.g_00939	Syar.g_00929
OG0001275	Prax.g_01157	Syar.g_02490
OG0001276	Prax.g_01179	Syar.g_01797
OG0001277	Prax.g_01237	Syar.g_02250
OG0001278	Prax.g_00250	Syar.g_01720
OG0001279	Prax.g_01957	Syar.g_02841
OG0001280	Prax.g_01900	Syar.g_03317
OG0001281	Prax.g_01894	Syar.g_02783
OG0001282	Prax.g_01862	Syar.g_01460, Syar.g_01351
OG0001283	Prax.g_01843	Syar.g_00447
OG0001284	Prax.g_01658	Syar.g_02900
OG0001285	Prax.g_01533	Syar.g_02972
OG0001286	Prax.g_01342	Syar.g_01077
OG0001287	Prax.g_01396	Syar.g_00606
OG0001288	Prax.g_01405	Syar.g_00591
OG0001289	Prax.g_00658	Syar.g_03080
OG0001290	Prax.g_01118	Syar.g_03111
OG0001291	Prax.g_01083	Syar.g_00064
OG0001292	Prax.g_00927	Syar.g_00160
OG0001293	Prax.g_00914	Syar.g_00198
OG0001294	Prax.g_00796	Syar.g_01687
OG0001295	Prax.g_00734	Syar.g_00693
OG0001296	Prax.g_00692	Syar.g_01506
OG0001297	Prax.g_00687	Syar.g_01510
OG0001298	Prax.g_00037	Syar.g_02210
OG0001299	Prax.g_00976	Syar.g_01915
OG0001303	Prax.g_01161	Syar.g_02583
OG0001304	Prax.g_01189	Syar.g_01557
OG0001305	Prax.g_01208	Syar.g_01937
OG0001306	Prax.g_00186	Syar.g_01521
OG0001307	Prax.g_01880	Syar.g_02591
OG0001308	Prax.g_01718	Syar.g_02798
OG0001309	Prax.g_01634	Syar.g_00360
OG0001310	Prax.g_01547	Syar.g_02951
OG0001311	Prax.g_01181	Syar.g_01795
OG0001312	Prax.g_00601	Syar.g_02569
OG0001315	Prax.g_00633	Syar.g_01094
OG0001317	Prax.g_00984	Syar.g_03025
OG0001318	Prax.g_00919	Syar.g_00186
OG0001319	Prax.g_00903	Syar.g_00215
OG0001325	Prax.g_00480	Syar.g_01577
OG0001326	Prax.g_00535	Syar.g_00632
OG0001327	Prax.g_01221	Syar.g_01674
OG0001329	Prax.g_00154	Syar.g_02337
OG0001331	Prax.g_01857	Syar.g_01455
OG0001334	Prax.g_01362	Syar.g_03166
OG0001336	Prax.g_01476	Syar.g_00448
OG0001339	Prax.g_01115	Syar.g_03114
OG0001343	Prax.g_00544	Syar.g_03210
OG0001345	Prax.g_00219	Syar.g_01958
OG0001346	Prax.g_01898	Syar.g_02778
OG0001348	Prax.g_01611, Prax.g_01610	Syar.g_02259
OG0001353	Prax.g_00341	Syar.g_01809
OG0001354	Prax.g_01139	Syar.g_02520
OG0001356	Prax.g_00527	Syar.g_00176
OG0001358	Prax.g_00079	Syar.g_02262
OG0001359	Prax.g_00545	Syar.g_03211
OG0001360	Prax.g_01250	Syar.g_01961
OG0001361	Prax.g_00216	Syar.g_01955
OG0001364	Prax.g_01365	Syar.g_00284
OG0001365	Prax.g_01444	Syar.g_00335
OG0001371	Prax.g_00963	Syar.g_03059
OG0001373	Prax.g_00534	Syar.g_00631
OG0001374	Prax.g_00542	Syar.g_00642
OG0001376	Prax.g_01214	Syar.g_03203, Syar.g_02600
OG0001377	Prax.g_01215	Syar.g_02599, Syar.g_03202
OG0001378	Prax.g_00125	Syar.g_01174
OG0001379	Prax.g_01905	Syar.g_02772
OG0001382	Prax.g_01618	Syar.g_02834, Syar.g_03204
OG0001385	Prax.g_00531	Syar.g_00628
OG0001386	Prax.g_00532	Syar.g_00629
OG0001387	Prax.g_00533	Syar.g_00630
OG0001388	Prax.g_00536	Syar.g_00635
OG0001389	Prax.g_00537	Syar.g_00636
OG0001390	Prax.g_00538	Syar.g_00637
OG0001391	Prax.g_00539	Syar.g_00638
OG0001392	Prax.g_00540	Syar.g_00640
OG0001393	Prax.g_00541	Syar.g_00641
OG0001394	Prax.g_00576	Syar.g_02608
OG0001395	Prax.g_01191	Syar.g_01561
OG0001402	Prax.g_00412	Syar.g_02252
OG0001403	Prax.g_00283	Syar.g_00504
OG0001406	Prax.g_01213	Syar.g_02601
OG0001408	Prax.g_01232	Syar.g_02042
OG0001413	Prax.g_01643	Syar.g_02062, Syar.g_02063
OG0001415	Prax.g_00987	Syar.g_01553
OG0001416	Prax.g_00742	Syar.g_00433
OG0001417	Prax.g_00732	Syar.g_01885
OG0001418	Prax.g_00958	Syar.g_01546
OG0001420	Prax.g_00134	Syar.g_02680
OG0001428	Prax.g_01046	Syar.g_00108
OG0001429	Prax.g_00383	Syar.g_02582
OG0001432	Prax.g_01645	Syar.g_02064, Syar.g_02123
OG0001433	Prax.g_00526	Syar.g_00173
OG0001434	Prax.g_00581	Syar.g_02613
OG0001437	Prax.g_00988	Syar.g_01554
OG0001438	Prax.g_00882	Syar.g_00240
OG0001439	Prax.g_00868	Syar.g_00824
OG0001441	Prax.g_00680	Syar.g_02691
OG0001442	Prax.g_00438	Syar.g_02622
OG0001447	Prax.g_01092	Syar.g_00052
OG0001449	Prax.g_00779	Syar.g_01897
OG0001450	Prax.g_00955	Syar.g_00880
OG0001452	Prax.g_00548	Syar.g_00167
OG0001453	Prax.g_01151	Syar.g_02498
OG0001454	Prax.g_01243	Syar.g_02065, Syar.g_02122
OG0001456	Prax.g_00177	Syar.g_00643
OG0001457	Prax.g_00178	Syar.g_00644
OG0001458	Prax.g_00179	Syar.g_00645
OG0001459	Prax.g_01943	Syar.g_00418, Syar.g_02047
OG0001460	Prax.g_00525	Syar.g_00172
OG0001461	Prax.g_01569	Syar.g_02478
OG0001462	Prax.g_00279	Syar.g_00511
OG0001467	Prax.g_00394	Syar.g_01745
OG0001470	Prax.g_01841	Syar.g_02358, Syar.g_02369
OG0001471	Prax.g_01642	Syar.g_00830
OG0001474	Prax.g_00833	Syar.g_01125
OG0001475	Prax.g_01839	Syar.g_02370
OG0001479	Prax.g_00836	Syar.g_01122
OG0001480	Prax.g_00804	Syar.g_02013
OG0001482	Prax.g_00744	Syar.g_02511
OG0001486	Prax.g_00198	Syar.g_01537
OG0001492	Prax.g_00247	Syar.g_01717
OG0001493	Prax.g_00255	Syar.g_01725
OG0001495	Prax.g_01284	Syar.g_01022
OG0001502	Prax.g_00403	Syar.g_01840
OG0001504	Prax.g_01942	Syar.g_02046
OG0001507	Prax.g_01590	Syar.g_03257, Syar.g_01540
OG0001508	Prax.g_01842	Syar.g_02372
OG0001520	Prax.g_00784	Syar.g_02053
OG0001525	Prax.g_01626	Syar.g_01315
OG0001528	Prax.g_01840	Syar.g_02371
OG0001546	Prax.g_00677	Syar.g_03276, Syar.g_02688
OG0001547	Prax.g_00401	Syar.g_01855
OG0001554	Prax.g_01636	Syar.g_00327
OG0001555	Prax.g_01622	Syar.g_01689
OG0001556	Prax.g_00518	Syar.g_00177
OG0001557	Prax.g_00577	Syar.g_02609
OG0001567	Prax.g_00402	Syar.g_01847
OG0001568	Prax.g_00400	Syar.g_01866
OG0001570	Prax.g_00137	Syar.g_02858
OG0001587	Prax.g_01258	Syar.g_03010
OG0001613	Prax.g_01357	Syar.g_01093
OG0001625	Prax.g_00917	Syar.g_00192
OG0001627	Prax.g_00424	Syar.g_01215
OG0001647	Prax.g_00902	Syar.g_00217
OG0001680	Prax.g_00521	Syar.g_02953
OG0001713	Prax.g_00630	Syar.g_02147
OG0001745	Prax.g_01646	Syar.g_02010
OG0002013	Prax.g_01782	Syar.g_03062
OG0002019	Prax.g_00503	Syar.g_00615
OG0002107	Prax.g_00171	Syar.g_00670, Syar.g_00313, Syar.g_00870
OG0002225	Prax.g_00170	Syar.g_00669, Syar.g_00315, Syar.g_00868
OG0002227	Prax.g_00520	Syar.g_00355
OG0002349	Prax.g_01514	Syar.g_02990
OG0002776	Prax.g_00169	Syar.g_00316, Syar.g_00867
OG0003053	Prax.g_01781	Syar.g_03060
