Orthogroup	Prbm	Syac
OG0001118	Prbm.g_01002	Syac.g_01206
OG0001119	Prbm.g_01003	Syac.g_01208
OG0001120	Prbm.g_01004	Syac.g_01213
OG0001121	Prbm.g_01648	Syac.g_01949, Syac.g_01170
OG0001122	Prbm.g_01033	Syac.g_01238
OG0001123	Prbm.g_01037	Syac.g_01245
OG0001124	Prbm.g_01039	Syac.g_01247
OG0001125	Prbm.g_01041	Syac.g_01249
OG0001126	Prbm.g_01052	Syac.g_00870
OG0001127	Prbm.g_01053	Syac.g_00871
OG0001128	Prbm.g_01056	Syac.g_00875
OG0001129	Prbm.g_01057	Syac.g_00877
OG0001130	Prbm.g_01058	Syac.g_00878
OG0001131	Prbm.g_00894	Syac.g_01382
OG0001132	Prbm.g_01103	Syac.g_01062
OG0001133	Prbm.g_01079	Syac.g_00958
OG0001134	Prbm.g_01910	Syac.g_01466
OG0001135	Prbm.g_01913	Syac.g_01464
OG0001136	Prbm.g_01552	Syac.g_00767
OG0001137	Prbm.g_01539	Syac.g_00786
OG0001138	Prbm.g_01518	Syac.g_01486
OG0001139	Prbm.g_01516	Syac.g_01488
OG0001140	Prbm.g_01515	Syac.g_01489
OG0001141	Prbm.g_01514	Syac.g_01490
OG0001142	Prbm.g_01513	Syac.g_01491
OG0001143	Prbm.g_01506	Syac.g_01499
OG0001144	Prbm.g_01501	Syac.g_01508
OG0001145	Prbm.g_01603	Syac.g_00740
OG0001146	Prbm.g_01615	Syac.g_00722
OG0001147	Prbm.g_01634	Syac.g_01689
OG0001148	Prbm.g_01662	Syac.g_01918
OG0001149	Prbm.g_01663	Syac.g_01919
OG0001150	Prbm.g_01664	Syac.g_01920
OG0001151	Prbm.g_01675	Syac.g_01932
OG0001152	Prbm.g_01676	Syac.g_01933
OG0001153	Prbm.g_01740	Syac.g_01670
OG0001154	Prbm.g_01741	Syac.g_01671
OG0001155	Prbm.g_01757	Syac.g_00621
OG0001156	Prbm.g_01760	Syac.g_00618
OG0001157	Prbm.g_01761	Syac.g_00617
OG0001158	Prbm.g_01762	Syac.g_00616
OG0001159	Prbm.g_01763	Syac.g_00615
OG0001160	Prbm.g_01789	Syac.g_00570
OG0001161	Prbm.g_01586	Syac.g_02385
OG0001162	Prbm.g_01801	Syac.g_01307
OG0001163	Prbm.g_01833	Syac.g_00562
OG0001164	Prbm.g_01837	Syac.g_00556
OG0001165	Prbm.g_01840	Syac.g_00551
OG0001166	Prbm.g_01858	Syac.g_00520
OG0001167	Prbm.g_01876	Syac.g_00667
OG0001168	Prbm.g_01877	Syac.g_00665
OG0001169	Prbm.g_01879	Syac.g_00663
OG0001170	Prbm.g_01881	Syac.g_00661
OG0001171	Prbm.g_01891	Syac.g_00650
OG0001172	Prbm.g_01952	Syac.g_02187
OG0001173	Prbm.g_01953	Syac.g_02186
OG0001174	Prbm.g_01961	Syac.g_02178
OG0001175	Prbm.g_01962	Syac.g_02177
OG0001176	Prbm.g_01974	Syac.g_02141
OG0001177	Prbm.g_01972	Syac.g_02143
OG0001178	Prbm.g_01345	Syac.g_00539
OG0001179	Prbm.g_02016	Syac.g_02112
OG0001180	Prbm.g_02039	Syac.g_02087
OG0001181	Prbm.g_02043	Syac.g_02083
OG0001182	Prbm.g_02052	Syac.g_02074
OG0001183	Prbm.g_02058	Syac.g_02070
OG0001184	Prbm.g_02074	Syac.g_00186
OG0001185	Prbm.g_02089	Syac.g_00162
OG0001186	Prbm.g_02140	Syac.g_00082
OG0001187	Prbm.g_02145	Syac.g_00085
OG0001188	Prbm.g_02147	Syac.g_00076
OG0001189	Prbm.g_02164	Syac.g_00054
OG0001190	Prbm.g_02169	Syac.g_02353
OG0001191	Prbm.g_02179	Syac.g_02368
OG0001192	Prbm.g_02184	Syac.g_02374
OG0001193	Prbm.g_02197	Syac.g_02406
OG0001194	Prbm.g_02198	Syac.g_02408
OG0001195	Prbm.g_02199	Syac.g_02409
OG0001196	Prbm.g_02219	Syac.g_02477
OG0001197	Prbm.g_02221	Syac.g_02479
OG0001198	Prbm.g_02230	Syac.g_02491
OG0001199	Prbm.g_00131	Syac.g_00445
OG0001200	Prbm.g_00133	Syac.g_00443
OG0001201	Prbm.g_00165	Syac.g_00395
OG0001202	Prbm.g_00259	Syac.g_02285
OG0001203	Prbm.g_00298	Syac.g_01967
OG0001204	Prbm.g_00304	Syac.g_02200
OG0001205	Prbm.g_00455	Syac.g_00706
OG0001206	Prbm.g_00491	Syac.g_01715
OG0001207	Prbm.g_00502	Syac.g_01915
OG0001208	Prbm.g_00508	Syac.g_01902
OG0001209	Prbm.g_00568	Syac.g_01833
OG0001210	Prbm.g_00573	Syac.g_01826
OG0001211	Prbm.g_00583	Syac.g_01809
OG0001212	Prbm.g_00626	Syac.g_01751
OG0001213	Prbm.g_00660	Syac.g_00968
OG0001214	Prbm.g_00668	Syac.g_00981
OG0001215	Prbm.g_00727	Syac.g_00919
OG0001216	Prbm.g_00744	Syac.g_01285
OG0001217	Prbm.g_00111	Syac.g_01043
OG0001218	Prbm.g_00785	Syac.g_01679
OG0001220	Prbm.g_00867	Syac.g_00813
OG0001221	Prbm.g_00941	Syac.g_01379
OG0001223	Prbm.g_01005	Syac.g_01215
OG0001224	Prbm.g_01060	Syac.g_00880
OG0001225	Prbm.g_01062	Syac.g_00882
OG0001226	Prbm.g_01945	Syac.g_01026
OG0001227	Prbm.g_01085	Syac.g_02387
OG0001228	Prbm.g_01498	Syac.g_00700
OG0001229	Prbm.g_01176	Syac.g_00906
OG0001230	Prbm.g_01701	Syac.g_01621
OG0001231	Prbm.g_00789	Syac.g_00017
OG0001232	Prbm.g_01862	Syac.g_00509
OG0001233	Prbm.g_01882	Syac.g_00660
OG0001234	Prbm.g_01964	Syac.g_02173
OG0001235	Prbm.g_01968	Syac.g_02147
OG0001236	Prbm.g_02071	Syac.g_00189
OG0001237	Prbm.g_02075	Syac.g_00184
OG0001238	Prbm.g_02180	Syac.g_02369
OG0001240	Prbm.g_00150	Syac.g_00411
OG0001241	Prbm.g_00159	Syac.g_00402
OG0001242	Prbm.g_00178	Syac.g_00370
OG0001243	Prbm.g_00185	Syac.g_00363
OG0001244	Prbm.g_00201	Syac.g_00333
OG0001245	Prbm.g_01353	Syac.g_01064
OG0001246	Prbm.g_00538	Syac.g_01876
OG0001247	Prbm.g_00719	Syac.g_01303
OG0001248	Prbm.g_00722	Syac.g_01306
OG0001249	Prbm.g_00395	Syac.g_02029
OG0001251	Prbm.g_01937	Syac.g_02415
OG0001252	Prbm.g_01055	Syac.g_00874
OG0001253	Prbm.g_01806	Syac.g_01063
OG0001254	Prbm.g_01912	Syac.g_01465
OG0001255	Prbm.g_01566	Syac.g_01957
OG0001256	Prbm.g_01797	Syac.g_00563
OG0001257	Prbm.g_01802	Syac.g_01686
OG0001258	Prbm.g_01838	Syac.g_00553
OG0001259	Prbm.g_01880	Syac.g_00662
OG0001260	Prbm.g_01897	Syac.g_00640
OG0001262	Prbm.g_02162	Syac.g_00056
OG0001263	Prbm.g_00188	Syac.g_00360
OG0001269	Prbm.g_00866	Syac.g_01960
OG0001273	Prbm.g_00662	Syac.g_00974
OG0001277	Prbm.g_02207	Syac.g_02463
OG0001279	Prbm.g_01171	Syac.g_01605
OG0001280	Prbm.g_01610	Syac.g_00731
OG0001282	Prbm.g_01661	Syac.g_01917
OG0001283	Prbm.g_02215	Syac.g_02472
OG0001284	Prbm.g_01783	Syac.g_00586
OG0001285	Prbm.g_01865	Syac.g_01060
OG0001286	Prbm.g_02037	Syac.g_02089
OG0001287	Prbm.g_02096	Syac.g_00154
OG0001288	Prbm.g_02106	Syac.g_00141
OG0001289	Prbm.g_00144	Syac.g_00426
OG0001294	Prbm.g_01584, Prbm.g_01649	Syac.g_01411
OG0001295	Prbm.g_01574	Syac.g_01824
OG0001296	Prbm.g_00543	Syac.g_01870
OG0001297	Prbm.g_00548	Syac.g_01866
OG0001299	Prbm.g_00698	Syac.g_01417
OG0001300	Prbm.g_00731	Syac.g_00910
OG0001301	Prbm.g_00733	Syac.g_00897
OG0001302	Prbm.g_00955	Syac.g_01012
OG0001303	Prbm.g_01273	Syac.g_01137
OG0001304	Prbm.g_01046	Syac.g_01257
OG0001305	Prbm.g_00884	Syac.g_00890
OG0001306	Prbm.g_01564	Syac.g_00749
OG0001307	Prbm.g_01594	Syac.g_02156
OG0001309	Prbm.g_00552	Syac.g_01860
OG0001310	Prbm.g_01852	Syac.g_00528
OG0001311	Prbm.g_01038	Syac.g_01246
OG0001312	Prbm.g_00966	Syac.g_01147
OG0001315	Prbm.g_02056	Syac.g_02072
OG0001316	Prbm.g_00199	Syac.g_00342
OG0001317	Prbm.g_00294	Syac.g_01971
OG0001318	Prbm.g_00316	Syac.g_02218
OG0001321	Prbm.g_00461	Syac.g_00712
OG0001322	Prbm.g_00462	Syac.g_00713
OG0001324	Prbm.g_00732	Syac.g_00909
OG0001325	Prbm.g_00747	Syac.g_01281
OG0001326	Prbm.g_01929	Syac.g_02420
OG0001328	Prbm.g_00937	Syac.g_01385
OG0001329	Prbm.g_01805	Syac.g_01007
OG0001330	Prbm.g_01604	Syac.g_00738
OG0001332	Prbm.g_01755	Syac.g_00625
OG0001334	Prbm.g_02061	Syac.g_02061
OG0001335	Prbm.g_02062	Syac.g_02060
OG0001336	Prbm.g_02216	Syac.g_02473
OG0001337	Prbm.g_00387	Syac.g_02064, Syac.g_02040
OG0001339	Prbm.g_00161	Syac.g_00400
OG0001340	Prbm.g_00388	Syac.g_02039
OG0001341	Prbm.g_00091	Syac.g_00904
OG0001343	Prbm.g_00909	Syac.g_02413
OG0001344	Prbm.g_01544	Syac.g_00774
OG0001345	Prbm.g_01528	Syac.g_00803
OG0001346	Prbm.g_01612	Syac.g_00728
OG0001347	Prbm.g_02118	Syac.g_00228
OG0001348	Prbm.g_01122	Syac.g_00857
OG0001352	Prbm.g_00714	Syac.g_01842
OG0001354	Prbm.g_00998	Syac.g_01201
OG0001355	Prbm.g_01804	Syac.g_01823
OG0001357	Prbm.g_00463	Syac.g_01943
OG0001359	Prbm.g_00910	Syac.g_02412
OG0001360	Prbm.g_01526	Syac.g_00805
OG0001362	Prbm.g_01724	Syac.g_01649
OG0001363	Prbm.g_00487	Syac.g_01651
OG0001366	Prbm.g_01684	Syac.g_00517
OG0001370	Prbm.g_01208	Syac.g_01294, Syac.g_02438
OG0001372	Prbm.g_00047	Syac.g_01845
OG0001373	Prbm.g_01928	Syac.g_02419
OG0001374	Prbm.g_01936	Syac.g_02427
OG0001375	Prbm.g_00908	Syac.g_02414
OG0001376	Prbm.g_00896	Syac.g_02376
OG0001377	Prbm.g_00897	Syac.g_02375
OG0001378	Prbm.g_00443	Syac.g_00689
OG0001380	Prbm.g_01573	Syac.g_01589
OG0001381	Prbm.g_01658	Syac.g_02162
OG0001385	Prbm.g_01925	Syac.g_02416
OG0001386	Prbm.g_01926	Syac.g_02417
OG0001387	Prbm.g_01927	Syac.g_02418
OG0001388	Prbm.g_01930	Syac.g_02421
OG0001389	Prbm.g_01931	Syac.g_02422
OG0001390	Prbm.g_01932	Syac.g_02423
OG0001391	Prbm.g_01933	Syac.g_02424
OG0001392	Prbm.g_01934	Syac.g_02425
OG0001393	Prbm.g_01935	Syac.g_02426
OG0001394	Prbm.g_00945	Syac.g_01373
OG0001395	Prbm.g_01049	Syac.g_01262
OG0001396	Prbm.g_02119	Syac.g_00124, Syac.g_00229
OG0001398	Prbm.g_00761	Syac.g_01120
OG0001401	Prbm.g_01225, Prbm.g_00851	Syac.g_00844, Syac.g_00845
OG0001402	Prbm.g_00655	Syac.g_00957
OG0001403	Prbm.g_00030	Syac.g_00033
OG0001404	Prbm.g_00125	Syac.g_00451
OG0001405	Prbm.g_00381	Syac.g_02058
OG0001406	Prbm.g_00895	Syac.g_02377
OG0001407	Prbm.g_00900	Syac.g_01841
OG0001408	Prbm.g_00104	Syac.g_01530
OG0001410	Prbm.g_01632	Syac.g_02155
OG0001412	Prbm.g_02117	Syac.g_00122
OG0001413	Prbm.g_00790	Syac.g_01019
OG0001414	Prbm.g_00288	Syac.g_02161
OG0001417	Prbm.g_01583	Syac.g_01200
OG0001419	Prbm.g_00781	Syac.g_01840
OG0001420	Prbm.g_01159	Syac.g_01847
OG0001425	Prbm.g_02183	Syac.g_02373
OG0001428	Prbm.g_00231	Syac.g_00301
OG0001430	Prbm.g_00898	Syac.g_02345
OG0001432	Prbm.g_01027	Syac.g_01572
OG0001434	Prbm.g_00949	Syac.g_01368
OG0001435	Prbm.g_00925	Syac.g_01399
OG0001439	Prbm.g_00363	Syac.g_00250
OG0001442	Prbm.g_01690	Syac.g_01358
OG0001443	Prbm.g_01919	Syac.g_02382
OG0001446	Prbm.g_00136	Syac.g_01293
OG0001447	Prbm.g_00186	Syac.g_00362
OG0001456	Prbm.g_01592	Syac.g_02434
OG0001457	Prbm.g_01591	Syac.g_02435
OG0001458	Prbm.g_01590	Syac.g_02436
OG0001459	Prbm.g_01438	Syac.g_01445
OG0001461	Prbm.g_00071	Syac.g_02168
OG0001468	Prbm.g_00907	Syac.g_01014
OG0001470	Prbm.g_02128	Syac.g_00683
OG0001471	Prbm.g_01585	Syac.g_00257
OG0001473	Prbm.g_01645	Syac.g_01010
OG0001474	Prbm.g_00405	Syac.g_02013
OG0001475	Prbm.g_02136	Syac.g_00681
OG0001476	Prbm.g_01541	Syac.g_00782
OG0001477	Prbm.g_01829	Syac.g_00900
OG0001480	Prbm.g_01189	Syac.g_00812
OG0001481	Prbm.g_01071	Syac.g_01260
OG0001482	Prbm.g_01083	Syac.g_01210
OG0001487	Prbm.g_01748	Syac.g_01678
OG0001488	Prbm.g_01535	Syac.g_00791
OG0001489	Prbm.g_02049	Syac.g_02078
OG0001495	Prbm.g_01971	Syac.g_02144
OG0001496	Prbm.g_01831	Syac.g_00902
OG0001497	Prbm.g_01830	Syac.g_00901
OG0001498	Prbm.g_00424	Syac.g_01987
OG0001499	Prbm.g_00113	Syac.g_01441
OG0001504	Prbm.g_01439	Syac.g_01446
OG0001508	Prbm.g_02139	Syac.g_00684
OG0001509	Prbm.g_02121	Syac.g_00117, Syac.g_00114, Syac.g_00230
OG0001510	Prbm.g_02100	Syac.g_00150
OG0001511	Prbm.g_00169	Syac.g_00387
OG0001512	Prbm.g_01824	Syac.g_01966
OG0001513	Prbm.g_00046	Syac.g_00185
OG0001514	Prbm.g_01832	Syac.g_00903
OG0001515	Prbm.g_00729	Syac.g_00914
OG0001516	Prbm.g_00695	Syac.g_01420
OG0001517	Prbm.g_00401	Syac.g_02019
OG0001518	Prbm.g_02182	Syac.g_02371
OG0001519	Prbm.g_02187	Syac.g_02384
OG0001520	Prbm.g_00467	Syac.g_01787
OG0001522	Prbm.g_00847	Syac.g_00849
OG0001528	Prbm.g_02137	Syac.g_00682
OG0001529	Prbm.g_00050	Syac.g_00047
OG0001530	Prbm.g_00168	Syac.g_00389
OG0001531	Prbm.g_00299	Syac.g_01965
OG0001532	Prbm.g_01517	Syac.g_01487
OG0001534	Prbm.g_01047	Syac.g_01258
OG0001535	Prbm.g_01036	Syac.g_01242
OG0001536	Prbm.g_00984	Syac.g_01177
OG0001537	Prbm.g_00942	Syac.g_01378
OG0001538	Prbm.g_00819	Syac.g_01336
OG0001539	Prbm.g_00920	Syac.g_01403
OG0001540	Prbm.g_00190	Syac.g_00358
OG0001541	Prbm.g_00239	Syac.g_02256
OG0001542	Prbm.g_00245	Syac.g_02265
OG0001543	Prbm.g_00892	Syac.g_02307
OG0001544	Prbm.g_02186	Syac.g_02383
OG0001545	Prbm.g_02206	Syac.g_02462
OG0001548	Prbm.g_01100	Syac.g_01030
OG0001551	Prbm.g_01922	Syac.g_00861
OG0001559	Prbm.g_00167	Syac.g_00390
OG0001560	Prbm.g_00157	Syac.g_00403
OG0001561	Prbm.g_01040	Syac.g_01248
OG0001562	Prbm.g_01030	Syac.g_01234
OG0001563	Prbm.g_02032	Syac.g_02095
OG0001564	Prbm.g_02124	Syac.g_02430
OG0001570	Prbm.g_01241, Prbm.g_01240	Syac.g_01108
OG0001575	Prbm.g_00598	Syac.g_01791
OG0001576	Prbm.g_01623	Syac.g_01729
OG0001577	Prbm.g_01554	Syac.g_00765
OG0001578	Prbm.g_01294	Syac.g_01457, Syac.g_01028
OG0001579	Prbm.g_00385	Syac.g_02054, Syac.g_02049
OG0001585	Prbm.g_01458	Syac.g_01072
OG0001589	Prbm.g_01884	Syac.g_00657
OG0001591	Prbm.g_00705	Syac.g_01409
OG0001623	Prbm.g_00389	Syac.g_02036
OG0001634	Prbm.g_00701	Syac.g_01414
OG0001644	Prbm.g_00757	Syac.g_01266
OG0001656	Prbm.g_00384	Syac.g_02050
OG0001659	Prbm.g_01521	Syac.g_01478
OG0001666	Prbm.g_01437	Syac.g_01452
OG0001667	Prbm.g_01180	Syac.g_00472
OG0001673	Prbm.g_00292	Syac.g_01973
OG0001676	Prbm.g_00386	Syac.g_02051
OG0001691	Prbm.g_01050	Syac.g_00950
OG0001692	Prbm.g_01705	Syac.g_01626
OG0001694	Prbm.g_00338	Syac.g_02255
OG0001695	Prbm.g_02203	Syac.g_02457
OG0001703	Prbm.g_00503	Syac.g_01914
OG0001713	Prbm.g_01128	Syac.g_00783
OG0001715	Prbm.g_01192	Syac.g_01035
OG0001718	Prbm.g_01136	Syac.g_00465
OG0001739	Prbm.g_02202	Syac.g_02455
OG0001740	Prbm.g_02205	Syac.g_02459
OG0001758	Prbm.g_01903	Syac.g_01440
OG0001769	Prbm.g_01474	Syac.g_00998
OG0001770	Prbm.g_01904	Syac.g_01454
OG0001810	Prbm.g_00738	Syac.g_00344
OG0001816	Prbm.g_00917	Syac.g_01405
OG0001835	Prbm.g_01306	Syac.g_01587
OG0001875	Prbm.g_01902	Syac.g_01439
OG0001876	Prbm.g_01901	Syac.g_01438
OG0001907	Prbm.g_00200	Syac.g_00338
OG0001915	Prbm.g_02223	Syac.g_02486
OG0001916	Prbm.g_00521	Syac.g_01887
OG0001923	Prbm.g_00116, Prbm.g_01593	Syac.g_00128
OG0001954	Prbm.g_01183	Syac.g_01099
OG0001959	Prbm.g_02142, Prbm.g_00527, Prbm.g_02141	Syac.g_00119, Syac.g_00120
OG0001962	Prbm.g_00085	Syac.g_02328
OG0001978	Prbm.g_01337, Prbm.g_01979	Syac.g_00121, Syac.g_00113, Syac.g_00109
OG0001990	Prbm.g_00069	Syac.g_02460
OG0002018	Prbm.g_02204	Syac.g_02458
OG0002063	Prbm.g_01468	Syac.g_01533
OG0002249	Prbm.g_01466	Syac.g_01534
OG0002276	Prbm.g_01223	Syac.g_00459
OG0002434	Prbm.g_00592	Syac.g_01800
OG0002450	Prbm.g_02224	Syac.g_02482
OG0003256	Prbm.g_01682	Syac.g_00612, Syac.g_00547, Syac.g_00546, Syac.g_00548
OG0003816	Prbm.g_01986	Syac.g_01680
