Orthogroup	Prbf	Prau
OG0001118	Prbf.g_00571	Prau.g_01857
OG0001119	Prbf.g_00570	Prau.g_01858
OG0001120	Prbf.g_00569	Prau.g_01859
OG0001121	Prbf.g_00567	Prau.g_01861
OG0001122	Prbf.g_00566	Prau.g_01862
OG0001123	Prbf.g_00565	Prau.g_01863
OG0001124	Prbf.g_00563	Prau.g_01865
OG0001125	Prbf.g_00561	Prau.g_01867
OG0001126	Prbf.g_00560	Prau.g_01868
OG0001127	Prbf.g_00557	Prau.g_01870
OG0001128	Prbf.g_00556	Prau.g_01871
OG0001129	Prbf.g_00555	Prau.g_01872
OG0001130	Prbf.g_00552	Prau.g_01875
OG0001131	Prbf.g_00551	Prau.g_01876
OG0001132	Prbf.g_00550	Prau.g_01877
OG0001133	Prbf.g_00549	Prau.g_01878
OG0001134	Prbf.g_00548	Prau.g_01879
OG0001135	Prbf.g_00547	Prau.g_01880
OG0001136	Prbf.g_00546	Prau.g_01881
OG0001137	Prbf.g_00545	Prau.g_01882
OG0001138	Prbf.g_00544	Prau.g_01883
OG0001139	Prbf.g_00542	Prau.g_01884
OG0001140	Prbf.g_00541	Prau.g_01885
OG0001141	Prbf.g_00540	Prau.g_01886
OG0001142	Prbf.g_00536	Prau.g_01889
OG0001143	Prbf.g_00535	Prau.g_01890
OG0001144	Prbf.g_00534	Prau.g_01891
OG0001145	Prbf.g_00533	Prau.g_01892
OG0001146	Prbf.g_00532	Prau.g_01893
OG0001147	Prbf.g_00531	Prau.g_01894
OG0001148	Prbf.g_00530	Prau.g_01895
OG0001149	Prbf.g_00528	Prau.g_01897
OG0001150	Prbf.g_00527	Prau.g_01898
OG0001151	Prbf.g_00523	Prau.g_01900
OG0001152	Prbf.g_00522	Prau.g_01901
OG0001153	Prbf.g_00521	Prau.g_01902
OG0001154	Prbf.g_00519	Prau.g_01904
OG0001155	Prbf.g_00517	Prau.g_01906
OG0001156	Prbf.g_00515	Prau.g_01908
OG0001157	Prbf.g_00513	Prau.g_01909
OG0001158	Prbf.g_00511	Prau.g_01911
OG0001159	Prbf.g_00510	Prau.g_01912
OG0001160	Prbf.g_00509	Prau.g_01913
OG0001161	Prbf.g_00508	Prau.g_01914
OG0001162	Prbf.g_00507	Prau.g_01915
OG0001163	Prbf.g_00506	Prau.g_01916
OG0001164	Prbf.g_00505	Prau.g_01917
OG0001165	Prbf.g_00504	Prau.g_01918
OG0001166	Prbf.g_00503	Prau.g_01919
OG0001167	Prbf.g_00501	Prau.g_01920
OG0001168	Prbf.g_00500	Prau.g_01921
OG0001169	Prbf.g_00499	Prau.g_01922
OG0001170	Prbf.g_00498	Prau.g_01923
OG0001171	Prbf.g_00497	Prau.g_01924
OG0001172	Prbf.g_00495	Prau.g_01926
OG0001173	Prbf.g_00493	Prau.g_01928
OG0001174	Prbf.g_00492	Prau.g_01929
OG0001175	Prbf.g_00491	Prau.g_01930
OG0001176	Prbf.g_00488	Prau.g_01931
OG0001177	Prbf.g_00486	Prau.g_01933
OG0001178	Prbf.g_00483	Prau.g_01936
OG0001179	Prbf.g_00482	Prau.g_01937
OG0001180	Prbf.g_00481	Prau.g_01938
OG0001181	Prbf.g_00480	Prau.g_01939
OG0001182	Prbf.g_00479	Prau.g_01940
OG0001183	Prbf.g_00478	Prau.g_01941
OG0001184	Prbf.g_00476	Prau.g_01943
OG0001185	Prbf.g_00474	Prau.g_01946
OG0001186	Prbf.g_00473	Prau.g_01947
OG0001187	Prbf.g_00472	Prau.g_01949
OG0001188	Prbf.g_00471	Prau.g_01950
OG0001189	Prbf.g_00470	Prau.g_01951
OG0001190	Prbf.g_00469	Prau.g_01952
OG0001191	Prbf.g_00468	Prau.g_01953
OG0001192	Prbf.g_00467	Prau.g_01954
OG0001193	Prbf.g_00466	Prau.g_01955
OG0001194	Prbf.g_00465	Prau.g_01956
OG0001195	Prbf.g_00464	Prau.g_01957
OG0001196	Prbf.g_00463	Prau.g_01958
OG0001197	Prbf.g_00462	Prau.g_01959
OG0001198	Prbf.g_00461	Prau.g_01960
OG0001199	Prbf.g_00460	Prau.g_01961
OG0001200	Prbf.g_00459	Prau.g_01962
OG0001201	Prbf.g_00458	Prau.g_01963
OG0001202	Prbf.g_00457	Prau.g_01964
OG0001203	Prbf.g_00456	Prau.g_01966
OG0001204	Prbf.g_00454	Prau.g_01968
OG0001205	Prbf.g_00452	Prau.g_01969
OG0001206	Prbf.g_00451	Prau.g_01970
OG0001207	Prbf.g_00450	Prau.g_01971
OG0001208	Prbf.g_00449	Prau.g_01972
OG0001209	Prbf.g_00448	Prau.g_01973
OG0001210	Prbf.g_00447	Prau.g_01974
OG0001211	Prbf.g_00446	Prau.g_01975
OG0001212	Prbf.g_00445	Prau.g_01976
OG0001213	Prbf.g_00444	Prau.g_01977
OG0001214	Prbf.g_00442	Prau.g_01979
OG0001215	Prbf.g_00441	Prau.g_01980
OG0001216	Prbf.g_00440	Prau.g_01981
OG0001217	Prbf.g_00439	Prau.g_01982
OG0001218	Prbf.g_00438	Prau.g_01983
OG0001219	Prbf.g_00435	Prau.g_01985
OG0001220	Prbf.g_00434	Prau.g_01986
OG0001221	Prbf.g_00430	Prau.g_01989
OG0001222	Prbf.g_00429	Prau.g_01990
OG0001223	Prbf.g_00428	Prau.g_01991
OG0001224	Prbf.g_00426	Prau.g_01992
OG0001225	Prbf.g_00425	Prau.g_01993
OG0001226	Prbf.g_00424	Prau.g_01994
OG0001227	Prbf.g_00423	Prau.g_01995
OG0001228	Prbf.g_00422	Prau.g_01996
OG0001229	Prbf.g_00421	Prau.g_01997
OG0001230	Prbf.g_00420	Prau.g_01998
OG0001231	Prbf.g_00419	Prau.g_01999
OG0001232	Prbf.g_00416	Prau.g_02000
OG0001233	Prbf.g_00415	Prau.g_02001
OG0001234	Prbf.g_00414	Prau.g_02002
OG0001235	Prbf.g_00413	Prau.g_02003
OG0001236	Prbf.g_00411	Prau.g_02005
OG0001237	Prbf.g_00410	Prau.g_02006
OG0001238	Prbf.g_00407	Prau.g_02008
OG0001239	Prbf.g_00406	Prau.g_02009
OG0001240	Prbf.g_00405	Prau.g_02010
OG0001241	Prbf.g_00402	Prau.g_02012
OG0001242	Prbf.g_00401	Prau.g_02014
OG0001243	Prbf.g_00400	Prau.g_02015
OG0001244	Prbf.g_00399	Prau.g_02016
OG0001245	Prbf.g_00398	Prau.g_02017
OG0001246	Prbf.g_00397	Prau.g_02018
OG0001247	Prbf.g_00396	Prau.g_02019
OG0001248	Prbf.g_00395	Prau.g_02020
OG0001249	Prbf.g_00394	Prau.g_02021
OG0001250	Prbf.g_00393	Prau.g_02022
OG0001251	Prbf.g_01418	Prau.g_00093
OG0001252	Prbf.g_01468	Prau.g_00139
OG0001253	Prbf.g_01483	Prau.g_00151
OG0001254	Prbf.g_01621	Prau.g_00283
OG0001255	Prbf.g_01677	Prau.g_00335
OG0001257	Prbf.g_01765	Prau.g_00523
OG0001258	Prbf.g_01781	Prau.g_00539
OG0001259	Prbf.g_01872	Prau.g_00628
OG0001260	Prbf.g_01155	Prau.g_00799
OG0001261	Prbf.g_01209	Prau.g_00888
OG0001262	Prbf.g_01192	Prau.g_00905
OG0001263	Prbf.g_00897	Prau.g_00926
OG0001265	Prbf.g_01074	Prau.g_01065
OG0001266	Prbf.g_01921	Prau.g_01112
OG0001267	Prbf.g_00900	Prau.g_01191
OG0001268	Prbf.g_00915	Prau.g_01204
OG0001269	Prbf.g_00070	Prau.g_01392
OG0001270	Prbf.g_00200	Prau.g_01571
OG0001271	Prbf.g_00213	Prau.g_01582
OG0001272	Prbf.g_01930	Prau.g_01624
OG0001273	Prbf.g_00274	Prau.g_01625
OG0001274	Prbf.g_00812	Prau.g_01630
OG0001275	Prbf.g_00056	Prau.g_01645
OG0001276	Prbf.g_01053	Prau.g_01657, Prau.g_01309
OG0001277	Prbf.g_00734	Prau.g_01662
OG0001278	Prbf.g_00702	Prau.g_01724
OG0001279	Prbf.g_00698	Prau.g_01728
OG0001280	Prbf.g_00695	Prau.g_01731
OG0001281	Prbf.g_00625	Prau.g_01797
OG0001282	Prbf.g_00688	Prau.g_01822
OG0001283	Prbf.g_00516	Prau.g_01907
OG0001284	Prbf.g_00484	Prau.g_01935
OG0001285	Prbf.g_00455	Prau.g_01967
OG0001286	Prbf.g_00403	Prau.g_02011
OG0001287	Prbf.g_00811	Prau.g_01704
OG0001288	Prbf.g_01721	Prau.g_00478
OG0001292	Prbf.g_01401	Prau.g_00075
OG0001293	Prbf.g_01403	Prau.g_00077
OG0001294	Prbf.g_01419	Prau.g_00094
OG0001295	Prbf.g_01449	Prau.g_00120
OG0001296	Prbf.g_01456	Prau.g_00126
OG0001297	Prbf.g_01534	Prau.g_00200
OG0001298	Prbf.g_01582	Prau.g_00245
OG0001299	Prbf.g_01591	Prau.g_00254
OG0001300	Prbf.g_00046	Prau.g_00376
OG0001301	Prbf.g_00984	Prau.g_00677
OG0001302	Prbf.g_00804, Prbf.g_00762	Prau.g_00804
OG0001303	Prbf.g_00855	Prau.g_00809
OG0001304	Prbf.g_01161	Prau.g_01080
OG0001305	Prbf.g_01166	Prau.g_01085
OG0001306	Prbf.g_00417	Prau.g_01120
OG0001307	Prbf.g_00045	Prau.g_01129
OG0001308	Prbf.g_00264	Prau.g_01153
OG0001309	Prbf.g_00453	Prau.g_01155
OG0001310	Prbf.g_00281	Prau.g_01165
OG0001311	Prbf.g_00951	Prau.g_01234
OG0001312	Prbf.g_00069	Prau.g_01393
OG0001313	Prbf.g_01706	Prau.g_01628
OG0001314	Prbf.g_00670	Prau.g_01755
OG0001315	Prbf.g_00635	Prau.g_01789
OG0001316	Prbf.g_00520	Prau.g_01903
OG0001318	Prbf.g_01471	Prau.g_00142
OG0001319	Prbf.g_01576	Prau.g_00239
OG0001320	Prbf.g_00824	Prau.g_00509
OG0001321	Prbf.g_01920	Prau.g_00811
OG0001322	Prbf.g_00869	Prau.g_00835
OG0001323	Prbf.g_01332	Prau.g_01104
OG0001324	Prbf.g_00375	Prau.g_01137
OG0001325	Prbf.g_00336	Prau.g_01159
OG0001326	Prbf.g_00816	Prau.g_01344
OG0001327	Prbf.g_00263	Prau.g_01345
OG0001328	Prbf.g_00021	Prau.g_01376
OG0001329	Prbf.g_00408	Prau.g_01429
OG0001330	Prbf.g_00246	Prau.g_01621
OG0001331	Prbf.g_00697	Prau.g_01729
OG0001332	Prbf.g_00646	Prau.g_01778
OG0001333	Prbf.g_00554	Prau.g_01873
OG0001334	Prbf.g_00494	Prau.g_01927
OG0001336	Prbf.g_01458	Prau.g_00129
OG0001337	Prbf.g_01448	Prau.g_00119
OG0001338	Prbf.g_00007	Prau.g_00145
OG0001339	Prbf.g_01538	Prau.g_00204
OG0001340	Prbf.g_01587	Prau.g_00250
OG0001341	Prbf.g_01600	Prau.g_00263
OG0001342	Prbf.g_01620	Prau.g_00282
OG0001343	Prbf.g_01683	Prau.g_00341
OG0001345	Prbf.g_01718	Prau.g_00475
OG0001346	Prbf.g_01755	Prau.g_00513
OG0001347	Prbf.g_01769	Prau.g_00527
OG0001349	Prbf.g_01792	Prau.g_00550
OG0001350	Prbf.g_01797	Prau.g_00555
OG0001351	Prbf.g_01858	Prau.g_00616
OG0001352	Prbf.g_01281	Prau.g_00722
OG0001353	Prbf.g_01562	Prau.g_00743
OG0001354	Prbf.g_01154	Prau.g_00038
OG0001355	Prbf.g_01202	Prau.g_00894
OG0001356	Prbf.g_00840	Prau.g_00940
OG0001357	Prbf.g_01089	Prau.g_01043
OG0001358	Prbf.g_01075	Prau.g_01064
OG0001359	Prbf.g_00783	Prau.g_01178
OG0001360	Prbf.g_00782	Prau.g_01179
OG0001361	Prbf.g_00972	Prau.g_01256
OG0001362	Prbf.g_00339	Prau.g_01320
OG0001363	Prbf.g_01387	Prau.g_01433
OG0001364	Prbf.g_00232	Prau.g_01601
OG0001365	Prbf.g_01383	Prau.g_01272
OG0001366	Prbf.g_00656	Prau.g_01769
OG0001368	Prbf.g_00485	Prau.g_01934
OG0001369	Prbf.g_01073	Prau.g_01066
OG0001371	Prbf.g_01393	Prau.g_00069
OG0001372	Prbf.g_01395	Prau.g_00070
OG0001373	Prbf.g_01402	Prau.g_00076
OG0001374	Prbf.g_01413	Prau.g_00088
OG0001375	Prbf.g_01466	Prau.g_00136
OG0001376	Prbf.g_01572	Prau.g_00235
OG0001377	Prbf.g_01596	Prau.g_00258
OG0001378	Prbf.g_01613	Prau.g_00274
OG0001379	Prbf.g_00198	Prau.g_00364
OG0001381	Prbf.g_01741	Prau.g_00495
OG0001382	Prbf.g_01747	Prau.g_00502
OG0001383	Prbf.g_01794	Prau.g_00552
OG0001384	Prbf.g_01802	Prau.g_00560
OG0001385	Prbf.g_01015	Prau.g_00706
OG0001386	Prbf.g_01289	Prau.g_00714
OG0001387	Prbf.g_01287	Prau.g_00716
OG0001388	Prbf.g_01276	Prau.g_00726
OG0001389	Prbf.g_01032	Prau.g_00760
OG0001390	Prbf.g_00863	Prau.g_00798
OG0001391	Prbf.g_01151	Prau.g_00840
OG0001392	Prbf.g_00841	Prau.g_00939
OG0001393	Prbf.g_00839	Prau.g_00941
OG0001394	Prbf.g_01315	Prau.g_00961
OG0001395	Prbf.g_01312	Prau.g_00964
OG0001396	Prbf.g_00731	Prau.g_01047
OG0001397	Prbf.g_01062	Prau.g_01074
OG0001398	Prbf.g_01174	Prau.g_01093
OG0001399	Prbf.g_00849	Prau.g_01102
OG0001400	Prbf.g_00059	Prau.g_01110
OG0001401	Prbf.g_00276	Prau.g_01117
OG0001402	Prbf.g_00903	Prau.g_01193
OG0001403	Prbf.g_00025	Prau.g_01372
OG0001404	Prbf.g_01059	Prau.g_01400
OG0001405	Prbf.g_00096	Prau.g_01410
OG0001406	Prbf.g_00199	Prau.g_01570
OG0001407	Prbf.g_00202	Prau.g_01573
OG0001408	Prbf.g_00247	Prau.g_01622
OG0001409	Prbf.g_00772	Prau.g_01635
OG0001414	Prbf.g_00865	Prau.g_00063
OG0001417	Prbf.g_01288	Prau.g_00715
OG0001418	Prbf.g_00327	Prau.g_00812
OG0001419	Prbf.g_01145	Prau.g_00844
OG0001420	Prbf.g_00837	Prau.g_00943
OG0001421	Prbf.g_00832	Prau.g_00947
OG0001422	Prbf.g_00344	Prau.g_01107
OG0001423	Prbf.g_00348	Prau.g_01180
OG0001424	Prbf.g_00250	Prau.g_01270
OG0001425	Prbf.g_00063	Prau.g_01640
OG0001427	Prbf.g_00757	Prau.g_00375
OG0001430	Prbf.g_00286	Prau.g_01057
OG0001431	Prbf.g_00278	Prau.g_01108
OG0001432	Prbf.g_00060	Prau.g_01111
OG0001435	Prbf.g_00882	Prau.g_01634
OG0001440	Prbf.g_01070	Prau.g_01068
OG0001441	Prbf.g_00799	Prau.g_01147
OG0001443	Prbf.g_00899	Prau.g_01190
OG0001444	Prbf.g_00938	Prau.g_01225
OG0001445	Prbf.g_00795	Prau.g_01336
OG0001446	Prbf.g_00794	Prau.g_01338
OG0001447	Prbf.g_00892	Prau.g_01339
OG0001448	Prbf.g_00801	Prau.g_01653
OG0001449	Prbf.g_00119	Prau.g_01530
OG0001454	Prbf.g_01739	Prau.g_00369
OG0001455	Prbf.g_00357	Prau.g_00440
OG0001456	Prbf.g_01871	Prau.g_01674
OG0001457	Prbf.g_01256	Prau.g_00742
OG0001458	Prbf.g_00353	Prau.g_00797
OG0001460	Prbf.g_01925	Prau.g_00917
OG0001461	Prbf.g_01025	Prau.g_00988
OG0001462	Prbf.g_00878	Prau.g_01056
OG0001463	Prbf.g_01745	Prau.g_01101
OG0001465	Prbf.g_00854	Prau.g_01341
OG0001466	Prbf.g_00262	Prau.g_01709
OG0001468	Prbf.g_00529	Prau.g_01896
OG0001471	Prbf.g_00364	Prau.g_00457, Prau.g_00431
OG0001473	Prbf.g_01152	Prau.g_00925
OG0001482	Prbf.g_00789	Prau.g_01683, Prau.g_01667
OG0001484	Prbf.g_01388	Prau.g_01452
OG0001485	Prbf.g_00633	Prau.g_01791
OG0001486	Prbf.g_01300	Prau.g_00976
OG0001488	Prbf.g_01506	Prau.g_00173
OG0001489	Prbf.g_00603	Prau.g_00378
OG0001490	Prbf.g_00631	Prau.g_00406
OG0001492	Prbf.g_01211	Prau.g_00886
OG0001504	Prbf.g_01305	Prau.g_00971
OG0001505	Prbf.g_00806	Prau.g_00779
OG0001508	Prbf.g_00728	Prau.g_01633
OG0001509	Prbf.g_01938	Prau.g_01812
OG0001519	Prbf.g_00810	Prau.g_00392
OG0001521	Prbf.g_01384	Prau.g_01793, Prau.g_01273
OG0001522	Prbf.g_00298, Prbf.g_00773	Prau.g_01710
OG0001526	Prbf.g_00834	Prau.g_00945
OG0001535	Prbf.g_01180	Prau.g_00913
OG0001544	Prbf.g_00807	Prau.g_01296
OG0001574	Prbf.g_00338	Prau.g_01308
OG0001579	Prbf.g_00133	Prau.g_01477
OG0001580	Prbf.g_00121	Prau.g_01454
OG0001593	Prbf.g_01746	Prau.g_00501
OG0001607	Prbf.g_00092, Prbf.g_00091	Prau.g_01278
OG0001617	Prbf.g_00139	Prau.g_01386
OG0001618	Prbf.g_00050	Prau.g_01387
OG0001631	Prbf.g_01916	Prau.g_01264
OG0001720	Prbf.g_01382	Prau.g_01505
OG0001736	Prbf.g_01304	Prau.g_00972
OG0001873	Prbf.g_00093	Prau.g_01277
OG0001878	Prbf.g_00746	Prau.g_00042
OG0001880	Prbf.g_00310	Prau.g_01480
OG0001974	Prbf.g_00268	Prau.g_01438
OG0001986	Prbf.g_00132	Prau.g_01451
OG0002004	Prbf.g_01381	Prau.g_01481
OG0002067	Prbf.g_00370	Prau.g_00657
OG0002111	Prbf.g_00747	Prau.g_00041
OG0002141	Prbf.g_00371	Prau.g_00658
OG0002231	Prbf.g_00009	Prau.g_01529
OG0002326	Prbf.g_01937	Prau.g_00454
