Orthogroup	Pray	Syap
OG0001385	Pray.g_00421	Syap.g_02650
OG0001386	Pray.g_00422	Syap.g_02649
OG0001387	Pray.g_00423	Syap.g_02648
OG0001388	Pray.g_00426	Syap.g_02645
OG0001389	Pray.g_00427	Syap.g_02644
OG0001390	Pray.g_00428	Syap.g_02643
OG0001391	Pray.g_00429	Syap.g_01833
OG0001392	Pray.g_00430	Syap.g_01832
OG0001393	Pray.g_00431	Syap.g_01831
OG0001395	Pray.g_00571	Syap.g_00531
OG0001398	Pray.g_01599	Syap.g_02356
OG0001406	Pray.g_00593	Syap.g_01989
OG0001408	Pray.g_00611	Syap.g_01862
OG0001415	Pray.g_00712	Syap.g_00447, Syap.g_00446
OG0001418	Pray.g_01079	Syap.g_00221
OG0001420	Pray.g_00124	Syap.g_02736
OG0001422	Pray.g_01606	Syap.g_01682
OG0001425	Pray.g_01424	Syap.g_01024
OG0001428	Pray.g_00653	Syap.g_01196
OG0001432	Pray.g_01639	Syap.g_01967
OG0001433	Pray.g_00311	Syap.g_00790
OG0001434	Pray.g_00472	Syap.g_00167
OG0001437	Pray.g_00711	Syap.g_00448
OG0001439	Pray.g_00785	Syap.g_01674
OG0001441	Pray.g_01012	Syap.g_02749
OG0001447	Pray.g_00163	Syap.g_02218
OG0001452	Pray.g_00439	Syap.g_01590
OG0001453	Pray.g_00533	Syap.g_02687
OG0001456	Pray.g_00087	Syap.g_01828
OG0001457	Pray.g_00086	Syap.g_01826
OG0001458	Pray.g_00085	Syap.g_01825
OG0001459	Pray.g_01912	Syap.g_00351
OG0001460	Pray.g_00310	Syap.g_00789
OG0001474	Pray.g_00818	Syap.g_00562
OG0001475	Pray.g_01795	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Pray.g_00815	Syap.g_00565
OG0001492	Pray.g_00016	Syap.g_02441
OG0001493	Pray.g_00008	Syap.g_02433
OG0001502	Pray.g_00318	Syap.g_00833
OG0001504	Pray.g_01911	Syap.g_00350
OG0001507	Pray.g_01584	Syap.g_00227
OG0001508	Pray.g_01807	Syap.g_01139, Syap.g_00808
OG0001546	Pray.g_01015	Syap.g_02745
OG0001547	Pray.g_00320	Syap.g_00840, Syap.g_00839
OG0001553	Pray.g_01725	Syap.g_02121
OG0001557	Pray.g_00468	Syap.g_00162
OG0001564	Pray.g_01767	Syap.g_00876
OG0001567	Pray.g_00319	Syap.g_00838
OG0001568	Pray.g_00321	Syap.g_00842
OG0001570	Pray.g_00121	Syap.g_00438
OG0001584	Pray.g_00484	Syap.g_00183
OG0001587	Pray.g_01230	Syap.g_02669
OG0001613	Pray.g_01326	Syap.g_00597
OG0001632	Pray.g_01923	Syap.g_02524
OG0001635	Pray.g_01577	Syap.g_01127
OG0001745	Pray.g_01640	Syap.g_02401
OG0001919	Pray.g_00877	Syap.g_01968
OG0002026	Pray.g_00876	Syap.g_00821
OG0002029	Pray.g_01914	Syap.g_00356
OG0002098	Pray.g_01780	Syap.g_02161
OG0002349	Pray.g_01514	Syap.g_01515
OG0002495	Pray.g_01850	Syap.g_00398
OG0002588	Pray.g_01744	Syap.g_02162
OG0002628	Pray.g_01789	Syap.g_01081
OG0002651	Pray.g_01783	Syap.g_00854
OG0002699	Pray.g_01802	Syap.g_01710
OG0003223	Pray.g_01803	Syap.g_01709
