Orthogroup	Pray	Syat
OG0001180	Pray.g_01312	Syat.g_01654
OG0001181	Pray.g_01316	Syat.g_01650
OG0001182	Pray.g_01323	Syat.g_01642
OG0001183	Pray.g_01328	Syat.g_01632
OG0001184	Pray.g_01344	Syat.g_02160
OG0001185	Pray.g_01358	Syat.g_02200
OG0001186	Pray.g_01382	Syat.g_02235
OG0001187	Pray.g_01386	Syat.g_02256
OG0001188	Pray.g_01389	Syat.g_02261
OG0001189	Pray.g_01406	Syat.g_02287
OG0001190	Pray.g_01410	Syat.g_02692
OG0001191	Pray.g_01420	Syat.g_02675
OG0001192	Pray.g_01425	Syat.g_02663
OG0001193	Pray.g_01435	Syat.g_02513
OG0001194	Pray.g_01436	Syat.g_02515
OG0001195	Pray.g_01437	Syat.g_02516
OG0001196	Pray.g_01450	Syat.g_02398
OG0001197	Pray.g_01451	Syat.g_02396
OG0001199	Pray.g_00215	Syat.g_01475
OG0001200	Pray.g_00213	Syat.g_01477
OG0001201	Pray.g_00181	Syat.g_01572
OG0001202	Pray.g_00680	Syat.g_02812
OG0001203	Pray.g_00719	Syat.g_01447
OG0001204	Pray.g_00724	Syat.g_01867
OG0001205	Pray.g_00935	Syat.g_01287
OG0001206	Pray.g_00952	Syat.g_03268
OG0001207	Pray.g_00967	Syat.g_03162
OG0001208	Pray.g_00972	Syat.g_03172
OG0001209	Pray.g_01226	Syat.g_03273
OG0001210	Pray.g_01221	Syat.g_00103
OG0001211	Pray.g_01211	Syat.g_00078
OG0001213	Pray.g_01134	Syat.g_03289
OG0001214	Pray.g_01126	Syat.g_00128
OG0001216	Pray.g_01038	Syat.g_00660
OG0001217	Pray.g_00293	Syat.g_02587
OG0001218	Pray.g_00300	Syat.g_01356
OG0001219	Pray.g_00337	Syat.g_00629
OG0001220	Pray.g_00400	Syat.g_01534
OG0001222	Pray.g_00503	Syat.g_00597
OG0001223	Pray.g_00529	Syat.g_00544
OG0001224	Pray.g_00580	Syat.g_00804
OG0001225	Pray.g_00582	Syat.g_00806
OG0001226	Pray.g_00608	Syat.g_01485
OG0001228	Pray.g_00018	Syat.g_00938
OG0001229	Pray.g_01831	Syat.g_00981
OG0001230	Pray.g_01730	Syat.g_01235
OG0001231	Pray.g_01625	Syat.g_02327
OG0001232	Pray.g_01536	Syat.g_03041
OG0001233	Pray.g_01516	Syat.g_03012
OG0001234	Pray.g_01249	Syat.g_02092
OG0001235	Pray.g_01259	Syat.g_01838
OG0001236	Pray.g_01341	Syat.g_02156
OG0001237	Pray.g_01345	Syat.g_02161
OG0001238	Pray.g_01421	Syat.g_02673
OG0001239	Pray.g_00218	Syat.g_01472
OG0001240	Pray.g_00196	Syat.g_01554
OG0001241	Pray.g_00188	Syat.g_01564
OG0001242	Pray.g_00170	Syat.g_02936
OG0001243	Pray.g_00164	Syat.g_02928
OG0001244	Pray.g_00148	Syat.g_02901
OG0001245	Pray.g_00858	Syat.g_00212
OG0001246	Pray.g_00995	Syat.g_03209
OG0001247	Pray.g_01080	Syat.g_01019
OG0001248	Pray.g_01078	Syat.g_03159
OG0001249	Pray.g_00326	Syat.g_01620
OG0001250	Pray.g_00389	Syat.g_00739
OG0001251	Pray.g_00437	Syat.g_00963, Syat.g_00621
OG0001252	Pray.g_00575	Syat.g_00787
OG0001255	Pray.g_00080	Syat.g_00843
OG0001256	Pray.g_01632	Syat.g_03111
OG0001257	Pray.g_01626	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Pray.g_01562	Syat.g_03119
OG0001259	Pray.g_01518	Syat.g_03014
OG0001261	Pray.g_01298	Syat.g_01791
OG0001262	Pray.g_01404	Syat.g_02285
OG0001263	Pray.g_00161	Syat.g_02926
OG0001265	Pray.g_00171	Syat.g_02938
OG0001266	Pray.g_00684	Syat.g_02808
OG0001267	Pray.g_00759	Syat.g_02060
OG0001268	Pray.g_00817	Syat.g_01608
OG0001269	Pray.g_00837	Syat.g_02369
OG0001270	Pray.g_00924	Syat.g_02968
OG0001271	Pray.g_00962	Syat.g_01374
OG0001272	Pray.g_00976	Syat.g_03176
OG0001274	Pray.g_01060	Syat.g_02727
OG0001275	Pray.g_00539	Syat.g_00529
OG0001276	Pray.g_00559	Syat.g_00705
OG0001277	Pray.g_00616	Syat.g_03312
OG0001278	Pray.g_00013	Syat.g_00895
OG0001279	Pray.g_01926	Syat.g_01252
OG0001281	Pray.g_01865	Syat.g_01159
OG0001282	Pray.g_01828	Syat.g_02780
OG0001283	Pray.g_01809	Syat.g_02403
OG0001286	Pray.g_01310	Syat.g_01656
OG0001287	Pray.g_01366	Syat.g_02208
OG0001288	Pray.g_01375	Syat.g_02225
OG0001289	Pray.g_00202	Syat.g_01527
OG0001290	Pray.g_00189	Syat.g_01563
OG0001291	Pray.g_00154	Syat.g_02916
OG0001292	Pray.g_00729	Syat.g_01873
OG0001293	Pray.g_00741	Syat.g_01995
OG0001294	Pray.g_00856	Syat.g_00409
OG0001295	Pray.g_00957	Syat.g_00945
OG0001296	Pray.g_01000	Syat.g_03217
OG0001297	Pray.g_01005	Syat.g_03221
OG0001298	Pray.g_01185	Syat.g_00043
OG0001299	Pray.g_01097	Syat.g_00401
OG0001300	Pray.g_01070	Syat.g_01025
OG0001303	Pray.g_00543	Syat.g_00628
OG0001304	Pray.g_00569	Syat.g_00690
OG0001305	Pray.g_00588	Syat.g_00813
OG0001306	Pray.g_00078	Syat.g_03234
OG0001307	Pray.g_01846	Syat.g_02082
OG0001308	Pray.g_01712	Syat.g_01176
OG0001309	Pray.g_01628	Syat.g_01113
OG0001310	Pray.g_01547	Syat.g_03066
OG0001311	Pray.g_00561	Syat.g_00703
OG0001312	Pray.g_00492	Syat.g_00615
OG0001314	Pray.g_00285	Syat.g_00839, Syat.g_00137
OG0001315	Pray.g_00227	Syat.g_01634
OG0001317	Pray.g_00715	Syat.g_01451
OG0001318	Pray.g_00737	Syat.g_01888
OG0001319	Pray.g_00752	Syat.g_02048
OG0001323	Pray.g_01010	Syat.g_01111
OG0001325	Pray.g_01035	Syat.g_00664
OG0001326	Pray.g_00425	Syat.g_02525
OG0001327	Pray.g_00600	Syat.g_00414
OG0001329	Pray.g_00104	Syat.g_00097
OG0001331	Pray.g_01823	Syat.g_01301
OG0001333	Pray.g_01522	Syat.g_03018
OG0001336	Pray.g_01447	Syat.g_02402
OG0001345	Pray.g_00044	Syat.g_00290
OG0001351	Pray.g_00944	Syat.g_01318
OG0001353	Pray.g_00380	Syat.g_00717
OG0001354	Pray.g_00521	Syat.g_00558
OG0001355	Pray.g_01596	Syat.g_02589
OG0001356	Pray.g_00312	Syat.g_01035, Syat.g_01428
OG0001358	Pray.g_01143	Syat.g_03319
OG0001360	Pray.g_00628	Syat.g_00256
OG0001361	Pray.g_00047	Syat.g_00293
OG0001364	Pray.g_01334	Syat.g_02143
OG0001365	Pray.g_01414	Syat.g_02687
OG0001371	Pray.g_01084	Syat.g_01490
OG0001373	Pray.g_00424	Syat.g_02524
OG0001374	Pray.g_00432	Syat.g_02541
OG0001376	Pray.g_00594	Syat.g_00841
OG0001377	Pray.g_00595	Syat.g_00842
OG0001378	Pray.g_00133	Syat.g_02967
OG0001379	Pray.g_01876	Syat.g_01147
OG0001382	Pray.g_01611	Syat.g_00101
OG0001385	Pray.g_00421	Syat.g_02521
OG0001386	Pray.g_00422	Syat.g_02522
OG0001387	Pray.g_00423	Syat.g_02523
OG0001388	Pray.g_00426	Syat.g_02526
OG0001389	Pray.g_00427	Syat.g_02531
OG0001390	Pray.g_00428	Syat.g_02532
OG0001391	Pray.g_00429	Syat.g_02533
OG0001392	Pray.g_00430	Syat.g_02539
OG0001393	Pray.g_00431	Syat.g_02540
OG0001402	Pray.g_00307	Syat.g_03314
OG0001403	Pray.g_01492	Syat.g_02307
OG0001406	Pray.g_00593	Syat.g_00840
OG0001408	Pray.g_00611	Syat.g_00211
OG0001409	Pray.g_00056	Syat.g_01007
OG0001413	Pray.g_01637	Syat.g_02775, Syat.g_00853
OG0001415	Pray.g_00712	Syat.g_00017
OG0001416	Pray.g_00949	Syat.g_02491
OG0001417	Pray.g_00959	Syat.g_01705
OG0001418	Pray.g_01079	Syat.g_03267
OG0001420	Pray.g_00124	Syat.g_01099
OG0001421	Pray.g_01631	Syat.g_03056
OG0001429	Pray.g_00338	Syat.g_00627
OG0001430	Pray.g_01901	Syat.g_03343
OG0001432	Pray.g_01639	Syat.g_00846
OG0001433	Pray.g_00311	Syat.g_01429
OG0001434	Pray.g_00472	Syat.g_00455
OG0001437	Pray.g_00711	Syat.g_00016
OG0001439	Pray.g_00785	Syat.g_02105
OG0001441	Pray.g_01012	Syat.g_01109
OG0001449	Pray.g_00880	Syat.g_00800
OG0001451	Pray.g_00409	Syat.g_02877
OG0001452	Pray.g_00439	Syat.g_01881
OG0001453	Pray.g_00533	Syat.g_00538
OG0001454	Pray.g_00621	Syat.g_00189
OG0001456	Pray.g_00087	Syat.g_02545
OG0001457	Pray.g_00086	Syat.g_02546
OG0001458	Pray.g_00085	Syat.g_02547
OG0001459	Pray.g_01912	Syat.g_03357, Syat.g_03358
OG0001460	Pray.g_00310	Syat.g_01430
OG0001462	Pray.g_01496	Syat.g_02301
OG0001467	Pray.g_00327	Syat.g_02457
OG0001473	Pray.g_01383	Syat.g_00190
OG0001474	Pray.g_00818	Syat.g_01607
OG0001475	Pray.g_01795	Syat.g_01116
OG0001479	Pray.g_00815	Syat.g_01610
OG0001480	Pray.g_00846	Syat.g_00100
OG0001482	Pray.g_00947	Syat.g_00549
OG0001486	Pray.g_00066	Syat.g_03258
OG0001492	Pray.g_00016	Syat.g_00898
OG0001493	Pray.g_00008	Syat.g_00890
OG0001502	Pray.g_00318	Syat.g_00757
OG0001504	Pray.g_01911	Syat.g_03356
OG0001505	Pray.g_01796	Syat.g_01215
OG0001507	Pray.g_01584	Syat.g_03261
OG0001508	Pray.g_01807	Syat.g_02258
OG0001520	Pray.g_00872	Syat.g_00852
OG0001522	Pray.g_00381	Syat.g_00642
OG0001523	Pray.g_00093	Syat.g_01089
OG0001524	Pray.g_00092	Syat.g_01088
OG0001526	Pray.g_01232	Syat.g_02907
OG0001546	Pray.g_01015	Syat.g_01106
OG0001547	Pray.g_00320	Syat.g_00645
OG0001549	Pray.g_00407	Syat.g_00799
OG0001553	Pray.g_01725	Syat.g_01230
OG0001554	Pray.g_01630	Syat.g_01005
OG0001557	Pray.g_00468	Syat.g_00451
OG0001564	Pray.g_01767	Syat.g_01209
OG0001567	Pray.g_00319	Syat.g_00651
OG0001568	Pray.g_00321	Syat.g_00643
OG0001570	Pray.g_00121	Syat.g_03269
OG0001584	Pray.g_00484	Syat.g_00468
OG0001587	Pray.g_01230	Syat.g_02990
OG0001613	Pray.g_01326	Syat.g_01635
OG0001635	Pray.g_01577	Syat.g_02229, Syat.g_01993
OG0001666	Pray.g_01913	Syat.g_03349
OG0001701	Pray.g_01233	Syat.g_02905
OG0001726	Pray.g_00898	Syat.g_02003
OG0001745	Pray.g_01640	Syat.g_00971
OG0002029	Pray.g_01914	Syat.g_03352
OG0002349	Pray.g_01514	Syat.g_03010
OG0002399	Pray.g_01747	Syat.g_02487, Syat.g_01259
OG0002565	Pray.g_01943	Syat.g_03291
OG0002628	Pray.g_01789	Syat.g_02210
