Orthogroup	Pray	Syas
OG0001180	Pray.g_01312	Syas.g_01583
OG0001181	Pray.g_01316	Syas.g_01579
OG0001182	Pray.g_01323	Syas.g_01571
OG0001183	Pray.g_01328	Syas.g_01564
OG0001184	Pray.g_01344	Syas.g_02188
OG0001185	Pray.g_01358	Syas.g_02162
OG0001186	Pray.g_01382	Syas.g_02113
OG0001187	Pray.g_01386	Syas.g_02111
OG0001189	Pray.g_01406	Syas.g_02089
OG0001190	Pray.g_01410	Syas.g_01881
OG0001191	Pray.g_01420	Syas.g_01900
OG0001193	Pray.g_01435	Syas.g_01952
OG0001194	Pray.g_01436	Syas.g_01953
OG0001195	Pray.g_01437	Syas.g_01954
OG0001196	Pray.g_01450	Syas.g_02010
OG0001197	Pray.g_01451	Syas.g_02012
OG0001198	Pray.g_01458	Syas.g_02031
OG0001199	Pray.g_00215	Syas.g_02516
OG0001200	Pray.g_00213	Syas.g_02514
OG0001201	Pray.g_00181	Syas.g_02419
OG0001202	Pray.g_00680	Syas.g_02270
OG0001203	Pray.g_00719	Syas.g_02557
OG0001204	Pray.g_00724	Syas.g_01687
OG0001205	Pray.g_00935	Syas.g_02745
OG0001207	Pray.g_00967	Syas.g_01260
OG0001208	Pray.g_00972	Syas.g_01251
OG0001209	Pray.g_01226	Syas.g_00065
OG0001210	Pray.g_01221	Syas.g_00761
OG0001211	Pray.g_01211	Syas.g_00788
OG0001212	Pray.g_01167	Syas.g_00847
OG0001213	Pray.g_01134	Syas.g_00100
OG0001214	Pray.g_01126	Syas.g_00744
OG0001215	Pray.g_01073	Syas.g_02245
OG0001217	Pray.g_00293	Syas.g_01397, Syas.g_02493
OG0001218	Pray.g_00300	Syas.g_01309
OG0001219	Pray.g_00337	Syas.g_00399
OG0001220	Pray.g_00400	Syas.g_02447
OG0001221	Pray.g_00463	Syas.g_02669
OG0001222	Pray.g_00503	Syas.g_00448
OG0001223	Pray.g_00529	Syas.g_00541
OG0001224	Pray.g_00580	Syas.g_01015
OG0001225	Pray.g_00582	Syas.g_01017
OG0001226	Pray.g_00608	Syas.g_02506
OG0001227	Pray.g_00626	Syas.g_00824
OG0001228	Pray.g_00018	Syas.g_02195
OG0001229	Pray.g_01831	Syas.g_00285
OG0001230	Pray.g_01730	Syas.g_02806
OG0001231	Pray.g_01625	Syas.g_02050
OG0001232	Pray.g_01536	Syas.g_02649
OG0001233	Pray.g_01516	Syas.g_02592
OG0001234	Pray.g_01249	Syas.g_01310
OG0001235	Pray.g_01259	Syas.g_01646
OG0001236	Pray.g_01341	Syas.g_02191
OG0001237	Pray.g_01345	Syas.g_02187
OG0001238	Pray.g_01421	Syas.g_01901
OG0001239	Pray.g_00218	Syas.g_02519
OG0001240	Pray.g_00196	Syas.g_02435
OG0001241	Pray.g_00188	Syas.g_02427
OG0001242	Pray.g_00170	Syas.g_02398
OG0001243	Pray.g_00164	Syas.g_02391
OG0001244	Pray.g_00148	Syas.g_02370
OG0001245	Pray.g_00858	Syas.g_00524
OG0001246	Pray.g_00995	Syas.g_01829, Syas.g_01224
OG0001249	Pray.g_00326	Syas.g_01547
OG0001250	Pray.g_00389	Syas.g_00239
OG0001251	Pray.g_00437	Syas.g_00516, Syas.g_00408
OG0001252	Pray.g_00575	Syas.g_00994
OG0001253	Pray.g_00627	Syas.g_00143
OG0001255	Pray.g_00080	Syas.g_00492
OG0001256	Pray.g_01632	Syas.g_02698
OG0001257	Pray.g_01626	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Pray.g_01562	Syas.g_02688
OG0001259	Pray.g_01518	Syas.g_02594
OG0001260	Pray.g_01502	Syas.g_02572
OG0001261	Pray.g_01298	Syas.g_01599
OG0001262	Pray.g_01404	Syas.g_02091
OG0001263	Pray.g_00161	Syas.g_02388
OG0001265	Pray.g_00171	Syas.g_02399
OG0001266	Pray.g_00684	Syas.g_02266
OG0001267	Pray.g_00759	Syas.g_01753
OG0001268	Pray.g_00817	Syas.g_01535
OG0001269	Pray.g_00837	Syas.g_00510
OG0001270	Pray.g_00924	Syas.g_01499
OG0001271	Pray.g_00962	Syas.g_01336
OG0001272	Pray.g_00976	Syas.g_01247
OG0001273	Pray.g_01132	Syas.g_00751
OG0001274	Pray.g_01060	Syas.g_01849
OG0001275	Pray.g_00539	Syas.g_00554
OG0001276	Pray.g_00559	Syas.g_00215
OG0001277	Pray.g_00616	Syas.g_00110
OG0001278	Pray.g_00013	Syas.g_01074
OG0001279	Pray.g_01926	Syas.g_02792
OG0001280	Pray.g_01871	Syas.g_01095
OG0001281	Pray.g_01865	Syas.g_02845
OG0001282	Pray.g_01828	Syas.g_01262
OG0001284	Pray.g_01652	Syas.g_02124, Syas.g_02713
OG0001286	Pray.g_01310	Syas.g_01585
OG0001287	Pray.g_01366	Syas.g_00136
OG0001288	Pray.g_01375	Syas.g_02144
OG0001289	Pray.g_00202	Syas.g_02474
OG0001290	Pray.g_00189	Syas.g_02428
OG0001291	Pray.g_00154	Syas.g_02378
OG0001292	Pray.g_00729	Syas.g_01693
OG0001293	Pray.g_00741	Syas.g_01720
OG0001294	Pray.g_00856	Syas.g_00692
OG0001295	Pray.g_00957	Syas.g_00770
OG0001296	Pray.g_01000	Syas.g_01217
OG0001297	Pray.g_01005	Syas.g_01213
OG0001298	Pray.g_01185	Syas.g_00829
OG0001299	Pray.g_01097	Syas.g_00700
OG0001303	Pray.g_00543	Syas.g_00400
OG0001304	Pray.g_00569	Syas.g_00199
OG0001305	Pray.g_00588	Syas.g_01027
OG0001306	Pray.g_00078	Syas.g_01202
OG0001307	Pray.g_01846	Syas.g_01923
OG0001308	Pray.g_01712	Syas.g_02830
OG0001309	Pray.g_01628	Syas.g_00003
OG0001310	Pray.g_01547	Syas.g_02666
OG0001311	Pray.g_00561	Syas.g_00213
OG0001312	Pray.g_00492	Syas.g_00414
OG0001314	Pray.g_00285	Syas.g_01925
OG0001315	Pray.g_00227	Syas.g_01566
OG0001317	Pray.g_00715	Syas.g_02553
OG0001318	Pray.g_00737	Syas.g_01706
OG0001319	Pray.g_00752	Syas.g_01736
OG0001323	Pray.g_01010	Syas.g_00006
OG0001325	Pray.g_01035	Syas.g_00179
OG0001326	Pray.g_00425	Syas.g_01960, Syas.g_01961
OG0001327	Pray.g_00600	Syas.g_00687
OG0001329	Pray.g_00104	Syas.g_00773
OG0001330	Pray.g_01896	Syas.g_02865
OG0001331	Pray.g_01823	Syas.g_01267
OG0001333	Pray.g_01522	Syas.g_02598
OG0001336	Pray.g_01447	Syas.g_02003
OG0001339	Pray.g_00186	Syas.g_02425
OG0001345	Pray.g_00044	Syas.g_01132
OG0001346	Pray.g_01869	Syas.g_02853
OG0001351	Pray.g_00944	Syas.g_01280
OG0001353	Pray.g_00380	Syas.g_00228
OG0001354	Pray.g_00521	Syas.g_00526
OG0001355	Pray.g_01596	Syas.g_01057
OG0001356	Pray.g_00312	Syas.g_01715, Syas.g_00972
OG0001358	Pray.g_01143	Syas.g_00122
OG0001360	Pray.g_00628	Syas.g_01130
OG0001361	Pray.g_00047	Syas.g_01135
OG0001364	Pray.g_01334	Syas.g_02212
OG0001365	Pray.g_01414	Syas.g_01886
OG0001371	Pray.g_01084	Syas.g_02499
OG0001373	Pray.g_00424	Syas.g_01959
OG0001374	Pray.g_00432	Syas.g_01968
OG0001376	Pray.g_00594	Syas.g_00468
OG0001377	Pray.g_00595	Syas.g_00467
OG0001378	Pray.g_00133	Syas.g_01500
OG0001379	Pray.g_01876	Syas.g_02861
OG0001380	Pray.g_01841	Syas.g_00126
OG0001385	Pray.g_00421	Syas.g_01956
OG0001386	Pray.g_00422	Syas.g_01957
OG0001387	Pray.g_00423	Syas.g_01958
OG0001388	Pray.g_00426	Syas.g_01962
OG0001389	Pray.g_00427	Syas.g_01963
OG0001390	Pray.g_00428	Syas.g_01964
OG0001391	Pray.g_00429	Syas.g_01965
OG0001392	Pray.g_00430	Syas.g_01966
OG0001393	Pray.g_00431	Syas.g_01967
OG0001395	Pray.g_00571	Syas.g_00195
OG0001398	Pray.g_01599	Syas.g_02481
OG0001399	Pray.g_01251	Syas.g_02459
OG0001402	Pray.g_00307	Syas.g_00112
OG0001403	Pray.g_01492	Syas.g_02069
OG0001406	Pray.g_00593	Syas.g_00469
OG0001408	Pray.g_00611	Syas.g_00142
OG0001409	Pray.g_00056	Syas.g_00154
OG0001413	Pray.g_01637	Syas.g_01481
OG0001416	Pray.g_00949	Syas.g_01061
OG0001417	Pray.g_00959	Syas.g_00507
OG0001418	Pray.g_01079	Syas.g_01177
OG0001420	Pray.g_00124	Syas.g_00017
OG0001423	Pray.g_01751	Syas.g_02532
OG0001428	Pray.g_00653	Syas.g_02325
OG0001429	Pray.g_00338	Syas.g_00401
OG0001432	Pray.g_01639	Syas.g_01484
OG0001433	Pray.g_00311	Syas.g_01398
OG0001439	Pray.g_00785	Syas.g_01809
OG0001441	Pray.g_01012	Syas.g_00008
OG0001447	Pray.g_00163	Syas.g_02390
OG0001449	Pray.g_00880	Syas.g_02567
OG0001450	Pray.g_01076	Syas.g_02208, Syas.g_00474
OG0001451	Pray.g_00409	Syas.g_02342, Syas.g_02343
OG0001452	Pray.g_00439	Syas.g_01700
OG0001453	Pray.g_00533	Syas.g_00547
OG0001454	Pray.g_00621	Syas.g_01483
OG0001456	Pray.g_00087	Syas.g_01969
OG0001457	Pray.g_00086	Syas.g_01970
OG0001458	Pray.g_00085	Syas.g_01971
OG0001459	Pray.g_01912	Syas.g_02778
OG0001460	Pray.g_00310	Syas.g_01399
OG0001471	Pray.g_01636	Syas.g_01819
OG0001473	Pray.g_01383	Syas.g_00323
OG0001474	Pray.g_00818	Syas.g_01534
OG0001475	Pray.g_01795	Syas.g_02120
OG0001479	Pray.g_00815	Syas.g_01537
OG0001480	Pray.g_00846	Syas.g_00771
OG0001482	Pray.g_00947	Syas.g_00535
OG0001486	Pray.g_00066	Syas.g_01186
OG0001492	Pray.g_00016	Syas.g_01077
OG0001493	Pray.g_00008	Syas.g_01069
OG0001502	Pray.g_00318	Syas.g_00290
OG0001504	Pray.g_01911	Syas.g_02777
OG0001505	Pray.g_01796	Syas.g_02135
OG0001507	Pray.g_01584	Syas.g_01183
OG0001508	Pray.g_01807	Syas.g_02114
OG0001520	Pray.g_00872	Syas.g_00828
OG0001522	Pray.g_00381	Syas.g_00369
OG0001546	Pray.g_01015	Syas.g_00011
OG0001547	Pray.g_00320	Syas.g_00300
OG0001549	Pray.g_00407	Syas.g_00482
OG0001554	Pray.g_01630	Syas.g_00153
OG0001555	Pray.g_01615	Syas.g_00654
OG0001557	Pray.g_00468	Syas.g_00626
OG0001564	Pray.g_01767	Syas.g_01034
OG0001565	Pray.g_00909	Syas.g_00351
OG0001567	Pray.g_00319	Syas.g_00294
OG0001568	Pray.g_00321	Syas.g_00368
OG0001570	Pray.g_00121	Syas.g_00309
OG0001584	Pray.g_00484	Syas.g_00607
OG0001587	Pray.g_01230	Syas.g_02569
OG0001627	Pray.g_00297	Syas.g_01474
OG0001635	Pray.g_01577	Syas.g_02140
OG0001666	Pray.g_01913	Syas.g_02785
OG0001704	Pray.g_00230	Syas.g_00425, Syas.g_00426
OG0001726	Pray.g_00898	Syas.g_00337
OG0001928	Pray.g_01746	Syas.g_02787
OG0002029	Pray.g_01914	Syas.g_01930, Syas.g_02786
OG0002098	Pray.g_01780	Syas.g_02608
OG0002349	Pray.g_01514	Syas.g_02590
OG0002478	Pray.g_00904	Syas.g_01099
OG0002495	Pray.g_01850	Syas.g_02299
OG0002699	Pray.g_01802	Syas.g_02123
OG0003223	Pray.g_01803	Syas.g_02125
