Orthogroup	Pray	Syac
OG0001170	Pray.g_01517	Syac.g_00661
OG0001171	Pray.g_01508	Syac.g_00650
OG0001172	Pray.g_01237	Syac.g_02187
OG0001173	Pray.g_01238	Syac.g_02186
OG0001174	Pray.g_01246	Syac.g_02178
OG0001175	Pray.g_01247	Syac.g_02177
OG0001176	Pray.g_01254	Syac.g_02141
OG0001177	Pray.g_01257	Syac.g_02143
OG0001178	Pray.g_01262	Syac.g_00539
OG0001179	Pray.g_01290	Syac.g_02112
OG0001180	Pray.g_01312	Syac.g_02087
OG0001181	Pray.g_01316	Syac.g_02083
OG0001182	Pray.g_01323	Syac.g_02074
OG0001183	Pray.g_01328	Syac.g_02070
OG0001184	Pray.g_01344	Syac.g_00186
OG0001185	Pray.g_01358	Syac.g_00162
OG0001186	Pray.g_01382	Syac.g_00082
OG0001187	Pray.g_01386	Syac.g_00085
OG0001188	Pray.g_01389	Syac.g_00076
OG0001189	Pray.g_01406	Syac.g_00054
OG0001190	Pray.g_01410	Syac.g_02353
OG0001191	Pray.g_01420	Syac.g_02368
OG0001192	Pray.g_01425	Syac.g_02374
OG0001193	Pray.g_01435	Syac.g_02406
OG0001194	Pray.g_01436	Syac.g_02408
OG0001195	Pray.g_01437	Syac.g_02409
OG0001196	Pray.g_01450	Syac.g_02477
OG0001197	Pray.g_01451	Syac.g_02479
OG0001198	Pray.g_01458	Syac.g_02491
OG0001199	Pray.g_00215	Syac.g_00445
OG0001200	Pray.g_00213	Syac.g_00443
OG0001201	Pray.g_00181	Syac.g_00395
OG0001202	Pray.g_00680	Syac.g_02285
OG0001203	Pray.g_00719	Syac.g_01967
OG0001204	Pray.g_00724	Syac.g_02200
OG0001205	Pray.g_00935	Syac.g_00706
OG0001206	Pray.g_00952	Syac.g_01715
OG0001207	Pray.g_00967	Syac.g_01915
OG0001208	Pray.g_00972	Syac.g_01902
OG0001209	Pray.g_01226	Syac.g_01833
OG0001210	Pray.g_01221	Syac.g_01826
OG0001211	Pray.g_01211	Syac.g_01809
OG0001212	Pray.g_01167	Syac.g_01751
OG0001213	Pray.g_01134	Syac.g_00968
OG0001214	Pray.g_01126	Syac.g_00981
OG0001215	Pray.g_01073	Syac.g_00919
OG0001216	Pray.g_01038	Syac.g_01285
OG0001217	Pray.g_00293	Syac.g_01043
OG0001218	Pray.g_00300	Syac.g_01679
OG0001220	Pray.g_00400	Syac.g_00813
OG0001221	Pray.g_00463	Syac.g_01379
OG0001223	Pray.g_00529	Syac.g_01215
OG0001224	Pray.g_00580	Syac.g_00880
OG0001225	Pray.g_00582	Syac.g_00882
OG0001226	Pray.g_00608	Syac.g_01026
OG0001227	Pray.g_00626	Syac.g_02387
OG0001228	Pray.g_00018	Syac.g_00700
OG0001229	Pray.g_01831	Syac.g_00906
OG0001230	Pray.g_01730	Syac.g_01621
OG0001231	Pray.g_01625	Syac.g_00017
OG0001232	Pray.g_01536	Syac.g_00509
OG0001233	Pray.g_01516	Syac.g_00660
OG0001234	Pray.g_01249	Syac.g_02173
OG0001235	Pray.g_01259	Syac.g_02147
OG0001236	Pray.g_01341	Syac.g_00189
OG0001237	Pray.g_01345	Syac.g_00184
OG0001238	Pray.g_01421	Syac.g_02369
OG0001240	Pray.g_00196	Syac.g_00411
OG0001241	Pray.g_00188	Syac.g_00402
OG0001242	Pray.g_00170	Syac.g_00370
OG0001243	Pray.g_00164	Syac.g_00363
OG0001244	Pray.g_00148	Syac.g_00333
OG0001245	Pray.g_00858	Syac.g_01064
OG0001246	Pray.g_00995	Syac.g_01876
OG0001247	Pray.g_01080	Syac.g_01303
OG0001248	Pray.g_01078	Syac.g_01306
OG0001249	Pray.g_00326	Syac.g_02029
OG0001250	Pray.g_00389	Syac.g_00838
OG0001251	Pray.g_00437	Syac.g_02415
OG0001252	Pray.g_00575	Syac.g_00874
OG0001253	Pray.g_00627	Syac.g_01063
OG0001254	Pray.g_00095	Syac.g_01465
OG0001255	Pray.g_00080	Syac.g_01957
OG0001256	Pray.g_01632	Syac.g_00563
OG0001257	Pray.g_01626	Syac.g_01686
OG0001258	Pray.g_01562	Syac.g_00553
OG0001259	Pray.g_01518	Syac.g_00662
OG0001260	Pray.g_01502	Syac.g_00640
OG0001262	Pray.g_01404	Syac.g_00056
OG0001263	Pray.g_00161	Syac.g_00360
OG0001265	Pray.g_00171	Syac.g_00372
OG0001266	Pray.g_00684	Syac.g_02289
OG0001267	Pray.g_00759	Syac.g_02253
OG0001268	Pray.g_00817	Syac.g_02014
OG0001269	Pray.g_00837	Syac.g_01960
OG0001270	Pray.g_00924	Syac.g_00690
OG0001271	Pray.g_00962	Syac.g_01703
OG0001272	Pray.g_00976	Syac.g_01898
OG0001273	Pray.g_01132	Syac.g_00974
OG0001274	Pray.g_01060	Syac.g_02323
OG0001275	Pray.g_00539	Syac.g_01228
OG0001276	Pray.g_00559	Syac.g_01244
OG0001277	Pray.g_00616	Syac.g_02463
OG0001278	Pray.g_00013	Syac.g_01517
OG0001279	Pray.g_01926	Syac.g_01605
OG0001280	Pray.g_01871	Syac.g_00731
OG0001281	Pray.g_01865	Syac.g_00721
OG0001282	Pray.g_01828	Syac.g_01917
OG0001283	Pray.g_01809	Syac.g_02472
OG0001284	Pray.g_01652	Syac.g_00586
OG0001285	Pray.g_01533	Syac.g_01060
OG0001286	Pray.g_01310	Syac.g_02089
OG0001287	Pray.g_01366	Syac.g_00154
OG0001288	Pray.g_01375	Syac.g_00141
OG0001289	Pray.g_00202	Syac.g_00426
OG0001291	Pray.g_00154	Syac.g_00349
OG0001292	Pray.g_00729	Syac.g_02205
OG0001293	Pray.g_00741	Syac.g_02226
OG0001294	Pray.g_00856	Syac.g_01411
OG0001295	Pray.g_00957	Syac.g_01824
OG0001296	Pray.g_01000	Syac.g_01870
OG0001297	Pray.g_01005	Syac.g_01866
OG0001298	Pray.g_01185	Syac.g_01774
OG0001299	Pray.g_01097	Syac.g_01417
OG0001300	Pray.g_01070	Syac.g_00910
OG0001301	Pray.g_01067	Syac.g_00897
OG0001302	Pray.g_00335	Syac.g_01012
OG0001303	Pray.g_00543	Syac.g_01137
OG0001304	Pray.g_00569	Syac.g_01257
OG0001305	Pray.g_00588	Syac.g_00890
OG0001306	Pray.g_00078	Syac.g_00749
OG0001307	Pray.g_01846	Syac.g_02156
OG0001309	Pray.g_01628	Syac.g_01860
OG0001310	Pray.g_01547	Syac.g_00528
OG0001311	Pray.g_00561	Syac.g_01246
OG0001312	Pray.g_00492	Syac.g_01147
OG0001314	Pray.g_00285	Syac.g_00809, Syac.g_00460
OG0001315	Pray.g_00227	Syac.g_02072
OG0001316	Pray.g_00149	Syac.g_00342
OG0001317	Pray.g_00715	Syac.g_01971
OG0001318	Pray.g_00737	Syac.g_02218
OG0001319	Pray.g_00752	Syac.g_02242
OG0001321	Pray.g_00941	Syac.g_00712
OG0001322	Pray.g_00942	Syac.g_00713
OG0001323	Pray.g_01010	Syac.g_01857
OG0001324	Pray.g_01069	Syac.g_00909
OG0001325	Pray.g_01035	Syac.g_01281
OG0001326	Pray.g_00425	Syac.g_02420
OG0001328	Pray.g_00625	Syac.g_01385
OG0001329	Pray.g_00104	Syac.g_01007
OG0001330	Pray.g_01896	Syac.g_00738
OG0001332	Pray.g_01679	Syac.g_00625
OG0001333	Pray.g_01522	Syac.g_00666
OG0001334	Pray.g_01331	Syac.g_02061
OG0001335	Pray.g_01332	Syac.g_02060
OG0001336	Pray.g_01447	Syac.g_02473
OG0001339	Pray.g_00186	Syac.g_00400
OG0001340	Pray.g_00806	Syac.g_02039
OG0001341	Pray.g_00291	Syac.g_00904
OG0001343	Pray.g_00434	Syac.g_02413
OG0001344	Pray.g_00059	Syac.g_00774
OG0001345	Pray.g_00044	Syac.g_00803
OG0001346	Pray.g_01869	Syac.g_00728
OG0001352	Pray.g_01083	Syac.g_01842
OG0001353	Pray.g_00380	Syac.g_00850
OG0001354	Pray.g_00521	Syac.g_01201
OG0001355	Pray.g_01596	Syac.g_01823
OG0001358	Pray.g_01143	Syac.g_00952
OG0001359	Pray.g_00435	Syac.g_02412
OG0001360	Pray.g_00628	Syac.g_00805
OG0001361	Pray.g_00047	Syac.g_00800
OG0001362	Pray.g_01708	Syac.g_01649
OG0001363	Pray.g_01706	Syac.g_01651
OG0001364	Pray.g_01334	Syac.g_00204
OG0001372	Pray.g_00299	Syac.g_01845
OG0001373	Pray.g_00424	Syac.g_02419
OG0001374	Pray.g_00432	Syac.g_02427
OG0001375	Pray.g_00433	Syac.g_02414
OG0001376	Pray.g_00594	Syac.g_02376
OG0001377	Pray.g_00595	Syac.g_02375
OG0001378	Pray.g_00133	Syac.g_00689
OG0001379	Pray.g_01876	Syac.g_00736
OG0001380	Pray.g_01841	Syac.g_01589
OG0001381	Pray.g_01835	Syac.g_02162
OG0001382	Pray.g_01611	Syac.g_00148
OG0001385	Pray.g_00421	Syac.g_02416
OG0001386	Pray.g_00422	Syac.g_02417
OG0001387	Pray.g_00423	Syac.g_02418
OG0001388	Pray.g_00426	Syac.g_02421
OG0001389	Pray.g_00427	Syac.g_02422
OG0001390	Pray.g_00428	Syac.g_02423
OG0001391	Pray.g_00429	Syac.g_02424
OG0001392	Pray.g_00430	Syac.g_02425
OG0001393	Pray.g_00431	Syac.g_02426
OG0001395	Pray.g_00571	Syac.g_01262
OG0001398	Pray.g_01599	Syac.g_01120
OG0001402	Pray.g_00307	Syac.g_00957
OG0001403	Pray.g_01492	Syac.g_00033
OG0001404	Pray.g_00221	Syac.g_00451
OG0001405	Pray.g_00804	Syac.g_02058
OG0001406	Pray.g_00593	Syac.g_02377
OG0001407	Pray.g_00606	Syac.g_01841
OG0001408	Pray.g_00611	Syac.g_01530
OG0001410	Pray.g_01845	Syac.g_02155
OG0001413	Pray.g_01637	Syac.g_01019
OG0001414	Pray.g_00710	Syac.g_02161
OG0001416	Pray.g_00949	Syac.g_00724
OG0001417	Pray.g_00959	Syac.g_01200
OG0001419	Pray.g_00607	Syac.g_01840
OG0001420	Pray.g_00124	Syac.g_01847
OG0001423	Pray.g_01751	Syac.g_00457
OG0001425	Pray.g_01424	Syac.g_02373
OG0001428	Pray.g_00653	Syac.g_00301
OG0001430	Pray.g_01901	Syac.g_02345
OG0001432	Pray.g_01639	Syac.g_01572
OG0001434	Pray.g_00472	Syac.g_01368
OG0001439	Pray.g_00785	Syac.g_00250
OG0001442	Pray.g_00283	Syac.g_01358
OG0001446	Pray.g_00210	Syac.g_01293
OG0001447	Pray.g_00163	Syac.g_00362
OG0001448	Pray.g_00844	Syac.g_01094
OG0001449	Pray.g_00880	Syac.g_02197
OG0001452	Pray.g_00439	Syac.g_02214
OG0001456	Pray.g_00087	Syac.g_02434
OG0001457	Pray.g_00086	Syac.g_02435
OG0001458	Pray.g_00085	Syac.g_02436
OG0001459	Pray.g_01912	Syac.g_01445
OG0001462	Pray.g_01496	Syac.g_00039
OG0001465	Pray.g_01061	Syac.g_01299
OG0001468	Pray.g_00598	Syac.g_01014
OG0001471	Pray.g_01636	Syac.g_00257
OG0001473	Pray.g_01383	Syac.g_01010
OG0001474	Pray.g_00818	Syac.g_02013
OG0001475	Pray.g_01795	Syac.g_00681
OG0001479	Pray.g_00815	Syac.g_02016
OG0001480	Pray.g_00846	Syac.g_00812
OG0001481	Pray.g_00851	Syac.g_01260
OG0001482	Pray.g_00947	Syac.g_01210
OG0001492	Pray.g_00016	Syac.g_01514
OG0001493	Pray.g_00008	Syac.g_01522
OG0001499	Pray.g_00228	Syac.g_01441
OG0001502	Pray.g_00318	Syac.g_00818
OG0001504	Pray.g_01911	Syac.g_01446
OG0001508	Pray.g_01807	Syac.g_00684
OG0001520	Pray.g_00872	Syac.g_01787
OG0001522	Pray.g_00381	Syac.g_00849
OG0001546	Pray.g_01015	Syac.g_01853
OG0001547	Pray.g_00320	Syac.g_01122
OG0001548	Pray.g_00324	Syac.g_01030
OG0001551	Pray.g_00088	Syac.g_00861
OG0001557	Pray.g_00468	Syac.g_01372
OG0001564	Pray.g_01767	Syac.g_02430
OG0001567	Pray.g_00319	Syac.g_01121
OG0001568	Pray.g_00321	Syac.g_01124
OG0001570	Pray.g_00121	Syac.g_01108
OG0001585	Pray.g_01922	Syac.g_01072
OG0001602	Pray.g_01062	Syac.g_01300
OG0001635	Pray.g_01577	Syac.g_00137
OG0001666	Pray.g_01913	Syac.g_01452
OG0001667	Pray.g_01893	Syac.g_00472
OG0001712	Pray.g_00901	Syac.g_01065
OG0001718	Pray.g_00840	Syac.g_00465
OG0001928	Pray.g_01746	Syac.g_01599, Syac.g_01598, Syac.g_01600
OG0002063	Pray.g_00887	Syac.g_01533
OG0002112	Pray.g_00892	Syac.g_00266
OG0002157	Pray.g_00893	Syac.g_00265
OG0002158	Pray.g_00891	Syac.g_00267
OG0002349	Pray.g_01514	Syac.g_00658
OG0002560	Pray.g_00874	Syac.g_01542
OG0002562	Pray.g_01754	Syac.g_01592
OG0002627	Pray.g_01794	Syac.g_00087
OG0002840	Pray.g_01753	Syac.g_01593
