Orthogroup	Pray	Prbf
OG0001119	Pray.g_00526	Prbf.g_01102
OG0001120	Pray.g_00528	Prbf.g_01100
OG0001122	Pray.g_00556	Prbf.g_01080
OG0001123	Pray.g_00560	Prbf.g_01074
OG0001124	Pray.g_00562	Prbf.g_01072
OG0001125	Pray.g_00563	Prbf.g_01070
OG0001126	Pray.g_00573	Prbf.g_01159
OG0001127	Pray.g_00574	Prbf.g_01160
OG0001128	Pray.g_00576	Prbf.g_01162
OG0001129	Pray.g_00577	Prbf.g_01163
OG0001130	Pray.g_00578	Prbf.g_01164
OG0001131	Pray.g_00614	Prbf.g_01705
OG0001132	Pray.g_00623	Prbf.g_00296
OG0001133	Pray.g_00112	Prbf.g_00094
OG0001134	Pray.g_00097	Prbf.g_00788
OG0001135	Pray.g_00094	Prbf.g_00785
OG0001136	Pray.g_00067	Prbf.g_00915
OG0001137	Pray.g_00055	Prbf.g_00927
OG0001138	Pray.g_00037	Prbf.g_00948
OG0001139	Pray.g_00036	Prbf.g_00950
OG0001140	Pray.g_00035	Prbf.g_00951
OG0001141	Pray.g_00034	Prbf.g_00952
OG0001142	Pray.g_00033	Prbf.g_00953
OG0001143	Pray.g_00026	Prbf.g_00960
OG0001144	Pray.g_00021	Prbf.g_00965
OG0001145	Pray.g_01878	Prbf.g_00034
OG0001146	Pray.g_01866	Prbf.g_00022
OG0001147	Pray.g_01843	Prbf.g_00002
OG0001148	Pray.g_01827	Prbf.g_00097
OG0001149	Pray.g_01826	Prbf.g_00098
OG0001150	Pray.g_01825	Prbf.g_00099
OG0001151	Pray.g_01814	Prbf.g_00110
OG0001152	Pray.g_01813	Prbf.g_00111
OG0001153	Pray.g_01690	Prbf.g_00189
OG0001154	Pray.g_01689	Prbf.g_00190
OG0001155	Pray.g_01677	Prbf.g_00207
OG0001156	Pray.g_01674	Prbf.g_00210
OG0001157	Pray.g_01673	Prbf.g_00211
OG0001158	Pray.g_01672	Prbf.g_00212
OG0001159	Pray.g_01671	Prbf.g_00213
OG0001160	Pray.g_01647	Prbf.g_00239
OG0001161	Pray.g_01634	Prbf.g_00750
OG0001162	Pray.g_01623	Prbf.g_00812
OG0001163	Pray.g_01567	Prbf.g_00702
OG0001164	Pray.g_01563	Prbf.g_00698
OG0001165	Pray.g_01560	Prbf.g_00695
OG0001166	Pray.g_01540	Prbf.g_00674
OG0001167	Pray.g_01523	Prbf.g_00657
OG0001168	Pray.g_01521	Prbf.g_00655
OG0001169	Pray.g_01519	Prbf.g_00653
OG0001170	Pray.g_01517	Prbf.g_00651
OG0001171	Pray.g_01508	Prbf.g_00641
OG0001172	Pray.g_01237	Prbf.g_00625
OG0001173	Pray.g_01238	Prbf.g_00624
OG0001174	Pray.g_01246	Prbf.g_00616
OG0001175	Pray.g_01247	Prbf.g_00615
OG0001176	Pray.g_01254	Prbf.g_00607
OG0001177	Pray.g_01257	Prbf.g_00605
OG0001178	Pray.g_01262	Prbf.g_00688
OG0001179	Pray.g_01290	Prbf.g_00575
OG0001180	Pray.g_01312	Prbf.g_00552
OG0001181	Pray.g_01316	Prbf.g_00548
OG0001182	Pray.g_01323	Prbf.g_00540
OG0001183	Pray.g_01328	Prbf.g_00535
OG0001184	Pray.g_01344	Prbf.g_00517
OG0001185	Pray.g_01358	Prbf.g_00501
OG0001186	Pray.g_01382	Prbf.g_00476
OG0001187	Pray.g_01386	Prbf.g_00473
OG0001188	Pray.g_01389	Prbf.g_00471
OG0001189	Pray.g_01406	Prbf.g_00455
OG0001190	Pray.g_01410	Prbf.g_00450
OG0001191	Pray.g_01420	Prbf.g_00440
OG0001192	Pray.g_01425	Prbf.g_00435
OG0001193	Pray.g_01435	Prbf.g_00423
OG0001194	Pray.g_01436	Prbf.g_00422
OG0001195	Pray.g_01437	Prbf.g_00421
OG0001196	Pray.g_01450	Prbf.g_00405
OG0001197	Pray.g_01451	Prbf.g_00403
OG0001198	Pray.g_01458	Prbf.g_00396
OG0001199	Pray.g_00215	Prbf.g_01401
OG0001200	Pray.g_00213	Prbf.g_01403
OG0001201	Pray.g_00181	Prbf.g_01436
OG0001202	Pray.g_00680	Prbf.g_01534
OG0001203	Pray.g_00719	Prbf.g_01576
OG0001204	Pray.g_00724	Prbf.g_01582
OG0001205	Pray.g_00935	Prbf.g_01729
OG0001206	Pray.g_00952	Prbf.g_01749
OG0001207	Pray.g_00967	Prbf.g_01760
OG0001208	Pray.g_00972	Prbf.g_01765
OG0001209	Pray.g_01226	Prbf.g_01816
OG0001210	Pray.g_01221	Prbf.g_01821
OG0001211	Pray.g_01211	Prbf.g_01831
OG0001212	Pray.g_01167	Prbf.g_01878
OG0001213	Pray.g_01134	Prbf.g_01913
OG0001214	Pray.g_01126	Prbf.g_00984
OG0001215	Pray.g_01073	Prbf.g_01272
OG0001216	Pray.g_01038	Prbf.g_01251
OG0001217	Pray.g_00293	Prbf.g_00280
OG0001218	Pray.g_00300	Prbf.g_00855
OG0001219	Pray.g_00337	Prbf.g_01146
OG0001220	Pray.g_00400	Prbf.g_01189
OG0001221	Pray.g_00463	Prbf.g_01309
OG0001222	Pray.g_00503	Prbf.g_01067
OG0001223	Pray.g_00529	Prbf.g_01099
OG0001224	Pray.g_00580	Prbf.g_01166
OG0001225	Pray.g_00582	Prbf.g_01168
OG0001226	Pray.g_00608	Prbf.g_01921
OG0001227	Pray.g_00626	Prbf.g_00870
OG0001228	Pray.g_00018	Prbf.g_00968
OG0001229	Pray.g_01831	Prbf.g_00856
OG0001230	Pray.g_01730	Prbf.g_00150
OG0001231	Pray.g_01625	Prbf.g_01706
OG0001232	Pray.g_01536	Prbf.g_00670
OG0001233	Pray.g_01516	Prbf.g_00650
OG0001234	Pray.g_01249	Prbf.g_00613
OG0001235	Pray.g_01259	Prbf.g_00609
OG0001236	Pray.g_01341	Prbf.g_00520
OG0001237	Pray.g_01345	Prbf.g_00516
OG0001238	Pray.g_01421	Prbf.g_00439
OG0001239	Pray.g_00218	Prbf.g_01398
OG0001240	Pray.g_00196	Prbf.g_01419
OG0001241	Pray.g_00188	Prbf.g_01429
OG0001242	Pray.g_00170	Prbf.g_01449
OG0001243	Pray.g_00164	Prbf.g_01456
OG0001244	Pray.g_00148	Prbf.g_01471
OG0001245	Pray.g_00858	Prbf.g_00879
OG0001247	Pray.g_01080	Prbf.g_01279
OG0001248	Pray.g_01078	Prbf.g_01277
OG0001249	Pray.g_00326	Prbf.g_01675
OG0001250	Pray.g_00389	Prbf.g_01202
OG0001251	Pray.g_00437	Prbf.g_00837
OG0001252	Pray.g_00575	Prbf.g_01161
OG0001253	Pray.g_00627	Prbf.g_01924
OG0001254	Pray.g_00095	Prbf.g_00786
OG0001255	Pray.g_00080	Prbf.g_00900
OG0001256	Pray.g_01632	Prbf.g_00246
OG0001258	Pray.g_01562	Prbf.g_00697
OG0001259	Pray.g_01518	Prbf.g_00652
OG0001260	Pray.g_01502	Prbf.g_00635
OG0001261	Pray.g_01298	Prbf.g_00567
OG0001263	Pray.g_00161	Prbf.g_01458
OG0001265	Pray.g_00171	Prbf.g_01448
OG0001266	Pray.g_00684	Prbf.g_01538
OG0001267	Pray.g_00759	Prbf.g_01620
OG0001268	Pray.g_00817	Prbf.g_01683
OG0001269	Pray.g_00837	Prbf.g_01190
OG0001270	Pray.g_00924	Prbf.g_01718
OG0001271	Pray.g_00962	Prbf.g_01755
OG0001272	Pray.g_00976	Prbf.g_01769
OG0001273	Pray.g_01132	Prbf.g_00978
OG0001274	Pray.g_01060	Prbf.g_01562
OG0001275	Pray.g_00539	Prbf.g_01089
OG0001276	Pray.g_00559	Prbf.g_01075
OG0001277	Pray.g_00616	Prbf.g_00417
OG0001278	Pray.g_00013	Prbf.g_00972
OG0001279	Pray.g_01926	Prbf.g_00339
OG0001280	Pray.g_01871	Prbf.g_00027
OG0001281	Pray.g_01865	Prbf.g_00021
OG0001282	Pray.g_01828	Prbf.g_00096
OG0001283	Pray.g_01809	Prbf.g_00408
OG0001284	Pray.g_01652	Prbf.g_00232
OG0001285	Pray.g_01533	Prbf.g_00667
OG0001286	Pray.g_01310	Prbf.g_00554
OG0001287	Pray.g_01366	Prbf.g_00494
OG0001288	Pray.g_01375	Prbf.g_00483
OG0001289	Pray.g_00202	Prbf.g_01413
OG0001290	Pray.g_00189	Prbf.g_01428
OG0001291	Pray.g_00154	Prbf.g_01466
OG0001292	Pray.g_00729	Prbf.g_01587
OG0001293	Pray.g_00741	Prbf.g_01600
OG0001295	Pray.g_00957	Prbf.g_00824
OG0001296	Pray.g_01000	Prbf.g_01792
OG0001297	Pray.g_01005	Prbf.g_01797
OG0001298	Pray.g_01185	Prbf.g_01858
OG0001299	Pray.g_01097	Prbf.g_01015
OG0001300	Pray.g_01070	Prbf.g_01268
OG0001301	Pray.g_01067	Prbf.g_01263
OG0001302	Pray.g_00335	Prbf.g_01150
OG0001303	Pray.g_00543	Prbf.g_00731
OG0001304	Pray.g_00569	Prbf.g_01062
OG0001305	Pray.g_00588	Prbf.g_01174
OG0001306	Pray.g_00078	Prbf.g_00903
OG0001307	Pray.g_01846	Prbf.g_00070
OG0001308	Pray.g_01712	Prbf.g_00167
OG0001309	Pray.g_01628	Prbf.g_00274
OG0001310	Pray.g_01547	Prbf.g_00680
OG0001311	Pray.g_00561	Prbf.g_01073
OG0001312	Pray.g_00492	Prbf.g_01137
OG0001314	Pray.g_00285	Prbf.g_00372
OG0001315	Pray.g_00227	Prbf.g_00865
OG0001316	Pray.g_00149	Prbf.g_01470
OG0001317	Pray.g_00715	Prbf.g_01572
OG0001318	Pray.g_00737	Prbf.g_01596
OG0001319	Pray.g_00752	Prbf.g_01613
OG0001320	Pray.g_00860	Prbf.g_00765, Prbf.g_00732
OG0001321	Pray.g_00941	Prbf.g_01735
OG0001322	Pray.g_00942	Prbf.g_01736
OG0001323	Pray.g_01010	Prbf.g_01802
OG0001324	Pray.g_01069	Prbf.g_01267
OG0001325	Pray.g_01035	Prbf.g_01032
OG0001327	Pray.g_00600	Prbf.g_01332
OG0001328	Pray.g_00625	Prbf.g_00045
OG0001329	Pray.g_00104	Prbf.g_00734
OG0001330	Pray.g_01896	Prbf.g_00263
OG0001331	Pray.g_01823	Prbf.g_00101
OG0001332	Pray.g_01679	Prbf.g_00203
OG0001333	Pray.g_01522	Prbf.g_00656
OG0001334	Pray.g_01331	Prbf.g_00532
OG0001335	Pray.g_01332	Prbf.g_00531
OG0001339	Pray.g_00186	Prbf.g_01431
OG0001340	Pray.g_00806	Prbf.g_01671
OG0001341	Pray.g_00291	Prbf.g_00863
OG0001342	Pray.g_00330	Prbf.g_00711
OG0001343	Pray.g_00434	Prbf.g_00840
OG0001344	Pray.g_00059	Prbf.g_00922
OG0001345	Pray.g_00044	Prbf.g_00938
OG0001346	Pray.g_01869	Prbf.g_00025
OG0001349	Pray.g_01741	Prbf.g_00119
OG0001351	Pray.g_00944	Prbf.g_01741
OG0001352	Pray.g_01083	Prbf.g_01283
OG0001353	Pray.g_00380	Prbf.g_01212
OG0001354	Pray.g_00521	Prbf.g_01107
OG0001355	Pray.g_01596	Prbf.g_01053
OG0001356	Pray.g_00312	Prbf.g_00705
OG0001359	Pray.g_00435	Prbf.g_00839
OG0001362	Pray.g_01708	Prbf.g_00171
OG0001363	Pray.g_01706	Prbf.g_00173
OG0001364	Pray.g_01334	Prbf.g_00529
OG0001365	Pray.g_01414	Prbf.g_00446
OG0001369	Pray.g_00197	Prbf.g_01418
OG0001371	Pray.g_01084	Prbf.g_01284
OG0001372	Pray.g_00299	Prbf.g_01922
OG0001375	Pray.g_00433	Prbf.g_00841
OG0001379	Pray.g_01876	Prbf.g_00032
OG0001380	Pray.g_01841	Prbf.g_00853, Prbf.g_00066
OG0001381	Pray.g_01835	Prbf.g_00893
OG0001382	Pray.g_01611	Prbf.g_00063
OG0001397	Pray.g_01707	Prbf.g_00172
OG0001398	Pray.g_01599	Prbf.g_00801
OG0001402	Pray.g_00307	Prbf.g_01907
OG0001403	Pray.g_01492	Prbf.g_01353
OG0001404	Pray.g_00221	Prbf.g_01395
OG0001407	Pray.g_00606	Prbf.g_00059
OG0001409	Pray.g_00056	Prbf.g_00926
OG0001410	Pray.g_01845	Prbf.g_00069
OG0001414	Pray.g_00710	Prbf.g_01567
OG0001415	Pray.g_00712	Prbf.g_01569
OG0001418	Pray.g_01079	Prbf.g_01278
OG0001419	Pray.g_00607	Prbf.g_00060
OG0001421	Pray.g_01631	Prbf.g_00247
OG0001422	Pray.g_01606	Prbf.g_00056
OG0001423	Pray.g_01751	Prbf.g_00361
OG0001424	Pray.g_00438	Prbf.g_00299
OG0001425	Pray.g_01424	Prbf.g_00436
OG0001428	Pray.g_00653	Prbf.g_01506
OG0001429	Pray.g_00338	Prbf.g_01145
OG0001430	Pray.g_01901	Prbf.g_00854
OG0001431	Pray.g_01898	Prbf.g_00816, Prbf.g_00872
OG0001433	Pray.g_00311	Prbf.g_00706
OG0001434	Pray.g_00472	Prbf.g_01300
OG0001437	Pray.g_00711	Prbf.g_01568
OG0001440	Pray.g_00910	Prbf.g_00729, Prbf.g_00735
OG0001446	Pray.g_00210	Prbf.g_00291
OG0001448	Pray.g_00844	Prbf.g_01739
OG0001450	Pray.g_01076	Prbf.g_01275
OG0001451	Pray.g_00409	Prbf.g_01178
OG0001460	Pray.g_00310	Prbf.g_00707
OG0001463	Pray.g_00765	Prbf.g_01627
OG0001464	Pray.g_00807	Prbf.g_01672
OG0001465	Pray.g_01061	Prbf.g_01256
OG0001467	Pray.g_00327	Prbf.g_00090
OG0001468	Pray.g_00598	Prbf.g_00849
OG0001472	Pray.g_01629	Prbf.g_01930
OG0001481	Pray.g_00851	Prbf.g_00046
OG0001483	Pray.g_01575	Prbf.g_00777
OG0001485	Pray.g_01595	Prbf.g_00346
OG0001486	Pray.g_00066	Prbf.g_00916
OG0001491	Pray.g_00333	Prbf.g_01153
OG0001500	Pray.g_00743	Prbf.g_01602
OG0001501	Pray.g_01058	Prbf.g_01334
OG0001503	Pray.g_00090	Prbf.g_00285
OG0001505	Pray.g_01796	Prbf.g_00313
OG0001506	Pray.g_01681	Prbf.g_00201
OG0001521	Pray.g_00292	Prbf.g_01155
OG0001522	Pray.g_00381	Prbf.g_01211
OG0001523	Pray.g_00093	Prbf.g_00783
OG0001524	Pray.g_00092	Prbf.g_00782
OG0001525	Pray.g_01620	Prbf.g_00728
OG0001526	Pray.g_01232	Prbf.g_01383
OG0001549	Pray.g_00407	Prbf.g_01180
OG0001550	Pray.g_00107	Prbf.g_00281
OG0001552	Pray.g_00248	Prbf.g_00250
OG0001557	Pray.g_00468	Prbf.g_01304
OG0001564	Pray.g_01767	Prbf.g_01382
OG0001565	Pray.g_00909	Prbf.g_00364
OG0001566	Pray.g_01087	Prbf.g_01287
OG0001569	Pray.g_00633	Prbf.g_00375
OG0001571	Pray.g_00114	Prbf.g_00336
OG0001581	Pray.g_00145	Prbf.g_00007
OG0001583	Pray.g_00332	Prbf.g_01154
OG0001584	Pray.g_00484	Prbf.g_01025
OG0001587	Pray.g_01230	Prbf.g_00633
OG0001595	Pray.g_00222	Prbf.g_01393
OG0001596	Pray.g_00214	Prbf.g_01402
OG0001597	Pray.g_00839	Prbf.g_00198
OG0001599	Pray.g_00950	Prbf.g_01747
OG0001600	Pray.g_01002	Prbf.g_01794
OG0001601	Pray.g_01089	Prbf.g_01289
OG0001603	Pray.g_00334	Prbf.g_01151
OG0001604	Pray.g_00460	Prbf.g_01312
OG0001605	Pray.g_00552	Prbf.g_00286
OG0001606	Pray.g_00613	Prbf.g_00276
OG0001607	Pray.g_00091	Prbf.g_00348
OG0001608	Pray.g_01838	Prbf.g_01059
OG0001609	Pray.g_01683	Prbf.g_00199
OG0001610	Pray.g_01680	Prbf.g_00202
OG0001611	Pray.g_01617	Prbf.g_00772
OG0001626	Pray.g_00290	Prbf.g_00353
OG0001628	Pray.g_00302	Prbf.g_01920
OG0001629	Pray.g_00303	Prbf.g_00327
OG0001630	Pray.g_00441	Prbf.g_00832
OG0001631	Pray.g_00603	Prbf.g_00344
OG0001648	Pray.g_00850	Prbf.g_00757
OG0001649	Pray.g_00604	Prbf.g_00278
OG0001651	Pray.g_01619	Prbf.g_00882
OG0001661	Pray.g_00905	Prbf.g_00357
OG0001662	Pray.g_00127	Prbf.g_00799
OG0001663	Pray.g_00081	Prbf.g_00899
OG0001664	Pray.g_01937	Prbf.g_00795
OG0001665	Pray.g_01934	Prbf.g_00892
OG0001685	Pray.g_00411	Prbf.g_01925
OG0001686	Pray.g_00551	Prbf.g_00878
OG0001687	Pray.g_00597	Prbf.g_01745
OG0001689	Pray.g_01373	Prbf.g_00485
OG0001697	Pray.g_00419	Prbf.g_01152
OG0001699	Pray.g_01574	Prbf.g_00789
OG0001701	Pray.g_01233	Prbf.g_01384
OG0001705	Pray.g_00881	Prbf.g_00631
OG0001707	Pray.g_00620	Prbf.g_00871
OG0001709	Pray.g_01742	Prbf.g_00133
OG0001710	Pray.g_01252	Prbf.g_01938
OG0001725	Pray.g_00867	Prbf.g_00810
OG0001780	Pray.g_01772	Prbf.g_00124
OG0001834	Pray.g_01775	Prbf.g_00121
OG0001922	Pray.g_01855	Prbf.g_00139
OG0001988	Pray.g_01853	Prbf.g_00050
OG0002030	Pray.g_01852	Prbf.g_00780
OG0002034	Pray.g_00005	Prbf.g_01916
OG0002098	Pray.g_01780	Prbf.g_00078
OG0002321	Pray.g_01774	Prbf.g_00125
OG0002588	Pray.g_01744	Prbf.g_00136
OG0002702	Pray.g_00252	Prbf.g_00721
