Orthogroup	Syat	Pras
OG0001175	Syat.g_01848	Pras.g_00626
OG0001176	Syat.g_01831	Pras.g_00633
OG0001178	Syat.g_03137	Pras.g_00641
OG0001180	Syat.g_01654	Pras.g_00693
OG0001181	Syat.g_01650	Pras.g_00697
OG0001182	Syat.g_01642	Pras.g_00704
OG0001183	Syat.g_01632	Pras.g_00708
OG0001184	Syat.g_02160	Pras.g_00724
OG0001185	Syat.g_02200	Pras.g_00738
OG0001186	Syat.g_02235	Pras.g_00762
OG0001187	Syat.g_02256	Pras.g_00766
OG0001188	Syat.g_02261	Pras.g_00769
OG0001189	Syat.g_02287	Pras.g_00786
OG0001190	Syat.g_02692	Pras.g_00790
OG0001191	Syat.g_02675	Pras.g_00800
OG0001192	Syat.g_02663	Pras.g_00804
OG0001193	Syat.g_02513	Pras.g_00815
OG0001194	Syat.g_02515	Pras.g_00816
OG0001195	Syat.g_02516	Pras.g_00817
OG0001196	Syat.g_02398	Pras.g_00830
OG0001197	Syat.g_02396	Pras.g_00831
OG0001199	Syat.g_01475	Pras.g_00925
OG0001200	Syat.g_01477	Pras.g_00927
OG0001201	Syat.g_01572	Pras.g_00959
OG0001202	Syat.g_02812	Pras.g_01050
OG0001203	Syat.g_01447	Pras.g_01090
OG0001204	Syat.g_01867	Pras.g_01095
OG0001205	Syat.g_01287	Pras.g_01323
OG0001206	Syat.g_03268	Pras.g_01340
OG0001207	Syat.g_03162	Pras.g_01355
OG0001208	Syat.g_03172	Pras.g_01360
OG0001209	Syat.g_03273	Pras.g_01412
OG0001210	Syat.g_00103	Pras.g_01417
OG0001211	Syat.g_00078	Pras.g_01427
OG0001213	Syat.g_03289	Pras.g_01505
OG0001214	Syat.g_00128	Pras.g_01513
OG0001216	Syat.g_00660	Pras.g_01608
OG0001217	Syat.g_02587	Pras.g_01649
OG0001218	Syat.g_01356	Pras.g_01657
OG0001219	Syat.g_00629	Pras.g_01690
OG0001220	Syat.g_01534	Pras.g_01752
OG0001222	Syat.g_00597	Pras.g_01851
OG0001223	Syat.g_00544	Pras.g_01877
OG0001224	Syat.g_00804	Pras.g_01930
OG0001225	Syat.g_00806	Pras.g_01932
OG0001226	Syat.g_01485	Pras.g_01958
OG0001228	Syat.g_00938	Pras.g_00102
OG0001229	Syat.g_00981	Pras.g_00248
OG0001230	Syat.g_01235	Pras.g_00342
OG0001231	Syat.g_02327	Pras.g_00450
OG0001232	Syat.g_03041	Pras.g_00573
OG0001233	Syat.g_03012	Pras.g_00593
OG0001234	Syat.g_02092	Pras.g_00628
OG0001235	Syat.g_01838	Pras.g_00638
OG0001236	Syat.g_02156	Pras.g_00721
OG0001237	Syat.g_02161	Pras.g_00725
OG0001238	Syat.g_02673	Pras.g_00801
OG0001240	Syat.g_01554	Pras.g_00944
OG0001241	Syat.g_01564	Pras.g_00952
OG0001242	Syat.g_02936	Pras.g_00970
OG0001243	Syat.g_02928	Pras.g_00976
OG0001244	Syat.g_02901	Pras.g_00992
OG0001245	Syat.g_00212	Pras.g_01233
OG0001246	Syat.g_03209	Pras.g_01382
OG0001247	Syat.g_01019	Pras.g_01559
OG0001248	Syat.g_03159	Pras.g_01561
OG0001249	Syat.g_01620	Pras.g_01679
OG0001250	Syat.g_00739	Pras.g_01741
OG0001251	Syat.g_00963, Syat.g_00621	Pras.g_01789
OG0001252	Syat.g_00787	Pras.g_01925
OG0001255	Syat.g_00843	Pras.g_00040
OG0001256	Syat.g_03111	Pras.g_00443
OG0001257	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918	Pras.g_00449
OG0001258	Syat.g_03119	Pras.g_00547
OG0001259	Syat.g_03014	Pras.g_00591
OG0001261	Syat.g_01791	Pras.g_00679
OG0001262	Syat.g_02285	Pras.g_00784
OG0001263	Syat.g_02926	Pras.g_00979
OG0001265	Syat.g_02938	Pras.g_00969
OG0001266	Syat.g_02808	Pras.g_01054
OG0001267	Syat.g_02060	Pras.g_01132
OG0001268	Syat.g_01608	Pras.g_01192
OG0001269	Syat.g_02369	Pras.g_01212
OG0001270	Syat.g_02968	Pras.g_01312
OG0001271	Syat.g_01374	Pras.g_01350
OG0001272	Syat.g_03176	Pras.g_01364
OG0001274	Syat.g_02727	Pras.g_01579
OG0001275	Syat.g_00529	Pras.g_01888
OG0001276	Syat.g_00705	Pras.g_01909
OG0001277	Syat.g_03312	Pras.g_01966
OG0001278	Syat.g_00895	Pras.g_00107
OG0001279	Syat.g_01252	Pras.g_00152
OG0001282	Syat.g_02780	Pras.g_00251
OG0001283	Syat.g_02403	Pras.g_00270
OG0001286	Syat.g_01656	Pras.g_00691
OG0001287	Syat.g_02208	Pras.g_00745
OG0001288	Syat.g_02225	Pras.g_00754
OG0001289	Syat.g_01527	Pras.g_00938
OG0001290	Syat.g_01563	Pras.g_00951
OG0001291	Syat.g_02916	Pras.g_00986
OG0001292	Syat.g_01873	Pras.g_01100
OG0001293	Syat.g_01995	Pras.g_01113
OG0001294	Syat.g_00409	Pras.g_01231
OG0001295	Syat.g_00945	Pras.g_01345
OG0001296	Syat.g_03217	Pras.g_01387
OG0001297	Syat.g_03221	Pras.g_01392
OG0001298	Syat.g_00043	Pras.g_01453
OG0001299	Syat.g_00401	Pras.g_01542
OG0001300	Syat.g_01025	Pras.g_01569
OG0001303	Syat.g_00628	Pras.g_01892
OG0001304	Syat.g_00690	Pras.g_01919
OG0001305	Syat.g_00813	Pras.g_01938
OG0001306	Syat.g_03234	Pras.g_00042
OG0001307	Syat.g_02082	Pras.g_00233
OG0001308	Syat.g_01176	Pras.g_00360
OG0001309	Syat.g_01113	Pras.g_00447
OG0001310	Syat.g_03066	Pras.g_00562
OG0001311	Syat.g_00703	Pras.g_01911
OG0001314	Syat.g_00839, Syat.g_00137	Pras.g_01639
OG0001315	Syat.g_01634	Pras.g_00913
OG0001317	Syat.g_01451	Pras.g_01086
OG0001318	Syat.g_01888	Pras.g_01108
OG0001319	Syat.g_02048	Pras.g_01124
OG0001323	Syat.g_01111	Pras.g_01397
OG0001325	Syat.g_00664	Pras.g_01611
OG0001326	Syat.g_02525	Pras.g_01777
OG0001327	Syat.g_00414	Pras.g_01950
OG0001329	Syat.g_00097	Pras.g_00017
OG0001331	Syat.g_01301	Pras.g_00256
OG0001333	Syat.g_03018	Pras.g_00587
OG0001336	Syat.g_02402	Pras.g_00827
OG0001345	Syat.g_00290	Pras.g_00075
OG0001355	Syat.g_02589	Pras.g_00144
OG0001358	Syat.g_03319	Pras.g_01496
OG0001360	Syat.g_00256	Pras.g_01978
OG0001361	Syat.g_00293	Pras.g_00072
OG0001364	Syat.g_02143	Pras.g_00714
OG0001365	Syat.g_02687	Pras.g_00794
OG0001371	Syat.g_01490	Pras.g_01555
OG0001373	Syat.g_02524	Pras.g_01776
OG0001374	Syat.g_02541	Pras.g_01784
OG0001376	Syat.g_00841	Pras.g_01944
OG0001377	Syat.g_00842	Pras.g_01945
OG0001378	Syat.g_02967	Pras.g_01987
OG0001382	Syat.g_00101	Pras.g_00462
OG0001385	Syat.g_02521	Pras.g_01773
OG0001386	Syat.g_02522	Pras.g_01774
OG0001387	Syat.g_02523	Pras.g_01775
OG0001388	Syat.g_02526	Pras.g_01778
OG0001389	Syat.g_02531	Pras.g_01779
OG0001390	Syat.g_02532	Pras.g_01780
OG0001391	Syat.g_02533	Pras.g_01781
OG0001392	Syat.g_02539	Pras.g_01782
OG0001393	Syat.g_02540	Pras.g_01783
OG0001394	Syat.g_00450	Pras.g_01816
OG0001403	Syat.g_02307	Pras.g_00872
OG0001406	Syat.g_00840	Pras.g_01943
OG0001408	Syat.g_00211	Pras.g_01961
OG0001409	Syat.g_01007	Pras.g_00063
OG0001413	Syat.g_02775, Syat.g_00853	Pras.g_00438
OG0001415	Syat.g_00017	Pras.g_01083
OG0001416	Syat.g_02491	Pras.g_01336
OG0001417	Syat.g_01705	Pras.g_01347
OG0001418	Syat.g_03267	Pras.g_01560
OG0001420	Syat.g_01099	Pras.g_01996
OG0001421	Syat.g_03056	Pras.g_00444
OG0001429	Syat.g_00627	Pras.g_01691
OG0001430	Syat.g_03343	Pras.g_00172
OG0001432	Syat.g_00846	Pras.g_00436
OG0001435	Syat.g_00422	Pras.g_01797
OG0001437	Syat.g_00016	Pras.g_01082
OG0001439	Syat.g_02105	Pras.g_01159
OG0001441	Syat.g_01109	Pras.g_01399
OG0001449	Syat.g_00800	Pras.g_01254, Pras.g_01253
OG0001451	Syat.g_02877	Pras.g_01761
OG0001453	Syat.g_00538	Pras.g_01882
OG0001454	Syat.g_00189	Pras.g_01971
OG0001456	Syat.g_02545	Pras.g_00033
OG0001457	Syat.g_02546	Pras.g_00034
OG0001458	Syat.g_02547	Pras.g_00035
OG0001462	Syat.g_02301	Pras.g_00876
OG0001473	Syat.g_00190	Pras.g_00763
OG0001474	Syat.g_01607	Pras.g_01193
OG0001475	Syat.g_01116	Pras.g_00306
OG0001479	Syat.g_01610	Pras.g_01190
OG0001480	Syat.g_00100	Pras.g_01222
OG0001482	Syat.g_00549	Pras.g_01334
OG0001484	Syat.g_02443	Pras.g_00535
OG0001486	Syat.g_03258	Pras.g_00054
OG0001492	Syat.g_00898	Pras.g_00104
OG0001493	Syat.g_00890	Pras.g_00112
OG0001495	Syat.g_01833	Pras.g_00635
OG0001502	Syat.g_00757	Pras.g_01671
OG0001507	Syat.g_03261	Pras.g_00491
OG0001520	Syat.g_00852	Pras.g_01246
OG0001522	Syat.g_00642	Pras.g_01733
OG0001523	Syat.g_01089	Pras.g_00027
OG0001524	Syat.g_01088	Pras.g_00028
OG0001526	Syat.g_02907	Pras.g_00482
OG0001547	Syat.g_00645	Pras.g_01673
OG0001549	Syat.g_00799	Pras.g_01759
OG0001553	Syat.g_01230	Pras.g_00347
OG0001554	Syat.g_01005	Pras.g_00445
OG0001557	Syat.g_00451	Pras.g_01817
OG0001564	Syat.g_01209	Pras.g_00320, Pras.g_00300
OG0001567	Syat.g_00651	Pras.g_01672
OG0001568	Syat.g_00643	Pras.g_01674
OG0001584	Syat.g_00468	Pras.g_01832
OG0001587	Syat.g_02990	Pras.g_00610
OG0001613	Syat.g_01635	Pras.g_00706
OG0001625	Syat.g_01938	Pras.g_01110
OG0001647	Syat.g_02051	Pras.g_01125
OG0001701	Syat.g_02905	Pras.g_00612
OG0001726	Syat.g_02003	Pras.g_01264
OG0001745	Syat.g_00971	Pras.g_00435
OG0001755	Syat.g_03226	Pras.g_00305
OG0001782	Syat.g_01210	Pras.g_00323
OG0001924	Syat.g_02767	Pras.g_00517
OG0001925	Syat.g_02766	Pras.g_00518
OG0001926	Syat.g_02765	Pras.g_00519
OG0001927	Syat.g_02764	Pras.g_00520
OG0001993	Syat.g_02769	Pras.g_00515
OG0002244	Syat.g_00744	Pras.g_00490
OG0002270	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351	Pras.g_00283
OG0002349	Syat.g_03010	Pras.g_00595
OG0002387	Syat.g_01194, Syat.g_02117	Pras.g_00317
