Orthogroup	Syat	Pran
OG0001180	Syat.g_01654	Pran.g_01111
OG0001181	Syat.g_01650	Pran.g_01115
OG0001182	Syat.g_01642	Pran.g_01122
OG0001183	Syat.g_01632	Pran.g_01126
OG0001184	Syat.g_02160	Pran.g_01141
OG0001185	Syat.g_02200	Pran.g_01155
OG0001186	Syat.g_02235	Pran.g_01178
OG0001187	Syat.g_02256	Pran.g_01183
OG0001188	Syat.g_02261	Pran.g_01185
OG0001190	Syat.g_02692	Pran.g_01205
OG0001191	Syat.g_02675	Pran.g_01215
OG0001192	Syat.g_02663	Pran.g_01220
OG0001193	Syat.g_02513	Pran.g_01230
OG0001194	Syat.g_02515	Pran.g_01231
OG0001195	Syat.g_02516	Pran.g_01232
OG0001196	Syat.g_02398	Pran.g_01245
OG0001197	Syat.g_02396	Pran.g_01246
OG0001199	Syat.g_01475	Pran.g_00358
OG0001200	Syat.g_01477	Pran.g_00356
OG0001201	Syat.g_01572	Pran.g_00325
OG0001202	Syat.g_02812	Pran.g_00233
OG0001204	Syat.g_01867	Pran.g_01949
OG0001205	Syat.g_01287	Pran.g_01735
OG0001206	Syat.g_03268	Pran.g_01716
OG0001207	Syat.g_03162	Pran.g_01701
OG0001208	Syat.g_03172	Pran.g_01696
OG0001209	Syat.g_03273	Pran.g_01643
OG0001210	Syat.g_00103	Pran.g_01638
OG0001211	Syat.g_00078	Pran.g_01628
OG0001213	Syat.g_03289	Pran.g_01549
OG0001214	Syat.g_00128	Pran.g_01541
OG0001216	Syat.g_00660	Pran.g_01458
OG0001217	Syat.g_02587	Pran.g_01415
OG0001218	Syat.g_01356	Pran.g_01407
OG0001219	Syat.g_00629	Pran.g_01354
OG0001220	Syat.g_01534	Pran.g_01292
OG0001222	Syat.g_00597	Pran.g_00479
OG0001223	Syat.g_00544	Pran.g_00505
OG0001225	Syat.g_00806	Pran.g_00566
OG0001226	Syat.g_01485	Pran.g_00159
OG0001228	Syat.g_00938	Pran.g_00015
OG0001229	Syat.g_00981	Pran.g_00843
OG0001230	Syat.g_01235	Pran.g_00741
OG0001231	Syat.g_02327	Pran.g_00634
OG0001232	Syat.g_03041	Pran.g_00993
OG0001233	Syat.g_03012	Pran.g_01013
OG0001234	Syat.g_02092	Pran.g_01048
OG0001235	Syat.g_01838	Pran.g_01057
OG0001237	Syat.g_02161	Pran.g_01142
OG0001238	Syat.g_02673	Pran.g_01216
OG0001239	Syat.g_01472	Pran.g_00361
OG0001240	Syat.g_01554	Pran.g_00340
OG0001241	Syat.g_01564	Pran.g_00332
OG0001242	Syat.g_02936	Pran.g_00314
OG0001244	Syat.g_02901	Pran.g_00293
OG0001245	Syat.g_00212	Pran.g_01815
OG0001246	Syat.g_03209	Pran.g_01674
OG0001247	Syat.g_01019	Pran.g_01495
OG0001248	Syat.g_03159	Pran.g_01493
OG0001249	Syat.g_01620	Pran.g_01365
OG0001250	Syat.g_00739	Pran.g_01303
OG0001251	Syat.g_00963, Syat.g_00621	Pran.g_00414
OG0001252	Syat.g_00787	Pran.g_00559
OG0001255	Syat.g_00843	Pran.g_00076
OG0001256	Syat.g_03111	Pran.g_00641
OG0001257	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918	Pran.g_00635
OG0001258	Syat.g_03119	Pran.g_00967
OG0001259	Syat.g_03014	Pran.g_01011
OG0001261	Syat.g_01791	Pran.g_01097
OG0001262	Syat.g_02285	Pran.g_01200
OG0001265	Syat.g_02938	Pran.g_00315
OG0001266	Syat.g_02808	Pran.g_00229
OG0001267	Syat.g_02060	Pran.g_01914
OG0001268	Syat.g_01608	Pran.g_01856
OG0001269	Syat.g_02369	Pran.g_01835
OG0001270	Syat.g_02968	Pran.g_01746
OG0001271	Syat.g_01374	Pran.g_01706
OG0001272	Syat.g_03176	Pran.g_01692
OG0001274	Syat.g_02727	Pran.g_01473
OG0001275	Syat.g_00529	Pran.g_00515
OG0001276	Syat.g_00705	Pran.g_00543
OG0001277	Syat.g_03312	Pran.g_00152
OG0001278	Syat.g_00895	Pran.g_00010
OG0001279	Syat.g_01252	Pran.g_00609
OG0001281	Syat.g_01159	Pran.g_00871
OG0001282	Syat.g_02780	Pran.g_00840
OG0001283	Syat.g_02403	Pran.g_00820
OG0001286	Syat.g_01656	Pran.g_01109
OG0001287	Syat.g_02208	Pran.g_01162
OG0001288	Syat.g_02225	Pran.g_01171
OG0001289	Syat.g_01527	Pran.g_00345
OG0001290	Syat.g_01563	Pran.g_00333
OG0001291	Syat.g_02916	Pran.g_00299
OG0001292	Syat.g_01873	Pran.g_01944
OG0001293	Syat.g_01995	Pran.g_01932
OG0001294	Syat.g_00409	Pran.g_01817
OG0001295	Syat.g_00945	Pran.g_01711
OG0001296	Syat.g_03217	Pran.g_01669
OG0001297	Syat.g_03221	Pran.g_01664
OG0001298	Syat.g_00043	Pran.g_01601
OG0001299	Syat.g_00401	Pran.g_01512
OG0001300	Syat.g_01025	Pran.g_01485
OG0001303	Syat.g_00628	Pran.g_01434
OG0001304	Syat.g_00690	Pran.g_00553
OG0001305	Syat.g_00813	Pran.g_00572
OG0001306	Syat.g_03234	Pran.g_00074
OG0001308	Syat.g_01176	Pran.g_00723
OG0001309	Syat.g_01113	Pran.g_00637
OG0001310	Syat.g_03066	Pran.g_00982
OG0001311	Syat.g_00703	Pran.g_00545
OG0001312	Syat.g_00615	Pran.g_00468
OG0001315	Syat.g_01634	Pran.g_00371
OG0001317	Syat.g_01451	Pran.g_00198
OG0001318	Syat.g_01888	Pran.g_01936
OG0001319	Syat.g_02048	Pran.g_01921
OG0001323	Syat.g_01111	Pran.g_01659
OG0001325	Syat.g_00664	Pran.g_01455
OG0001326	Syat.g_02525	Pran.g_00184
OG0001327	Syat.g_00414	Pran.g_00167
OG0001329	Syat.g_00097	Pran.g_00101
OG0001331	Syat.g_01301	Pran.g_00835
OG0001333	Syat.g_03018	Pran.g_01007
OG0001336	Syat.g_02402	Pran.g_01242
OG0001345	Syat.g_00290	Pran.g_00041
OG0001348	Syat.g_03316	Pran.g_00604
OG0001349	Syat.g_01220	Pran.g_00792
OG0001353	Syat.g_00717	Pran.g_01311
OG0001354	Syat.g_00558	Pran.g_00497
OG0001356	Syat.g_01035, Syat.g_01428	Pran.g_01390
OG0001358	Syat.g_03319	Pran.g_01558
OG0001360	Syat.g_00256	Pran.g_00139
OG0001361	Syat.g_00293	Pran.g_00044
OG0001364	Syat.g_02143	Pran.g_01132
OG0001365	Syat.g_02687	Pran.g_01209
OG0001371	Syat.g_01490	Pran.g_01499
OG0001373	Syat.g_02524	Pran.g_00183
OG0001374	Syat.g_02541	Pran.g_00191
OG0001376	Syat.g_00841	Pran.g_00173
OG0001377	Syat.g_00842	Pran.g_00172
OG0001378	Syat.g_02967	Pran.g_00130
OG0001379	Syat.g_01147	Pran.g_00882
OG0001382	Syat.g_00101	Pran.g_00618
OG0001385	Syat.g_02521	Pran.g_00180
OG0001386	Syat.g_02522	Pran.g_00181
OG0001387	Syat.g_02523	Pran.g_00182
OG0001388	Syat.g_02526	Pran.g_00185
OG0001389	Syat.g_02531	Pran.g_00186
OG0001390	Syat.g_02532	Pran.g_00187
OG0001391	Syat.g_02533	Pran.g_00188
OG0001392	Syat.g_02539	Pran.g_00189
OG0001393	Syat.g_02540	Pran.g_00190
OG0001394	Syat.g_00450	Pran.g_00444
OG0001403	Syat.g_02307	Pran.g_00394
OG0001406	Syat.g_00840	Pran.g_00174
OG0001408	Syat.g_00211	Pran.g_00156
OG0001409	Syat.g_01007	Pran.g_00053
OG0001411	Syat.g_01188	Pran.g_00809
OG0001413	Syat.g_02775, Syat.g_00853	Pran.g_00648
OG0001415	Syat.g_00017	Pran.g_00201
OG0001416	Syat.g_02491	Pran.g_01719
OG0001417	Syat.g_01705	Pran.g_01709
OG0001418	Syat.g_03267	Pran.g_01494
OG0001420	Syat.g_01099	Pran.g_00121
OG0001421	Syat.g_03056	Pran.g_00640
OG0001429	Syat.g_00627	Pran.g_01353
OG0001432	Syat.g_00846	Pran.g_00650
OG0001433	Syat.g_01429	Pran.g_01391
OG0001434	Syat.g_00455	Pran.g_00448
OG0001437	Syat.g_00016	Pran.g_00202
OG0001438	Syat.g_02076	Pran.g_01901
OG0001439	Syat.g_02105	Pran.g_01887
OG0001441	Syat.g_01109	Pran.g_01657
OG0001443	Syat.g_02649	Pran.g_00595
OG0001449	Syat.g_00800	Pran.g_01794
OG0001451	Syat.g_02877	Pran.g_01282
OG0001452	Syat.g_01881	Pran.g_00416
OG0001453	Syat.g_00538	Pran.g_00509
OG0001454	Syat.g_00189	Pran.g_00146
OG0001456	Syat.g_02545	Pran.g_00082
OG0001457	Syat.g_02546	Pran.g_00081
OG0001458	Syat.g_02547	Pran.g_00080
OG0001459	Syat.g_03357, Syat.g_03358	Pran.g_00642, Pran.g_00954
OG0001460	Syat.g_01430	Pran.g_01392
OG0001461	Syat.g_01945	Pran.g_00916
OG0001462	Syat.g_02301	Pran.g_00390
OG0001473	Syat.g_00190	Pran.g_01180
OG0001474	Syat.g_01607	Pran.g_01855
OG0001480	Syat.g_00100	Pran.g_01826
OG0001482	Syat.g_00549	Pran.g_01721
OG0001484	Syat.g_02443	Pran.g_01414
OG0001486	Syat.g_03258	Pran.g_00062
OG0001492	Syat.g_00898	Pran.g_00013
OG0001493	Syat.g_00890	Pran.g_00005
OG0001502	Syat.g_00757	Pran.g_01373
OG0001504	Syat.g_03356	Pran.g_00953
OG0001507	Syat.g_03261	Pran.g_00613
OG0001523	Syat.g_01089	Pran.g_00089
OG0001524	Syat.g_01088	Pran.g_00088
OG0001526	Syat.g_02907	Pran.g_01030
OG0001527	Syat.g_00064	Pran.g_01615
OG0001546	Syat.g_01106	Pran.g_01654
OG0001547	Syat.g_00645	Pran.g_01371
OG0001553	Syat.g_01230	Pran.g_00736
OG0001554	Syat.g_01005	Pran.g_00639
OG0001556	Syat.g_01046, Syat.g_03334, Syat.g_03147	Pran.g_01398
OG0001567	Syat.g_00651	Pran.g_01372
OG0001568	Syat.g_00643	Pran.g_01370
OG0001570	Syat.g_03269	Pran.g_00118
OG0001584	Syat.g_00468	Pran.g_00460
OG0001587	Syat.g_02990	Pran.g_01029
OG0001588	Syat.g_02169	Pran.g_00817
OG0001613	Syat.g_01635	Pran.g_01124
OG0001634	Syat.g_00404	Pran.g_00610
OG0001666	Syat.g_03349	Pran.g_00955
OG0001669	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903	Pran.g_00910
OG0001700	Syat.g_01074	Pran.g_01393
OG0001701	Syat.g_02905	Pran.g_01031
OG0001745	Syat.g_00971	Pran.g_00651
OG0001782	Syat.g_01210	Pran.g_00769, Pran.g_00763
OG0001991	Syat.g_01679	Pran.g_01387
OG0002029	Syat.g_03352	Pran.g_00956
OG0002097	Syat.g_02176	Pran.g_00813
OG0002107	Syat.g_02014, Syat.g_03230, Syat.g_00994, Syat.g_00953, Syat.g_02429	Pran.g_01774
OG0002154	Syat.g_00084	Pran.g_00818
OG0002155	Syat.g_02174	Pran.g_00811, Pran.g_00812
OG0002225	Syat.g_00993, Syat.g_00950, Syat.g_02431	Pran.g_01775
OG0002270	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351	Pran.g_00757
OG0002274	Syat.g_02175	Pran.g_00814
OG0002369	Syat.g_02251	Pran.g_00784
OG0002375	Syat.g_01219	Pran.g_00791
OG0002622	Syat.g_00572	Pran.g_00782
OG0002776	Syat.g_00949, Syat.g_02432	Pran.g_01776
OG0002892	Syat.g_01895	Pran.g_01762
OG0002893	Syat.g_02173	Pran.g_00815
OG0003023	Syat.g_02509	Pran.g_00913
OG0003024	Syat.g_02172, Syat.g_01207	Pran.g_00816
OG0003347	Syat.g_00396, Syat.g_03193	Pran.g_00761
