Orthogroup	Syat	Prbe
OG0001126	Syat.g_00790	Prbe.g_01308
OG0001127	Syat.g_00789	Prbe.g_01307
OG0001128	Syat.g_00786	Prbe.g_01305
OG0001129	Syat.g_00784	Prbe.g_01304
OG0001130	Syat.g_00783	Prbe.g_01303
OG0001131	Syat.g_01674	Prbe.g_01919
OG0001132	Syat.g_00965	Prbe.g_00071
OG0001133	Syat.g_03311	Prbe.g_00374
OG0001136	Syat.g_03257	Prbe.g_01552
OG0001137	Syat.g_00306	Prbe.g_01540
OG0001138	Syat.g_00214	Prbe.g_01519
OG0001139	Syat.g_00209	Prbe.g_01517
OG0001140	Syat.g_00208	Prbe.g_01516
OG0001141	Syat.g_00207	Prbe.g_01515
OG0001142	Syat.g_00206	Prbe.g_01514
OG0001143	Syat.g_00925	Prbe.g_01507
OG0001144	Syat.g_00906	Prbe.g_01502
OG0001145	Syat.g_01117	Prbe.g_00901
OG0001146	Syat.g_01158	Prbe.g_00889
OG0001147	Syat.g_01368	Prbe.g_00869
OG0001148	Syat.g_01297	Prbe.g_00371
OG0001149	Syat.g_01298	Prbe.g_00370
OG0001150	Syat.g_01299	Prbe.g_00369
OG0001151	Syat.g_01420	Prbe.g_00358
OG0001152	Syat.g_01421	Prbe.g_00357
OG0001153	Syat.g_01346	Prbe.g_00279
OG0001154	Syat.g_01347	Prbe.g_00278
OG0001155	Syat.g_02774	Prbe.g_00261
OG0001156	Syat.g_02978	Prbe.g_00258
OG0001157	Syat.g_02977	Prbe.g_00257
OG0001158	Syat.g_02976	Prbe.g_00256
OG0001159	Syat.g_02975	Prbe.g_00255
OG0001160	Syat.g_03104	Prbe.g_00229
OG0001161	Syat.g_02384	Prbe.g_01042
OG0001162	Syat.g_01528	Prbe.g_00017
OG0001163	Syat.g_03112	Prbe.g_00994
OG0001164	Syat.g_03116	Prbe.g_00990
OG0001165	Syat.g_03121	Prbe.g_00987
OG0001166	Syat.g_03050	Prbe.g_00966
OG0001167	Syat.g_03019	Prbe.g_00949
OG0001168	Syat.g_03017	Prbe.g_00947
OG0001169	Syat.g_03015	Prbe.g_00945
OG0001170	Syat.g_03013	Prbe.g_00943
OG0001171	Syat.g_03001	Prbe.g_00933
OG0001172	Syat.g_01858	Prbe.g_01113
OG0001173	Syat.g_01857	Prbe.g_01112
OG0001174	Syat.g_01849	Prbe.g_01104
OG0001175	Syat.g_01848	Prbe.g_01103
OG0001176	Syat.g_01831	Prbe.g_01095
OG0001178	Syat.g_03137	Prbe.g_00980
OG0001180	Syat.g_01654	Prbe.g_00830
OG0001181	Syat.g_01650	Prbe.g_00826
OG0001182	Syat.g_01642	Prbe.g_00818
OG0001183	Syat.g_01632	Prbe.g_00813
OG0001184	Syat.g_02160	Prbe.g_00795
OG0001185	Syat.g_02200	Prbe.g_00779
OG0001186	Syat.g_02235	Prbe.g_00747
OG0001187	Syat.g_02256	Prbe.g_00750
OG0001188	Syat.g_02261	Prbe.g_00752
OG0001189	Syat.g_02287	Prbe.g_01146
OG0001190	Syat.g_02692	Prbe.g_01151
OG0001191	Syat.g_02675	Prbe.g_01161
OG0001192	Syat.g_02663	Prbe.g_01166
OG0001193	Syat.g_02513	Prbe.g_01178
OG0001194	Syat.g_02515	Prbe.g_01179
OG0001195	Syat.g_02516	Prbe.g_01180
OG0001196	Syat.g_02398	Prbe.g_01196
OG0001197	Syat.g_02396	Prbe.g_01198
OG0001199	Syat.g_01475	Prbe.g_00179
OG0001200	Syat.g_01477	Prbe.g_00181
OG0001201	Syat.g_01572	Prbe.g_01650
OG0001202	Syat.g_02812	Prbe.g_01748
OG0001203	Syat.g_01447	Prbe.g_01790
OG0001204	Syat.g_01867	Prbe.g_01796
OG0001205	Syat.g_01287	Prbe.g_01943
OG0001206	Syat.g_03268	Prbe.g_00667
OG0001207	Syat.g_03162	Prbe.g_00656
OG0001208	Syat.g_03172	Prbe.g_00651
OG0001209	Syat.g_03273	Prbe.g_00600
OG0001210	Syat.g_00103	Prbe.g_00595
OG0001211	Syat.g_00078	Prbe.g_00585
OG0001213	Syat.g_03289	Prbe.g_00503
OG0001214	Syat.g_00128	Prbe.g_01483
OG0001216	Syat.g_00660	Prbe.g_01216
OG0001217	Syat.g_02587	Prbe.g_00055
OG0001218	Syat.g_01356	Prbe.g_01612
OG0001219	Syat.g_00629	Prbe.g_01321
OG0001220	Syat.g_01534	Prbe.g_01278
OG0001222	Syat.g_00597	Prbe.g_01400
OG0001223	Syat.g_00544	Prbe.g_01368
OG0001224	Syat.g_00804	Prbe.g_01301
OG0001225	Syat.g_00806	Prbe.g_01299
OG0001226	Syat.g_01485	Prbe.g_00495
OG0001228	Syat.g_00938	Prbe.g_01499
OG0001229	Syat.g_00981	Prbe.g_01611
OG0001230	Syat.g_01235	Prbe.g_00318
OG0001231	Syat.g_02327	Prbe.g_01920
OG0001232	Syat.g_03041	Prbe.g_00962
OG0001233	Syat.g_03012	Prbe.g_00942
OG0001234	Syat.g_02092	Prbe.g_01101
OG0001235	Syat.g_01838	Prbe.g_01097
OG0001236	Syat.g_02156	Prbe.g_00798
OG0001237	Syat.g_02161	Prbe.g_00794
OG0001238	Syat.g_02673	Prbe.g_01162
OG0001239	Syat.g_01472	Prbe.g_00176
OG0001240	Syat.g_01554	Prbe.g_01633
OG0001241	Syat.g_01564	Prbe.g_01643
OG0001242	Syat.g_02936	Prbe.g_01663
OG0001243	Syat.g_02928	Prbe.g_01670
OG0001244	Syat.g_02901	Prbe.g_01685
OG0001245	Syat.g_00212	Prbe.g_01588
OG0001247	Syat.g_01019	Prbe.g_00458
OG0001248	Syat.g_03159	Prbe.g_00460
OG0001249	Syat.g_01620	Prbe.g_01889
OG0001250	Syat.g_00739	Prbe.g_01265
OG0001251	Syat.g_00963, Syat.g_00621	Prbe.g_00106
OG0001252	Syat.g_00787	Prbe.g_01306
OG0001255	Syat.g_00843	Prbe.g_01567
OG0001256	Syat.g_03111	Prbe.g_00222
OG0001258	Syat.g_03119	Prbe.g_00989
OG0001259	Syat.g_03014	Prbe.g_00944
OG0001261	Syat.g_01791	Prbe.g_00845
OG0001262	Syat.g_02285	Prbe.g_01144
OG0001263	Syat.g_02926	Prbe.g_01672
OG0001265	Syat.g_02938	Prbe.g_01662
OG0001266	Syat.g_02808	Prbe.g_01752
OG0001267	Syat.g_02060	Prbe.g_01834
OG0001268	Syat.g_01608	Prbe.g_01897
OG0001269	Syat.g_02369	Prbe.g_01277
OG0001270	Syat.g_02968	Prbe.g_01932
OG0001271	Syat.g_01374	Prbe.g_00661
OG0001272	Syat.g_03176	Prbe.g_00647
OG0001274	Syat.g_02727	Prbe.g_01776
OG0001275	Syat.g_00529	Prbe.g_01378
OG0001276	Syat.g_00705	Prbe.g_01392
OG0001277	Syat.g_03312	Prbe.g_01184
OG0001278	Syat.g_00895	Prbe.g_01495
OG0001279	Syat.g_01252	Prbe.g_00721
OG0001281	Syat.g_01159	Prbe.g_00888
OG0001282	Syat.g_02780	Prbe.g_00372
OG0001283	Syat.g_02403	Prbe.g_01193
OG0001286	Syat.g_01656	Prbe.g_00832
OG0001287	Syat.g_02208	Prbe.g_00772
OG0001288	Syat.g_02225	Prbe.g_00762
OG0001289	Syat.g_01527	Prbe.g_00191
OG0001290	Syat.g_01563	Prbe.g_01642
OG0001291	Syat.g_02916	Prbe.g_01680
OG0001292	Syat.g_01873	Prbe.g_01801
OG0001293	Syat.g_01995	Prbe.g_01814
OG0001295	Syat.g_00945	Prbe.g_00005
OG0001296	Syat.g_03217	Prbe.g_00624
OG0001297	Syat.g_03221	Prbe.g_00619
OG0001298	Syat.g_00043	Prbe.g_00558
OG0001299	Syat.g_00401	Prbe.g_01452
OG0001300	Syat.g_01025	Prbe.g_01199
OG0001303	Syat.g_00628	Prbe.g_01023
OG0001304	Syat.g_00690	Prbe.g_01405
OG0001305	Syat.g_00813	Prbe.g_01293
OG0001306	Syat.g_03234	Prbe.g_01564
OG0001307	Syat.g_02082	Prbe.g_00398
OG0001308	Syat.g_01176	Prbe.g_00301
OG0001309	Syat.g_01113	Prbe.g_00194
OG0001310	Syat.g_03066	Prbe.g_00972
OG0001311	Syat.g_00703	Prbe.g_01394
OG0001312	Syat.g_00615	Prbe.g_01330
OG0001314	Syat.g_00839, Syat.g_00137	Prbe.g_00688
OG0001315	Syat.g_01634	Prbe.g_01602
OG0001317	Syat.g_01451	Prbe.g_01786
OG0001318	Syat.g_01888	Prbe.g_01810
OG0001319	Syat.g_02048	Prbe.g_01827
OG0001323	Syat.g_01111	Prbe.g_00614
OG0001325	Syat.g_00664	Prbe.g_01435
OG0001327	Syat.g_00414	Prbe.g_00405
OG0001329	Syat.g_00097	Prbe.g_01026
OG0001331	Syat.g_01301	Prbe.g_00367
OG0001333	Syat.g_03018	Prbe.g_00948
OG0001337	Syat.g_01621	Prbe.g_01884
OG0001345	Syat.g_00290	Prbe.g_01529
OG0001348	Syat.g_03316	Prbe.g_00003
OG0001351	Syat.g_01318	Prbe.g_00675
OG0001353	Syat.g_00717	Prbe.g_01255
OG0001354	Syat.g_00558	Prbe.g_01360
OG0001355	Syat.g_02589	Prbe.g_01414
OG0001356	Syat.g_01035, Syat.g_01428	Prbe.g_00997
OG0001357	Syat.g_00135	Prbe.g_01628
OG0001364	Syat.g_02143	Prbe.g_00807
OG0001365	Syat.g_02687	Prbe.g_01155
OG0001371	Syat.g_01490	Prbe.g_00453
OG0001379	Syat.g_01147	Prbe.g_00899
OG0001382	Syat.g_00101	Prbe.g_01617
OG0001394	Syat.g_00450	Prbe.g_00432
OG0001401	Syat.g_00721	Prbe.g_01260
OG0001402	Syat.g_03314	Prbe.g_00509
OG0001403	Syat.g_02307	Prbe.g_00131
OG0001409	Syat.g_01007	Prbe.g_01541
OG0001411	Syat.g_01188	Prbe.g_00166
OG0001415	Syat.g_00017	Prbe.g_01783
OG0001418	Syat.g_03267	Prbe.g_00459
OG0001421	Syat.g_03056	Prbe.g_00221
OG0001429	Syat.g_00627	Prbe.g_01322
OG0001430	Syat.g_03343	Prbe.g_01613
OG0001433	Syat.g_01429	Prbe.g_00998
OG0001434	Syat.g_00455	Prbe.g_00437
OG0001435	Syat.g_00422	Prbe.g_00413
OG0001437	Syat.g_00016	Prbe.g_01782
OG0001443	Syat.g_02649	Prbe.g_01610
OG0001451	Syat.g_02877	Prbe.g_01289
OG0001460	Syat.g_01430	Prbe.g_00999
OG0001461	Syat.g_01945	Prbe.g_00157
OG0001467	Syat.g_02457	Prbe.g_00378
OG0001476	Syat.g_02579, Syat.g_01012	Prbe.g_01542
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prbe.g_00744
OG0001484	Syat.g_02443	Prbe.g_00206
OG0001486	Syat.g_03258	Prbe.g_01551
OG0001487	Syat.g_01355	Prbe.g_00271
OG0001488	Syat.g_00301	Prbe.g_01536
OG0001489	Syat.g_01645	Prbe.g_00821
OG0001496	Syat.g_00316	Prbe.g_00742
OG0001497	Syat.g_00317	Prbe.g_00743
OG0001498	Syat.g_02954	Prbe.g_01916
OG0001505	Syat.g_01215	Prbe.g_00088
OG0001510	Syat.g_02214	Prbe.g_00768
OG0001511	Syat.g_01580	Prbe.g_01654
OG0001512	Syat.g_01445	Prbe.g_01606
OG0001514	Syat.g_00315	Prbe.g_00741
OG0001515	Syat.g_00927	Prbe.g_00467
OG0001516	Syat.g_00398	Prbe.g_01455
OG0001517	Syat.g_01613	Prbe.g_01893
OG0001518	Syat.g_02671	Prbe.g_01164
OG0001519	Syat.g_02646	Prbe.g_01169
OG0001522	Syat.g_00642	Prbe.g_01256
OG0001523	Syat.g_01089	Prbe.g_00046
OG0001524	Syat.g_01088	Prbe.g_00047
OG0001526	Syat.g_02907	Prbe.g_00161
OG0001527	Syat.g_00064	Prbe.g_00572
OG0001529	Syat.g_02294	Prbe.g_00141
OG0001530	Syat.g_01578	Prbe.g_01653
OG0001531	Syat.g_01444	Prbe.g_01791
OG0001532	Syat.g_00213	Prbe.g_01518
OG0001534	Syat.g_00689	Prbe.g_01406
OG0001535	Syat.g_00707	Prbe.g_01390
OG0001536	Syat.g_00589	Prbe.g_01346
OG0001537	Syat.g_00441	Prbe.g_00429
OG0001538	Syat.g_00484	Prbe.g_01227
OG0001539	Syat.g_00417	Prbe.g_00407
OG0001540	Syat.g_02924	Prbe.g_01674
OG0001541	Syat.g_02847	Prbe.g_01728
OG0001542	Syat.g_02837	Prbe.g_01734
OG0001543	Syat.g_03229	Prbe.g_00907
OG0001544	Syat.g_02647	Prbe.g_01168
OG0001545	Syat.g_02444, Syat.g_02433	Prbe.g_01183
OG0001549	Syat.g_00799	Prbe.g_01287
OG0001557	Syat.g_00451	Prbe.g_00433
OG0001559	Syat.g_01577	Prbe.g_01652
OG0001560	Syat.g_01562	Prbe.g_01641
OG0001561	Syat.g_00701	Prbe.g_01396
OG0001562	Syat.g_00523	Prbe.g_01383
OG0001563	Syat.g_01662	Prbe.g_00837
OG0001564	Syat.g_01209	Prbe.g_00160
OG0001574	Syat.g_00066	Prbe.g_00574
OG0001575	Syat.g_00061	Prbe.g_00569
OG0001576	Syat.g_01169	Prbe.g_00879
OG0001577	Syat.g_03255	Prbe.g_01554
OG0001580	Syat.g_02701	Prbe.g_00148
OG0001584	Syat.g_00468	Prbe.g_01442
OG0001587	Syat.g_02990	Prbe.g_00925
OG0001588	Syat.g_02169, Syat.g_03195	Prbe.g_01923
OG0001591	Syat.g_00411	Prbe.g_00446
OG0001592	Syat.g_02699	Prbe.g_00147
OG0001614	Syat.g_02197	Prbe.g_00780
OG0001616	Syat.g_00249	Prbe.g_01526
OG0001617	Syat.g_03212, Syat.g_03299	Prbe.g_01201
OG0001619	Syat.g_00600	Prbe.g_01339
OG0001620	Syat.g_01601	Prbe.g_01901
OG0001621	Syat.g_01883	Prbe.g_01806
OG0001622	Syat.g_02404	Prbe.g_01192
OG0001636	Syat.g_02302	Prbe.g_00135
OG0001638	Syat.g_03143	Prbe.g_00974
OG0001639	Syat.g_02981	Prbe.g_00262
OG0001640	Syat.g_00792	Prbe.g_01309
OG0001641	Syat.g_00540	Prbe.g_01371
OG0001642	Syat.g_00676	Prbe.g_01276
OG0001643	Syat.g_00131	Prbe.g_01480
OG0001644	Syat.g_00844	Prbe.g_01425
OG0001654	Syat.g_02983	Prbe.g_00264
OG0001657	Syat.g_02887	Prbe.g_01703
OG0001659	Syat.g_00219	Prbe.g_00008
OG0001678	Syat.g_01859	Prbe.g_00918
OG0001679	Syat.g_02946	Prbe.g_01888
OG0001701	Syat.g_02905	Prbe.g_00162
OG0001717	Syat.g_02860	Prbe.g_00737
OG0001733	Syat.g_01048	Prbe.g_01001
OG0001769	Syat.g_00373	Prbe.g_01601
OG0001771	Syat.g_01094	Prbe.g_01129
OG0001807	Syat.g_02090	Prbe.g_00159
OG0001842	Syat.g_02421	Prbe.g_00069
OG0001930	Syat.g_02422	Prbe.g_00068
OG0001931	Syat.g_02424	Prbe.g_00067
OG0001955	Syat.g_01670	Prbe.g_00016
OG0001956	Syat.g_00959	Prbe.g_01283
OG0001977	Syat.g_02506	Prbe.g_01174
OG0001996	Syat.g_02309	Prbe.g_00129
OG0002003	Syat.g_01980	Prbe.g_00063
OG0002019	Syat.g_02199	Prbe.g_00011
OG0002052	Syat.g_01022	Prbe.g_01401
OG0002109	Syat.g_01923, Syat.g_01752	Prbe.g_00058
OG0002270	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351	Prbe.g_00340
OG0002340	Syat.g_02781	Prbe.g_01758
OG0002348	Syat.g_02603	Prbe.g_00002
OG0002384	Syat.g_00943	Prbe.g_01014
OG0002389	Syat.g_01641	Prbe.g_00817
OG0002436	Syat.g_01258, Syat.g_02488	Prbe.g_01132
OG0002821	Syat.g_02904	Prbe.g_00163
OG0002822	Syat.g_02906	Prbe.g_00164
