Orthogroup	Syat	Prba
OG0001178	Syat.g_03137	Prba.g_00385
OG0001180	Syat.g_01654	Prba.g_00435
OG0001181	Syat.g_01650	Prba.g_01048
OG0001182	Syat.g_01642	Prba.g_01055
OG0001183	Syat.g_01632	Prba.g_01060
OG0001184	Syat.g_02160	Prba.g_01076
OG0001185	Syat.g_02200	Prba.g_00762
OG0001186	Syat.g_02235	Prba.g_00786
OG0001187	Syat.g_02256	Prba.g_00790
OG0001188	Syat.g_02261	Prba.g_00793
OG0001189	Syat.g_02287	Prba.g_00810
OG0001190	Syat.g_02692	Prba.g_00814
OG0001191	Syat.g_02675	Prba.g_00824
OG0001192	Syat.g_02663	Prba.g_00829
OG0001193	Syat.g_02513	Prba.g_00839
OG0001194	Syat.g_02515	Prba.g_00840
OG0001195	Syat.g_02516	Prba.g_00841
OG0001196	Syat.g_02398	Prba.g_01782
OG0001197	Syat.g_02396	Prba.g_01783
OG0001199	Syat.g_01475	Prba.g_01862
OG0001200	Syat.g_01477	Prba.g_01864
OG0001201	Syat.g_01572	Prba.g_01896
OG0001202	Syat.g_02812	Prba.g_00655
OG0001203	Syat.g_01447	Prba.g_00457
OG0001204	Syat.g_01867	Prba.g_00462
OG0001205	Syat.g_01287	Prba.g_01016
OG0001206	Syat.g_03268	Prba.g_00999
OG0001207	Syat.g_03162	Prba.g_00984
OG0001208	Syat.g_03172	Prba.g_00979
OG0001209	Syat.g_03273	Prba.g_00926
OG0001210	Syat.g_00103	Prba.g_01775
OG0001211	Syat.g_00078	Prba.g_01765
OG0001213	Syat.g_03289	Prba.g_01688
OG0001214	Syat.g_00128	Prba.g_01680
OG0001216	Syat.g_00660	Prba.g_01592
OG0001217	Syat.g_02587	Prba.g_01554
OG0001218	Syat.g_01356	Prba.g_01547
OG0001219	Syat.g_00629	Prba.g_01510
OG0001220	Syat.g_01534	Prba.g_01447
OG0001222	Syat.g_00597	Prba.g_01345
OG0001223	Syat.g_00544	Prba.g_01319
OG0001224	Syat.g_00804	Prba.g_01268
OG0001225	Syat.g_00806	Prba.g_01266
OG0001226	Syat.g_01485	Prba.g_01240
OG0001228	Syat.g_00938	Prba.g_00018
OG0001229	Syat.g_00981	Prba.g_00198
OG0001230	Syat.g_01235	Prba.g_00105
OG0001231	Syat.g_02327	Prba.g_00291
OG0001232	Syat.g_03041	Prba.g_00597
OG0001233	Syat.g_03012	Prba.g_00577
OG0001234	Syat.g_02092	Prba.g_00372
OG0001235	Syat.g_01838	Prba.g_00382
OG0001236	Syat.g_02156	Prba.g_01073
OG0001237	Syat.g_02161	Prba.g_01077
OG0001238	Syat.g_02673	Prba.g_00825
OG0001239	Syat.g_01472	Prba.g_01859
OG0001240	Syat.g_01554	Prba.g_01881
OG0001241	Syat.g_01564	Prba.g_01889
OG0001242	Syat.g_02936	Prba.g_01907
OG0001243	Syat.g_02928	Prba.g_01913
OG0001244	Syat.g_02901	Prba.g_01929
OG0001245	Syat.g_00212	Prba.g_00874
OG0001246	Syat.g_03209	Prba.g_00957
OG0001247	Syat.g_01019	Prba.g_01634
OG0001248	Syat.g_03159	Prba.g_01632
OG0001249	Syat.g_01620	Prba.g_01521
OG0001250	Syat.g_00739	Prba.g_01458
OG0001251	Syat.g_00963, Syat.g_00621	Prba.g_01410
OG0001252	Syat.g_00787	Prba.g_01273
OG0001255	Syat.g_00843	Prba.g_00080
OG0001256	Syat.g_03111	Prba.g_00298
OG0001257	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918	Prba.g_00292
OG0001258	Syat.g_03119	Prba.g_00229
OG0001259	Syat.g_03014	Prba.g_00579
OG0001261	Syat.g_01791	Prba.g_00421
OG0001262	Syat.g_02285	Prba.g_00808
OG0001263	Syat.g_02926	Prba.g_01916
OG0001265	Syat.g_02938	Prba.g_01906
OG0001266	Syat.g_02808	Prba.g_00659
OG0001267	Syat.g_02060	Prba.g_00497
OG0001268	Syat.g_01608	Prba.g_00555
OG0001269	Syat.g_02369	Prba.g_00853
OG0001270	Syat.g_02968	Prba.g_01027
OG0001271	Syat.g_01374	Prba.g_00989
OG0001272	Syat.g_03176	Prba.g_00975
OG0001274	Syat.g_02727	Prba.g_01614
OG0001275	Syat.g_00529	Prba.g_01309
OG0001276	Syat.g_00705	Prba.g_01289
OG0001277	Syat.g_03312	Prba.g_01232
OG0001278	Syat.g_00895	Prba.g_00013
OG0001279	Syat.g_01252	Prba.g_01136
OG0001281	Syat.g_01159	Prba.g_01197
OG0001282	Syat.g_02780	Prba.g_00195
OG0001283	Syat.g_02403	Prba.g_00176
OG0001286	Syat.g_01656	Prba.g_00433
OG0001287	Syat.g_02208	Prba.g_00770
OG0001288	Syat.g_02225	Prba.g_00779
OG0001289	Syat.g_01527	Prba.g_01875
OG0001290	Syat.g_01563	Prba.g_01888
OG0001291	Syat.g_02916	Prba.g_01923
OG0001292	Syat.g_01873	Prba.g_00467
OG0001293	Syat.g_01995	Prba.g_00479
OG0001294	Syat.g_00409	Prba.g_00872
OG0001295	Syat.g_00945	Prba.g_00994
OG0001296	Syat.g_03217	Prba.g_00952
OG0001297	Syat.g_03221	Prba.g_00947
OG0001298	Syat.g_00043	Prba.g_01739
OG0001299	Syat.g_00401	Prba.g_01651
OG0001300	Syat.g_01025	Prba.g_01624
OG0001303	Syat.g_00628	Prba.g_01305
OG0001304	Syat.g_00690	Prba.g_01279
OG0001305	Syat.g_00813	Prba.g_01260
OG0001306	Syat.g_03234	Prba.g_00078
OG0001307	Syat.g_02082	Prba.g_00213
OG0001308	Syat.g_01176	Prba.g_00703
OG0001309	Syat.g_01113	Prba.g_00294
OG0001310	Syat.g_03066	Prba.g_00608
OG0001311	Syat.g_00703	Prba.g_01287
OG0001312	Syat.g_00615	Prba.g_01356
OG0001314	Syat.g_00839, Syat.g_00137	Prba.g_01562
OG0001315	Syat.g_01634	Prba.g_01850
OG0001317	Syat.g_01451	Prba.g_00453
OG0001318	Syat.g_01888	Prba.g_00475
OG0001319	Syat.g_02048	Prba.g_00490
OG0001323	Syat.g_01111	Prba.g_00942
OG0001325	Syat.g_00664	Prba.g_01589
OG0001326	Syat.g_02525	Prba.g_01422
OG0001327	Syat.g_00414	Prba.g_01248
OG0001329	Syat.g_00097	Prba.g_00104, Prba.g_00721
OG0001331	Syat.g_01301	Prba.g_00190
OG0001333	Syat.g_03018	Prba.g_00583
OG0001336	Syat.g_02402	Prba.g_01779
OG0001345	Syat.g_00290	Prba.g_00044
OG0001351	Syat.g_01318	Prba.g_01007
OG0001353	Syat.g_00717	Prba.g_01467
OG0001354	Syat.g_00558	Prba.g_01327
OG0001355	Syat.g_02589	Prba.g_00262
OG0001356	Syat.g_01035, Syat.g_01428	Prba.g_01535
OG0001358	Syat.g_03319	Prba.g_01697
OG0001360	Syat.g_00256	Prba.g_01220
OG0001361	Syat.g_00293	Prba.g_00047
OG0001364	Syat.g_02143	Prba.g_01066
OG0001365	Syat.g_02687	Prba.g_00818
OG0001371	Syat.g_01490	Prba.g_01638
OG0001373	Syat.g_02524	Prba.g_01423
OG0001374	Syat.g_02541	Prba.g_01415
OG0001376	Syat.g_00841	Prba.g_01254
OG0001377	Syat.g_00842	Prba.g_01253
OG0001378	Syat.g_02967	Prba.g_00750
OG0001379	Syat.g_01147	Prba.g_01186
OG0001382	Syat.g_00101	Prba.g_00277
OG0001385	Syat.g_02521	Prba.g_01426
OG0001386	Syat.g_02522	Prba.g_01425
OG0001387	Syat.g_02523	Prba.g_01424
OG0001388	Syat.g_02526	Prba.g_01421
OG0001389	Syat.g_02531	Prba.g_01420
OG0001390	Syat.g_02532	Prba.g_01419
OG0001391	Syat.g_02533	Prba.g_01418
OG0001392	Syat.g_02539	Prba.g_01417
OG0001393	Syat.g_02540	Prba.g_01416
OG0001402	Syat.g_03314	Prba.g_01540
OG0001403	Syat.g_02307	Prba.g_01823
OG0001406	Syat.g_00840	Prba.g_01255
OG0001408	Syat.g_00211	Prba.g_01237
OG0001409	Syat.g_01007	Prba.g_00056
OG0001413	Syat.g_02775, Syat.g_00853	Prba.g_00303
OG0001415	Syat.g_00017	Prba.g_00450
OG0001416	Syat.g_02491	Prba.g_01002
OG0001417	Syat.g_01705	Prba.g_00992
OG0001418	Syat.g_03267	Prba.g_01633
OG0001420	Syat.g_01099	Prba.g_00741
OG0001421	Syat.g_03056	Prba.g_00297
OG0001429	Syat.g_00627	Prba.g_01509
OG0001430	Syat.g_03343	Prba.g_01161
OG0001432	Syat.g_00846	Prba.g_00305
OG0001433	Syat.g_01429	Prba.g_01536
OG0001434	Syat.g_00455	Prba.g_01376
OG0001437	Syat.g_00016	Prba.g_00449
OG0001439	Syat.g_02105	Prba.g_00523
OG0001441	Syat.g_01109	Prba.g_00940
OG0001449	Syat.g_00800	Prba.g_00896
OG0001451	Syat.g_02877	Prba.g_01438
OG0001452	Syat.g_01881	Prba.g_01408
OG0001453	Syat.g_00538	Prba.g_01315
OG0001454	Syat.g_00189	Prba.g_01227
OG0001456	Syat.g_02545	Prba.g_00087
OG0001457	Syat.g_02546	Prba.g_00086
OG0001458	Syat.g_02547	Prba.g_00085
OG0001459	Syat.g_03357, Syat.g_03358	Prba.g_01150
OG0001460	Syat.g_01430	Prba.g_01537
OG0001462	Syat.g_02301	Prba.g_01827
OG0001467	Syat.g_02457	Prba.g_01520
OG0001473	Syat.g_00190	Prba.g_00787
OG0001474	Syat.g_01607	Prba.g_00556
OG0001475	Syat.g_01116	Prba.g_00162
OG0001479	Syat.g_01610	Prba.g_00553
OG0001480	Syat.g_00100	Prba.g_00862
OG0001482	Syat.g_00549	Prba.g_01004
OG0001486	Syat.g_03258	Prba.g_00066
OG0001492	Syat.g_00898	Prba.g_00016
OG0001493	Syat.g_00890	Prba.g_00008
OG0001502	Syat.g_00757	Prba.g_01529
OG0001504	Syat.g_03356	Prba.g_01151
OG0001505	Syat.g_01215	Prba.g_00163
OG0001507	Syat.g_03261	Prba.g_00250
OG0001508	Syat.g_02258	Prba.g_00174
OG0001520	Syat.g_00852	Prba.g_00888
OG0001522	Syat.g_00642	Prba.g_01466
OG0001523	Syat.g_01089	Prba.g_00093
OG0001524	Syat.g_01088	Prba.g_00092
OG0001526	Syat.g_02907	Prba.g_00355
OG0001546	Syat.g_01106	Prba.g_00937
OG0001547	Syat.g_00645	Prba.g_01527
OG0001549	Syat.g_00799	Prba.g_01440
OG0001553	Syat.g_01230	Prba.g_00716
OG0001554	Syat.g_01005	Prba.g_00296
OG0001564	Syat.g_01209	Prba.g_00133
OG0001567	Syat.g_00651	Prba.g_01528
OG0001568	Syat.g_00643	Prba.g_01526
OG0001570	Syat.g_03269	Prba.g_00738
OG0001584	Syat.g_00468	Prba.g_01364
OG0001587	Syat.g_02990	Prba.g_00353
OG0001613	Syat.g_01635	Prba.g_01058
OG0001635	Syat.g_02229, Syat.g_01993	Prba.g_00244
OG0001666	Syat.g_03349	Prba.g_01149
OG0001701	Syat.g_02905	Prba.g_00356
OG0001726	Syat.g_02003	Prba.g_00914
OG0001745	Syat.g_00971	Prba.g_00306
OG0002029	Syat.g_03352	Prba.g_01148
OG0002249	Syat.g_01310	Prba.g_01110
OG0002349	Syat.g_03010	Prba.g_00575
OG0002559	Syat.g_00145	Prba.g_01088
OG0002565	Syat.g_03291	Prba.g_01119
OG0002628	Syat.g_02210	Prba.g_00156
OG0002733	Syat.g_03323	Prba.g_01109
