Orthogroup	Syat	Prbh
OG0001131	Syat.g_01674	Prbh.g_00411
OG0001132	Syat.g_00965	Prbh.g_00827
OG0001133	Syat.g_03311	Prbh.g_00008
OG0001136	Syat.g_03257	Prbh.g_01286
OG0001137	Syat.g_00306	Prbh.g_01273
OG0001138	Syat.g_00214	Prbh.g_01252
OG0001139	Syat.g_00209	Prbh.g_01250
OG0001140	Syat.g_00208	Prbh.g_01249
OG0001141	Syat.g_00207	Prbh.g_01248
OG0001142	Syat.g_00206	Prbh.g_01247
OG0001143	Syat.g_00925	Prbh.g_01240
OG0001144	Syat.g_00906	Prbh.g_01235
OG0001145	Syat.g_01117	Prbh.g_01365
OG0001146	Syat.g_01158	Prbh.g_01377
OG0001147	Syat.g_01368	Prbh.g_00002
OG0001148	Syat.g_01297	Prbh.g_00011
OG0001149	Syat.g_01298	Prbh.g_00012
OG0001150	Syat.g_01299	Prbh.g_00013
OG0001151	Syat.g_01420	Prbh.g_00025
OG0001152	Syat.g_01421	Prbh.g_00026
OG0001153	Syat.g_01346	Prbh.g_00131
OG0001154	Syat.g_01347	Prbh.g_00132
OG0001155	Syat.g_02774	Prbh.g_00149
OG0001156	Syat.g_02978	Prbh.g_00152
OG0001157	Syat.g_02977	Prbh.g_00153
OG0001158	Syat.g_02976	Prbh.g_00154
OG0001159	Syat.g_02975	Prbh.g_00155
OG0001160	Syat.g_03104	Prbh.g_00181
OG0001161	Syat.g_02384	Prbh.g_01837
OG0001162	Syat.g_01528	Prbh.g_01824
OG0001163	Syat.g_03112	Prbh.g_01790
OG0001164	Syat.g_03116	Prbh.g_01787
OG0001165	Syat.g_03121	Prbh.g_01784
OG0001166	Syat.g_03050	Prbh.g_01763
OG0001167	Syat.g_03019	Prbh.g_01745
OG0001168	Syat.g_03017	Prbh.g_01743
OG0001169	Syat.g_03015	Prbh.g_01741
OG0001170	Syat.g_03013	Prbh.g_01739
OG0001171	Syat.g_03001	Prbh.g_01729
OG0001172	Syat.g_01858	Prbh.g_01714
OG0001173	Syat.g_01857	Prbh.g_01713
OG0001174	Syat.g_01849	Prbh.g_01705
OG0001175	Syat.g_01848	Prbh.g_01704
OG0001176	Syat.g_01831	Prbh.g_01696
OG0001178	Syat.g_03137	Prbh.g_01777
OG0001180	Syat.g_01654	Prbh.g_01638
OG0001181	Syat.g_01650	Prbh.g_01634
OG0001182	Syat.g_01642	Prbh.g_01626
OG0001183	Syat.g_01632	Prbh.g_01620
OG0001184	Syat.g_02160	Prbh.g_01602
OG0001185	Syat.g_02200	Prbh.g_01586
OG0001186	Syat.g_02235	Prbh.g_01562
OG0001187	Syat.g_02256	Prbh.g_01559
OG0001188	Syat.g_02261	Prbh.g_01557
OG0001189	Syat.g_02287	Prbh.g_01540
OG0001190	Syat.g_02692	Prbh.g_01535
OG0001191	Syat.g_02675	Prbh.g_01525
OG0001192	Syat.g_02663	Prbh.g_01520
OG0001193	Syat.g_02513	Prbh.g_01507
OG0001194	Syat.g_02515	Prbh.g_01506
OG0001195	Syat.g_02516	Prbh.g_01505
OG0001196	Syat.g_02398	Prbh.g_01488
OG0001197	Syat.g_02396	Prbh.g_01486
OG0001199	Syat.g_01475	Prbh.g_00708
OG0001200	Syat.g_01477	Prbh.g_00706
OG0001201	Syat.g_01572	Prbh.g_00675
OG0001202	Syat.g_02812	Prbh.g_00583
OG0001203	Syat.g_01447	Prbh.g_00542
OG0001204	Syat.g_01867	Prbh.g_00536
OG0001205	Syat.g_01287	Prbh.g_00387
OG0001206	Syat.g_03268	Prbh.g_00366
OG0001207	Syat.g_03162	Prbh.g_00354
OG0001208	Syat.g_03172	Prbh.g_00349
OG0001209	Syat.g_03273	Prbh.g_00294
OG0001210	Syat.g_00103	Prbh.g_00290
OG0001211	Syat.g_00078	Prbh.g_00280
OG0001213	Syat.g_03289	Prbh.g_01452
OG0001216	Syat.g_00660	Prbh.g_00947
OG0001217	Syat.g_02587	Prbh.g_01875
OG0001218	Syat.g_01356	Prbh.g_01339
OG0001219	Syat.g_00629	Prbh.g_01054
OG0001220	Syat.g_01534	Prbh.g_01009
OG0001222	Syat.g_00597	Prbh.g_01131
OG0001223	Syat.g_00544	Prbh.g_01103
OG0001224	Syat.g_00804	Prbh.g_01035
OG0001225	Syat.g_00806	Prbh.g_01033
OG0001226	Syat.g_01485	Prbh.g_01444
OG0001228	Syat.g_00938	Prbh.g_01232
OG0001229	Syat.g_00981	Prbh.g_01872
OG0001230	Syat.g_01235	Prbh.g_00089
OG0001231	Syat.g_02327	Prbh.g_00410
OG0001232	Syat.g_03041	Prbh.g_01759
OG0001233	Syat.g_03012	Prbh.g_01738
OG0001234	Syat.g_02092	Prbh.g_01702
OG0001235	Syat.g_01838	Prbh.g_01698
OG0001236	Syat.g_02156	Prbh.g_01605
OG0001237	Syat.g_02161	Prbh.g_01601
OG0001238	Syat.g_02673	Prbh.g_01524
OG0001239	Syat.g_01472	Prbh.g_00711
OG0001240	Syat.g_01554	Prbh.g_00690
OG0001241	Syat.g_01564	Prbh.g_00681
OG0001242	Syat.g_02936	Prbh.g_00662
OG0001243	Syat.g_02928	Prbh.g_00655
OG0001244	Syat.g_02901	Prbh.g_00640
OG0001245	Syat.g_00212	Prbh.g_01320
OG0001246	Syat.g_03209	Prbh.g_00824
OG0001247	Syat.g_01019	Prbh.g_00918
OG0001248	Syat.g_03159	Prbh.g_00920
OG0001249	Syat.g_01620	Prbh.g_00442
OG0001250	Syat.g_00739	Prbh.g_00995
OG0001251	Syat.g_00963, Syat.g_00621	Prbh.g_00858
OG0001252	Syat.g_00787	Prbh.g_01040
OG0001255	Syat.g_00843	Prbh.g_01300
OG0001256	Syat.g_03111	Prbh.g_00188
OG0001258	Syat.g_03119	Prbh.g_01786
OG0001259	Syat.g_03014	Prbh.g_01740
OG0001261	Syat.g_01791	Prbh.g_01653
OG0001262	Syat.g_02285	Prbh.g_01542
OG0001263	Syat.g_02926	Prbh.g_00653
OG0001265	Syat.g_02938	Prbh.g_00663
OG0001266	Syat.g_02808	Prbh.g_00579
OG0001267	Syat.g_02060	Prbh.g_00499
OG0001268	Syat.g_01608	Prbh.g_00433
OG0001269	Syat.g_02369	Prbh.g_01008
OG0001270	Syat.g_02968	Prbh.g_00398
OG0001271	Syat.g_01374	Prbh.g_00359
OG0001272	Syat.g_03176	Prbh.g_00345
OG0001274	Syat.g_02727	Prbh.g_00556
OG0001275	Syat.g_00529	Prbh.g_01112
OG0001276	Syat.g_00705	Prbh.g_01123
OG0001278	Syat.g_00895	Prbh.g_01228
OG0001279	Syat.g_01252	Prbh.g_01396
OG0001281	Syat.g_01159	Prbh.g_01378
OG0001282	Syat.g_02780	Prbh.g_00010
OG0001283	Syat.g_02403	Prbh.g_01492
OG0001286	Syat.g_01656	Prbh.g_01640
OG0001287	Syat.g_02208	Prbh.g_01579
OG0001288	Syat.g_02225	Prbh.g_01569
OG0001289	Syat.g_01527	Prbh.g_00696
OG0001290	Syat.g_01563	Prbh.g_00682
OG0001291	Syat.g_02916	Prbh.g_00645
OG0001292	Syat.g_01873	Prbh.g_00531
OG0001293	Syat.g_01995	Prbh.g_00518
OG0001296	Syat.g_03217	Prbh.g_00321
OG0001297	Syat.g_03221	Prbh.g_00316
OG0001298	Syat.g_00043	Prbh.g_00252
OG0001299	Syat.g_00401	Prbh.g_01186
OG0001300	Syat.g_01025	Prbh.g_00929
OG0001304	Syat.g_00690	Prbh.g_01136
OG0001305	Syat.g_00813	Prbh.g_01027
OG0001306	Syat.g_03234	Prbh.g_01298
OG0001307	Syat.g_02082	Prbh.g_01936
OG0001308	Syat.g_01176	Prbh.g_00109
OG0001309	Syat.g_01113	Prbh.g_00205
OG0001310	Syat.g_03066	Prbh.g_01769
OG0001311	Syat.g_00703	Prbh.g_01125
OG0001312	Syat.g_00615	Prbh.g_01063
OG0001314	Syat.g_00839, Syat.g_00137	Prbh.g_01949, Prbh.g_00791
OG0001315	Syat.g_01634	Prbh.g_01861
OG0001317	Syat.g_01451	Prbh.g_00546
OG0001318	Syat.g_01888	Prbh.g_00522
OG0001319	Syat.g_02048	Prbh.g_00506
OG0001323	Syat.g_01111	Prbh.g_00310
OG0001325	Syat.g_00664	Prbh.g_01168
OG0001327	Syat.g_00414	Prbh.g_00867
OG0001329	Syat.g_00097	Prbh.g_01816
OG0001331	Syat.g_01301	Prbh.g_00015
OG0001333	Syat.g_03018	Prbh.g_01744
OG0001336	Syat.g_02402	Prbh.g_01491
OG0001337	Syat.g_01621	Prbh.g_00447
OG0001348	Syat.g_03316	Prbh.g_01888
OG0001351	Syat.g_01318	Prbh.g_00373
OG0001353	Syat.g_00717	Prbh.g_00985
OG0001354	Syat.g_00558	Prbh.g_01096
OG0001355	Syat.g_02589	Prbh.g_01146
OG0001357	Syat.g_00135	Prbh.g_01350
OG0001358	Syat.g_03319	Prbh.g_01463
OG0001361	Syat.g_00293	Prbh.g_01264
OG0001364	Syat.g_02143	Prbh.g_01614
OG0001365	Syat.g_02687	Prbh.g_01531
OG0001371	Syat.g_01490	Prbh.g_00913
OG0001379	Syat.g_01147	Prbh.g_01367
OG0001382	Syat.g_00101	Prbh.g_01343
OG0001394	Syat.g_00450	Prbh.g_00893
OG0001401	Syat.g_00721	Prbh.g_00990
OG0001402	Syat.g_03314	Prbh.g_01458
OG0001403	Syat.g_02307	Prbh.g_00750
OG0001409	Syat.g_01007	Prbh.g_01274
OG0001411	Syat.g_01188	Prbh.g_00721
OG0001415	Syat.g_00017	Prbh.g_00549
OG0001418	Syat.g_03267	Prbh.g_00919
OG0001421	Syat.g_03056	Prbh.g_00189
OG0001429	Syat.g_00627	Prbh.g_01055
OG0001430	Syat.g_03343	Prbh.g_01340
OG0001435	Syat.g_00422	Prbh.g_00874
OG0001437	Syat.g_00016	Prbh.g_00550
OG0001441	Syat.g_01109	Prbh.g_00308
OG0001443	Syat.g_02649	Prbh.g_01871
OG0001451	Syat.g_02877	Prbh.g_01020
OG0001453	Syat.g_00538	Prbh.g_01927
OG0001460	Syat.g_01430	Prbh.g_01791
OG0001461	Syat.g_01945	Prbh.g_01839
OG0001467	Syat.g_02457	Prbh.g_00007
OG0001476	Syat.g_02579, Syat.g_01012	Prbh.g_01275
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prbh.g_01893
OG0001484	Syat.g_02443	Prbh.g_00200
OG0001486	Syat.g_03258	Prbh.g_01285
OG0001487	Syat.g_01355	Prbh.g_00139
OG0001488	Syat.g_00301	Prbh.g_01269
OG0001489	Syat.g_01645	Prbh.g_01629
OG0001495	Syat.g_01833	Prbh.g_01693
OG0001496	Syat.g_00316	Prbh.g_01895
OG0001497	Syat.g_00317	Prbh.g_01894
OG0001498	Syat.g_02954	Prbh.g_00414
OG0001505	Syat.g_01215	Prbh.g_00063
OG0001510	Syat.g_02214	Prbh.g_01575
OG0001511	Syat.g_01580	Prbh.g_00671
OG0001512	Syat.g_01445	Prbh.g_01335
OG0001514	Syat.g_00315	Prbh.g_01896
OG0001515	Syat.g_00927	Prbh.g_00927
OG0001516	Syat.g_00398	Prbh.g_01189
OG0001517	Syat.g_01613	Prbh.g_00438
OG0001518	Syat.g_02671	Prbh.g_01522
OG0001519	Syat.g_02646	Prbh.g_01517
OG0001522	Syat.g_00642	Prbh.g_00986
OG0001523	Syat.g_01089	Prbh.g_01863
OG0001524	Syat.g_01088	Prbh.g_01862
OG0001526	Syat.g_02907	Prbh.g_00726
OG0001527	Syat.g_00064	Prbh.g_00266
OG0001529	Syat.g_02294	Prbh.g_00742
OG0001530	Syat.g_01578	Prbh.g_00672
OG0001531	Syat.g_01444	Prbh.g_00541
OG0001532	Syat.g_00213	Prbh.g_01251
OG0001534	Syat.g_00689	Prbh.g_01137
OG0001535	Syat.g_00707	Prbh.g_01122
OG0001536	Syat.g_00589	Prbh.g_01082
OG0001537	Syat.g_00441	Prbh.g_00890
OG0001538	Syat.g_00484	Prbh.g_00958
OG0001539	Syat.g_00417	Prbh.g_00869
OG0001540	Syat.g_02924	Prbh.g_00651
OG0001541	Syat.g_02847	Prbh.g_00603
OG0001542	Syat.g_02837	Prbh.g_00597
OG0001543	Syat.g_03229	Prbh.g_01876
OG0001544	Syat.g_02647	Prbh.g_01518
OG0001545	Syat.g_02444, Syat.g_02433	Prbh.g_01502
OG0001549	Syat.g_00799	Prbh.g_01018
OG0001557	Syat.g_00451	Prbh.g_00894
OG0001559	Syat.g_01577	Prbh.g_00673
OG0001560	Syat.g_01562	Prbh.g_00683
OG0001561	Syat.g_00701	Prbh.g_01127
OG0001563	Syat.g_01662	Prbh.g_01645
OG0001574	Syat.g_00066	Prbh.g_00268
OG0001575	Syat.g_00061	Prbh.g_00263
OG0001576	Syat.g_01169	Prbh.g_01386
OG0001580	Syat.g_02701	Prbh.g_00735
OG0001584	Syat.g_00468	Prbh.g_01175
OG0001587	Syat.g_02990	Prbh.g_01722
OG0001591	Syat.g_00411	Prbh.g_00906
OG0001592	Syat.g_02699	Prbh.g_00736
OG0001613	Syat.g_01635	Prbh.g_01622
OG0001614	Syat.g_02197	Prbh.g_01587
OG0001616	Syat.g_00249	Prbh.g_01259
OG0001617	Syat.g_03212, Syat.g_03299	Prbh.g_00931
OG0001619	Syat.g_00600	Prbh.g_01072
OG0001620	Syat.g_01601	Prbh.g_00429
OG0001621	Syat.g_01883	Prbh.g_00526
OG0001622	Syat.g_02404	Prbh.g_01493
OG0001634	Syat.g_00404	Prbh.g_01183
OG0001636	Syat.g_02302	Prbh.g_00747
OG0001638	Syat.g_03143	Prbh.g_01771
OG0001639	Syat.g_02981	Prbh.g_00148
OG0001640	Syat.g_00792	Prbh.g_01043
OG0001641	Syat.g_00540	Prbh.g_01105
OG0001642	Syat.g_00676	Prbh.g_01007
OG0001643	Syat.g_00131	Prbh.g_01214
OG0001644	Syat.g_00844	Prbh.g_01158
OG0001659	Syat.g_00219	Prbh.g_01407
OG0001678	Syat.g_01859	Prbh.g_01715
OG0001679	Syat.g_02946	Prbh.g_00443
OG0001701	Syat.g_02905	Prbh.g_00725
OG0001717	Syat.g_02860	Prbh.g_00822
OG0001731	Syat.g_03081	Prbh.g_00161
OG0001762	Syat.g_00531	Prbh.g_01110
OG0001764	Syat.g_00639	Prbh.g_01152
OG0001771	Syat.g_01094	Prbh.g_01843
OG0001782	Syat.g_01210	Prbh.g_01917
OG0001955	Syat.g_01670	Prbh.g_01873
OG0001956	Syat.g_00959	Prbh.g_01014
OG0001977	Syat.g_02506	Prbh.g_01511
OG0002003	Syat.g_01980	Prbh.g_00832
OG0002019	Syat.g_02199	Prbh.g_01950
OG0002052	Syat.g_01022	Prbh.g_01132
OG0002097	Syat.g_02176	Prbh.g_00046
OG0002109	Syat.g_01923, Syat.g_01752	Prbh.g_00836
OG0002110	Syat.g_02552	Prbh.g_01926
OG0002155	Syat.g_02174	Prbh.g_00048, Prbh.g_00038
OG0002274	Syat.g_02175	Prbh.g_00047
OG0002347	Syat.g_03036	Prbh.g_01753
OG0002348	Syat.g_02603	Prbh.g_01887
OG0002389	Syat.g_01641	Prbh.g_01625
OG0002559	Syat.g_00145	Prbh.g_01428
OG0002565	Syat.g_03291	Prbh.g_01422, Prbh.g_01420
OG0002582	Syat.g_02247	Prbh.g_01922
OG0002664	Syat.g_02486, Syat.g_00167	Prbh.g_01944
OG0002730	Syat.g_01925, Syat.g_01755, Syat.g_03294	Prbh.g_01941
OG0002821	Syat.g_02904	Prbh.g_00724
OG0002822	Syat.g_02906	Prbh.g_00723
OG0002837	Syat.g_00283	Prbh.g_01419
OG0002893	Syat.g_02173	Prbh.g_00045
OG0003490	Syat.g_00281, Syat.g_02958	Prbh.g_01411
OG0003493	Syat.g_02607, Syat.g_02266	Prbh.g_00044
OG0004044	Syat.g_01924	Prbh.g_01942
OG0004257	Syat.g_00282	Prbh.g_01412
