Orthogroup	Syat	Prat
OG0001176	Syat.g_01831	Prat.g_01678
OG0001178	Syat.g_03137	Prat.g_01597
OG0001180	Syat.g_01654	Prat.g_01732
OG0001181	Syat.g_01650	Prat.g_01736
OG0001182	Syat.g_01642	Prat.g_01745
OG0001183	Syat.g_01632	Prat.g_01749
OG0001184	Syat.g_02160	Prat.g_01766
OG0001185	Syat.g_02200	Prat.g_01783
OG0001186	Syat.g_02235	Prat.g_01807
OG0001187	Syat.g_02256	Prat.g_01810
OG0001188	Syat.g_02261	Prat.g_01812
OG0001189	Syat.g_02287	Prat.g_01829
OG0001190	Syat.g_02692	Prat.g_01834
OG0001191	Syat.g_02675	Prat.g_01844
OG0001192	Syat.g_02663	Prat.g_01849
OG0001193	Syat.g_02513	Prat.g_01863
OG0001194	Syat.g_02515	Prat.g_01864
OG0001195	Syat.g_02516	Prat.g_01865
OG0001196	Syat.g_02398	Prat.g_01881
OG0001197	Syat.g_02396	Prat.g_01883
OG0001200	Syat.g_01477	Prat.g_00073
OG0001201	Syat.g_01572	Prat.g_00105
OG0001202	Syat.g_02812	Prat.g_00201
OG0001203	Syat.g_01447	Prat.g_00243
OG0001205	Syat.g_01287	Prat.g_00406
OG0001206	Syat.g_03268	Prat.g_00425
OG0001207	Syat.g_03162	Prat.g_00436
OG0001208	Syat.g_03172	Prat.g_00442
OG0001209	Syat.g_03273	Prat.g_00497
OG0001210	Syat.g_00103	Prat.g_00501
OG0001211	Syat.g_00078	Prat.g_00511
OG0001213	Syat.g_03289	Prat.g_00593
OG0001214	Syat.g_00128	Prat.g_01088
OG0001216	Syat.g_00660	Prat.g_00790
OG0001217	Syat.g_02587	Prat.g_01486
OG0001218	Syat.g_01356	Prat.g_01217
OG0001219	Syat.g_00629	Prat.g_00863
OG0001220	Syat.g_01534	Prat.g_00984
OG0001222	Syat.g_00597	Prat.g_00944
OG0001223	Syat.g_00544	Prat.g_00914
OG0001224	Syat.g_00804	Prat.g_00961
OG0001225	Syat.g_00806	Prat.g_00963
OG0001226	Syat.g_01485	Prat.g_00078
OG0001228	Syat.g_00938	Prat.g_01106
OG0001229	Syat.g_00981	Prat.g_01228
OG0001230	Syat.g_01235	Prat.g_01343
OG0001232	Syat.g_03041	Prat.g_01614
OG0001233	Syat.g_03012	Prat.g_01635
OG0001234	Syat.g_02092	Prat.g_01672
OG0001235	Syat.g_01838	Prat.g_01676
OG0001236	Syat.g_02156	Prat.g_01763
OG0001237	Syat.g_02161	Prat.g_01767
OG0001238	Syat.g_02673	Prat.g_01845
OG0001239	Syat.g_01472	Prat.g_00068
OG0001240	Syat.g_01554	Prat.g_00090
OG0001241	Syat.g_01564	Prat.g_00099
OG0001243	Syat.g_02928	Prat.g_00125
OG0001244	Syat.g_02901	Prat.g_00140
OG0001245	Syat.g_00212	Prat.g_00671
OG0001246	Syat.g_03209	Prat.g_01485, Prat.g_00467
OG0001247	Syat.g_01019	Prat.g_00757
OG0001248	Syat.g_03159	Prat.g_00759
OG0001249	Syat.g_01620	Prat.g_00345
OG0001250	Syat.g_00739	Prat.g_00997
OG0001251	Syat.g_00963, Syat.g_00621	Prat.g_00695
OG0001255	Syat.g_00843	Prat.g_01172
OG0001256	Syat.g_03111	Prat.g_01446
OG0001258	Syat.g_03119	Prat.g_01588
OG0001259	Syat.g_03014	Prat.g_01633
OG0001261	Syat.g_01791	Prat.g_01717
OG0001262	Syat.g_02285	Prat.g_01827
OG0001263	Syat.g_02926	Prat.g_00127
OG0001265	Syat.g_02938	Prat.g_00117
OG0001266	Syat.g_02808	Prat.g_00205
OG0001267	Syat.g_02060	Prat.g_00287
OG0001268	Syat.g_01608	Prat.g_00353
OG0001269	Syat.g_02369	Prat.g_00985
OG0001270	Syat.g_02968	Prat.g_00394
OG0001271	Syat.g_01374	Prat.g_00431
OG0001272	Syat.g_03176	Prat.g_00446
OG0001274	Syat.g_02727	Prat.g_00228
OG0001275	Syat.g_00529	Prat.g_00922
OG0001276	Syat.g_00705	Prat.g_00936
OG0001277	Syat.g_03312	Prat.g_00817
OG0001278	Syat.g_00895	Prat.g_01102
OG0001279	Syat.g_01252	Prat.g_00828
OG0001281	Syat.g_01159	Prat.g_01254
OG0001282	Syat.g_02780	Prat.g_01292
OG0001283	Syat.g_02403	Prat.g_01877
OG0001286	Syat.g_01656	Prat.g_01730
OG0001287	Syat.g_02208	Prat.g_01790
OG0001288	Syat.g_02225	Prat.g_01800
OG0001289	Syat.g_01527	Prat.g_00085
OG0001290	Syat.g_01563	Prat.g_00098
OG0001291	Syat.g_02916	Prat.g_00135
OG0001292	Syat.g_01873	Prat.g_00254
OG0001293	Syat.g_01995	Prat.g_00268
OG0001294	Syat.g_00409	Prat.g_01546
OG0001295	Syat.g_00945	Prat.g_01215
OG0001296	Syat.g_03217	Prat.g_00472
OG0001297	Syat.g_03221	Prat.g_00477
OG0001298	Syat.g_00043	Prat.g_00541
OG0001299	Syat.g_00401	Prat.g_01057
OG0001300	Syat.g_01025	Prat.g_00768
OG0001303	Syat.g_00628	Prat.g_01550
OG0001304	Syat.g_00690	Prat.g_00949
OG0001305	Syat.g_00813	Prat.g_00969
OG0001306	Syat.g_03234	Prat.g_01170
OG0001307	Syat.g_02082	Prat.g_01283
OG0001308	Syat.g_01176	Prat.g_01363
OG0001309	Syat.g_01113	Prat.g_00481
OG0001310	Syat.g_03066	Prat.g_01604
OG0001311	Syat.g_00703	Prat.g_00938
OG0001312	Syat.g_00615	Prat.g_00872
OG0001317	Syat.g_01451	Prat.g_00239
OG0001318	Syat.g_01888	Prat.g_00263
OG0001319	Syat.g_02048	Prat.g_00280
OG0001325	Syat.g_00664	Prat.g_00793
OG0001327	Syat.g_00414	Prat.g_00704
OG0001329	Syat.g_00097	Prat.g_01542
OG0001331	Syat.g_01301	Prat.g_01297
OG0001333	Syat.g_03018	Prat.g_01629
OG0001336	Syat.g_02402	Prat.g_01878
OG0001337	Syat.g_01621	Prat.g_00339
OG0001348	Syat.g_03316	Prat.g_00827
OG0001351	Syat.g_01318	Prat.g_00416
OG0001353	Syat.g_00717	Prat.g_01005
OG0001354	Syat.g_00558	Prat.g_00906
OG0001361	Syat.g_00293	Prat.g_01138
OG0001364	Syat.g_02143	Prat.g_01755
OG0001365	Syat.g_02687	Prat.g_01838
OG0001371	Syat.g_01490	Prat.g_00752
OG0001379	Syat.g_01147	Prat.g_01243
OG0001394	Syat.g_00450	Prat.g_00732
OG0001401	Syat.g_00721	Prat.g_00850
OG0001402	Syat.g_03314	Prat.g_00588
OG0001403	Syat.g_02307	Prat.g_00032
OG0001409	Syat.g_01007	Prat.g_01148
OG0001415	Syat.g_00017	Prat.g_00235
OG0001416	Syat.g_02491	Prat.g_00421
OG0001418	Syat.g_03267	Prat.g_00758
OG0001421	Syat.g_03056	Prat.g_01447
OG0001429	Syat.g_00627	Prat.g_00864
OG0001430	Syat.g_03343	Prat.g_01216
OG0001434	Syat.g_00455	Prat.g_00737
OG0001435	Syat.g_00422	Prat.g_00711
OG0001437	Syat.g_00016	Prat.g_00234
OG0001438	Syat.g_02076	Prat.g_00301
OG0001441	Syat.g_01109	Prat.g_00484
OG0001443	Syat.g_02649	Prat.g_01227
OG0001451	Syat.g_02877	Prat.g_00973
OG0001452	Syat.g_01881	Prat.g_00697
OG0001461	Syat.g_01945	Prat.g_00378
OG0001467	Syat.g_02457	Prat.g_01290
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Prat.g_01515, Prat.g_01514
OG0001484	Syat.g_02443	Prat.g_00635
OG0001487	Syat.g_01355	Prat.g_01395
OG0001489	Syat.g_01645	Prat.g_01741
OG0001495	Syat.g_01833	Prat.g_01681
OG0001496	Syat.g_00316	Prat.g_01512
OG0001497	Syat.g_00317	Prat.g_01513
OG0001498	Syat.g_02954	Prat.g_00371
OG0001510	Syat.g_02214	Prat.g_01794
OG0001511	Syat.g_01580	Prat.g_00109
OG0001512	Syat.g_01445	Prat.g_01231
OG0001514	Syat.g_00315	Prat.g_01511
OG0001515	Syat.g_00927	Prat.g_00766
OG0001516	Syat.g_00398	Prat.g_01060
OG0001517	Syat.g_01613	Prat.g_01328, Prat.g_00349
OG0001518	Syat.g_02671	Prat.g_01847
OG0001519	Syat.g_02646	Prat.g_01852
OG0001523	Syat.g_01089	Prat.g_01555
OG0001524	Syat.g_01088	Prat.g_01554
OG0001526	Syat.g_02907	Prat.g_01460
OG0001527	Syat.g_00064	Prat.g_00526
OG0001529	Syat.g_02294	Prat.g_00043
OG0001530	Syat.g_01578	Prat.g_00108
OG0001531	Syat.g_01444	Prat.g_00244
OG0001532	Syat.g_00213	Prat.g_01125
OG0001534	Syat.g_00689	Prat.g_00950
OG0001535	Syat.g_00707	Prat.g_00935
OG0001536	Syat.g_00589	Prat.g_00892
OG0001537	Syat.g_00441	Prat.g_00729
OG0001538	Syat.g_00484	Prat.g_01032
OG0001539	Syat.g_00417	Prat.g_00706
OG0001540	Syat.g_02924	Prat.g_00129
OG0001541	Syat.g_02847	Prat.g_00181
OG0001542	Syat.g_02837	Prat.g_00187
OG0001543	Syat.g_03229	Prat.g_01221
OG0001544	Syat.g_02647	Prat.g_01851
OG0001545	Syat.g_02444, Syat.g_02433	Prat.g_01868
OG0001549	Syat.g_00799	Prat.g_00975
OG0001553	Syat.g_01230	Prat.g_01349
OG0001557	Syat.g_00451	Prat.g_00733
OG0001559	Syat.g_01577	Prat.g_00107
OG0001560	Syat.g_01562	Prat.g_00097
OG0001561	Syat.g_00701	Prat.g_00940
OG0001562	Syat.g_00523	Prat.g_00927
OG0001563	Syat.g_01662	Prat.g_01725
OG0001574	Syat.g_00066	Prat.g_00524
OG0001575	Syat.g_00061	Prat.g_00529
OG0001576	Syat.g_01169	Prat.g_01262
OG0001577	Syat.g_03255	Prat.g_01160
OG0001580	Syat.g_02701	Prat.g_00050
OG0001584	Syat.g_00468	Prat.g_01047
OG0001591	Syat.g_00411	Prat.g_00746
OG0001592	Syat.g_02699	Prat.g_00049
OG0001613	Syat.g_01635	Prat.g_01747
OG0001614	Syat.g_02197	Prat.g_01782
OG0001616	Syat.g_00249	Prat.g_01133
OG0001617	Syat.g_03212, Syat.g_03299	Prat.g_00770
OG0001619	Syat.g_00600	Prat.g_00882
OG0001620	Syat.g_01601	Prat.g_00357
OG0001621	Syat.g_01883	Prat.g_00259
OG0001622	Syat.g_02404	Prat.g_01876
OG0001625	Syat.g_01938	Prat.g_00265
OG0001636	Syat.g_02302	Prat.g_00035
OG0001639	Syat.g_02981	Prat.g_01406
OG0001640	Syat.g_00792	Prat.g_00954
OG0001642	Syat.g_00676	Prat.g_00986
OG0001643	Syat.g_00131	Prat.g_01085
OG0001644	Syat.g_00844	Prat.g_00806
OG0001652	Syat.g_02326	Prat.g_00844
OG0001654	Syat.g_02983	Prat.g_01404
OG0001657	Syat.g_02887	Prat.g_00155
OG0001669	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903	Prat.g_00041
OG0001671	Syat.g_02742	Prat.g_00837
OG0001673	Syat.g_01454	Prat.g_00237
OG0001678	Syat.g_01859	Prat.g_01659
OG0001679	Syat.g_02946	Prat.g_00343
OG0001692	Syat.g_01231	Prat.g_01347
OG0001694	Syat.g_02062	Prat.g_00289
OG0001703	Syat.g_03164	Prat.g_00437
OG0001717	Syat.g_02860	Prat.g_00168
OG0001729	Syat.g_01440	Prat.g_00247
OG0001731	Syat.g_03081	Prat.g_01419
OG0001737	Syat.g_02084	Prat.g_00836
OG0001748	Syat.g_02740	Prat.g_00838
OG0001752	Syat.g_02991	Prat.g_01653
OG0001761	Syat.g_00819	Prat.g_00578
OG0001769	Syat.g_00373	Prat.g_01222
OG0001771	Syat.g_01094	Prat.g_01576
OG0001782	Syat.g_01210	Prat.g_01498
OG0001803	Syat.g_01291	Prat.g_00402
OG0001813	Syat.g_02490	Prat.g_01855
OG0001816	Syat.g_00413	Prat.g_00703
OG0001837	Syat.g_02741	Prat.g_00839
OG0001955	Syat.g_01670	Prat.g_01218
OG0001956	Syat.g_00959	Prat.g_00979
OG0001977	Syat.g_02506	Prat.g_01859
OG0001996	Syat.g_02309	Prat.g_00030
OG0002052	Syat.g_01022	Prat.g_00945
OG0002097	Syat.g_02176	Prat.g_01321
OG0002154	Syat.g_00084	Prat.g_01289
OG0002247	Syat.g_00054	Prat.g_00535
OG0002274	Syat.g_02175	Prat.g_01319
OG0002285	Syat.g_00612	Prat.g_00875
OG0002296	Syat.g_01332	Prat.g_01377
OG0002348	Syat.g_02603	Prat.g_01518
OG0002349	Syat.g_03010	Prat.g_01637
OG0002700	Syat.g_03378	Prat.g_01205
OG0002893	Syat.g_02173	Prat.g_01322
