Orthogroup	Syat	Praa
OG0001180	Syat.g_01654	Praa.g_01781
OG0001181	Syat.g_01650	Praa.g_01785
OG0001182	Syat.g_01642	Praa.g_01792
OG0001183	Syat.g_01632	Praa.g_01797
OG0001184	Syat.g_02160	Praa.g_01813
OG0001185	Syat.g_02200	Praa.g_01827
OG0001186	Syat.g_02235	Praa.g_01850
OG0001187	Syat.g_02256	Praa.g_01854
OG0001188	Syat.g_02261	Praa.g_01857
OG0001189	Syat.g_02287	Praa.g_01874
OG0001190	Syat.g_02692	Praa.g_01878
OG0001191	Syat.g_02675	Praa.g_01888
OG0001192	Syat.g_02663	Praa.g_01892
OG0001193	Syat.g_02513	Praa.g_01902
OG0001194	Syat.g_02515	Praa.g_01903
OG0001195	Syat.g_02516	Praa.g_01904
OG0001196	Syat.g_02398	Praa.g_01917
OG0001197	Syat.g_02396	Praa.g_01918
OG0001199	Syat.g_01475	Praa.g_00074
OG0001200	Syat.g_01477	Praa.g_00076
OG0001201	Syat.g_01572	Praa.g_00108
OG0001202	Syat.g_02812	Praa.g_00199
OG0001203	Syat.g_01447	Praa.g_00238
OG0001204	Syat.g_01867	Praa.g_00243
OG0001205	Syat.g_01287	Praa.g_00444
OG0001206	Syat.g_03268	Praa.g_00462
OG0001207	Syat.g_03162	Praa.g_00477
OG0001208	Syat.g_03172	Praa.g_00482
OG0001209	Syat.g_03273	Praa.g_00535
OG0001210	Syat.g_00103	Praa.g_00540
OG0001211	Syat.g_00078	Praa.g_00551
OG0001213	Syat.g_03289	Praa.g_00629
OG0001214	Syat.g_00128	Praa.g_00637
OG0001216	Syat.g_00660	Praa.g_00713
OG0001217	Syat.g_02587	Praa.g_00751
OG0001218	Syat.g_01356	Praa.g_00758
OG0001219	Syat.g_00629	Praa.g_00791
OG0001220	Syat.g_01534	Praa.g_00856
OG0001222	Syat.g_00597	Praa.g_00956
OG0001223	Syat.g_00544	Praa.g_00982
OG0001224	Syat.g_00804	Praa.g_01035
OG0001225	Syat.g_00806	Praa.g_01037
OG0001226	Syat.g_01485	Praa.g_01064
OG0001228	Syat.g_00938	Praa.g_01204
OG0001229	Syat.g_00981	Praa.g_01364
OG0001230	Syat.g_01235	Praa.g_01468
OG0001231	Syat.g_02327	Praa.g_01574
OG0001232	Syat.g_03041	Praa.g_01658
OG0001233	Syat.g_03012	Praa.g_01679
OG0001234	Syat.g_02092	Praa.g_01714
OG0001235	Syat.g_01838	Praa.g_01724
OG0001236	Syat.g_02156	Praa.g_01810
OG0001237	Syat.g_02161	Praa.g_01814
OG0001238	Syat.g_02673	Praa.g_01889
OG0001239	Syat.g_01472	Praa.g_00071
OG0001240	Syat.g_01554	Praa.g_00093
OG0001241	Syat.g_01564	Praa.g_00101
OG0001242	Syat.g_02936	Praa.g_00119
OG0001243	Syat.g_02928	Praa.g_00125
OG0001244	Syat.g_02901	Praa.g_00141
OG0001245	Syat.g_00212	Praa.g_00379
OG0001246	Syat.g_03209	Praa.g_00504
OG0001247	Syat.g_01019	Praa.g_00683
OG0001248	Syat.g_03159	Praa.g_00685
OG0001249	Syat.g_01620	Praa.g_00780
OG0001250	Syat.g_00739	Praa.g_00845
OG0001251	Syat.g_00963, Syat.g_00621	Praa.g_00893
OG0001252	Syat.g_00787	Praa.g_01030
OG0001255	Syat.g_00843	Praa.g_01144
OG0001256	Syat.g_03111	Praa.g_01567
OG0001257	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918	Praa.g_01573
OG0001258	Syat.g_03119	Praa.g_01632
OG0001259	Syat.g_03014	Praa.g_01677
OG0001261	Syat.g_01791	Praa.g_01767
OG0001262	Syat.g_02285	Praa.g_01872
OG0001265	Syat.g_02938	Praa.g_00118
OG0001266	Syat.g_02808	Praa.g_00203
OG0001267	Syat.g_02060	Praa.g_00280
OG0001268	Syat.g_01608	Praa.g_00339
OG0001269	Syat.g_02369	Praa.g_00358
OG0001270	Syat.g_02968	Praa.g_00434
OG0001271	Syat.g_01374	Praa.g_00472
OG0001272	Syat.g_03176	Praa.g_00486
OG0001274	Syat.g_02727	Praa.g_00703
OG0001275	Syat.g_00529	Praa.g_00992
OG0001276	Syat.g_00705	Praa.g_01014
OG0001277	Syat.g_03312	Praa.g_01072
OG0001278	Syat.g_00895	Praa.g_01209
OG0001279	Syat.g_01252	Praa.g_01257
OG0001281	Syat.g_01159	Praa.g_01323
OG0001282	Syat.g_02780	Praa.g_01367
OG0001283	Syat.g_02403	Praa.g_01386
OG0001286	Syat.g_01656	Praa.g_01779
OG0001287	Syat.g_02208	Praa.g_01834
OG0001288	Syat.g_02225	Praa.g_01843
OG0001289	Syat.g_01527	Praa.g_00087
OG0001290	Syat.g_01563	Praa.g_00100
OG0001291	Syat.g_02916	Praa.g_00135
OG0001292	Syat.g_01873	Praa.g_00248
OG0001293	Syat.g_01995	Praa.g_00261
OG0001294	Syat.g_00409	Praa.g_00377
OG0001295	Syat.g_00945	Praa.g_00467
OG0001296	Syat.g_03217	Praa.g_00509
OG0001297	Syat.g_03221	Praa.g_00514
OG0001298	Syat.g_00043	Praa.g_00577
OG0001299	Syat.g_00401	Praa.g_00666
OG0001300	Syat.g_01025	Praa.g_00693
OG0001303	Syat.g_00628	Praa.g_00996
OG0001304	Syat.g_00690	Praa.g_01024
OG0001305	Syat.g_00813	Praa.g_01043
OG0001306	Syat.g_03234	Praa.g_01146
OG0001307	Syat.g_02082	Praa.g_01349
OG0001308	Syat.g_01176	Praa.g_01486
OG0001309	Syat.g_01113	Praa.g_01571
OG0001310	Syat.g_03066	Praa.g_01647
OG0001315	Syat.g_01634	Praa.g_00062
OG0001317	Syat.g_01451	Praa.g_00234
OG0001318	Syat.g_01888	Praa.g_00256
OG0001319	Syat.g_02048	Praa.g_00272
OG0001323	Syat.g_01111	Praa.g_00519
OG0001325	Syat.g_00664	Praa.g_00716
OG0001326	Syat.g_02525	Praa.g_00881
OG0001327	Syat.g_00414	Praa.g_01055
OG0001329	Syat.g_00097	Praa.g_01123
OG0001331	Syat.g_01301	Praa.g_01372
OG0001333	Syat.g_03018	Praa.g_01673
OG0001336	Syat.g_02402	Praa.g_01914
OG0001345	Syat.g_00290	Praa.g_01178
OG0001347	Syat.g_02666, Syat.g_01136, Syat.g_00583	Praa.g_01429
OG0001348	Syat.g_03316	Praa.g_01595
OG0001351	Syat.g_01318	Praa.g_00453
OG0001353	Syat.g_00717	Praa.g_00836
OG0001354	Syat.g_00558	Praa.g_00974
OG0001355	Syat.g_02589	Praa.g_01605
OG0001358	Syat.g_03319	Praa.g_00620
OG0001360	Syat.g_00256	Praa.g_01085
OG0001361	Syat.g_00293	Praa.g_01175
OG0001364	Syat.g_02143	Praa.g_01803
OG0001365	Syat.g_02687	Praa.g_01882
OG0001371	Syat.g_01490	Praa.g_00679
OG0001373	Syat.g_02524	Praa.g_00880
OG0001374	Syat.g_02541	Praa.g_00888
OG0001376	Syat.g_00841	Praa.g_01049
OG0001377	Syat.g_00842	Praa.g_01050
OG0001378	Syat.g_02967	Praa.g_01094
OG0001379	Syat.g_01147	Praa.g_01312
OG0001382	Syat.g_00101	Praa.g_01587
OG0001385	Syat.g_02521	Praa.g_00877
OG0001386	Syat.g_02522	Praa.g_00878
OG0001387	Syat.g_02523	Praa.g_00879
OG0001388	Syat.g_02526	Praa.g_00882
OG0001389	Syat.g_02531	Praa.g_00883
OG0001390	Syat.g_02532	Praa.g_00884
OG0001391	Syat.g_02533	Praa.g_00885
OG0001392	Syat.g_02539	Praa.g_00886
OG0001393	Syat.g_02540	Praa.g_00887
OG0001394	Syat.g_00450	Praa.g_00922
OG0001396	Syat.g_01137, Syat.g_02665	Praa.g_01430
OG0001403	Syat.g_02307	Praa.g_00030
OG0001406	Syat.g_00840	Praa.g_01048
OG0001408	Syat.g_00211	Praa.g_01067
OG0001409	Syat.g_01007	Praa.g_01166
OG0001412	Syat.g_01135, Syat.g_00584, Syat.g_02667	Praa.g_01428
OG0001413	Syat.g_02775, Syat.g_00853	Praa.g_01562
OG0001415	Syat.g_00017	Praa.g_00231
OG0001416	Syat.g_02491	Praa.g_00458
OG0001417	Syat.g_01705	Praa.g_00469
OG0001418	Syat.g_03267	Praa.g_00684
OG0001420	Syat.g_01099	Praa.g_01103
OG0001421	Syat.g_03056	Praa.g_01568
OG0001429	Syat.g_00627	Praa.g_00792
OG0001430	Syat.g_03343	Praa.g_01284
OG0001432	Syat.g_00846	Praa.g_01560
OG0001437	Syat.g_00016	Praa.g_00230
OG0001438	Syat.g_02076	Praa.g_00293
OG0001439	Syat.g_02105	Praa.g_00307
OG0001441	Syat.g_01109	Praa.g_00521
OG0001449	Syat.g_00800	Praa.g_00393
OG0001451	Syat.g_02877	Praa.g_00865
OG0001452	Syat.g_01881	Praa.g_00894
OG0001453	Syat.g_00538	Praa.g_00986
OG0001454	Syat.g_00189	Praa.g_01078
OG0001456	Syat.g_02545	Praa.g_01137
OG0001457	Syat.g_02546	Praa.g_01138
OG0001458	Syat.g_02547	Praa.g_01139
OG0001459	Syat.g_03357, Syat.g_03358	Praa.g_01273
OG0001462	Syat.g_02301	Praa.g_00034
OG0001467	Syat.g_02457	Praa.g_00781
OG0001470	Syat.g_02252	Praa.g_01404
OG0001473	Syat.g_00190	Praa.g_01851
OG0001479	Syat.g_01610	Praa.g_00337
OG0001480	Syat.g_00100	Praa.g_00368
OG0001482	Syat.g_00549	Praa.g_00456
OG0001484	Syat.g_02443	Praa.g_01296
OG0001492	Syat.g_00898	Praa.g_01206
OG0001493	Syat.g_00890	Praa.g_01214
OG0001495	Syat.g_01833	Praa.g_01721
OG0001502	Syat.g_00757	Praa.g_00772
OG0001504	Syat.g_03356	Praa.g_01274
OG0001507	Syat.g_03261	Praa.g_01619
OG0001520	Syat.g_00852	Praa.g_00388
OG0001522	Syat.g_00642	Praa.g_00837
OG0001523	Syat.g_01089	Praa.g_01131
OG0001524	Syat.g_01088	Praa.g_01132
OG0001526	Syat.g_02907	Praa.g_01698, Praa.g_01611
OG0001546	Syat.g_01106	Praa.g_00524
OG0001547	Syat.g_00645	Praa.g_00774
OG0001549	Syat.g_00799	Praa.g_00863
OG0001553	Syat.g_01230	Praa.g_01473
OG0001554	Syat.g_01005	Praa.g_01569
OG0001567	Syat.g_00651	Praa.g_00773
OG0001568	Syat.g_00643	Praa.g_00775
OG0001570	Syat.g_03269	Praa.g_01106
OG0001584	Syat.g_00468	Praa.g_00937
OG0001587	Syat.g_02990	Praa.g_01696
OG0001613	Syat.g_01635	Praa.g_01795
OG0001625	Syat.g_01938	Praa.g_00258
OG0001647	Syat.g_02051	Praa.g_00273
OG0001666	Syat.g_03349	Praa.g_01272
OG0001745	Syat.g_00971	Praa.g_01559
OG0002029	Syat.g_03352	Praa.g_01271
OG0002097	Syat.g_02176	Praa.g_01405
OG0002270	Syat.g_01201, Syat.g_02138, Syat.g_00352, Syat.g_00351	Praa.g_01441
OG0002364	Syat.g_00626	Praa.g_00793
OG0002369	Syat.g_02251	Praa.g_01403
OG0002622	Syat.g_00572	Praa.g_01449
OG0003010	Syat.g_01211	Praa.g_01400
OG0003159	Syat.g_01213	Praa.g_01399
OG0003339	Syat.g_00333, Syat.g_02249	Praa.g_01337
