Orthogroup	Prar	Syar
OG0001142	Prar.g_01233	Syar.g_01983
OG0001143	Prar.g_01226	Syar.g_01698
OG0001144	Prar.g_01221	Syar.g_01707
OG0001145	Prar.g_00963	Syar.g_02769
OG0001146	Prar.g_00951	Syar.g_02782
OG0001147	Prar.g_00925	Syar.g_01276
OG0001148	Prar.g_00909	Syar.g_01459
OG0001149	Prar.g_00908	Syar.g_01458
OG0001150	Prar.g_00907	Syar.g_01457
OG0001151	Prar.g_00896	Syar.g_01238
OG0001152	Prar.g_00895	Syar.g_01237
OG0001153	Prar.g_00815	Syar.g_01398
OG0001154	Prar.g_00814	Syar.g_01397
OG0001155	Prar.g_00802	Syar.g_01211
OG0001156	Prar.g_00799	Syar.g_01185
OG0001157	Prar.g_00798	Syar.g_01184
OG0001158	Prar.g_00797	Syar.g_01183
OG0001159	Prar.g_00796	Syar.g_01182
OG0001160	Prar.g_00772	Syar.g_02908
OG0001161	Prar.g_00760	Syar.g_00382
OG0001162	Prar.g_00749	Syar.g_03081
OG0001163	Prar.g_01151	Syar.g_02917
OG0001164	Prar.g_01147	Syar.g_02922
OG0001165	Prar.g_01144	Syar.g_02927
OG0001166	Prar.g_01124	Syar.g_02959
OG0001167	Prar.g_01959	Syar.g_02982
OG0001168	Prar.g_01957	Syar.g_02983
OG0001169	Prar.g_00596	Syar.g_02985
OG0001170	Prar.g_00598	Syar.g_02987
OG0001171	Prar.g_00607	Syar.g_02999
OG0001172	Prar.g_01111	Syar.g_00143
OG0001173	Prar.g_01110	Syar.g_00142
OG0001174	Prar.g_01102	Syar.g_00134
OG0001175	Prar.g_01101	Syar.g_00133
OG0001176	Prar.g_01094	Syar.g_01025
OG0001177	Prar.g_01091	Syar.g_01023
OG0001178	Prar.g_01086	Syar.g_02943
OG0001179	Prar.g_01043	Syar.g_01055
OG0001181	Prar.g_01018	Syar.g_01082
OG0001182	Prar.g_01011	Syar.g_01090
OG0001183	Prar.g_00618	Syar.g_01096
OG0001184	Prar.g_00634	Syar.g_00653
OG0001185	Prar.g_00648	Syar.g_00614
OG0001186	Prar.g_00670	Syar.g_00562
OG0001187	Prar.g_00674	Syar.g_00548
OG0001188	Prar.g_00676	Syar.g_00546
OG0001189	Prar.g_00693	Syar.g_00525
OG0001190	Prar.g_00697	Syar.g_00330
OG0001191	Prar.g_00707	Syar.g_00349
OG0001192	Prar.g_00074	Syar.g_00356
OG0001193	Prar.g_00064	Syar.g_00711
OG0001194	Prar.g_00063	Syar.g_00622
OG0001195	Prar.g_00062	Syar.g_00623
OG0001196	Prar.g_00049	Syar.g_00453
OG0001197	Prar.g_00048	Syar.g_00455
OG0001198	Prar.g_00041	Syar.g_00467
OG0001199	Prar.g_00254	Syar.g_03045
OG0001200	Prar.g_00252	Syar.g_03047
OG0001201	Prar.g_00220	Syar.g_03120
OG0001202	Prar.g_00128	Syar.g_00991
OG0001203	Prar.g_00089	Syar.g_03021
OG0001204	Prar.g_00084	Syar.g_00154
OG0001205	Prar.g_00493	Syar.g_02869
OG0001207	Prar.g_00527	Syar.g_01462
OG0001208	Prar.g_00532	Syar.g_01471
OG0001211	Prar.g_01380	Syar.g_02323
OG0001212	Prar.g_01426	Syar.g_02027
OG0001213	Prar.g_01459	Syar.g_02239
OG0001214	Prar.g_01467	Syar.g_02420
OG0001215	Prar.g_01520	Syar.g_00965
OG0001216	Prar.g_01601	Syar.g_01909
OG0001217	Prar.g_01638	Syar.g_02852
OG0001219	Prar.g_01672	Syar.g_02585
OG0001222	Prar.g_01825	Syar.g_02552
OG0001223	Prar.g_01851	Syar.g_02505
OG0001224	Prar.g_01900	Syar.g_01361
OG0001225	Prar.g_01902	Syar.g_01929
OG0001226	Prar.g_01928	Syar.g_03054
OG0001227	Prar.g_01947	Syar.g_02213
OG0001230	Prar.g_00347	Syar.g_02816
OG0001231	Prar.g_00751	Syar.g_00485
OG0001232	Prar.g_01120	Syar.g_02968
OG0001233	Prar.g_00599	Syar.g_02988
OG0001235	Prar.g_01089	Syar.g_01019
OG0001236	Prar.g_00631	Syar.g_00657
OG0001237	Prar.g_00635	Syar.g_00652
OG0001238	Prar.g_00708	Syar.g_00351
OG0001239	Prar.g_00547	Syar.g_03043
OG0001240	Prar.g_00235	Syar.g_03101
OG0001241	Prar.g_00227	Syar.g_03149, Syar.g_03112
OG0001242	Prar.g_00209	Syar.g_00043
OG0001243	Prar.g_00203	Syar.g_00051
OG0001244	Prar.g_00187	Syar.g_00075
OG0001245	Prar.g_00441	Syar.g_00999
OG0001246	Prar.g_01335	Syar.g_01910
OG0001247	Prar.g_01513	Syar.g_02024
OG0001248	Prar.g_01515	Syar.g_02059
OG0001249	Prar.g_01661	Syar.g_01113
OG0001250	Prar.g_01724	Syar.g_01819, Syar.g_03240
OG0001251	Prar.g_01760	Syar.g_02575
OG0001252	Prar.g_01895	Syar.g_01372
OG0001253	Prar.g_01948	Syar.g_02015
OG0001254	Prar.g_01294	Syar.g_02233
OG0001255	Prar.g_01279	Syar.g_01746
OG0001256	Prar.g_00758	Syar.g_02915
OG0001257	Prar.g_00752	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Prar.g_01146	Syar.g_02925
OG0001259	Prar.g_00597	Syar.g_02986
OG0001260	Prar.g_00613	Syar.g_03007
OG0001262	Prar.g_00691	Syar.g_00527
OG0001263	Prar.g_00200	Syar.g_00054
OG0001265	Prar.g_00210	Syar.g_00041
OG0001266	Prar.g_00124	Syar.g_00987
OG0001267	Prar.g_00307	Syar.g_00225
OG0001268	Prar.g_00399	Syar.g_01124
OG0001269	Prar.g_00419	Syar.g_00688
OG0001270	Prar.g_00482	Syar.g_01175
OG0001271	Prar.g_00522	Syar.g_01270
OG0001272	Prar.g_00536	Syar.g_01475
OG0001273	Prar.g_01461	Syar.g_02413
OG0001274	Prar.g_01533	Syar.g_00929
OG0001275	Prar.g_01860	Syar.g_02490
OG0001276	Prar.g_01879	Syar.g_01797
OG0001277	Prar.g_01937	Syar.g_02250
OG0001278	Prar.g_01213	Syar.g_01720
OG0001280	Prar.g_00956	Syar.g_03317
OG0001281	Prar.g_00950	Syar.g_02783
OG0001282	Prar.g_00910	Syar.g_01460, Syar.g_01351
OG0001283	Prar.g_00891	Syar.g_00447
OG0001284	Prar.g_00777	Syar.g_02900
OG0001285	Prar.g_01966	Syar.g_02972
OG0001287	Prar.g_00655	Syar.g_00606
OG0001288	Prar.g_00663	Syar.g_00591
OG0001289	Prar.g_00241	Syar.g_03080
OG0001290	Prar.g_00228	Syar.g_03111
OG0001291	Prar.g_00193	Syar.g_00064
OG0001292	Prar.g_00079	Syar.g_00160
OG0001293	Prar.g_00326	Syar.g_00198
OG0001294	Prar.g_00439	Syar.g_01687
OG0001295	Prar.g_00516	Syar.g_00693
OG0001296	Prar.g_01340	Syar.g_01506
OG0001298	Prar.g_01406	Syar.g_02210
OG0001299	Prar.g_01496	Syar.g_01915
OG0001303	Prar.g_01864	Syar.g_02583
OG0001304	Prar.g_01889	Syar.g_01557
OG0001305	Prar.g_01908	Syar.g_01937
OG0001306	Prar.g_01277	Syar.g_01521
OG0001307	Prar.g_00928	Syar.g_02591
OG0001308	Prar.g_00837	Syar.g_02798
OG0001309	Prar.g_00754	Syar.g_00360
OG0001310	Prar.g_01131	Syar.g_02951
OG0001311	Prar.g_01881	Syar.g_01795
OG0001312	Prar.g_01814	Syar.g_02569
OG0001315	Prar.g_00556	Syar.g_01094
OG0001317	Prar.g_00093	Syar.g_03025
OG0001318	Prar.g_00331	Syar.g_00186
OG0001319	Prar.g_00315	Syar.g_00215
OG0001325	Prar.g_01604	Syar.g_01577
OG0001326	Prar.g_01547	Syar.g_00632
OG0001327	Prar.g_01920	Syar.g_01674
OG0001329	Prar.g_01302	Syar.g_02337
OG0001331	Prar.g_00905	Syar.g_01455
OG0001334	Prar.g_00621	Syar.g_03166
OG0001336	Prar.g_00052	Syar.g_00448
OG0001339	Prar.g_00225	Syar.g_03114
OG0001343	Prar.g_01757	Syar.g_03210
OG0001345	Prar.g_01244	Syar.g_01958
OG0001346	Prar.g_00954	Syar.g_02778
OG0001348	Prar.g_00732	Syar.g_02259
OG0001351	Prar.g_00502	Syar.g_01420
OG0001355	Prar.g_00722, Prar.g_01158	Syar.g_01912
OG0001356	Prar.g_01181	Syar.g_00176
OG0001358	Prar.g_01450	Syar.g_02262
OG0001359	Prar.g_01758	Syar.g_03211
OG0001360	Prar.g_01949	Syar.g_01961
OG0001361	Prar.g_01247	Syar.g_01955
OG0001364	Prar.g_00624	Syar.g_00284
OG0001365	Prar.g_00701	Syar.g_00335
OG0001370	Prar.g_00508	Syar.g_00013
OG0001371	Prar.g_01509	Syar.g_03059
OG0001373	Prar.g_01548	Syar.g_00631
OG0001374	Prar.g_01540	Syar.g_00642
OG0001376	Prar.g_01914	Syar.g_03203, Syar.g_02600
OG0001377	Prar.g_01915	Syar.g_02599, Syar.g_03202
OG0001378	Prar.g_01325	Syar.g_01174
OG0001382	Prar.g_00738	Syar.g_02834, Syar.g_03204
OG0001385	Prar.g_01551	Syar.g_00628
OG0001386	Prar.g_01550	Syar.g_00629
OG0001387	Prar.g_01549	Syar.g_00630
OG0001388	Prar.g_01546	Syar.g_00635
OG0001389	Prar.g_01545	Syar.g_00636
OG0001390	Prar.g_01544	Syar.g_00637
OG0001391	Prar.g_01543	Syar.g_00638
OG0001392	Prar.g_01542	Syar.g_00640
OG0001393	Prar.g_01541	Syar.g_00641
OG0001395	Prar.g_01891	Syar.g_01561
OG0001403	Prar.g_00008	Syar.g_00504
OG0001406	Prar.g_01913	Syar.g_02601
OG0001408	Prar.g_01932, Prar.g_01931	Syar.g_02042
OG0001413	Prar.g_00763	Syar.g_02062, Syar.g_02063
OG0001415	Prar.g_00096	Syar.g_01553
OG0001416	Prar.g_00507	Syar.g_00433
OG0001417	Prar.g_00518, Prar.g_00519	Syar.g_01885
OG0001418	Prar.g_01514	Syar.g_01546
OG0001420	Prar.g_01316	Syar.g_02680
OG0001428	Prar.g_00155	Syar.g_00108
OG0001429	Prar.g_01673	Syar.g_02582
OG0001430	Prar.g_00982	Syar.g_03306
OG0001432	Prar.g_00764	Syar.g_02064, Syar.g_02123
OG0001433	Prar.g_01180	Syar.g_00173
OG0001435	Prar.g_01772	Syar.g_01621
OG0001437	Prar.g_00097	Syar.g_01554
OG0001438	Prar.g_00294	Syar.g_00240
OG0001439	Prar.g_00280	Syar.g_00824
OG0001441	Prar.g_01351	Syar.g_02691
OG0001442	Prar.g_01629	Syar.g_02622
OG0001447	Prar.g_00202	Syar.g_00052
OG0001450	Prar.g_01517	Syar.g_00880
OG0001452	Prar.g_01762	Syar.g_00167
OG0001453	Prar.g_01854	Syar.g_02498
OG0001454	Prar.g_01942	Syar.g_02065, Syar.g_02122
OG0001456	Prar.g_01286	Syar.g_00643
OG0001457	Prar.g_01285	Syar.g_00644
OG0001458	Prar.g_01284	Syar.g_00645
OG0001459	Prar.g_00996	Syar.g_00418, Syar.g_02047
OG0001462	Prar.g_00003	Syar.g_00511
OG0001467	Prar.g_01662	Syar.g_01745
OG0001470	Prar.g_00889	Syar.g_02358, Syar.g_02369
OG0001471	Prar.g_00762	Syar.g_00830
OG0001474	Prar.g_00400	Syar.g_01125
OG0001475	Prar.g_00887	Syar.g_02370
OG0001479	Prar.g_00397	Syar.g_01122
OG0001480	Prar.g_00429	Syar.g_02013
OG0001482	Prar.g_00505	Syar.g_02511
OG0001486	Prar.g_01265	Syar.g_01537
OG0001492	Prar.g_01216	Syar.g_01717
OG0001493	Prar.g_01208	Syar.g_01725
OG0001502	Prar.g_01657	Syar.g_01840
OG0001504	Prar.g_00995	Syar.g_02046
OG0001507	Prar.g_00714	Syar.g_03257, Syar.g_01540
OG0001508	Prar.g_00890	Syar.g_02372
OG0001520	Prar.g_00454, Prar.g_00455	Syar.g_02053
OG0001528	Prar.g_00888	Syar.g_02371
OG0001546	Prar.g_01354	Syar.g_03276, Syar.g_02688
OG0001554	Prar.g_00756	Syar.g_00327
OG0001555	Prar.g_00742	Syar.g_01689
OG0001565	Prar.g_00475	Syar.g_03069
OG0001587	Prar.g_01118	Syar.g_03010
OG0001613	Prar.g_00616	Syar.g_01093
OG0001625	Prar.g_00329	Syar.g_00192
OG0001627	Prar.g_01643	Syar.g_01215
OG0001647	Prar.g_00314	Syar.g_00217
OG0001712	Prar.g_00472	Syar.g_01846
OG0001713	Prar.g_00560	Syar.g_02147
OG0001726	Prar.g_00469	Syar.g_01863
OG0001745	Prar.g_00765	Syar.g_02010
OG0001924	Prar.g_01574	Syar.g_02672
OG0001925	Prar.g_01573	Syar.g_02671
OG0001926	Prar.g_01572	Syar.g_02669
OG0001927	Prar.g_01571	Syar.g_02668
OG0001993	Prar.g_01576	Syar.g_02674
OG0001994	Prar.g_01575	Syar.g_02673
OG0002109	Prar.g_00937	Syar.g_00759, Syar.g_01997
OG0002110	Prar.g_01553, Prar.g_01556	Syar.g_00859
OG0002364	Prar.g_01674	Syar.g_02581
OG0002445	Prar.g_01085	Syar.g_01281
OG0002895	Prar.g_00938	Syar.g_00760
