Orthogroup	Prar	Syap
OG0001392	Prar.g_01542	Syap.g_01832
OG0001393	Prar.g_01541	Syap.g_01831
OG0001395	Prar.g_01891	Syap.g_00531
OG0001406	Prar.g_01913	Syap.g_01989
OG0001408	Prar.g_01932, Prar.g_01931	Syap.g_01862
OG0001415	Prar.g_00096	Syap.g_00447, Syap.g_00446
OG0001418	Prar.g_01514	Syap.g_00221
OG0001420	Prar.g_01316	Syap.g_02736
OG0001422	Prar.g_00734	Syap.g_01682
OG0001428	Prar.g_00155	Syap.g_01196
OG0001432	Prar.g_00764	Syap.g_01967
OG0001433	Prar.g_01180	Syap.g_00790
OG0001435	Prar.g_01772	Syap.g_01259
OG0001437	Prar.g_00097	Syap.g_00448
OG0001438	Prar.g_00294	Syap.g_01346, Syap.g_01630
OG0001439	Prar.g_00280	Syap.g_01674
OG0001441	Prar.g_01351	Syap.g_02749
OG0001447	Prar.g_00202	Syap.g_02218
OG0001452	Prar.g_01762	Syap.g_01590
OG0001453	Prar.g_01854	Syap.g_02687
OG0001456	Prar.g_01286	Syap.g_01828
OG0001457	Prar.g_01285	Syap.g_01826
OG0001458	Prar.g_01284	Syap.g_01825
OG0001459	Prar.g_00996	Syap.g_00351
OG0001470	Prar.g_00889	Syap.g_01138, Syap.g_00709
OG0001474	Prar.g_00400	Syap.g_00562
OG0001475	Prar.g_00887	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001479	Prar.g_00397	Syap.g_00565
OG0001492	Prar.g_01216	Syap.g_02441
OG0001493	Prar.g_01208	Syap.g_02433
OG0001502	Prar.g_01657	Syap.g_00833
OG0001504	Prar.g_00995	Syap.g_00350
OG0001507	Prar.g_00714	Syap.g_00227
OG0001508	Prar.g_00890	Syap.g_01139, Syap.g_00808
OG0001528	Prar.g_00888	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001546	Prar.g_01354	Syap.g_02745
OG0001553	Prar.g_00342	Syap.g_02121
OG0001584	Prar.g_01806	Syap.g_00183
OG0001587	Prar.g_01118	Syap.g_02669
OG0001613	Prar.g_00616	Syap.g_00597
OG0001632	Prar.g_01000	Syap.g_02524
OG0001647	Prar.g_00314	Syap.g_01370
OG0001713	Prar.g_00560	Syap.g_00349
OG0001745	Prar.g_00765	Syap.g_02401
OG0001919	Prar.g_00461	Syap.g_01968
OG0001924	Prar.g_01574	Syap.g_00381
OG0001925	Prar.g_01573	Syap.g_00382
OG0001926	Prar.g_01572	Syap.g_00383
OG0001927	Prar.g_01571	Syap.g_00384
OG0001994	Prar.g_01575	Syap.g_00380
OG0002026	Prar.g_00460	Syap.g_00821
OG0002097	Prar.g_00854	Syap.g_00711
OG0002110	Prar.g_01553, Prar.g_01556	Syap.g_00363
OG0002156	Prar.g_00583, Prar.g_00582	Syap.g_01621
OG0002274	Prar.g_00853	Syap.g_00710
OG0002425	Prar.g_00379	Syap.g_01019
OG0002628	Prar.g_01538	Syap.g_01081
OG0002771	Prar.g_00858	Syap.g_00878
